English Word	Valence	Arousal	Dominance	Haitian-Creole Word
bookkeeping	0.520	0.214	0.592	kontablite
booklet	0.510	0.270	0.351	ti liv
bookmaker	0.583	0.804	0.633	boukmèyker
bookmark	0.543	0.441	0.415	makè
books	0.729	0.115	0.430	liv
bookseller	0.583	0.317	0.456	machann liv
bookshop	0.688	0.291	0.389	libreri
bookstore	0.771	0.180	0.503	libreri
bookworm	0.563	0.337	0.316	bookworm
boom	0.604	0.655	0.731	boom
boomer	0.480	0.539	0.441	boomer
boomerang	0.531	0.625	0.500	boumerang
booming	0.688	0.554	0.661	en
boon	0.878	0.294	0.642	boon
boooo	0.271	0.549	0.255	boooo
boost	0.865	0.730	0.750	ranfòse
booster	0.755	0.600	0.800	rapèl
boot	0.438	0.650	0.625	bòt
booth	0.531	0.400	0.310	izolwa
bootleg	0.357	0.519	0.466	bootleg
bootlegger	0.354	0.649	0.541	bootlegger
boots	0.602	0.255	0.350	bòt
booty	0.663	0.587	0.784	piye
booze	0.265	0.745	0.431	bibwon
bop	0.429	0.490	0.426	bop
bopper	0.398	0.530	0.385	bopper
border	0.406	0.382	0.424	fwontyè
bordering	0.643	0.382	0.438	fwontyè
borderline	0.449	0.520	0.490	fwontyè
bore	0.417	0.440	0.455	raz
boreal	0.582	0.348	0.400	boreal
bored	0.153	0.167	0.196	anniye
boredom	0.167	0.139	0.255	annwi
borer	0.302	0.549	0.578	borer
boring	0.194	0.217	0.125	raz
born	0.865	0.509	0.591	fèt
boron	0.441	0.370	0.375	bor
borough	0.429	0.343	0.380	minisipalite
borrow	0.398	0.573	0.282	prete
borrower	0.439	0.423	0.763	prete lajan
bosom	0.612	0.588	0.404	leson
boss	0.310	0.627	0.954	bòs nan travay
bossy	0.240	0.824	0.750	bossy
boston	0.643	0.380	0.580	boston
botanical	0.660	0.259	0.491	botanik
botanist	0.651	0.240	0.456	botanik
botany	0.604	0.201	0.500	botanik
bother	0.208	0.780	0.370	deranje
bothering	0.208	0.764	0.449	deranje
bottle	0.469	0.236	0.336	boutèy
bottleneck	0.284	0.471	0.287	kou boutèy
bottling	0.365	0.333	0.370	boutèy
bottom	0.417	0.370	0.291	anba
bottomless	0.310	0.470	0.368	san fon
botulism	0.292	0.575	0.386	botulism
boulder	0.461	0.309	0.531	gwo wòch
bounce	0.375	0.633	0.386	rebondisman
bouncer	0.490	0.653	0.655	bouncer
bouncy	0.562	0.565	0.429	bouncy
bound	0.417	0.667	0.310	mare
boundary	0.561	0.427	0.518	fwontyè
boundless	0.684	0.642	0.652	san limit
bounds	0.378	0.426	0.604	limit
bountiful	0.854	0.596	0.759	abondan
bounty	0.760	0.755	0.833	bounty
bouquet	0.724	0.352	0.306	bouquet
bourbon	0.602	0.490	0.517	bourbon
bourgeois	0.439	0.593	0.682	boujwa
bourgeoisie	0.357	0.417	0.767	boujwazi
bourse	0.530	0.230	0.336	bous
bout	0.208	0.808	0.679	bout
boutique	0.745	0.490	0.441	boutique
bouttime	0.588	0.373	0.410	bouttime
bovine	0.449	0.255	0.353	bovine
bow	0.530	0.306	0.408	banza
bowed	0.410	0.418	0.368	bese
bowel	0.306	0.417	0.391	entesten
bowels	0.194	0.448	0.362	zantray
bowl	0.625	0.377	0.358	bòl
bowler	0.552	0.633	0.481	bowler
bowling	0.656	0.431	0.309	bowling
bowls	0.551	0.280	0.277	bòl
box	0.500	0.179	0.312	bwat
boxcar	0.420	0.469	0.421	boxcar
boxer	0.490	0.810	0.802	boksè
boxers	0.375	0.880	0.654	boksè
boxing	0.427	0.854	0.645	boksè
boycott	0.112	0.690	0.505	bòykote
boyfriend	0.781	0.604	0.547	mennaj
boyhood	0.729	0.745	0.500	anfans
boyish	0.698	0.562	0.462	ti gason
boysenberry	0.646	0.409	0.475	boysenberry
bozo	0.388	0.364	0.298	bozo
bra	0.672	0.529	0.509	soutyen
brace	0.610	0.385	0.364	atèl
bracelet	0.776	0.340	0.322	braslè
braces	0.500	0.337	0.568	aparèy òtopedik
brachial	0.388	0.363	0.464	brachial
bracket	0.490	0.350	0.682	bracket
brackets	0.573	0.281	0.435	parantèz
brackish	0.469	0.368	0.421	salmad
brad	0.490	0.385	0.402	brad
brag	0.347	0.545	0.578	vante
braid	0.427	0.222	0.216	galon
brain	0.667	0.441	0.823	sèvo
brainless	0.138	0.310	0.224	san sèvo
brains	0.663	0.557	0.722	sèvo
brainstorm	0.794	0.784	0.636	brase lide
brainwash	0.198	0.647	0.481	lave sèvo
brainy	0.708	0.520	0.648	entèlijan
brake	0.312	0.481	0.310	fren
bran	0.688	0.433	0.483	bran
branch	0.538	0.206	0.250	branch
branching	0.520	0.422	0.472	branch
brand	0.562	0.284	0.547	mak
brandy	0.600	0.590	0.487	brandy
brash	0.360	0.814	0.552	brash
brass	0.500	0.320	0.490	kwiv
brass knuckle	0.406	0.449	0.518	kouto an kwiv
brassiere	0.510	0.469	0.336	soutyen
brat	0.312	0.440	0.231	brat
bratwurst	0.510	0.490	0.464	bratwurst
bravado	0.479	0.510	0.527	bravado
brave	0.837	0.750	0.917	brav
bravery	0.898	0.745	0.868	kouraj
brawl	0.104	0.938	0.603	tapaj
brawn	0.438	0.402	0.544	brawn
brazen	0.292	0.640	0.518	an kwiv
breach	0.177	0.745	0.423	vyolasyon
bread	0.660	0.314	0.342	pen
breadth	0.667	0.490	0.644	lajè
break	0.610	0.265	0.370	kraze
breakable	0.194	0.667	0.408	kase
breakaway	0.479	0.802	0.519	kraze
breakdown	0.365	0.423	0.361	kraze
breaker	0.323	0.527	0.520	brekè
breakers	0.469	0.588	0.439	kasè
breakfast	0.885	0.330	0.429	manje maten
breaking and entering	0.418	0.729	0.500	kraze ak antre
breakingnews	0.500	0.552	0.607	Denye nouvel
breakneck	0.254	0.833	0.604	kraze kou
breakthrough	0.680	0.525	0.718	dekouvèt
breakup	0.250	0.720	0.357	separe
breast	0.753	0.429	0.500	tete
breath	0.684	0.392	0.451	souf
breathe	0.833	0.373	0.518	respire
breather	0.624	0.471	0.388	respire
breathless	0.323	0.490	0.222	san souf
breathtaking	0.936	0.792	0.921	mayifik
breech	0.500	0.637	0.422	brech
breeches	0.365	0.457	0.333	kalson
breed	0.490	0.441	0.578	kwaze
breeder	0.645	0.481	0.605	reproducteur
breeding	0.667	0.481	0.610	elvaj
breeze	0.837	0.284	0.370	briz
breezy	0.531	0.472	0.482	briz
brethren	0.917	0.380	0.641	frè m yo
breve	0.535	0.365	0.191	brèv
brevity	0.459	0.434	0.375	konsizyon
brew	0.740	0.538	0.758	melanje
brewery	0.710	0.622	0.510	brasri
brewing	0.740	0.593	0.609	enplikasyonJwi
briar	0.493	0.375	0.407	briar
bribe	0.112	0.690	0.472	kòronp
bribery	0.135	0.775	0.585	koripsyon
brick	0.217	0.418	0.368	brik
bridal	0.823	0.655	0.596	maryaj
bride	0.840	0.708	0.579	lamarye
bridegroom	0.809	0.736	0.527	marye
bridesmaid	0.748	0.519	0.618	oneur
bridge	0.625	0.324	0.519	pon
bridle	0.427	0.367	0.386	bride
brief	0.469	0.300	0.279	kout
briefcase	0.542	0.206	0.442	valiz
briefing	0.612	0.333	0.702	brèf
briefly	0.686	0.314	0.330	yon ti tan
brig	0.573	0.539	0.500	brik
brigade	0.604	0.710	0.828	brigad
bright	0.890	0.527	0.812	klere
brighten	0.760	0.547	0.649	eklere
brightens	0.771	0.611	0.613	eklere
brighter	0.918	0.698	0.833	pi klere
brightness	0.938	0.623	0.660	klète
brilliance	0.990	0.673	0.830	klere
brilliant	0.939	0.575	0.923	briyan
brim	0.469	0.333	0.330	rebò
brimming	0.656	0.690	0.758	plenn
brimstone	0.357	0.520	0.440	souf
brine	0.333	0.481	0.361	Eau
bring	0.635	0.460	0.462	pote
brink	0.375	0.413	0.356	kwen
brisk	0.719	0.745	0.742	anime
brisket	0.552	0.378	0.222	pwatrin
bristle	0.375	0.375	0.326	pwal
brittle	0.276	0.490	0.272	frajil
bro	0.794	0.349	0.684	bro
broach	0.438	0.439	0.675	broch
broad	0.762	0.365	0.637	laj
broadcast	0.615	0.587	0.355	emisyon
broadcasting	0.542	0.700	0.706	emisyon
broaden	0.678	0.602	0.610	elaji
broadside	0.459	0.316	0.462	laj
broadsword	0.469	0.573	0.615	epe
brocade	0.500	0.327	0.464	brokad
broccoli	0.469	0.200	0.283	bwokoli
brochure	0.552	0.226	0.391	bwochi
broil	0.510	0.404	0.330	griye
broke	0.245	0.590	0.370	kraze
broken	0.062	0.500	0.293	kase
brokenheart	0.115	0.577	0.343	ke brize
brokenhearted	0.130	0.598	0.227	kè brize
broker	0.582	0.462	0.600	koutye
brokerage	0.479	0.500	0.500	koutye
bromide	0.347	0.425	0.411	bromur
bronco	0.500	0.510	0.473	bronco
bronze	0.622	0.333	0.526	an kwiv
brooch	0.531	0.260	0.380	broch
brood	0.633	0.519	0.434	kouvay
brooding	0.327	0.367	0.333	kouve
brook	0.594	0.347	0.412	ravin
broom	0.385	0.154	0.302	bale
broomstick	0.410	0.265	0.227	baton bale
broth	0.500	0.245	0.168	bouyon
brothel	0.255	0.886	0.418	bouzen
brother	0.823	0.361	0.546	frè
brotherhood	0.990	0.471	0.760	fratènite
brotherly	0.865	0.306	0.596	fratènèl
brow	0.562	0.311	0.481	fwon
brown	0.396	0.202	0.293	mawon
brownstone	0.559	0.423	0.439	brownstone
browse	0.635	0.750	0.592	browse
brrr	0.373	0.540	0.282	brrr
bruise	0.133	0.640	0.474	ematom
bruising	0.084	0.520	0.422	ematom
brunch	0.406	0.363	0.343	kolasyon
brunette	0.802	0.528	0.529	femèl
brunt	0.204	0.750	0.349	blese
brush	0.490	0.265	0.186	bwòs
brutal	0.122	0.882	0.643	brital
brutality	0.122	0.832	0.571	britalite
brute	0.115	0.547	0.379	brital
brutish	0.270	0.837	0.588	brital
bubble	0.774	0.213	0.364	ti wonn
bubbling	0.500	0.438	0.384	ebulisyon
bubbly	0.698	0.608	0.462	petiyan
bubonic	0.280	0.530	0.394	bubonik
buck	0.677	0.577	0.720	bouk
buckaroo	0.448	0.469	0.479	buckaroo
bucket	0.408	0.167	0.336	bokit
buckle	0.416	0.373	0.361	bouk
buckled	0.427	0.358	0.439	boukle
bucko	0.439	0.455	0.465	bouk
buckshot	0.255	0.740	0.322	boukshot
buckwheat	0.490	0.471	0.434	Buckwheat
bud	0.460	0.402	0.333	boujon
buddha	0.690	0.198	0.604	bouda
buddhism	0.510	0.115	0.673	boudis
budding	0.490	0.500	0.355	boujònman
buddy	0.884	0.585	0.655	zanmi
budge	0.719	0.755	0.543	bouje
budget	0.643	0.396	0.731	bidjè
buff	0.561	0.425	0.361	buff
buffalo	0.469	0.528	0.527	boufalo
buffer	0.520	0.474	0.350	tanpon
buffering	0.479	0.468	0.381	tanpon
buffet	0.656	0.546	0.519	dégéné
buffoon	0.344	0.651	0.290	boufon
bug	0.286	0.500	0.246	pinèz
bugaboo	0.439	0.491	0.441	bugaboo
bugged	0.561	0.439	0.500	bugged
bugger	0.312	0.627	0.474	bugger
buggy	0.500	0.509	0.327	buggy
bugle	0.479	0.588	0.391	bugle
bugler	0.542	0.540	0.393	bugler
build	0.771	0.546	0.806	bati
builder	0.660	0.642	0.701	mason
building	0.705	0.288	0.673	bilding
buildings	0.582	0.380	0.552	bilding yo
buildup	0.490	0.509	0.623	konstwi
bulb	0.562	0.208	0.300	anpoul
bulbous	0.390	0.442	0.430	bulbous
bulge	0.260	0.487	0.400	bonbe
bulimic	0.092	0.570	0.373	boulimik
bulk	0.469	0.413	0.509	en
bulkhead	0.312	0.425	0.402	klwazon
bulky	0.427	0.591	0.750	ankonbran
bull	0.521	0.640	0.644	ti towo bèf
bulldog	0.494	0.650	0.530	bouldog
bulldozer	0.459	0.549	0.643	bouteur
bullet	0.408	0.794	0.634	bal
bulletin	0.573	0.294	0.361	bilten
bulletproof	0.750	0.721	0.779	bal
bullfighter	0.448	0.794	0.664	toredè
bullfrog	0.344	0.481	0.422	krapo
bullheaded	0.229	0.740	0.516	bullheaded
bullhorn	0.510	0.653	0.736	bullhorn
bullion	0.693	0.558	0.729	bullion
bullock	0.281	0.402	0.375	towo bèf
bullpen	0.480	0.549	0.500	bullpen
bullshit	0.042	0.676	0.183	betiz
bully	0.257	0.755	0.564	entimidatè
bulwark	0.551	0.552	0.675	bastion
bum	0.281	0.451	0.155	bom
bumblebee	0.469	0.493	0.321	bourdon
bummed	0.296	0.430	0.227	degoute
bummer	0.163	0.500	0.267	degoutan
bump	0.286	0.458	0.368	boul
bumper	0.385	0.573	0.518	eksepsyonèl
bumpy	0.306	0.683	0.419	aksidante
bun	0.424	0.306	0.268	pen
bunch	0.552	0.358	0.473	pakèt
bundle	0.510	0.343	0.434	pake
bungalow	0.562	0.352	0.406	bungalo
bungee	0.637	0.545	0.327	bungee
bunghole	0.286	0.426	0.396	bunghole
bunion	0.276	0.340	0.290	oyon
bunk	0.438	0.332	0.339	etaj
bunker	0.375	0.673	0.773	bunker
bunkhouse	0.470	0.414	0.407	bunkhouse
bunny	0.740	0.325	0.194	lapen
bunt	0.417	0.422	0.349	bount
buoy	0.562	0.280	0.284	boue
buoyancy	0.625	0.373	0.538	flotan
buoyant	0.625	0.441	0.497	flotan
bur	0.385	0.353	0.314	bur
burden	0.367	0.583	0.697	chay
burdened	0.429	0.519	0.565	chay
burdensome	0.229	0.696	0.419	chay
bureau	0.562	0.373	0.618	biwo
bureaucracy	0.380	0.578	0.740	biwokrasi
bureaucrat	0.208	0.519	0.598	biwokrat
bureaucratic	0.280	0.630	0.573	biwokratik
burger	0.688	0.568	0.398	burger
burglar	0.050	0.769	0.404	kanbriyolè
burglary	0.146	0.918	0.543	vòlè
burial	0.203	0.577	0.333	antèman
buried	0.133	0.530	0.370	antere
burke	0.466	0.441	0.451	burke
burlap	0.429	0.462	0.411	toile
burlesque	0.327	0.615	0.343	burlesque
burly	0.562	0.650	0.750	burly
burn	0.219	0.783	0.509	boule
burned	0.163	0.603	0.347	boule
burner	0.296	0.816	0.446	brûler
burning	0.229	0.760	0.412	boule
burnished	0.520	0.580	0.464	boule
burnout	0.219	0.445	0.240	burnout
burnt	0.082	0.713	0.356	boule
burp	0.219	0.594	0.432	burp
burr	0.390	0.426	0.308	burr
burrito	0.688	0.294	0.166	tòtiya
burro	0.400	0.356	0.318	burro
burrow	0.438	0.280	0.355	twou
bursary	0.729	0.462	0.571	bousdetid
burst	0.156	0.894	0.845	pete
bury	0.077	0.571	0.346	antere
bus	0.407	0.411	0.400	bis
busboy	0.510	0.453	0.441	busboy
bush	0.413	0.220	0.315	ti touf bwa
bushel	0.417	0.387	0.368	bushel
bushy	0.562	0.321	0.427	touf
business	0.688	0.569	0.755	biznis
business man	0.530	0.598	0.933	nonm biznis
businessman	0.653	0.510	0.802	biznisman
businesswoman	0.719	0.500	0.764	biznisman
busload	0.561	0.481	0.492	chaje bis
buss	0.469	0.500	0.391	bis
bust	0.520	0.500	0.420	jarèt
busted	0.204	0.676	0.345	busted
buster	0.469	0.491	0.483	buster
bustle	0.347	0.814	0.445	ajitasyon
bustling	0.490	0.850	0.528	trè aktif
busy	0.402	0.500	0.474	okipe
busybody	0.255	0.634	0.472	okipe
butane	0.442	0.483	0.380	butan
butcher	0.500	0.575	0.608	bouche
butler	0.469	0.225	0.438	chèf kanbiz
butt	0.347	0.725	0.336	bounda
butter	0.650	0.292	0.202	bè
buttercup	0.562	0.482	0.422	buttercup
butterfly	0.892	0.327	0.314	papiyon
buttermilk	0.633	0.311	0.304	buttermilk
butterscotch	0.708	0.510	0.356	butterscotch
buttery	0.625	0.318	0.303	bè
buttock	0.429	0.600	0.288	bounda
buttocks	0.458	0.677	0.365	bounda
button	0.520	0.220	0.343	bouton
buttress	0.438	0.684	0.721	kontre
buxom	0.562	0.719	0.547	gro
buy	0.771	0.769	0.612	achte
buyer	0.613	0.519	0.649	achtè
buying	0.665	0.784	0.589	achte
buzz	0.333	0.686	0.375	buz
buzzard	0.350	0.500	0.225	buzzard
buzzed	0.583	0.549	0.448	buz
buzzer	0.549	0.716	0.480	buzzer
buzzing	0.430	0.588	0.370	buz
bye	0.375	0.398	0.321	bye
bygone	0.229	0.310	0.315	pase
bylaw	0.469	0.373	0.725	lwa entèn
byline	0.469	0.450	0.435	byline
bypass	0.429	0.418	0.353	kontoune
bystander	0.480	0.462	0.491	spectateur
byte	0.490	0.380	0.407	byte
byzantine	0.546	0.443	0.492	Bizanten
cab	0.438	0.490	0.421	taksi
cabal	0.500	0.406	0.573	kabal
cabana	0.698	0.296	0.407	kabana
cabaret	0.677	0.656	0.482	kabarè
cabbage	0.398	0.225	0.264	chou
cabbie	0.521	0.417	0.429	taksi
cabernet	0.543	0.420	0.480	Cabernet
cabin	0.643	0.292	0.430	kabin
cabinet	0.552	0.306	0.465	kabinè
cable	0.583	0.245	0.434	kab
caboodle	0.529	0.521	0.325	caboodle
caboose	0.440	0.453	0.438	caboose
cabriolet	0.667	0.525	0.472	cabriolet
cache	0.552	0.348	0.389	kachèt
cacophony	0.408	0.562	0.440	kakofoni
cactus	0.439	0.412	0.284	kaktis
cad	0.447	0.406	0.404	kad
cadaver	0.030	0.690	0.260	kadav
caddie	0.521	0.435	0.259	kadyo
caddy	0.580	0.470	0.380	kadyo
cadence	0.427	0.473	0.355	kadans
cadet	0.504	0.393	0.664	cadet
cafe	0.781	0.392	0.358	kafe
cafeteria	0.757	0.400	0.382	kafeterya
caffeine	0.562	0.759	0.500	kafeyin
cage	0.316	0.333	0.352	kaj
cagey	0.542	0.363	0.582	kaj
cahoots	0.312	0.696	0.474	konkou
cairn	0.260	0.435	0.254	cairn
cake	0.810	0.375	0.287	gato
cakewalk	0.719	0.510	0.447	cakewalk
calamari	0.521	0.312	0.406	kalamari
calamitous	0.219	0.685	0.500	kalamite
calamity	0.122	0.795	0.343	kalamite
calcareous	0.490	0.368	0.462	kalkè
calcium	0.600	0.346	0.479	kalsyòm
calculate	0.490	0.452	0.440	kalkile
calculated	0.633	0.425	0.683	kalkile
calculating	0.458	0.430	0.625	kalkile
calculation	0.646	0.453	0.606	kalkil
calculator	0.513	0.283	0.588	kalkilatris
calculus	0.360	0.360	0.562	kalkil
calendar	0.480	0.212	0.473	kalandriye
calender	0.531	0.275	0.451	kalandriye
calf	0.531	0.366	0.336	ti towo bèf
caliber	0.429	0.551	0.606	kalib
calibrate	0.552	0.460	0.623	kalibre
calico	0.406	0.338	0.491	kalico
calipers	0.480	0.510	0.481	konpa
calisthenics	0.562	0.663	0.545	kalistenik
call	0.594	0.627	0.558	rele
callback	0.524	0.529	0.434	Rele anko
caller	0.646	0.615	0.472	moun kap rele
calligraphy	0.620	0.216	0.500	kaligrafi
calling	0.646	0.590	0.483	rele
callous	0.245	0.500	0.386	entansif
calls	0.608	0.431	0.551	apèl
calm	0.875	0.100	0.282	kalm
calming	0.885	0.105	0.360	kalme
calmness	0.934	0.105	0.394	kalm
caloric	0.327	0.483	0.448	kalorik
calorie	0.333	0.540	0.427	kalori
calorimeter	0.406	0.560	0.414	kalorimètr
cam	0.448	0.363	0.355	kam
camaraderie	0.833	0.510	0.648	kamaradri
camber	0.430	0.382	0.439	kamber
camcorder	0.556	0.422	0.454	camcorder
camel	0.540	0.282	0.314	chamo
cameo	0.573	0.457	0.509	kame
camera	0.640	0.288	0.379	kamera
cameraman	0.542	0.452	0.542	kameramann
camisole	0.497	0.250	0.375	kamizole
camouflage	0.438	0.585	0.450	kamouflaj
camouflaged	0.350	0.422	0.562	kamouflay
camp	0.622	0.617	0.594	kan
campaign	0.602	0.730	0.823	kanpay
campaigner	0.592	0.698	0.821	kanpay
campaigning	0.531	0.663	0.741	fè kanpay
camper	0.573	0.529	0.482	camper
campfire	0.677	0.509	0.436	boukan dife
camping	0.653	0.529	0.480	kan
campsite	0.680	0.490	0.547	kan
campus	0.604	0.388	0.519	kanpis
can	0.662	0.360	0.454	kapab
can opener	0.444	0.491	0.308	ouvè mamit
canal	0.673	0.259	0.321	kanal
canary	0.582	0.276	0.265	kanari
cancel	0.214	0.306	0.368	anile
canceling	0.229	0.470	0.349	anile
cancellation	0.224	0.431	0.389	anilasyon
cancer	0.052	0.694	0.529	kansè
candid	0.667	0.349	0.458	fran
candidacy	0.490	0.657	0.696	kandidati
candidate	0.596	0.490	0.804	kandida
candied	0.713	0.330	0.360	konfize
candle	0.602	0.221	0.344	chandèl
candlelight	0.789	0.294	0.417	chandèl
candles	0.615	0.206	0.268	bouji
candlestick	0.448	0.531	0.534	gwo lanp sèt branch
candor	0.740	0.389	0.607	candor
candy	0.930	0.425	0.384	sirèt
cane	0.459	0.298	0.398	kann
canine	0.573	0.569	0.425	kanin
canister	0.553	0.271	0.403	mamit
canker	0.262	0.469	0.427	chank
cannabis	0.271	0.500	0.564	Cannabis
canned	0.398	0.357	0.298	nan bwat
cannibal	0.122	0.824	0.480	kanibal
cannibalism	0.094	0.890	0.583	kanibalis
canning	0.490	0.392	0.259	bwat
cannon	0.529	0.676	0.811	kanon
cannonball	0.344	0.840	0.759	boul kanon
canoe	0.542	0.300	0.418	kannòt
canon	0.385	0.519	0.541	kanon
canonical	0.542	0.410	0.620	kanonik
canons	0.385	0.588	0.593	kanon
canopy	0.615	0.264	0.398	canopy
cantaloupe	0.592	0.212	0.276	kantaloup
cantbreathe	0.284	0.667	0.375	paka respire
canteen	0.688	0.600	0.514	kantin
canterbury	0.582	0.438	0.510	canterbury
canthandleit	0.354	0.613	0.354	canthandleit
cantilever	0.357	0.618	0.421	cantilever
cantina	0.646	0.612	0.380	kantin
canto	0.776	0.461	0.554	kanto
canton	0.542	0.472	0.536	kanton
cantstandit	0.418	0.546	0.343	cantstandit
cantwin	0.260	0.509	0.298	cantwin
canvas	0.719	0.090	0.364	twal
canvass	0.675	0.356	0.397	kanva
canyon	0.468	0.731	0.634	canyon
cap	0.612	0.240	0.375	bouchon
capability	0.833	0.571	0.730	kapasite
capable	0.765	0.587	0.547	kapab
capacity	0.719	0.411	0.806	kapasite
cape	0.531	0.235	0.357	kap
caper	0.510	0.370	0.326	kaper
capillary	0.469	0.365	0.395	kapilè
capital	0.520	0.500	0.798	kapital
capitalism	0.448	0.686	0.848	kapitalis
capitalist	0.352	0.577	0.821	kapitalis
capitalize	0.771	0.601	0.885	kapitalize
capitals	0.755	0.500	0.655	kapital yo
capitation	0.479	0.529	0.589	kapitasyon
capitol	0.535	0.375	0.705	kapitol
capitulation	0.375	0.546	0.615	kapitulasyon
cappuccino	0.792	0.279	0.384	kapuccino
caprice	0.333	0.640	0.430	kapris
capricious	0.221	0.650	0.500	kaprisyeuz
caps	0.510	0.221	0.368	bouchon
capslock	0.330	0.394	0.398	Majiskil
capsule	0.583	0.290	0.570	kapsil
captain	0.552	0.653	0.966	kapitènn
caption	0.814	0.292	0.379	tit
captivate	0.698	0.604	0.723	kaptive
captivating	0.895	0.594	0.816	kaptivan
captive	0.235	0.558	0.411	prizonye
captivity	0.225	0.493	0.387	kaptivite
captor	0.347	0.625	0.612	kaptire
capture	0.357	0.650	0.537	kaptire
car	0.776	0.540	0.500	machin
caramel	0.901	0.363	0.400	karamèl
carat	0.823	0.604	0.676	kara
caravan	0.635	0.559	0.455	karavàn
carbon	0.604	0.360	0.350	kabòn
carburetor	0.469	0.612	0.555	karburateur
carcass	0.115	0.529	0.309	kadav
carcinoma	0.153	0.692	0.440	kansòm
card	0.531	0.269	0.436	kat
cardboard	0.500	0.173	0.309	katon
cardiac	0.344	0.765	0.615	kadyak
cardigan	0.599	0.324	0.264	vès
cardinal	0.583	0.358	0.712	kadinal
cardiologist	0.458	0.630	0.814	kadyològ
cardiology	0.203	0.545	0.605	kadyoloji
cardiomyopathy	0.177	0.645	0.537	kardyopati
cards	0.568	0.317	0.320	kat
care	0.729	0.370	0.500	swen
career	0.740	0.712	0.606	karyè
carefree	0.755	0.220	0.500	san kont
careful	0.625	0.538	0.530	atansyon
carefully	0.698	0.330	0.544	ak anpil atansyon
careless	0.255	0.431	0.125	neglijans
carelessness	0.245	0.482	0.330	neglijans
caress	0.833	0.418	0.509	karès
caret	0.656	0.402	0.527	caret
caretaker	0.714	0.531	0.759	moun k ap okipe
cargo	0.408	0.444	0.455	kago
caribou	0.562	0.452	0.342	karibou
caricature	0.604	0.373	0.383	karikatura
caries	0.115	0.569	0.283	kari
caring	0.635	0.469	0.500	pran swen
carjack	0.438	0.682	0.439	machinn
carnage	0.406	0.600	0.558	masnay
carnal	0.417	0.679	0.421	chanèl
carnation	0.653	0.357	0.431	oeille
carnival	0.927	0.888	0.555	kanaval
carnivorous	0.224	0.613	0.651	kanivò
carol	0.673	0.412	0.436	Carol
carols	0.847	0.420	0.491	chante
carousel	0.704	0.500	0.412	Carousel
carp	0.531	0.324	0.375	karp
carpal	0.449	0.327	0.420	karpal
carpenter	0.521	0.550	0.519	bòs chapant
carpentry	0.561	0.459	0.518	chapant
carpet	0.520	0.170	0.339	tapi
carpeting	0.542	0.312	0.444	tapi
carpool	0.625	0.509	0.500	covoiturage
carriage	0.650	0.538	0.491	cha
carried	0.490	0.382	0.534	te pote
carrier	0.533	0.588	0.638	konpayi asirans
carrot	0.500	0.235	0.279	kawòt
carry	0.635	0.380	0.500	pote
carrying	0.656	0.557	0.443	pote
carsick	0.224	0.574	0.255	malad machin
cart	0.520	0.344	0.388	kabwa
carte	0.592	0.320	0.274	kat
cartel	0.438	0.394	0.602	katèl
carter	0.312	0.480	0.431	katye
cartilage	0.438	0.370	0.407	Cartilage
cartographic	0.490	0.348	0.424	katografik
cartography	0.520	0.300	0.579	katografi
carton	0.286	0.186	0.241	katon
cartoon	0.867	0.471	0.387	desen ki pi ba
cartouche	0.427	0.458	0.450	katouch
cartridge	0.458	0.500	0.407	katouch
carve	0.469	0.443	0.598	skilte
carver	0.418	0.500	0.500	sculpteur
carving	0.541	0.444	0.368	Sur
cascade	0.735	0.509	0.395	kaskad
case	0.427	0.275	0.441	ka
casein	0.470	0.436	0.415	kazein
cash	0.867	0.552	0.714	lajan kach
cashier	0.615	0.413	0.484	kesye
cashmere	0.653	0.452	0.439	kashmir
casing	0.458	0.327	0.328	anvlòp
casino	0.542	0.684	0.568	kazino
cask	0.490	0.398	0.444	tonèl
casket	0.125	0.490	0.346	sèkèy
casserole	0.570	0.360	0.328	marmite
cassette	0.490	0.334	0.355	kasèt
cast	0.558	0.620	0.517	jete
castaway	0.208	0.646	0.422	naufragé
caste	0.510	0.333	0.374	kas
caster	0.604	0.670	0.647	jete
castle	0.680	0.396	0.718	chato
castor	0.583	0.337	0.368	castor
castrate	0.177	0.485	0.519	kastre
castration	0.198	0.735	0.381	kastrasyon
casual	0.643	0.224	0.385	aksidantèl
casually	0.658	0.290	0.333	dekontrakte
casualty	0.235	0.274	0.132	aksidan
cat	0.667	0.260	0.370	chat
catabolism	0.265	0.573	0.605	katabolism
catalog	0.561	0.221	0.573	katalòg
catalogue	0.647	0.327	0.533	katalòg
catalysis	0.385	0.559	0.531	kataliz
catalyst	0.604	0.509	0.585	katalis
catalytic	0.562	0.519	0.563	katalitik
catamaran	0.571	0.566	0.526	katamaran
catapult	0.480	0.830	0.649	katapulte
cataract	0.406	0.545	0.549	katarak
