English Word	Valence	Arousal	Dominance	Czech Word
emanate	0.653	0.464	0.554	vyzařovat
emancipation	0.704	0.684	0.763	emancipace
embankment	0.677	0.438	0.436	nábřeží
embargo	0.229	0.564	0.443	embargo
embark	0.541	0.550	0.619	nalodit se
embarrass	0.082	0.667	0.364	trapně
embarrassed	0.184	0.560	0.246	v rozpacích
embarrassing	0.226	0.809	0.225	trapný
embarrassment	0.143	0.685	0.226	rozpaky
embassy	0.622	0.333	0.758	velvyslanectví
embattled	0.235	0.724	0.421	bojoval
embed	0.417	0.554	0.670	vložit
embellish	0.842	0.500	0.769	ozdobit
embellishment	0.673	0.449	0.405	výzdoba
embers	0.490	0.481	0.508	žhavé uhlíky
embezzlement	0.143	0.827	0.435	zpronevěra
embezzler	0.146	0.823	0.491	defraudant
emblem	0.640	0.330	0.754	symbol
emblematic	0.771	0.459	0.798	emblematický
embodiment	0.562	0.690	0.663	ztělesnění
embolism	0.104	0.660	0.302	embolie
embossed	0.531	0.481	0.500	reliéfní
embrace	0.949	0.490	0.452	objetí
embroidered	0.677	0.279	0.407	vyšívané
embroidery	0.781	0.358	0.280	výšivka
embroiled	0.337	0.721	0.420	zapletený
embryo	0.673	0.469	0.453	embryo
embryonic	0.573	0.453	0.598	embryonální
emcee	0.694	0.577	0.691	konferenciér
emerald	0.740	0.363	0.726	smaragd
emerge	0.602	0.594	0.731	vynořit se
emergence	0.276	0.857	0.676	vznik
emergency	0.200	0.900	0.571	nouzový
emeritus	0.633	0.402	0.735	emeritní
emery	0.469	0.583	0.472	smirek
emetophobia	0.243	0.620	0.403	emetofobie
emigrate	0.356	0.812	0.508	emigrovat
emigration	0.564	0.664	0.432	emigrace
eminence	0.816	0.644	0.837	eminence
eminent	0.740	0.620	0.830	přední
eminently	0.694	0.607	0.773	neobyčejně
emir	0.510	0.396	0.621	emír
emissary	0.562	0.462	0.636	emisar
emission	0.510	0.453	0.591	emise
emit	0.638	0.445	0.510	vysílat
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	emoce
emotional	0.779	0.714	0.526	emocionální
emotive	0.917	0.741	0.525	emotivní
empathic	0.760	0.570	0.558	empatický
empathize	0.802	0.591	0.660	vcítit se
empathy	0.729	0.349	0.545	empatie
emperor	0.651	0.704	0.962	císař
emphasis	0.653	0.745	0.816	důraz
emphasize	0.510	0.605	0.769	zdůraznit
emphatic	0.615	0.707	0.732	důrazný
emphysema	0.156	0.556	0.336	emfyzém
empire	0.688	0.730	0.944	říše
empirical	0.500	0.510	0.574	empirický
empiricism	0.583	0.460	0.547	empirismus
employ	0.729	0.481	0.702	zaměstnat
employee	0.582	0.361	0.481	zaměstnanec
employer	0.663	0.518	0.767	zaměstnavatel
employment	0.750	0.594	0.611	zaměstnanost
emporium	0.622	0.556	0.724	obchodní středisko
empower	0.694	0.779	0.891	zmocnit
empress	0.716	0.669	0.855	císařovna
emptiness	0.177	0.173	0.184	prázdnota
emption	0.570	0.406	0.458	vyprázdnění
empty	0.188	0.183	0.081	prázdný
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	napodobovat
emulsion	0.562	0.431	0.453	emulze
enable	0.760	0.491	0.782	umožnit
enablement	0.600	0.451	0.750	povolení
enact	0.680	0.564	0.598	uzákonit
enactment	0.667	0.612	0.769	uzákonění
enamel	0.594	0.280	0.306	smalt
encampment	0.677	0.573	0.605	tábor
enchant	0.873	0.650	0.643	okouzlit
enchanted	0.917	0.633	0.687	začarovaný
enchanting	0.917	0.681	0.708	okouzlující
enchantment	0.816	0.775	0.647	okouzlení
enchantress	0.398	0.663	0.479	kouzelnice
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	obklíčit
encircling	0.510	0.368	0.557	obklíčení
enclave	0.531	0.333	0.580	enkláva
enclose	0.531	0.477	0.473	přiložit
enclosure	0.417	0.375	0.490	Ohrada
encode	0.490	0.500	0.734	zakódovat
encomiastic	0.541	0.500	0.670	chvalořečnický
encomium	0.541	0.451	0.519	encomium
encompass	0.520	0.298	0.661	zahrnovat
encore	0.510	0.423	0.500	přídavek
encounter	0.865	0.702	0.689	setkání
encourage	0.896	0.580	0.704	podporovat
encouraged	0.953	0.702	0.657	povzbuzen
encouragement	0.865	0.700	0.759	povzbuzení
encouraging	0.823	0.583	0.755	povzbudivý
encroach	0.302	0.742	0.702	zasahovat
encroachment	0.255	0.736	0.620	zasahování
encrypt	0.500	0.387	0.500	zašifrovat
encryption	0.547	0.415	0.474	šifrování
encumbrance	0.300	0.521	0.480	věcné břemeno
encyclopedia	0.679	0.320	0.645	encyklopedie
end	0.198	0.349	0.298	konec
end table	0.541	0.480	0.482	stolek
endanger	0.115	0.885	0.404	ohrozit
endangered	0.083	0.885	0.430	ohrožený
endangerment	0.167	0.873	0.519	ohrožení
endearing	0.663	0.434	0.604	roztomilý
endeavor	0.677	0.755	0.765	usilovat
ended	0.302	0.500	0.500	skončilo
endemic	0.406	0.480	0.483	endemický
endgame	0.449	0.538	0.526	konec hry
ending	0.344	0.365	0.492	konec
endless	0.347	0.462	0.472	nekonečný
endocarditis	0.235	0.587	0.412	endokarditida
endorse	0.592	0.392	0.472	podporovat
endorsement	0.834	0.360	0.611	schválení
endow	0.684	0.398	0.609	vybavit
endowed	0.755	0.510	0.769	obdařen
endowment	0.685	0.578	0.647	nadace
endpapers	0.542	0.400	0.339	předsádky
endpoint	0.311	0.410	0.448	koncový bod
endurance	0.592	0.745	0.760	vytrvalost
endure	0.320	0.610	0.574	vydržet
enduring	0.633	0.459	0.768	trvalý
enema	0.281	0.673	0.268	klystýr
enemy	0.135	0.794	0.591	nepřítel
energetic	0.847	0.868	0.902	energický
energize	0.792	0.810	0.875	rozproudit energii
energy	0.944	0.725	0.868	energie
enforce	0.583	0.644	0.836	prosadit
enforcement	0.594	0.571	0.736	vynucení
enforcer	0.398	0.612	0.639	vymahač
engage	0.771	0.796	0.713	zapojit
engaged	0.837	0.596	0.849	zasnoubený
engagement	0.906	0.587	0.807	angažovanost
engaging	0.948	0.612	0.862	poutavé
engender	0.561	0.741	0.688	zplodit
engine	0.615	0.644	0.676	motor
engineer	0.719	0.500	0.875	inženýr
engineering	0.735	0.471	0.836	inženýrství
engrave	0.486	0.442	0.517	vyrýt
engraved	0.542	0.375	0.473	ryté
engraver	0.552	0.417	0.500	rytec
engraving	0.604	0.430	0.442	rytina
engrossed	0.541	0.471	0.304	pohlcený
engrossing	0.698	0.702	0.750	pohlcující
engulf	0.398	0.573	0.500	pohltit
enhance	0.802	0.578	0.814	zlepšit
enhancement	0.877	0.490	0.741	zvýšení
enigma	0.513	0.700	0.500	hádanka
enigmatic	0.469	0.589	0.679	tajemný
enjoin	0.594	0.454	0.732	nařídit
enjoy	0.959	0.725	0.750	užívat si
enjoyable	1.000	0.481	0.605	příjemný
enjoying	0.908	0.759	0.759	užívat si
enjoyment	0.930	0.612	0.716	zážitek
enlarge	0.735	0.606	0.688	zvětšit
enlarged	0.673	0.490	0.518	zvětšený
enlargement	0.677	0.577	0.616	rozšíření
enlighten	0.729	0.549	0.667	osvítit
enlightened	0.956	0.566	0.700	osvícený
enlightening	0.825	0.729	0.727	poučný
enlightenment	0.837	0.549	0.619	osvícení
enlist	0.510	0.370	0.483	získat
enliven	0.833	0.683	0.702	oživit
enmity	0.094	0.706	0.382	nepřátelství
ennui	0.406	0.461	0.316	nudit se
enormity	0.594	0.648	0.848	obludnost
enormous	0.677	0.665	0.886	obrovský
enormously	0.760	0.694	0.872	obrovsky
enraged	0.083	0.962	0.636	rozzuřený
enrich	0.896	0.731	0.705	obohatit
enroll	0.696	0.530	0.611	zapsat
enrollment	0.667	0.391	0.698	zápis
ensemble	0.697	0.418	0.586	soubor
ensign	0.663	0.270	0.545	prapor
enslave	0.073	0.800	0.481	zotročit
enslaved	0.104	0.720	0.321	zotročený
enslavement	0.086	0.635	0.302	zotročení
ensue	0.698	0.363	0.332	vyplývat
ensure	0.737	0.406	0.759	zajistit
entail	0.484	0.630	0.645	znamenat
entangled	0.319	0.578	0.357	zapletený
entanglement	0.302	0.765	0.248	zapletení
enter	0.708	0.470	0.500	vstoupit
enterprise	0.760	0.392	0.754	podnik
enterprising	0.865	0.784	0.875	podnikavý
entertain	0.918	0.684	0.598	bavit
entertained	0.902	0.644	0.712	bavili
entertainer	0.888	0.709	0.759	konferenciér
entertaining	0.833	0.658	0.660	zábavný
entertainment	0.847	0.750	0.569	zábava
enthralled	0.745	0.602	0.615	uchvácený
enthusiasm	0.938	0.816	0.798	nadšení
enthusiast	0.867	0.810	0.875	nadšenec
enthusiastic	0.885	0.868	0.848	nadšený
entice	0.521	0.887	0.518	lákat
entire	0.689	0.462	0.698	celý
entirety	0.854	0.460	0.804	celistvost
entitle	0.729	0.333	0.827	opravňovat
entity	0.542	0.402	0.670	entita
entomology	0.438	0.396	0.545	entomologie
entourage	0.491	0.567	0.467	doprovod
entrails	0.365	0.538	0.387	vnitřnosti
entrance	0.698	0.393	0.526	vchod
entrapment	0.177	0.604	0.441	uvěznění
entreat	0.304	0.560	0.462	prosit
entree	0.615	0.477	0.624	entrée
entrepreneur	0.885	0.704	0.920	podnikatel
entrust	0.693	0.310	0.630	svěřit
entry	0.552	0.353	0.602	vstup
enumerate	0.521	0.390	0.491	vyjmenovat
enumeration	0.548	0.327	0.534	výčet
envelope	0.604	0.275	0.377	obálka
envious	0.110	0.754	0.341	závistivý
environ	0.724	0.221	0.433	okolí
environment	0.646	0.194	0.528	životní prostředí
environmental	0.633	0.313	0.664	životního prostředí
environs	0.561	0.288	0.345	okolí
envision	0.625	0.449	0.483	představit si
envoy	0.531	0.375	0.586	vyslanec
envy	0.240	0.704	0.427	závist
enzyme	0.562	0.277	0.481	enzym
ephemeral	0.500	0.312	0.377	efemérní
ephemeris	0.640	0.380	0.528	efemeridy
epic	0.857	0.713	0.830	epické
epidemic	0.092	0.830	0.611	epidemický
epidermis	0.418	0.490	0.426	pokožka
epidural	0.347	0.452	0.525	epidurální
epilepsy	0.061	0.854	0.250	epilepsie
epileptic	0.146	0.794	0.340	epileptický
epilogue	0.582	0.353	0.466	epilog
epiphany	0.625	0.596	0.526	zjevení
episcopal	0.542	0.314	0.750	episkopální
episode	0.719	0.367	0.509	epizoda
episodic	0.531	0.542	0.462	epizodický
epistle	0.604	0.417	0.535	epištola
epitaph	0.276	0.323	0.442	epitaf
epithet	0.530	0.394	0.524	epiteton
epitome	0.510	0.500	0.667	ztělesnění
epoch	0.553	0.343	0.797	epocha
equal	0.781	0.178	0.407	rovnat se
equality	0.898	0.305	0.716	rovnost
equalization	0.625	0.422	0.423	vyrovnání
equalize	0.738	0.281	0.574	vyrovnat
equalizer	0.604	0.451	0.586	ekvalizér
equally	0.625	0.264	0.436	stejně
equate	0.724	0.382	0.624	rovnat se
equation	0.479	0.384	0.608	rovnice
equator	0.550	0.302	0.462	rovník
equatorial	0.550	0.271	0.593	rovníkový
equestrian	0.633	0.519	0.417	jezdecký
equidistant	0.375	0.406	0.509	stejně vzdálený
equilibration	0.724	0.317	0.593	ekvilibrace
equilibrium	0.676	0.235	0.620	rovnováha
equip	0.650	0.519	0.713	vybavit
equipment	0.745	0.495	0.700	zařízení
equitable	0.714	0.286	0.750	spravedlivý
equity	0.792	0.304	0.614	spravedlnost
equivalence	0.663	0.250	0.582	rovnocennost
equivalent	0.646	0.347	0.500	ekvivalent
equivocal	0.327	0.482	0.257	nejednoznačný
era	0.615	0.407	0.449	éra
eradicate	0.260	0.690	0.686	vymýtit
eradication	0.208	0.788	0.685	vymýcení
erase	0.240	0.260	0.321	vymazat
eraser	0.458	0.209	0.311	guma
erasure	0.281	0.360	0.265	vymazání
ere	0.479	0.312	0.377	ere
erect	0.643	0.885	0.627	postavit
erectile	0.542	0.796	0.625	erektilní
erection	0.640	0.856	0.695	erekce
ergo	0.385	0.400	0.385	ergo
erode	0.208	0.643	0.580	erodovat
erosion	0.312	0.770	0.465	eroze
erotic	0.625	0.946	0.683	erotický
erotica	0.781	0.870	0.579	erotika
err	0.146	0.660	0.236	chybovat
errand	0.385	0.519	0.482	pochůzka
errant	0.205	0.602	0.375	bludný
erratic	0.271	0.503	0.217	nevyzpytatelný
erratum	0.327	0.528	0.436	tisková chyba
erroneous	0.057	0.561	0.245	chybný
error	0.094	0.559	0.198	chyba
erst	0.277	0.422	0.357	erst
erudite	0.719	0.434	0.774	erudovaný
erupt	0.188	0.820	0.818	vybuchnout
eruption	0.156	0.913	0.733	výbuch
escalade	0.480	0.724	0.442	escalade
escalate	0.653	0.714	0.728	eskalovat
escalating	0.646	0.724	0.518	stupňující
escalation	0.571	0.807	0.582	eskalace
escalator	0.500	0.530	0.518	jezdící schody
escape	0.367	0.765	0.448	uniknout
escaped	0.365	0.755	0.518	utekl
escarpment	0.406	0.553	0.470	sráz
eschew	0.184	0.438	0.370	vyhýbat se
escort	0.729	0.480	0.608	doprovod
escrow	0.449	0.520	0.613	úschova
esophagus	0.429	0.454	0.464	jícen
esoteric	0.500	0.676	0.545	esoterický
especial	0.827	0.419	0.794	zvláštní
espionage	0.312	0.750	0.620	špionáž
espouse	0.802	0.529	0.598	manžel
espresso	0.677	0.620	0.508	espresso
esprit	0.552	0.431	0.407	esprit
esquire	0.604	0.542	0.518	vážený pan
essay	0.559	0.411	0.530	esej
essayist	0.656	0.460	0.462	esejista
essence	0.663	0.369	0.575	podstata
essential	0.812	0.405	0.759	nezbytný
essentially	0.750	0.373	0.802	v podstatě
establish	0.708	0.500	0.688	založit
established	0.796	0.394	0.694	založeno
establishment	0.690	0.398	0.631	zřízení
estate	0.653	0.385	0.647	majetek
esteem	0.745	0.380	0.679	úcta
esteemed	0.694	0.418	0.531	vážený
esthetic	0.635	0.360	0.558	estetický
estimable	0.796	0.408	0.630	odhadnutelný
estimate	0.719	0.469	0.517	odhad
estimation	0.740	0.480	0.589	odhad
estoppel	0.354	0.459	0.482	estoppel
estranged	0.156	0.382	0.377	odcizený
estrogen	0.580	0.500	0.425	estrogen
estuary	0.469	0.278	0.482	ústí
etch	0.510	0.367	0.598	leptat
etching	0.567	0.491	0.575	leptání
eternal	0.854	0.409	0.843	věčný
eternity	0.765	0.520	0.911	věčnost
ethanol	0.333	0.410	0.534	ethanol
ether	0.490	0.306	0.412	éter
ethereal	0.520	0.419	0.518	éterický
ethic	0.786	0.260	0.791	etický
ethical	0.854	0.324	0.634	etický
ethics	0.658	0.296	0.731	etika
ethnic	0.583	0.373	0.555	etnický
ethnography	0.571	0.373	0.549	etnografie
etiology	0.500	0.385	0.639	etiologie
etiquette	0.604	0.350	0.421	etiketa
etymology	0.531	0.370	0.529	etymologie
eucalyptus	0.602	0.308	0.418	eukalyptus
euchre	0.470	0.459	0.442	karetní hra
eugenics	0.448	0.530	0.518	eugenika
eulogistic	0.740	0.623	0.694	pochvalný
eulogium	0.542	0.482	0.655	eulogium
eulogize	0.850	0.518	0.679	velebit
eulogy	0.625	0.443	0.667	velebení
euphemism	0.418	0.453	0.491	eufemismus
euphoria	0.769	0.955	0.648	euforie
euphoric	0.745	0.904	0.588	euforický
euro	0.680	0.441	0.521	euro
euthanasia	0.229	0.716	0.325	euthanasie
evacuate	0.354	0.792	0.314	evakuuji
evacuation	0.160	0.755	0.582	evakuace
evade	0.304	0.490	0.342	vyhnout se
evaluate	0.663	0.640	0.649	hodnotit
evaluation	0.542	0.667	0.764	hodnocení
evanescence	0.527	0.519	0.458	prchání
evangelical	0.602	0.389	0.602	evangelický
evangelist	0.582	0.464	0.702	evangelista
evangelistic	0.660	0.375	0.612	evangelizační
evaporate	0.357	0.469	0.402	odpařit
evaporation	0.556	0.346	0.388	vypařování
evasion	0.229	0.510	0.418	vyhýbání se
evasive	0.117	0.596	0.425	vyhýbavý
eve	0.612	0.378	0.440	předvečer
evening	0.458	0.185	0.318	večer
evens	0.592	0.430	0.457	sudých
event	0.745	0.673	0.664	událost
eventful	0.543	0.837	0.510	rušný
eventual	0.633	0.459	0.413	eventuální
eventuality	0.469	0.627	0.527	možnost
evergreen	0.729	0.471	0.546	evergreen
everlasting	0.740	0.413	0.809	věčný
evermore	0.677	0.450	0.403	stále více
everyday	0.740	0.392	0.472	každý den
everyman	0.522	0.333	0.535	každý muž
evict	0.042	0.632	0.377	vypudit
eviction	0.185	0.731	0.455	vystěhování
evidence	0.500	0.500	0.778	důkaz
evident	0.633	0.444	0.664	evidentní
evidentiary	0.448	0.541	0.717	důkazní
evil	0.040	0.827	0.545	zlo
evoke	0.438	0.341	0.500	vyvolat
evolution	0.781	0.657	0.854	vývoj
evolutionary	0.796	0.673	0.825	evoluční
evolve	0.655	0.692	0.896	rozvíjet se
ewe	0.429	0.216	0.277	ovce
ex	0.250	0.520	0.306	např
exacerbate	0.323	0.776	0.580	exacerbovat
exacerbation	0.344	0.810	0.480	exacerbace
exact	0.719	0.354	0.685	přesný
exacting	0.448	0.673	0.767	náročný
exaggerate	0.193	0.760	0.529	přehánět
exaggerated	0.224	0.885	0.732	přehnaný
exaggeration	0.312	0.775	0.582	přehánění
exalt	0.656	0.750	0.745	oslavovat
exaltation	0.594	0.892	0.673	povznesení
exalted	0.676	0.845	0.696	vznešený
exam	0.479	0.663	0.577	zkouška
examination	0.378	0.657	0.679	zkouška
examine	0.615	0.623	0.786	prozkoumat
examiner	0.406	0.575	0.812	zkoušející
example	0.542	0.337	0.510	příklad
exasperated	0.229	0.816	0.377	podrážděný
exasperation	0.214	0.833	0.483	podráždění
excavate	0.583	0.613	0.635	vybagrovat
excavation	0.540	0.644	0.527	vykopávka
excavator	0.427	0.673	0.649	rypadlo
exceed	0.500	0.827	0.586	překročit
exceeding	0.500	0.802	0.668	přesahující
excel	0.561	0.363	0.466	vynikat
excellence	0.958	0.620	0.907	excelence
excellent	0.970	0.587	0.870	vynikající
excelsior	0.700	0.625	0.611	excelsior
excepting	0.408	0.413	0.526	s výjimkou
exception	0.469	0.600	0.544	výjimka
exceptional	0.806	0.740	0.933	výjimečný
excerpt	0.437	0.367	0.543	výňatek
excess	0.385	0.889	0.712	přebytek
excessive	0.417	0.731	0.601	nadměrný
excessively	0.449	0.882	0.716	nadměrně
exchange	0.740	0.569	0.491	výměna
excise	0.448	0.561	0.577	spotřební daň
excision	0.260	0.480	0.519	vyříznutí
excitability	0.906	0.910	0.724	vzrušivost
excitable	0.803	0.939	0.629	vzrušivý
excitation	0.792	0.958	0.750	excitace
excite	0.823	0.950	0.668	rozrušit
excited	0.908	0.931	0.709	vzrušený
excitement	0.896	0.684	0.731	vzrušení
exciting	0.950	0.792	0.789	vzrušující
exclaim	0.635	0.711	0.639	zvolat
exclamation	0.612	0.745	0.598	výkřik
exclude	0.292	0.500	0.530	vyloučit
excluded	0.061	0.540	0.134	vyloučeno
excluding	0.271	0.550	0.324	vyjma
exclusion	0.240	0.530	0.389	vyloučení
exclusive	0.792	0.630	0.653	výhradní
excrement	0.041	0.558	0.221	exkrementy
excretion	0.285	0.650	0.457	vylučování
excruciating	0.083	0.837	0.345	nesnesitelné
excursion	0.625	0.714	0.627	výlet
excuse	0.240	0.696	0.318	omluva
exec	0.640	0.352	0.769	exec
execute	0.327	0.708	0.769	vykonat
execution	0.160	0.811	0.713	provedení
executioner	0.235	0.816	0.676	kat
executive	0.704	0.449	0.894	výkonný
executor	0.365	0.755	0.759	vykonavatel
exegesis	0.458	0.472	0.491	exegeze
exemplar	0.844	0.537	0.625	exemplární
exemplary	0.833	0.343	0.729	příkladný
exemplify	0.735	0.506	0.783	ukázat příkladem
exempt	0.588	0.455	0.664	osvobozeno
exemption	0.531	0.578	0.627	osvobození
exercise	0.750	0.789	0.625	cvičení
exert	0.694	0.735	0.806	vynaložit
exertion	0.663	0.755	0.717	námaha
exhale	0.542	0.490	0.411	vydechnout
exhaust	0.546	0.710	0.337	vyčerpat
exhausted	0.123	0.423	0.202	vyčerpaný
exhaustion	0.366	0.633	0.269	vyčerpání
exhaustive	0.388	0.635	0.604	vyčerpávající
exhibit	0.688	0.633	0.708	exponát
exhibition	0.698	0.590	0.531	výstava
exhilarated	0.890	0.963	0.759	rozjařený
exhilarating	0.917	0.823	0.810	osvěžující
exhilaration	0.792	0.868	0.783	rozjařenost
exhort	0.378	0.660	0.745	nabádat
exhortation	0.531	0.624	0.580	napomenutí
exhumation	0.177	0.586	0.473	exhumace
exhume	0.184	0.627	0.452	exhumovat
exigent	0.385	0.611	0.792	naléhavý
exile	0.184	0.630	0.483	vyhnanství
exist	0.857	0.421	0.788	existovat
existence	0.760	0.513	0.771	existence
existent	0.635	0.490	0.635	existující
existential	0.583	0.510	0.638	existenciální
existing	0.802	0.344	0.750	existující
exit	0.370	0.353	0.399	výstup
exodus	0.286	0.663	0.567	exodus
exonerate	0.592	0.500	0.538	ospravedlnit
exorbitant	0.398	0.865	0.825	horentní
exorcism	0.163	0.980	0.557	zaříkání
exorcist	0.219	0.906	0.716	exorcista
exotic	0.840	0.711	0.727	exotický
expand	0.792	0.559	0.686	rozšířit
expanded	0.760	0.406	0.689	rozšířený
expanse	0.594	0.529	0.689	rozloha
expansion	0.776	0.618	0.787	rozšíření
expansive	0.708	0.650	0.778	expanzivní
expatriate	0.265	0.764	0.391	vystěhovalec
expect	0.469	0.327	0.377	očekávat
expectance	0.552	0.724	0.660	očekávání
expectancy	0.581	0.622	0.558	očekávání
expectant	0.708	0.650	0.474	nastávající
expectation	0.771	0.690	0.707	očekávání
expected	0.729	0.412	0.545	očekávaný
expecting	0.561	0.450	0.302	očekává
expediency	0.604	0.443	0.703	účelnost
expedient	0.885	0.461	0.454	výhodný
expedite	0.571	0.858	0.798	urychlit
expedition	0.735	0.802	0.620	expedice
expeditious	0.602	0.645	0.773	rychlé
expel	0.281	0.725	0.452	vyloučit
expendable	0.479	0.490	0.423	postradatelný
expenditure	0.250	0.608	0.603	výdaje
expense	0.317	0.451	0.377	výdaj
expenses	0.240	0.633	0.396	výdaje
expensive	0.323	0.540	0.530	drahý
experience	0.827	0.618	0.905	Zkušenosti
experienced	0.771	0.613	0.914	zkušený
experiences	0.793	0.647	0.795	zkušenosti
experiment	0.479	0.720	0.675	experiment
experimental	0.417	0.764	0.396	experimentální
experimentation	0.637	0.769	0.767	experimentování
experimenter	0.708	0.710	0.700	experimentátor
expert	0.776	0.646	0.911	expert
expertise	0.792	0.589	0.925	odbornost
expiration	0.265	0.539	0.463	vypršení
expire	0.573	0.745	0.702	vyprší platnost
expired	0.198	0.394	0.200	platnost vypršela
expiry	0.194	0.434	0.382	uplynutí
explain	0.719	0.517	0.736	vysvětlit
explanation	0.615	0.610	0.825	vysvětlení
explanatory	0.573	0.433	0.688	vysvětlující
expletive	0.357	0.567	0.536	nadávka
explication	0.510	0.445	0.602	vysvětlení
explicit	0.562	0.694	0.734	explicitní
explode	0.277	0.885	0.773	explodovat
exploit	0.312	0.878	0.660	využívat
exploitation	0.156	0.920	0.718	vykořisťování
exploration	0.594	0.650	0.773	průzkum
exploratory	0.653	0.690	0.698	průzkumný
explore	0.776	0.660	0.727	prozkoumat
explorer	0.729	0.663	0.714	badatel
explosion	0.167	0.960	0.767	výbuch
explosions	0.123	0.860	0.594	výbuchy
explosive	0.156	0.943	0.663	explozivní
expo	0.610	0.562	0.500	expo
exponent	0.529	0.510	0.845	exponent
exponential	0.704	0.588	0.763	exponenciální
export	0.567	0.661	0.755	vývozní
exportation	0.760	0.633	0.673	vývoz
expose	0.344	0.643	0.537	odhalit
exposed	0.471	0.661	0.509	vystavený
exposition	0.521	0.627	0.655	expozice
expository	0.706	0.653	0.636	expozice
exposure	0.570	0.830	0.630	vystavení
expound	0.438	0.575	0.740	vysvětlit
express	0.760	0.623	0.691	vyjádřit
expression	0.790	0.650	0.721	výraz
