English Word	Valence	Arousal	Dominance	Irish Word
ethereal	0.520	0.419	0.518	ethereal
ethic	0.786	0.260	0.791	eitic
ethical	0.854	0.324	0.634	eiticiúil
ethics	0.658	0.296	0.731	eitic
ethnic	0.583	0.373	0.555	eitneach
ethnography	0.571	0.373	0.549	eitneagrafaíocht
etiology	0.500	0.385	0.639	etiology
etiquette	0.604	0.350	0.421	etiquette
etymology	0.531	0.370	0.529	etymology
eucalyptus	0.602	0.308	0.418	eucalyptus
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	eugenics
eulogistic	0.740	0.623	0.694	moilíoch
eulogium	0.542	0.482	0.655	eulogium
eulogize	0.850	0.518	0.679	molaim
eulogy	0.625	0.443	0.667	moltóireacht
euphemism	0.418	0.453	0.491	euphemism
euphoria	0.769	0.955	0.648	euphoria
euphoric	0.745	0.904	0.588	euphoric
euro	0.680	0.441	0.521	euro
euthanasia	0.229	0.716	0.325	eotanáis
evacuate	0.354	0.792	0.314	aslonnaigh
evacuation	0.160	0.755	0.582	aslonnaithe
evade	0.304	0.490	0.342	imghabháil
evaluate	0.663	0.640	0.649	luacháil
evaluation	0.542	0.667	0.764	meastóireacht
evanescence	0.527	0.519	0.458	evanescence
evangelical	0.602	0.389	0.602	soiscéalach
evangelist	0.582	0.464	0.702	soiscéalaí
evangelistic	0.660	0.375	0.612	soiscéalach
evaporate	0.357	0.469	0.402	galú
evaporation	0.556	0.346	0.388	galú
evasion	0.229	0.510	0.418	imghabháil
evasive	0.117	0.596	0.425	seachanta
eve	0.612	0.378	0.440	oíche roimh
evening	0.458	0.185	0.318	tráthnóna
evens	0.592	0.430	0.457	cothrom
event	0.745	0.673	0.664	imeacht
eventful	0.543	0.837	0.510	ócáideach
eventual	0.633	0.459	0.413	faoi dheireadh
eventuality	0.469	0.627	0.527	imeacht
evergreen	0.729	0.471	0.546	síorghlas
everlasting	0.740	0.413	0.809	síoraí
evermore	0.677	0.450	0.403	go deo
everyday	0.740	0.392	0.472	gach lá
everyman	0.522	0.333	0.535	gach duine
evict	0.042	0.632	0.377	díshealbhú
eviction	0.185	0.731	0.455	díshealbhú
evidence	0.500	0.500	0.778	fianaise
evident	0.633	0.444	0.664	léir
evidentiary	0.448	0.541	0.717	fianaiseach
evil	0.040	0.827	0.545	olc
evoke	0.438	0.341	0.500	evoke
evolution	0.781	0.657	0.854	éabhlóid
evolutionary	0.796	0.673	0.825	éabhlóideach
evolve	0.655	0.692	0.896	éabhlóid
ewe	0.429	0.216	0.277	caora
ex	0.250	0.520	0.306	sean
exacerbate	0.323	0.776	0.580	níos measa
exacerbation	0.344	0.810	0.480	géarú
exact	0.719	0.354	0.685	cruinn
exacting	0.448	0.673	0.767	dian
exaggerate	0.193	0.760	0.529	áibhéil
exaggerated	0.224	0.885	0.732	áibhéil
exaggeration	0.312	0.775	0.582	áibhéil
exalt	0.656	0.750	0.745	móradh
exaltation	0.594	0.892	0.673	móradh
exalted	0.676	0.845	0.696	ardaithe
exam	0.479	0.663	0.577	scrúdú
examination	0.378	0.657	0.679	scrúdú
examine	0.615	0.623	0.786	scrúdú
examiner	0.406	0.575	0.812	scrúdaitheoir
example	0.542	0.337	0.510	sampla
exasperated	0.229	0.816	0.377	exasperated
exasperation	0.214	0.833	0.483	exasperation
excavate	0.583	0.613	0.635	tochailt
excavation	0.540	0.644	0.527	tochailte
excavator	0.427	0.673	0.649	tochaltóir
exceed	0.500	0.827	0.586	dul thar
exceeding	0.500	0.802	0.668	thar
excel	0.561	0.363	0.466	ar fheabhas
excellence	0.958	0.620	0.907	barr feabhais
excellent	0.970	0.587	0.870	ar fheabhas
excelsior	0.700	0.625	0.611	excelsior
excepting	0.408	0.413	0.526	seachas
exception	0.469	0.600	0.544	eisceacht
exceptional	0.806	0.740	0.933	eisceachtúil
excerpt	0.437	0.367	0.543	sliocht
excess	0.385	0.889	0.712	farasbarr
excessive	0.417	0.731	0.601	iomarcach
excessively	0.449	0.882	0.716	iomarcach
exchange	0.740	0.569	0.491	malartú
excise	0.448	0.561	0.577	máil
excision	0.260	0.480	0.519	máil
excitability	0.906	0.910	0.724	excitability
excitable	0.803	0.939	0.629	spleodrach
excitation	0.792	0.958	0.750	excitation
excite	0.823	0.950	0.668	sceitimíní
excited	0.908	0.931	0.709	ar bís
excitement	0.896	0.684	0.731	sceitimíní
exciting	0.950	0.792	0.789	spreagúil
exclaim	0.635	0.711	0.639	exclaim
exclamation	0.612	0.745	0.598	exclamation
exclude	0.292	0.500	0.530	eisiamh
excluded	0.061	0.540	0.134	eisiata
excluding	0.271	0.550	0.324	gan áireamh
exclusion	0.240	0.530	0.389	eisiamh
exclusive	0.792	0.630	0.653	eisiach
excrement	0.041	0.558	0.221	eisfhearadh
excretion	0.285	0.650	0.457	eisfhearadh
excruciating	0.083	0.837	0.345	excruciating
excursion	0.625	0.714	0.627	turas
excuse	0.240	0.696	0.318	leithscéal
exec	0.640	0.352	0.769	exec
execute	0.327	0.708	0.769	rith
execution	0.160	0.811	0.713	forghníomhú
executioner	0.235	0.816	0.676	seiceadóir
executive	0.704	0.449	0.894	feidhmeannach
executor	0.365	0.755	0.759	seiceadóir
exegesis	0.458	0.472	0.491	exegesis
exemplar	0.844	0.537	0.625	eiseamláireach
exemplary	0.833	0.343	0.729	eiseamláireach
exemplify	0.735	0.506	0.783	eiseamláiri
exempt	0.588	0.455	0.664	díolmhaithe
exemption	0.531	0.578	0.627	díolúine
exercise	0.750	0.789	0.625	aclaíocht
exert	0.694	0.735	0.806	cleachtadh
exertion	0.663	0.755	0.717	cleachtadh
exhale	0.542	0.490	0.411	exhale
exhaust	0.546	0.710	0.337	sceite
exhausted	0.123	0.423	0.202	traochta
exhaustion	0.366	0.633	0.269	traochta
exhaustive	0.388	0.635	0.604	uileghabhálach
exhibit	0.688	0.633	0.708	taispeántais
exhibition	0.698	0.590	0.531	taispeántas
exhilarated	0.890	0.963	0.759	exhilarated
exhilarating	0.917	0.823	0.810	spreagúil
exhilaration	0.792	0.868	0.783	exhilaration
exhort	0.378	0.660	0.745	earcú
exhortation	0.531	0.624	0.580	exhortation
exhumation	0.177	0.586	0.473	dí-adhlacadh
exhume	0.184	0.627	0.452	dhí-adhlacadh
exigent	0.385	0.611	0.792	fíormhaith
exile	0.184	0.630	0.483	deoraíocht
exist	0.857	0.421	0.788	ann
existence	0.760	0.513	0.771	ann
existent	0.635	0.490	0.635	ann
existential	0.583	0.510	0.638	eiseach
existing	0.802	0.344	0.750	ann cheana
exit	0.370	0.353	0.399	an slí amach
exodus	0.286	0.663	0.567	eaxodus
exonerate	0.592	0.500	0.538	exonerate
exorbitant	0.398	0.865	0.825	exorbitant
exorcism	0.163	0.980	0.557	deamhandacht
exorcist	0.219	0.906	0.716	exorcist
exotic	0.840	0.711	0.727	coimhthíocha
expand	0.792	0.559	0.686	leathnú
expanded	0.760	0.406	0.689	leathnaithe
expanse	0.594	0.529	0.689	fairsinge
expansion	0.776	0.618	0.787	leathnú
expansive	0.708	0.650	0.778	fairsing
expatriate	0.265	0.764	0.391	expatriate
expect	0.469	0.327	0.377	ag súil
expectance	0.552	0.724	0.660	ionchas
expectancy	0.581	0.622	0.558	ionchas
expectant	0.708	0.650	0.474	ag súil
expectation	0.771	0.690	0.707	súil
expected	0.729	0.412	0.545	ag súil
expecting	0.561	0.450	0.302	ag súil
expediency	0.604	0.443	0.703	áisiúlacht
expedient	0.885	0.461	0.454	fóirsteanach
expedite	0.571	0.858	0.798	brostú
expedition	0.735	0.802	0.620	turas
expeditious	0.602	0.645	0.773	gasta
expel	0.281	0.725	0.452	dhíbirt
expendable	0.479	0.490	0.423	inchaite
expenditure	0.250	0.608	0.603	caiteachas
expense	0.317	0.451	0.377	costas
expenses	0.240	0.633	0.396	speansais
expensive	0.323	0.540	0.530	daor
experience	0.827	0.618	0.905	taithí
experienced	0.771	0.613	0.914	taithí
experiences	0.793	0.647	0.795	eispéiris
experiment	0.479	0.720	0.675	turgnamh
experimental	0.417	0.764	0.396	turgnamhach
experimentation	0.637	0.769	0.767	turgnamh
experimenter	0.708	0.710	0.700	turgnamhaí
expert	0.776	0.646	0.911	saineolaí
expertise	0.792	0.589	0.925	saineolas
expiration	0.265	0.539	0.463	éag
expire	0.573	0.745	0.702	in éag
expired	0.198	0.394	0.200	imithe in éag
expiry	0.194	0.434	0.382	dul in éag
explain	0.719	0.517	0.736	mínigh
explanation	0.615	0.610	0.825	míniú
explanatory	0.573	0.433	0.688	mínithe
expletive	0.357	0.567	0.536	fairsing
explication	0.510	0.445	0.602	léiriú
explicit	0.562	0.694	0.734	follasach
explode	0.277	0.885	0.773	pléascadh
exploit	0.312	0.878	0.660	leas a bhaint as
exploitation	0.156	0.920	0.718	dúshaothrú
exploration	0.594	0.650	0.773	taiscéalaíocht
exploratory	0.653	0.690	0.698	taiscéalaíoch
explore	0.776	0.660	0.727	iniúchadh
explorer	0.729	0.663	0.714	taiscéalaí
explosion	0.167	0.960	0.767	pléascadh
explosions	0.123	0.860	0.594	pléascanna
explosive	0.156	0.943	0.663	pléascach
expo	0.610	0.562	0.500	expo
exponent	0.529	0.510	0.845	easaontóir
exponential	0.704	0.588	0.763	easpónantúil
export	0.567	0.661	0.755	easpórtáil
exportation	0.760	0.633	0.673	easpórtáil
expose	0.344	0.643	0.537	nochtaigh
exposed	0.471	0.661	0.509	nochta
exposition	0.521	0.627	0.655	léiriú
expository	0.706	0.653	0.636	nochtadh
exposure	0.570	0.830	0.630	nochtadh
expound	0.438	0.575	0.740	nochtadh
express	0.760	0.623	0.691	sainráite
expression	0.790	0.650	0.721	léiriú
expressive	0.755	0.724	0.685	léiritheach
expressway	0.633	0.635	0.587	luasbhealaigh
expropriation	0.188	0.735	0.788	díshealbhú
expulsion	0.190	0.790	0.529	díbirt
exquisite	0.892	0.644	0.604	fíorálainn
exquisitely	0.849	0.728	0.723	go exquisitely
extant	0.646	0.390	0.523	ar marthain
extend	0.646	0.570	0.689	leathnú
extendable	0.660	0.592	0.722	insínte
extended	0.570	0.304	0.649	leathnaithe
extension	0.490	0.510	0.529	síneadh
extensive	0.635	0.520	0.760	fairsing
extent	0.646	0.451	0.602	fairsinge
exterior	0.542	0.400	0.627	taobh amuigh
exterminate	0.177	0.857	0.736	scrios
extermination	0.190	0.860	0.616	díothú
exterminator	0.344	0.804	0.887	sceithire
external	0.479	0.341	0.509	seachtrach
externally	0.643	0.521	0.568	go seachtrach
extinct	0.112	0.491	0.412	imithe in éag
extinction	0.104	0.750	0.611	éag
extinguish	0.240	0.576	0.482	múchadh
extinguisher	0.707	0.379	0.543	múchtóir
extol	0.582	0.667	0.456	glór
extort	0.052	0.827	0.570	sracadh
extortion	0.112	0.868	0.630	sracadh
extra	0.656	0.551	0.745	breise
extract	0.565	0.402	0.519	sliocht
extracting	0.521	0.709	0.689	ag baint
extraction	0.418	0.740	0.526	eastóscadh
extractor	0.302	0.536	0.519	eastóscadh
extracurricular	0.457	0.471	0.743	seach-churaclaim
extradition	0.229	0.627	0.554	eiseachadadh
extrajudicial	0.365	0.686	0.667	seachbhreithiúnach
extramural	0.336	0.559	0.537	eiseamláireach
extraneous	0.276	0.625	0.478	coimhthíoch
extraordinaire	0.847	0.864	0.898	neamhghnách
extraordinary	0.969	0.728	0.860	neamhghnách
extraterrestrial	0.510	0.833	0.792	extraterrestrial
extravagance	0.531	0.802	0.700	eiseacht
extravagant	0.720	0.763	0.812	extravagant
extravaganza	0.646	0.786	0.906	extravaganza
extreme	0.318	0.800	0.721	mhór
extreme anticipation	0.551	0.740	0.704	oirchill mhór
extreme disgust	0.052	0.873	0.456	disgust mhór
extreme surprise	0.833	0.935	0.676	iontas mhór
extreme trust	0.826	0.713	0.922	muinín mhór
extremely	0.635	0.827	0.886	thar a bheith
extremely negative	0.030	0.786	0.311	thar a bheith diúltach
extremely positive	0.993	0.730	0.839	thar a bheith dearfach
extremity	0.408	0.588	0.583	foirceann
extricate	0.542	0.510	0.543	extricate
extrinsic	0.510	0.479	0.636	eistreach
extrusion	0.229	0.660	0.545	easbhrúite
exuberance	0.698	0.816	0.787	exuberance
exude	0.375	0.519	0.411	exude
eye	0.531	0.265	0.425	súl
eyeball	0.526	0.422	0.420	liathróid súl
eyebrow	0.510	0.198	0.222	mala súl
eyeful	0.802	0.500	0.676	súlmhar
eyeglass	0.531	0.236	0.286	eibhear
eyeglasses	0.561	0.269	0.306	spéaclaí
eyelash	0.480	0.250	0.278	fabhraí
eyelet	0.632	0.298	0.346	súilín
eyeliner	0.688	0.349	0.347	eyeliner
eyepiece	0.418	0.347	0.480	eyepiece
eyes	0.760	0.279	0.432	súile
eyesight	0.750	0.226	0.343	radharc na súl
eyewitness	0.541	0.686	0.698	finné súl
fab	0.490	0.380	0.406	fab
fable	0.663	0.387	0.389	fable
fabled	0.625	0.538	0.545	fabled
fabric	0.635	0.190	0.345	fabraic
fabricate	0.636	0.491	0.779	déantús
fabricated	0.418	0.427	0.555	déanta
fabrication	0.573	0.587	0.705	déantúsaíocht
fabulous	0.979	0.660	0.797	iontach
facade	0.520	0.333	0.518	facade
face	0.571	0.173	0.453	aghaidh
faceless	0.230	0.406	0.173	gan aghaidh
facet	0.667	0.324	0.382	gné
facial	0.594	0.429	0.433	aghaidhe
facile	0.740	0.264	0.307	éasca
facilitate	0.812	0.333	0.509	éascú
facility	0.625	0.500	0.654	áis
facing	0.604	0.406	0.550	os comhair
facsimile	0.490	0.500	0.543	macasamhla
fact	0.683	0.333	0.618	deimhin
faction	0.469	0.430	0.448	dhruid
factor	0.635	0.365	0.678	fachtóir
factory	0.500	0.500	0.683	monarcha
facts	0.688	0.471	0.693	fíricí
factual	0.656	0.440	0.545	fíorasach
faculties	0.643	0.431	0.760	dámha
faculty	0.615	0.412	0.732	dáimhe
fad	0.663	0.520	0.570	fad
fade	0.354	0.333	0.245	céimnithe
faded	0.302	0.275	0.194	faded
faeces	0.184	0.476	0.175	faecas
fag	0.122	0.653	0.331	fag
faggot	0.219	0.643	0.292	fagot
fail	0.177	0.578	0.154	teip
failing	0.125	0.490	0.268	ag teip
failure	0.167	0.575	0.139	teip
fain	0.479	0.417	0.426	fain
faint	0.063	0.429	0.167	lag
fainting	0.333	0.510	0.214	ag lagú
fair	0.812	0.557	0.643	cothrom
fairly	0.790	0.406	0.750	cothrom
fairness	0.740	0.317	0.552	cothroime
fairway	0.541	0.510	0.500	fairway
fairy	0.776	0.408	0.413	sióg
faith	0.833	0.220	0.763	Creideamh
faithful	0.888	0.333	0.627	dílis
faithfulness	0.833	0.426	0.602	dílseacht
faithless	0.102	0.683	0.304	gan chreideamh
fake	0.073	0.554	0.268	bréige
faker	0.245	0.630	0.480	fabhar
falafel	0.560	0.402	0.351	falafel
falcon	0.557	0.580	0.678	fabhcún
fall	0.177	0.657	0.221	titim
fallacious	0.271	0.587	0.390	fallsa
fallacy	0.112	0.561	0.430	fallacht
fallback	0.458	0.358	0.508	titim ar ais
fallible	0.365	0.537	0.402	inbhraite
falling	0.202	0.716	0.306	ag titim
fallopian	0.297	0.390	0.464	fallopian
fallout	0.428	0.356	0.373	falla
fallow	0.375	0.368	0.464	branar
false	0.120	0.404	0.240	bréagach
falsehood	0.031	0.625	0.384	bréag
falsely	0.083	0.480	0.265	go bréagach
falsification	0.173	0.720	0.490	fhalsú
falsified	0.042	0.630	0.306	falsaithe
falsify	0.115	0.657	0.409	falsaigh
falsity	0.120	0.689	0.186	bréagacht
falter	0.421	0.650	0.346	feall
fame	0.896	0.755	0.852	Laochra
famed	0.878	0.750	0.819	cáil
familiar	0.906	0.330	0.615	eolach
familiarity	0.854	0.346	0.616	aithne
familiarize	0.760	0.365	0.654	eolas
family	0.968	0.383	0.643	teaghlach
familytime	0.939	0.420	0.679	am teaghlaigh
famine	0.163	0.679	0.310	gorta
famished	0.177	0.654	0.282	gorta
famous	0.916	0.775	0.882	cáiliúil
famously	0.856	0.765	0.787	clúiteach
fan	0.781	0.429	0.357	lucht leanúna
fanatic	0.573	0.780	0.629	fanatic
fanatical	0.555	0.830	0.714	fanaitiúil
fanaticism	0.292	0.896	0.566	fanaticism
fanciful	0.677	0.592	0.342	fanciuil
fancy	0.854	0.673	0.534	mhaisiúil
fandango	0.490	0.591	0.429	fandango
fanfare	0.656	0.640	0.437	fanfare
fang	0.175	0.491	0.455	fang
fangs	0.286	0.598	0.434	fangs
fanning	0.615	0.330	0.236	fanning
fantasia	0.898	0.694	0.436	fantasia
fantasize	0.771	0.660	0.356	fantasize
fantastic	0.969	0.696	0.831	iontach
fantasy	0.880	0.627	0.474	fantaisíocht
faraway	0.365	0.356	0.285	i gcéin
farce	0.265	0.667	0.246	farce
farcical	0.406	0.481	0.259	farcical
fare	0.490	0.425	0.645	táille
farewell	0.130	0.500	0.591	slán
farm	0.781	0.327	0.297	feirm
farmer	0.677	0.432	0.464	feirmeoir
farmhouse	0.690	0.330	0.444	feirm
farming	0.580	0.414	0.568	feirmeoireachta
farmland	0.729	0.363	0.509	talamh feirme
faro	0.544	0.349	0.357	faró
fart	0.194	0.439	0.264	fart
farther	0.418	0.500	0.430	níos faide
fascia	0.480	0.366	0.356	éadain
fascinate	0.854	0.683	0.802	spéisiúil
fascinated	0.812	0.714	0.788	spéisiúil
fascinating	0.979	0.817	0.784	suimiúil
fascination	0.885	0.773	0.835	spéis
fascism	0.104	0.740	0.695	faisisteachas
fascist	0.200	0.755	0.527	faisisteach
fashion	0.827	0.616	0.589	faisin
fashionable	0.750	0.510	0.605	faiseanta
fastball	0.688	0.679	0.575	mearbhaill
fasten	0.458	0.585	0.529	fastaigh
fastener	0.577	0.377	0.491	ceanglóir
fastening	0.594	0.473	0.554	ag teannadh
fasting	0.388	0.370	0.394	troscadh
fat	0.198	0.353	0.237	saille
fatal	0.061	0.775	0.509	marfach
fatalism	0.208	0.694	0.631	marfach
fatality	0.062	0.798	0.595	bás
fate	0.571	0.479	0.712	cinniúint
fated	0.582	0.472	0.692	cinniúint
fateful	0.290	0.583	0.402	cinniúnach
fathead	0.296	0.527	0.463	fathead
father	0.812	0.333	0.824	athair
fatherhood	0.885	0.519	0.682	atharthacht
fatherland	0.729	0.469	0.778	dhúiche
fatherly	0.865	0.363	0.712	athairiúil
fathom	0.520	0.410	0.523	fathom
fatigue	0.173	0.378	0.265	tuirse
fatigued	0.146	0.433	0.245	tuirse
fatso	0.286	0.394	0.336	fatso
fatten	0.375	0.549	0.363	ramhrú
fatty	0.286	0.361	0.325	sailleacha
faucet	0.427	0.278	0.356	faucet
fault	0.188	0.558	0.184	locht
faultless	0.792	0.500	0.741	gan locht
faulty	0.184	0.520	0.378	lochtach
faun	0.490	0.303	0.376	fána
fauna	0.646	0.346	0.404	fána
faux	0.291	0.490	0.204	faux
favor	0.812	0.308	0.519	fabhar
favorable	0.952	0.380	0.788	fabhrach
favorite	0.885	0.590	0.691	is fearr leat
favoriteholiday	0.867	0.618	0.582	saoire is fearr leat
favoritism	0.582	0.559	0.658	fabhar
fawn	0.626	0.360	0.284	laogh
fax	0.406	0.368	0.304	faics
faze	0.417	0.515	0.382	faobhair
fear	0.073	0.840	0.293	eagla
feared	0.240	0.733	0.509	eagla
fearful	0.083	0.482	0.278	eaglach
fearfully	0.112	0.567	0.271	eaglach
fearing	0.125	0.566	0.256	eagla
fearless	0.810	0.806	0.760	gan eagla
fears	0.061	0.821	0.306	faitíos
fearsome	0.115	0.900	0.586	eaglach
feasibility	0.653	0.490	0.741	féidearthacht
feasible	0.694	0.388	0.611	indéanta
feast	0.979	0.724	0.680	féasta
feat	0.750	0.706	0.849	feat
feather	0.677	0.208	0.144	cleite
feathered	0.438	0.288	0.214	cleite
feature	0.667	0.314	0.679	gné
features	0.667	0.433	0.509	gnéithe
febrile	0.429	0.578	0.414	febrile
fecal	0.255	0.528	0.213	fecal
feces	0.240	0.407	0.307	feces
fecundity	0.688	0.591	0.683	fecundity
fed	0.602	0.370	0.482	chothaithe
federal	0.530	0.459	0.859	feidearálach
federation	0.633	0.354	0.763	cónaidhm
fedup	0.327	0.500	0.352	bréan
fee	0.354	0.386	0.556	táille
feeble	0.157	0.280	0.109	lag
feed	0.812	0.429	0.739	beatha
feedback	0.622	0.557	0.645	aiseolas
feeder	0.604	0.452	0.713	friothálacha
feel	0.802	0.602	0.596	bhraitheann
feelgood	0.990	0.441	0.621	mothú go maith
feeling	0.806	0.329	0.531	mothú
feelingdown	0.490	0.457	0.567	mothú síos
feelinggood	0.940	0.449	0.655	mothú go maith
feet	0.510	0.240	0.292	cosa
feign	0.340	0.394	0.356	feign
feigned	0.173	0.602	0.333	feigned
feisty	0.592	0.853	0.789	feisteas
felicity	0.913	0.704	0.793	sonas
feline	0.615	0.745	0.509	feile
fell	0.255	0.462	0.250	thit
feller	0.406	0.622	0.617	feileadóir
fellow	0.745	0.298	0.570	fear
fellowship	0.900	0.429	0.778	comhaltacht
felon	0.111	0.898	0.455	feileon
felony	0.206	0.808	0.472	feileonacht
felt	0.643	0.417	0.566	bhraith
feminine	0.802	0.520	0.394	baininscneach
femininity	0.750	0.479	0.451	femininity
feminism	0.541	0.570	0.636	feimineachas
femme	0.551	0.529	0.398	femme
femoral	0.417	0.324	0.566	femoral
femur	0.408	0.289	0.413	femur
fen	0.490	0.276	0.379	eanaigh
fence	0.500	0.198	0.398	fál
fenced	0.323	0.430	0.429	fál
fencing	0.542	0.654	0.539	fálú
fend	0.646	0.731	0.537	conlán
fender	0.369	0.459	0.476	fender
fennel	0.573	0.277	0.389	finéal
ferment	0.375	0.531	0.418	coipeadh
fermentation	0.420	0.567	0.473	choipeadh
fern	0.602	0.240	0.290	raithneach
ferocious	0.167	0.915	0.776	fíochmhar
ferocity	0.235	0.906	0.746	ferocity
ferret	0.385	0.391	0.398	firéad
ferry	0.604	0.509	0.389	farantóireachta
ferryboat	0.594	0.452	0.553	bád farantóireachta
fertile	0.888	0.408	0.704	torthúil
fertility	0.885	0.529	0.726	torthúlacht
fertilize	0.708	0.443	0.542	fertilize
fertilizer	0.438	0.463	0.565	leasachán
fervent	0.646	0.632	0.773	dian
fervor	0.573	0.769	0.651	feall
fess	0.395	0.420	0.370	feis
fest	0.704	0.574	0.402	féasta
festival	0.870	0.706	0.714	féile
festive	0.854	0.740	0.764	fhéile
fetal	0.388	0.308	0.364	féatais
fetch	0.479	0.363	0.491	beir
fete	0.580	0.551	0.465	féile
fetish	0.307	0.706	0.500	fetish
fetus	0.479	0.519	0.395	fhéatas
feud	0.146	0.796	0.312	feall
feudal	0.367	0.370	0.610	feodach
feudalism	0.229	0.465	0.607	feodachas
fever	0.194	0.674	0.364	fiabhras
feverish	0.385	0.696	0.436	fiabhras
fiancee	0.959	0.626	0.556	fianna
fiasco	0.167	0.600	0.200	fiasco
fiat	0.520	0.418	0.446	fiat
fib	0.438	0.510	0.361	fib
fiber	0.719	0.284	0.390	snáithín
fiberglass	0.451	0.451	0.443	fiberglass
fibrosis	0.160	0.469	0.546	fiobróis
fibrous	0.480	0.441	0.464	snáithíneach
fickle	0.406	0.481	0.346	fickle
fiction	0.438	0.657	0.441	ficsean
fictional	0.430	0.490	0.340	ficseanúil
fictitious	0.224	0.444	0.293	bréige
fiddle	0.571	0.449	0.391	fidil
fiddler	0.615	0.580	0.500	fidléir
fidelity	0.765	0.580	0.709	dílseacht
fidgety	0.229	0.786	0.351	fidgety
fiduciary	0.375	0.400	0.509	muiníneach
field	0.640	0.380	0.336	Gort
field hockey	0.602	0.786	0.518	haca páirce
fielder	0.583	0.378	0.415	páirceadóir
fiend	0.146	0.903	0.608	fiend
fiendish	0.167	0.846	0.591	fiendish
fierce	0.281	0.877	0.759	fíochmhar
fiery	0.418	0.850	0.721	fiánta
fiesta	0.927	0.779	0.655	fiesta
fiesty	0.571	0.663	0.472	fiesta
fifteen	0.490	0.290	0.443	cúig déag
fifty	0.571	0.368	0.439	caoga
fig	0.573	0.390	0.339	fig
fight	0.531	0.868	0.809	troid
fighter	0.637	0.760	0.898	trodaire
fighting	0.292	0.885	0.783	troid
fights	0.070	0.920	0.712	troideanna
figment	0.552	0.316	0.533	figment
figurative	0.479	0.450	0.634	figurach
figure	0.688	0.328	0.509	figiúr
figurine	0.760	0.283	0.258	figiúir
filament	0.510	0.452	0.377	filiméad
filamentous	0.531	0.480	0.516	filiméadach
file	0.480	0.316	0.463	comhad
filet	0.615	0.392	0.291	filet
filibuster	0.271	0.714	0.508	filibuster
filigree	0.576	0.408	0.514	filigree
filing	0.620	0.420	0.700	chomhdú
filings	0.323	0.412	0.340	comhduithe
fill	0.729	0.449	0.637	líon
filler	0.531	0.347	0.529	filler
fillet	0.745	0.415	0.378	filléad
filling	0.510	0.382	0.525	líonadh
filly	0.479	0.564	0.519	líonta
film	0.823	0.491	0.566	scannán
filmmaker	0.704	0.510	0.635	scannánóir
filmy	0.583	0.510	0.425	scannánaíochta
filter	0.440	0.296	0.260	scagaire
filth	0.194	0.592	0.319	filth
filthy	0.115	0.714	0.321	scagach
filtration	0.407	0.520	0.255	scagachán
fin	0.333	0.340	0.377	fin
final	0.276	0.575	0.508	deiridh
finale	0.406	0.330	0.468	deiridh
