English Word	Valence	Arousal	Dominance	Filipino Word
continual	0.500	0.423	0.685	tuloy-tuloy
continually	0.646	0.438	0.698	tuloy-tuloy
continuance	0.729	0.510	0.652	pagpapatuloy
continuation	0.615	0.470	0.566	pagpapatuloy
continue	0.630	0.427	0.612	magpatuloy
continued	0.635	0.440	0.500	patuloy
continuing	0.667	0.500	0.520	nagpapatuloy
continuity	0.781	0.439	0.684	pagpapatuloy
continuous	0.625	0.509	0.580	tuloy-tuloy
continuously	0.719	0.417	0.702	tuloy-tuloy
continuum	0.677	0.390	0.491	continuum
contour	0.589	0.265	0.414	tabas
contraband	0.177	0.875	0.670	kontrabando
contraception	0.296	0.518	0.525	pagpipigil sa pagbubuntis
contract	0.594	0.412	0.636	kontrata
contracted	0.344	0.557	0.449	kinontrata
contractile	0.480	0.586	0.569	contractile
contracting	0.594	0.490	0.769	pagkontrata
contraction	0.292	0.755	0.603	pag-urong
contractor	0.592	0.479	0.727	kontratista
contradict	0.160	0.598	0.482	sumalungat
contradiction	0.250	0.660	0.377	kontradiksyon
contradictory	0.365	0.651	0.421	magkasalungat
contraption	0.448	0.590	0.491	gamit
contrary	0.327	0.449	0.338	salungat
contrast	0.480	0.406	0.520	kaibahan
contrasted	0.521	0.538	0.491	contrasted
contravene	0.357	0.618	0.472	sumasalungat
contravention	0.344	0.627	0.593	paglabag
contribute	0.806	0.350	0.795	mag-ambag
contribution	0.854	0.452	0.760	kontribusyon
contributor	0.844	0.510	0.760	contributor
contrite	0.347	0.363	0.473	nagsisisi
contrition	0.347	0.583	0.463	pagsisisi
contrived	0.408	0.530	0.458	gawa-gawa
control	0.729	0.352	0.808	kontrol
controller	0.469	0.712	0.868	controller
controlling	0.490	0.441	0.885	pagkontrol
controversial	0.271	0.858	0.538	kontrobersyal
controversy	0.250	0.819	0.600	kontrobersya
contusion	0.167	0.565	0.509	contusion
conundrum	0.354	0.524	0.408	palaisipan
convalescent	0.458	0.480	0.269	gumaling
convection	0.521	0.494	0.526	kombeksyon
convene	0.583	0.676	0.636	magpulong
convenience	0.781	0.448	0.613	kaginhawaan
conveniences	0.802	0.412	0.693	kaginhawaan
convenient	0.846	0.491	0.574	maginhawa
convent	0.480	0.217	0.594	kumbento
convention	0.622	0.622	0.704	kumbensyon
conventional	0.594	0.292	0.634	nakasanayan
converge	0.635	0.471	0.539	magtagpo
convergence	0.551	0.491	0.625	convergence
convergent	0.781	0.490	0.696	convergent
conversant	0.724	0.360	0.542	kausap
conversation	0.750	0.510	0.609	pag-uusap
conversational	0.719	0.431	0.596	pakikipag-usap
conversationalist	0.719	0.467	0.667	kausap
converse	0.594	0.406	0.598	makipag-usap
conversing	0.755	0.409	0.442	nag-uusap
conversion	0.480	0.605	0.736	pagbabagong loob
convert	0.551	0.538	0.704	convert
converted	0.663	0.418	0.686	napagbagong loob
convertible	0.542	0.529	0.717	mapapalitan
convex	0.438	0.427	0.445	matambok
convexity	0.449	0.354	0.484	convexity
convey	0.719	0.633	0.708	iparating
conveyance	0.615	0.520	0.455	pagpapadala
conveyancing	0.375	0.479	0.663	paghahatid
convict	0.177	0.840	0.477	preso
conviction	0.615	0.704	0.826	pananalig
convince	0.708	0.539	0.763	kumbinsihin
convinced	0.750	0.500	0.630	kumbinsido
convincing	0.760	0.527	0.900	nakakumbinsi
convocation	0.538	0.611	0.663	convocation
convoluted	0.323	0.614	0.433	magulo
convolution	0.417	0.559	0.527	pagkakagulo
convoy	0.500	0.671	0.639	convoy
coo	0.490	0.439	0.500	coo
cook	0.847	0.500	0.412	magluto
cookbook	0.602	0.346	0.398	cookbook
cooker	0.592	0.373	0.407	kusinilya
cookery	0.633	0.368	0.345	pagluluto
cookie	0.792	0.306	0.250	cookie
cookies	0.823	0.451	0.316	cookies
cooking	0.694	0.510	0.434	nagluluto
cookout	0.680	0.406	0.482	pagluluto
cool	0.885	0.540	0.781	malamig
coolant	0.720	0.412	0.456	pampalamig
cooler	0.664	0.375	0.460	palamigan
cooling	0.469	0.324	0.392	paglamig
coolness	0.490	0.307	0.548	lamig
coon	0.490	0.460	0.400	coon
coop	0.612	0.445	0.650	kulungan
cooperate	0.898	0.451	0.582	makipagtulungan
cooperating	0.760	0.390	0.693	nagtutulungan
cooperation	0.847	0.473	0.686	pagtutulungan
cooperative	0.816	0.461	0.670	kooperatiba
coordinate	0.698	0.429	0.694	coordinate
coordination	0.677	0.454	0.789	koordinasyon
coordinator	0.750	0.510	0.850	coordinator
cop	0.327	0.770	0.836	pulis
copacetic	0.510	0.471	0.453	copacetic
cope	0.592	0.647	0.709	makayanan
copier	0.459	0.345	0.390	copier
copilot	0.640	0.538	0.573	copilot
coping	0.562	0.630	0.613	pagharap
copious	0.427	0.462	0.527	sagana
copper	0.580	0.260	0.500	tanso
copter	0.571	0.704	0.569	copter
copy	0.460	0.240	0.263	kopya
copycat	0.449	0.580	0.443	copycat
copying	0.448	0.315	0.404	pagkopya
copyright	0.458	0.402	0.663	copyright
coral	0.802	0.231	0.425	coral
coral snake	0.276	0.712	0.607	coral snake
cord	0.388	0.378	0.358	kurdon
cordial	0.823	0.312	0.482	magiliw
cordless	0.667	0.441	0.528	cordless
cordon	0.469	0.317	0.380	cordon
corduroy	0.570	0.324	0.357	korduroy
core	0.721	0.378	0.540	core
cork	0.347	0.250	0.281	tapon
corkscrew	0.427	0.443	0.445	corkscrew
corn	0.594	0.196	0.292	mais
cornball	0.479	0.378	0.325	cornball
cornbread	0.643	0.304	0.302	tinapay na mais
cornea	0.521	0.346	0.443	kornea
corned	0.459	0.441	0.425	corned
corner	0.400	0.296	0.366	sulok
cornerstone	0.550	0.388	0.596	batong panulok
cornet	0.507	0.520	0.415	kornet
cornfield	0.719	0.310	0.349	taniman ng mais
cornflakes	0.729	0.346	0.355	cornflakes
cornice	0.458	0.441	0.295	cornice
cornstarch	0.643	0.299	0.337	gawgaw
corny	0.448	0.370	0.221	corny
corollary	0.458	0.469	0.366	kaakibat
corona	0.818	0.439	0.745	corona
coronary	0.567	0.613	0.509	coronary
coronation	0.792	0.592	0.836	koronasyon
coroner	0.323	0.558	0.526	koroner
corporal	0.582	0.490	0.596	korporal
corporate	0.592	0.454	0.745	korporasyon
corporation	0.429	0.332	0.873	korporasyon
corporeal	0.520	0.350	0.461	korporeal
corps	0.551	0.453	0.483	corps
corpse	0.094	0.657	0.232	bangkay
corpsman	0.439	0.469	0.651	bangkay
corpus	0.543	0.340	0.490	corpus
corral	0.606	0.662	0.422	kural
correct	0.857	0.306	0.723	tama
correction	0.448	0.485	0.558	pagwawasto
correctional	0.292	0.713	0.602	pagwawasto
corrective	0.448	0.528	0.613	pagwawasto
correctness	0.796	0.450	0.649	kawastuhan
correlation	0.596	0.462	0.571	ugnayan
correlative	0.510	0.402	0.571	karelasyon
correspond	0.710	0.452	0.545	tumutugma
correspondence	0.663	0.423	0.491	pagsusulatan
correspondent	0.573	0.565	0.712	koresponden
corresponding	0.740	0.423	0.618	katumbas
corridor	0.604	0.589	0.592	koridor
corroborate	0.671	0.471	0.616	patunayan
corroboration	0.625	0.431	0.733	pagpapatibay
corrosion	0.156	0.610	0.348	kaagnasan
corrosive	0.140	0.618	0.570	kinakaing unti-unti
corrupt	0.020	0.806	0.500	corrupt
corrupting	0.062	0.804	0.380	nakakasira
corruption	0.052	0.830	0.549	Korapsyon
corsage	0.510	0.294	0.397	corsage
corse	0.448	0.451	0.382	corse
corset	0.490	0.520	0.381	korset
cortex	0.594	0.439	0.529	cortex
cortical	0.380	0.423	0.536	cortical
cortisone	0.427	0.395	0.456	cortisone
corvette	0.551	0.520	0.598	corvette
cosmetic	0.625	0.304	0.308	pampaganda
cosmetics	0.765	0.464	0.472	mga pampaganda
cosmic	0.663	0.538	0.692	kosmiko
cosmology	0.651	0.438	0.637	kosmolohiya
cosmopolitan	0.823	0.510	0.760	kosmopolitan
cosmos	0.860	0.478	0.664	kosmos
cost	0.365	0.420	0.439	gastos
costly	0.316	0.650	0.642	mahal
costume	0.548	0.510	0.374	kasuutan
cosy	0.847	0.255	0.518	maaliwalas
cot	0.625	0.230	0.278	higaan
cote	0.439	0.344	0.324	cote
cottage	0.600	0.279	0.361	maliit na bahay
cotton	0.639	0.071	0.240	bulak
couch	0.594	0.082	0.198	sopa
cougar	0.438	0.588	0.538	cougar
cough	0.255	0.627	0.241	ubo
council	0.875	0.279	0.635	konseho
councilman	0.531	0.367	0.793	konsehal
counsel	0.594	0.519	0.730	payo
counseling	0.667	0.480	0.704	pagpapayo
counsellor	0.823	0.327	0.740	tagapayo
counselor	0.873	0.365	0.706	tagapayo
count	0.594	0.389	0.492	bilangin
countdown	0.438	0.692	0.490	countdown
countenance	0.635	0.440	0.690	mukha
counter	0.439	0.478	0.750	counter
counteract	0.378	0.542	0.688	kontrahin
counterattack	0.281	0.951	0.764	ganting atake
counterbalance	0.520	0.480	0.627	pagbalanse
counterclaim	0.398	0.760	0.651	kontra claim
counterfeit	0.094	0.694	0.451	huwad
counterpart	0.448	0.608	0.577	katapat
counterpoint	0.438	0.509	0.538	counterpoint
countess	0.562	0.440	0.670	kondesa
countless	0.520	0.566	0.534	hindi mabilang
country	0.698	0.394	0.693	bansa
countryman	0.673	0.441	0.789	kababayan
countrymusic	0.795	0.451	0.438	countrymusic
countryside	0.732	0.288	0.327	kabukiran
counts	0.343	0.373	0.500	binibilang
county	0.479	0.368	0.545	county
coup	0.275	0.815	0.607	kudeta
coupe	0.479	0.460	0.482	coupe
couple	0.806	0.605	0.607	mag-asawa
coupled	0.612	0.286	0.650	kaisa
coupling	0.594	0.479	0.555	pagkabit
coupon	0.704	0.300	0.421	kupon
courage	0.830	0.728	0.849	lakas ng loob
courageous	0.918	0.587	0.879	matapang
courier	0.551	0.383	0.441	courier
courses	0.735	0.412	0.534	kurso
coursing	0.542	0.472	0.546	kurso
court	0.479	0.769	0.827	hukuman
courteous	0.937	0.396	0.529	magalang
courtesy	0.927	0.287	0.431	kagandahang-loob
courthouse	0.571	0.503	0.818	hukuman
courtroom	0.385	0.670	0.887	silid ng hukuman
courts	0.367	0.710	0.816	mga korte
courtship	0.667	0.490	0.654	panliligaw
courtside	0.592	0.391	0.434	courtside
courtyard	0.503	0.365	0.355	looban
cousin	0.675	0.394	0.427	pinsan
cousins	0.760	0.409	0.464	magpinsan
cove	0.500	0.304	0.370	cove
coven	0.458	0.578	0.591	coven
covenant	0.594	0.462	0.667	tipan
cover	0.365	0.240	0.471	takip
coverage	0.767	0.413	0.629	saklaw
covered	0.562	0.340	0.644	sakop
covering	0.615	0.382	0.583	pantakip
covert	0.500	0.570	0.508	tago
covet	0.302	0.779	0.524	mag-imbot
coveted	0.661	0.730	0.625	pinagnanasaan
cow	0.449	0.230	0.300	baka
coward	0.102	0.490	0.149	duwag
cowardice	0.133	0.621	0.167	kaduwagan
cowardly	0.102	0.385	0.127	duwag
cowboy	0.594	0.625	0.695	koboy
cowgirl	0.541	0.566	0.554	cowgirl
cowhand	0.438	0.480	0.596	kamay ng baka
cowhide	0.458	0.324	0.333	balat ng baka
cowl	0.427	0.450	0.232	cowl
coworker	0.667	0.490	0.625	katrabaho
coy	0.347	0.330	0.213	nakakahiya
coyote	0.459	0.471	0.387	coyote
cozy	0.910	0.356	0.545	maaliwalas
crab	0.421	0.396	0.330	alimango
crabby	0.198	0.812	0.370	crabby
crack	0.302	0.625	0.400	pumutok
cracked	0.224	0.520	0.228	basag
cracker	0.604	0.343	0.346	cracker
crackerjack	0.567	0.509	0.426	crackerjack
cracking	0.327	0.557	0.286	pagbibitak
crackle	0.327	0.643	0.481	kaluskos
crackpot	0.260	0.602	0.245	crackpot
cradle	0.776	0.194	0.333	duyan
craft	0.760	0.321	0.539	craft
crafts	0.667	0.380	0.391	crafts
craftsman	0.719	0.310	0.583	manggagawa
craftsmanship	0.823	0.373	0.571	pagkakayari
crafty	0.589	0.679	0.783	tuso
craig	0.448	0.449	0.490	Craig
cram	0.354	0.730	0.598	magsiksikan
crammed	0.406	0.740	0.466	siksikan
cramp	0.194	0.796	0.340	cramp
cramped	0.240	0.567	0.360	masikip
cranberry	0.793	0.330	0.363	cranberry
cranberry juice	0.622	0.321	0.281	cranberry juice
crane	0.396	0.417	0.589	crane
cranial	0.354	0.510	0.583	cranial
cranium	0.439	0.491	0.725	cranium
crank	0.448	0.275	0.417	kakatuwang tao
cranky	0.194	0.776	0.396	masungit
cranny	0.194	0.471	0.250	cranny
crap	0.083	0.644	0.167	kalokohan
crappy	0.039	0.582	0.208	baliw
craps	0.375	0.420	0.273	mga dumi
crash	0.194	0.906	0.355	bumagsak
crass	0.223	0.490	0.466	crass
crate	0.427	0.173	0.274	kaing
crater	0.450	0.647	0.529	bunganga
crave	0.625	0.510	0.731	manabik nang labis
craving	0.510	0.755	0.636	pananabik
crawfish	0.510	0.427	0.342	ulang
crawl	0.479	0.519	0.467	gumapang
crayon	0.604	0.260	0.185	krayola
crayons	0.684	0.366	0.405	mga krayola
craze	0.255	0.657	0.435	pagkahumaling
crazed	0.153	0.877	0.417	baliw
craziness	0.238	0.908	0.255	kabaliwan
crazy	0.156	0.843	0.321	baliw
creak	0.344	0.670	0.411	langitngit
creaking	0.302	0.743	0.415	lumalangitngit
cream	0.688	0.259	0.220	cream
creamed	0.723	0.273	0.288	naka-cream
creamer	0.594	0.192	0.269	creamer
creamy	0.823	0.337	0.345	creamy
crease	0.440	0.286	0.300	tupi
create	0.786	0.588	0.789	lumikha
creation	0.927	0.575	0.868	paglikha
creative	0.917	0.518	0.788	malikhain
creativity	0.938	0.684	0.815	pagkamalikhain
creator	0.865	0.592	0.856	manlilikha
creature	0.669	0.625	0.620	nilalang
credence	0.760	0.460	0.737	pananalig
credential	0.735	0.337	0.597	kredensyal
credentials	0.708	0.373	0.675	mga kredensyal
credibility	0.875	0.427	0.809	kredibilidad
credible	0.917	0.441	0.750	mapagkakatiwalaan
credit	0.673	0.549	0.648	pautang
credit card	0.670	0.550	0.640	credit card
creditable	0.802	0.510	0.742	mapagkakatiwalaan
credited	0.781	0.390	0.691	kredito
crediting	0.673	0.550	0.741	pag-kredito
creditor	0.479	0.594	0.689	pinagkakautangan
creed	0.573	0.245	0.544	paniniwala
creek	0.552	0.392	0.330	sapa
creep	0.354	0.647	0.361	kilabot
creeper	0.429	0.558	0.366	gumagapang
creeping	0.292	0.613	0.282	gumagapang
creepy	0.125	0.861	0.373	nakakatakot
cremation	0.084	0.620	0.420	pagsusunog ng bangkay
creole	0.667	0.357	0.523	creole
crepe	0.562	0.224	0.349	krep
crescendo	0.760	0.575	0.594	crescendo
crescent	0.698	0.382	0.407	gasuklay
crest	0.458	0.333	0.333	tuktok
crestfallen	0.235	0.346	0.175	naluluha
cretin	0.265	0.583	0.312	cretin
cretins	0.094	0.741	0.328	mga cretin
crevice	0.361	0.471	0.275	siwang
crew	0.604	0.598	0.735	tauhan
crewman	0.602	0.580	0.548	tripulante
crib	0.653	0.240	0.407	kuna
cricket	0.423	0.539	0.370	kuliglig
cried	0.167	0.612	0.254	sumigaw
crime	0.071	0.943	0.630	krimen
criminal	0.021	0.830	0.529	kriminal
criminality	0.122	0.863	0.580	kriminalidad
crimp	0.260	0.557	0.396	kulot
crimson	0.667	0.385	0.370	pulang-pula
cringe	0.245	0.840	0.377	umikot
cripple	0.094	0.392	0.161	baldado
crippled	0.035	0.358	0.236	baldado
crippling	0.156	0.598	0.391	baldado
crisis	0.208	0.811	0.431	krisis
crisp	0.776	0.692	0.508	malutong
crispy	0.656	0.550	0.509	malutong
criterion	0.396	0.410	0.736	pamantayan
critic	0.264	0.604	0.686	kritiko
critical	0.312	0.802	0.545	mapanganib
criticise	0.073	0.700	0.452	pumuna
criticism	0.115	0.563	0.505	pagpuna
criticize	0.143	0.708	0.473	pumuna
criticized	0.240	0.600	0.311	pinuna
critique	0.302	0.760	0.537	pagpuna
critter	0.542	0.539	0.482	critter
croak	0.337	0.346	0.298	croak
croc	0.327	0.452	0.451	croc
crock	0.385	0.412	0.421	palayok
crockery	0.552	0.216	0.327	mga babasagin
crocodile	0.344	0.708	0.610	buwaya
croft	0.531	0.429	0.421	croft
croissant	0.745	0.330	0.430	croissant
crook	0.171	0.765	0.550	manloloko
crooked	0.146	0.594	0.305	baluktot
crop	0.615	0.260	0.500	pananim
croquet	0.551	0.519	0.407	kroket
cross	0.448	0.321	0.569	krus
cross country	0.531	0.441	0.529	cross country
crossbow	0.344	0.598	0.560	pana
crossed	0.431	0.490	0.508	tumawid
crossfire	0.316	0.896	0.722	crossfire
crossing	0.549	0.349	0.451	pagtawid
crossover	0.559	0.550	0.500	crossover
crosswalk	0.557	0.441	0.380	tawiran
crossword	0.611	0.423	0.455	krosword
crotch	0.521	0.637	0.447	pundya
crouch	0.281	0.606	0.312	yumuko
crouched	0.333	0.363	0.279	nakayuko
crouching	0.261	0.429	0.345	nakayuko
croupier	0.531	0.519	0.404	croupier
crow	0.224	0.439	0.363	uwak
crowbar	0.406	0.531	0.386	crowbar
crowd	0.350	0.827	0.731	karamihan ng tao
crowded	0.694	0.286	0.585	masikip
crowds	0.469	0.723	0.806	maraming tao
crown	0.708	0.572	0.737	korona
crowning	0.773	0.594	0.831	pagpaparangal
crucial	0.541	0.657	0.777	mahalaga
cruciate	0.429	0.435	0.585	cruciate
crucifix	0.469	0.480	0.510	krusipiho
crucifixion	0.135	0.857	0.541	pagpapako sa krus
crucify	0.146	0.878	0.573	ipako sa krus
crud	0.312	0.330	0.444	crud
crude	0.198	0.402	0.357	krudo
cruel	0.122	0.866	0.391	malupit
cruelly	0.146	0.790	0.471	malupit
cruelty	0.092	0.836	0.536	kalupitan
cruise	0.740	0.442	0.683	cruise
cruise ship	0.878	0.650	0.500	cruise ship
cruiser	0.737	0.490	0.608	cruiser
cruising	0.886	0.580	0.560	paglalayag
crumb	0.417	0.255	0.216	mumo
crumble	0.333	0.480	0.423	gumuho
crumbling	0.167	0.696	0.308	gumuguho
crummy	0.125	0.531	0.224	madurog
crunch	0.292	0.630	0.406	langutngot
crunchy	0.625	0.560	0.539	malutong
crusade	0.592	0.720	0.709	krusada
crusader	0.439	0.588	0.548	crusader
crush	0.271	0.676	0.582	crush
crushed	0.167	0.647	0.300	durog
crusher	0.271	0.709	0.598	pandurog
crushing	0.219	0.755	0.411	pagdurog
crust	0.542	0.337	0.456	crust
crusty	0.625	0.531	0.473	magaspang
crutch	0.302	0.294	0.302	saklay
crux	0.469	0.558	0.519	crux
cry	0.133	0.627	0.255	umiyak
crybaby	0.375	0.702	0.311	iyaking sanggol
crying	0.153	0.704	0.208	umiiyak
crypt	0.156	0.431	0.386	crypt
cryptic	0.296	0.516	0.474	misteryoso
cryptography	0.490	0.415	0.650	kriptograpiya
crystal	0.618	0.270	0.508	kristal
crystalline	0.765	0.235	0.534	mala-kristal
crystallization	0.600	0.449	0.565	pagkikristal
cub	0.646	0.382	0.284	cub
cubby	0.354	0.385	0.360	cubby
cube	0.469	0.226	0.274	kubo
cubic	0.458	0.306	0.407	kubiko
cubicle	0.479	0.343	0.417	cubicle
cuckold	0.210	0.573	0.230	cuckold
cuckoo	0.420	0.459	0.284	kuku
cucumber	0.490	0.235	0.237	pipino
cuddle	0.885	0.559	0.475	yakap
cuddled	0.906	0.547	0.567	nakayakap
cuddles	0.847	0.382	0.500	magkayakap
cuddling	0.917	0.562	0.433	magkayakap
cue	0.521	0.433	0.484	pahiwatig
cuff	0.469	0.453	0.387	sampal
cuisine	0.714	0.365	0.390	lutuin
culinary	0.654	0.443	0.519	culinary
cull	0.365	0.702	0.464	cull
culminate	0.667	0.550	0.602	rurok
culmination	0.656	0.586	0.695	kasukdulan
culpability	0.112	0.745	0.368	pagkakasala
culpable	0.140	0.700	0.319	may kasalanan
culprit	0.062	0.676	0.333	salarin
cult	0.448	0.535	0.648	kulto
cultivate	0.708	0.410	0.598	linangin
cultivated	0.837	0.343	0.564	nilinang
cultivation	0.625	0.324	0.462	paglilinang
cultural	0.802	0.390	0.623	pangkultura
culture	0.753	0.304	0.675	kultura
cultured	0.635	0.429	0.625	may kultura
culvert	0.337	0.324	0.343	culvert
cumbersome	0.259	0.623	0.292	nakakapagod
cumulus	0.570	0.433	0.432	cumulus
cunning	0.604	0.685	0.683	tuso
cunt	0.135	0.673	0.377	puki
cup	0.615	0.167	0.231	tasa
cupboard	0.553	0.200	0.304	aparador
cupcake	0.656	0.333	0.344	cupcake
cupping	0.490	0.610	0.402	pagkukusa
cur	0.440	0.519	0.460	cur
curable	0.823	0.292	0.574	nalulunasan
curate	0.726	0.418	0.526	curate
curative	0.667	0.318	0.613	nakapagpapagaling
curator	0.688	0.389	0.688	tagapangasiwa
curb	0.472	0.371	0.402	gilid ng bangketa
curd	0.542	0.442	0.278	curd
cure	0.719	0.377	0.623	lunas
curfew	0.219	0.618	0.623	curfew
curiosity	0.750	0.755	0.463	kuryusidad
curious	0.635	0.600	0.483	mausisa
curl	0.385	0.452	0.351	kulot
curling	0.583	0.592	0.400	pagkukulot
currency	0.583	0.418	0.592	pera
current	0.625	0.312	0.612	kasalukuyang
curriculum	0.708	0.306	0.620	kurikulum
curry	0.633	0.345	0.302	kari
curse	0.033	0.720	0.375	sumpa
cursed	0.083	0.783	0.393	isinumpa
cursing	0.112	0.860	0.446	pagmumura
cursory	0.423	0.451	0.431	pabigla-bigla
curt	0.245	0.610	0.452	maikli
curtail	0.306	0.439	0.497	bawasan
curtailment	0.230	0.578	0.431	pagbabawas
curtain	0.698	0.278	0.304	kurtina
curtains	0.615	0.123	0.342	mga kurtina
curtsy	0.635	0.412	0.598	curtsy
curvature	0.417	0.367	0.447	kurbada
curve	0.480	0.375	0.307	kurba
curved	0.542	0.407	0.337	hubog
curvilinear	0.480	0.575	0.411	curvilinear
cushion	0.653	0.221	0.292	unan
cushy	0.823	0.283	0.395	malambot
cusp	0.667	0.710	0.700	cusp
cuss	0.354	0.538	0.443	cuss
cussed	0.156	0.625	0.454	nagmura
custard	0.618	0.260	0.293	custard
custodial	0.418	0.462	0.718	pag-iingat
custodian	0.594	0.625	0.528	tagapag-alaga
custody	0.494	0.472	0.675	pag-iingat
custom	0.552	0.382	0.688	kaugalian
customary	0.700	0.253	0.561	nakaugalian
customer	0.562	0.430	0.673	customer
customized	0.625	0.504	0.590	customized
cut	0.490	0.490	0.393	gupitin
cutaneous	0.365	0.370	0.328	sa balat
cute	0.920	0.528	0.579	ang cute
cuticle	0.340	0.320	0.377	cuticle
cutie	0.638	0.528	0.464	cutie
cutlass	0.173	0.648	0.528	cutlass
cutlery	0.552	0.300	0.345	kubyertos
cutoff	0.432	0.510	0.518	putulin
cutter	0.427	0.731	0.583	pamutol
cutters	0.197	0.653	0.491	mga pamutol
cutthroat	0.110	0.823	0.663	putol
cutting	0.448	0.375	0.536	pagputol
cutting board	0.337	0.540	0.342	sangkalan
cuttings	0.479	0.392	0.433	pinagputulan
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	cyanide
cyberspace	0.677	0.594	0.611	cyberspace
cycle	0.635	0.400	0.533	ikot
cyclical	0.380	0.450	0.554	paikot
cyclist	0.684	0.582	0.576	siklista
cyclone	0.416	0.796	0.673	bagyo
cylinder	0.459	0.324	0.447	silindro
cylindrical	0.458	0.294	0.414	cylindrical
cymbal	0.542	0.363	0.362	simbal
cynic	0.135	0.632	0.473	mapang-uyam
cynical	0.156	0.760	0.474	mapang-uyam
cynicism	0.104	0.780	0.454	pangungutya
cyst	0.173	0.578	0.312	siste
cystic	0.314	0.481	0.400	cystic
cytomegalovirus	0.186	0.657	0.443	cytomegalovirus
cytoplasm	0.378	0.442	0.474	cytoplasm
czar	0.480	0.348	0.643	czar
dab	0.510	0.337	0.340	dab
dabble	0.550	0.530	0.491	makisawsaw
dabbling	0.562	0.726	0.676	nagdadaldalan
dad	0.857	0.412	0.786	tatay
daddy	0.795	0.400	0.736	tatay
dado	0.510	0.240	0.364	dado
daemon	0.333	0.490	0.500	demonyo
daft	0.255	0.436	0.157	baliw
dagger	0.224	0.797	0.613	punyal
daily	0.653	0.347	0.473	araw-araw
dainty	0.604	0.284	0.424	malinamnam
daiquiri	0.670	0.519	0.400	daiquiri
