English Word	Valence	Arousal	Dominance	Uzbek Word
buying	0.665	0.784	0.589	sotib olish
buzz	0.333	0.686	0.375	shovqin
buzzard	0.350	0.500	0.225	buzar
buzzed	0.583	0.549	0.448	xirilladi
buzzer	0.549	0.716	0.480	signal
buzzing	0.430	0.588	0.370	shovqin-suron
bye	0.375	0.398	0.321	xayr
bygone	0.229	0.310	0.315	o'tgan
bylaw	0.469	0.373	0.725	nizom
byline	0.469	0.450	0.435	byline
bypass	0.429	0.418	0.353	chetlab o'tish
bystander	0.480	0.462	0.491	kuzatuvchi
byte	0.490	0.380	0.407	bayt
byzantine	0.546	0.443	0.492	Vizantiya
cab	0.438	0.490	0.421	kabina
cabal	0.500	0.406	0.573	kabal
cabana	0.698	0.296	0.407	kabana
cabaret	0.677	0.656	0.482	kabare
cabbage	0.398	0.225	0.264	karam
cabbie	0.521	0.417	0.429	taksichi
cabernet	0.543	0.420	0.480	kabernet
cabin	0.643	0.292	0.430	kabina
cabinet	0.552	0.306	0.465	kabinet
cable	0.583	0.245	0.434	kabel
caboodle	0.529	0.521	0.325	kabud
caboose	0.440	0.453	0.438	kabusa
cabriolet	0.667	0.525	0.472	kabriolet
cache	0.552	0.348	0.389	kesh
cacophony	0.408	0.562	0.440	kakofoniya
cactus	0.439	0.412	0.284	kaktus
cad	0.447	0.406	0.404	kad
cadaver	0.030	0.690	0.260	jasad
caddie	0.521	0.435	0.259	kadi
caddy	0.580	0.470	0.380	kadi
cadence	0.427	0.473	0.355	kadans
cadet	0.504	0.393	0.664	kursant
cafe	0.781	0.392	0.358	kafe
cafeteria	0.757	0.400	0.382	kafeterya
caffeine	0.562	0.759	0.500	kofein
cage	0.316	0.333	0.352	qafas
cagey	0.542	0.363	0.582	qafas
cahoots	0.312	0.696	0.474	xabarlar
cairn	0.260	0.435	0.254	Cairn
cake	0.810	0.375	0.287	tort
cakewalk	0.719	0.510	0.447	tortlar yo'li
calamari	0.521	0.312	0.406	kalamar
calamitous	0.219	0.685	0.500	halokatli
calamity	0.122	0.795	0.343	falokat
calcareous	0.490	0.368	0.462	kalkerli
calcium	0.600	0.346	0.479	kaltsiy
calculate	0.490	0.452	0.440	hisoblash
calculated	0.633	0.425	0.683	hisoblangan
calculating	0.458	0.430	0.625	hisoblash
calculation	0.646	0.453	0.606	hisoblash
calculator	0.513	0.283	0.588	kalkulyator
calculus	0.360	0.360	0.562	hisob
calendar	0.480	0.212	0.473	kalendar
calender	0.531	0.275	0.451	kalender
calf	0.531	0.366	0.336	buzoq
caliber	0.429	0.551	0.606	kalibrli
calibrate	0.552	0.460	0.623	kalibrlash
calico	0.406	0.338	0.491	kalico
calipers	0.480	0.510	0.481	kalibrlar
calisthenics	0.562	0.663	0.545	gimnastika
call	0.594	0.627	0.558	qo'ng'iroq qiling
callback	0.524	0.529	0.434	qayta qo'ng'iroq qilish
caller	0.646	0.615	0.472	qo'ng'iroq qiluvchi
calligraphy	0.620	0.216	0.500	xattotlik
calling	0.646	0.590	0.483	qo'ng'iroq qilish
callous	0.245	0.500	0.386	shafqatsiz
calls	0.608	0.431	0.551	qo'ng'iroqlar
calm	0.875	0.100	0.282	sokin
calming	0.885	0.105	0.360	tinchlantiruvchi
calmness	0.934	0.105	0.394	xotirjamlik
caloric	0.327	0.483	0.448	kaloriyali
calorie	0.333	0.540	0.427	kaloriya
calorimeter	0.406	0.560	0.414	kalorimetr
cam	0.448	0.363	0.355	kamera
camaraderie	0.833	0.510	0.648	do'stlik
camber	0.430	0.382	0.439	kamber
camcorder	0.556	0.422	0.454	videokamera
camel	0.540	0.282	0.314	tuya
cameo	0.573	0.457	0.509	kamo
camera	0.640	0.288	0.379	kamera
cameraman	0.542	0.452	0.542	operator
camisole	0.497	0.250	0.375	kamzulga
camouflage	0.438	0.585	0.450	kamuflyaj
camouflaged	0.350	0.422	0.562	kamuflyajlangan
camp	0.622	0.617	0.594	lager
campaign	0.602	0.730	0.823	kampaniya
campaigner	0.592	0.698	0.821	targ'ibotchi
campaigning	0.531	0.663	0.741	tashviqot
camper	0.573	0.529	0.482	lager
campfire	0.677	0.509	0.436	gulxan
camping	0.653	0.529	0.480	lager
campsite	0.680	0.490	0.547	lager
campus	0.604	0.388	0.519	kampus
can	0.662	0.360	0.454	mumkin
can opener	0.444	0.491	0.308	konserva ochuvchi
canal	0.673	0.259	0.321	kanal
canary	0.582	0.276	0.265	kanareyka
cancel	0.214	0.306	0.368	bekor qilish
canceling	0.229	0.470	0.349	bekor qilish
cancellation	0.224	0.431	0.389	bekor qilish
cancer	0.052	0.694	0.529	saraton
candid	0.667	0.349	0.458	samimiy
candidacy	0.490	0.657	0.696	nomzodlik
candidate	0.596	0.490	0.804	nomzod
candied	0.713	0.330	0.360	shakarlangan
candle	0.602	0.221	0.344	sham
candlelight	0.789	0.294	0.417	sham yorug'ligi
candles	0.615	0.206	0.268	shamlar
candlestick	0.448	0.531	0.534	shamdon
candor	0.740	0.389	0.607	samimiylik
candy	0.930	0.425	0.384	shirinlik
cane	0.459	0.298	0.398	qamish
canine	0.573	0.569	0.425	it
canister	0.553	0.271	0.403	kanistr
canker	0.262	0.469	0.427	saraton
cannabis	0.271	0.500	0.564	nasha
canned	0.398	0.357	0.298	konservalangan
cannibal	0.122	0.824	0.480	kannibal
cannibalism	0.094	0.890	0.583	kannibalizm
canning	0.490	0.392	0.259	konservalash
cannon	0.529	0.676	0.811	to'p
cannonball	0.344	0.840	0.759	zambarak o'ti
canoe	0.542	0.300	0.418	kanoe
canon	0.385	0.519	0.541	kanon
canonical	0.542	0.410	0.620	kanonik
canons	0.385	0.588	0.593	kanonlar
canopy	0.615	0.264	0.398	soyabon
cantaloupe	0.592	0.212	0.276	mushkli qovun
cantbreathe	0.284	0.667	0.375	nafas olmaslik
canteen	0.688	0.600	0.514	Oshxona
canterbury	0.582	0.438	0.510	Kenterberi
canthandleit	0.354	0.613	0.354	canthandleit
cantilever	0.357	0.618	0.421	konsol
cantina	0.646	0.612	0.380	kantina
canto	0.776	0.461	0.554	kanto
canton	0.542	0.472	0.536	kanton
cantstandit	0.418	0.546	0.343	chiday olmayman
cantwin	0.260	0.509	0.298	kantwin
canvas	0.719	0.090	0.364	tuval
canvass	0.675	0.356	0.397	tuval
canyon	0.468	0.731	0.634	kanyon
cap	0.612	0.240	0.375	qopqoq
capability	0.833	0.571	0.730	qobiliyat
capable	0.765	0.587	0.547	qodir
capacity	0.719	0.411	0.806	sig'im
cape	0.531	0.235	0.357	peshtaxta
caper	0.510	0.370	0.326	kapari
capillary	0.469	0.365	0.395	kapillyar
capital	0.520	0.500	0.798	poytaxt
capitalism	0.448	0.686	0.848	kapitalizm
capitalist	0.352	0.577	0.821	kapitalist
capitalize	0.771	0.601	0.885	katta harf bilan yozing
capitals	0.755	0.500	0.655	bosh harflar
capitation	0.479	0.529	0.589	bosh boshi
capitol	0.535	0.375	0.705	kapitol
capitulation	0.375	0.546	0.615	taslim bo'lish
cappuccino	0.792	0.279	0.384	kapuchino
caprice	0.333	0.640	0.430	injiqlik
capricious	0.221	0.650	0.500	injiq
caps	0.510	0.221	0.368	qalpoqchalar
capslock	0.330	0.394	0.398	Caps Lock
capsule	0.583	0.290	0.570	kapsula
captain	0.552	0.653	0.966	kapitan
caption	0.814	0.292	0.379	sarlavha
captivate	0.698	0.604	0.723	maftun qilmoq
captivating	0.895	0.594	0.816	maftunkor
captive	0.235	0.558	0.411	asir
captivity	0.225	0.493	0.387	asirlik
captor	0.347	0.625	0.612	tutqich
capture	0.357	0.650	0.537	qo'lga olish
car	0.776	0.540	0.500	mashina
caramel	0.901	0.363	0.400	karamel
carat	0.823	0.604	0.676	karat
caravan	0.635	0.559	0.455	karvon
carbon	0.604	0.360	0.350	uglerod
carburetor	0.469	0.612	0.555	karbüratör
carcass	0.115	0.529	0.309	tana go'shti
carcinoma	0.153	0.692	0.440	karsinoma
card	0.531	0.269	0.436	karta
cardboard	0.500	0.173	0.309	karton
cardiac	0.344	0.765	0.615	yurak
cardigan	0.599	0.324	0.264	kardigan
cardinal	0.583	0.358	0.712	kardinal
cardiologist	0.458	0.630	0.814	kardiolog
cardiology	0.203	0.545	0.605	kardiologiya
cardiomyopathy	0.177	0.645	0.537	kardiyomiyopatiya
cards	0.568	0.317	0.320	kartalar
care	0.729	0.370	0.500	g'amxo'rlik
career	0.740	0.712	0.606	martaba
carefree	0.755	0.220	0.500	beparvo
careful	0.625	0.538	0.530	ehtiyotkor
carefully	0.698	0.330	0.544	ehtiyotkorlik bilan
careless	0.255	0.431	0.125	beparvo
carelessness	0.245	0.482	0.330	ehtiyotsizlik
caress	0.833	0.418	0.509	erkalash
caret	0.656	0.402	0.527	karet
caretaker	0.714	0.531	0.759	qo'riqchi
cargo	0.408	0.444	0.455	yuk
caribou	0.562	0.452	0.342	karibu
caricature	0.604	0.373	0.383	karikatura
caries	0.115	0.569	0.283	kariyes
caring	0.635	0.469	0.500	g'amxo'rlik
carjack	0.438	0.682	0.439	avtomashinani o'g'irlash
carnage	0.406	0.600	0.558	qirg'in
carnal	0.417	0.679	0.421	jismoniy
carnation	0.653	0.357	0.431	chinnigullar
carnival	0.927	0.888	0.555	karnaval
carnivorous	0.224	0.613	0.651	yirtqich
carol	0.673	0.412	0.436	Kerol
carols	0.847	0.420	0.491	karollar
carousel	0.704	0.500	0.412	karusel
carp	0.531	0.324	0.375	sazan
carpal	0.449	0.327	0.420	karpal
carpenter	0.521	0.550	0.519	duradgor
carpentry	0.561	0.459	0.518	duradgorlik
carpet	0.520	0.170	0.339	gilam
carpeting	0.542	0.312	0.444	gilam qoplamasi
carpool	0.625	0.509	0.500	avtomashina
carriage	0.650	0.538	0.491	arava
carried	0.490	0.382	0.534	olib bordi
carrier	0.533	0.588	0.638	tashuvchi
carrot	0.500	0.235	0.279	sabzi
carry	0.635	0.380	0.500	olib yurish
carrying	0.656	0.557	0.443	tashish
carsick	0.224	0.574	0.255	avtomobil kasali
cart	0.520	0.344	0.388	arava
carte	0.592	0.320	0.274	karta
cartel	0.438	0.394	0.602	kartel
carter	0.312	0.480	0.431	karter
cartilage	0.438	0.370	0.407	xaftaga
cartographic	0.490	0.348	0.424	kartografik
cartography	0.520	0.300	0.579	kartografiya
carton	0.286	0.186	0.241	karton
cartoon	0.867	0.471	0.387	multfilm
cartouche	0.427	0.458	0.450	kartush
cartridge	0.458	0.500	0.407	kartrij
carve	0.469	0.443	0.598	o'yib
carver	0.418	0.500	0.500	o'ymakor
carving	0.541	0.444	0.368	o'ymakorlik
cascade	0.735	0.509	0.395	kaskad
case	0.427	0.275	0.441	hol
casein	0.470	0.436	0.415	kazein
cash	0.867	0.552	0.714	naqd pul
cashier	0.615	0.413	0.484	kassir
cashmere	0.653	0.452	0.439	kaşmir
casing	0.458	0.327	0.328	korpus
casino	0.542	0.684	0.568	kazino
cask	0.490	0.398	0.444	bochka
casket	0.125	0.490	0.346	quti
casserole	0.570	0.360	0.328	kostryulka
cassette	0.490	0.334	0.355	kasseta
cast	0.558	0.620	0.517	quyma
castaway	0.208	0.646	0.422	tashlab yuborish; uloqtirib tashlash
caste	0.510	0.333	0.374	kasta
caster	0.604	0.670	0.647	g'ildirak
castle	0.680	0.396	0.718	qal'a
castor	0.583	0.337	0.368	kastor
castrate	0.177	0.485	0.519	kastratsiya qilish
castration	0.198	0.735	0.381	kastratsiya
casual	0.643	0.224	0.385	tasodifiy
casually	0.658	0.290	0.333	tasodifan
casualty	0.235	0.274	0.132	qurbon
cat	0.667	0.260	0.370	mushuk
catabolism	0.265	0.573	0.605	katabolizm
catalog	0.561	0.221	0.573	katalog
catalogue	0.647	0.327	0.533	katalog
catalysis	0.385	0.559	0.531	kataliz
catalyst	0.604	0.509	0.585	katalizator
catalytic	0.562	0.519	0.563	katalitik
catamaran	0.571	0.566	0.526	katamaran
catapult	0.480	0.830	0.649	katapult
cataract	0.406	0.545	0.549	katarakt
catastrophe	0.146	0.952	0.670	falokat
catastrophic	0.071	0.934	0.598	halokatli
catatonic	0.255	0.500	0.509	katatonik
catch	0.531	0.437	0.552	tutmoq
catcher	0.653	0.413	0.540	tutuvchi
catching	0.490	0.788	0.644	tutish
catchphrase	0.698	0.423	0.433	ibora
catchy	0.677	0.441	0.462	jozibali
catechism	0.656	0.236	0.613	katexizm
categorical	0.615	0.442	0.760	kategorik
category	0.571	0.264	0.521	kategoriya
cater	0.802	0.500	0.509	qondirish
caterer	0.550	0.557	0.644	umumiy ovqatlanish korxonasi
caterpillar	0.461	0.286	0.330	tırtıl
cates	0.370	0.394	0.407	kates
catfish	0.458	0.337	0.296	laqqa baliq
cathartic	0.450	0.510	0.604	katartik
cathedral	0.598	0.330	0.643	ibodathona
catheter	0.336	0.491	0.373	kateter
cathouse	0.327	0.375	0.363	mushukxona
catnip	0.439	0.381	0.296	mushuk novdasi
cattle	0.622	0.340	0.445	qoramol
catwalk	0.698	0.436	0.464	podium
caucus	0.418	0.311	0.491	kokus
caudal	0.500	0.425	0.583	kaudal
cauldron	0.510	0.486	0.418	qozon
cauliflower	0.448	0.255	0.231	gulkaram
caulk	0.367	0.500	0.418	quymoq
causal	0.562	0.367	0.491	sababiy
causality	0.500	0.378	0.336	nedensellik
causation	0.562	0.480	0.567	sabab-oqibat
cause	0.469	0.373	0.486	sabab
caused	0.344	0.520	0.382	sabab bo'lgan
causeway	0.453	0.382	0.422	yo'l
caution	0.552	0.712	0.547	ehtiyot
cautionary	0.510	0.541	0.519	ogohlantiruvchi
cautious	0.470	0.445	0.517	ehtiyotkor
cautiously	0.510	0.388	0.525	ehtiyotkorlik bilan
cavalier	0.735	0.462	0.713	kavaler
cavalry	0.667	0.727	0.794	otliqlar
cave	0.459	0.333	0.380	g'or
caveat	0.344	0.629	0.484	ogohlantirish
caveman	0.235	0.644	0.482	g'or odami
cavern	0.323	0.360	0.365	g'or
cavernous	0.354	0.548	0.462	kavernöz
caviar	0.906	0.394	0.481	ikra
caving	0.378	0.491	0.551	g'or qazish
cavity	0.466	0.385	0.379	bo'shliq
cayenne	0.615	0.306	0.355	qayin
cease	0.388	0.250	0.420	to'xtatish
ceasefire	0.542	0.594	0.567	sulh
ceaseless	0.378	0.704	0.658	tinimsiz
cedar	0.560	0.267	0.577	sadr
cede	0.275	0.327	0.402	berish
ceiling	0.520	0.224	0.366	shift
celebrant	0.865	0.656	0.643	bayram
celebrate	0.917	0.857	0.859	nishonlash
celebrated	0.875	0.690	0.763	nishonlandi
celebrating	0.927	0.860	0.773	nishonlash
celebration	0.939	0.824	0.880	bayram
celebrations	0.958	0.794	0.714	bayramlar
celebratory	0.857	0.653	0.845	bayramona
celebrity	0.760	0.619	0.855	mashhur
celery	0.396	0.147	0.223	seldr
celestial	0.817	0.360	0.731	samoviy
celibacy	0.302	0.276	0.509	turmush qurmaslik
celibate	0.419	0.387	0.391	turmush qurmaslik
cell	0.541	0.375	0.465	hujayra
cellar	0.510	0.277	0.406	yerto‘la
cellblock	0.186	0.570	0.500	hujayra bloki
cellist	0.667	0.500	0.486	violonchelchi
cellmate	0.167	0.684	0.349	kameradosh
cello	0.635	0.324	0.528	violonchel
cellophane	0.648	0.282	0.289	selofan
cellular	0.643	0.398	0.517	uyali
cellulite	0.200	0.384	0.256	selülit
celluloid	0.469	0.440	0.425	selluloid
cement	0.544	0.265	0.527	sement
cemented	0.429	0.382	0.537	sementlangan
cemetery	0.051	0.630	0.417	qabriston
censor	0.344	0.276	0.538	tsenzura
censorship	0.219	0.698	0.421	tsenzura
censure	0.219	0.653	0.417	qoralash
census	0.449	0.289	0.553	aholini ro'yxatga olish
cent	0.439	0.367	0.402	sent
centenary	0.604	0.440	0.642	yuz yillik
centennial	0.583	0.394	0.700	yuz yillik
center	0.643	0.231	0.431	markaz
centerfold	0.571	0.407	0.485	markaziy burma
centerpiece	0.594	0.208	0.520	markaziy qism
centimeter	0.427	0.280	0.380	santimetr
centipede	0.296	0.399	0.361	qirqayoq
central	0.640	0.356	0.621	markaziy
centrality	0.571	0.312	0.709	markazlashuv
centralization	0.521	0.440	0.702	markazlashtirish
centralize	0.684	0.427	0.802	markazlashtirish
centrally	0.729	0.280	0.700	markaziy
centrifugal	0.306	0.651	0.480	markazdan qochma
centrifuge	0.495	0.622	0.527	sentrifuga
centurion	0.590	0.447	0.696	yuzboshi
century	0.407	0.347	0.735	asr
ceramic	0.521	0.255	0.371	keramika
ceramics	0.573	0.250	0.373	keramika
cereal	0.612	0.206	0.316	don
cereals	0.719	0.224	0.311	yormalar
cerebral	0.408	0.509	0.627	miya
ceremonial	0.771	0.540	0.691	tantanali
ceremony	0.760	0.559	0.761	marosim
certain	0.760	0.358	0.673	aniq
certainty	0.781	0.400	0.769	ishonch
certifiable	0.714	0.427	0.662	sertifikatlangan
certificate	0.786	0.377	0.746	sertifikat
certified	0.781	0.422	0.806	sertifikatlangan
certify	0.866	0.400	0.746	sertifikatlash
cervical	0.375	0.413	0.445	bachadon bo'yni
cervix	0.429	0.360	0.340	bachadon bo'yni
cess	0.427	0.375	0.406	cess
cessation	0.414	0.385	0.358	to'xtatish
cesspool	0.167	0.460	0.409	axlatxona
cha cha	0.714	0.546	0.324	cha cha
chaff	0.333	0.327	0.188	somon
chafing	0.430	0.415	0.368	ishqalanish
chagrin	0.104	0.704	0.472	xafa
chagrined	0.112	0.745	0.361	xafa bo'ldi
chai	0.500	0.375	0.363	choy
chain	0.378	0.500	0.547	zanjir
chainsaw	0.367	0.804	0.636	zanjirli arra
chair	0.562	0.082	0.276	stul
chairman	0.656	0.567	0.933	rais
chairperson	0.730	0.657	0.966	rais
chairwoman	0.719	0.664	0.953	rais
chaise	0.406	0.349	0.327	aravacha
chalet	0.653	0.349	0.278	chalet
chalice	0.633	0.286	0.529	kosa
chalk	0.385	0.185	0.121	bo'r
challenge	0.469	0.922	0.713	qiyinchilik
challenger	0.417	0.755	0.652	raqib
chamber	0.583	0.373	0.455	kamera
chambermaid	0.594	0.375	0.336	palata xizmatchisi
chambers	0.542	0.442	0.388	kameralar
chameleon	0.490	0.580	0.345	xameleon
champ	0.854	0.754	0.896	chempion
champagne	0.760	0.600	0.454	Shampan vinosi
champion	0.890	0.880	0.945	chempion
championship	0.833	0.800	0.880	chempionat
chance	0.833	0.551	0.525	imkoniyat
chancellor	0.646	0.500	0.887	kansler
chandelier	0.615	0.542	0.366	qandil
chandler	0.510	0.452	0.454	chandler
change	0.625	0.575	0.606	o'zgartirish
changeable	0.490	0.480	0.528	o'zgaruvchan
changed	0.594	0.375	0.491	o'zgardi
changer	0.583	0.519	0.567	almashtirgich
changing	0.571	0.569	0.461	o'zgaruvchan
channel	0.490	0.287	0.405	kanal
chant	0.771	0.698	0.650	kuylash
chaos	0.016	0.923	0.373	tartibsizlik
chaotic	0.115	0.847	0.442	xaotik
chap	0.550	0.410	0.345	bob
chapel	0.573	0.240	0.440	cherkov
chaperon	0.500	0.520	0.404	chaperon
chaplain	0.582	0.370	0.577	ruhoniy
chapman	0.562	0.529	0.465	chapman
chaps	0.350	0.462	0.350	boblar
chapter	0.580	0.308	0.461	bob
char	0.554	0.361	0.404	char
character	0.667	0.373	0.686	xarakter
characteristic	0.583	0.328	0.538	xarakterli
characterize	0.729	0.471	0.735	xarakterlash
charade	0.458	0.550	0.346	charade
charcoal	0.302	0.186	0.342	ko'mir
chardonnay	0.677	0.567	0.492	chardonnay
charge	0.510	0.633	0.785	zaryad
chargeable	0.551	0.550	0.453	haq olinadi
charger	0.531	0.418	0.545	zaryadlovchi
chariot	0.684	0.550	0.491	arava
charisma	0.938	0.591	0.759	xarizma
charismatic	0.938	0.684	0.849	xarizmatik
charitable	0.865	0.380	0.593	xayriya
charity	0.920	0.284	0.551	xayriya
charlatan	0.200	0.640	0.352	sharlatan
charm	0.833	0.363	0.649	joziba
charmed	0.938	0.570	0.769	Maftun bo'ldim
charmer	0.882	0.683	0.782	maftunkor
charming	0.917	0.660	0.764	maftunkor
charred	0.208	0.676	0.373	kuygan
chart	0.469	0.317	0.330	diagramma
charter	0.677	0.382	0.518	nizom
chartered	0.569	0.460	0.490	ijaraga olingan
chase	0.396	0.878	0.623	ketidan quvmoq
chased	0.188	0.830	0.287	quvdi
chaser	0.375	0.830	0.645	quvuvchi
chasm	0.265	0.579	0.500	jarlik
chassis	0.406	0.342	0.444	shassi
chaste	0.408	0.248	0.453	pok
chastened	0.156	0.580	0.345	jazolangan
chastisement	0.156	0.852	0.462	jazolash
chastity	0.469	0.392	0.509	iffat
chat	0.729	0.400	0.346	suhbat
chateau	0.615	0.464	0.702	chateau
chatter	0.560	0.450	0.347	suhbatlashish
chatterbox	0.459	0.548	0.482	suhbat qutisi
chattering	0.460	0.663	0.304	suhbatlashish
chatty	0.594	0.548	0.345	suhbatdosh
chauffeur	0.500	0.353	0.471	haydovchi
chauvinist	0.310	0.539	0.527	shovinist
cheap	0.612	0.471	0.272	arzon
cheapened	0.471	0.611	0.282	arzonlashtirilgan
cheapskate	0.148	0.482	0.327	arzon konki
cheat	0.125	0.776	0.400	aldash
cheater	0.104	0.920	0.333	firibgar
check	0.523	0.552	0.602	tekshirish
checkbook	0.552	0.284	0.364	chek kitobi
checker	0.330	0.417	0.553	tekshirgich
checkered	0.459	0.316	0.336	katakli
checkers	0.676	0.451	0.437	shashka
checklist	0.561	0.521	0.552	nazorat ro'yxati
checkmate	0.667	0.708	0.750	shashka
checkout	0.597	0.510	0.670	tekshirib ko'rmoq
checkpoint	0.571	0.323	0.812	nazorat punkti
checkup	0.500	0.435	0.491	tekshirmoq
cheek	0.670	0.314	0.421	yonoq
cheeks	0.708	0.324	0.282	yonoqlari
cheeky	0.434	0.679	0.410	arzimas
cheep	0.367	0.380	0.373	jiringlamoq
cheer	0.938	0.784	0.845	hayqiriq
cheered	0.875	0.648	0.790	quvondi
cheerful	0.990	0.720	0.696	quvnoq
cheerfulness	0.969	0.802	0.675	quvnoqlik
cheering	0.815	0.824	0.642	xursandchilik
cheerleader	0.923	0.746	0.657	cheerleader
cheerleading	0.698	0.769	0.404	quvnoqlik
cheerless	0.204	0.373	0.167	quvnoq
cheers	0.948	0.770	0.702	xayr
cheery	0.949	0.657	0.486	quvnoq
cheese	0.740	0.280	0.281	pishloq
cheeseburger	0.802	0.529	0.336	cheeseburger
cheesecake	0.860	0.276	0.238	cheesecake
cheesy	0.470	0.471	0.179	pishloqli
cheetah	0.469	0.770	0.667	gepard
chef	0.854	0.411	0.570	oshpaz
chemical	0.337	0.560	0.508	kimyoviy
chemise	0.530	0.275	0.364	kimyo
chemist	0.408	0.575	0.610	kimyogar
chemistry	0.625	0.520	0.694	kimyo
chemo	0.214	0.686	0.444	kimyo
chemotherapy	0.163	0.689	0.517	kimyoterapiya
cheque	0.698	0.529	0.660	tekshirish
cherish	0.896	0.491	0.652	qadrlash
cherishing	0.836	0.380	0.625	qadrlash
cherry	0.688	0.186	0.250	gilos
cherub	0.663	0.340	0.455	karub
chess	0.656	0.363	0.518	shaxmat
chest	0.520	0.429	0.481	ko'krak qafasi
chestnut	0.714	0.210	0.294	kashtan
chevron	0.469	0.469	0.598	chevron
chew	0.520	0.490	0.404	chaynash
chewy	0.625	0.418	0.390	chaynalgan
chic	0.870	0.624	0.380	hashamatli
chicane	0.357	0.460	0.481	chikan
chick	0.771	0.602	0.387	jo'ja
chicken	0.594	0.306	0.394	tovuq
chicken pox	0.194	0.510	0.415	Suvchechak
chickenpox	0.173	0.562	0.357	Suvchechak
chief	0.520	0.544	0.869	boshliq
chiefly	0.600	0.587	0.764	asosan
chieftain	0.343	0.529	0.860	boshliq
chiffon	0.406	0.230	0.250	shifon
child	0.912	0.460	0.413	bola
childbirth	0.604	0.861	0.673	tug'ish
childhood	0.865	0.413	0.307	bolalik
childish	0.573	0.442	0.230	bolalarcha
childless	0.310	0.400	0.396	farzandsiz
childlike	0.656	0.372	0.293	bolalarcha
childloss	0.240	0.571	0.421	bola yo'qotish
children	0.857	0.538	0.435	bolalar
chili	0.592	0.566	0.433	qalampir
chill	0.837	0.206	0.482	sovuq
chilled	0.521	0.340	0.482	sovutilgan
chilling	0.208	0.850	0.358	sovutish
chilly	0.329	0.459	0.408	sovuq
chime	0.573	0.541	0.464	jiringlash
chimera	0.292	0.582	0.372	kimera
chimes	0.625	0.490	0.402	jiringlaydi
chimney	0.583	0.286	0.225	baca
chimp	0.394	0.588	0.345	shimpanze
chimpanzee	0.500	0.633	0.387	shimpanze
chin	0.571	0.310	0.269	iyagi
china	0.561	0.443	0.556	Xitoy
chinchilla	0.480	0.450	0.286	chinchilla
chine	0.561	0.360	0.352	chin
chinook	0.408	0.497	0.491	chinok
chip	0.479	0.382	0.452	chip
chipmunk	0.573	0.562	0.409	chipmunk
chipper	0.418	0.588	0.500	maydalagich
chipping	0.354	0.452	0.353	chipping
chiropractor	0.420	0.549	0.651	chiropraktor
chirp	0.469	0.602	0.365	chiyillash
chirping	0.500	0.463	0.360	chiyillash
chisel	0.469	0.404	0.452	keski
chiseler	0.429	0.606	0.464	keskich
chit	0.490	0.352	0.321	chit
chitchat	0.673	0.455	0.403	suhbat
chivalry	0.857	0.380	0.848	ritsarlik
chloride	0.265	0.387	0.474	xlorid
chlorine	0.306	0.327	0.332	xlor
chloroform	0.281	0.370	0.393	xloroform
chocolate	0.885	0.480	0.418	shokolad
choice	0.745	0.520	0.664	tanlash
choir	0.704	0.298	0.473	xor
choke	0.167	0.788	0.676	bo'g'moq
cholera	0.020	0.867	0.507	vabo
cholesterol	0.198	0.583	0.398	xolesterin
choose	0.615	0.542	0.648	tanlang
choosing	0.719	0.529	0.689	tanlash
choosy	0.280	0.760	0.712	tanlagan
chop	0.250	0.655	0.467	chop
chopper	0.594	0.560	0.509	maydalagich
choppers	0.469	0.745	0.691	maydalagichlar
chopping	0.560	0.625	0.362	maydalash
chops	0.612	0.420	0.269	pirzola
choral	0.852	0.290	0.421	xor
chord	0.729	0.394	0.539	akkord
chords	0.639	0.406	0.388	akkordlar
chore	0.406	0.462	0.500	ish
choreographer	0.646	0.639	0.625	xoreograf
choreography	0.812	0.750	0.547	xoreografiya
chorus	0.620	0.417	0.500	xor
chosen	0.865	0.449	0.833	tanlangan
chow	0.573	0.490	0.390	chov
chowder	0.510	0.324	0.241	sho'rva
christ	0.781	0.510	0.750	Masih
christen	0.673	0.356	0.588	suvga cho'mish
christening	0.725	0.382	0.650	suvga cho'mish
christmas	0.959	0.520	0.741	Rojdestvo
christmasbreak	0.842	0.640	0.548	Rojdestvo bayrami
christmaseve	0.812	0.491	0.463	Rojdestvo arafasi
christmasspirit	0.867	0.602	0.575	Rojdestvo ruhi
christmassy	0.875	0.698	0.602	Rojdestvo
christmastime	0.837	0.588	0.515	Rojdestvo
chromatic	0.407	0.413	0.435	xromatik
chromatography	0.480	0.537	0.535	xromatografiya
chrome	0.582	0.373	0.421	xrom
chromium	0.458	0.404	0.447	xrom
chromosome	0.500	0.296	0.548	xromosoma
chronic	0.255	0.615	0.464	surunkali
chronicle	0.427	0.571	0.586	xronika
chronograph	0.500	0.392	0.529	xronograf
chronological	0.594	0.445	0.600	xronologik
chubby	0.531	0.427	0.304	tombul
chuck	0.542	0.509	0.413	chak
chuckle	0.844	0.736	0.481	kulmoq
chug	0.401	0.413	0.358	chug
chum	0.911	0.347	0.518	chum
chummy	0.760	0.420	0.610	ahmoq
chump	0.375	0.451	0.304	cho'p
