English Word	Valence	Arousal	Dominance	Kannada Word
bacterial	0.156	0.500	0.473	ಬ್ಯಾಕ್ಟೀರಿಯಾದ
bacterium	0.194	0.545	0.345	ಬ್ಯಾಕ್ಟೀರಿಯಾ
bad	0.125	0.625	0.373	ಕೆಟ್ಟ
badass	0.255	0.775	0.745	ದುಷ್ಟರು
badday	0.327	0.449	0.373	ಕೆಟ್ಟ ದಿನ
badfeeling	0.250	0.559	0.365	ಕೆಟ್ಟ ಭಾವನೆ
badge	0.567	0.488	0.691	ಬ್ಯಾಡ್ಜ್
badger	0.344	0.429	0.357	ಬ್ಯಾಜರ್
badhabit	0.184	0.594	0.311	ಕೆಟ್ಟ ಅಭ್ಯಾಸ
badly	0.073	0.509	0.286	ಕೆಟ್ಟದಾಗಿ
badness	0.094	0.823	0.463	ಕೆಟ್ಟತನ
baffle	0.344	0.442	0.482	ಅಡ್ಡಿಪಡಿಸು
baffled	0.151	0.600	0.339	ತಬ್ಬಿಬ್ಬಾದ
bag	0.500	0.250	0.314	ಚೀಲ
bagel	0.531	0.363	0.340	ಬಾಗಲ್
baggage	0.610	0.363	0.427	ಸಾಮಾನು ಸರಂಜಾಮು
baggie	0.367	0.427	0.366	ಬ್ಯಾಗಿ
baggy	0.521	0.278	0.452	ಚೀಲದ
bagman	0.506	0.500	0.394	ಬ್ಯಾಗ್ಮ್ಯಾನ್
bagpipes	0.541	0.556	0.412	ಬ್ಯಾಗ್‌ಪೈಪ್‌ಗಳು
bail	0.373	0.520	0.561	ಜಾಮೀನು
bailiff	0.347	0.519	0.759	ದಂಡಾಧಿಕಾರಿ
bait	0.276	0.327	0.296	ಬೆಟ್
bake	0.867	0.418	0.519	ತಯಾರಿಸಲು
bakery	0.802	0.500	0.380	ಬೇಕರಿ
baking	0.549	0.455	0.451	ಬೇಕಿಂಗ್
bal	0.490	0.412	0.432	ಬಾಲ
balance	0.684	0.265	0.735	ಸಮತೋಲನ
balanced	0.806	0.255	0.745	ಸಮತೋಲಿತ
balcony	0.562	0.392	0.380	ಬಾಲ್ಕನಿ
bald	0.306	0.184	0.268	ಬೋಳು
balding	0.302	0.363	0.368	ಬೋಳು
baldy	0.398	0.385	0.396	ಬಾಲ್ಡಿ
bale	0.437	0.363	0.412	ಬೇಲ್
balk	0.229	0.451	0.415	ತಡೆಯು
ball	0.740	0.427	0.317	ಚೆಂಡು
ballad	0.792	0.284	0.424	ನಾಡಗೀತೆ
ballast	0.354	0.423	0.287	ನಿಲುಭಾರ
ballerina	0.802	0.660	0.475	ನರ್ತಕಿ
ballet	0.656	0.480	0.358	ಬ್ಯಾಲೆ
ballgame	0.781	0.790	0.407	ಚೆಂಡಾಟ
ballistic	0.260	0.806	0.685	ಬ್ಯಾಲಿಸ್ಟಿಕ್
ballistics	0.271	0.787	0.610	ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್
balloon	0.729	0.245	0.315	ಬಲೂನ್
ballot	0.521	0.361	0.358	ಮತದಾನ
ballpark	0.724	0.694	0.529	ಬಾಲ್ ಪಾರ್ಕ್
ballplayer	0.719	0.764	0.566	ಬಾಲ್ ಪ್ಲೇಯರ್
ballpoint	0.596	0.337	0.318	ಬಾಲ್ ಪಾಯಿಂಟ್
ballroom	0.847	0.635	0.448	ಬಾಲ್ ರೂಂ
ballsy	0.531	0.491	0.414	ಚೆಂಡುಗಳಂತಹ
balm	0.625	0.275	0.414	ಮುಲಾಮು
balmy	0.684	0.327	0.545	ಹಿತವಾದ
balsam	0.663	0.250	0.385	ಬಾಲ್ಸಾಮ್
balsamic	0.582	0.283	0.447	ಬಾಲ್ಸಾಮಿಕ್
bam	0.427	0.472	0.390	ಬಾಮ್
bamboo	0.646	0.222	0.356	ಬಿದಿರು
ban	0.146	0.689	0.587	ನಿಷೇಧ
banana	0.612	0.230	0.241	ಬಾಳೆಹಣ್ಣು
band	0.648	0.552	0.525	ಬ್ಯಾಂಡ್
bandage	0.220	0.327	0.286	ಬ್ಯಾಂಡೇಜ್
bandanna	0.562	0.276	0.277	ಬಂದಣ್ಣ
bandit	0.094	0.796	0.567	ಡಕಾಯಿತ
bandstand	0.735	0.536	0.520	ಬ್ಯಾಂಡ್‌ಸ್ಟ್ಯಾಂಡ್
bandwagon	0.625	0.651	0.509	ಬ್ಯಾಂಡ್ವ್ಯಾಗನ್
bandwidth	0.714	0.337	0.548	ಬ್ಯಾಂಡ್ವಿಡ್ತ್
bane	0.265	0.694	0.366	ನಿಷೇಧ
bang	0.265	0.951	0.740	ಬ್ಯಾಂಗ್
banger	0.378	0.540	0.538	ಬ್ಯಾಂಗರ್
banish	0.163	0.677	0.543	ಗಡಿಪಾರು
banished	0.052	0.713	0.370	ಗಡಿಪಾರು
banishment	0.160	0.775	0.298	ಗಡಿಪಾರು
banister	0.418	0.410	0.332	ಬಹಿಷ್ಕಾರ
banjo	0.469	0.400	0.370	ಬ್ಯಾಂಜೊ
bank	0.562	0.327	0.675	ಬ್ಯಾಂಕ್
banker	0.586	0.588	0.792	ಬ್ಯಾಂಕರ್
banking	0.510	0.327	0.500	ಬ್ಯಾಂಕಿಂಗ್
bankroll	0.469	0.570	0.509	ಬ್ಯಾಂಕ್ರೋಲ್
bankrupt	0.163	0.673	0.337	ದಿವಾಳಿಯಾದ
bankruptcy	0.010	0.696	0.209	ದಿವಾಳಿತನದ
banner	0.521	0.408	0.474	ಬ್ಯಾನರ್
banquet	0.765	0.571	0.600	ಔತಣಕೂಟ
banshee	0.408	0.565	0.481	banshee
banter	0.594	0.677	0.464	ಪರಿಹಾಸ್ಯ
banzai	0.550	0.510	0.443	ಬಂಝೈ
baptism	0.844	0.384	0.566	ಬ್ಯಾಪ್ಟಿಸಮ್
baptismal	0.646	0.343	0.625	ಬ್ಯಾಪ್ಟಿಸಮ್
baptize	0.739	0.426	0.594	ಬ್ಯಾಪ್ಟೈಜ್
bar	0.500	0.531	0.481	ಬಾರ್
barb	0.448	0.365	0.417	ಬಾರ್ಬ್
barbarian	0.323	0.896	0.713	ಅನಾಗರಿಕ
barbaric	0.235	0.798	0.738	ಅನಾಗರಿಕ
barbarism	0.190	0.815	0.614	ಅನಾಗರಿಕತೆ
barbecue	0.792	0.643	0.456	ಬಾರ್ಬೆಕ್ಯೂ
barbed	0.177	0.594	0.455	ಮುಳ್ಳುತಂತಿಯ
barber	0.543	0.459	0.356	ಕ್ಷೌರಿಕ
barbershop	0.597	0.441	0.382	ಕ್ಷೌರಿಕನ ಅಂಗಡಿ
barbie doll	0.729	0.370	0.330	ಬಾರ್ಬಿ ಗೊಂಬೆ
bard	0.470	0.410	0.439	ಬಾರ್ಡ್
bare	0.333	0.717	0.296	ಬರಿಯ
bareback	0.500	0.356	0.373	ಬೇರ್ಬ್ಯಾಕ್
barefoot	0.445	0.373	0.241	ಬರಿಗಾಲಿನ
barely	0.448	0.183	0.268	ಅಷ್ಟೇನೂ
barf	0.340	0.491	0.394	ಬಾರ್ಫ್
bargain	0.653	0.533	0.670	ಚೌಕಾಸಿ
bargaining	0.622	0.640	0.642	ಚೌಕಾಶಿ
barge	0.469	0.388	0.465	ನಾಡದೋಣಿ
baritone	0.592	0.529	0.500	ಬ್ಯಾರಿಟೋನ್
barium	0.406	0.353	0.377	ಬೇರಿಯಮ್
bark	0.360	0.602	0.395	ತೊಗಟೆ
barkeep	0.480	0.500	0.454	ತೊಗಟೆ
barks	0.427	0.694	0.325	ಬೊಗಳುತ್ತಾನೆ
barley	0.614	0.212	0.296	ಬಾರ್ಲಿ
barmaid	0.521	0.472	0.440	ಬಾರ್ಮೇಡ್
barman	0.594	0.610	0.400	ಬಾರ್ಮನ್
barn	0.510	0.452	0.425	ಕೊಟ್ಟಿಗೆ
barnacle	0.408	0.337	0.457	ಕಣಜ
barney	0.451	0.378	0.440	ಬಾರ್ನೆ
barnyard	0.510	0.353	0.336	ಕಣಜ
barometer	0.388	0.273	0.545	ವಾಯುಭಾರ ಮಾಪಕ
baron	0.520	0.358	0.709	ಬ್ಯಾರನ್
baroness	0.625	0.453	0.755	ಬ್ಯಾರನೆಸ್
baroque	0.490	0.357	0.418	ಬರೋಕ್
barrack	0.378	0.500	0.455	ಬ್ಯಾರಕ್
barracuda	0.333	0.713	0.510	ಬರಾಕುಡಾ
barrage	0.388	0.871	0.627	ವಾಗ್ದಾಳಿ
barred	0.143	0.741	0.535	ತಡೆಹಿಡಿಯಲಾಗಿದೆ
barrel	0.429	0.298	0.474	ಬ್ಯಾರೆಲ್
barren	0.173	0.373	0.221	ಬಂಜರು
barricade	0.323	0.667	0.673	ಬ್ಯಾರಿಕೇಡ್
barrier	0.333	0.480	0.562	ತಡೆಗೋಡೆ
barring	0.292	0.670	0.420	ತಡೆ
barrister	0.469	0.570	0.792	ನ್ಯಾಯವಾದಿ
barroom	0.686	0.619	0.470	ಕೋಣೆ
barrow	0.479	0.363	0.362	ಬಾರೋ
bartender	0.573	0.698	0.585	ಬಾರ್ಟೆಂಡರ್
barter	0.465	0.559	0.596	ವಿನಿಮಯ
base	0.635	0.298	0.553	ಬೇಸ್
baseball	0.660	0.760	0.563	ಬೇಸ್ಬಾಲ್
baseball bat	0.667	0.567	0.509	ಬೇಸ್ ಬಾಲ್ ಬ್ಯಾಟ್
baseboard	0.396	0.198	0.405	ಬೇಸ್ಬೋರ್ಡ್
baseless	0.292	0.382	0.375	ಆಧಾರರಹಿತ
baseline	0.483	0.367	0.509	ಬೇಸ್ಲೈನ್
baseman	0.604	0.449	0.462	ಬೇಸ್ಮ್ಯಾನ್
basement	0.388	0.500	0.268	ನೆಲಮಾಳಿಗೆ
bases	0.569	0.236	0.591	ಆಧಾರಗಳು
bash	0.385	0.546	0.463	ಬಾಷ್
bashful	0.400	0.406	0.217	ನಾಚಿಕೆಗೇಡು
basic	0.643	0.102	0.395	ಮೂಲಭೂತ
basics	0.688	0.311	0.491	ಮೂಲಭೂತ ಅಂಶಗಳು
basil	0.534	0.274	0.309	ತುಳಸಿ
basilica	0.612	0.302	0.639	ಬೆಸಿಲಿಕಾ
basin	0.552	0.231	0.398	ಜಲಾನಯನ ಪ್ರದೇಶ
basis	0.602	0.260	0.426	ಆಧಾರದ
bask	0.760	0.330	0.381	ಬೇಯಲು
basket	0.458	0.227	0.336	ಬುಟ್ಟಿ
basketball	0.814	0.764	0.435	ಬ್ಯಾಸ್ಕೆಟ್ಬಾಲ್
bass	0.427	0.206	0.268	ಬಾಸ್
bass guitar	0.738	0.370	0.294	ಬಾಸ್ ಗಿಟಾರ್
basso	0.417	0.420	0.439	ಬಸ್ಸೋ
bassoon	0.500	0.433	0.310	ಬಾಸೂನ್
bastard	0.094	0.692	0.289	ಬಾಸ್ಟರ್ಡ್
bastarding	0.104	0.608	0.269	ಬಾಸ್ಟರ್ಡಿಂಗ್
bastards	0.082	0.680	0.422	ಕಿಡಿಗೇಡಿಗಳು
bastion	0.531	0.500	0.596	ಭದ್ರಕೋಟೆ
bat	0.324	0.409	0.480	ಬ್ಯಾಟ್
batch	0.560	0.357	0.357	ಬ್ಯಾಚ್
batching	0.484	0.420	0.518	ಬ್ಯಾಚಿಂಗ್
bate	0.429	0.525	0.464	ಬೇಟ್
bath	0.725	0.260	0.263	ಸ್ನಾನ
bathe	0.677	0.294	0.371	ಸ್ನಾನ ಮಾಡು
bathhouse	0.602	0.380	0.459	ಸ್ನಾನಗೃಹ
bathing	0.740	0.276	0.361	ಸ್ನಾನ
bathrobe	0.531	0.442	0.394	ಬಾತ್ರೋಬ್
bathroom	0.561	0.283	0.345	ಸ್ನಾನಗೃಹ
bathtub	0.625	0.240	0.318	ಸ್ನಾನದ ತೊಟ್ಟಿ
bathymetry	0.432	0.480	0.509	ಸ್ನಾನಮಾಪನ
baton	0.272	0.235	0.519	ಲಾಠಿ
battalion	0.333	0.818	0.795	ಬೆಟಾಲಿಯನ್
batter	0.561	0.245	0.373	ಬ್ಯಾಟರ್
battered	0.080	0.790	0.306	ಜರ್ಜರಿತನಾದ
battering	0.210	0.798	0.490	ಹೊಡೆಯುವುದು
battery	0.480	0.425	0.442	ಬ್ಯಾಟರಿ
battle	0.365	0.945	0.868	ಕದನ
battled	0.292	0.794	0.575	ಹೋರಾಡಿದರು
battlefield	0.133	0.918	0.781	ಯುದ್ಧಭೂಮಿ
battleground	0.156	0.958	0.812	ಯುದ್ಧಭೂಮಿ
battlements	0.276	0.441	0.530	ಯುದ್ಧಭೂಮಿಗಳು
battleship	0.479	0.750	0.726	ಯುದ್ಧನೌಕೆ
batty	0.375	0.619	0.274	ಬಟ್ಟಿ
bauble	0.698	0.429	0.255	ಬಾಬಲ್
bawdy	0.184	0.823	0.508	ಕೆಟ್ಟ
bawl	0.385	0.880	0.561	ಗೋಳಾಟ
bay	0.719	0.365	0.569	ಕೊಲ್ಲಿ
bayonet	0.263	0.775	0.561	ಬಯೋನೆಟ್
bayou	0.469	0.431	0.324	ಬೇಯು
bazaar	0.604	0.340	0.500	ಬಜಾರ್
bazooka	0.302	0.824	0.634	ಬಾಝೂಕಾ
bday	0.729	0.600	0.415	bday
be	0.670	0.240	0.554	ಎಂದು
beach	0.885	0.529	0.455	ಕಡಲತೀರ
beaches	0.865	0.500	0.538	ಕಡಲತೀರಗಳು
beacon	0.580	0.407	0.537	ದಾರಿದೀಪ
bead	0.592	0.388	0.381	ಮಣಿ
beading	0.542	0.320	0.398	ಮಣಿ ಹಾಕುವುದು
beads	0.673	0.388	0.552	ಮಣಿಗಳು
beady	0.448	0.417	0.443	ಮಣಿಗಳಿಂದ ಕೂಡಿದ
beagle	0.649	0.470	0.395	ಬೀಗಲ್
beak	0.375	0.363	0.411	ಕೊಕ್ಕು
beaker	0.420	0.410	0.391	ಚೆಂಬು
beam	0.584	0.349	0.382	ಕಿರಣ
beaming	0.892	0.654	0.587	ಪ್ರಜ್ವಲಿಸುತ್ತಿದೆ
bean	0.667	0.269	0.264	ಹುರುಳಿ
beanbag	0.450	0.380	0.340	ಹುರುಳಿ ಚೀಲ
beanie	0.500	0.230	0.263	ಬೀನಿ
bear	0.448	0.570	0.475	ಕರಡಿ
bearable	0.542	0.375	0.605	ಸಹನೀಯ
beard	0.490	0.261	0.371	ಗಡ್ಡ
bearded	0.439	0.337	0.391	ಗಡ್ಡ ಬಿಟ್ಟ
bearer	0.571	0.547	0.676	ಧಾರಕ
bearing	0.571	0.367	0.474	ಬೇರಿಂಗ್
bearings	0.418	0.490	0.426	ಬೇರಿಂಗ್ಗಳು
bearish	0.521	0.549	0.324	ಕರಡಿ
bearskin	0.333	0.398	0.464	ಕರಡಿ ಚರ್ಮ
beast	0.214	0.780	0.732	ಮೃಗ
beastly	0.146	0.874	0.843	ಮೃಗವಾಗಿ
beat	0.279	0.647	0.492	ಸೋಲಿಸಿದರು
beaten	0.083	0.846	0.265	ಹೊಡೆತ
beater	0.438	0.545	0.482	ಸೋಲಿಸುವವನು
beating	0.153	0.833	0.481	ಹೊಡೆಯುವುದು
beatnik	0.429	0.510	0.382	ಬೀಟ್ನಿಕ್
beau	0.612	0.440	0.432	ಚೆಲುವೆ
beautification	0.885	0.575	0.725	ಅಂದಗೊಳಿಸುವಿಕೆ
beautiful	0.875	0.614	0.648	ಸುಂದರ
beautify	0.898	0.592	0.736	ಸುಂದರಗೊಳಿಸು
beauty	0.842	0.600	0.644	ಸೌಂದರ್ಯ
beaver	0.490	0.344	0.393	ಬೀವರ್
bebop	0.482	0.490	0.358	ಬೆಬಾಪ್
beck	0.580	0.375	0.418	ಬೆಕ್
beckon	0.663	0.455	0.452	ಕೈಬೀಸಿ ಕರೆಯುತ್ತಾರೆ
become	0.641	0.583	0.643	ಆಗುತ್ತವೆ
bed	0.604	0.173	0.327	ಹಾಸಿಗೆ
bedding	0.704	0.276	0.377	ಹಾಸಿಗೆ
bedpan	0.510	0.400	0.362	ಹಾಸಿಗೆ
bedrock	0.561	0.340	0.598	ತಳಪಾಯ
bedroom	0.744	0.296	0.491	ಮಲಗುವ ಕೋಣೆ
bedside	0.604	0.167	0.375	ಹಾಸಿಗೆಯ ಪಕ್ಕ
bedspread	0.551	0.139	0.292	ಬೆಡ್‌ಸ್ಪ್ರೆಡ್
bedtime	0.673	0.314	0.373	ಮಲಗುವ ಸಮಯ
bee	0.520	0.509	0.309	ಜೇನುನೊಣ
beef	0.582	0.312	0.492	ಗೋಮಾಂಸ
beefsteak	0.594	0.391	0.455	ಸುಟ್ಟು ಬೆಂದ ಹಸುವಿನ ಮಾಂಸದ ತುಂಡು
beehive	0.541	0.700	0.422	ಜೇನುಗೂಡು
beep	0.595	0.541	0.304	ಬೀಪ್ ಶಬ್ದ
beeper	0.438	0.720	0.441	ಬೀಪರ್
beer	0.592	0.654	0.500	ಬಿಯರ್
bees	0.562	0.635	0.412	ಜೇನುನೊಣಗಳು
beeswax	0.583	0.402	0.375	ಜೇನುಮೇಣ
beetle	0.323	0.356	0.295	ಜೀರುಂಡೆ
befall	0.520	0.663	0.585	ಸಂಭವಿಸುತ್ತದೆ
befitting	0.708	0.333	0.394	ಸೂಕ್ತವಾದ
befriend	0.930	0.624	0.471	ಗೆಳೆತನ
befuddled	0.156	0.714	0.269	ಗೊಂದಲಕ್ಕೊಳಗಾದ
beg	0.292	0.608	0.328	ಬೇಡಿಕೊಳ್ಳುತ್ತಾರೆ
beggar	0.240	0.402	0.116	ಭಿಕ್ಷುಕ
begging	0.292	0.461	0.202	ಭಿಕ್ಷೆ ಬೇಡುವುದು
begin	0.677	0.569	0.763	ಆರಂಭಿಸಲು
beginner	0.490	0.480	0.387	ಹರಿಕಾರ
beginning	0.816	0.528	0.558	ಆರಂಭ
beginnings	0.837	0.527	0.600	ಆರಂಭಗಳು
begrudge	0.177	0.731	0.377	ಬೇಡಿಕೊಳ್ಳುತ್ತೇನೆ
begun	0.677	0.500	0.404	ಆರಂಭವಾಯಿತು
behappy	0.875	0.557	0.562	ಸಂತೋಷವಾಗಿರು
behave	0.677	0.363	0.747	ವರ್ತಿಸುತ್ತಾರೆ
behavior	0.594	0.442	0.813	ನಡವಳಿಕೆ
behavioral	0.612	0.440	0.708	ವರ್ತನೆಯ
behemoth	0.583	0.781	0.853	ಬೆಹೆಮೊತ್
behest	0.602	0.350	0.720	ಅಪ್ಪಣೆ
behold	0.610	0.284	0.449	ಇಗೋ
beholden	0.296	0.555	0.212	ನೋಡಿದೆ
beholder	0.714	0.491	0.520	ನೋಡುಗ
beige	0.490	0.222	0.224	ಬಗೆಯ ಉಣ್ಣೆಬಟ್ಟೆ
belated	0.240	0.400	0.214	ತಡವಾಗಿ
belay	0.500	0.472	0.702	ಬೇಳೆ
belch	0.194	0.562	0.240	ಬೆಲ್ಚ್
belief	0.896	0.375	0.656	ನಂಬಿಕೆ
believable	0.866	0.390	0.676	ನಂಬಲರ್ಹ
believe	0.781	0.370	0.682	ನಂಬುತ್ತಾರೆ
believed	0.500	0.562	0.547	ನಂಬಲಾಗಿದೆ
believer	0.725	0.445	0.564	ನಂಬಿಕೆಯುಳ್ಳ
believing	0.870	0.418	0.833	ನಂಬಿಕೆ
belittle	0.122	0.417	0.250	ಕಡಿಮೆ
belittled	0.177	0.392	0.226	ತುಚ್ಛೀಕರಿಸಲಾಗಿದೆ
bell	0.552	0.510	0.505	ಗಂಟೆ
bellboy	0.542	0.363	0.302	ಬೆಲ್ಬಾಯ್
bellhop	0.500	0.287	0.318	ಬೆಲ್‌ಹಾಪ್
belligerent	0.344	0.680	0.594	ಯುದ್ಧಮಾಡುವ
bellman	0.540	0.250	0.371	ಘಂಟಾನಾದ
bellow	0.248	0.337	0.212	ಕೆಳಗೆ
bellows	0.458	0.515	0.429	ಬೆಲ್ಲೋಸ್
belly	0.510	0.388	0.387	ಹೊಟ್ಟೆ
bellybutton	0.531	0.283	0.360	ಹೊಕ್ಕಳು
bellyful	0.347	0.806	0.519	ಹೊಟ್ಟೆ ತುಂಬಿದ
belong	0.643	0.405	0.569	ಸೇರಿದ
belongings	0.592	0.380	0.750	ಸಾಮಾನುಗಳು
beloved	0.969	0.613	0.708	ಪ್ರೀತಿಯ
belt	0.541	0.322	0.445	ಬೆಲ್ಟ್
beluga	0.510	0.333	0.482	ಬೆಲುಗಾ
bemused	0.281	0.490	0.278	ಬೆಚ್ಚಿಬಿದ್ದ
bench	0.571	0.289	0.544	ಬೆಂಚ್
bend	0.571	0.324	0.368	ಬಾಗಿ
bender	0.490	0.510	0.466	ಬೆಂಡರ್
bending	0.448	0.565	0.455	ಬಾಗುವುದು
beneath	0.354	0.173	0.233	ಕೆಳಗೆ
benedictory	0.677	0.438	0.481	ಹಿತಚಿಂತಕ
benefactor	0.833	0.578	0.755	ಉಪಕಾರಿ
beneficial	0.820	0.579	0.703	ಪ್ರಯೋಜನಕಾರಿ
beneficiary	0.776	0.399	0.616	ಫಲಾನುಭವಿ
benefit	0.906	0.422	0.806	ಲಾಭ
benevolence	0.786	0.340	0.717	ಉಪಕಾರ
benevolent	0.786	0.407	0.651	ಪರೋಪಕಾರಿ
benign	0.694	0.440	0.509	ಸೌಮ್ಯವಾದ
bent	0.375	0.453	0.298	ಬಾಗಿದ
benzene	0.439	0.459	0.403	ಬೆಂಜೀನ್
bequeath	0.743	0.500	0.741	ಉಯಿಲು
bequest	0.661	0.398	0.882	ಉಯಿಲು
bereaved	0.104	0.479	0.221	ದುಃಖಿತನಾದ
bereavement	0.265	0.677	0.500	ವಿರಹ
bereft	0.229	0.490	0.336	ಕಳಕೊಂಡ
beret	0.542	0.240	0.327	ಬೆರೆಟ್
bergamot	0.510	0.365	0.339	ಬೆರ್ಗಮಾಟ್
berlin	0.592	0.423	0.571	ಬರ್ಲಿನ್
berserk	0.398	0.556	0.480	ಮೊರೆಯಿಟ್ಟರು
berth	0.295	0.337	0.596	ಬರ್ತ್
beryllium	0.417	0.412	0.425	ಬೆರಿಲಿಯಮ್
beseech	0.330	0.441	0.600	ಬೇಡಿಕೊಳ್ಳುತ್ತಾರೆ
beset	0.385	0.717	0.317	ಸುತ್ತುವರಿದ
bestdayever	0.760	0.646	0.593	ಅತ್ಯುತ್ತಮ ದಿನ
bestfeeling	0.806	0.509	0.625	ಅತ್ಯುತ್ತಮ ಭಾವನೆ
bestfriends	0.934	0.662	0.647	ಆಪ್ತ ಮಿತ್ರರು
bestial	0.260	0.761	0.674	ಮೃಗೀಯ
besties	0.888	0.509	0.614	ಆತ್ಮೀಯರು
bestow	0.656	0.560	0.642	ದಯಪಾಲಿಸು
bestseller	0.771	0.643	0.700	ಅತ್ಯುತ್ತಮ ಮಾರಾಟ
bet	0.385	0.698	0.432	ಬಾಜಿ ಕಟ್ಟುತ್ತಾರೆ
beta	0.710	0.370	0.439	ಬೀಟಾ
betray	0.042	0.870	0.536	ವಿಶ್ವಾಸಘಾತ
betrayal	0.083	0.719	0.418	ದ್ರೋಹ
betrayed	0.122	0.769	0.308	ದ್ರೋಹ ಬಗೆದರು
betrothed	0.833	0.630	0.667	ನಿಶ್ಚಯವಾಯಿತು
betterment	0.898	0.536	0.769	ಸುಧಾರಣೆ
betting	0.237	0.804	0.411	ಬೆಟ್ಟಿಂಗ್
betty	0.542	0.358	0.381	ಬೆಟ್ಟಿ
bevel	0.757	0.406	0.454	ಬೆವೆಲ್
beverage	0.635	0.490	0.389	ಪಾನೀಯ
bevy	0.429	0.460	0.541	ಬೆವಿ
beware	0.151	0.596	0.518	ಹುಷಾರಾಗಿರು
bewilder	0.306	0.571	0.289	ದಿಗ್ಭ್ರಮೆಗೊಳಿಸುವ
bewildered	0.230	0.630	0.300	ದಿಗ್ಭ್ರಮೆಗೊಂಡ
bewilderment	0.312	0.716	0.216	ದಿಗ್ಭ್ರಮೆ
bias	0.400	0.370	0.541	ಪಕ್ಷಪಾತ
biased	0.271	0.302	0.368	ಪಕ್ಷಪಾತಿ
bib	0.385	0.396	0.339	ಬಿಬ್
bible	0.719	0.225	0.726	ಬೈಬಲ್
biblical	0.635	0.304	0.712	ಬೈಬಲ್ನ
bibliography	0.622	0.204	0.528	ಗ್ರಂಥಸೂಚಿ
bicarbonate	0.479	0.337	0.438	ಬೈಕಾರ್ಬನೇಟ್
bicentennial	0.541	0.423	0.507	ದ್ವಿಶತಮಾನೋತ್ಸವ
biceps	0.592	0.588	0.602	ಬೈಸೆಪ್ಸ್
bicker	0.143	0.643	0.552	ಜಗಳಗಾರ
bickering	0.122	0.800	0.536	ಜಗಳ
bicolor	0.580	0.327	0.404	ದ್ವಿವರ್ಣ
bicycle	0.708	0.519	0.425	ಸೈಕಲ್
bid	0.760	0.530	0.655	ಬಿಡ್
bidder	0.465	0.474	0.433	ಬಿಡ್ದಾರ
bidding	0.586	0.644	0.509	ಬಿಡ್ಡಿಂಗ್
bide	0.368	0.407	0.282	ಬಿಡು
biennial	0.531	0.309	0.353	ದ್ವೈವಾರ್ಷಿಕ
bier	0.497	0.448	0.407	ಬಿಯರ್
bifurcation	0.385	0.625	0.352	ಕವಲೊಡೆಯುವಿಕೆ
big	0.802	0.588	0.812	ದೊಡ್ಡದು
bigamy	0.327	0.696	0.482	ದ್ವಿಪತ್ನಿತ್ವ
bigday	0.796	0.689	0.596	ದೊಡ್ಡ ದಿನ
biggestfear	0.062	0.730	0.480	ದೊಡ್ಡ ಭಯ
biggie	0.531	0.481	0.500	ದೊಡ್ಡದು
bighorn	0.480	0.547	0.580	ದೊಡ್ಡ ಕೊಂಬು
bigmouth	0.417	0.577	0.430	ದೊಡ್ಡ ಬಾಯಿ
bigot	0.479	0.745	0.517	ಮತಾಂಧ
bigoted	0.153	0.760	0.462	ಮತಾಂಧ
bigotry	0.356	0.737	0.481	ಧರ್ಮಾಂಧತೆ
bike	0.708	0.500	0.333	ಬೈಕ್
biker	0.604	0.710	0.567	ಬೈಕರ್
bikini	0.730	0.639	0.353	ಬಿಕಿನಿ
bilateral	0.633	0.343	0.491	ದ್ವಿಪಕ್ಷೀಯ
bilayer	0.438	0.398	0.388	ದ್ವಿಪದರ
bile	0.157	0.461	0.324	ಪಿತ್ತರಸ
bilge	0.316	0.392	0.412	ಉಬ್ಬು
bilingual	0.735	0.490	0.606	ದ್ವಿಭಾಷಾ
bill	0.396	0.402	0.535	ಬಿಲ್
billboard	0.594	0.317	0.481	ಜಾಹೀರಾತು ಫಲಕ
billet	0.479	0.583	0.500	ಬಿಲ್ಲೆಟ್
billiard	0.719	0.616	0.543	ಬಿಲಿಯರ್ಡ್
billiards	0.643	0.559	0.387	ಬಿಲಿಯರ್ಡ್ಸ್
billing	0.406	0.481	0.670	ಬಿಲ್ಲಿಂಗ್
billion	0.719	0.564	0.782	ಶತಕೋಟಿ
billionaire	0.806	0.667	0.923	ಕೋಟ್ಯಾಧಿಪತಿ
billy	0.490	0.397	0.375	ಬಿಲ್ಲಿ
bimbo	0.396	0.370	0.300	ಬಿಂಬೋ
bimonthly	0.408	0.298	0.471	ದ್ವೈಮಾಸಿಕ
bin	0.422	0.304	0.327	ಡಬ್ಬ
binary	0.490	0.356	0.420	ಅವಳಿ
bind	0.398	0.462	0.448	ಬಂಧಿಸು
binder	0.438	0.250	0.308	ಬೈಂಡರ್
bindery	0.548	0.388	0.482	ಬೈಂಡರಿ
binding	0.438	0.425	0.640	ಬಂಧಿಸುವ
bing	0.573	0.453	0.415	ಬಿಂಗ್
binge	0.304	0.650	0.500	ಬಿಂಜ್
bingo	0.735	0.667	0.429	ಬಿಂಗೊ
binocular	0.531	0.344	0.426	ದುರ್ಬೀನು
binoculars	0.490	0.309	0.411	ದುರ್ಬೀನುಗಳು
binomial	0.600	0.406	0.426	ದ್ವಿಪದ
bio	0.612	0.225	0.490	ಜೈವಿಕ
biochemical	0.367	0.481	0.618	ಜೀವರಾಸಾಯನಿಕ
