English Word	Valence	Arousal	Dominance	Sindhi Word
courthouse	0.571	0.503	0.818	عدالت
courtroom	0.385	0.670	0.887	ڪورٽ روم
courts	0.367	0.710	0.816	عدالتون
courtship	0.667	0.490	0.654	شادي
courtside	0.592	0.391	0.434	درٻار
courtyard	0.503	0.365	0.355	صحن
cousin	0.675	0.394	0.427	سوٽ
cousins	0.760	0.409	0.464	کزن
cove	0.500	0.304	0.370	کوهه
coven	0.458	0.578	0.591	coven
covenant	0.594	0.462	0.667	معاهدو
cover	0.365	0.240	0.471	ڍڪڻ
coverage	0.767	0.413	0.629	ڪوريج
covered	0.562	0.340	0.644	ڍڪيل
covering	0.615	0.382	0.583	ڍڪڻ
covert	0.500	0.570	0.508	ڳجهو
covet	0.302	0.779	0.524	لالچ
coveted	0.661	0.730	0.625	لالچي
cow	0.449	0.230	0.300	ڳئون
coward	0.102	0.490	0.149	بزدل
cowardice	0.133	0.621	0.167	بزدلي
cowardly	0.102	0.385	0.127	بزدل
cowboy	0.594	0.625	0.695	چرواه
cowgirl	0.541	0.566	0.554	ڳئون جي ڇوڪري
cowhand	0.438	0.480	0.596	ڳئون جو هٿ
cowhide	0.458	0.324	0.333	ڳئون
cowl	0.427	0.450	0.232	چادر
coworker	0.667	0.490	0.625	همراه
coy	0.347	0.330	0.213	ڪوي
coyote	0.459	0.471	0.387	ڪويوٽ
cozy	0.910	0.356	0.545	آرامده
crab	0.421	0.396	0.330	ڪيڏو
crabby	0.198	0.812	0.370	ڪڪڙ
crack	0.302	0.625	0.400	ٽڪر
cracked	0.224	0.520	0.228	ڦاٽل
cracker	0.604	0.343	0.346	ڪريڪر
crackerjack	0.567	0.509	0.426	ڪريڪر جيڪ
cracking	0.327	0.557	0.286	ٽوڙڻ
crackle	0.327	0.643	0.481	ڪڪڙ
crackpot	0.260	0.602	0.245	ڪڪڙ
cradle	0.776	0.194	0.333	جهنڊو
craft	0.760	0.321	0.539	هنر
crafts	0.667	0.380	0.391	دستڪاري
craftsman	0.719	0.310	0.583	ڪاريگر
craftsmanship	0.823	0.373	0.571	دستڪاري
crafty	0.589	0.679	0.783	چالاڪ
craig	0.448	0.449	0.490	ڪريگ
cram	0.354	0.730	0.598	ڪرم
crammed	0.406	0.740	0.466	ڀريل
cramp	0.194	0.796	0.340	درد
cramped	0.240	0.567	0.360	تنگ ٿيل
cranberry	0.793	0.330	0.363	ڪرين بيري
cranberry juice	0.622	0.321	0.281	ڪرين بيري جوس
crane	0.396	0.417	0.589	ڪرين
cranial	0.354	0.510	0.583	ڪنول
cranium	0.439	0.491	0.725	ڪرينيم
crank	0.448	0.275	0.417	ڪڪڙ
cranky	0.194	0.776	0.396	خبطي
cranny	0.194	0.471	0.250	ڪني
crap	0.083	0.644	0.167	گندو
crappy	0.039	0.582	0.208	گندو
craps	0.375	0.420	0.273	ڪڪڙ
crash	0.194	0.906	0.355	حادثو
crass	0.223	0.490	0.466	ڪراس
crate	0.427	0.173	0.274	ڪرٽ
crater	0.450	0.647	0.529	ڪچرو
crave	0.625	0.510	0.731	خواهش ڪرڻ
craving	0.510	0.755	0.636	خواهش
crawfish	0.510	0.427	0.342	مڇي
crawl	0.479	0.519	0.467	گھمڻ
crayon	0.604	0.260	0.185	ڪرائون
crayons	0.684	0.366	0.405	crayons
craze	0.255	0.657	0.435	جنون
crazed	0.153	0.877	0.417	چريو
craziness	0.238	0.908	0.255	جنون
crazy	0.156	0.843	0.321	چريو
creak	0.344	0.670	0.411	ڪڪڙ
creaking	0.302	0.743	0.415	ٺڪاءُ ڪرڻ
cream	0.688	0.259	0.220	ڪريم
creamed	0.723	0.273	0.288	ڪريم ٿيل
creamer	0.594	0.192	0.269	ڪريمر
creamy	0.823	0.337	0.345	ڪريمي
crease	0.440	0.286	0.300	ڪريز
create	0.786	0.588	0.789	ٺاهڻ
creation	0.927	0.575	0.868	تخليق
creative	0.917	0.518	0.788	تخليقي
creativity	0.938	0.684	0.815	تخليقيت
creator	0.865	0.592	0.856	خالق
creature	0.669	0.625	0.620	مخلوق
credence	0.760	0.460	0.737	اعتبار
credential	0.735	0.337	0.597	سند
credentials	0.708	0.373	0.675	سندون
credibility	0.875	0.427	0.809	اعتبار
credible	0.917	0.441	0.750	قابل اعتبار
credit	0.673	0.549	0.648	ڪريڊٽ
credit card	0.670	0.550	0.640	ڪريڊٽ ڪارڊ
creditable	0.802	0.510	0.742	قابل اعتبار
credited	0.781	0.390	0.691	اعتبار ڪيو ويو
crediting	0.673	0.550	0.741	اعتبار ڪرڻ
creditor	0.479	0.594	0.689	قرض ڏيندڙ
creed	0.573	0.245	0.544	عقيدو
creek	0.552	0.392	0.330	ندي
creep	0.354	0.647	0.361	چرڻ
creeper	0.429	0.558	0.366	چرپر
creeping	0.292	0.613	0.282	چرڻ
creepy	0.125	0.861	0.373	خوفناڪ
cremation	0.084	0.620	0.420	دفنائڻ
creole	0.667	0.357	0.523	ڪريل
crepe	0.562	0.224	0.349	ڪريپ
crescendo	0.760	0.575	0.594	ڪرسينڊو
crescent	0.698	0.382	0.407	چنڊ
crest	0.458	0.333	0.333	ڪرسٽ
crestfallen	0.235	0.346	0.175	ڦاٽل
cretin	0.265	0.583	0.312	ڪريٽين
cretins	0.094	0.741	0.328	ڪريٽين
crevice	0.361	0.471	0.275	درار
crew	0.604	0.598	0.735	عملو
crewman	0.602	0.580	0.548	عملو
crib	0.653	0.240	0.407	چادر
cricket	0.423	0.539	0.370	ڪرڪيٽ
cried	0.167	0.612	0.254	روئي
crime	0.071	0.943	0.630	جرم
criminal	0.021	0.830	0.529	مجرم
criminality	0.122	0.863	0.580	ڏوهه
crimp	0.260	0.557	0.396	ڇڪڻ
crimson	0.667	0.385	0.370	ڳاڙهو
cringe	0.245	0.840	0.377	چڙهڻ
cripple	0.094	0.392	0.161	معذور
crippled	0.035	0.358	0.236	معذور
crippling	0.156	0.598	0.391	معذور
crisis	0.208	0.811	0.431	بحران
crisp	0.776	0.692	0.508	ڪرپٽ
crispy	0.656	0.550	0.509	ڪڪڙ
criterion	0.396	0.410	0.736	معيار
critic	0.264	0.604	0.686	نقاد
critical	0.312	0.802	0.545	نازڪ
criticise	0.073	0.700	0.452	تنقيد ڪرڻ
criticism	0.115	0.563	0.505	تنقيد
criticize	0.143	0.708	0.473	تنقيد ڪرڻ
criticized	0.240	0.600	0.311	تنقيد ڪئي
critique	0.302	0.760	0.537	تنقيد
critter	0.542	0.539	0.482	نقاد
croak	0.337	0.346	0.298	ڪڪر
croc	0.327	0.452	0.451	ڪرڪ
crock	0.385	0.412	0.421	ڪرڪ
crockery	0.552	0.216	0.327	ڪرڪري
crocodile	0.344	0.708	0.610	مگرمچر
croft	0.531	0.429	0.421	ڪرافٽ
croissant	0.745	0.330	0.430	croissant
crook	0.171	0.765	0.550	بدمعاش
crooked	0.146	0.594	0.305	ٽڙيل
crop	0.615	0.260	0.500	فصل
croquet	0.551	0.519	0.407	ڪرڪوٽ
cross	0.448	0.321	0.569	پار
cross country	0.531	0.441	0.529	ڪراس ملڪ
crossbow	0.344	0.598	0.560	صليب
crossed	0.431	0.490	0.508	پار ڪيو
crossfire	0.316	0.896	0.722	ڪراس فائر
crossing	0.549	0.349	0.451	پار ڪرڻ
crossover	0.559	0.550	0.500	ڪراس اوور
crosswalk	0.557	0.441	0.380	پار واڪ
crossword	0.611	0.423	0.455	لفظ
crotch	0.521	0.637	0.447	ڪروچ
crouch	0.281	0.606	0.312	ڪروچ
crouched	0.333	0.363	0.279	ڇڪيل
crouching	0.261	0.429	0.345	ڇڪڻ
croupier	0.531	0.519	0.404	croupier
crow	0.224	0.439	0.363	ڪانو
crowbar	0.406	0.531	0.386	ڪڪر
crowd	0.350	0.827	0.731	ميڙ
crowded	0.694	0.286	0.585	ڀريل
crowds	0.469	0.723	0.806	هجوم
crown	0.708	0.572	0.737	تاج
crowning	0.773	0.594	0.831	تاج لڳائڻ
crucial	0.541	0.657	0.777	اهم
cruciate	0.429	0.435	0.585	صليب
crucifix	0.469	0.480	0.510	صليب
crucifixion	0.135	0.857	0.541	صليب تي چڙهڻ
crucify	0.146	0.878	0.573	صليب تي چاڙهڻ
crud	0.312	0.330	0.444	ڪچو
crude	0.198	0.402	0.357	خام
cruel	0.122	0.866	0.391	ظالم
cruelly	0.146	0.790	0.471	بي رحمي سان
cruelty	0.092	0.836	0.536	ظلم
cruise	0.740	0.442	0.683	سير
cruise ship	0.878	0.650	0.500	بحري ٻيڙي
cruiser	0.737	0.490	0.608	جهاز
cruising	0.886	0.580	0.560	سير ڪرڻ
crumb	0.417	0.255	0.216	ٽڪر
crumble	0.333	0.480	0.423	ٽٽڻ
crumbling	0.167	0.696	0.308	ٽٽڻ
crummy	0.125	0.531	0.224	خراب
crunch	0.292	0.630	0.406	بحران
crunchy	0.625	0.560	0.539	ڪڪڙ
crusade	0.592	0.720	0.709	صليبي جنگ
crusader	0.439	0.588	0.548	صليبي
crush	0.271	0.676	0.582	ڪَرڻ
crushed	0.167	0.647	0.300	چِٽِيل
crusher	0.271	0.709	0.598	کولہو
crushing	0.219	0.755	0.411	ڪٽڻ
crust	0.542	0.337	0.456	ڪرسٽ
crusty	0.625	0.531	0.473	ڪچو
crutch	0.302	0.294	0.302	ڪڇ
crux	0.469	0.558	0.519	crux
cry	0.133	0.627	0.255	روئڻ
crybaby	0.375	0.702	0.311	روئڻ وارو
crying	0.153	0.704	0.208	روئڻ
crypt	0.156	0.431	0.386	crypt
cryptic	0.296	0.516	0.474	خفيه
cryptography	0.490	0.415	0.650	cryptography
crystal	0.618	0.270	0.508	کرسٽل
crystalline	0.765	0.235	0.534	کرسٽل
crystallization	0.600	0.449	0.565	crystallization
cub	0.646	0.382	0.284	ٻار
cubby	0.354	0.385	0.360	ڪوبي
cube	0.469	0.226	0.274	ڪعب
cubic	0.458	0.306	0.407	ڪعبي
cubicle	0.479	0.343	0.417	ڪعبي
cuckold	0.210	0.573	0.230	ڪڪڙ
cuckoo	0.420	0.459	0.284	ڪوئل
cucumber	0.490	0.235	0.237	ڪڪڙ
cuddle	0.885	0.559	0.475	چمي ڏيڻ
cuddled	0.906	0.547	0.567	ڍڪيل
cuddles	0.847	0.382	0.500	چمڪائڻ
cuddling	0.917	0.562	0.433	چمڪائڻ
cue	0.521	0.433	0.484	اشارو
cuff	0.469	0.453	0.387	ڪف
cuisine	0.714	0.365	0.390	کاڌو
culinary	0.654	0.443	0.519	کاڌ خوراڪ
cull	0.365	0.702	0.464	ڪُل
culminate	0.667	0.550	0.602	پڄاڻي ڪرڻ
culmination	0.656	0.586	0.695	پڄاڻي
culpability	0.112	0.745	0.368	ڏوهه
culpable	0.140	0.700	0.319	ڏوهي
culprit	0.062	0.676	0.333	مجرم
cult	0.448	0.535	0.648	فرقو
cultivate	0.708	0.410	0.598	پوکڻ
cultivated	0.837	0.343	0.564	پوکيل
cultivation	0.625	0.324	0.462	پوکڻ
cultural	0.802	0.390	0.623	ثقافتي
culture	0.753	0.304	0.675	ثقافت
cultured	0.635	0.429	0.625	ثقافتي
culvert	0.337	0.324	0.343	ڪلورٽ
cumbersome	0.259	0.623	0.292	مشڪل
cumulus	0.570	0.433	0.432	مجموعي
cunning	0.604	0.685	0.683	چالاڪ
cunt	0.135	0.673	0.377	ڪنگ
cup	0.615	0.167	0.231	پيالو
cupboard	0.553	0.200	0.304	الماري
cupcake	0.656	0.333	0.344	ڪپ ڪيڪ
cupping	0.490	0.610	0.402	ڪپڻ
cur	0.440	0.519	0.460	ڪر
curable	0.823	0.292	0.574	قابل علاج
curate	0.726	0.418	0.526	علاج ڪرڻ
curative	0.667	0.318	0.613	علاج ڪندڙ
curator	0.688	0.389	0.688	سنڀاليندڙ
curb	0.472	0.371	0.402	روڪ
curd	0.542	0.442	0.278	دڙو
cure	0.719	0.377	0.623	علاج
curfew	0.219	0.618	0.623	ڪرفيو
curiosity	0.750	0.755	0.463	تجسس
curious	0.635	0.600	0.483	تجسس
curl	0.385	0.452	0.351	ڪرل
curling	0.583	0.592	0.400	ڪرلنگ
currency	0.583	0.418	0.592	ڪرنسي
current	0.625	0.312	0.612	موجوده
curriculum	0.708	0.306	0.620	نصاب
curry	0.633	0.345	0.302	ڪيري
curse	0.033	0.720	0.375	لعنت
cursed	0.083	0.783	0.393	لعنت ڪئي وئي
cursing	0.112	0.860	0.446	لعنت ڪرڻ
cursory	0.423	0.451	0.431	سرسري
curt	0.245	0.610	0.452	ڪرٽ
curtail	0.306	0.439	0.497	گھٽائڻ
curtailment	0.230	0.578	0.431	گهٽتائي
curtain	0.698	0.278	0.304	پردو
curtains	0.615	0.123	0.342	پردا
curtsy	0.635	0.412	0.598	ڪرسي
curvature	0.417	0.367	0.447	گھمڻ
curve	0.480	0.375	0.307	وکر
curved	0.542	0.407	0.337	مڙيل
curvilinear	0.480	0.575	0.411	وکردار
cushion	0.653	0.221	0.292	کشن
cushy	0.823	0.283	0.395	ڪشادو
cusp	0.667	0.710	0.700	ڪپ
cuss	0.354	0.538	0.443	ڪس
cussed	0.156	0.625	0.454	ڪاوڙيل
custard	0.618	0.260	0.293	ڪسٽرڊ
custodial	0.418	0.462	0.718	سنڀاليندڙ
custodian	0.594	0.625	0.528	سنڀاليندڙ
custody	0.494	0.472	0.675	حراست
custom	0.552	0.382	0.688	رواج
customary	0.700	0.253	0.561	رواجي
customer	0.562	0.430	0.673	گراهڪ
customized	0.625	0.504	0.590	حسب ضرورت
cut	0.490	0.490	0.393	ڪٽڻ
cutaneous	0.365	0.370	0.328	چمڙي وارو
cute	0.920	0.528	0.579	پيارو
cuticle	0.340	0.320	0.377	ڪٽيڪل
cutie	0.638	0.528	0.464	پياري
cutlass	0.173	0.648	0.528	ڪٽليس
cutlery	0.552	0.300	0.345	ڪٽلري
cutoff	0.432	0.510	0.518	ڪٽيو
cutter	0.427	0.731	0.583	ڪٽڻ وارو
cutters	0.197	0.653	0.491	ڪٽڻ وارا
cutthroat	0.110	0.823	0.663	ڪٽڻ
cutting	0.448	0.375	0.536	ڪٽڻ
cutting board	0.337	0.540	0.342	ڪٽڻ وارو بورڊ
cuttings	0.479	0.392	0.433	ڪٽڻ
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	سائانائيڊ
cyberspace	0.677	0.594	0.611	سائبر اسپيس
cycle	0.635	0.400	0.533	چڪر
cyclical	0.380	0.450	0.554	سائيڪل وارو
cyclist	0.684	0.582	0.576	سائيڪل سوار
cyclone	0.416	0.796	0.673	سائيڪلون
cylinder	0.459	0.324	0.447	سلنڈر
cylindrical	0.458	0.294	0.414	سلنڈر وارو
cymbal	0.542	0.363	0.362	سنبل
cynic	0.135	0.632	0.473	سنسڪرت
cynical	0.156	0.760	0.474	سنسڪرت
cynicism	0.104	0.780	0.454	سنسڪرت
cyst	0.173	0.578	0.312	cyst
cystic	0.314	0.481	0.400	سسٽڪ
cytomegalovirus	0.186	0.657	0.443	cytomegalovirus
cytoplasm	0.378	0.442	0.474	cytoplasm
czar	0.480	0.348	0.643	زار
dab	0.510	0.337	0.340	ڇڪ
dabble	0.550	0.530	0.491	ڇڪڻ
dabbling	0.562	0.726	0.676	ڇڪڻ
dad	0.857	0.412	0.786	پيءُ
daddy	0.795	0.400	0.736	پيءُ
dado	0.510	0.240	0.364	دادو
daemon	0.333	0.490	0.500	ڊيمون
daft	0.255	0.436	0.157	ڊافٽ
dagger	0.224	0.797	0.613	خنجر
daily	0.653	0.347	0.473	روزاني
dainty	0.604	0.284	0.424	مزيدار
daiquiri	0.670	0.519	0.400	دائيڪي
dairy	0.633	0.255	0.462	کير
daisy	0.562	0.367	0.333	ڊيزي
dak	0.510	0.417	0.424	ڊاک
dale	0.622	0.270	0.365	ڊيل
dam	0.250	0.553	0.394	ڊيم
damage	0.059	0.726	0.403	نقصان
damaged	0.104	0.635	0.182	خراب ٿيل
damages	0.082	0.760	0.310	نقصان
dame	0.694	0.480	0.500	ڌاڙيل
damn	0.073	0.784	0.431	لعنت
damnation	0.135	0.750	0.416	لعنت
damned	0.100	0.760	0.465	لعنت
damp	0.360	0.279	0.210	نم
dampened	0.271	0.422	0.336	نم ٿيل
damper	0.459	0.378	0.473	ڇڪڻ
damsel	0.719	0.475	0.400	ڇوڪري
dance	0.894	0.840	0.551	ناچ
dancer	0.740	0.768	0.545	رقاص
dancing	0.885	0.868	0.444	ناچ
dandruff	0.398	0.298	0.293	خشڪي
dandy	0.673	0.520	0.630	ڊينڊي
danger	0.115	0.923	0.673	خطرو
dangerous	0.020	0.941	0.658	خطرناڪ
dangerously	0.082	0.930	0.564	خطرناڪ طور تي
dangit	0.396	0.606	0.358	ڏند
dangle	0.362	0.469	0.375	لڙڪ
dank	0.390	0.381	0.383	گندو
dapper	0.770	0.560	0.698	ڊيپر
dare	0.677	0.788	0.684	همت
daredevil	0.429	0.714	0.653	بهادر
daresay	0.540	0.451	0.490	همت ڪرڻ
daring	0.583	0.840	0.711	همت وارو
dark	0.198	0.398	0.426	اونداهو
darken	0.250	0.471	0.382	اونداهو ڪرڻ
darkened	0.135	0.440	0.452	اونداهو
darkly	0.219	0.548	0.443	اونداهي سان
darkness	0.102	0.602	0.418	اوندهه
darkroom	0.188	0.627	0.423	اونداهو ڪمرو
darkside	0.102	0.690	0.365	اونداھون رخ
darling	0.885	0.370	0.608	پيارا
darn	0.115	0.765	0.418	ڊارن
dart	0.417	0.608	0.500	ڊارٽ
dash	0.574	0.312	0.324	ڊيش
dashboard	0.510	0.371	0.595	ڊيش بورڊ
dashed	0.276	0.393	0.338	ڇڪيل
dashing	0.612	0.627	0.799	ڊشنگ
dastardly	0.208	0.688	0.270	بزدليءَ سان
data	0.500	0.250	0.426	ڊيٽا
database	0.604	0.286	0.644	ڊيٽابيس
date	0.604	0.231	0.400	تاريخ
datenight	0.708	0.637	0.518	تاريخ جي رات
daughter	0.908	0.415	0.455	ڌيءَ
dawdle	0.479	0.464	0.357	ٻڏڻ
dawn	0.827	0.235	0.519	صبح
dawned	0.694	0.471	0.473	صبح ٿيو
day	0.719	0.269	0.389	ڏينهن
daybreak	0.802	0.358	0.474	صبح جو
daycare	0.776	0.481	0.360	ڏينهن جي سنڀال
daydream	0.750	0.337	0.456	ڏينهن جو خواب
daydreaming	0.776	0.360	0.479	ڏينهن ۾ خواب ڏسڻ
daylight	0.865	0.420	0.545	ڏينهن جي روشني
daymade	0.646	0.450	0.417	ڏينهن جو ٺهيل
dayoff	0.760	0.368	0.377	موڪل
daytime	0.750	0.324	0.454	ڏينهن جو وقت
daze	0.245	0.735	0.329	ڏڪڻ
dazed	0.300	0.697	0.277	حيران
dazzle	0.730	0.782	0.683	چمڪائڻ
dazzling	0.854	0.880	0.767	چمڪندڙ
deacon	0.531	0.430	0.736	ڊيڪن
deactivate	0.235	0.447	0.392	غير فعال ڪرڻ
dead	0.052	0.454	0.194	مئل
deadbeat	0.229	0.453	0.368	ڊيڊ بيٽ
deadline	0.214	0.615	0.460	آخري حد
deadlines	0.406	0.769	0.411	آخري حدون
deadlock	0.170	0.418	0.323	تعطل
deadly	0.143	0.849	0.554	موتمار
deafening	0.281	0.835	0.482	ٻوڙو ڪرڻ
deafness	0.125	0.413	0.219	ٻوڙو
deal	0.719	0.599	0.543	سودا
dealer	0.799	0.615	0.683	ڊيلر
dealership	0.541	0.430	0.629	ڊيلرشپ
dealing	0.724	0.415	0.598	ڊيلنگ
dealings	0.600	0.491	0.480	معاملو
dean	0.612	0.469	0.723	ڊين
dear	0.880	0.434	0.629	پيارا
dearest	0.902	0.427	0.508	پيارو
dearth	0.156	0.539	0.255	گهٽتائي
death	0.031	0.720	0.472	موت
deathbed	0.051	0.652	0.311	بستري
deathly	0.073	0.771	0.682	موتمار
debacle	0.156	0.606	0.266	تباهي
debased	0.219	0.529	0.170	بي عزتي
debatable	0.181	0.610	0.474	قابل بحث
debate	0.408	0.691	0.683	بحث
debauchery	0.354	0.901	0.500	بدمعاشي
debenture	0.417	0.500	0.466	ڊيبينچر
debilitating	0.125	0.490	0.308	ڪمزور ڪرڻ
debit	0.333	0.400	0.474	ڊيبٽ
debrief	0.247	0.343	0.549	بيان
debriefing	0.427	0.580	0.456	بيان ڪرڻ
debris	0.135	0.396	0.327	ملبو
debt	0.204	0.598	0.336	قرض
debtor	0.219	0.546	0.160	قرضدار
debut	0.806	0.606	0.629	پهريون
debutante	0.771	0.627	0.454	ڊيبوٽنٽ
decade	0.531	0.402	0.665	ڏهاڪو
decadence	0.237	0.455	0.291	زوال
decadent	0.290	0.559	0.324	زوال پذیر
decaf	0.480	0.324	0.353	ڊيڪاف
decanter	0.438	0.567	0.510	ڊيڪينٽر
decathlon	0.573	0.753	0.620	decathlon
decay	0.143	0.312	0.170	خراب ٿيڻ
decayed	0.017	0.375	0.169	سڙيل
decaying	0.073	0.510	0.214	خراب ٿيڻ
deceased	0.021	0.538	0.188	فوت ٿيل
decedent	0.423	0.481	0.415	تعزيت وارو
deceit	0.020	0.696	0.343	ٺڳي
deceitful	0.071	0.788	0.371	فريب ڪندڙ
deceive	0.094	0.775	0.414	ٺڳي ڪرڻ
deceived	0.059	0.673	0.302	ٺڳي
deceiving	0.099	0.636	0.426	ٺڳي ڪرڻ
december	0.740	0.540	0.464	ڊسمبر
decency	0.750	0.235	0.634	شرافت
decent	0.823	0.296	0.653	مهذب
deception	0.090	0.745	0.370	ٺڳي
deceptive	0.027	0.605	0.294	گمراھ ڪندڙ
decide	0.656	0.540	0.855	فيصلو ڪرڻ
decidedly	0.750	0.480	0.843	فيصلي سان
deciduous	0.385	0.353	0.282	پراڻن
decimal	0.507	0.259	0.305	ڊيسيمل
decimeter	0.520	0.292	0.377	ڊيسيميٽر
decipher	0.417	0.630	0.652	سمجھائڻ
decision	0.646	0.510	0.839	فيصلو
decisive	0.740	0.509	0.935	فيصلو ڪندڙ
deck	0.420	0.333	0.394	ڇت
declaration	0.551	0.590	0.714	اعلان
declaratory	0.635	0.582	0.673	بيان ڪندڙ
declare	0.677	0.623	0.668	اعلان ڪرڻ
declination	0.250	0.549	0.311	زوال
decline	0.173	0.491	0.240	رد ڪرڻ
declining	0.328	0.400	0.264	گهٽجڻ
deco	0.625	0.274	0.356	ڊيڪو
decode	0.551	0.510	0.640	ڊيڪوڊ
decoder	0.562	0.340	0.686	ڊيڪوڊر
decompose	0.194	0.596	0.241	سڙڻ
decomposed	0.073	0.442	0.231	سڙيل
decomposition	0.133	0.600	0.263	سڙڻ
decompress	0.438	0.430	0.509	دٻائڻ
decompression	0.208	0.520	0.311	decompression
decontamination	0.611	0.538	0.573	نيڪال ڪرڻ
decor	0.734	0.311	0.573	سينگار
decorate	0.954	0.370	0.404	سينگارڻ
decorating	0.863	0.548	0.462	سجاڳي
decoration	0.878	0.553	0.526	آرائش
decorative	0.908	0.460	0.381	آرائشي
decorator	0.840	0.471	0.455	سينگار ڪندڙ
decorum	0.802	0.327	0.462	سجاڳي
decoy	0.149	0.460	0.330	خرابي
decrease	0.125	0.360	0.267	گهٽتائي
decreased	0.224	0.271	0.170	گھٽجي ويو
decreasing	0.320	0.346	0.224	گهٽجڻ
decree	0.552	0.478	0.746	فرمان
decrement	0.255	0.427	0.373	گهٽتائي
decrepit	0.156	0.490	0.225	زوال
decry	0.400	0.814	0.548	رد ڪرڻ
decryption	0.459	0.445	0.600	ڊيڪرپشن
dedicate	0.823	0.431	0.588	وقف ڪرڻ
dedication	0.867	0.471	0.682	وقف ڪرڻ
deduce	0.490	0.510	0.466	نتيجو ڪڍڻ
deduct	0.355	0.330	0.412	ڪٽايو
deductible	0.375	0.286	0.455	ڪٽيل
deduction	0.438	0.462	0.527	ڪٽائي
deed	0.520	0.320	0.592	عمل
deejay	0.551	0.630	0.473	ڊيجي
deem	0.594	0.529	0.690	سمجھڻ
deep	0.490	0.473	0.657	اونهو
deepen	0.625	0.530	0.776	اونڌو ڪرڻ
deer	0.583	0.375	0.292	هرڻ
defamation	0.110	0.670	0.481	بدنامي
defamatory	0.143	0.688	0.402	بدنام ڪندڙ
default	0.459	0.343	0.712	ڊفالٽ
defeat	0.092	0.500	0.224	شڪست
defeated	0.104	0.582	0.145	شڪست ڏني
defeatist	0.163	0.567	0.315	شڪست ڏيندڙ
defect	0.135	0.561	0.185	عيب
defection	0.146	0.594	0.330	انحراف
defective	0.122	0.580	0.274	ناقص
defector	0.163	0.696	0.286	عيبدار
defend	0.698	0.722	0.670	دفاع ڪرڻ
defendant	0.250	0.710	0.491	مدعي
defended	0.663	0.451	0.582	دفاع ڪيو
defender	0.639	0.708	0.750	محافظ
defending	0.604	0.871	0.812	دفاع ڪرڻ
defense	0.652	0.698	0.802	دفاع
defenseless	0.143	0.357	0.105	بي دفاع
defensible	0.740	0.509	0.593	قابل حفاظت
defensive	0.542	0.640	0.678	دفاعي
defer	0.245	0.459	0.317	ملتوي ڪرڻ
deference	0.510	0.396	0.447	عزت
deferral	0.765	0.542	0.327	ملتوي ڪرڻ
deferring	0.343	0.500	0.413	ملتوي ڪرڻ
defiance	0.333	0.780	0.760	مخالفت
defiant	0.250	0.792	0.769	ضد ڪندڙ
defibrillator	0.398	0.663	0.431	defibrillator
