English Word	Valence	Arousal	Dominance	Bengali Word
ergo	0.385	0.400	0.385	তাই
erode	0.208	0.643	0.580	ক্ষয়
erosion	0.312	0.770	0.465	ক্ষয়
erotic	0.625	0.946	0.683	কামোত্তেজক
erotica	0.781	0.870	0.579	ইরোটিকা
err	0.146	0.660	0.236	ভুল
errand	0.385	0.519	0.482	কাজ
errant	0.205	0.602	0.375	ভুল
erratic	0.271	0.503	0.217	অনিশ্চিত
erratum	0.327	0.528	0.436	ত্রুটি
erroneous	0.057	0.561	0.245	ভ্রান্ত
error	0.094	0.559	0.198	ত্রুটি
erst	0.277	0.422	0.357	প্রথম
erudite	0.719	0.434	0.774	পাণ্ডিত্য
erupt	0.188	0.820	0.818	বিস্ফোরিত
eruption	0.156	0.913	0.733	বিস্ফোরণ
escalade	0.480	0.724	0.442	escalade
escalate	0.653	0.714	0.728	বাড়ানো
escalating	0.646	0.724	0.518	ক্রমবর্ধমান
escalation	0.571	0.807	0.582	বৃদ্ধি
escalator	0.500	0.530	0.518	এসকেলেটর
escape	0.367	0.765	0.448	পলায়ন
escaped	0.365	0.755	0.518	পালিয়ে গেছে
escarpment	0.406	0.553	0.470	স্কার্পমেন্ট
eschew	0.184	0.438	0.370	পরিত্যাগ করা
escort	0.729	0.480	0.608	এসকর্ট
escrow	0.449	0.520	0.613	এসক্রো
esophagus	0.429	0.454	0.464	খাদ্যনালী
esoteric	0.500	0.676	0.545	গুপ্ত
especial	0.827	0.419	0.794	বিশেষ
espionage	0.312	0.750	0.620	গুপ্তচরবৃত্তি
espouse	0.802	0.529	0.598	সঙ্গী
espresso	0.677	0.620	0.508	এসপ্রেসো
esprit	0.552	0.431	0.407	esprit
esquire	0.604	0.542	0.518	esquire
essay	0.559	0.411	0.530	প্রবন্ধ
essayist	0.656	0.460	0.462	প্রাবন্ধিক
essence	0.663	0.369	0.575	সারাংশ
essential	0.812	0.405	0.759	অপরিহার্য
essentially	0.750	0.373	0.802	মূলত
establish	0.708	0.500	0.688	প্রতিষ্ঠা
established	0.796	0.394	0.694	প্রতিষ্ঠিত
establishment	0.690	0.398	0.631	প্রতিষ্ঠা
estate	0.653	0.385	0.647	এস্টেট
esteem	0.745	0.380	0.679	সম্মান
esteemed	0.694	0.418	0.531	সম্মানিত
esthetic	0.635	0.360	0.558	সৌন্দর্য
estimable	0.796	0.408	0.630	অনুমানযোগ্য
estimate	0.719	0.469	0.517	অনুমান
estimation	0.740	0.480	0.589	অনুমান
estoppel	0.354	0.459	0.482	এস্টপেল
estranged	0.156	0.382	0.377	বিচ্ছিন্ন
estrogen	0.580	0.500	0.425	ইস্ট্রোজেন
estuary	0.469	0.278	0.482	মোহনা
etch	0.510	0.367	0.598	এচ
etching	0.567	0.491	0.575	এচিং
eternal	0.854	0.409	0.843	চিরন্তন
eternity	0.765	0.520	0.911	অনন্তকাল
ethanol	0.333	0.410	0.534	ইথানল
ether	0.490	0.306	0.412	ইথার
ethereal	0.520	0.419	0.518	ইথারিয়াল
ethic	0.786	0.260	0.791	নীতি
ethical	0.854	0.324	0.634	নৈতিক
ethics	0.658	0.296	0.731	নীতিশাস্ত্র
ethnic	0.583	0.373	0.555	জাতিগত
ethnography	0.571	0.373	0.549	জাতিতত্ত্ব
etiology	0.500	0.385	0.639	etiology
etiquette	0.604	0.350	0.421	শিষ্টাচার
etymology	0.531	0.370	0.529	ব্যুৎপত্তি
eucalyptus	0.602	0.308	0.418	ইউক্যালিপটাস
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	ইউজেনিক্স
eulogistic	0.740	0.623	0.694	eulogistic
eulogium	0.542	0.482	0.655	প্রশংসা
eulogize	0.850	0.518	0.679	প্রশংসা করা
eulogy	0.625	0.443	0.667	শংসাপত্র
euphemism	0.418	0.453	0.491	ইউফেমিজম
euphoria	0.769	0.955	0.648	উচ্ছ্বাস
euphoric	0.745	0.904	0.588	উচ্ছ্বাসপূর্ণ
euro	0.680	0.441	0.521	ইউরো
euthanasia	0.229	0.716	0.325	ইথানেশিয়া
evacuate	0.354	0.792	0.314	খালি করা
evacuation	0.160	0.755	0.582	অপসারণ
evade	0.304	0.490	0.342	এড়ানো
evaluate	0.663	0.640	0.649	মূল্যায়ন
evaluation	0.542	0.667	0.764	মূল্যায়ন
evanescence	0.527	0.519	0.458	বিলুপ্তি
evangelical	0.602	0.389	0.602	ধর্মপ্রচার
evangelist	0.582	0.464	0.702	ধর্মপ্রচারক
evangelistic	0.660	0.375	0.612	ধর্মপ্রচার
evaporate	0.357	0.469	0.402	বাষ্পীভূত করা
evaporation	0.556	0.346	0.388	বাষ্পীভবন
evasion	0.229	0.510	0.418	ফাঁকি
evasive	0.117	0.596	0.425	এড়িয়ে যাওয়া
eve	0.612	0.378	0.440	ইভ
evening	0.458	0.185	0.318	সন্ধ্যা
evens	0.592	0.430	0.457	ইভেনস
event	0.745	0.673	0.664	ঘটনা
eventful	0.543	0.837	0.510	ঘটনাবহুল
eventual	0.633	0.459	0.413	ঘটনাচক্র
eventuality	0.469	0.627	0.527	ঘটনা
evergreen	0.729	0.471	0.546	চিরসবুজ
everlasting	0.740	0.413	0.809	চিরস্থায়ী
evermore	0.677	0.450	0.403	সর্বদা
everyday	0.740	0.392	0.472	প্রতিদিন
everyman	0.522	0.333	0.535	প্রত্যেক মানুষ
evict	0.042	0.632	0.377	উচ্ছেদ
eviction	0.185	0.731	0.455	উচ্ছেদ
evidence	0.500	0.500	0.778	প্রমান
evident	0.633	0.444	0.664	স্পষ্ট
evidentiary	0.448	0.541	0.717	প্রমাণ
evil	0.040	0.827	0.545	মন্দ
evoke	0.438	0.341	0.500	উদ্দীপনা
evolution	0.781	0.657	0.854	বিবর্তন
evolutionary	0.796	0.673	0.825	বিবর্তনীয়
evolve	0.655	0.692	0.896	বিবর্তিত
ewe	0.429	0.216	0.277	ewe
ex	0.250	0.520	0.306	প্রাক্তন
exacerbate	0.323	0.776	0.580	বৃদ্ধি করা
exacerbation	0.344	0.810	0.480	exacerbation
exact	0.719	0.354	0.685	সঠিক
exacting	0.448	0.673	0.767	exacting
exaggerate	0.193	0.760	0.529	অতিরঞ্জিত করা
exaggerated	0.224	0.885	0.732	অতিরঞ্জিত
exaggeration	0.312	0.775	0.582	অতিরঞ্জন
exalt	0.656	0.750	0.745	উচ্চ করা
exaltation	0.594	0.892	0.673	exaltation
exalted	0.676	0.845	0.696	exalted
exam	0.479	0.663	0.577	পরীক্ষা
examination	0.378	0.657	0.679	পরীক্ষা
examine	0.615	0.623	0.786	পরীক্ষা করা
examiner	0.406	0.575	0.812	পরীক্ষক
example	0.542	0.337	0.510	উদাহরণ
exasperated	0.229	0.816	0.377	উত্তেজিত
exasperation	0.214	0.833	0.483	উত্তেজনা
excavate	0.583	0.613	0.635	খনন করা
excavation	0.540	0.644	0.527	খনন
excavator	0.427	0.673	0.649	খননকারী
exceed	0.500	0.827	0.586	অতিক্রম
exceeding	0.500	0.802	0.668	অতিক্রম
excel	0.561	0.363	0.466	এক্সেল
excellence	0.958	0.620	0.907	শ্রেষ্ঠত্ব
excellent	0.970	0.587	0.870	চমৎকার
excelsior	0.700	0.625	0.611	এক্সেলসিয়র
excepting	0.408	0.413	0.526	ব্যতিক্রম
exception	0.469	0.600	0.544	ব্যতিক্রম
exceptional	0.806	0.740	0.933	ব্যতিক্রমী
excerpt	0.437	0.367	0.543	উদ্ধৃতি
excess	0.385	0.889	0.712	অতিরিক্ত
excessive	0.417	0.731	0.601	অত্যধিক
excessively	0.449	0.882	0.716	অত্যধিক
exchange	0.740	0.569	0.491	বিনিময়
excise	0.448	0.561	0.577	আবগারি
excision	0.260	0.480	0.519	ছেদন
excitability	0.906	0.910	0.724	উত্তেজনা
excitable	0.803	0.939	0.629	উত্তেজনাপূর্ণ
excitation	0.792	0.958	0.750	উত্তেজনা
excite	0.823	0.950	0.668	উত্তেজিত
excited	0.908	0.931	0.709	উত্তেজিত
excitement	0.896	0.684	0.731	উত্তেজনা
exciting	0.950	0.792	0.789	উত্তেজনাপূর্ণ
exclaim	0.635	0.711	0.639	চিৎকার করা
exclamation	0.612	0.745	0.598	বিস্ময়বোধ
exclude	0.292	0.500	0.530	বাদ
excluded	0.061	0.540	0.134	ছাঁটা
excluding	0.271	0.550	0.324	বাদ
exclusion	0.240	0.530	0.389	বর্জন
exclusive	0.792	0.630	0.653	একচেটিয়া
excrement	0.041	0.558	0.221	মলমূত্র
excretion	0.285	0.650	0.457	মলত্যাগ
excruciating	0.083	0.837	0.345	যন্ত্রণাদায়ক
excursion	0.625	0.714	0.627	ভ্রমণ
excuse	0.240	0.696	0.318	অজুহাত
exec	0.640	0.352	0.769	exec
execute	0.327	0.708	0.769	এক্সিকিউট
execution	0.160	0.811	0.713	মৃত্যুদন্ড
executioner	0.235	0.816	0.676	জল্লাদ
executive	0.704	0.449	0.894	কার্যনির্বাহী
executor	0.365	0.755	0.759	নির্বাহক
exegesis	0.458	0.472	0.491	ব্যাখ্যা
exemplar	0.844	0.537	0.625	উদাহরণ
exemplary	0.833	0.343	0.729	অনুকরণীয়
exemplify	0.735	0.506	0.783	উদাহরণ দেওয়া
exempt	0.588	0.455	0.664	অব্যাহতি
exemption	0.531	0.578	0.627	অব্যাহতি
exercise	0.750	0.789	0.625	ব্যায়াম
exert	0.694	0.735	0.806	প্রয়োগ
exertion	0.663	0.755	0.717	পরিশ্রম
exhale	0.542	0.490	0.411	শ্বাস ছাড়া
exhaust	0.546	0.710	0.337	নিষ্কাশন
exhausted	0.123	0.423	0.202	ক্লান্ত
exhaustion	0.366	0.633	0.269	ক্লান্তি
exhaustive	0.388	0.635	0.604	সম্পূর্ণ
exhibit	0.688	0.633	0.708	প্রদর্শন
exhibition	0.698	0.590	0.531	প্রদর্শনী
exhilarated	0.890	0.963	0.759	উচ্ছ্বসিত
exhilarating	0.917	0.823	0.810	আনন্দদায়ক
exhilaration	0.792	0.868	0.783	উচ্ছ্বাস
exhort	0.378	0.660	0.745	উপদেশ
exhortation	0.531	0.624	0.580	উপদেশ
exhumation	0.177	0.586	0.473	উত্তোলন
exhume	0.184	0.627	0.452	নির্গমন
exigent	0.385	0.611	0.792	জরুরী
exile	0.184	0.630	0.483	নির্বাসিত
exist	0.857	0.421	0.788	বিদ্যমান
existence	0.760	0.513	0.771	অস্তিত্ব
existent	0.635	0.490	0.635	বিদ্যমান
existential	0.583	0.510	0.638	অস্তিত্বগত
existing	0.802	0.344	0.750	বিদ্যমান
exit	0.370	0.353	0.399	প্রস্থান
exodus	0.286	0.663	0.567	প্রস্থান
exonerate	0.592	0.500	0.538	মুক্ত করা
exorbitant	0.398	0.865	0.825	অত্যধিক
exorcism	0.163	0.980	0.557	exorcism
exorcist	0.219	0.906	0.716	exorcist
exotic	0.840	0.711	0.727	বহিরাগত
expand	0.792	0.559	0.686	বিস্তৃত করা
expanded	0.760	0.406	0.689	প্রসারিত
expanse	0.594	0.529	0.689	বিস্তৃতি
expansion	0.776	0.618	0.787	সম্প্রসারণ
expansive	0.708	0.650	0.778	বিস্তৃত
expatriate	0.265	0.764	0.391	প্রবাসী
expect	0.469	0.327	0.377	আশা করা
expectance	0.552	0.724	0.660	প্রত্যাশা
expectancy	0.581	0.622	0.558	প্রত্যাশা
expectant	0.708	0.650	0.474	প্রত্যাশিত
expectation	0.771	0.690	0.707	প্রত্যাশা
expected	0.729	0.412	0.545	প্রত্যাশিত
expecting	0.561	0.450	0.302	আশা করা
expediency	0.604	0.443	0.703	সুবিধা
expedient	0.885	0.461	0.454	সমীচীন
expedite	0.571	0.858	0.798	ত্বরান্বিত করা
expedition	0.735	0.802	0.620	অভিযান
expeditious	0.602	0.645	0.773	দ্রুত
expel	0.281	0.725	0.452	বহিষ্কার করা
expendable	0.479	0.490	0.423	ব্যয়যোগ্য
expenditure	0.250	0.608	0.603	ব্যয়
expense	0.317	0.451	0.377	খরচ
expenses	0.240	0.633	0.396	খরচ
expensive	0.323	0.540	0.530	ব্যয়বহুল
experience	0.827	0.618	0.905	অভিজ্ঞতা
experienced	0.771	0.613	0.914	অভিজ্ঞ
experiences	0.793	0.647	0.795	অভিজ্ঞতা
experiment	0.479	0.720	0.675	পরীক্ষা
experimental	0.417	0.764	0.396	পরীক্ষামূলক
experimentation	0.637	0.769	0.767	পরীক্ষা
experimenter	0.708	0.710	0.700	পরীক্ষক
expert	0.776	0.646	0.911	বিশেষজ্ঞ
expertise	0.792	0.589	0.925	দক্ষতা
expiration	0.265	0.539	0.463	মেয়াদ
expire	0.573	0.745	0.702	মেয়াদ শেষ
expired	0.198	0.394	0.200	মেয়াদোত্তীর্ণ
expiry	0.194	0.434	0.382	মেয়াদ
explain	0.719	0.517	0.736	ব্যাখ্যা করা
explanation	0.615	0.610	0.825	ব্যাখ্যা
explanatory	0.573	0.433	0.688	ব্যাখ্যামূলক
expletive	0.357	0.567	0.536	বিস্ফোরক
explication	0.510	0.445	0.602	ব্যাখ্যা
explicit	0.562	0.694	0.734	স্পষ্ট
explode	0.277	0.885	0.773	বিস্ফোরণ
exploit	0.312	0.878	0.660	শোষণ
exploitation	0.156	0.920	0.718	শোষণ
exploration	0.594	0.650	0.773	অন্বেষণ
exploratory	0.653	0.690	0.698	অনুসন্ধানমূলক
explore	0.776	0.660	0.727	অন্বেষণ
explorer	0.729	0.663	0.714	অনুসন্ধানকারী
explosion	0.167	0.960	0.767	বিস্ফোরণ
explosions	0.123	0.860	0.594	বিস্ফোরণ
explosive	0.156	0.943	0.663	বিস্ফোরক
expo	0.610	0.562	0.500	এক্সপো
exponent	0.529	0.510	0.845	সূচক
exponential	0.704	0.588	0.763	সূচকীয়
export	0.567	0.661	0.755	রপ্তানি
exportation	0.760	0.633	0.673	রপ্তানি
expose	0.344	0.643	0.537	প্রকাশ করা
exposed	0.471	0.661	0.509	উন্মুক্ত
exposition	0.521	0.627	0.655	প্রদর্শন
expository	0.706	0.653	0.636	এক্সপোজিটরি
exposure	0.570	0.830	0.630	প্রকাশ
expound	0.438	0.575	0.740	ব্যাখ্যা করা
express	0.760	0.623	0.691	প্রকাশ করা
expression	0.790	0.650	0.721	অভিব্যক্তি
expressive	0.755	0.724	0.685	অভিব্যক্তিপূর্ণ
expressway	0.633	0.635	0.587	এক্সপ্রেসওয়ে
expropriation	0.188	0.735	0.788	দখল
expulsion	0.190	0.790	0.529	তাড়ানো
exquisite	0.892	0.644	0.604	সূক্ষ্ম
exquisitely	0.849	0.728	0.723	চমৎকারভাবে
extant	0.646	0.390	0.523	বিদ্যমান
extend	0.646	0.570	0.689	প্রসারিত করা
extendable	0.660	0.592	0.722	প্রসারিত
extended	0.570	0.304	0.649	সম্প্রসারিত
extension	0.490	0.510	0.529	এক্সটেনশন
extensive	0.635	0.520	0.760	ব্যাপক
extent	0.646	0.451	0.602	পরিমাণ
exterior	0.542	0.400	0.627	বাহ্যিক
exterminate	0.177	0.857	0.736	নির্মূল করা
extermination	0.190	0.860	0.616	নির্মূল
exterminator	0.344	0.804	0.887	নির্মূলকারী
external	0.479	0.341	0.509	বহিরাগত
externally	0.643	0.521	0.568	বাহ্যিকভাবে
extinct	0.112	0.491	0.412	বিলুপ্ত
extinction	0.104	0.750	0.611	বিলুপ্তি
extinguish	0.240	0.576	0.482	নিভিয়ে ফেলা
extinguisher	0.707	0.379	0.543	নির্বাপক
extol	0.582	0.667	0.456	প্রশংসা
extort	0.052	0.827	0.570	চাঁদাবাজি
extortion	0.112	0.868	0.630	চাঁদাবাজি
extra	0.656	0.551	0.745	অতিরিক্ত
extract	0.565	0.402	0.519	নির্যাস
extracting	0.521	0.709	0.689	নিষ্কাশন
extraction	0.418	0.740	0.526	নিষ্কাশন
extractor	0.302	0.536	0.519	নিষ্কাশনকারী
extracurricular	0.457	0.471	0.743	পাঠ্যক্রম বহির্ভূত
extradition	0.229	0.627	0.554	প্রত্যর্পণ
extrajudicial	0.365	0.686	0.667	বিচারবহির্ভূত
extramural	0.336	0.559	0.537	বহির্মুখী
extraneous	0.276	0.625	0.478	বহিরাগত
extraordinaire	0.847	0.864	0.898	অসাধারণ
extraordinary	0.969	0.728	0.860	অসাধারণ
extraterrestrial	0.510	0.833	0.792	বুদ্ধিমান এলিয়েন
extravagance	0.531	0.802	0.700	বাড়াবাড়ি
extravagant	0.720	0.763	0.812	অসংযত
extravaganza	0.646	0.786	0.906	অত্যাচার
extreme	0.318	0.800	0.721	চরম
extreme anticipation	0.551	0.740	0.704	চরম প্রত্যাশা
extreme disgust	0.052	0.873	0.456	চরম বিতৃষ্ণা
extreme surprise	0.833	0.935	0.676	চরম বিস্ময়
extreme trust	0.826	0.713	0.922	চরম আস্থা
extremely	0.635	0.827	0.886	অত্যন্ত
extremely negative	0.030	0.786	0.311	অত্যন্ত নেতিবাচক
extremely positive	0.993	0.730	0.839	অত্যন্ত ইতিবাচক
extremity	0.408	0.588	0.583	চরম
extricate	0.542	0.510	0.543	নিষ্কাশন করা
extrinsic	0.510	0.479	0.636	বহির্মুখী
extrusion	0.229	0.660	0.545	এক্সট্রুশন
exuberance	0.698	0.816	0.787	exuberance
