English Word	Valence	Arousal	Dominance	Sesotho Word
diluent	0.417	0.344	0.332	hlapolla
dilute	0.275	0.192	0.349	hlapolla
diluted	0.469	0.310	0.229	hlapollotsoe
dilution	0.445	0.337	0.352	phokotso
dim	0.398	0.321	0.273	dim
dime	0.653	0.317	0.345	dime
dimension	0.592	0.415	0.627	tekanyo
dimensional	0.561	0.484	0.596	dimensional
diminish	0.240	0.357	0.167	fokotsa
diminished	0.156	0.269	0.196	fokotsehile
diminution	0.316	0.296	0.245	phokotso
diminutive	0.323	0.200	0.109	fokotsehile
dimwit	0.255	0.459	0.175	dimwit
din	0.440	0.417	0.398	din
dine	0.821	0.519	0.478	ja
diner	0.643	0.302	0.538	jela
dinghy	0.510	0.269	0.325	dinji
dingo	0.608	0.472	0.346	dingo
dingy	0.156	0.483	0.343	dingy
dining	0.724	0.350	0.459	jela
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	lijo tsa mantsiboea
dinnertime	0.796	0.406	0.341	nako ea lijo tsa mantsiboea
dinosaur	0.448	0.630	0.596	dinosaur
dint	0.378	0.480	0.492	dint
diocesan	0.520	0.283	0.518	diocese
diocese	0.510	0.288	0.575	diocese
diorama	0.592	0.441	0.462	diorama
dioxide	0.354	0.433	0.456	dioxide
dip	0.516	0.583	0.397	qoela
diploma	0.750	0.462	0.731	diploma
diplomacy	0.740	0.396	0.774	dipuisano
diplomat	0.563	0.262	0.868	radiplomate
diplomatic	0.653	0.363	0.918	diplomatic
dipper	0.548	0.361	0.348	qoela
dippy	0.430	0.402	0.340	dipi
dipstick	0.365	0.312	0.316	thipa
dire	0.214	0.660	0.259	thothomela
direct	0.793	0.403	0.650	tsepameng
directed	0.542	0.490	0.541	tataisitsoe
direction	0.719	0.330	0.684	tataiso
directive	0.604	0.530	0.918	taelo
directly	0.747	0.400	0.702	ka kotloloho
director	0.688	0.580	0.912	motsamaisi
directory	0.439	0.413	0.538	directory
dirt	0.112	0.500	0.236	ditshila
dirty	0.153	0.460	0.170	ditshila
disability	0.073	0.482	0.173	bokooa
disable	0.115	0.430	0.269	tima
disabled	0.308	0.443	0.235	bokooa
disadvantage	0.150	0.377	0.282	tsietsi
disaffected	0.176	0.410	0.291	nyatsehile
disagree	0.133	0.590	0.345	hanana
disagreeable	0.042	0.643	0.178	sa lumellaneng
disagreeing	0.255	0.643	0.350	ho se dumellane
disagreement	0.104	0.618	0.236	ho se dumellane
disallow	0.156	0.519	0.424	hanela
disallowed	0.135	0.500	0.328	hanoa
disapointment	0.104	0.418	0.231	ho nyahama
disappear	0.143	0.441	0.350	nyamela
disappearance	0.214	0.698	0.367	ho nyamela
disappearing	0.167	0.427	0.379	nyamelang
disappoint	0.150	0.633	0.288	soabisa
disappointed	0.071	0.472	0.241	soetsehile
disappointing	0.073	0.640	0.200	soabisa
disappointment	0.115	0.490	0.336	soabisoa
disapproval	0.085	0.551	0.367	ho se amoheloe
disapprove	0.160	0.594	0.445	hanela
disapproved	0.104	0.550	0.114	nyanyetsoa
disapproving	0.245	0.625	0.452	ho hana
disarm	0.292	0.528	0.613	qhaqha
disarray	0.198	0.657	0.223	disarray
disaster	0.082	0.892	0.433	tlokotsi
disastrous	0.071	0.741	0.439	tlokotsi
disband	0.302	0.491	0.417	qhaqhoa
disbelief	0.188	0.409	0.373	ho se dumele
disbelieve	0.188	0.441	0.352	ho se dumele
disburse	0.418	0.473	0.353	qhalla
disbursement	0.240	0.443	0.435	puseletso
disc	0.622	0.410	0.426	disc
discard	0.240	0.343	0.337	lahla
discarded	0.229	0.460	0.308	lahletsoe
discards	0.240	0.464	0.391	lahla
discern	0.459	0.566	0.518	lemoha
discernible	0.427	0.441	0.481	hlokomelehang
discerning	0.542	0.584	0.780	temoho
discernment	0.408	0.471	0.694	temoho
discharge	0.427	0.538	0.578	phallela
disciple	0.765	0.385	0.462	morutuwa
disciplinary	0.562	0.593	0.796	taeo
discipline	0.615	0.471	0.806	taeo
disciplined	0.728	0.450	0.750	khalemeloa
disclaim	0.235	0.509	0.321	nyenyefatsa
disclaimer	0.367	0.571	0.542	boitlhaloso
disclose	0.490	0.570	0.545	senola
disclosed	0.271	0.575	0.546	pepesitsoe
disclosure	0.500	0.615	0.710	phatlalatso
disco	0.710	0.806	0.575	disco
discoloration	0.224	0.373	0.414	phetoho mmala
discolored	0.204	0.340	0.269	tshokolohile
discomfort	0.153	0.719	0.272	boemo bo sa thabiseng
disconcerted	0.100	0.612	0.288	pherekano
disconcerting	0.106	0.549	0.269	ferekanyang
disconnect	0.438	0.292	0.191	kgaola
disconnected	0.292	0.276	0.173	khaotsoe
disconnection	0.167	0.283	0.277	ho kgaola
disconnects	0.256	0.357	0.241	hakolla
discontent	0.240	0.530	0.263	ho se kgotsofale
discontinuance	0.123	0.741	0.337	ho kgaotsa
discontinue	0.354	0.396	0.349	kgaotsa
discontinuity	0.303	0.439	0.250	ho kgaotsa
discontinuous	0.233	0.409	0.316	e sa feleng
discord	0.115	0.882	0.465	pherekano
discount	0.724	0.530	0.302	theolelo
discounted	0.677	0.471	0.430	theotsoe
discourage	0.184	0.443	0.267	nyahamisa
discouraged	0.220	0.304	0.090	nyahametsoe
discouragement	0.112	0.319	0.206	ho nyahama
discouraging	0.167	0.469	0.281	nyahamisa
discourse	0.410	0.550	0.803	puo
discover	0.771	0.793	0.673	sibolla
discovery	0.823	0.627	0.814	sibollo
discredit	0.075	0.529	0.355	nyelisa
discredited	0.112	0.491	0.182	nyatsehile
discreet	0.552	0.216	0.532	masene
discrepancy	0.260	0.643	0.417	phapang
discrete	0.585	0.231	0.429	boikgethelo
discretion	0.552	0.320	0.685	masene
discretionary	0.520	0.365	0.446	boikhethelo
discriminate	0.125	0.761	0.366	kgetholla
discriminating	0.160	0.783	0.462	kgetholla
discrimination	0.051	0.724	0.379	kgethollo
discus	0.542	0.423	0.343	buisana
discuss	0.396	0.769	0.509	buisana
discussion	0.333	0.842	0.536	puisano
disdain	0.153	0.446	0.441	nyeliso
disdainful	0.097	0.480	0.263	nyelisa
disease	0.041	0.539	0.333	lefu
diseased	0.123	0.510	0.134	ho kula
disembodied	0.167	0.620	0.412	kgelohile mmeleng
disengage	0.406	0.529	0.304	qhalla
disengagement	0.327	0.373	0.395	ho se kopanele
disfigured	0.153	0.613	0.336	senyehile
disgrace	0.061	0.531	0.331	tlontlollo
disgraced	0.071	0.661	0.250	hlabisitsoe
disgraceful	0.082	0.702	0.240	hlabisang lihlong
disgruntled	0.104	0.658	0.442	nyahamehile
disguise	0.573	0.694	0.431	ikgakanya
disguised	0.500	0.615	0.326	ikhakantse
disgust	0.052	0.775	0.317	ho nyonya
disgusted	0.051	0.773	0.274	hlonyehile
disgusting	0.031	0.796	0.245	e nyonyehang
dish	0.552	0.255	0.264	sejana
disheartened	0.153	0.343	0.238	nyahamisoa ke pelo
disheartening	0.010	0.353	0.224	e nyahamisang
dishonest	0.191	0.491	0.163	ho se tšepahale
dishonesty	0.094	0.592	0.348	ho se tšepahale
dishonor	0.104	0.620	0.185	tlontlollo
dishonorable	0.112	0.641	0.280	hlomphollang
dishwasher	0.480	0.296	0.324	mochini o hlatsoang lijana
disillusionment	0.051	0.519	0.190	ho nyahama
disinclination	0.125	0.491	0.330	ho kgeloha
disincline	0.458	0.454	0.278	disinline
disinclined	0.385	0.442	0.364	disinclined
disinfect	0.448	0.388	0.648	sebolaea likokoana-hloko
disinfectant	0.531	0.429	0.460	sebolaya ditwatsi
disinfection	0.517	0.556	0.473	ho bolaea likokoana-hloko
disinformation	0.230	0.577	0.260	disinformation
disingenuous	0.194	0.509	0.204	sa tsebeng
disintegrate	0.143	0.660	0.364	qhalanya
disintegration	0.094	0.551	0.381	pherekano
disinterested	0.398	0.284	0.392	sa thahaselle
disjoint	0.351	0.385	0.322	disjoint
disjointed	0.323	0.518	0.365	disjointed
disjunctive	0.286	0.481	0.400	disjunctive
disk	0.573	0.423	0.412	disk
diskette	0.531	0.255	0.391	diskette
dislike	0.156	0.406	0.321	ho se rate
disliked	0.062	0.510	0.221	sa ratehe
disliking	0.163	0.637	0.366	ho se rate
dislocated	0.125	0.625	0.200	qhaqhoa
dislocation	0.229	0.565	0.373	dislocation
dislodge	0.214	0.769	0.356	dislodge
disloyal	0.062	0.582	0.245	ea sa tšepahaleng
disloyalty	0.187	0.716	0.267	ho se tšepahale
dismal	0.194	0.450	0.192	nyatsehile
dismantle	0.347	0.644	0.462	qhaqha
dismay	0.314	0.681	0.459	nyahamiso
dismayed	0.165	0.735	0.389	tshoenyehile
dismemberment	0.104	0.860	0.470	ho kgaola
dismiss	0.167	0.541	0.509	qhala
dismissal	0.153	0.723	0.271	ho tebela
dismissive	0.188	0.541	0.430	kgelosa
dismount	0.361	0.423	0.391	dismount
disobedience	0.051	0.868	0.369	ho se mamele
disobedient	0.276	0.706	0.353	hlokang kutlo
disobey	0.143	0.556	0.491	ho se mamele
disorder	0.115	0.816	0.218	pherekano
disordered	0.210	0.714	0.288	hlohlelletse
disorderly	0.188	0.748	0.385	bohlasoa
disorganized	0.052	0.507	0.184	disorganized
disorientation	0.163	0.472	0.212	pherekano
disoriented	0.227	0.643	0.227	disoriented
disown	0.153	0.637	0.368	latola
disparage	0.092	0.663	0.336	nyelisa
disparaging	0.102	0.626	0.411	nyenyefatsa
disparate	0.438	0.500	0.368	sarohane
disparity	0.208	0.482	0.361	ho se lekane
dispassionate	0.199	0.217	0.218	hlokang tjantjello
dispatch	0.317	0.417	0.555	thomello
dispatcher	0.365	0.704	0.652	dispatcher
dispel	0.388	0.402	0.411	qhala
dispensary	0.406	0.380	0.606	dispensary
dispensation	0.388	0.462	0.490	phano
dispense	0.561	0.520	0.518	qhalanya
dispenser	0.583	0.392	0.470	moabi
dispersal	0.388	0.507	0.421	qhalanya
disperse	0.375	0.569	0.434	qhalanya
dispersed	0.344	0.490	0.274	qhalahile
dispersion	0.270	0.604	0.350	phasalatso
dispirited	0.204	0.280	0.142	nyatsehile
displace	0.424	0.541	0.454	suthisa
displaced	0.281	0.472	0.291	suthisoa
displacement	0.276	0.531	0.481	phalliso
displacency	0.500	0.528	0.642	displacency
display	0.677	0.325	0.400	pontsho
displease	0.021	0.702	0.286	halefisa
displeased	0.135	0.690	0.400	nyatseha
displeasure	0.115	0.559	0.250	ho se thabele
disposable	0.271	0.439	0.250	lahlehang
disposal	0.135	0.608	0.396	lahla
dispose	0.548	0.538	0.559	lahla
disposed	0.688	0.441	0.625	lahletsoe
disposition	0.663	0.542	0.734	tshekamelo
dispossessed	0.354	0.577	0.331	qhaqhoa
disprove	0.375	0.625	0.613	nyatsetsa
dispute	0.219	0.750	0.585	khang
disqualification	0.066	0.677	0.330	ho nyatseha
disqualified	0.129	0.464	0.232	nyatsehang
disqualify	0.208	0.595	0.267	nyelisa
disquieted	0.229	0.850	0.290	disquieted
disregard	0.177	0.647	0.308	ho hlokomoloha
disregarded	0.260	0.458	0.283	hlokomolohiloe
disrelish	0.375	0.471	0.304	disrelish
disreputable	0.104	0.688	0.353	ya nyatsehang
disrepute	0.208	0.630	0.292	nyeliso
disrespect	0.062	0.637	0.302	ho hloka tlhompho
disrespectful	0.031	0.694	0.273	e hlokang tlhompho
disrupt	0.265	0.640	0.349	senya
disrupting	0.186	0.557	0.339	sitisa
disruption	0.235	0.735	0.436	tshitiso
disruptive	0.255	0.755	0.575	sitisang
dissatisfaction	0.115	0.663	0.202	ho se kgotsofale
dissatisfied	0.042	0.561	0.291	sa kgotsofala
dissect	0.367	0.750	0.595	qhaqhoa
dissection	0.276	0.632	0.462	qhetsola
disseminate	0.562	0.608	0.750	hasanya
dissemination	0.476	0.551	0.583	phatlalatso
dissension	0.250	0.618	0.414	qabang
dissent	0.300	0.655	0.407	ho hanyetsa
dissenting	0.208	0.552	0.366	ho hanyetsa
dissertation	0.312	0.575	0.575	dissertation
disservice	0.250	0.794	0.480	ho hloka thuso
dissident	0.350	0.582	0.413	mohanyetsi
dissimilar	0.276	0.461	0.472	e sa tshoaneng
dissipate	0.385	0.368	0.355	qhalanya
dissipated	0.281	0.421	0.231	dissipated
dissociation	0.135	0.555	0.471	karohano
dissociative	0.281	0.615	0.397	dissociative
dissolution	0.204	0.464	0.349	ho qhaqhoa
dissolve	0.271	0.490	0.410	qhala
dissonance	0.173	0.471	0.336	dissonance
dissuade	0.482	0.500	0.350	nyatsetsa
distal	0.410	0.401	0.438	distal
distance	0.233	0.317	0.418	bohole
distant	0.229	0.324	0.269	hole
distaste	0.184	0.625	0.370	nyatsiso
distasteful	0.264	0.676	0.222	manyala
distillate	0.500	0.347	0.382	distillate
distillation	0.396	0.436	0.575	phopholetsa
distilled	0.427	0.573	0.500	hlahlisitsoe
distinct	0.542	0.578	0.509	ikhethang
distinction	0.584	0.571	0.750	khethollo
distinctive	0.885	0.520	0.604	ikhethang
distinguish	0.675	0.471	0.600	khetholla
distinguishable	0.635	0.530	0.727	khetholloa
distinguished	0.823	0.593	0.759	kgethehile
distinguishing	0.622	0.363	0.640	kgetholla
distort	0.100	0.740	0.366	sotha
distorted	0.250	0.521	0.280	sothile
distortion	0.299	0.570	0.380	phetolo
distract	0.241	0.609	0.336	sitisa
distracted	0.194	0.392	0.213	sitisoa
distracting	0.445	0.583	0.400	sitisang
distraction	0.402	0.557	0.390	tshitiso
distraught	0.115	0.903	0.264	tsielehile
distress	0.073	0.840	0.396	mahlomola
distressed	0.143	0.771	0.324	tsielehile
distressing	0.075	0.750	0.375	tsietsing
distribute	0.643	0.596	0.709	aba
distribution	0.635	0.548	0.788	kabo
distributor	0.702	0.447	0.718	morekisi
district	0.438	0.327	0.660	setereke
distrust	0.060	0.670	0.276	ho se tshepe
disturb	0.175	0.760	0.481	sitisa
disturbance	0.146	0.907	0.404	tshitiso
disturbed	0.125	0.870	0.305	sitisoa
disturbing	0.146	0.792	0.439	tšoenyang
disuse	0.229	0.229	0.202	ho se sebelisoe
disused	0.250	0.302	0.186	sa sebelisoa
ditch	0.357	0.364	0.322	sekoti
ditto	0.449	0.418	0.411	joalo-joalo
ditty	0.470	0.433	0.334	ditty
diurnal	0.714	0.296	0.443	letsatsi le letsatsi
diva	0.660	0.657	0.596	diva
divan	0.750	0.202	0.262	qoela
dive	0.583	0.531	0.500	qoela
diver	0.594	0.520	0.564	motsubi
diverge	0.375	0.657	0.520	fapoha
divergence	0.429	0.615	0.687	phapano
divergent	0.449	0.660	0.587	divergent
diverging	0.417	0.613	0.573	kheloha
divers	0.583	0.580	0.602	ba qoelang ka metsing
diverse	0.562	0.519	0.604	mefuta e fapaneng
diversified	0.602	0.538	0.549	mefutafuta
diversify	0.656	0.588	0.464	fapanyetsana
diversion	0.740	0.821	0.714	kgeloso
diversionary	0.551	0.587	0.300	mokhelohi
diversity	0.806	0.472	0.711	mefuta-futa
divert	0.344	0.622	0.407	kgelosa
diverting	0.396	0.571	0.537	kheloha
divest	0.365	0.547	0.424	qoela
divested	0.333	0.449	0.311	divested
divestment	0.302	0.509	0.382	kgeloha
divide	0.333	0.520	0.417	arola
divided	0.271	0.623	0.391	arotsoe
dividend	0.583	0.491	0.566	karohano
divination	0.500	0.650	0.545	bonohe
divine	0.918	0.571	0.885	bomodimo
divinity	0.896	0.559	0.774	bomodimo
divisible	0.323	0.462	0.411	karohano
division	0.370	0.481	0.472	karohano
divisor	0.344	0.517	0.455	karohano
divorce	0.042	0.700	0.385	tlhalo
divorcee	0.153	0.610	0.481	tlhalo
divulge	0.531	0.718	0.467	pepela
divvy	0.351	0.462	0.429	divvy
dizziness	0.229	0.555	0.254	ho tsekela
dizzy	0.199	0.582	0.193	bohlanya
do	0.670	0.548	0.536	etsa
doable	0.760	0.404	0.675	ka etsahala
doc	0.458	0.317	0.392	ngaka
docile	0.604	0.259	0.264	bonolo
dock	0.490	0.409	0.481	boemakepe
docked	0.281	0.754	0.398	e emisitsoe
docket	0.505	0.509	0.607	dokete
docking	0.354	0.596	0.587	boemakepe
doctor	0.700	0.531	0.861	ngaka
doctorate	0.776	0.479	0.841	lengolo la doctorate
doctrinal	0.510	0.373	0.673	thutong
doctrine	0.500	0.394	0.769	thuto
document	0.594	0.240	0.667	tokomane
documentary	0.622	0.213	0.596	documentary
documentation	0.719	0.290	0.667	litokomane
documents	0.530	0.250	0.587	litokomane
dodge	0.333	0.760	0.509	kolla
dodger	0.427	0.454	0.490	dodger
dodging	0.396	0.654	0.382	ho qoba
dodgy	0.281	0.510	0.254	tjaka
dodo	0.438	0.306	0.353	dodo
doe	0.550	0.336	0.336	doe
doer	0.724	0.550	0.728	moetsi
dog	0.704	0.500	0.407	ntja
dogface	0.219	0.470	0.264	sefahleho sa ntja
dogged	0.255	0.750	0.594	Ntjatsoe
doggy	0.646	0.491	0.404	ntjanyana
doghouse	0.438	0.417	0.340	ntlo ea ntja
dogma	0.530	0.460	0.719	thuto-thuto
dogmatic	0.448	0.520	0.654	ka tieo
dogsick	0.571	0.490	0.377	dogsick
doings	0.604	0.491	0.705	diketso
doit	0.500	0.519	0.392	etsa
dojo	0.500	0.435	0.455	dojo
doldrums	0.229	0.425	0.266	mefokolo
dole	0.448	0.402	0.348	dole
doll	0.729	0.321	0.330	popi
dollar	0.755	0.632	0.694	dollar
dollhouse	0.643	0.245	0.363	ntlo ea lipopi
dolor	0.167	0.635	0.375	dolo
dolphin	0.776	0.350	0.414	dolphin
domain	0.573	0.549	0.828	domain/
dome	0.620	0.398	0.509	dome
domestic	0.729	0.327	0.500	malapeng
domesticated	0.635	0.360	0.294	tjametsoe
domestication	0.594	0.390	0.435	lapeng
domicile	0.604	0.292	0.529	bolulo
domiciled	0.542	0.340	0.516	domiciled
dominance	0.542	0.775	0.839	puso
dominant	0.406	0.854	0.893	e laolang
dominate	0.439	0.814	0.953	busa
dominating	0.427	0.769	0.902	busang
domination	0.505	0.786	0.959	puso
dominatrix	0.390	0.727	0.709	dominatrix
dominion	0.542	0.704	0.890	puso
domino	0.594	0.510	0.473	domino
don	0.646	0.454	0.702	fana
donate	0.774	0.462	0.577	nehela
donation	0.792	0.398	0.602	monehelo
donkey	0.406	0.367	0.245	esele
donor	0.714	0.490	0.653	mofani
dontlikeyou	0.055	0.500	0.282	ha u rate
dontmess	0.396	0.482	0.440	dontmess
dontmesswithme	0.312	0.635	0.440	dontmesswithme
dontpanic	0.469	0.465	0.425	se ke wa tshaba
dontunderstand	0.219	0.357	0.271	utloisisa
doodle	0.604	0.402	0.376	doodle
doom	0.073	0.750	0.442	timetso
doomed	0.041	0.755	0.301	timetsoe
doomsday	0.125	0.861	0.670	letsatsi la timelo
door	0.549	0.189	0.421	monyako
doorbell	0.564	0.500	0.307	tloloko ea monyako
doorknob	0.406	0.553	0.462	letsoana la monyako
doorman	0.570	0.371	0.491	mohlokomedi wa monyako
doormat	0.458	0.269	0.267	mokoti oa monyako
doornail	0.459	0.370	0.423	lenala la monyako
doorstep	0.531	0.274	0.391	monyako
doorway	0.573	0.304	0.496	monyako
dopamine	0.548	0.469	0.426	dopamine
dope	0.295	0.855	0.425	dope
dopey	0.320	0.380	0.365	dopey
dork	0.272	0.519	0.361	dork
dorky	0.302	0.480	0.390	dorky
dorm	0.719	0.194	0.327	tulo
dormant	0.385	0.245	0.245	robetseng
dormitory	0.633	0.204	0.382	borobalo
dorsal	0.449	0.360	0.445	mokokotlong
dosage	0.344	0.450	0.490	tekanyo
dose	0.458	0.490	0.427	tekanyetso
dossier	0.357	0.380	0.544	dossier
dot	0.434	0.290	0.391	letheba
doting	0.888	0.415	0.426	doting
dotted	0.480	0.347	0.426	matheba
dotty	0.375	0.402	0.393	letheba
double	0.677	0.378	0.569	habeli
doubled	0.427	0.536	0.560	habeli
doublet	0.420	0.431	0.500	habedi
doubling	0.459	0.452	0.464	habeli
doubt	0.395	0.351	0.231	pelaelo
doubtful	0.250	0.465	0.241	belaetsang
doubting	0.224	0.560	0.189	pelaelo
doubtless	0.688	0.415	0.689	ntle le pelaelo
doubts	0.306	0.448	0.305	lipelaelo
douche	0.490	0.413	0.397	hlapa
douchebags	0.327	0.587	0.366	li-douchebags
dough	0.588	0.229	0.391	hlama
doughboy	0.365	0.443	0.396	hlama
doughnut	0.663	0.380	0.279	lekoenya le nang le lesoba
dour	0.360	0.404	0.325	dour
douse	0.365	0.453	0.412	rosa
dove	0.729	0.235	0.437	leeba
down	0.208	0.330	0.264	fatshe
downcast	0.071	0.500	0.222	tsietsing
downer	0.120	0.594	0.226	downer
downfall	0.200	0.717	0.182	theoho
downfield	0.521	0.330	0.380	lebala le tlase
downhearted	0.119	0.461	0.255	nyatsehile
downhill	0.292	0.573	0.279	ho theosa
download	0.602	0.490	0.503	download
downpour	0.328	0.602	0.481	pula e matla
downright	0.625	0.454	0.679	ka kotloloho
downriver	0.542	0.469	0.279	tlase ho noka
downside	0.190	0.400	0.246	katlase
downtime	0.240	0.226	0.324	nako ea phomolo
downward	0.188	0.347	0.255	tlase
downy	0.630	0.170	0.255	downy
dowry	0.604	0.453	0.544	bohadi
doze	0.592	0.200	0.405	kotsetsa
dozen	0.583	0.343	0.425	leshome le metso e mmedi
drab	0.327	0.300	0.242	hlaba
draft	0.438	0.360	0.351	rala
drafty	0.458	0.500	0.518	bohlasoa
drag	0.388	0.606	0.348	hulanya
dragon	0.541	0.821	0.712	drakone
dragonfly	0.571	0.373	0.357	lefehlo
drain	0.277	0.470	0.222	khalla
drainage	0.219	0.354	0.307	drainage
drained	0.310	0.441	0.352	tshetsoe
draining	0.337	0.396	0.304	ho kgalla
drainpipe	0.417	0.413	0.277	drainpipe
drake	0.467	0.411	0.452	drake
drama	0.430	0.755	0.481	tšoantšiso
dramaqueen	0.337	0.682	0.482	dramaqueen
dramatic	0.367	0.780	0.443	dramatic
drape	0.417	0.439	0.404	drape
drapery	0.479	0.220	0.223	drapery
drastic	0.194	0.839	0.657	drastic
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	rala
draw	0.704	0.449	0.481	hula
drawback	0.302	0.422	0.148	drawback
drawbridge	0.551	0.557	0.438	drawbridge
drawer	0.429	0.196	0.292	thala
drawers	0.539	0.260	0.236	lithapo
drawing	0.698	0.216	0.333	ho taka
dread	0.153	0.792	0.368	tshoho
dreaded	0.122	0.706	0.460	tshohile
dreadful	0.092	0.786	0.348	e tshabehang
dreadfully	0.246	0.806	0.306	ka tsela e tshabehang
dreading	0.125	0.760	0.377	ho tshoha
dream	0.844	0.157	0.328	lora
dreamboat	0.776	0.491	0.458	seketsoana sa litoro
dreamer	0.820	0.394	0.455	molori
dreaming	0.854	0.320	0.336	ho lora
dreamland	0.844	0.471	0.566	dreamland
dreams	0.865	0.415	0.530	litoro
dreamt	0.812	0.380	0.518	lora
dreamy	0.837	0.350	0.500	ea lorang
dreary	0.260	0.490	0.324	tshotlehile
dredge	0.427	0.445	0.444	hlehla
drenched	0.302	0.361	0.388	kolobisitsoe
dress	0.760	0.300	0.345	moaparo
dresser	0.604	0.398	0.473	moloki
dressmaker	0.698	0.460	0.483	moetsi oa liaparo
dressy	0.800	0.570	0.696	moaparo
dribble	0.417	0.551	0.465	thetsa
dried	0.427	0.260	0.385	omisitsoe
drier	0.306	0.347	0.392	omileng
drift	0.316	0.520	0.375	hoholehile
drifted	0.312	0.542	0.310	hoholehile
drifter	0.449	0.512	0.391	sehoho
driftwood	0.321	0.283	0.439	driftwood
drill	0.250	0.602	0.573	phunya
drink	0.650	0.552	0.474	seno
drinker	0.365	0.735	0.441	monwi
drinking	0.562	0.459	0.317	ho noa joala
drinks	0.729	0.656	0.412	dino
drip	0.392	0.193	0.175	rothela
dripping	0.302	0.257	0.267	rotha
drive	0.625	0.689	0.713	kganna
drivel	0.398	0.469	0.463	drivel
driver	0.553	0.538	0.637	mokhanni
driveway	0.612	0.392	0.689	tsela ea koloi
drizzle	0.521	0.353	0.319	rotha
droll	0.459	0.573	0.422	thetheha
drone	0.429	0.686	0.596	sefofane sa sefofane
drones	0.398	0.577	0.588	lifofane
drool	0.385	0.398	0.204	rothela
drooping	0.245	0.558	0.353	drooping
droopy	0.438	0.350	0.297	droopy
drop	0.479	0.321	0.291	rothela
droplet	0.625	0.208	0.194	lerothodi
dropout	0.253	0.550	0.481	o tlohetse
dropper	0.333	0.216	0.236	dropper/
drought	0.133	0.353	0.267	komello
drove	0.541	0.528	0.623	khanna
drown	0.071	0.860	0.270	khangoa ke metsi
drowsiness	0.260	0.194	0.303	ho otsela
drowsy	0.375	0.180	0.240	otsela
drudgery	0.094	0.522	0.241	tjaka
drug	0.214	0.790	0.453	lithethefatsi
drug dealing	0.042	0.843	0.500	thekiso ea lithethefatsi
drugged	0.102	0.750	0.321	tshebeditsoe ka lithethefatsi
druggist	0.240	0.561	0.417	ngaka ea lithethefatsi
drugs	0.167	0.750	0.368	lithethefatsi
drugstore	0.490	0.343	0.518	lebenkele la lithethefatsi
druid	0.517	0.445	0.481	druid
drum	0.615	0.679	0.339	moropa
drummer	0.646	0.700	0.564	moletsi oa meropa
drumming	0.594	0.750	0.426	ho letsa meropa
drunk	0.194	0.800	0.250	tahiloe
drunk driving	0.073	0.900	0.306	ho kganna a tahilwe
drunkard	0.240	0.873	0.250	letahoa
drunken	0.155	0.849	0.250	tahiloe
drunkenness	0.214	0.774	0.336	botawa
dry	0.363	0.169	0.311	omme
dryer	0.479	0.343	0.277	se omisang
dryness	0.292	0.296	0.263	ho omella
dual	0.573	0.330	0.384	tse pedi
dualism	0.490	0.406	0.536	dualism
duality	0.438	0.520	0.503	kopanelo
