English Word	Valence	Arousal	Dominance	Dutch Word
curtain	0.698	0.278	0.304	gordijn
curtains	0.615	0.123	0.342	gordijnen
curtsy	0.635	0.412	0.598	buiging
curvature	0.417	0.367	0.447	kromming
curve	0.480	0.375	0.307	kromme
curved	0.542	0.407	0.337	gebogen
curvilinear	0.480	0.575	0.411	kromlijnig
cushion	0.653	0.221	0.292	kussen
cushy	0.823	0.283	0.395	knuffelig
cusp	0.667	0.710	0.700	cusp
cuss	0.354	0.538	0.443	vloeken
cussed	0.156	0.625	0.454	vervloekt
custard	0.618	0.260	0.293	vla
custodial	0.418	0.462	0.718	vrijheidsbeneming
custodian	0.594	0.625	0.528	conciërge
custody	0.494	0.472	0.675	hechtenis
custom	0.552	0.382	0.688	Op maat
customary	0.700	0.253	0.561	gebruikelijk
customer	0.562	0.430	0.673	klant
customized	0.625	0.504	0.590	op maat gemaakt
cut	0.490	0.490	0.393	snee
cutaneous	0.365	0.370	0.328	huid
cute	0.920	0.528	0.579	schattig
cuticle	0.340	0.320	0.377	nagelriem
cutie	0.638	0.528	0.464	schattig
cutlass	0.173	0.648	0.528	machete
cutlery	0.552	0.300	0.345	bestek
cutoff	0.432	0.510	0.518	afsnijden
cutter	0.427	0.731	0.583	snijder
cutters	0.197	0.653	0.491	snijders
cutthroat	0.110	0.823	0.663	moordenaar
cutting	0.448	0.375	0.536	snijden
cutting board	0.337	0.540	0.342	snijplank
cuttings	0.479	0.392	0.433	stekken
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	cyanide
cyberspace	0.677	0.594	0.611	cyberspace
cycle	0.635	0.400	0.533	fiets
cyclical	0.380	0.450	0.554	cyclisch
cyclist	0.684	0.582	0.576	fietser
cyclone	0.416	0.796	0.673	cycloon
cylinder	0.459	0.324	0.447	cilinder
cylindrical	0.458	0.294	0.414	cilindrisch
cymbal	0.542	0.363	0.362	cimbaal
cynic	0.135	0.632	0.473	cynicus
cynical	0.156	0.760	0.474	cynisch
cynicism	0.104	0.780	0.454	cynisme
cyst	0.173	0.578	0.312	cyste
cystic	0.314	0.481	0.400	cystisch
cytomegalovirus	0.186	0.657	0.443	cytomegalovirus
cytoplasm	0.378	0.442	0.474	cytoplasma
czar	0.480	0.348	0.643	tsaar
dab	0.510	0.337	0.340	schar
dabble	0.550	0.530	0.491	ploeteren
dabbling	0.562	0.726	0.676	ploeteren
dad	0.857	0.412	0.786	pa
daddy	0.795	0.400	0.736	papa
dado	0.510	0.240	0.364	dado
daemon	0.333	0.490	0.500	demon
daft	0.255	0.436	0.157	gek
dagger	0.224	0.797	0.613	dolk
daily	0.653	0.347	0.473	dagelijks
dainty	0.604	0.284	0.424	sierlijk
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	zuivel
daisy	0.562	0.367	0.333	madeliefje
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	dal
dam	0.250	0.553	0.394	dam
damage	0.059	0.726	0.403	schade
damaged	0.104	0.635	0.182	beschadigd
damages	0.082	0.760	0.310	schade
dame	0.694	0.480	0.500	dame
damn	0.073	0.784	0.431	verdomd
damnation	0.135	0.750	0.416	verdoemenis
damned	0.100	0.760	0.465	verdoemd
damp	0.360	0.279	0.210	vochtig
dampened	0.271	0.422	0.336	gedempt
damper	0.459	0.378	0.473	demper
damsel	0.719	0.475	0.400	jonkvrouw
dance	0.894	0.840	0.551	dans
dancer	0.740	0.768	0.545	danser
dancing	0.885	0.868	0.444	dansen
dandruff	0.398	0.298	0.293	roos
dandy	0.673	0.520	0.630	dandy
danger	0.115	0.923	0.673	Gevaar
dangerous	0.020	0.941	0.658	gevaarlijk
dangerously	0.082	0.930	0.564	gevaarlijk
dangit	0.396	0.606	0.358	verdorie
dangle	0.362	0.469	0.375	bengelen
dank	0.390	0.381	0.383	dank u
dapper	0.770	0.560	0.698	goed verzorgd
dare	0.677	0.788	0.684	durven
daredevil	0.429	0.714	0.653	waaghals
daresay	0.540	0.451	0.490	durf te zeggen
daring	0.583	0.840	0.711	gedurfd
dark	0.198	0.398	0.426	donker
darken	0.250	0.471	0.382	verduisteren
darkened	0.135	0.440	0.452	verduisterd
darkly	0.219	0.548	0.443	donker
darkness	0.102	0.602	0.418	duisternis
darkroom	0.188	0.627	0.423	donkere kamer
darkside	0.102	0.690	0.365	duistere kant
darling	0.885	0.370	0.608	liefje
darn	0.115	0.765	0.418	verdorie
dart	0.417	0.608	0.500	darten
dash	0.574	0.312	0.324	streepje
dashboard	0.510	0.371	0.595	dashboard
dashed	0.276	0.393	0.338	gestreept
dashing	0.612	0.627	0.799	onstuimig
dastardly	0.208	0.688	0.270	lafhartig
data	0.500	0.250	0.426	gegevens
database	0.604	0.286	0.644	database
date	0.604	0.231	0.400	datum
datenight	0.708	0.637	0.518	datenight
daughter	0.908	0.415	0.455	dochter
dawdle	0.479	0.464	0.357	treuzelen
dawn	0.827	0.235	0.519	ochtendgloren
dawned	0.694	0.471	0.473	daagde op
day	0.719	0.269	0.389	dag
daybreak	0.802	0.358	0.474	aanbreken van de dag
daycare	0.776	0.481	0.360	kinderdagverblijf
daydream	0.750	0.337	0.456	dromen
daydreaming	0.776	0.360	0.479	dagdromen
daylight	0.865	0.420	0.545	daglicht
daymade	0.646	0.450	0.417	dag gemaakt
dayoff	0.760	0.368	0.377	vrije dag
daytime	0.750	0.324	0.454	dag
daze	0.245	0.735	0.329	versuft
dazed	0.300	0.697	0.277	versuft
dazzle	0.730	0.782	0.683	verblinden
dazzling	0.854	0.880	0.767	oogverblindend
deacon	0.531	0.430	0.736	diaken
deactivate	0.235	0.447	0.392	deactiveren
dead	0.052	0.454	0.194	dood
deadbeat	0.229	0.453	0.368	doodslag
deadline	0.214	0.615	0.460	deadline
deadlines	0.406	0.769	0.411	deadlines
deadlock	0.170	0.418	0.323	impasse
deadly	0.143	0.849	0.554	dodelijk
deafening	0.281	0.835	0.482	oorverdovend
deafness	0.125	0.413	0.219	doofheid
deal	0.719	0.599	0.543	overeenkomst
dealer	0.799	0.615	0.683	handelaar
dealership	0.541	0.430	0.629	dealerschap
dealing	0.724	0.415	0.598	omgang
dealings	0.600	0.491	0.480	transacties
dean	0.612	0.469	0.723	decaan
dear	0.880	0.434	0.629	lief
dearest	0.902	0.427	0.508	liefste
dearth	0.156	0.539	0.255	gebrek
death	0.031	0.720	0.472	dood
deathbed	0.051	0.652	0.311	sterfbed
deathly	0.073	0.771	0.682	dodelijk
debacle	0.156	0.606	0.266	debacle
debased	0.219	0.529	0.170	vernederd
debatable	0.181	0.610	0.474	discutabel
debate	0.408	0.691	0.683	debat
debauchery	0.354	0.901	0.500	losbandigheid
debenture	0.417	0.500	0.466	obligatie
debilitating	0.125	0.490	0.308	slopend
debit	0.333	0.400	0.474	debiteren
debrief	0.247	0.343	0.549	debriefing
debriefing	0.427	0.580	0.456	nabespreking
debris	0.135	0.396	0.327	brokstukken
debt	0.204	0.598	0.336	schuld
debtor	0.219	0.546	0.160	schuldenaar
debut	0.806	0.606	0.629	debuut
debutante	0.771	0.627	0.454	debutante
decade	0.531	0.402	0.665	decennium
decadence	0.237	0.455	0.291	decadentie
decadent	0.290	0.559	0.324	decadent
decaf	0.480	0.324	0.353	cafeïnevrij
decanter	0.438	0.567	0.510	karaf
decathlon	0.573	0.753	0.620	tienkamp
decay	0.143	0.312	0.170	verval
decayed	0.017	0.375	0.169	vervallen
decaying	0.073	0.510	0.214	rottend
deceased	0.021	0.538	0.188	overleden
decedent	0.423	0.481	0.415	overledene
deceit	0.020	0.696	0.343	bedrog
deceitful	0.071	0.788	0.371	bedrieglijk
deceive	0.094	0.775	0.414	bedriegen
deceived	0.059	0.673	0.302	bedrogen
deceiving	0.099	0.636	0.426	bedriegen
december	0.740	0.540	0.464	december
decency	0.750	0.235	0.634	fatsoen
decent	0.823	0.296	0.653	redelijk
deception	0.090	0.745	0.370	teleurstelling
deceptive	0.027	0.605	0.294	bedrieglijk
decide	0.656	0.540	0.855	beslissen
decidedly	0.750	0.480	0.843	beslist
deciduous	0.385	0.353	0.282	bladverliezend
decimal	0.507	0.259	0.305	decimale
decimeter	0.520	0.292	0.377	decimeter
decipher	0.417	0.630	0.652	ontcijferen
decision	0.646	0.510	0.839	beslissing
decisive	0.740	0.509	0.935	besluitvol
deck	0.420	0.333	0.394	dek
declaration	0.551	0.590	0.714	verklaring
declaratory	0.635	0.582	0.673	declaratoir
declare	0.677	0.623	0.668	verklaren
declination	0.250	0.549	0.311	declinatie
decline	0.173	0.491	0.240	afwijzen
declining	0.328	0.400	0.264	afnemend
deco	0.625	0.274	0.356	decoratie
decode	0.551	0.510	0.640	decoderen
decoder	0.562	0.340	0.686	decoder
decompose	0.194	0.596	0.241	ontleden
decomposed	0.073	0.442	0.231	ontbonden
decomposition	0.133	0.600	0.263	ontleding
decompress	0.438	0.430	0.509	decomprimeren
decompression	0.208	0.520	0.311	decompressie
decontamination	0.611	0.538	0.573	ontsmetting
decor	0.734	0.311	0.573	decor
decorate	0.954	0.370	0.404	versieren
decorating	0.863	0.548	0.462	decoreren
decoration	0.878	0.553	0.526	decoratie
decorative	0.908	0.460	0.381	decoratief
decorator	0.840	0.471	0.455	decorateur
decorum	0.802	0.327	0.462	decorum
decoy	0.149	0.460	0.330	lokaas
decrease	0.125	0.360	0.267	kleiner worden
decreased	0.224	0.271	0.170	afgenomen
decreasing	0.320	0.346	0.224	afnemend
decree	0.552	0.478	0.746	besluit
decrement	0.255	0.427	0.373	verlagen
decrepit	0.156	0.490	0.225	afgeleefd
decry	0.400	0.814	0.548	afkeuren
decryption	0.459	0.445	0.600	ontsleuteling
dedicate	0.823	0.431	0.588	wijden
dedication	0.867	0.471	0.682	toewijding
deduce	0.490	0.510	0.466	afleiden
deduct	0.355	0.330	0.412	aftrekken
deductible	0.375	0.286	0.455	aftrekbaar
deduction	0.438	0.462	0.527	aftrek
deed	0.520	0.320	0.592	akte
deejay	0.551	0.630	0.473	deejay
deem	0.594	0.529	0.690	achten
deep	0.490	0.473	0.657	diep
deepen	0.625	0.530	0.776	verdiepen
deer	0.583	0.375	0.292	hert
defamation	0.110	0.670	0.481	geroddel
defamatory	0.143	0.688	0.402	lasterlijk
default	0.459	0.343	0.712	standaard
defeat	0.092	0.500	0.224	verlies
defeated	0.104	0.582	0.145	verslagen
defeatist	0.163	0.567	0.315	defaitistisch
defect	0.135	0.561	0.185	defect
defection	0.146	0.594	0.330	afvalligheid
defective	0.122	0.580	0.274	defecte
defector	0.163	0.696	0.286	overloper
defend	0.698	0.722	0.670	verdedigen
defendant	0.250	0.710	0.491	verweerder
defended	0.663	0.451	0.582	verdedigd
defender	0.639	0.708	0.750	verdediger
defending	0.604	0.871	0.812	verdedigen
defense	0.652	0.698	0.802	verdediging
defenseless	0.143	0.357	0.105	weerloos
defensible	0.740	0.509	0.593	verdedigbaar
defensive	0.542	0.640	0.678	defensief
defer	0.245	0.459	0.317	verschuiven
deference	0.510	0.396	0.447	eerbied
deferral	0.765	0.542	0.327	uitstel
deferring	0.343	0.500	0.413	uitstellen
defiance	0.333	0.780	0.760	trotsering
defiant	0.250	0.792	0.769	provocerend
defibrillator	0.398	0.663	0.431	defibrillator
deficiency	0.073	0.373	0.179	tekort
deficient	0.240	0.464	0.132	gebrekkig
deficit	0.358	0.500	0.269	tekort
define	0.688	0.415	0.632	definiëren
defined	0.670	0.214	0.646	bepaald
definite	0.708	0.292	0.741	definitief
definition	0.573	0.375	0.579	definitie
definitive	0.583	0.479	0.787	definitief
deflate	0.148	0.404	0.237	leeglopen
deflation	0.287	0.536	0.407	deflatie
deflect	0.133	0.491	0.482	afbuigen
deflection	0.188	0.500	0.382	doorbuiging
defloration	0.188	0.690	0.434	ontmaagding
deform	0.112	0.654	0.284	vervormen
deformed	0.198	0.435	0.308	misvormd
deformity	0.160	0.569	0.241	misvorming
defraud	0.175	0.635	0.314	bedriegen
defray	0.375	0.598	0.653	bekostigen
defrost	0.427	0.317	0.389	ontdooien
deft	0.719	0.575	0.849	behendig
defunct	0.112	0.491	0.272	ter ziele
defuse	0.167	0.480	0.430	onschadelijk maken
defy	0.353	0.884	0.657	trotseren
degeneracy	0.143	0.720	0.298	degeneratie
degenerate	0.069	0.724	0.264	ontaarden
degeneration	0.245	0.578	0.371	degeneratie
degradation	0.160	0.608	0.315	degradatie
degrade	0.083	0.500	0.184	degraderen
degraded	0.167	0.433	0.205	gedegradeerd
degrading	0.031	0.583	0.232	vernederend
degree	0.724	0.365	0.663	rang
dehydrated	0.310	0.685	0.212	uitgedroogd
dehydration	0.188	0.472	0.259	uitdroging
dejected	0.104	0.654	0.347	neerslachtig
delay	0.204	0.510	0.162	vertraging
delayed	0.188	0.490	0.216	vertraagd
delectable	0.781	0.642	0.718	verrukkelijk
delegate	0.612	0.491	0.658	delegeren
delegation	0.562	0.431	0.609	delegatie
delete	0.292	0.298	0.409	verwijderen
deleterious	0.297	0.725	0.440	schadelijk
deletion	0.062	0.506	0.462	verwijdering
deli	0.561	0.448	0.447	deli
deliberate	0.551	0.654	0.682	opzettelijk
deliberation	0.561	0.678	0.596	beraadslaging
deliberative	0.392	0.552	0.573	deliberatief
delicacy	0.812	0.279	0.336	delicatesse
delicate	0.583	0.294	0.366	delicaat
delicatessen	0.656	0.474	0.400	delicatessenwinkel
delicious	0.927	0.650	0.589	verrukkelijk
delight	0.949	0.666	0.647	vreugde
delighted	0.938	0.664	0.685	verheugd
delightful	0.918	0.735	0.644	verrukkelijk
delineate	0.448	0.430	0.445	afbakenen
delineation	0.521	0.402	0.314	afbakening
delinquency	0.135	0.860	0.508	delinquentie
delinquent	0.051	0.904	0.500	delinquent
delirious	0.219	0.774	0.538	uitzinnig
delirium	0.233	0.694	0.484	delirium
deliver	0.583	0.370	0.582	leveren
deliverance	0.750	0.520	0.658	verlossing
delivery	0.704	0.461	0.786	levering
dell	0.458	0.380	0.453	dell
delta	0.551	0.343	0.509	delta
delude	0.143	0.627	0.353	misleiden
deluge	0.245	0.714	0.612	zondvloed
delusion	0.344	0.647	0.400	waanidee
delusional	0.219	0.745	0.327	misleidend
deluxe	0.792	0.612	0.755	luxe
delve	0.469	0.529	0.684	graven
demand	0.292	0.673	0.500	vraag naar
demanding	0.396	0.750	0.828	veeleisend
demeaned	0.271	0.520	0.212	vernederd
demeaning	0.104	0.645	0.308	vernederend
demeanor	0.633	0.433	0.657	houding
demented	0.088	0.787	0.309	dementerend
dementia	0.092	0.779	0.337	Dementie
demise	0.104	0.596	0.456	ondergang
demo	0.510	0.314	0.423	demo
democracy	0.680	0.500	0.840	democratie
democrat	0.582	0.400	0.755	democraat
democratic	0.802	0.519	0.798	democratisch
demographic	0.459	0.356	0.594	demografisch
demolish	0.125	0.632	0.700	slopen
demolished	0.271	0.647	0.353	gesloopt
demolition	0.133	0.827	0.541	sloop
demon	0.037	0.908	0.509	demon
demonic	0.146	0.875	0.600	demonisch
demonstrable	0.735	0.471	0.749	aantoonbaar
demonstrate	0.771	0.552	0.839	tonen
demonstrated	0.617	0.500	0.649	gedemonstreerd
demonstrating	0.698	0.571	0.693	demonstreren
demonstration	0.551	0.676	0.679	demonstratie
demonstrative	0.656	0.528	0.736	demonstratief
demonstrator	0.520	0.598	0.733	demonstrant
demoralized	0.082	0.590	0.149	gedemoraliseerd
demos	0.418	0.370	0.368	demo's
demure	0.690	0.315	0.417	ingetogen
den	0.510	0.347	0.398	den
deniability	0.230	0.509	0.417	ontkenning
denial	0.194	0.435	0.318	ontkenning
denied	0.188	0.604	0.333	geweigerd
denim	0.520	0.382	0.327	denim
denomination	0.490	0.363	0.429	denominatie
denominational	0.458	0.375	0.679	confessioneel
denominator	0.450	0.410	0.613	noemer
denote	0.448	0.471	0.534	duiden op
denounce	0.083	0.780	0.426	aangeven
dense	0.354	0.343	0.536	gespannen
density	0.602	0.471	0.561	dikte
dent	0.306	0.606	0.325	deuk
dental	0.573	0.404	0.463	tandheelkunde
dentist	0.479	0.620	0.642	tandarts
dentistry	0.429	0.570	0.569	tandheelkunde
dentists	0.364	0.600	0.582	tandartsen
denunciation	0.146	0.830	0.561	opzegging
deny	0.316	0.667	0.321	ontkennen
denying	0.080	0.542	0.272	ontkennen
deodorant	0.480	0.265	0.269	deodorant
depart	0.398	0.480	0.444	vertrekken
departed	0.245	0.536	0.391	vertrokken
department	0.708	0.358	0.642	afdeling
departmental	0.612	0.422	0.446	departementaal
departure	0.573	0.500	0.426	vertrek
depend	0.388	0.429	0.358	afhangen
dependable	0.880	0.357	0.741	betrouwbaar
dependant	0.357	0.404	0.451	afhankelijk
dependence	0.250	0.451	0.433	afhankelijkheid
dependency	0.429	0.365	0.356	afhankelijkheid
dependent	0.354	0.455	0.404	afhankelijk
depict	0.663	0.529	0.723	verbeelden
depicting	0.490	0.566	0.602	beeltenis
depletion	0.153	0.370	0.236	uitputting
deplorable	0.135	0.657	0.230	betreurenswaardig
deplore	0.135	0.575	0.373	betreuren
deploy	0.500	0.520	0.585	inzetten
deployment	0.510	0.520	0.612	inzet
deport	0.167	0.667	0.546	deporteren
deportation	0.104	0.786	0.450	deportatie
depose	0.286	0.420	0.451	afzetten
deposit	0.540	0.379	0.483	borg
depositary	0.604	0.431	0.500	bewaarder
deposition	0.394	0.510	0.471	afzetting
depository	0.551	0.373	0.481	bewaarplaats
depot	0.635	0.255	0.471	depot
depraved	0.031	0.837	0.395	verdorven
depravity	0.115	0.854	0.453	verdorvenheid
depreciate	0.270	0.623	0.445	afschrijven
depreciated	0.135	0.672	0.250	afgeschreven
depreciation	0.143	0.571	0.386	afschrijving
depress	0.219	0.635	0.528	deprimeren
depressed	0.024	0.445	0.136	depressief
depressing	0.146	0.559	0.216	deprimerend
depression	0.031	0.520	0.232	depressie
depressive	0.143	0.434	0.202	depressief
depresson	0.135	0.400	0.308	depressief
deprivation	0.194	0.610	0.413	ontbering
deprive	0.271	0.591	0.340	beroven
deprived	0.354	0.506	0.536	ontnomen
depth	0.708	0.561	0.759	diepte
deputy	0.429	0.530	0.787	plaatsvervanger
derail	0.108	0.802	0.375	ontsporen
deranged	0.376	0.868	0.357	gestoord
derelict	0.208	0.470	0.237	verlaten
derision	0.265	0.670	0.292	spot
derivation	0.521	0.519	0.644	afleiding
derivative	0.541	0.491	0.508	derivaat
derive	0.396	0.324	0.360	afleiden
dermal	0.385	0.406	0.443	dermaal
dermatologist	0.531	0.358	0.528	dermatoloog
dermatology	0.422	0.500	0.556	dermatologie
derogation	0.208	0.460	0.327	afwijking
derogatory	0.122	0.580	0.404	denigrerend
descend	0.385	0.535	0.231	afdalen
descendant	0.684	0.420	0.625	afstammeling
descendent	0.391	0.480	0.565	afstammeling
descending	0.219	0.493	0.250	aflopend
descent	0.300	0.402	0.158	herkomst
describe	0.542	0.472	0.555	beschrijven
description	0.582	0.425	0.596	Omschrijving
descriptive	0.667	0.352	0.570	beschrijvend
desecrate	0.255	0.806	0.509	ontheiligen
desecration	0.125	0.833	0.564	ontheiliging
desert	0.469	0.279	0.389	woestijn
deserted	0.156	0.480	0.214	uitgestorven
deserter	0.122	0.710	0.366	deserteur
desertion	0.122	0.630	0.289	desertie
deserve	0.802	0.436	0.613	verdien
deserved	0.781	0.582	0.689	verdiend
deserving	0.802	0.596	0.858	verdienstelijk
design	0.796	0.327	0.632	ontwerp
designate	0.531	0.538	0.683	aanwijzen
designated	0.500	0.412	0.616	toegewezen
designation	0.612	0.571	0.675	aanduiding
designed	0.745	0.380	0.595	ontworpen
designer	0.875	0.519	0.670	ontwerper
designing	0.792	0.355	0.552	ontwerpen
desirability	0.684	0.550	0.675	wenselijkheid
desirable	0.740	0.735	0.750	wenselijk
desire	0.896	0.692	0.647	wens
desiring	0.814	0.821	0.632	verlangend
desirous	0.719	0.824	0.562	verlangend
desist	0.220	0.358	0.291	ophouden
desk	0.510	0.135	0.422	bureau
desolate	0.104	0.320	0.228	troosteloos
desolation	0.073	0.481	0.273	verwoesting
despair	0.115	0.794	0.245	wanhoop
despairing	0.073	0.735	0.286	wanhopig
despatch	0.448	0.400	0.613	verzending
desperado	0.260	0.745	0.361	wanhopig
desperate	0.083	0.842	0.337	wanhopig
desperation	0.125	0.904	0.419	wanhoop
despicable	0.146	0.710	0.255	verachtelijk
despise	0.167	0.745	0.296	verachten
despondent	0.133	0.378	0.221	moedeloos
despotic	0.141	0.824	0.592	despotisch
despotism	0.255	0.696	0.620	despotisme
dessert	0.755	0.491	0.404	nagerecht
destination	0.708	0.471	0.637	bestemming
destined	0.698	0.462	0.617	voorbestemd
destiny	0.781	0.413	0.611	lotsbestemming
destitute	0.130	0.451	0.222	berooid
destroy	0.046	0.935	0.635	kapot maken
destroyed	0.031	0.696	0.288	vernietigd
destroyer	0.083	0.830	0.543	torpedojager
destroying	0.041	0.828	0.660	vernietigen
destruct	0.071	0.868	0.525	vernietigen
destruction	0.102	0.929	0.613	verwoesting
destructive	0.177	0.870	0.713	destructief
detach	0.357	0.625	0.450	losmaken
detached	0.280	0.396	0.216	losgemaakt
detachment	0.243	0.700	0.443	onthechting
detail	0.514	0.406	0.528	detail-
detailed	0.603	0.314	0.472	gedetailleerd
details	0.583	0.367	0.481	details
detain	0.351	0.345	0.430	vasthouden
detainee	0.306	0.510	0.321	gedetineerde
detect	0.531	0.520	0.565	detecteren
detectable	0.479	0.539	0.649	detecteerbaar
detection	0.708	0.567	0.538	detectie
detective	0.500	0.764	0.901	detective
detector	0.459	0.630	0.724	detector
detention	0.265	0.698	0.562	Nablijven
deter	0.344	0.537	0.567	afschrikken
detergent	0.458	0.304	0.426	wasmiddel
deteriorate	0.083	0.471	0.202	verslechteren
deteriorated	0.053	0.549	0.237	verslechterd
deteriorating	0.104	0.459	0.112	verslechterend
deterioration	0.130	0.512	0.283	verslechtering
determinable	0.625	0.565	0.723	bepaalbaar
determinate	0.630	0.314	0.772	bepalen
determination	0.776	0.725	0.795	bepaling
determine	0.612	0.368	0.776	bepalen
determined	0.760	0.528	0.673	bepaald
deterrent	0.292	0.461	0.385	afschrikmiddel
detest	0.083	0.800	0.492	verafschuwen
detestation	0.177	0.637	0.412	afkeer
detonate	0.375	0.850	0.696	ontploffen
detonation	0.167	0.931	0.741	ontploffing
detonator	0.207	0.875	0.750	ontsteker
detour	0.398	0.539	0.309	Omleiding
detract	0.344	0.438	0.368	afleiden
detriment	0.281	0.538	0.263	nadeel
detrimental	0.203	0.679	0.387	nadelig
detritus	0.276	0.353	0.363	afval
deuce	0.479	0.338	0.425	deuce
deutschmark	0.439	0.431	0.509	duitse mark
devalued	0.321	0.462	0.212	gedevalueerd
devastate	0.021	0.796	0.509	verwoesten
devastated	0.120	0.544	0.264	verwoest
devastating	0.104	0.856	0.419	verwoestend
devastation	0.090	0.904	0.472	verwoesting
develop	0.771	0.670	0.821	ontwikkelen
developer	0.844	0.653	0.864	ontwikkelaar
developing	0.833	0.587	0.714	ontwikkelen
development	0.827	0.500	0.796	ontwikkeling
deviant	0.094	0.589	0.398	afwijkend
deviate	0.173	0.562	0.269	afwijken
deviating	0.354	0.634	0.536	afwijkend
deviation	0.105	0.513	0.336	afwijking
device	0.562	0.404	0.627	apparaat
devil	0.161	0.900	0.611	duivel
deviled	0.347	0.559	0.358	duivels
devilish	0.073	0.865	0.490	duivels
devious	0.250	0.519	0.259	omslachtig
devise	0.551	0.557	0.670	bedenken
devoid	0.219	0.436	0.300	verstoken
devolution	0.345	0.434	0.425	deconcentratie
devolve	0.367	0.427	0.596	overgaan
devote	0.802	0.490	0.642	toewijden
devoted	0.867	0.320	0.698	toegewijd
devotee	0.816	0.461	0.577	toegewijde
devotion	0.802	0.561	0.673	toewijding
