English Word	Valence	Arousal	Dominance	Armenian Word
fitted	0.507	0.404	0.673	հարմարեցված
fitting	0.612	0.441	0.638	հարմարեցում
fittings	0.531	0.404	0.409	կցամասեր
five	0.510	0.221	0.298	հինգ
fiver	0.458	0.469	0.517	հինգ
fix	0.760	0.538	0.519	ուղղել
fixable	0.724	0.470	0.645	ամրագրելի
fixation	0.562	0.459	0.655	ամրագրում
fixed	0.684	0.167	0.509	ամրագրված
fixer	0.633	0.375	0.606	ամրագրող
fixture	0.663	0.216	0.409	հարմարանք
fixtures	0.643	0.330	0.370	հարմարանքներ
fizz	0.459	0.708	0.349	բզզոց
fjord	0.510	0.404	0.463	ֆիորդ
flabbergast	0.480	0.679	0.547	շքեղություն
flabbergasted	0.312	0.802	0.342	ապշած
flabby	0.292	0.358	0.250	թուլամորթ
flaccid	0.156	0.400	0.151	թուլացած
flag	0.592	0.378	0.536	դրոշ
flagging	0.521	0.519	0.509	դրոշակում
flagpole	0.500	0.394	0.458	դրոշակաձող
flagrant	0.286	0.673	0.455	աղաղակող
flagship	0.592	0.587	0.703	դրոշակակիր
flagstaff	0.520	0.517	0.500	դրոշակակիր
flair	0.775	0.471	0.676	հմայքը
flak	0.390	0.600	0.600	փաթիլ
flake	0.385	0.388	0.289	փաթիլ
flaky	0.363	0.509	0.279	շերտավոր
flamboyant	0.615	0.794	0.705	շքեղ
flame	0.448	0.574	0.615	բոց
flamethrower	0.160	0.882	0.683	բոցավառիչ
flaming	0.406	0.645	0.558	բոցավառվող
flamingo	0.667	0.451	0.482	ֆլամինգո
flammable	0.216	0.800	0.715	դյուրավառ
flan	0.604	0.304	0.198	ֆլան
flange	0.500	0.306	0.390	եզր
flank	0.448	0.458	0.443	եզր
flanked	0.333	0.431	0.368	կողակցած
flanking	0.490	0.622	0.519	եզրային
flannel	0.490	0.250	0.327	ֆլանել
flap	0.275	0.385	0.344	փեղկ
flapping	0.458	0.728	0.404	թափահարում
flare	0.558	0.823	0.508	բռնկում
flares	0.580	0.642	0.556	բռնկումներ
flaring	0.625	0.771	0.509	բռնկվող
flash	0.571	0.590	0.657	ֆլեշ
flashback	0.265	0.400	0.485	հետադարձ հայացք
flashing	0.604	0.574	0.438	թարթող
flashlight	0.653	0.414	0.356	լապտեր
flashy	0.704	0.600	0.827	փայլուն
flask	0.418	0.412	0.454	տափաշիշ
flat	0.408	0.236	0.303	հարթ
flatbed	0.490	0.250	0.380	հարթ մահճակալ
flatfoot	0.265	0.333	0.330	հարթաթաթություն
flatness	0.479	0.280	0.527	հարթություն
flatten	0.286	0.469	0.442	հարթեցնել
flatter	0.521	0.418	0.302	շողոքորթել
flattered	0.865	0.608	0.708	շոյված
flattering	0.755	0.686	0.500	շոյող
flattery	0.470	0.575	0.404	շողոքորթություն
flatulence	0.210	0.632	0.343	փքվածություն
flaunt	0.438	0.611	0.525	շողոքորթել
flavor	0.885	0.479	0.392	համը
flaw	0.319	0.491	0.175	թերություն
flawed	0.133	0.490	0.194	թերի
flawless	0.729	0.420	0.741	անթերի
flea	0.286	0.353	0.218	լու
fleabag	0.271	0.557	0.348	պայուսակ
fled	0.224	0.639	0.322	փախել է
flee	0.292	0.796	0.232	փախչել
fleece	0.561	0.250	0.381	բուրդ
fleet	0.547	0.430	0.623	նավատորմ
fleeting	0.439	0.650	0.387	անցողիկ
flesh	0.604	0.390	0.475	միս
fleshy	0.500	0.518	0.406	մսոտ
flex	0.604	0.378	0.330	ճկել
flexibility	0.867	0.402	0.472	ճկունություն
flexible	0.719	0.460	0.465	ճկուն
flexin	0.552	0.559	0.366	flexin
flexion	0.449	0.551	0.418	ճկունություն
flick	0.688	0.541	0.515	հարվածել
flicker	0.635	0.321	0.333	թարթել
flickering	0.490	0.444	0.289	թարթող
flier	0.541	0.490	0.652	թռչող
flight	0.646	0.630	0.587	թռիչք
flighty	0.219	0.602	0.436	թռիչքային
flimsy	0.302	0.396	0.189	անփույթ
flinch	0.350	0.804	0.555	թարթել
fling	0.439	0.696	0.534	նետվել
flint	0.521	0.439	0.536	կայծքար
flip	0.281	0.529	0.435	մատով խփել
flip flop	0.417	0.519	0.321	մատով խփել
flipper	0.677	0.420	0.415	թռչել
flipping	0.553	0.551	0.345	շրջվելով
flirt	0.792	0.790	0.538	սիրախաղ
flirtation	0.653	0.719	0.482	սիրախաղ
flirting	0.590	0.773	0.491	ֆլիրտ
flirty	0.714	0.721	0.491	սիրախաղ
float	0.688	0.394	0.344	լողալ
floater	0.480	0.433	0.370	floater
flock	0.500	0.546	0.543	հոտի
flog	0.408	0.520	0.382	մտրակել
flood	0.208	0.778	0.608	ջրհեղեղ
floor	0.430	0.230	0.250	հատակ
flooring	0.562	0.235	0.346	հատակներ
floozy	0.410	0.477	0.430	փխրուն
flop	0.081	0.642	0.196	ֆլոպ
floppy	0.549	0.300	0.333	անգործունյա
flora	0.833	0.324	0.567	բուսական աշխարհ
floral	0.833	0.235	0.264	ծաղկային
florist	0.771	0.410	0.388	ծաղկավաճառ
floss	0.500	0.280	0.278	թել
flotation	0.510	0.353	0.333	ֆլոտացիա
flounder	0.711	0.333	0.345	թրթուր
flour	0.530	0.235	0.239	ալյուր
flourish	0.939	0.573	0.601	ծաղկել
flow	0.696	0.316	0.464	հոսքը
flower	0.802	0.189	0.254	ծաղիկ
flowering	0.906	0.627	0.500	ծաղկում
flowers	0.875	0.324	0.330	ծաղիկներ
flowery	0.792	0.332	0.446	ծաղկավոր
flows	0.571	0.480	0.434	հոսում է
flu	0.230	0.547	0.250	գրիպ
fluctuate	0.285	0.617	0.480	տատանվել
fluctuating	0.292	0.591	0.395	տատանվող
fluctuation	0.347	0.750	0.519	տատանում
flue	0.354	0.688	0.451	ծխնելույզ
fluency	0.776	0.504	0.718	սահունություն
fluent	0.760	0.500	0.614	սահուն
fluff	0.520	0.264	0.172	բմբուլ
fluffy	0.781	0.431	0.356	փափկամազ
fluid	0.673	0.407	0.589	հեղուկ
fluidity	0.729	0.510	0.576	հոսունություն
fluke	0.446	0.450	0.432	պատահականություն
flunk	0.104	0.548	0.170	ցատկել
flunky	0.205	0.452	0.216	ժլատ
fluorescence	0.667	0.490	0.500	լյումինեսցենտություն
fluorescent	0.602	0.595	0.500	լյումինեսցենտ
flurries	0.422	0.760	0.517	փոթորկալից
flurry	0.302	0.760	0.559	ժայթքել
flush	0.408	0.755	0.589	ողողել
flustered	0.316	0.903	0.283	ցնցված
flute	0.635	0.330	0.363	ֆլեյտա
fluted	0.438	0.438	0.389	fluted
flutter	0.479	0.548	0.330	թրթռալ
fluvial	0.571	0.363	0.588	գետային
flux	0.473	0.472	0.451	հոսք
fly	0.760	0.775	0.676	թռչել
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	թռուցիկ
flying	0.877	0.606	0.696	թռչող
flywheel	0.667	0.480	0.442	թռչող անիվ
foal	0.542	0.578	0.482	քուռակ
foam	0.698	0.230	0.204	փրփուր
foaming	0.643	0.240	0.198	փրփրացող
foamy	0.663	0.306	0.291	փրփուր
fob	0.327	0.402	0.396	ֆոբ
focal	0.367	0.365	0.482	կիզակետային
focus	0.690	0.382	0.648	կենտրոնանալ
fodder	0.316	0.358	0.430	անասնակեր
foe	0.071	0.827	0.459	թշնամի
fog	0.510	0.213	0.260	մառախուղ
foggy	0.354	0.337	0.302	մառախլապատ
foil	0.312	0.204	0.342	փայլաթիթեղ
foiled	0.235	0.470	0.144	փայլաթիթեղված
fold	0.385	0.412	0.330	ծալել
folded	0.179	0.373	0.327	ծալված
folder	0.490	0.279	0.375	թղթապանակ
foliage	0.620	0.373	0.237	սաղարթ
folio	0.513	0.265	0.435	ֆոլիո
folk	0.663	0.433	0.432	ազգային
folklore	0.755	0.585	0.449	բանահյուսություն
follicle	0.406	0.331	0.436	ֆոլիկուլ
follicular	0.401	0.305	0.391	follicular
follow	0.667	0.509	0.600	հետևել
follower	0.646	0.488	0.461	հետևորդ
folly	0.184	0.833	0.363	հիմարություն
fond	0.885	0.602	0.518	սիրող
fondle	0.823	0.485	0.355	շոյել
fondling	0.794	0.564	0.500	շոյել
fondness	0.885	0.391	0.503	սիրալիրություն
fondue	0.656	0.363	0.350	ֆոնդյու
font	0.615	0.336	0.576	տառատեսակ
food	0.888	0.324	0.527	սնունդ
foodie	0.781	0.465	0.484	ուտելիք
fool	0.160	0.560	0.148	հիմար
fooled	0.051	0.692	0.241	խաբված
foolhardy	0.541	0.816	0.596	անխոհեմ
fooling	0.167	0.755	0.384	հիմարություն
foolish	0.316	0.255	0.109	հիմար
foolishness	0.235	0.472	0.173	հիմարություն
foolproof	0.479	0.484	0.500	անխոհեմ
foot	0.490	0.290	0.254	ոտք
foot stool	0.469	0.317	0.355	ոտքի աթոռակ
footage	0.625	0.235	0.364	Տեսանյութում
football	0.755	0.760	0.582	ֆուտբոլ
footbridge	0.582	0.375	0.440	հետիոտն կամուրջ
foothold	0.673	0.336	0.582	հենակետ
footing	0.760	0.346	0.464	հիմքը
footlocker	0.500	0.417	0.393	ոտքով պահող
footloose	0.549	0.595	0.447	ոտքը թուլացնել
footpath	0.677	0.321	0.473	հետիոտնային ճանապարհ
footprint	0.592	0.292	0.336	հետք
footwear	0.643	0.337	0.275	կոշիկ
footwork	0.448	0.540	0.352	ոտքով աշխատանք
fop	0.281	0.561	0.328	ֆոպ
forage	0.583	0.389	0.370	անասնակեր
foray	0.418	0.618	0.676	արշավանք
forbearance	0.520	0.471	0.549	հանդուրժողականություն
forbid	0.115	0.686	0.598	արգելել
forbidding	0.198	0.781	0.500	արգելող
force	0.612	0.750	0.905	ուժ
forced	0.180	0.721	0.458	հարկադրված
forceful	0.533	0.673	0.898	ուժային
forceps	0.354	0.615	0.436	պինցետ
forces	0.551	0.686	0.886	ուժերը
forcibly	0.365	0.704	0.647	բռնի ուժով
ford	0.521	0.340	0.382	ֆորդ
fore	0.667	0.417	0.654	առաջ
forearm	0.469	0.304	0.509	նախաբազուկ
foreboding	0.439	0.706	0.636	կանխազգացում
forecast	0.783	0.419	0.698	կանխատեսում
forecaster	0.635	0.611	0.846	կանխատեսող
foreclose	0.220	0.582	0.560	բռնագրավել
foreclosure	0.167	0.651	0.500	բռնագրավում
forefathers	0.690	0.412	0.627	նախնիները
forefinger	0.510	0.254	0.370	ցուցամատ
forefront	0.573	0.559	0.811	առաջնագիծ
forego	0.396	0.661	0.291	հրաժարվել
foregoing	0.420	0.346	0.324	վերը նշվածը
foregone	0.271	0.567	0.235	առաջացած
foreground	0.708	0.491	0.590	առաջին պլան
forehead	0.470	0.308	0.556	ճակատ
foreign	0.573	0.681	0.385	օտարերկրյա
foreigner	0.500	0.519	0.480	օտարերկրացի
foreman	0.458	0.612	0.750	վարպետ
foremost	0.735	0.593	0.907	ամենից առաջ
forensic	0.439	0.627	0.436	դատաբժշկական
forensics	0.235	0.545	0.679	դատաբժշկական
foreplay	0.724	0.627	0.474	նախախաղ
forerunner	0.694	0.540	0.843	նախակարապետ
foresee	0.583	0.452	0.522	կանխատեսել
foreseen	0.566	0.361	0.562	նախատեսված
foresight	0.680	0.482	0.640	հեռատեսություն
forest	0.729	0.270	0.435	անտառ
forestall	0.540	0.550	0.606	կանխել
forethought	0.765	0.491	0.580	նախախնամություն
foreveralone	0.296	0.375	0.343	ընդմիշտ միայնակ
forevermore	0.843	0.425	0.614	ընդմիշտ
forewarned	0.480	0.618	0.606	նախազգուշացրել է
foreword	0.590	0.314	0.551	առաջաբան
forfeit	0.083	0.635	0.245	կորցնել
forfeited	0.156	0.650	0.352	կորցրած
forfeiture	0.184	0.588	0.368	բռնագրավում
forge	0.520	0.424	0.686	կեղծել
forger	0.156	0.673	0.518	կեղծարար
forgery	0.235	0.654	0.481	կեղծիք
forget	0.312	0.382	0.209	մոռացիր
forgetful	0.240	0.343	0.264	մոռացկոտ
forgetfulness	0.271	0.385	0.302	մոռացկոտություն
forgive	0.781	0.408	0.562	ներել
forgiven	0.750	0.302	0.510	ներված
forgiveness	0.667	0.430	0.471	ներում
forgiving	0.885	0.317	0.556	ներողամիտ
forgotten	0.235	0.280	0.184	մոռացված
fork	0.406	0.300	0.529	պատառաքաղ
forked	0.333	0.585	0.365	պատառաքաղված
forking	0.327	0.596	0.490	պատառաքաղ
forklift	0.480	0.537	0.526	բեռնատար
forlorn	0.316	0.571	0.217	տխուր
form	0.510	0.302	0.436	ձեւը
formal	0.735	0.250	0.625	պաշտոնական
formaldehyde	0.296	0.415	0.443	ֆորմալդեհիդ
formalism	0.838	0.289	0.689	ֆորմալիզմ
formality	0.594	0.353	0.750	ձեւականություն
format	0.562	0.308	0.438	ձևաչափը
formation	0.615	0.453	0.731	կազմում
formative	0.688	0.442	0.800	ձևավորող
formed	0.656	0.272	0.696	ձեւավորվել է
formidable	0.708	0.709	0.857	ահեղ
forming	0.729	0.343	0.800	ձևավորելով
formless	0.398	0.201	0.163	անձև
formula	0.521	0.450	0.585	բանաձեւը
formulary	0.531	0.470	0.500	բանաձևը
formulate	0.851	0.456	0.673	ձեւակերպել
fornicate	0.396	0.933	0.565	պոռնկանալ
fornication	0.365	0.951	0.457	պոռնկություն
forsake	0.102	0.567	0.223	թողնել
forsaken	0.050	0.490	0.192	լքված
forsooth	0.490	0.450	0.406	հանդարտ
fort	0.780	0.673	0.860	բերդ
forte	0.829	0.737	0.800	forte
forthcoming	0.660	0.509	0.600	առաջիկայում
forthright	0.663	0.411	0.546	ուղղակի
forthwith	0.688	0.606	0.650	անմիջապես
fortification	0.652	0.769	0.817	ամրացում
fortify	0.745	0.824	0.911	ամրացնել
fortitude	0.823	0.608	0.897	ամրություն
fortnight	0.770	0.650	0.397	երկու շաբաթ
fortnightly	0.592	0.337	0.398	երկշաբաթյա
fortress	0.816	0.500	0.933	բերդ
fortuitous	0.625	0.469	0.546	պատահական
fortunate	0.927	0.639	0.836	բախտավոր
fortune	0.926	0.731	0.873	հարստություն
fortunes	0.824	0.706	0.789	հարստություններ
forty	0.458	0.367	0.482	քառասուն
forum	0.556	0.490	0.632	ֆորում
forward	0.873	0.412	0.750	առաջ
forwarding	0.583	0.537	0.510	վերահասցեավորում
fossil	0.480	0.292	0.380	բրածո
fossils	0.520	0.314	0.422	բրածոներ
foul	0.224	0.460	0.355	կոպիտ
found	0.833	0.446	0.490	հայտնաբերվել է
foundation	0.771	0.385	0.730	հիմքը
founder	0.760	0.465	0.891	հիմնադիր
founding	0.698	0.404	0.898	հիմնում
foundry	0.531	0.491	0.594	ձուլարան
fountain	0.704	0.292	0.559	շատրվան
four	0.552	0.280	0.383	չորս
fourfold	0.530	0.408	0.510	քառապատիկ
foursome	0.615	0.497	0.518	քառյակ
fourteen	0.552	0.279	0.308	տասնչորս
fourth	0.559	0.280	0.398	չորրորդ
fowl	0.510	0.388	0.364	թռչուն
fox	0.323	0.555	0.491	աղվես
foxhole	0.312	0.539	0.389	աղվեսային ծակ
foxtrot	0.562	0.520	0.505	ֆոքստրոտ
foxy	0.552	0.642	0.679	աղվեսային
foyer	0.552	0.370	0.443	ճեմասրահ
fraction	0.417	0.330	0.400	մաս
fractional	0.306	0.360	0.509	կոտորակային
fracture	0.135	0.740	0.375	կոտրվածք
fragile	0.302	0.163	0.126	փխրուն
fragility	0.316	0.306	0.200	փխրունություն
fragment	0.211	0.316	0.429	հատված
fragmentary	0.438	0.520	0.464	հատվածական
fragrance	0.847	0.357	0.667	բուրմունք
fragrant	0.615	0.598	0.613	անուշահոտ
frail	0.255	0.333	0.069	թույլ
frailty	0.385	0.400	0.218	թուլություն
frame	0.469	0.333	0.420	շրջանակ
framework	0.459	0.330	0.360	շրջանակը
franc	0.710	0.451	0.640	ֆրանկ
franchise	0.663	0.400	0.560	արտոնություն
frank	0.625	0.358	0.604	անկեղծ
frankenstorm	0.357	0.726	0.546	ֆրանկփոթորիկ
frankness	0.571	0.612	0.745	անկեղծություն
frantic	0.210	0.890	0.627	խելահեղ
frantically	0.375	0.898	0.735	խելահեղ
frat	0.714	0.371	0.726	ֆրատ
fraternal	0.844	0.336	0.536	եղբայրական
fraternity	0.892	0.536	0.679	եղբայրություն
fraud	0.111	0.688	0.407	խարդախություն
fraudulent	0.150	0.774	0.417	խարդախ
fraught	0.266	0.662	0.596	հղի
fray	0.337	0.542	0.482	կռվել
frayed	0.312	0.363	0.307	մաշված
frazzled	0.344	0.415	0.339	շշմած
freak	0.052	0.839	0.464	հրեշ
freaked	0.135	0.917	0.340	կատաղած
freakedout	0.323	0.688	0.365	խելագարություն
freakingout	0.219	0.769	0.339	խելագարվել
freakish	0.135	0.915	0.566	տարօրինակ
freakout	0.250	0.696	0.397	խելագարություն
freaky	0.190	0.615	0.384	խելագար
freckle	0.542	0.396	0.254	պեպեն
free	0.896	0.500	0.544	անվճար
freebie	0.796	0.596	0.500	անվճար
freedom	0.969	0.544	0.905	ազատություն
freehold	0.635	0.630	0.882	ազատ սեփականություն
freelance	0.833	0.577	0.736	ազատ աշխատող
freelancer	0.614	0.564	0.553	ազատ մասնագետ
freely	0.875	0.456	0.716	ազատորեն
freeman	0.823	0.454	0.618	ազատ մարդ
freestyle	0.765	0.652	0.520	ազատ ոճ
freeway	0.531	0.644	0.648	ավտոմայրուղի
freeze	0.191	0.406	0.481	սառեցնել
freezer	0.396	0.406	0.407	սառցարան
freezing	0.327	0.367	0.471	սառեցում
freight	0.411	0.528	0.490	բեռնափոխադրումներ
freighter	0.406	0.445	0.580	բեռնատար
french horn	0.573	0.471	0.407	ֆրանսիական շչակ
frenetic	0.429	0.930	0.616	կատաղած
frenzied	0.365	0.951	0.655	կատաղած
frenzy	0.610	0.965	0.682	կատաղություն
frequency	0.561	0.557	0.537	հաճախականությունը
frequent	0.594	0.481	0.525	հաճախակի
frequently	0.596	0.423	0.634	հաճախակի
fresco	0.827	0.280	0.320	որմնանկար
fresh	0.908	0.292	0.419	թարմ
freshair	0.688	0.377	0.509	մաքուր օդ
freshen	0.806	0.363	0.566	թարմացնել
freshener	0.704	0.380	0.473	թարմացնող միջոց
freshman	0.677	0.570	0.441	առաջին կուրսեցի
freshness	0.917	0.333	0.585	թարմություն
freshstart	0.765	0.580	0.500	թարմ մեկնարկ
freshwater	0.854	0.284	0.393	քաղցրահամ ջուր
fret	0.289	0.460	0.231	անհանգստանալ
fretful	0.409	0.689	0.364	անհանգիստ
friar	0.510	0.260	0.531	վարդապետ
fricking	0.333	0.642	0.357	fricking
friction	0.271	0.778	0.534	շփում
friday	0.624	0.411	0.341	ուրբաթ
fridge	0.571	0.292	0.402	սառնարան
fried	0.479	0.482	0.336	տապակած
friend	0.906	0.413	0.573	ընկեր
friendless	0.102	0.360	0.204	անընկեր
friendliness	0.981	0.270	0.611	ընկերասիրություն
friendly	0.917	0.398	0.598	ընկերական
friends	0.929	0.510	0.625	Ընկերներ
friendship	0.958	0.343	0.694	բարեկամություն
frigate	0.490	0.510	0.560	ֆրեգատ
friggen	0.390	0.550	0.442	friggen
fright	0.177	0.816	0.191	վախ
frighten	0.255	0.843	0.500	վախեցնել
frightened	0.153	0.817	0.255	վախեցած
frightening	0.122	0.969	0.625	վախեցնող
