English Word	Valence	Arousal	Dominance	Sundanese Word
calmness	0.934	0.105	0.394	katenangan
caloric	0.327	0.483	0.448	kalori
calorie	0.333	0.540	0.427	kalori
calorimeter	0.406	0.560	0.414	kalorimeter
cam	0.448	0.363	0.355	kaméra
camaraderie	0.833	0.510	0.648	silaturahmi
camber	0.430	0.382	0.439	kamer
camcorder	0.556	0.422	0.454	camcorder
camel	0.540	0.282	0.314	onta
cameo	0.573	0.457	0.509	cameo
camera	0.640	0.288	0.379	kaméra
cameraman	0.542	0.452	0.542	juru kamera
camisole	0.497	0.250	0.375	kamisol
camouflage	0.438	0.585	0.450	kamuflase
camouflaged	0.350	0.422	0.562	kamuflase
camp	0.622	0.617	0.594	kemah
campaign	0.602	0.730	0.823	kampanyeu
campaigner	0.592	0.698	0.821	juru kampanye
campaigning	0.531	0.663	0.741	kampanyeu
camper	0.573	0.529	0.482	kemping
campfire	0.677	0.509	0.436	api unggun
camping	0.653	0.529	0.480	kémping
campsite	0.680	0.490	0.547	tempat kemah
campus	0.604	0.388	0.519	kampus
can	0.662	0.360	0.454	tiasa
can opener	0.444	0.491	0.308	can opener
canal	0.673	0.259	0.321	terusan
canary	0.582	0.276	0.265	kanari
cancel	0.214	0.306	0.368	ngabatalkeun
canceling	0.229	0.470	0.349	ngabatalkeun
cancellation	0.224	0.431	0.389	pembatalan
cancer	0.052	0.694	0.529	kanker
candid	0.667	0.349	0.458	jujur
candidacy	0.490	0.657	0.696	pencalonan
candidate	0.596	0.490	0.804	calon
candied	0.713	0.330	0.360	manisan
candle	0.602	0.221	0.344	lilin
candlelight	0.789	0.294	0.417	cahaya lilin
candles	0.615	0.206	0.268	lilin
candlestick	0.448	0.531	0.534	kandil
candor	0.740	0.389	0.607	jujur
candy	0.930	0.425	0.384	permén
cane	0.459	0.298	0.398	tiwu
canine	0.573	0.569	0.425	anjing
canister	0.553	0.271	0.403	kaléng
canker	0.262	0.469	0.427	canker
cannabis	0.271	0.500	0.564	ganja
canned	0.398	0.357	0.298	kaléng
cannibal	0.122	0.824	0.480	kanibal
cannibalism	0.094	0.890	0.583	kanibalisme
canning	0.490	0.392	0.259	pangaléngan
cannon	0.529	0.676	0.811	mariem
cannonball	0.344	0.840	0.759	meriam
canoe	0.542	0.300	0.418	kanu
canon	0.385	0.519	0.541	kanon
canonical	0.542	0.410	0.620	kanonik
canons	0.385	0.588	0.593	kanon
canopy	0.615	0.264	0.398	pupuh
cantaloupe	0.592	0.212	0.276	Mélon konéng
cantbreathe	0.284	0.667	0.375	teu bisa ngambekan
canteen	0.688	0.600	0.514	kantin
canterbury	0.582	0.438	0.510	canterbury
canthandleit	0.354	0.613	0.354	cantdleit
cantilever	0.357	0.618	0.421	cantilever
cantina	0.646	0.612	0.380	cantina
canto	0.776	0.461	0.554	pupuh
canton	0.542	0.472	0.536	kanton
cantstandit	0.418	0.546	0.343	cantstandit
cantwin	0.260	0.509	0.298	cantwin
canvas	0.719	0.090	0.364	kanvas
canvass	0.675	0.356	0.397	kanvas
canyon	0.468	0.731	0.634	jurang
cap	0.612	0.240	0.375	topi
capability	0.833	0.571	0.730	kamampuan
capable	0.765	0.587	0.547	mampuh
capacity	0.719	0.411	0.806	kapasitas
cape	0.531	0.235	0.357	tanjung
caper	0.510	0.370	0.326	caper
capillary	0.469	0.365	0.395	kapiler
capital	0.520	0.500	0.798	modal
capitalism	0.448	0.686	0.848	kapitalisme
capitalist	0.352	0.577	0.821	kapitalis
capitalize	0.771	0.601	0.885	capitalize
capitals	0.755	0.500	0.655	ibukota
capitation	0.479	0.529	0.589	capitation
capitol	0.535	0.375	0.705	ibukota
capitulation	0.375	0.546	0.615	kapitulasi
cappuccino	0.792	0.279	0.384	cappucino
caprice	0.333	0.640	0.430	caprice
capricious	0.221	0.650	0.500	capricious
caps	0.510	0.221	0.368	caps
capslock	0.330	0.394	0.398	konci hurup ageung
capsule	0.583	0.290	0.570	kapsul
captain	0.552	0.653	0.966	kaptén
caption	0.814	0.292	0.379	caption
captivate	0.698	0.604	0.723	captivate
captivating	0.895	0.594	0.816	captivating
captive	0.235	0.558	0.411	tawanan
captivity	0.225	0.493	0.387	panangkaran
captor	0.347	0.625	0.612	parebut
capture	0.357	0.650	0.537	ngarebut
car	0.776	0.540	0.500	mobil
caramel	0.901	0.363	0.400	karamel
carat	0.823	0.604	0.676	karat
caravan	0.635	0.559	0.455	kafilah
carbon	0.604	0.360	0.350	karbon
carburetor	0.469	0.612	0.555	karburator
carcass	0.115	0.529	0.309	bangkai
carcinoma	0.153	0.692	0.440	karsinoma
card	0.531	0.269	0.436	kartu
cardboard	0.500	0.173	0.309	kardus
cardiac	0.344	0.765	0.615	jantung
cardigan	0.599	0.324	0.264	cardigan
cardinal	0.583	0.358	0.712	kardinal
cardiologist	0.458	0.630	0.814	cardiologist
cardiology	0.203	0.545	0.605	kardiologi
cardiomyopathy	0.177	0.645	0.537	kardiomiopati
cards	0.568	0.317	0.320	kartu
care	0.729	0.370	0.500	miara
career	0.740	0.712	0.606	karir
carefree	0.755	0.220	0.500	marudah
careful	0.625	0.538	0.530	ati-ati
carefully	0.698	0.330	0.544	taliti
careless	0.255	0.431	0.125	cuek
carelessness	0.245	0.482	0.330	katelengesan
caress	0.833	0.418	0.509	ngusapan
caret	0.656	0.402	0.527	karaton
caretaker	0.714	0.531	0.759	pangurus
cargo	0.408	0.444	0.455	kargo
caribou	0.562	0.452	0.342	karémbong
caricature	0.604	0.373	0.383	karikatur
caries	0.115	0.569	0.283	karies
caring	0.635	0.469	0.500	paduli
carjack	0.438	0.682	0.439	carjack
carnage	0.406	0.600	0.558	pangperangan
carnal	0.417	0.679	0.421	jasmani
carnation	0.653	0.357	0.431	anyelir
carnival	0.927	0.888	0.555	karnaval
carnivorous	0.224	0.613	0.651	karnivora
carol	0.673	0.412	0.436	carol
carols	0.847	0.420	0.491	carols
carousel	0.704	0.500	0.412	carousel
carp	0.531	0.324	0.375	carp
carpal	0.449	0.327	0.420	carpal
carpenter	0.521	0.550	0.519	tukang kayu
carpentry	0.561	0.459	0.518	tukang kayu
carpet	0.520	0.170	0.339	karpét
carpeting	0.542	0.312	0.444	karpét
carpool	0.625	0.509	0.500	carpool
carriage	0.650	0.538	0.491	angkot
carried	0.490	0.382	0.534	dibabawa
carrier	0.533	0.588	0.638	pamawa
carrot	0.500	0.235	0.279	wortel
carry	0.635	0.380	0.500	mawa
carrying	0.656	0.557	0.443	mawa
carsick	0.224	0.574	0.255	mabok mobil
cart	0.520	0.344	0.388	karanjang
carte	0.592	0.320	0.274	carte
cartel	0.438	0.394	0.602	kartel
carter	0.312	0.480	0.431	carter
cartilage	0.438	0.370	0.407	kartilage
cartographic	0.490	0.348	0.424	cartographic
cartography	0.520	0.300	0.579	kartografi
carton	0.286	0.186	0.241	karton
cartoon	0.867	0.471	0.387	kartun
cartouche	0.427	0.458	0.450	cartouche
cartridge	0.458	0.500	0.407	katrid
carve	0.469	0.443	0.598	ngukir
carver	0.418	0.500	0.500	tukang ukir
carving	0.541	0.444	0.368	ukiran
cascade	0.735	0.509	0.395	cascade
case	0.427	0.275	0.441	kasus
casein	0.470	0.436	0.415	kasein
cash	0.867	0.552	0.714	tunai
cashier	0.615	0.413	0.484	kasir
cashmere	0.653	0.452	0.439	kasmir
casing	0.458	0.327	0.328	casing
casino	0.542	0.684	0.568	kasino
cask	0.490	0.398	0.444	tong
casket	0.125	0.490	0.346	peti
casserole	0.570	0.360	0.328	casserole
cassette	0.490	0.334	0.355	kasét
cast	0.558	0.620	0.517	matak
castaway	0.208	0.646	0.422	kadampar
caste	0.510	0.333	0.374	kasta
caster	0.604	0.670	0.647	kastor
castle	0.680	0.396	0.718	puri
castor	0.583	0.337	0.368	kastor
castrate	0.177	0.485	0.519	kastrat
castration	0.198	0.735	0.381	pangacian
casual	0.643	0.224	0.385	kasual
casually	0.658	0.290	0.333	sagawayah
casualty	0.235	0.274	0.132	korban jiwa
cat	0.667	0.260	0.370	ucing
catabolism	0.265	0.573	0.605	katabolisme
catalog	0.561	0.221	0.573	katalog
catalogue	0.647	0.327	0.533	katalog
catalysis	0.385	0.559	0.531	katalisis
catalyst	0.604	0.509	0.585	katalis
catalytic	0.562	0.519	0.563	katalitik
catamaran	0.571	0.566	0.526	katamaran
catapult	0.480	0.830	0.649	katapel
cataract	0.406	0.545	0.549	katarak
catastrophe	0.146	0.952	0.670	musibah
catastrophic	0.071	0.934	0.598	musibah
catatonic	0.255	0.500	0.509	katatonik
catch	0.531	0.437	0.552	nyekel
catcher	0.653	0.413	0.540	tukang nyekel
catching	0.490	0.788	0.644	nyekel
catchphrase	0.698	0.423	0.433	kecap konci
catchy	0.677	0.441	0.462	catchy
catechism	0.656	0.236	0.613	katekismus
categorical	0.615	0.442	0.760	categorical
category	0.571	0.264	0.521	kategori
cater	0.802	0.500	0.509	ngalayanan
caterer	0.550	0.557	0.644	katering
caterpillar	0.461	0.286	0.330	hileud
cates	0.370	0.394	0.407	kates
catfish	0.458	0.337	0.296	lélé
cathartic	0.450	0.510	0.604	katarsis
cathedral	0.598	0.330	0.643	katedral
catheter	0.336	0.491	0.373	katéter
cathouse	0.327	0.375	0.363	imah ucing
catnip	0.439	0.381	0.296	catnip
cattle	0.622	0.340	0.445	sapi
catwalk	0.698	0.436	0.464	catwalk
caucus	0.418	0.311	0.491	caucus
caudal	0.500	0.425	0.583	caudal
cauldron	0.510	0.486	0.418	cauldron
cauliflower	0.448	0.255	0.231	kembang engkol
caulk	0.367	0.500	0.418	caulk
causal	0.562	0.367	0.491	kausal
causality	0.500	0.378	0.336	kausalitas
causation	0.562	0.480	0.567	musabab
cause	0.469	0.373	0.486	ngabalukarkeun
caused	0.344	0.520	0.382	disababkeun
causeway	0.453	0.382	0.422	jalan tol
caution	0.552	0.712	0.547	ati-ati
cautionary	0.510	0.541	0.519	cautionary
cautious	0.470	0.445	0.517	ati-ati
cautiously	0.510	0.388	0.525	cautiously
cavalier	0.735	0.462	0.713	angger
cavalry	0.667	0.727	0.794	kavaleri
cave	0.459	0.333	0.380	guha
caveat	0.344	0.629	0.484	surat protés
caveman	0.235	0.644	0.482	jalma guha
cavern	0.323	0.360	0.365	guha
cavernous	0.354	0.548	0.462	cavernous
caviar	0.906	0.394	0.481	kaviar
caving	0.378	0.491	0.551	caving
cavity	0.466	0.385	0.379	rongga
cayenne	0.615	0.306	0.355	rawit
cease	0.388	0.250	0.420	eureun
ceasefire	0.542	0.594	0.567	gencatan senjata
ceaseless	0.378	0.704	0.658	teu eureun-eureun
cedar	0.560	0.267	0.577	cedar
cede	0.275	0.327	0.402	cede
ceiling	0.520	0.224	0.366	siling
celebrant	0.865	0.656	0.643	selebran
celebrate	0.917	0.857	0.859	ngagungkeun
celebrated	0.875	0.690	0.763	sohor
celebrating	0.927	0.860	0.773	ngagungkeun
celebration	0.939	0.824	0.880	hajatan
celebrations	0.958	0.794	0.714	hajatan
celebratory	0.857	0.653	0.845	hajatan
celebrity	0.760	0.619	0.855	selebritis
celery	0.396	0.147	0.223	selédri
celestial	0.817	0.360	0.731	celestial
celibacy	0.302	0.276	0.509	bujang
celibate	0.419	0.387	0.391	bujang
cell	0.541	0.375	0.465	sélulér
cellar	0.510	0.277	0.406	gudang di jero taneuh
cellblock	0.186	0.570	0.500	seblok sél
cellist	0.667	0.500	0.486	tukang cellar
cellmate	0.167	0.684	0.349	batur salembur
cello	0.635	0.324	0.528	cello
cellophane	0.648	0.282	0.289	selopan
cellular	0.643	0.398	0.517	sélular
cellulite	0.200	0.384	0.256	selulit
celluloid	0.469	0.440	0.425	seluloid
cement	0.544	0.265	0.527	semén
cemented	0.429	0.382	0.537	disemén
cemetery	0.051	0.630	0.417	kuburan
censor	0.344	0.276	0.538	sensor
censorship	0.219	0.698	0.421	sénsor
censure	0.219	0.653	0.417	censure
census	0.449	0.289	0.553	sénsus
cent	0.439	0.367	0.402	cent
centenary	0.604	0.440	0.642	saratus taun
centennial	0.583	0.394	0.700	centennial
center	0.643	0.231	0.431	puseur
centerfold	0.571	0.407	0.485	lipatan tengah
centerpiece	0.594	0.208	0.520	bagian tengah
centimeter	0.427	0.280	0.380	séntiméter
centipede	0.296	0.399	0.361	lipan
central	0.640	0.356	0.621	sentral
centrality	0.571	0.312	0.709	sentralitas
centralization	0.521	0.440	0.702	sentralisasi
centralize	0.684	0.427	0.802	sentralisasi
centrally	0.729	0.280	0.700	di tengah
centrifugal	0.306	0.651	0.480	séntrifugal
centrifuge	0.495	0.622	0.527	centrifuge
centurion	0.590	0.447	0.696	perwira
century	0.407	0.347	0.735	abad
ceramic	0.521	0.255	0.371	keramik
ceramics	0.573	0.250	0.373	keramik
cereal	0.612	0.206	0.316	sereal
cereals	0.719	0.224	0.311	sereal
cerebral	0.408	0.509	0.627	cerebral
ceremonial	0.771	0.540	0.691	upacara
ceremony	0.760	0.559	0.761	upacara
certain	0.760	0.358	0.673	tangtu
certainty	0.781	0.400	0.769	kapastian
certifiable	0.714	0.427	0.662	certifiable
certificate	0.786	0.377	0.746	sertipikat
certified	0.781	0.422	0.806	disertipikasi
certify	0.866	0.400	0.746	ngasertipikasi
cervical	0.375	0.413	0.445	cervical
cervix	0.429	0.360	0.340	cervix
cess	0.427	0.375	0.406	cess
cessation	0.414	0.385	0.358	eureunna
cesspool	0.167	0.460	0.409	cesspool
cha cha	0.714	0.546	0.324	cha cha
chaff	0.333	0.327	0.188	seblak
chafing	0.430	0.415	0.368	ngejat
chagrin	0.104	0.704	0.472	hanjelu
chagrined	0.112	0.745	0.361	hanjelu
chai	0.500	0.375	0.363	chai
chain	0.378	0.500	0.547	ranté
chainsaw	0.367	0.804	0.636	ragaji ragaji
chair	0.562	0.082	0.276	korsi
chairman	0.656	0.567	0.933	pupuhu
chairperson	0.730	0.657	0.966	pupuhu
chairwoman	0.719	0.664	0.953	pupuhu
chaise	0.406	0.349	0.327	korsi
chalet	0.653	0.349	0.278	chalet
chalice	0.633	0.286	0.529	cangkir
chalk	0.385	0.185	0.121	kapur tulis
challenge	0.469	0.922	0.713	tangtangan
challenger	0.417	0.755	0.652	nangtang
chamber	0.583	0.373	0.455	kamar
chambermaid	0.594	0.375	0.336	pembantu kamar
chambers	0.542	0.442	0.388	kamar-kamar
chameleon	0.490	0.580	0.345	bunglon
champ	0.854	0.754	0.896	juara
champagne	0.760	0.600	0.454	Inuman sampanye
champion	0.890	0.880	0.945	juara
championship	0.833	0.800	0.880	kajuaraan
chance	0.833	0.551	0.525	kasempetan
chancellor	0.646	0.500	0.887	rektor
chandelier	0.615	0.542	0.366	lampu gantung
chandler	0.510	0.452	0.454	chandler
change	0.625	0.575	0.606	robah
changeable	0.490	0.480	0.528	bisa dirobah
changed	0.594	0.375	0.491	robah
changer	0.583	0.519	0.567	panyusun
changing	0.571	0.569	0.461	ngarobah
channel	0.490	0.287	0.405	saluran
chant	0.771	0.698	0.650	ngawih
chaos	0.016	0.923	0.373	karusuhan
chaotic	0.115	0.847	0.442	kacau
chap	0.550	0.410	0.345	bab
chapel	0.573	0.240	0.440	kapel
chaperon	0.500	0.520	0.404	pameget
chaplain	0.582	0.370	0.577	pendeta
chapman	0.562	0.529	0.465	pameget
chaps	0.350	0.462	0.350	bab
chapter	0.580	0.308	0.461	bab
char	0.554	0.361	0.404	char
character	0.667	0.373	0.686	karakter
characteristic	0.583	0.328	0.538	ciri
characterize	0.729	0.471	0.735	ciri
charade	0.458	0.550	0.346	pura-pura
charcoal	0.302	0.186	0.342	areng
chardonnay	0.677	0.567	0.492	chardonnay
charge	0.510	0.633	0.785	muatan
chargeable	0.551	0.550	0.453	ditagihkeun
charger	0.531	0.418	0.545	carjer
chariot	0.684	0.550	0.491	kareta
charisma	0.938	0.591	0.759	karisma
charismatic	0.938	0.684	0.849	karismatik
charitable	0.865	0.380	0.593	amal
charity	0.920	0.284	0.551	sedekah
charlatan	0.200	0.640	0.352	tukang bohong
charm	0.833	0.363	0.649	pesona
charmed	0.938	0.570	0.769	terpesona
charmer	0.882	0.683	0.782	tukang jampé
charming	0.917	0.660	0.764	menawan
charred	0.208	0.676	0.373	hangus
chart	0.469	0.317	0.330	bagan
charter	0.677	0.382	0.518	piagam
chartered	0.569	0.460	0.490	disewa
chase	0.396	0.878	0.623	ngudag
chased	0.188	0.830	0.287	diudag
chaser	0.375	0.830	0.645	tukang ngudag
chasm	0.265	0.579	0.500	jurang
chassis	0.406	0.342	0.444	sasis
chaste	0.408	0.248	0.453	beresih
chastened	0.156	0.580	0.345	dihajar
chastisement	0.156	0.852	0.462	hukuman
chastity	0.469	0.392	0.509	kasucian
chat	0.729	0.400	0.346	obrolan
chateau	0.615	0.464	0.702	chateau
chatter	0.560	0.450	0.347	galecok
chatterbox	0.459	0.548	0.482	kotak obrolan
chattering	0.460	0.663	0.304	galecok
chatty	0.594	0.548	0.345	cerewet
chauffeur	0.500	0.353	0.471	kusir
chauvinist	0.310	0.539	0.527	chauvinis
cheap	0.612	0.471	0.272	mirah
cheapened	0.471	0.611	0.282	dimurahkeun
cheapskate	0.148	0.482	0.327	cheapskate
cheat	0.125	0.776	0.400	curang
cheater	0.104	0.920	0.333	tukang tipu
check	0.523	0.552	0.602	cék
checkbook	0.552	0.284	0.364	buku cek
checker	0.330	0.417	0.553	pamariksaan
checkered	0.459	0.316	0.336	dipariksa
checkers	0.676	0.451	0.437	ceker
checklist	0.561	0.521	0.552	Daptar pariksa
checkmate	0.667	0.708	0.750	cekmate
checkout	0.597	0.510	0.670	parios
checkpoint	0.571	0.323	0.812	titik pamariksaan
checkup	0.500	0.435	0.491	pamariksaan kaséhatan
cheek	0.670	0.314	0.421	pipi
cheeks	0.708	0.324	0.282	pipi
cheeky	0.434	0.679	0.410	kurang ajar
cheep	0.367	0.380	0.373	cicih
cheer	0.938	0.784	0.845	surak
cheered	0.875	0.648	0.790	surak
cheerful	0.990	0.720	0.696	riang
cheerfulness	0.969	0.802	0.675	kabungahan
cheering	0.815	0.824	0.642	surak
cheerleader	0.923	0.746	0.657	tukang surak
cheerleading	0.698	0.769	0.404	cheerleading
cheerless	0.204	0.373	0.167	surak
cheers	0.948	0.770	0.702	surak
cheery	0.949	0.657	0.486	gumbira
cheese	0.740	0.280	0.281	kéju
cheeseburger	0.802	0.529	0.336	cheeseburger
cheesecake	0.860	0.276	0.238	cheesecake
cheesy	0.470	0.471	0.179	kemis
cheetah	0.469	0.770	0.667	cheetah
chef	0.854	0.411	0.570	koki
chemical	0.337	0.560	0.508	kimiawi
chemise	0.530	0.275	0.364	chemise
chemist	0.408	0.575	0.610	kimiawan
chemistry	0.625	0.520	0.694	kimia
chemo	0.214	0.686	0.444	kémo
chemotherapy	0.163	0.689	0.517	kémoterapi
cheque	0.698	0.529	0.660	cék
cherish	0.896	0.491	0.652	ngahargaan
cherishing	0.836	0.380	0.625	ngahargaan
cherry	0.688	0.186	0.250	buah Cherry
cherub	0.663	0.340	0.455	kerub
chess	0.656	0.363	0.518	catur
chest	0.520	0.429	0.481	dada
chestnut	0.714	0.210	0.294	kastanyeu
chevron	0.469	0.469	0.598	chevron
chew	0.520	0.490	0.404	nyapek
chewy	0.625	0.418	0.390	mamah
chic	0.870	0.624	0.380	geulis
chicane	0.357	0.460	0.481	chicane
chick	0.771	0.602	0.387	anak hayam
chicken	0.594	0.306	0.394	hayam
chicken pox	0.194	0.510	0.415	cacar
chickenpox	0.173	0.562	0.357	cacar
chief	0.520	0.544	0.869	lulugu
chiefly	0.600	0.587	0.764	utamana
chieftain	0.343	0.529	0.860	panghulu
chiffon	0.406	0.230	0.250	sifon
child	0.912	0.460	0.413	anaking
childbirth	0.604	0.861	0.673	ngalahirkeun
childhood	0.865	0.413	0.307	budak leutik
childish	0.573	0.442	0.230	budak leutik
childless	0.310	0.400	0.396	teu boga anak
childlike	0.656	0.372	0.293	budak leutik
childloss	0.240	0.571	0.421	kaleungitan budak
children	0.857	0.538	0.435	barudak
chili	0.592	0.566	0.433	cabe
chill	0.837	0.206	0.482	tiiseun
chilled	0.521	0.340	0.482	tiis
chilling	0.208	0.850	0.358	tiiseun
chilly	0.329	0.459	0.408	tiis
chime	0.573	0.541	0.464	hurung
chimera	0.292	0.582	0.372	chimera
chimes	0.625	0.490	0.402	lonceng
chimney	0.583	0.286	0.225	liang haseup
chimp	0.394	0.588	0.345	simpanse
chimpanzee	0.500	0.633	0.387	simpanse
chin	0.571	0.310	0.269	gado
china	0.561	0.443	0.556	cina
chinchilla	0.480	0.450	0.286	chinchilla
chine	0.561	0.360	0.352	cina
chinook	0.408	0.497	0.491	cinook
chip	0.479	0.382	0.452	chip
chipmunk	0.573	0.562	0.409	chipmunk
chipper	0.418	0.588	0.500	chipper
chipping	0.354	0.452	0.353	chipping
chiropractor	0.420	0.549	0.651	chiropractor
chirp	0.469	0.602	0.365	kiceup
chirping	0.500	0.463	0.360	kicauan
chisel	0.469	0.404	0.452	tatah
chiseler	0.429	0.606	0.464	pamali
chit	0.490	0.352	0.321	chit
chitchat	0.673	0.455	0.403	obrolan
chivalry	0.857	0.380	0.848	kasundaan
chloride	0.265	0.387	0.474	klorida
chlorine	0.306	0.327	0.332	klorin
chloroform	0.281	0.370	0.393	kloroform
chocolate	0.885	0.480	0.418	coklat
choice	0.745	0.520	0.664	pilihan
choir	0.704	0.298	0.473	rampak sekar
choke	0.167	0.788	0.676	nyekek
cholera	0.020	0.867	0.507	kolera
cholesterol	0.198	0.583	0.398	koléstérol
choose	0.615	0.542	0.648	milih
choosing	0.719	0.529	0.689	milihan
choosy	0.280	0.760	0.712	milih-milih
chop	0.250	0.655	0.467	rendang
chopper	0.594	0.560	0.509	chopper
choppers	0.469	0.745	0.691	choppers
chopping	0.560	0.625	0.362	motongan
chops	0.612	0.420	0.269	rendang
choral	0.852	0.290	0.421	paduan suara
chord	0.729	0.394	0.539	chord
chords	0.639	0.406	0.388	chord
chore	0.406	0.462	0.500	tugas
choreographer	0.646	0.639	0.625	koreografer
choreography	0.812	0.750	0.547	koreografi
chorus	0.620	0.417	0.500	chorus
chosen	0.865	0.449	0.833	dipilih
chow	0.573	0.490	0.390	chow
chowder	0.510	0.324	0.241	suung
christ	0.781	0.510	0.750	Kristus
christen	0.673	0.356	0.588	ngabaptis
christening	0.725	0.382	0.650	ngabaptis
christmas	0.959	0.520	0.741	natal
christmasbreak	0.842	0.640	0.548	natal
christmaseve	0.812	0.491	0.463	wengi Natal
christmasspirit	0.867	0.602	0.575	sumanget natal
christmassy	0.875	0.698	0.602	natal
christmastime	0.837	0.588	0.515	natal
chromatic	0.407	0.413	0.435	kromatis
chromatography	0.480	0.537	0.535	kromatografi
chrome	0.582	0.373	0.421	krom
chromium	0.458	0.404	0.447	kromium
chromosome	0.500	0.296	0.548	kromosom
chronic	0.255	0.615	0.464	kronis
chronicle	0.427	0.571	0.586	babad
chronograph	0.500	0.392	0.529	chronograph
chronological	0.594	0.445	0.600	kronologis
chubby	0.531	0.427	0.304	montel
chuck	0.542	0.509	0.413	cuk
chuckle	0.844	0.736	0.481	cikikik
chug	0.401	0.413	0.358	cukul
chum	0.911	0.347	0.518	chum
chummy	0.760	0.420	0.610	chummy
chump	0.375	0.451	0.304	chump
chunk	0.365	0.287	0.214	sapotong
chunky	0.520	0.517	0.509	kentel
church	0.708	0.198	0.610	garéja
churchyard	0.296	0.444	0.347	pakarangan gereja
churn	0.316	0.491	0.407	churn
chute	0.580	0.745	0.455	parasut
chutney	0.459	0.370	0.400	chutney
ciao	0.542	0.426	0.409	ciao
cider	0.530	0.346	0.398	cider
cigar	0.306	0.463	0.346	lisong
cigarette	0.219	0.528	0.304	roko
cilantro	0.469	0.260	0.208	cilantro
cinch	0.450	0.490	0.387	cinch
cinder	0.350	0.260	0.157	cinder
cinema	0.698	0.538	0.500	bioskop
cinematic	0.663	0.490	0.600	sinematik
cinematographer	0.792	0.455	0.711	sinematografer
cinematography	0.781	0.571	0.625	sinematografi
cinnamon	0.600	0.250	0.292	kayu manis
cipher	0.490	0.414	0.500	cipher
circle	0.480	0.290	0.343	bunderan
circling	0.510	0.654	0.336	ngurilingan
circuit	0.586	0.461	0.707	sirkuit
circuitry	0.596	0.615	0.536	sirkuit
circular	0.562	0.342	0.417	sirkular
circulate	0.612	0.388	0.320	medar
circulation	0.735	0.520	0.657	sirkulasi
circulatory	0.592	0.575	0.545	sirkulasi
circumcision	0.327	0.657	0.528	nyunatan
circumference	0.458	0.255	0.488	kuriling
circumferential	0.551	0.422	0.509	ngurilingan
circumscribed	0.365	0.539	0.569	diwatesanan
circumstance	0.520	0.565	0.596	kaayaan
circumstances	0.562	0.527	0.464	kaayaan
circumstantial	0.500	0.538	0.519	kaayaan
circumvent	0.316	0.642	0.383	ngagiling
circumvention	0.531	0.571	0.473	circumvention
circus	0.724	0.637	0.432	sirkus
cirque	0.604	0.647	0.467	sirkus
cirrhosis	0.079	0.602	0.370	sirosis
cirrus	0.470	0.451	0.348	cirus
cistern	0.541	0.413	0.432	sumur
citadel	0.585	0.464	0.602	benteng
citation	0.570	0.549	0.508	kutipan
cite	0.625	0.454	0.532	ngutip
citizen	0.631	0.250	0.586	warga
citizenship	0.786	0.404	0.723	kawarganagaraan
citrine	0.375	0.400	0.420	citrine
citrus	0.469	0.368	0.375	jeruk
city	0.847	0.531	0.508	kota
citywide	0.592	0.509	0.707	Lega dayeuh
civic	0.653	0.240	0.573	sipil
civics	0.700	0.279	0.720	kawarganagaraan
civil	0.521	0.281	0.517	sipil
civilian	0.700	0.229	0.598	sipil
civilians	0.490	0.448	0.525	sipil
civility	0.760	0.306	0.679	civility
civilization	0.823	0.452	0.839	peradaban
civilized	0.792	0.231	0.796	beradab
clad	0.583	0.373	0.481	dibaju
claim	0.255	0.760	0.473	Klaim
claimant	0.271	0.690	0.779	nu ngagugat
clairvoyant	0.765	0.531	0.897	clairvoyant
clam	0.442	0.302	0.272	kerang
clambake	0.542	0.540	0.429	clambake
clammy	0.354	0.440	0.236	keueung
clamor	0.438	0.643	0.360	gogorowokan
clamp	0.541	0.388	0.454	jepitan
clan	0.562	0.491	0.686	marga
clandestine	0.425	0.677	0.469	rahasiah
