English Word	Valence	Arousal	Dominance	Tamil Word
boyish	0.698	0.562	0.462	சிறுவன்
boysenberry	0.646	0.409	0.475	பாய்சென்பெர்ரி
bozo	0.388	0.364	0.298	போசோ
bra	0.672	0.529	0.509	ப்ரா
brace	0.610	0.385	0.364	பிரேஸ்
bracelet	0.776	0.340	0.322	வளையல்
braces	0.500	0.337	0.568	பிரேஸ்கள்
brachial	0.388	0.363	0.464	மூச்சுக்குழாய்
bracket	0.490	0.350	0.682	அடைப்புக்குறி
brackets	0.573	0.281	0.435	அடைப்புக்குறிகள்
brackish	0.469	0.368	0.421	உப்புத்தன்மை
brad	0.490	0.385	0.402	பிராட்
brag	0.347	0.545	0.578	தற்பெருமை
braid	0.427	0.222	0.216	பின்னல்
brain	0.667	0.441	0.823	மூளை
brainless	0.138	0.310	0.224	மூளையற்ற
brains	0.663	0.557	0.722	மூளைகள்
brainstorm	0.794	0.784	0.636	மூளைச்சலவை
brainwash	0.198	0.647	0.481	மூளைச்சலவை
brainy	0.708	0.520	0.648	மூளையுள்ள
brake	0.312	0.481	0.310	பிரேக்
bran	0.688	0.433	0.483	தவிடு
branch	0.538	0.206	0.250	கிளை
branching	0.520	0.422	0.472	கிளைகள்
brand	0.562	0.284	0.547	பிராண்ட்
brandy	0.600	0.590	0.487	பிராந்தி
brash	0.360	0.814	0.552	துணிச்சல்
brass	0.500	0.320	0.490	பித்தளை
brass knuckle	0.406	0.449	0.518	பித்தளை முழங்கால்
brassiere	0.510	0.469	0.336	பித்தளை
brat	0.312	0.440	0.231	பிராட்
bratwurst	0.510	0.490	0.464	பிராட்வர்ஸ்ட்
bravado	0.479	0.510	0.527	துணிச்சல்
brave	0.837	0.750	0.917	துணிச்சலான
bravery	0.898	0.745	0.868	வீரம்
brawl	0.104	0.938	0.603	சண்டை
brawn	0.438	0.402	0.544	பழுப்பு
brazen	0.292	0.640	0.518	வெட்கக்கேடான
breach	0.177	0.745	0.423	மீறல்
bread	0.660	0.314	0.342	ரொட்டி
breadth	0.667	0.490	0.644	அகலம்
break	0.610	0.265	0.370	உடைக்க
breakable	0.194	0.667	0.408	உடைக்கக்கூடியது
breakaway	0.479	0.802	0.519	பிரிந்து சென்றது
breakdown	0.365	0.423	0.361	முறிவு
breaker	0.323	0.527	0.520	உடைப்பான்
breakers	0.469	0.588	0.439	உடைப்பவர்கள்
breakfast	0.885	0.330	0.429	காலை உணவு
breaking and entering	0.418	0.729	0.500	உடைத்து நுழைந்து
breakingnews	0.500	0.552	0.607	முக்கிய செய்தி
breakneck	0.254	0.833	0.604	முறிவு
breakthrough	0.680	0.525	0.718	திருப்புமுனை
breakup	0.250	0.720	0.357	முறிவு
breast	0.753	0.429	0.500	மார்பகம்
breath	0.684	0.392	0.451	மூச்சு
breathe	0.833	0.373	0.518	மூச்சு
breather	0.624	0.471	0.388	சுவாசிப்பவர்
breathless	0.323	0.490	0.222	மூச்சுத்திணறல்
breathtaking	0.936	0.792	0.921	மூச்சடைக்கக்கூடிய
breech	0.500	0.637	0.422	ப்ரீச்
breeches	0.365	0.457	0.333	ப்ரீச்கள்
breed	0.490	0.441	0.578	இனம்
breeder	0.645	0.481	0.605	வளர்ப்பவர்
breeding	0.667	0.481	0.610	இனப்பெருக்க
breeze	0.837	0.284	0.370	தென்றல்
breezy	0.531	0.472	0.482	தென்றல்
brethren	0.917	0.380	0.641	சகோதரர்கள்
breve	0.535	0.365	0.191	பிரேவ்
brevity	0.459	0.434	0.375	சுருக்கம்
brew	0.740	0.538	0.758	கஷாயம்
brewery	0.710	0.622	0.510	மதுபான ஆலை
brewing	0.740	0.593	0.609	காய்ச்சும்
briar	0.493	0.375	0.407	பிரியர்
bribe	0.112	0.690	0.472	கையூட்டு
bribery	0.135	0.775	0.585	லஞ்சம்
brick	0.217	0.418	0.368	செங்கல்
bridal	0.823	0.655	0.596	மணமகள்
bride	0.840	0.708	0.579	மணப்பெண்
bridegroom	0.809	0.736	0.527	மணமகன்
bridesmaid	0.748	0.519	0.618	மணமகள்
bridge	0.625	0.324	0.519	பாலம்
bridle	0.427	0.367	0.386	கடிவாளம்
brief	0.469	0.300	0.279	சுருக்கமான
briefcase	0.542	0.206	0.442	பெட்டி
briefing	0.612	0.333	0.702	விளக்கக்காட்சி
briefly	0.686	0.314	0.330	சுருக்கமாக
brig	0.573	0.539	0.500	பிரிக்
brigade	0.604	0.710	0.828	படையணி
bright	0.890	0.527	0.812	பிரகாசமான
brighten	0.760	0.547	0.649	பிரகாசமாக்கும்
brightens	0.771	0.611	0.613	ஒளிர்கிறது
brighter	0.918	0.698	0.833	பிரகாசமான
brightness	0.938	0.623	0.660	பிரகாசம்
brilliance	0.990	0.673	0.830	புத்திசாலித்தனம்
brilliant	0.939	0.575	0.923	புத்திசாலித்தனமான
brim	0.469	0.333	0.330	விளிம்பு
brimming	0.656	0.690	0.758	நிரம்பி வழிகிறது
brimstone	0.357	0.520	0.440	கந்தகம்
brine	0.333	0.481	0.361	உப்புநீர்
bring	0.635	0.460	0.462	கொண்டு
brink	0.375	0.413	0.356	விளிம்பு
brisk	0.719	0.745	0.742	விறுவிறுப்பான
brisket	0.552	0.378	0.222	ப்ரிஸ்கெட்
bristle	0.375	0.375	0.326	முட்கள்
brittle	0.276	0.490	0.272	உடையக்கூடிய
bro	0.794	0.349	0.684	சகோ
broach	0.438	0.439	0.675	ப்ரோச்
broad	0.762	0.365	0.637	பரந்த
broadcast	0.615	0.587	0.355	ஒளிபரப்பு
broadcasting	0.542	0.700	0.706	ஒளிபரப்பு
broaden	0.678	0.602	0.610	விரிவுபடுத்தும்
broadside	0.459	0.316	0.462	பரந்த
broadsword	0.469	0.573	0.615	அகன்ற வாள்
brocade	0.500	0.327	0.464	ப்ரோகேட்
broccoli	0.469	0.200	0.283	ப்ரோக்கோலி
brochure	0.552	0.226	0.391	சிற்றேடு
broil	0.510	0.404	0.330	வறுக்கவும்
broke	0.245	0.590	0.370	உடைந்தது
broken	0.062	0.500	0.293	உடைந்தது
brokenheart	0.115	0.577	0.343	உடைந்த இதயம்
brokenhearted	0.130	0.598	0.227	மனமுடைந்த
broker	0.582	0.462	0.600	தரகர்
brokerage	0.479	0.500	0.500	தரகு
bromide	0.347	0.425	0.411	புரோமைடு
bronco	0.500	0.510	0.473	ப்ரோங்கோ
bronze	0.622	0.333	0.526	வெண்கலம்
brooch	0.531	0.260	0.380	ப்ரூச்
brood	0.633	0.519	0.434	அடைகாக்கும்
brooding	0.327	0.367	0.333	அடைகாக்கும்
brook	0.594	0.347	0.412	சிற்றாறு
broom	0.385	0.154	0.302	துடைப்பம்
broomstick	0.410	0.265	0.227	விளக்குமாறு
broth	0.500	0.245	0.168	குழம்பு
brothel	0.255	0.886	0.418	விபச்சார விடுதி
brother	0.823	0.361	0.546	சகோதரன்
brotherhood	0.990	0.471	0.760	சகோதரத்துவம்
brotherly	0.865	0.306	0.596	சகோதரத்துவ
brow	0.562	0.311	0.481	புருவம்
brown	0.396	0.202	0.293	பழுப்பு
brownstone	0.559	0.423	0.439	பழுப்புக்கல்
browse	0.635	0.750	0.592	உலவ
brrr	0.373	0.540	0.282	brrr
bruise	0.133	0.640	0.474	காயம்
bruising	0.084	0.520	0.422	சிராய்ப்புண்
brunch	0.406	0.363	0.343	ப்ரூன்ச்
brunette	0.802	0.528	0.529	அழகி
brunt	0.204	0.750	0.349	கடுமையான
brush	0.490	0.265	0.186	தூரிகை
brutal	0.122	0.882	0.643	மிருகத்தனமான
brutality	0.122	0.832	0.571	மிருகத்தனம்
brute	0.115	0.547	0.379	மிருகத்தனமான
brutish	0.270	0.837	0.588	மிருகத்தனமான
bubble	0.774	0.213	0.364	குமிழி
bubbling	0.500	0.438	0.384	குமிழ்
bubbly	0.698	0.608	0.462	குமிழியாக
bubonic	0.280	0.530	0.394	புபோனிக்
buck	0.677	0.577	0.720	பக்
buckaroo	0.448	0.469	0.479	பக்காரு
bucket	0.408	0.167	0.336	வாளி
buckle	0.416	0.373	0.361	கொக்கி
buckled	0.427	0.358	0.439	கொக்கி
bucko	0.439	0.455	0.465	பொக்கோ
buckshot	0.255	0.740	0.322	பக்ஷாட்
buckwheat	0.490	0.471	0.434	பக்வீட்
bud	0.460	0.402	0.333	மொட்டு
buddha	0.690	0.198	0.604	புத்தர்
buddhism	0.510	0.115	0.673	பௌத்தம்
budding	0.490	0.500	0.355	துளிர்க்கிறது
buddy	0.884	0.585	0.655	நண்பா
budge	0.719	0.755	0.543	அசைவு
budget	0.643	0.396	0.731	பட்ஜெட்
buff	0.561	0.425	0.361	பஃப்
buffalo	0.469	0.528	0.527	எருமை
buffer	0.520	0.474	0.350	தாங்கல்
buffering	0.479	0.468	0.381	தாங்கல்
buffet	0.656	0.546	0.519	தட்டு சேவை
buffoon	0.344	0.651	0.290	பஃபூன்
bug	0.286	0.500	0.246	பிழை
bugaboo	0.439	0.491	0.441	புகாபூ
bugged	0.561	0.439	0.500	பிழையானது
bugger	0.312	0.627	0.474	பிழை செய்பவர்
buggy	0.500	0.509	0.327	தரமற்ற
bugle	0.479	0.588	0.391	வளைவு
bugler	0.542	0.540	0.393	பக்லர்
build	0.771	0.546	0.806	கட்ட
builder	0.660	0.642	0.701	கட்டுபவர்
building	0.705	0.288	0.673	கட்டிடம்
buildings	0.582	0.380	0.552	கட்டிடங்கள்
buildup	0.490	0.509	0.623	கட்டமைத்தல்
bulb	0.562	0.208	0.300	பல்பு
bulbous	0.390	0.442	0.430	பல்புகள்
bulge	0.260	0.487	0.400	வீக்கம்
bulimic	0.092	0.570	0.373	புளிமிக்
bulk	0.469	0.413	0.509	மொத்தமாக
bulkhead	0.312	0.425	0.402	மொத்த தலை
bulky	0.427	0.591	0.750	பருமனான
bull	0.521	0.640	0.644	காளை
bulldog	0.494	0.650	0.530	புல்டாக்
bulldozer	0.459	0.549	0.643	புல்டோசர்
bullet	0.408	0.794	0.634	தோட்டா
bulletin	0.573	0.294	0.361	புல்லட்டின்
bulletproof	0.750	0.721	0.779	குண்டு துளைக்காத
bullfighter	0.448	0.794	0.664	காளை சண்டை வீரர்
bullfrog	0.344	0.481	0.422	காளை தவளை
bullheaded	0.229	0.740	0.516	காளைத்தலை
bullhorn	0.510	0.653	0.736	புல்ஹார்ன்
bullion	0.693	0.558	0.729	பொன்
bullock	0.281	0.402	0.375	காளை மாடு
bullpen	0.480	0.549	0.500	காளைகள்
bullshit	0.042	0.676	0.183	முட்டாள்தனம்
bully	0.257	0.755	0.564	கொடுமைப்படுத்துபவர்
bulwark	0.551	0.552	0.675	அரண்
bum	0.281	0.451	0.155	பம்
bumblebee	0.469	0.493	0.321	பம்பல்பீ
bummed	0.296	0.430	0.227	குமுறினார்
bummer	0.163	0.500	0.267	பம்மர்
bump	0.286	0.458	0.368	வீக்கம்
bumper	0.385	0.573	0.518	பம்பர்
bumpy	0.306	0.683	0.419	சமதளம்
bun	0.424	0.306	0.268	ரொட்டி
bunch	0.552	0.358	0.473	கொத்து
bundle	0.510	0.343	0.434	மூட்டை
bungalow	0.562	0.352	0.406	மாளிகை
bungee	0.637	0.545	0.327	பங்கீ
bunghole	0.286	0.426	0.396	பங்கோல்
bunion	0.276	0.340	0.290	பனியன்
bunk	0.438	0.332	0.339	பங்க்
bunker	0.375	0.673	0.773	பதுங்கு குழி
bunkhouse	0.470	0.414	0.407	பங்க்ஹவுஸ்
bunny	0.740	0.325	0.194	முயல்
bunt	0.417	0.422	0.349	பந்தல்
buoy	0.562	0.280	0.284	மிதவை
buoyancy	0.625	0.373	0.538	மிதப்பு
buoyant	0.625	0.441	0.497	மிதக்கும்
bur	0.385	0.353	0.314	பர்
burden	0.367	0.583	0.697	சுமை
burdened	0.429	0.519	0.565	சுமையாக
burdensome	0.229	0.696	0.419	பாரமான
bureau	0.562	0.373	0.618	பணியகம்
bureaucracy	0.380	0.578	0.740	அதிகாரத்துவம்
bureaucrat	0.208	0.519	0.598	அதிகாரத்துவவாதி
bureaucratic	0.280	0.630	0.573	அதிகாரத்துவ
burger	0.688	0.568	0.398	பர்கர்
burglar	0.050	0.769	0.404	திருடுபவர்
burglary	0.146	0.918	0.543	திருட்டு
burial	0.203	0.577	0.333	அடக்கம்
buried	0.133	0.530	0.370	புதைக்கப்பட்டது
burke	0.466	0.441	0.451	பர்க்
burlap	0.429	0.462	0.411	பர்லாப்
burlesque	0.327	0.615	0.343	பர்லெஸ்க்
burly	0.562	0.650	0.750	பருத்த
burn	0.219	0.783	0.509	எரிக்க
burned	0.163	0.603	0.347	எரித்தனர்
burner	0.296	0.816	0.446	பர்னர்
burning	0.229	0.760	0.412	எரியும்
burnished	0.520	0.580	0.464	எரிக்கப்பட்டது
burnout	0.219	0.445	0.240	எரித்து விடு
burnt	0.082	0.713	0.356	எரிக்கப்பட்டது
burp	0.219	0.594	0.432	பர்ப்
burr	0.390	0.426	0.308	பர்
burrito	0.688	0.294	0.166	காத்திருக்கிறேன்
burro	0.400	0.356	0.318	பர்ரோ
burrow	0.438	0.280	0.355	துளை
bursary	0.729	0.462	0.571	உதவித்தொகை
burst	0.156	0.894	0.845	வெடித்தது
bury	0.077	0.571	0.346	புதைக்க
bus	0.407	0.411	0.400	பேருந்து
busboy	0.510	0.453	0.441	பஸ்பாய்
bush	0.413	0.220	0.315	புதர்
bushel	0.417	0.387	0.368	புதர்
bushy	0.562	0.321	0.427	புதர் நிறைந்தது
business	0.688	0.569	0.755	வணிக
business man	0.530	0.598	0.933	வணிக மனிதன்
businessman	0.653	0.510	0.802	தொழிலதிபர்
businesswoman	0.719	0.500	0.764	பெண் தொழிலதிபர்
busload	0.561	0.481	0.492	பேருந்து சுமை
buss	0.469	0.500	0.391	பேருந்து
bust	0.520	0.500	0.420	மார்பளவு
busted	0.204	0.676	0.345	உடைந்தது
buster	0.469	0.491	0.483	பஸ்டர்
bustle	0.347	0.814	0.445	சலசலப்பு
bustling	0.490	0.850	0.528	சலசலப்பு
busy	0.402	0.500	0.474	பரபரப்பு
busybody	0.255	0.634	0.472	பிஸியாக இருப்பவர்
butane	0.442	0.483	0.380	பியூட்டேன்
butcher	0.500	0.575	0.608	கசாப்புக் கடைக்காரர்
butler	0.469	0.225	0.438	பட்லர்
butt	0.347	0.725	0.336	பிட்டம்
butter	0.650	0.292	0.202	வெண்ணெய்
buttercup	0.562	0.482	0.422	பட்டர்கப்
butterfly	0.892	0.327	0.314	வண்ணத்துப்பூச்சி
buttermilk	0.633	0.311	0.304	மோர்
butterscotch	0.708	0.510	0.356	பட்டர்ஸ்காட்ச்
buttery	0.625	0.318	0.303	வெண்ணெய்
buttock	0.429	0.600	0.288	பிட்டம்
buttocks	0.458	0.677	0.365	பிட்டம்
button	0.520	0.220	0.343	பொத்தானை
buttress	0.438	0.684	0.721	முட்புதர்
buxom	0.562	0.719	0.547	buxom
buy	0.771	0.769	0.612	வாங்க
buyer	0.613	0.519	0.649	வாங்குபவர்
buying	0.665	0.784	0.589	வாங்குதல்
buzz	0.333	0.686	0.375	சலசலப்பு
buzzard	0.350	0.500	0.225	பஸார்ட்
buzzed	0.583	0.549	0.448	சலசலத்தது
buzzer	0.549	0.716	0.480	ஒலிப்பவர்
