English Word	Valence	Arousal	Dominance	Shona Word
divorcee	0.153	0.610	0.481	divorcee
divulge	0.531	0.718	0.467	divulge
divvy	0.351	0.462	0.429	divvy
dizziness	0.229	0.555	0.254	dzungu
dizzy	0.199	0.582	0.193	Dzungu
do	0.670	0.548	0.536	ita
doable	0.760	0.404	0.675	doable
doc	0.458	0.317	0.392	doc
docile	0.604	0.259	0.264	docile
dock	0.490	0.409	0.481	chiteshi
docked	0.281	0.754	0.398	docked
docket	0.505	0.509	0.607	docket
docking	0.354	0.596	0.587	docking
doctor	0.700	0.531	0.861	chiremba
doctorate	0.776	0.479	0.841	doctorate
doctrinal	0.510	0.373	0.673	dzidziso
doctrine	0.500	0.394	0.769	dzidziso
document	0.594	0.240	0.667	document
documentary	0.622	0.213	0.596	documentary
documentation	0.719	0.290	0.667	zvinyorwa
documents	0.530	0.250	0.587	magwaro
dodge	0.333	0.760	0.509	dodge
dodger	0.427	0.454	0.490	dodger
dodging	0.396	0.654	0.382	kunzvenga
dodgy	0.281	0.510	0.254	dodgy
dodo	0.438	0.306	0.353	dodo
doe	0.550	0.336	0.336	doe
doer	0.724	0.550	0.728	muiti
dog	0.704	0.500	0.407	imbwa
dogface	0.219	0.470	0.264	dogface
dogged	0.255	0.750	0.594	imbwa
doggy	0.646	0.491	0.404	imbwa
doghouse	0.438	0.417	0.340	doghouse
dogma	0.530	0.460	0.719	dzidziso
dogmatic	0.448	0.520	0.654	dogmatic
dogsick	0.571	0.490	0.377	dogsick
doings	0.604	0.491	0.705	mabasa
doit	0.500	0.519	0.392	zviite
dojo	0.500	0.435	0.455	dojo
doldrums	0.229	0.425	0.266	doldrums
dole	0.448	0.402	0.348	dole
doll	0.729	0.321	0.330	chidhori
dollar	0.755	0.632	0.694	dhora
dollhouse	0.643	0.245	0.363	chidhori
dolor	0.167	0.635	0.375	dolo
dolphin	0.776	0.350	0.414	dolphin
domain	0.573	0.549	0.828	domain
dome	0.620	0.398	0.509	dome
domestic	0.729	0.327	0.500	zvemumba
domesticated	0.635	0.360	0.294	dzakachengetwa
domestication	0.594	0.390	0.435	kuitwa mudzimba
domicile	0.604	0.292	0.529	domicile
domiciled	0.542	0.340	0.516	domiciled
dominance	0.542	0.775	0.839	kutonga
dominant	0.406	0.854	0.893	dominant
dominate	0.439	0.814	0.953	tonga
dominating	0.427	0.769	0.902	kutonga
domination	0.505	0.786	0.959	kutonga
dominatrix	0.390	0.727	0.709	dominatrix
dominion	0.542	0.704	0.890	kutonga
domino	0.594	0.510	0.473	domino
don	0.646	0.454	0.702	don
donate	0.774	0.462	0.577	donate
donation	0.792	0.398	0.602	donation
donkey	0.406	0.367	0.245	mbongoro
donor	0.714	0.490	0.653	donor
dontlikeyou	0.055	0.500	0.282	donlike you
dontmess	0.396	0.482	0.440	dontmess
dontmesswithme	0.312	0.635	0.440	dontmesswithme
dontpanic	0.469	0.465	0.425	usatya
dontunderstand	0.219	0.357	0.271	dontunderstand
doodle	0.604	0.402	0.376	doodle
doom	0.073	0.750	0.442	kuparadzwa
doomed	0.041	0.755	0.301	kuparadzwa
doomsday	0.125	0.861	0.670	doomsday
door	0.549	0.189	0.421	gonhi
doorbell	0.564	0.500	0.307	bhero repamukova
doorknob	0.406	0.553	0.462	gumbo regonhi
doorman	0.570	0.371	0.491	doorman
doormat	0.458	0.269	0.267	doormat
doornail	0.459	0.370	0.423	gonhi
doorstep	0.531	0.274	0.391	pamusuwo
doorway	0.573	0.304	0.496	doorway
dopamine	0.548	0.469	0.426	dopamine
dope	0.295	0.855	0.425	dope
dopey	0.320	0.380	0.365	dopey
dork	0.272	0.519	0.361	dork
dorky	0.302	0.480	0.390	dorky
dorm	0.719	0.194	0.327	dorm
dormant	0.385	0.245	0.245	dormant
dormitory	0.633	0.204	0.382	dormitory
dorsal	0.449	0.360	0.445	dorsal
dosage	0.344	0.450	0.490	chipimo chemushonga
dose	0.458	0.490	0.427	dose
dossier	0.357	0.380	0.544	dossier
dot	0.434	0.290	0.391	dot
doting	0.888	0.415	0.426	doting
dotted	0.480	0.347	0.426	dotted
dotty	0.375	0.402	0.393	dotty
double	0.677	0.378	0.569	kaviri
doubled	0.427	0.536	0.560	zvakapetwa kaviri
doublet	0.420	0.431	0.500	doublet
doubling	0.459	0.452	0.464	kaviri
doubt	0.395	0.351	0.231	kupokana
doubtful	0.250	0.465	0.241	kukahadzika
doubting	0.224	0.560	0.189	kukahadzika
doubtless	0.688	0.415	0.689	pasina mubvunzo
doubts	0.306	0.448	0.305	kusava nechokwadi
douche	0.490	0.413	0.397	douche
douchebags	0.327	0.587	0.366	douchebags
dough	0.588	0.229	0.391	mukanyiwa
doughboy	0.365	0.443	0.396	doughboy
doughnut	0.663	0.380	0.279	donut
dour	0.360	0.404	0.325	dour
douse	0.365	0.453	0.412	douse
dove	0.729	0.235	0.437	njiva
down	0.208	0.330	0.264	pasi
downcast	0.071	0.500	0.222	downcast
downer	0.120	0.594	0.226	downer
downfall	0.200	0.717	0.182	downfall
downfield	0.521	0.330	0.380	downfield
downhearted	0.119	0.461	0.255	vakaora mwoyo
downhill	0.292	0.573	0.279	kudzika
download	0.602	0.490	0.503	download
downpour	0.328	0.602	0.481	mvura zhinji
downright	0.625	0.454	0.679	pasi chaipo
downriver	0.542	0.469	0.279	downriver
downside	0.190	0.400	0.246	downside
downtime	0.240	0.226	0.324	downtime
downward	0.188	0.347	0.255	zvichidzika
downy	0.630	0.170	0.255	downy
dowry	0.604	0.453	0.544	roora
doze	0.592	0.200	0.405	hope
dozen	0.583	0.343	0.425	gumi nemaviri
drab	0.327	0.300	0.242	drab
draft	0.438	0.360	0.351	draft
drafty	0.458	0.500	0.518	drafty
drag	0.388	0.606	0.348	kweva
dragon	0.541	0.821	0.712	dhiragoni
dragonfly	0.571	0.373	0.357	mukonikoni
drain	0.277	0.470	0.222	drain
drainage	0.219	0.354	0.307	drainage
drained	0.310	0.441	0.352	drained
draining	0.337	0.396	0.304	draining
drainpipe	0.417	0.413	0.277	drainpipe
drake	0.467	0.411	0.452	drake
drama	0.430	0.755	0.481	drama
dramaqueen	0.337	0.682	0.482	dramaqueen
dramatic	0.367	0.780	0.443	dramatic
drape	0.417	0.439	0.404	drape
drapery	0.479	0.220	0.223	drapery
drastic	0.194	0.839	0.657	drastic
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	draft
draw	0.704	0.449	0.481	draw
drawback	0.302	0.422	0.148	drawback
drawbridge	0.551	0.557	0.438	drawbridge
drawer	0.429	0.196	0.292	dhirowa
drawers	0.539	0.260	0.236	madhirowa
drawing	0.698	0.216	0.333	drawing
dread	0.153	0.792	0.368	dread
dreaded	0.122	0.706	0.460	dreaded
dreadful	0.092	0.786	0.348	zvinotyisa
dreadfully	0.246	0.806	0.306	zvinotyisa
dreading	0.125	0.760	0.377	dreading
dream	0.844	0.157	0.328	hope
dreamboat	0.776	0.491	0.458	dreamboat
dreamer	0.820	0.394	0.455	muroti
dreaming	0.854	0.320	0.336	kurota
dreamland	0.844	0.471	0.566	dreamland
dreams	0.865	0.415	0.530	hope
dreamt	0.812	0.380	0.518	hope
dreamy	0.837	0.350	0.500	hope
dreary	0.260	0.490	0.324	dreary
dredge	0.427	0.445	0.444	dredge
drenched	0.302	0.361	0.388	kunyura
dress	0.760	0.300	0.345	dress
dresser	0.604	0.398	0.473	mugadziri
dressmaker	0.698	0.460	0.483	dressmaker
dressy	0.800	0.570	0.696	dressy
dribble	0.417	0.551	0.465	dribble
dried	0.427	0.260	0.385	akaomeswa
drier	0.306	0.347	0.392	yakaoma
drift	0.316	0.520	0.375	kukukurwa
drifted	0.312	0.542	0.310	kukukurwa
drifter	0.449	0.512	0.391	kukukurwa
driftwood	0.321	0.283	0.439	driftwood
drill	0.250	0.602	0.573	drill
drink	0.650	0.552	0.474	drink
drinker	0.365	0.735	0.441	chinwiwa
drinking	0.562	0.459	0.317	kunwa
drinks	0.729	0.656	0.412	zvinwiwa
drip	0.392	0.193	0.175	drip
dripping	0.302	0.257	0.267	kudonha
drive	0.625	0.689	0.713	drive
drivel	0.398	0.469	0.463	drivel
driver	0.553	0.538	0.637	mutyairi
driveway	0.612	0.392	0.689	driveway
drizzle	0.521	0.353	0.319	drizzle
droll	0.459	0.573	0.422	kudonha
drone	0.429	0.686	0.596	drone
drones	0.398	0.577	0.588	drones
drool	0.385	0.398	0.204	drool
drooping	0.245	0.558	0.353	drooping
droopy	0.438	0.350	0.297	droopy
drop	0.479	0.321	0.291	Donhedza
droplet	0.625	0.208	0.194	droplet
dropout	0.253	0.550	0.481	kuregera
dropper	0.333	0.216	0.236	dropper
drought	0.133	0.353	0.267	kusanaya kwemvura
drove	0.541	0.528	0.623	kutyaira
drown	0.071	0.860	0.270	nyura
drowsiness	0.260	0.194	0.303	hope
drowsy	0.375	0.180	0.240	hope
drudgery	0.094	0.522	0.241	drudgery
drug	0.214	0.790	0.453	mushonga
drug dealing	0.042	0.843	0.500	kutengesa zvinodhaka
drugged	0.102	0.750	0.321	kudhaka
druggist	0.240	0.561	0.417	druggist
drugs	0.167	0.750	0.368	zvinodhaka
drugstore	0.490	0.343	0.518	drugstore
druid	0.517	0.445	0.481	druid
drum	0.615	0.679	0.339	ngoma
drummer	0.646	0.700	0.564	mutambi wengoma
drumming	0.594	0.750	0.426	kuridza ngoma
drunk	0.194	0.800	0.250	akadhakwa
drunk driving	0.073	0.900	0.306	kutyaira akadhakwa
drunkard	0.240	0.873	0.250	chidhakwa
drunken	0.155	0.849	0.250	akadhakwa
drunkenness	0.214	0.774	0.336	kudhakwa
dry	0.363	0.169	0.311	dry
dryer	0.479	0.343	0.277	dryer
dryness	0.292	0.296	0.263	kuoma
dual	0.573	0.330	0.384	mbiri
dualism	0.490	0.406	0.536	hunyambiri
duality	0.438	0.520	0.503	hunyambiri
dub	0.510	0.480	0.387	dub
dubious	0.414	0.480	0.198	dubious
duchess	0.656	0.548	0.711	duchess
duck	0.594	0.337	0.236	dhadha
ducking	0.344	0.573	0.294	dhadha
duckling	0.602	0.353	0.263	duckling
ducky	0.520	0.430	0.368	ducky
duct	0.449	0.435	0.430	duct
ductile	0.508	0.420	0.433	ductile
dud	0.167	0.455	0.246	dud
dude	0.809	0.356	0.615	dude
duds	0.347	0.311	0.339	duds
due	0.562	0.340	0.467	zvakakodzera
duel	0.271	0.696	0.589	duel
dues	0.367	0.461	0.288	dues
duet	0.694	0.693	0.527	duet
duffel	0.500	0.400	0.384	duffel
dugout	0.490	0.370	0.463	dugout
duh	0.357	0.461	0.364	duh
duke	0.667	0.440	0.669	duke
dull	0.194	0.120	0.185	dull
dullard	0.450	0.480	0.365	dullard
dumb	0.188	0.330	0.151	mbeveve
dumbasses	0.316	0.590	0.363	dumbasses
dumbbell	0.302	0.469	0.364	dumbbell
dumbbitch	0.281	0.636	0.393	dumbbitch
dumfound	0.271	0.551	0.295	dumound
dumfounder	0.406	0.481	0.400	dumfounder
dummy	0.440	0.144	0.250	dummy
dump	0.345	0.500	0.370	dump
dumpling	0.580	0.321	0.360	dumpling
dumps	0.302	0.583	0.365	dumps
dumpster	0.229	0.418	0.101	dumpster
dun	0.458	0.431	0.339	dun
dunce	0.188	0.327	0.146	dunce
dune	0.459	0.173	0.414	dune
dung	0.104	0.549	0.149	ndove
dungeon	0.276	0.608	0.440	dungeon
dunk	0.406	0.333	0.475	dunk
duo	0.510	0.500	0.447	duo
dupe	0.184	0.760	0.327	dupe
duplex	0.592	0.452	0.467	duplex
duplicate	0.521	0.490	0.338	duplicate
duplication	0.480	0.564	0.577	kudzokorora
duplicity	0.406	0.500	0.578	duplicity
durability	0.750	0.398	0.813	durability
durable	0.740	0.294	0.688	yakasimba
duration	0.656	0.370	0.536	duration
duress	0.302	0.569	0.612	kumanikidza
dusk	0.532	0.276	0.519	manheru
dusky	0.229	0.528	0.324	dusky
dust	0.344	0.246	0.241	huruva
duster	0.408	0.265	0.296	duster
dustpan	0.609	0.466	0.371	dustpan
dusty	0.406	0.294	0.255	huruva
dutiful	0.724	0.245	0.585	akatendeka
duty	0.583	0.579	0.651	basa
dwarf	0.370	0.340	0.288	dwarf
dwarfed	0.365	0.265	0.293	dwarfed
dweeb	0.354	0.446	0.327	dweeb
dwell	0.698	0.245	0.611	kugara
dweller	0.615	0.304	0.500	mugari
dwelling	0.765	0.330	0.481	pekugara
dye	0.479	0.314	0.371	dye
dying	0.040	0.664	0.422	kufa
dyke	0.438	0.396	0.566	dyke
dynamic	0.724	0.750	0.836	dynamic
dynamical	0.786	0.730	0.827	dynamical
dynamics	0.745	0.682	0.774	dynamics
dynamite	0.344	0.860	0.783	dynamite
dynamo	0.531	0.650	0.593	dynamo
dynasty	0.725	0.588	0.936	dzinza
dysentery	0.260	0.528	0.345	dysentery
dysfunction	0.156	0.410	0.386	kusagadzikana
dysfunctional	0.125	0.558	0.307	kusashanda
dyspepsia	0.212	0.470	0.460	dyspepsia
eager	0.521	0.812	0.306	eager
eagerness	0.406	0.621	0.443	shungu
eagle	0.604	0.594	0.679	gondo
ear	0.469	0.216	0.231	nzeve
earful	0.533	0.462	0.443	earful
earl	0.582	0.461	0.794	earl
earlier	0.562	0.352	0.339	kare
early	0.633	0.373	0.426	early
earn	0.865	0.769	0.817	kuwana
earnest	0.653	0.380	0.670	nomwoyo wose
earnestly	0.847	0.490	0.717	nomwoyo wose
earnestness	0.812	0.373	0.615	kushingaira
earnings	0.938	0.650	0.875	mihoro
earpiece	0.583	0.286	0.452	munzeve
earring	0.583	0.520	0.500	mhete
earrings	0.676	0.346	0.517	mhete
earshot	0.552	0.332	0.408	earshot
earth	0.750	0.225	0.614	pasi
earthenware	0.552	0.210	0.320	zvevhu
earthling	0.531	0.412	0.570	panyika
earthly	0.625	0.318	0.518	zvepanyika
earthquake	0.073	0.930	0.812	kudengenyeka kwenyika
earthy	0.375	0.413	0.404	earthy
ease	0.796	0.385	0.491	ease
easel	0.694	0.340	0.527	easel
easement	0.479	0.345	0.302	easement
easily	0.885	0.279	0.453	nyore
east	0.510	0.250	0.317	mabvazuva
eastbound	0.541	0.408	0.402	eastbound
eastern	0.521	0.420	0.480	kumabvazuva
easy	0.865	0.194	0.373	nyore
easygoing	0.823	0.276	0.538	zviri nyore
eat	0.731	0.500	0.464	kudya
eater	0.459	0.337	0.510	mudyi
eating	0.847	0.491	0.615	kudya
eatingdisorders	0.365	0.608	0.508	kudya kusagadzikana
eavesdrop	0.375	0.710	0.368	eavesdrop
eavesdropping	0.490	0.380	0.441	kuteerera
ebb	0.354	0.451	0.404	ebb
ebony	0.490	0.317	0.400	ebony
ebullient	0.659	0.856	0.746	ebullient
eccentric	0.531	0.806	0.721	eccentric
eccentricity	0.408	0.735	0.745	eccentricity
ecclesiastical	0.673	0.270	0.660	zvechechi
echelon	0.490	0.404	0.425	echelon
echinacea	0.592	0.418	0.454	echinacea
echo	0.573	0.373	0.345	echo
eclectic	0.646	0.542	0.508	eclectic
eclipse	0.541	0.469	0.616	eclipse
ecliptic	0.531	0.520	0.556	ecliptic
ecological	0.885	0.290	0.607	ecological
economic	0.561	0.408	0.639	economic
economical	0.667	0.564	0.673	economical
economics	0.625	0.481	0.632	economics
economy	0.583	0.434	0.771	hupfumi
ecosystem	0.729	0.259	0.633	ecosystem
ecstasy	0.796	0.922	0.655	ecstasy
ecstatic	0.875	0.769	0.742	ecstatic
ecumenical	0.561	0.450	0.547	ecumenical
eddy	0.500	0.394	0.350	eddy
edema	0.250	0.519	0.318	edema
edge	0.439	0.470	0.468	kumucheto
edging	0.479	0.394	0.370	edging
edgy	0.281	0.895	0.306	edgy
edible	0.750	0.425	0.497	zvinodyika
edict	0.316	0.547	0.560	edict
edification	0.625	0.481	0.697	edification
edifice	0.551	0.403	0.610	edifice
edit	0.510	0.410	0.544	edit
editing	0.604	0.404	0.493	editing
edition	0.542	0.455	0.564	edition
editor	0.772	0.431	0.673	mupepeti
editorial	0.583	0.330	0.570	chinyorwa
educate	0.760	0.380	0.728	dzidzisa
educated	0.816	0.297	0.625	akadzidza
education	0.896	0.275	0.840	dzidzo
educational	0.745	0.457	0.764	kudzidzisa
educator	0.827	0.317	0.845	mudzidzisi
eeeek	0.367	0.540	0.349	eeeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	eel
eerie	0.265	0.771	0.442	eerie
effect	0.570	0.518	0.608	effect
effective	0.844	0.632	0.891	inoshanda
effectiveness	0.640	0.654	0.812	kubudirira
effects	0.470	0.578	0.379	migumisiro
effectual	0.776	0.559	0.820	inoshanda
effectually	0.724	0.500	0.594	zvinobudirira
effectuate	0.510	0.602	0.679	effectuate
effeminate	0.337	0.619	0.291	effeminate
efficacious	0.823	0.698	0.845	efficacious
efficacy	0.802	0.490	0.906	kushanda zvakanaka
efficiency	0.802	0.509	0.892	kunyatsoshanda
efficient	0.959	0.604	0.830	inoshanda
effigy	0.510	0.440	0.401	effigy
effort	0.698	0.778	0.858	kuedza
effortless	0.626	0.090	0.352	kushanda nesimba
effusion	0.344	0.730	0.472	effusion
effyou	0.354	0.529	0.490	effyou
egg	0.684	0.241	0.293	zai
egghead	0.316	0.492	0.284	egghead
eggnog	0.635	0.360	0.259	eggnog
eggplant	0.592	0.152	0.323	eggplant
eggshell	0.408	0.269	0.212	eggshell
ego	0.328	0.576	0.593	ego
egomaniac	0.133	0.708	0.596	egomaniac
egotistical	0.156	0.667	0.363	egotistical
egregious	0.150	0.716	0.442	egregious
egress	0.490	0.429	0.287	egress
eight	0.540	0.199	0.315	sere
eighteen	0.523	0.340	0.404	gumi nesere
eighth	0.531	0.226	0.380	chesere
eighty	0.500	0.300	0.453	makumi masere
ejaculate	0.604	0.896	0.604	ejaculate
ejaculation	0.615	0.893	0.547	kubuda urume
eject	0.434	0.656	0.559	eject
ejection	0.188	0.836	0.554	ejection
elaborate	0.561	0.367	0.680	Tsanangura
elaboration	0.708	0.500	0.598	elaboration
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	elapse
elapsed	0.583	0.451	0.493	yapfuura
elastic	0.656	0.518	0.385	elastic
elasticity	0.635	0.452	0.582	elasticity
elated	0.792	0.960	0.725	kufara
elation	0.740	0.853	0.623	elation
elbow	0.448	0.133	0.254	gokora
eld	0.471	0.292	0.451	eld
elder	0.448	0.153	0.462	mukoma
elders	0.602	0.260	0.441	vakuru
eldest	0.625	0.471	0.741	mukuru
elect	0.667	0.554	0.661	vakasarudzwa
election	0.625	0.519	0.651	sarudzo
elective	0.612	0.380	0.623	elective
elector	0.479	0.520	0.766	muvhoti
electoral	0.490	0.631	0.602	zvesarudzo
electorate	0.560	0.380	0.696	electorate
electric	0.458	0.708	0.512	yemagetsi
electric slide	0.542	0.660	0.536	slide yemagetsi
electrical	0.531	0.620	0.688	zvemagetsi
electrician	0.449	0.590	0.620	mugadziri wemagetsi
electricity	0.698	0.810	0.733	magetsi
electrify	0.520	0.769	0.737	electrify
electrocute	0.271	0.731	0.555	electrocute
electrocution	0.177	0.844	0.692	electrocution
electromagnetic	0.531	0.632	0.683	electromagnetic
electron	0.520	0.455	0.560	erekitironi
electronic	0.571	0.490	0.704	zvemagetsi
electronics	0.708	0.545	0.574	zvemagetsi
elegance	0.918	0.396	0.824	kunaka
elegant	0.865	0.500	0.685	elegant
element	0.531	0.259	0.481	element
elemental	0.627	0.306	0.711	elemental
elementary	0.594	0.286	0.686	primaryary
elements	0.510	0.312	0.462	zvinhu
elephant	0.531	0.510	0.615	nzou
elevate	0.812	0.500	0.804	elevate
elevated	0.704	0.594	0.620	elevated
elevation	0.760	0.759	0.711	elevation
elevator	0.562	0.604	0.676	elevator
eleven	0.449	0.250	0.430	gumi neposhi
eleventh	0.594	0.329	0.357	chegumi neimwe
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	elicit
eligible	0.750	0.400	0.518	kukodzera
eliminate	0.265	0.670	0.324	kubvisa
elimination	0.052	0.667	0.431	kubvisa
elite	0.688	0.704	0.737	elite
elitist	0.500	0.606	0.656	elitist
elixir	0.708	0.587	0.604	elixir
elk	0.439	0.337	0.340	elk
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	ellipse
ellipsis	0.653	0.358	0.314	ellipsis
ellipsoid	0.500	0.440	0.419	ellipsoid
elliptic	0.500	0.431	0.528	elliptic
elliptical	0.338	0.385	0.490	elliptical
elm	0.510	0.345	0.321	elm
elongate	0.583	0.385	0.540	elongate
elongation	0.561	0.500	0.500	elongation
elope	0.396	0.694	0.528	elope
eloquence	0.729	0.490	0.804	kutaura
eloquent	0.870	0.680	0.741	kutaura
elucidate	0.583	0.509	0.518	elucidate
elucidation	0.650	0.574	0.586	elucidation
elude	0.438	0.521	0.464	elude
elusive	0.229	0.615	0.466	elusive
emaciated	0.103	0.541	0.151	aonda
email	0.698	0.230	0.456	email
emanate	0.653	0.464	0.554	emanate
emancipation	0.704	0.684	0.763	kusunungurwa
embankment	0.677	0.438	0.436	embankment
embargo	0.229	0.564	0.443	embargo
embark	0.541	0.550	0.619	embark
embarrass	0.082	0.667	0.364	kunyara
embarrassed	0.184	0.560	0.246	kunyara
embarrassing	0.226	0.809	0.225	zvinonyadzisa
embarrassment	0.143	0.685	0.226	kunyara
embassy	0.622	0.333	0.758	embassy
embattled	0.235	0.724	0.421	embattled
embed	0.417	0.554	0.670	embed
embellish	0.842	0.500	0.769	embellish
embellishment	0.673	0.449	0.405	embellishment
embers	0.490	0.481	0.508	embers
embezzlement	0.143	0.827	0.435	embezzlement
embezzler	0.146	0.823	0.491	embezzler
emblem	0.640	0.330	0.754	emblem
emblematic	0.771	0.459	0.798	emblematic
embodiment	0.562	0.690	0.663	embodiment
embolism	0.104	0.660	0.302	embolism
embossed	0.531	0.481	0.500	embossed
embrace	0.949	0.490	0.452	kumbundira
embroidered	0.677	0.279	0.407	dzakarukwa
embroidery	0.781	0.358	0.280	embroidery
embroiled	0.337	0.721	0.420	embroiled
embryo	0.673	0.469	0.453	embryo
embryonic	0.573	0.453	0.598	embryonic
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	emerald
emerge	0.602	0.594	0.731	kubuda
emergence	0.276	0.857	0.676	kubuda
emergency	0.200	0.900	0.571	emergency
emeritus	0.633	0.402	0.735	emeritus
emery	0.469	0.583	0.472	emery
emetophobia	0.243	0.620	0.403	emetophobia
emigrate	0.356	0.812	0.508	migrate
emigration	0.564	0.664	0.432	migration
eminence	0.816	0.644	0.837	eminence
eminent	0.740	0.620	0.830	eminent
eminently	0.694	0.607	0.773	eminently
emir	0.510	0.396	0.621	emir
emissary	0.562	0.462	0.636	nhume
emission	0.510	0.453	0.591	emission
emit	0.638	0.445	0.510	emit
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	manzwiro
emotional	0.779	0.714	0.526	manzwiro
emotive	0.917	0.741	0.525	emotive
empathic	0.760	0.570	0.558	tsitsi
empathize	0.802	0.591	0.660	nzwira tsitsi
empathy	0.729	0.349	0.545	tsitsi
emperor	0.651	0.704	0.962	mambo
emphasis	0.653	0.745	0.816	kusimbisa
emphasize	0.510	0.605	0.769	simbisa
emphatic	0.615	0.707	0.732	kusimbisa
emphysema	0.156	0.556	0.336	emphysema
empire	0.688	0.730	0.944	empire
empirical	0.500	0.510	0.574	empirical
empiricism	0.583	0.460	0.547	empiricism
employ	0.729	0.481	0.702	shanda
employee	0.582	0.361	0.481	mushandi
employer	0.663	0.518	0.767	mushandirwi
employment	0.750	0.594	0.611	basa
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	kupa simba
empress	0.716	0.669	0.855	empress
emptiness	0.177	0.173	0.184	kushaya chinhu
emption	0.570	0.406	0.458	emption
empty	0.188	0.183	0.081	empty
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	emulate
emulsion	0.562	0.431	0.453	emulsion
enable	0.760	0.491	0.782	enable
enablement	0.600	0.451	0.750	enablement
enact	0.680	0.564	0.598	enact
enactment	0.667	0.612	0.769	mutemo
enamel	0.594	0.280	0.306	enamel
encampment	0.677	0.573	0.605	musasa
enchant	0.873	0.650	0.643	enchant
enchanted	0.917	0.633	0.687	enchanted
enchanting	0.917	0.681	0.708	enchanting
enchantment	0.816	0.775	0.647	uroyi
enchantress	0.398	0.663	0.479	enchantress
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	komberedza
encircling	0.510	0.368	0.557	kukomberedza
enclave	0.531	0.333	0.580	enclave
enclose	0.531	0.477	0.473	enclose
enclosure	0.417	0.375	0.490	yakavharirwa
