English Word	Valence	Arousal	Dominance	Danish Word
flexibility	0.867	0.402	0.472	fleksibilitet
flexible	0.719	0.460	0.465	fleksibel
flexin	0.552	0.559	0.366	flexin
flexion	0.449	0.551	0.418	fleksion
flick	0.688	0.541	0.515	svirp
flicker	0.635	0.321	0.333	flimmer
flickering	0.490	0.444	0.289	blinkende
flier	0.541	0.490	0.652	flyveblad
flight	0.646	0.630	0.587	flyvningen
flighty	0.219	0.602	0.436	flyvsk
flimsy	0.302	0.396	0.189	spinkelt
flinch	0.350	0.804	0.555	vige
fling	0.439	0.696	0.534	slynge
flint	0.521	0.439	0.536	flint
flip	0.281	0.529	0.435	vende
flip flop	0.417	0.519	0.321	klipklapper
flipper	0.677	0.420	0.415	flipper
flipping	0.553	0.551	0.345	vende
flirt	0.792	0.790	0.538	flirt
flirtation	0.653	0.719	0.482	flirt
flirting	0.590	0.773	0.491	flirter
flirty	0.714	0.721	0.491	flirtende
float	0.688	0.394	0.344	flyde
floater	0.480	0.433	0.370	flyder
flock	0.500	0.546	0.543	flok
flog	0.408	0.520	0.382	piske
flood	0.208	0.778	0.608	oversvømmelse
floor	0.430	0.230	0.250	etage
flooring	0.562	0.235	0.346	gulvbelægning
floozy	0.410	0.477	0.430	ujævn
flop	0.081	0.642	0.196	flop
floppy	0.549	0.300	0.333	floppy
flora	0.833	0.324	0.567	flora
floral	0.833	0.235	0.264	blomstret
florist	0.771	0.410	0.388	blomsterhandler
floss	0.500	0.280	0.278	tandtråd
flotation	0.510	0.353	0.333	flotation
flounder	0.711	0.333	0.345	skrubber
flour	0.530	0.235	0.239	mel
flourish	0.939	0.573	0.601	blomstre
flow	0.696	0.316	0.464	flyde
flower	0.802	0.189	0.254	blomst
flowering	0.906	0.627	0.500	blomstring
flowers	0.875	0.324	0.330	blomster
flowery	0.792	0.332	0.446	blomstrende
flows	0.571	0.480	0.434	strømme
flu	0.230	0.547	0.250	influenza
fluctuate	0.285	0.617	0.480	svinge
fluctuating	0.292	0.591	0.395	svingende
fluctuation	0.347	0.750	0.519	fluktuation
flue	0.354	0.688	0.451	røgkanal
fluency	0.776	0.504	0.718	udtryksevne
fluent	0.760	0.500	0.614	flydende
fluff	0.520	0.264	0.172	fnug
fluffy	0.781	0.431	0.356	fluffy
fluid	0.673	0.407	0.589	væske
fluidity	0.729	0.510	0.576	flydende
fluke	0.446	0.450	0.432	lykketræf
flunk	0.104	0.548	0.170	flunk
flunky	0.205	0.452	0.216	flunky
fluorescence	0.667	0.490	0.500	fluorescens
fluorescent	0.602	0.595	0.500	fluorescerende
flurries	0.422	0.760	0.517	byger
flurry	0.302	0.760	0.559	byge
flush	0.408	0.755	0.589	Flush
flustered	0.316	0.903	0.283	forvirret
flute	0.635	0.330	0.363	fløjte
fluted	0.438	0.438	0.389	riflet
flutter	0.479	0.548	0.330	flagre
fluvial	0.571	0.363	0.588	fluvial
flux	0.473	0.472	0.451	strøm
fly	0.760	0.775	0.676	flyve
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	flyer
flying	0.877	0.606	0.696	flyvende
flywheel	0.667	0.480	0.442	svinghjul
foal	0.542	0.578	0.482	føl
foam	0.698	0.230	0.204	skum
foaming	0.643	0.240	0.198	skummende
foamy	0.663	0.306	0.291	skummende
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	brændvidde
focus	0.690	0.382	0.648	fokus
fodder	0.316	0.358	0.430	foder
foe	0.071	0.827	0.459	fjende
fog	0.510	0.213	0.260	tåge
foggy	0.354	0.337	0.302	tåget
foil	0.312	0.204	0.342	folie
foiled	0.235	0.470	0.144	folieret
fold	0.385	0.412	0.330	folde
folded	0.179	0.373	0.327	foldet
folder	0.490	0.279	0.375	folder
foliage	0.620	0.373	0.237	løv
folio	0.513	0.265	0.435	folio
folk	0.663	0.433	0.432	folk
folklore	0.755	0.585	0.449	folklore
follicle	0.406	0.331	0.436	follikel
follicular	0.401	0.305	0.391	follikulær
follow	0.667	0.509	0.600	følge efter
follower	0.646	0.488	0.461	følger
folly	0.184	0.833	0.363	dårskab
fond	0.885	0.602	0.518	fond
fondle	0.823	0.485	0.355	kæle
fondling	0.794	0.564	0.500	kærtegn
fondness	0.885	0.391	0.503	kærlighed
fondue	0.656	0.363	0.350	fondue
font	0.615	0.336	0.576	skrifttype
food	0.888	0.324	0.527	mad
foodie	0.781	0.465	0.484	madelsker
fool	0.160	0.560	0.148	narre
fooled	0.051	0.692	0.241	narret
foolhardy	0.541	0.816	0.596	dumdristig
fooling	0.167	0.755	0.384	narre
foolish	0.316	0.255	0.109	tåbelig
foolishness	0.235	0.472	0.173	tåbelighed
foolproof	0.479	0.484	0.500	idiotsikker
foot	0.490	0.290	0.254	fod
foot stool	0.469	0.317	0.355	fodskammel
footage	0.625	0.235	0.364	optagelser
football	0.755	0.760	0.582	fodbold
footbridge	0.582	0.375	0.440	gangbro
foothold	0.673	0.336	0.582	fodfæste
footing	0.760	0.346	0.464	fodfæste
footlocker	0.500	0.417	0.393	footlocker
footloose	0.549	0.595	0.447	fodløs
footpath	0.677	0.321	0.473	gangsti
footprint	0.592	0.292	0.336	fodspor
footwear	0.643	0.337	0.275	fodtøj
footwork	0.448	0.540	0.352	fodarbejde
fop	0.281	0.561	0.328	fop
forage	0.583	0.389	0.370	foder
foray	0.418	0.618	0.676	strejftog
forbearance	0.520	0.471	0.549	overbærenhed
forbid	0.115	0.686	0.598	forbyde
forbidding	0.198	0.781	0.500	forbyder
force	0.612	0.750	0.905	kraft
forced	0.180	0.721	0.458	tvunget
forceful	0.533	0.673	0.898	kraftfuldt
forceps	0.354	0.615	0.436	pincet
forces	0.551	0.686	0.886	kræfter
forcibly	0.365	0.704	0.647	med magt
ford	0.521	0.340	0.382	Ford
fore	0.667	0.417	0.654	foran
forearm	0.469	0.304	0.509	underarm
foreboding	0.439	0.706	0.636	varsler
forecast	0.783	0.419	0.698	Vejrudsigt
forecaster	0.635	0.611	0.846	prognosemand
foreclose	0.220	0.582	0.560	afskærme
foreclosure	0.167	0.651	0.500	tvangsauktion
forefathers	0.690	0.412	0.627	forfædre
forefinger	0.510	0.254	0.370	pegefinger
forefront	0.573	0.559	0.811	forrest
forego	0.396	0.661	0.291	give afkald på
foregoing	0.420	0.346	0.324	ovenstående
foregone	0.271	0.567	0.235	givet ud
foreground	0.708	0.491	0.590	forgrunden
forehead	0.470	0.308	0.556	pande
foreign	0.573	0.681	0.385	udenlandsk
foreigner	0.500	0.519	0.480	udlænding
foreman	0.458	0.612	0.750	værkfører
foremost	0.735	0.593	0.907	fremmest
forensic	0.439	0.627	0.436	retsmedicinske
forensics	0.235	0.545	0.679	retsmedicin
foreplay	0.724	0.627	0.474	forspil
forerunner	0.694	0.540	0.843	forløber
foresee	0.583	0.452	0.522	forudse
foreseen	0.566	0.361	0.562	forudset
foresight	0.680	0.482	0.640	fremsyn
forest	0.729	0.270	0.435	Skov
forestall	0.540	0.550	0.606	foregribe
forethought	0.765	0.491	0.580	omtanke
foreveralone	0.296	0.375	0.343	forevigt alene
forevermore	0.843	0.425	0.614	for evigt
forewarned	0.480	0.618	0.606	advaret
foreword	0.590	0.314	0.551	forord
forfeit	0.083	0.635	0.245	fortabes
forfeited	0.156	0.650	0.352	fortabt
forfeiture	0.184	0.588	0.368	fortabelse
forge	0.520	0.424	0.686	smede
forger	0.156	0.673	0.518	forfalsker
forgery	0.235	0.654	0.481	forfalskning
forget	0.312	0.382	0.209	glemme
forgetful	0.240	0.343	0.264	glemsom
forgetfulness	0.271	0.385	0.302	glemsomhed
forgive	0.781	0.408	0.562	tilgive
forgiven	0.750	0.302	0.510	tilgivet
forgiveness	0.667	0.430	0.471	tilgivelse
forgiving	0.885	0.317	0.556	tilgivende
forgotten	0.235	0.280	0.184	glemt
fork	0.406	0.300	0.529	gaffel
forked	0.333	0.585	0.365	gaflede
forking	0.327	0.596	0.490	gaffel
forklift	0.480	0.537	0.526	gaffeltruck
forlorn	0.316	0.571	0.217	fortabt
form	0.510	0.302	0.436	form
formal	0.735	0.250	0.625	formel
formaldehyde	0.296	0.415	0.443	formaldehyd
formalism	0.838	0.289	0.689	formalisme
formality	0.594	0.353	0.750	formalitet
format	0.562	0.308	0.438	format
formation	0.615	0.453	0.731	dannelse
formative	0.688	0.442	0.800	dannende
formed	0.656	0.272	0.696	dannet
formidable	0.708	0.709	0.857	formidabel
forming	0.729	0.343	0.800	dannelse
formless	0.398	0.201	0.163	formløs
formula	0.521	0.450	0.585	formel
formulary	0.531	0.470	0.500	formular
formulate	0.851	0.456	0.673	formulere
fornicate	0.396	0.933	0.565	utugt
fornication	0.365	0.951	0.457	utugt
forsake	0.102	0.567	0.223	Svigte
forsaken	0.050	0.490	0.192	forladt
forsooth	0.490	0.450	0.406	forsooth
fort	0.780	0.673	0.860	fort
forte	0.829	0.737	0.800	forte
forthcoming	0.660	0.509	0.600	kommende
forthright	0.663	0.411	0.546	ligefrem
forthwith	0.688	0.606	0.650	straks
fortification	0.652	0.769	0.817	befæstning
fortify	0.745	0.824	0.911	forstærke
fortitude	0.823	0.608	0.897	mod
fortnight	0.770	0.650	0.397	fjorten dage
fortnightly	0.592	0.337	0.398	hver fjortende dag
fortress	0.816	0.500	0.933	fæstning
fortuitous	0.625	0.469	0.546	tilfældigt
fortunate	0.927	0.639	0.836	heldig
fortune	0.926	0.731	0.873	formue
fortunes	0.824	0.706	0.789	formuer
forty	0.458	0.367	0.482	fyrre
forum	0.556	0.490	0.632	forum
forward	0.873	0.412	0.750	frem
forwarding	0.583	0.537	0.510	videresendelse
fossil	0.480	0.292	0.380	fossil
fossils	0.520	0.314	0.422	fossiler
foul	0.224	0.460	0.355	fejl
found	0.833	0.446	0.490	fundet
foundation	0.771	0.385	0.730	fundament
founder	0.760	0.465	0.891	grundlægger
founding	0.698	0.404	0.898	stiftelse
foundry	0.531	0.491	0.594	støberi
fountain	0.704	0.292	0.559	springvand
four	0.552	0.280	0.383	fire
fourfold	0.530	0.408	0.510	firdoblet
foursome	0.615	0.497	0.518	firertal
fourteen	0.552	0.279	0.308	fjorten
fourth	0.559	0.280	0.398	fjerde
fowl	0.510	0.388	0.364	fjerkræ
fox	0.323	0.555	0.491	Ræv
foxhole	0.312	0.539	0.389	rævehul
foxtrot	0.562	0.520	0.505	foxtrot
foxy	0.552	0.642	0.679	foxy
foyer	0.552	0.370	0.443	foyer
fraction	0.417	0.330	0.400	brøkdel
fractional	0.306	0.360	0.509	fraktioneret
fracture	0.135	0.740	0.375	knoglebrud
fragile	0.302	0.163	0.126	skrøbelig
fragility	0.316	0.306	0.200	skrøbelighed
fragment	0.211	0.316	0.429	fragment
fragmentary	0.438	0.520	0.464	fragmentarisk
fragrance	0.847	0.357	0.667	duft
fragrant	0.615	0.598	0.613	duftende
frail	0.255	0.333	0.069	skrøbelig
frailty	0.385	0.400	0.218	skrøbelighed
frame	0.469	0.333	0.420	ramme
framework	0.459	0.330	0.360	rammer
franc	0.710	0.451	0.640	franc
franchise	0.663	0.400	0.560	franchise
frank	0.625	0.358	0.604	åben
frankenstorm	0.357	0.726	0.546	frankenstorm
frankness	0.571	0.612	0.745	ærlighed
frantic	0.210	0.890	0.627	Hektisk
frantically	0.375	0.898	0.735	febrilsk
frat	0.714	0.371	0.726	frat
fraternal	0.844	0.336	0.536	broderlig
fraternity	0.892	0.536	0.679	Broderskab
fraud	0.111	0.688	0.407	svig
fraudulent	0.150	0.774	0.417	svigagtig
fraught	0.266	0.662	0.596	fyldt
fray	0.337	0.542	0.482	floss
frayed	0.312	0.363	0.307	flosset
frazzled	0.344	0.415	0.339	skrøbelig
freak	0.052	0.839	0.464	tosse
freaked	0.135	0.917	0.340	freaked
freakedout	0.323	0.688	0.365	flippede ud
freakingout	0.219	0.769	0.339	flipper ud
freakish	0.135	0.915	0.566	freakish
freakout	0.250	0.696	0.397	freakout
freaky	0.190	0.615	0.384	freaky
freckle	0.542	0.396	0.254	fregne
free	0.896	0.500	0.544	ledig
freebie	0.796	0.596	0.500	gratis
freedom	0.969	0.544	0.905	frihed
freehold	0.635	0.630	0.882	selveje
freelance	0.833	0.577	0.736	freelance
freelancer	0.614	0.564	0.553	freelancer
freely	0.875	0.456	0.716	frit
freeman	0.823	0.454	0.618	frimand
freestyle	0.765	0.652	0.520	freestyle
freeway	0.531	0.644	0.648	motorvej
freeze	0.191	0.406	0.481	fryse
freezer	0.396	0.406	0.407	fryser
freezing	0.327	0.367	0.471	fryser
freight	0.411	0.528	0.490	fragt
freighter	0.406	0.445	0.580	fragtskib
french horn	0.573	0.471	0.407	fransk horn
frenetic	0.429	0.930	0.616	frenetisk
frenzied	0.365	0.951	0.655	vanvittig
frenzy	0.610	0.965	0.682	vanvid
frequency	0.561	0.557	0.537	frekvens
frequent	0.594	0.481	0.525	hyppig
frequently	0.596	0.423	0.634	ofte
fresco	0.827	0.280	0.320	freske
fresh	0.908	0.292	0.419	frisk
freshair	0.688	0.377	0.509	frisk luft
freshen	0.806	0.363	0.566	opfriske
freshener	0.704	0.380	0.473	opfrisker
freshman	0.677	0.570	0.441	førsteårsstuderende
freshness	0.917	0.333	0.585	friskhed
freshstart	0.765	0.580	0.500	nystart
freshwater	0.854	0.284	0.393	ferskvand
fret	0.289	0.460	0.231	ærgre sig
fretful	0.409	0.689	0.364	ærgerlig
friar	0.510	0.260	0.531	friar
fricking	0.333	0.642	0.357	fricking
friction	0.271	0.778	0.534	friktion
friday	0.624	0.411	0.341	Fredag
fridge	0.571	0.292	0.402	køleskab
fried	0.479	0.482	0.336	stegt
friend	0.906	0.413	0.573	ven
friendless	0.102	0.360	0.204	venneløs
friendliness	0.981	0.270	0.611	venlighed
friendly	0.917	0.398	0.598	venlige
friends	0.929	0.510	0.625	venner
friendship	0.958	0.343	0.694	venskab
frigate	0.490	0.510	0.560	fregat
friggen	0.390	0.550	0.442	friggen
fright	0.177	0.816	0.191	forskrækkelse
frighten	0.255	0.843	0.500	skræmme
frightened	0.153	0.817	0.255	bange
frightening	0.122	0.969	0.625	skræmmende
frightful	0.125	0.755	0.455	skræmmende
frigid	0.219	0.481	0.395	kølig
fringe	0.520	0.387	0.323	frynser
fringed	0.458	0.370	0.348	frynsede
frisbee	0.706	0.543	0.364	frisbee
frisk	0.490	0.547	0.377	frisk
frisky	0.700	0.632	0.525	frisk
frivolous	0.271	0.565	0.377	useriøst
frock	0.632	0.327	0.381	kjole
frog	0.439	0.311	0.150	frø
froggy	0.500	0.560	0.425	frøagtig
frolic	0.781	0.864	0.538	boltre sig
front	0.677	0.350	0.623	foran
frontage	0.510	0.356	0.277	facade
frontal	0.459	0.434	0.526	frontal
frontier	0.438	0.550	0.650	grænse
fronting	0.500	0.480	0.509	fronting
frontispiece	0.438	0.453	0.491	frontispice
frost	0.449	0.455	0.385	frost
frostbite	0.203	0.380	0.566	forfrysninger
frosted	0.748	0.471	0.218	frostet
frosting	0.823	0.480	0.424	frosting
frosty	0.427	0.480	0.381	frost-
froth	0.612	0.287	0.194	skum
frothy	0.774	0.398	0.356	skummende
frown	0.214	0.602	0.433	rynke panden
frowning	0.194	0.582	0.500	rynker panden
frozen	0.344	0.346	0.375	Frosset
frugal	0.480	0.355	0.355	sparsommelig
fruit	0.896	0.291	0.312	frugt
fruit punch	0.837	0.363	0.368	frugtpunch
fruitcake	0.865	0.440	0.357	frugtkage
fruitful	0.730	0.618	0.637	frugtbart
fruition	0.776	0.567	0.664	frugtbarhed
fruitless	0.260	0.580	0.311	frugtesløst
fruits	0.865	0.357	0.259	frugter
fruity	0.683	0.414	0.330	frugtagtig
frustrate	0.100	0.809	0.243	frustrere
frustrated	0.080	0.651	0.255	frustreret
frustrates	0.146	0.653	0.340	frustrerer
frustrating	0.042	0.696	0.264	frustrerende
frustration	0.060	0.730	0.280	frustration
fry	0.520	0.610	0.324	stege
fryer	0.573	0.459	0.431	frituregryde
fuchsia	0.633	0.275	0.264	fuchsia
fuck	0.198	0.930	0.446	fanden
fuckedoff	0.122	0.696	0.316	forbandet
fucker	0.094	0.788	0.357	fanden
fucking	0.229	0.812	0.390	for fanden
fuckoff	0.190	0.700	0.457	for fanden
fucksake	0.240	0.702	0.466	for fanden
fucktard	0.214	0.643	0.364	fandenivoldsk
fuckyeah	0.490	0.811	0.528	fuckyeah
fudge	0.853	0.418	0.407	fudge
fuel	0.445	0.528	0.644	brændstof
fugitive	0.104	0.922	0.388	flygtning
fulcrum	0.410	0.320	0.445	omdrejningspunkt
fulfill	0.784	0.461	0.577	opfylde
fulfilled	0.896	0.480	0.676	opfyldt
fulfilling	0.823	0.417	0.755	opfylder
fulfillment	0.833	0.528	0.683	opfyldelse
full	0.602	0.255	0.704	fuld
fullback	0.500	0.594	0.519	bagspiller
fullness	0.868	0.402	0.811	fylde
fully	0.763	0.450	0.779	fuldt ud
fulsome	0.510	0.509	0.560	fyldig
fumble	0.360	0.551	0.412	fumle
fume	0.300	0.454	0.372	røg
fumigation	0.327	0.627	0.604	gasning
fumin	0.354	0.420	0.443	fumin
fuming	0.240	0.660	0.481	rygende
fun	0.918	0.843	0.667	sjovt
function	0.694	0.296	0.618	fungere
functional	0.750	0.500	0.720	funktionelle
fund	0.521	0.360	0.426	fond
fundamental	0.708	0.422	0.903	grundlæggende
fundamentalist	0.490	0.430	0.759	fundamentalistisk
fundamentally	0.653	0.441	0.759	grundlæggende
funday	0.743	0.549	0.525	sjov dag
funding	0.729	0.480	0.827	finansiering
fundraiser	0.610	0.577	0.667	indsamling
fundraising	0.760	0.620	0.544	fundraising
funds	0.633	0.330	0.461	midler
funeral	0.073	0.380	0.393	begravelse
fungus	0.388	0.337	0.173	svamp
funk	0.466	0.589	0.390	funk
funky	0.531	0.755	0.389	funky
funnel	0.354	0.274	0.336	tragt
funny	0.918	0.610	0.566	sjov
fur	0.583	0.392	0.315	pels
furious	0.062	0.953	0.598	rasende
furiously	0.062	0.925	0.657	rasende
furlong	0.418	0.446	0.431	lang
furlough	0.531	0.432	0.772	orlov
furnace	0.429	0.529	0.500	ovn
furnish	0.755	0.487	0.490	levere
furnishings	0.592	0.177	0.346	indretning
furniture	0.688	0.260	0.264	møbel
furor	0.500	0.863	0.636	furor
furrow	0.408	0.420	0.345	fure
furry	0.428	0.400	0.333	lodne
furtherance	0.698	0.441	0.727	fremme
fury	0.062	0.875	0.676	raseri
fuse	0.373	0.565	0.574	sikring
fuselage	0.312	0.558	0.529	skrog
fusion	0.635	0.561	0.741	fusion
fuss	0.406	0.876	0.480	ballade
fussy	0.417	0.643	0.519	kræsen
fustrated	0.163	0.684	0.356	fustreret
futile	0.122	0.332	0.158	forgæves
futility	0.125	0.320	0.176	nytteløshed
futon	0.429	0.351	0.343	futon
future	0.888	0.644	0.786	fremtid
fuzz	0.521	0.482	0.363	fuzz
fuzzy	0.306	0.472	0.158	sløret
gab	0.500	0.471	0.375	gab
gaby	0.510	0.347	0.377	gaby
gad	0.510	0.470	0.408	gad
gadget	0.635	0.559	0.382	gadget
gaff	0.333	0.418	0.429	gaff
gag	0.323	0.660	0.398	gag
gaga	0.479	0.396	0.260	gaga
gage	0.552	0.451	0.473	gage
gaggle	0.542	0.529	0.664	gaggle
gahhh	0.323	0.557	0.278	gahhh
gaiety	0.854	0.759	0.720	munterhed
gain	0.917	0.640	0.822	gevinst
gainful	0.730	0.589	0.673	indbringende
gaining	0.837	0.618	0.883	vinder
gait	0.510	0.398	0.505	gang
gal	0.500	0.469	0.337	gal
gala	0.755	0.443	0.679	galla
galactic	0.656	0.670	0.776	galaktisk
galaxy	0.750	0.571	0.750	galakse
gale	0.271	0.691	0.611	kuling
gall	0.417	0.510	0.353	galde
gallant	0.908	0.539	0.679	galant
gallantry	0.906	0.663	0.871	galanteri
gallbladder	0.354	0.471	0.472	galdeblære
galled	0.270	0.731	0.356	gald
gallery	0.659	0.433	0.569	galleri
galley	0.520	0.445	0.412	kabys
gallon	0.531	0.327	0.345	gallon
gallop	0.500	0.775	0.588	galop
galloping	0.643	0.735	0.645	galopperende
gallows	0.167	0.712	0.422	galger
galore	0.823	0.574	0.729	massevis
galvanic	0.396	0.490	0.557	galvanisk
gamble	0.568	0.798	0.361	spille
gambler	0.458	0.694	0.618	spiller
gambling	0.365	0.806	0.347	gambling
game	0.735	0.788	0.493	spil
gameday	0.729	0.593	0.544	spilledag
gametime	0.735	0.571	0.442	spilletid
gaming	0.896	0.633	0.491	spil
gamma	0.480	0.429	0.491	gamma
gammon	0.510	0.418	0.442	gammon
gamut	0.490	0.340	0.462	skala
gander	0.510	0.410	0.353	gadre
gang	0.217	0.850	0.629	bande
gangland	0.402	0.607	0.405	gangland
gangrene	0.133	0.653	0.359	koldbrand
gangster	0.292	0.833	0.655	gangster
gangway	0.490	0.575	0.450	gangbro
gaol	0.240	0.750	0.435	fængsel
gap	0.396	0.451	0.357	hul
gape	0.493	0.651	0.287	gabe
gaping	0.408	0.668	0.242	gabende
garage	0.531	0.283	0.455	garage
garb	0.562	0.370	0.508	klædedragt
garbage	0.188	0.510	0.192	affald
garbled	0.074	0.720	0.270	forvansket
garden	0.770	0.230	0.456	have
gardener	0.673	0.346	0.361	gartner
gardening	0.854	0.333	0.361	havearbejde
gardens	0.775	0.202	0.296	haver
gargle	0.410	0.594	0.336	gurgle
gargoyle	0.286	0.536	0.525	gargoyle
garish	0.306	0.625	0.311	skrigende
garlic	0.460	0.323	0.277	hvidløg
garment	0.531	0.333	0.380	beklædningsgenstand
garner	0.479	0.460	0.500	samle
garnet	0.643	0.418	0.368	granat
garnish	0.765	0.418	0.490	pynt
garrison	0.510	0.527	0.679	garnison
garter	0.521	0.406	0.353	strømpebånd
gas	0.396	0.408	0.519	gas
gaseous	0.398	0.462	0.298	gasformig
gash	0.429	0.560	0.406	flænge
gasification	0.344	0.509	0.593	forgasning
gasket	0.541	0.367	0.585	pakning
gasoline	0.417	0.562	0.519	benzin
gasp	0.440	0.754	0.298	gispe
gasping	0.208	0.704	0.379	gispende
gassy	0.354	0.497	0.304	gassyet
gastric	0.327	0.559	0.430	gastrisk
gastronomy	0.812	0.519	0.581	gastronomi
gate	0.510	0.235	0.426	Port
gatekeeper	0.510	0.490	0.598	gatekeeper
gateway	0.592	0.376	0.529	gateway
gather	0.648	0.510	0.546	samle
gatherer	0.510	0.425	0.579	samler
gathering	0.854	0.657	0.667	indsamling
gator	0.418	0.520	0.547	gator
gatorade	0.719	0.529	0.519	gatorade
gauche	0.254	0.398	0.385	gauche
gaudy	0.653	0.735	0.721	prangende
gauge	0.438	0.646	0.518	Målestok
gauging	0.480	0.463	0.556	måling
gaunt	0.214	0.490	0.237	mager
gauntlet	0.420	0.491	0.390	handske
gauze	0.460	0.275	0.276	gaze
gavel	0.520	0.418	0.490	hammer
gawk	0.333	0.472	0.434	gak
gaze	0.633	0.588	0.586	stirre
gazebo	0.469	0.402	0.341	lysthus
gazelle	0.669	0.448	0.460	gazelle
gazette	0.469	0.390	0.604	gazette
gazetteer	0.531	0.417	0.527	gazetteer
gazillion	0.531	0.534	0.538	gazillion
gazing	0.677	0.413	0.362	stirrer
gear	0.510	0.577	0.509	gear
geek	0.479	0.392	0.390	nørd
geeky	0.479	0.431	0.454	nørdet
geez	0.417	0.396	0.390	pys
geezer	0.458	0.374	0.414	nisse
geisha	0.521	0.679	0.442	geisha
gel	0.524	0.206	0.279	gel
gelatin	0.562	0.402	0.361	gelatine
geld	0.406	0.460	0.456	geld
gelding	0.398	0.520	0.455	vallak
gem	0.917	0.480	0.582	perle
gemini	0.531	0.320	0.327	tvilling
gender	0.688	0.346	0.611	køn
genealogy	0.479	0.370	0.644	genealogi
general	0.834	0.484	0.853	generel
generality	0.604	0.360	0.500	almindelighed
generalization	0.542	0.459	0.704	generalisering
generally	0.562	0.255	0.473	generelt
generate	0.771	0.423	0.772	frembringe
generation	0.903	0.480	0.685	generation
generative	0.724	0.549	0.708	generativ
generator	0.704	0.568	0.864	generator
generic	0.520	0.357	0.422	generisk
generosity	0.958	0.443	0.692	generøsitet
generous	1.000	0.410	0.810	gavmild
genesis	0.612	0.429	0.658	tilblivelse
genetic	0.562	0.288	0.726	genetiske
genetics	0.552	0.460	0.574	genetik
genial	0.867	0.630	0.769	genialt
genie	0.760	0.600	0.908	genie
genital	0.385	0.694	0.453	kønsorganer
genitalia	0.323	0.667	0.500	kønsorganer
genius	0.878	0.667	0.846	geni
genocide	0.020	0.878	0.627	folkedrab
genome	0.507	0.366	0.509	genom
genre	0.520	0.433	0.500	genre
gent	0.573	0.494	0.464	gent
genteel	0.917	0.333	0.656	fornem
gentile	0.833	0.250	0.527	ikke-jøde
gentle	0.847	0.353	0.589	blid
gentleman	0.823	0.439	0.712	gentleman
gentlemanly	0.918	0.451	0.720	gentlemand
gentleness	0.927	0.278	0.447	mildhed
gently	0.917	0.255	0.360	forsigtigt
gentry	0.560	0.480	0.625	adel
genuine	0.875	0.450	0.685	ægte
genus	0.582	0.349	0.561	slægt
geographic	0.698	0.330	0.664	geografisk
geographical	0.500	0.317	0.637	geografiske
geography	0.719	0.150	0.553	geografi
geological	0.667	0.324	0.596	geologisk
geologist	0.594	0.431	0.625	geolog
