English Word	Valence	Arousal	Dominance	Kyrgyz Word
entomology	0.438	0.396	0.545	энтомология
entourage	0.491	0.567	0.467	тегерете
entrails	0.365	0.538	0.387	ичегилер
entrance	0.698	0.393	0.526	кире бериш
entrapment	0.177	0.604	0.441	тузак
entreat	0.304	0.560	0.462	сурануу
entree	0.615	0.477	0.624	антри
entrepreneur	0.885	0.704	0.920	ишкер
entrust	0.693	0.310	0.630	тапшыруу
entry	0.552	0.353	0.602	кирүү
enumerate	0.521	0.390	0.491	санап чыгуу
enumeration	0.548	0.327	0.534	санап чыгуу
envelope	0.604	0.275	0.377	конверт
envious	0.110	0.754	0.341	көрө албастык
environ	0.724	0.221	0.433	чөйрө
environment	0.646	0.194	0.528	айлана-чөйрө
environmental	0.633	0.313	0.664	экологиялык
environs	0.561	0.288	0.345	айланалар
envision	0.625	0.449	0.483	элестетүү
envoy	0.531	0.375	0.586	элчи
envy	0.240	0.704	0.427	көрө албастык
enzyme	0.562	0.277	0.481	фермент
ephemeral	0.500	0.312	0.377	эфемердик
ephemeris	0.640	0.380	0.528	эфемерия
epic	0.857	0.713	0.830	эпикалык
epidemic	0.092	0.830	0.611	эпидемия
epidermis	0.418	0.490	0.426	эпидермис
epidural	0.347	0.452	0.525	эпидуралдык
epilepsy	0.061	0.854	0.250	эпилепсия
epileptic	0.146	0.794	0.340	эпилепсия
epilogue	0.582	0.353	0.466	эпилог
epiphany	0.625	0.596	0.526	эпифания
episcopal	0.542	0.314	0.750	епископтук
episode	0.719	0.367	0.509	эпизод
episodic	0.531	0.542	0.462	эпизоддук
epistle	0.604	0.417	0.535	кат
epitaph	0.276	0.323	0.442	эпитафия
epithet	0.530	0.394	0.524	эпитет
epitome	0.510	0.500	0.667	эпитом
epoch	0.553	0.343	0.797	доор
equal	0.781	0.178	0.407	барабар
equality	0.898	0.305	0.716	теңдик
equalization	0.625	0.422	0.423	теңдөө
equalize	0.738	0.281	0.574	теңдештирүү
equalizer	0.604	0.451	0.586	эквалайзер
equally	0.625	0.264	0.436	бирдей
equate	0.724	0.382	0.624	барабар
equation	0.479	0.384	0.608	теңдеме
equator	0.550	0.302	0.462	экватор
equatorial	0.550	0.271	0.593	экватордук
equestrian	0.633	0.519	0.417	атчан
equidistant	0.375	0.406	0.509	бирдей аралыкта
equilibration	0.724	0.317	0.593	тең салмактуулук
equilibrium	0.676	0.235	0.620	тең салмактуулук
equip	0.650	0.519	0.713	жабдуу
equipment	0.745	0.495	0.700	жабдуулар
equitable	0.714	0.286	0.750	адилеттүү
equity	0.792	0.304	0.614	үлүштүк
equivalence	0.663	0.250	0.582	эквиваленттүүлүк
equivalent	0.646	0.347	0.500	эквиваленттүү
equivocal	0.327	0.482	0.257	эки жактуу
era	0.615	0.407	0.449	доор
eradicate	0.260	0.690	0.686	жок кылуу
eradication	0.208	0.788	0.685	жок кылуу
erase	0.240	0.260	0.321	өчүрүү
eraser	0.458	0.209	0.311	өчүргүч
erasure	0.281	0.360	0.265	өчүрүү
ere	0.479	0.312	0.377	ere
erect	0.643	0.885	0.627	тургузуу
erectile	0.542	0.796	0.625	эректильный
erection	0.640	0.856	0.695	эрекция
ergo	0.385	0.400	0.385	ergo
erode	0.208	0.643	0.580	эрозия
erosion	0.312	0.770	0.465	эрозия
erotic	0.625	0.946	0.683	эротикалык
erotica	0.781	0.870	0.579	эротика
err	0.146	0.660	0.236	ката
errand	0.385	0.519	0.482	тапшырма
errant	0.205	0.602	0.375	ката
erratic	0.271	0.503	0.217	туруксуз
erratum	0.327	0.528	0.436	ката
erroneous	0.057	0.561	0.245	ката
error	0.094	0.559	0.198	ката
erst	0.277	0.422	0.357	мурунку
erudite	0.719	0.434	0.774	билимдүү
erupt	0.188	0.820	0.818	жарылуу
eruption	0.156	0.913	0.733	жарылуу
escalade	0.480	0.724	0.442	эскалад
escalate	0.653	0.714	0.728	күчөө
escalating	0.646	0.724	0.518	күчөп баратат
escalation	0.571	0.807	0.582	эскалациялоо
escalator	0.500	0.530	0.518	эскалатор
escape	0.367	0.765	0.448	качуу
escaped	0.365	0.755	0.518	качып кетти
escarpment	0.406	0.553	0.470	эскарпмент
eschew	0.184	0.438	0.370	качуу
escort	0.729	0.480	0.608	коштоп жүрүү
escrow	0.449	0.520	0.613	эскроу
esophagus	0.429	0.454	0.464	кызыл өңгөч
esoteric	0.500	0.676	0.545	эзотерикалык
especial	0.827	0.419	0.794	өзгөчө
espionage	0.312	0.750	0.620	шпиондук
espouse	0.802	0.529	0.598	жактоо
espresso	0.677	0.620	0.508	эспрессо
esprit	0.552	0.431	0.407	эсприт
esquire	0.604	0.542	0.518	эсквайр
essay	0.559	0.411	0.530	эссе
essayist	0.656	0.460	0.462	эссеист
essence	0.663	0.369	0.575	маңызы
essential	0.812	0.405	0.759	маанилүү
essentially	0.750	0.373	0.802	негизи
establish	0.708	0.500	0.688	түзүү
established	0.796	0.394	0.694	түзүлгөн
establishment	0.690	0.398	0.631	түзүү
estate	0.653	0.385	0.647	мүлк
esteem	0.745	0.380	0.679	урматтоо
esteemed	0.694	0.418	0.531	урматтуу
esthetic	0.635	0.360	0.558	эстетикалык
estimable	0.796	0.408	0.630	бааланган
estimate	0.719	0.469	0.517	баалоо
estimation	0.740	0.480	0.589	баалоо
estoppel	0.354	0.459	0.482	esttoppel
estranged	0.156	0.382	0.377	алыстап кеткен
estrogen	0.580	0.500	0.425	эстроген
estuary	0.469	0.278	0.482	эстуарий
etch	0.510	0.367	0.598	этч
etching	0.567	0.491	0.575	оюу
eternal	0.854	0.409	0.843	түбөлүк
eternity	0.765	0.520	0.911	түбөлүктүүлүк
ethanol	0.333	0.410	0.534	этанол
ether	0.490	0.306	0.412	эфир
ethereal	0.520	0.419	0.518	эфирдик
ethic	0.786	0.260	0.791	этика
ethical	0.854	0.324	0.634	этикалык
ethics	0.658	0.296	0.731	этика
ethnic	0.583	0.373	0.555	этникалык
ethnography	0.571	0.373	0.549	этнография
etiology	0.500	0.385	0.639	этиологиясы
etiquette	0.604	0.350	0.421	этикет
etymology	0.531	0.370	0.529	этимология
eucalyptus	0.602	0.308	0.418	эвкалипт
euchre	0.470	0.459	0.442	еврей
eugenics	0.448	0.530	0.518	евгеника
eulogistic	0.740	0.623	0.694	мактоо
eulogium	0.542	0.482	0.655	eulogium
eulogize	0.850	0.518	0.679	мактоо
eulogy	0.625	0.443	0.667	мактоо
euphemism	0.418	0.453	0.491	эвфемизм
euphoria	0.769	0.955	0.648	эйфория
euphoric	0.745	0.904	0.588	эйфория
euro	0.680	0.441	0.521	евро
euthanasia	0.229	0.716	0.325	эвтаназия
evacuate	0.354	0.792	0.314	эвакуациялоо
evacuation	0.160	0.755	0.582	эвакуациялоо
evade	0.304	0.490	0.342	качуу
evaluate	0.663	0.640	0.649	баалоо
evaluation	0.542	0.667	0.764	баалоо
evanescence	0.527	0.519	0.458	жоготуу
evangelical	0.602	0.389	0.602	евангелист
evangelist	0.582	0.464	0.702	евангелист
evangelistic	0.660	0.375	0.612	евангелист
evaporate	0.357	0.469	0.402	буулануу
evaporation	0.556	0.346	0.388	буулануу
evasion	0.229	0.510	0.418	качуу
evasive	0.117	0.596	0.425	качуу
eve	0.612	0.378	0.440	кеч
evening	0.458	0.185	0.318	кечинде
evens	0.592	0.430	0.457	тегиздер
event	0.745	0.673	0.664	окуя
eventful	0.543	0.837	0.510	окуялуу
eventual	0.633	0.459	0.413	акыры
eventuality	0.469	0.627	0.527	ыктымалдуулук
evergreen	0.729	0.471	0.546	дайыма жашыл
everlasting	0.740	0.413	0.809	түбөлүктүү
evermore	0.677	0.450	0.403	дайыма
everyday	0.740	0.392	0.472	күн сайын
everyman	0.522	0.333	0.535	ар бир киши
evict	0.042	0.632	0.377	чыгаруу
eviction	0.185	0.731	0.455	чыгаруу
evidence	0.500	0.500	0.778	далил
evident	0.633	0.444	0.664	айкын
evidentiary	0.448	0.541	0.717	далил
evil	0.040	0.827	0.545	жаман
evoke	0.438	0.341	0.500	ойготуу
evolution	0.781	0.657	0.854	эволюция
evolutionary	0.796	0.673	0.825	эволюциялык
evolve	0.655	0.692	0.896	өнүгүү
ewe	0.429	0.216	0.277	кой
ex	0.250	0.520	0.306	мис
exacerbate	0.323	0.776	0.580	курчутуу
exacerbation	0.344	0.810	0.480	курчушу
exact	0.719	0.354	0.685	так
exacting	0.448	0.673	0.767	талап кылуучу
exaggerate	0.193	0.760	0.529	апыртуу
exaggerated	0.224	0.885	0.732	апыртылган
exaggeration	0.312	0.775	0.582	апыртуу
exalt	0.656	0.750	0.745	көтөрүү
exaltation	0.594	0.892	0.673	көтөрүү
exalted	0.676	0.845	0.696	көтөрүлгөн
exam	0.479	0.663	0.577	экзамен
examination	0.378	0.657	0.679	экспертиза
examine	0.615	0.623	0.786	текшерүү
examiner	0.406	0.575	0.812	экзаменчи
example	0.542	0.337	0.510	мисал
exasperated	0.229	0.816	0.377	ачууланган
exasperation	0.214	0.833	0.483	кыжырдануу
excavate	0.583	0.613	0.635	казуу
excavation	0.540	0.644	0.527	казуу
excavator	0.427	0.673	0.649	экскаватор
exceed	0.500	0.827	0.586	ашып
exceeding	0.500	0.802	0.668	ашкан
excel	0.561	0.363	0.466	excel
excellence	0.958	0.620	0.907	мыкты
excellent	0.970	0.587	0.870	сонун
excelsior	0.700	0.625	0.611	excelsior
excepting	0.408	0.413	0.526	кошпогондо
exception	0.469	0.600	0.544	өзгөчө
exceptional	0.806	0.740	0.933	өзгөчө
excerpt	0.437	0.367	0.543	үзүндү
excess	0.385	0.889	0.712	ашыкча
excessive	0.417	0.731	0.601	ашыкча
excessively	0.449	0.882	0.716	ашыкча
exchange	0.740	0.569	0.491	алмашуу
excise	0.448	0.561	0.577	акциз
excision	0.260	0.480	0.519	кесүү
excitability	0.906	0.910	0.724	толкундануу
excitable	0.803	0.939	0.629	толкундануучу
excitation	0.792	0.958	0.750	толкундануу
excite	0.823	0.950	0.668	козгоо
excited	0.908	0.931	0.709	толкунданган
excitement	0.896	0.684	0.731	толкундануу
exciting	0.950	0.792	0.789	кызыктуу
exclaim	0.635	0.711	0.639	кыйкырып
exclamation	0.612	0.745	0.598	илеп
exclude	0.292	0.500	0.530	алып салуу
excluded	0.061	0.540	0.134	алынып салынган
excluding	0.271	0.550	0.324	кошпогондо
exclusion	0.240	0.530	0.389	четтетүү
exclusive	0.792	0.630	0.653	эксклюзивдүү
excrement	0.041	0.558	0.221	экскремент
excretion	0.285	0.650	0.457	бөлүп чыгаруу
excruciating	0.083	0.837	0.345	чыдамдуу
excursion	0.625	0.714	0.627	экскурсия
excuse	0.240	0.696	0.318	кечирүү
exec	0.640	0.352	0.769	exec
execute	0.327	0.708	0.769	аткаруу
execution	0.160	0.811	0.713	аткаруу
executioner	0.235	0.816	0.676	жазалоочу
executive	0.704	0.449	0.894	аткаруучу
executor	0.365	0.755	0.759	аткаруучу
exegesis	0.458	0.472	0.491	эксгезис
exemplar	0.844	0.537	0.625	үлгүлүү
exemplary	0.833	0.343	0.729	үлгүлүү
exemplify	0.735	0.506	0.783	мисал келтиргиле
exempt	0.588	0.455	0.664	бошотулган
exemption	0.531	0.578	0.627	бошотуу
exercise	0.750	0.789	0.625	көнүгүү
exert	0.694	0.735	0.806	аракет кылуу
exertion	0.663	0.755	0.717	күч
exhale	0.542	0.490	0.411	дем чыгаруу
exhaust	0.546	0.710	0.337	чыгаруу
exhausted	0.123	0.423	0.202	чарчаган
exhaustion	0.366	0.633	0.269	чарчоо
exhaustive	0.388	0.635	0.604	толук
exhibit	0.688	0.633	0.708	көргөзмө
exhibition	0.698	0.590	0.531	көргөзмө
exhilarated	0.890	0.963	0.759	толкунданган
exhilarating	0.917	0.823	0.810	толкундатуучу
exhilaration	0.792	0.868	0.783	толкундануу
exhort	0.378	0.660	0.745	насаат
exhortation	0.531	0.624	0.580	насаат
exhumation	0.177	0.586	0.473	эксгумация
exhume	0.184	0.627	0.452	эксгумация
exigent	0.385	0.611	0.792	зарыл
exile	0.184	0.630	0.483	сүргүн
exist	0.857	0.421	0.788	бар
existence	0.760	0.513	0.771	болушу
existent	0.635	0.490	0.635	бар
existential	0.583	0.510	0.638	экзистенциалдык
existing	0.802	0.344	0.750	бар
exit	0.370	0.353	0.399	чыгуу
exodus	0.286	0.663	0.567	чыгуу
exonerate	0.592	0.500	0.538	актоо
exorbitant	0.398	0.865	0.825	ашыкча
exorcism	0.163	0.980	0.557	эксорцизм
exorcist	0.219	0.906	0.716	эксорцист
exotic	0.840	0.711	0.727	экзотикалык
expand	0.792	0.559	0.686	кеңейтүү
expanded	0.760	0.406	0.689	кеңейтилген
expanse	0.594	0.529	0.689	кеңдик
expansion	0.776	0.618	0.787	кеңейүү
expansive	0.708	0.650	0.778	кенен
expatriate	0.265	0.764	0.391	чет элдик
expect	0.469	0.327	0.377	күтүү
expectance	0.552	0.724	0.660	күтүү
expectancy	0.581	0.622	0.558	күтүү
expectant	0.708	0.650	0.474	күткөн
expectation	0.771	0.690	0.707	күтүү
expected	0.729	0.412	0.545	күтүлгөн
expecting	0.561	0.450	0.302	күтүүдө
expediency	0.604	0.443	0.703	максатка ылайыктуулугу
expedient	0.885	0.461	0.454	максатка ылайыктуу
expedite	0.571	0.858	0.798	тездетүү
expedition	0.735	0.802	0.620	экспедиция
expeditious	0.602	0.645	0.773	ыкчам
expel	0.281	0.725	0.452	кууп чыгуу
expendable	0.479	0.490	0.423	сарпталуучу
expenditure	0.250	0.608	0.603	чыгаша
expense	0.317	0.451	0.377	чыгаша
expenses	0.240	0.633	0.396	чыгымдар
expensive	0.323	0.540	0.530	кымбат
experience	0.827	0.618	0.905	тажрыйба
experienced	0.771	0.613	0.914	тажрыйбалуу
experiences	0.793	0.647	0.795	тажрыйбалар
experiment	0.479	0.720	0.675	эксперимент
experimental	0.417	0.764	0.396	эксперименталдык
experimentation	0.637	0.769	0.767	эксперимент
experimenter	0.708	0.710	0.700	экспериментатор
expert	0.776	0.646	0.911	эксперт
expertise	0.792	0.589	0.925	экспертиза
expiration	0.265	0.539	0.463	мөөнөтү
expire	0.573	0.745	0.702	мөөнөтү бүтөт
expired	0.198	0.394	0.200	мөөнөтү бүттү
expiry	0.194	0.434	0.382	мөөнөтү
explain	0.719	0.517	0.736	түшүндүрүү
explanation	0.615	0.610	0.825	түшүндүрмө
explanatory	0.573	0.433	0.688	түшүндүрүүчү
expletive	0.357	0.567	0.536	кемсинтүү
explication	0.510	0.445	0.602	түшүндүрүү
explicit	0.562	0.694	0.734	ачык
explode	0.277	0.885	0.773	жарылуу
exploit	0.312	0.878	0.660	эксплуатациялоо
exploitation	0.156	0.920	0.718	эксплуатация
exploration	0.594	0.650	0.773	чалгындоо
exploratory	0.653	0.690	0.698	чалгындоочу
explore	0.776	0.660	0.727	изилдөө
explorer	0.729	0.663	0.714	изилдөөчү
explosion	0.167	0.960	0.767	жарылуу
explosions	0.123	0.860	0.594	жарылуулар
explosive	0.156	0.943	0.663	жарылуучу
expo	0.610	0.562	0.500	экспо
exponent	0.529	0.510	0.845	көрсөткүч
exponential	0.704	0.588	0.763	экспоненциалдык
export	0.567	0.661	0.755	экспорт
exportation	0.760	0.633	0.673	экспорттоо
expose	0.344	0.643	0.537	ашкерелөө
exposed	0.471	0.661	0.509	ачыкка чыккан
exposition	0.521	0.627	0.655	экспозиция
expository	0.706	0.653	0.636	түшүндүрүүчү
exposure	0.570	0.830	0.630	таасир
expound	0.438	0.575	0.740	түшүндүрүү
express	0.760	0.623	0.691	экспресс
expression	0.790	0.650	0.721	билдирүү
expressive	0.755	0.724	0.685	экспрессивдүү
expressway	0.633	0.635	0.587	экспресс жол
expropriation	0.188	0.735	0.788	экспроприация
expulsion	0.190	0.790	0.529	чыгаруу
exquisite	0.892	0.644	0.604	сонун
exquisitely	0.849	0.728	0.723	сонун
extant	0.646	0.390	0.523	сакталып калган
extend	0.646	0.570	0.689	узартуу
extendable	0.660	0.592	0.722	узартылат
extended	0.570	0.304	0.649	узартылган
extension	0.490	0.510	0.529	узартуу
extensive	0.635	0.520	0.760	кенен
extent	0.646	0.451	0.602	даражасы
exterior	0.542	0.400	0.627	сырткы
exterminate	0.177	0.857	0.736	жок кылуу
extermination	0.190	0.860	0.616	жок кылуу
exterminator	0.344	0.804	0.887	жок кылуучу
external	0.479	0.341	0.509	тышкы
externally	0.643	0.521	0.568	сырттан
extinct	0.112	0.491	0.412	өчкөн
extinction	0.104	0.750	0.611	жок болуу
extinguish	0.240	0.576	0.482	өчүрүү
extinguisher	0.707	0.379	0.543	өчүргүч
extol	0.582	0.667	0.456	мактоо
extort	0.052	0.827	0.570	опузалап алуу
extortion	0.112	0.868	0.630	опузалап алуу
extra	0.656	0.551	0.745	кошумча
extract	0.565	0.402	0.519	үзүндү
extracting	0.521	0.709	0.689	казып алуу
extraction	0.418	0.740	0.526	казып алуу
extractor	0.302	0.536	0.519	экстрактор
extracurricular	0.457	0.471	0.743	класстан тышкаркы
extradition	0.229	0.627	0.554	экстрадициялоо
extrajudicial	0.365	0.686	0.667	соттон тышкаркы
extramural	0.336	0.559	0.537	сырттан окуу
extraneous	0.276	0.625	0.478	жат
extraordinaire	0.847	0.864	0.898	өзгөчө
extraordinary	0.969	0.728	0.860	өзгөчө
extraterrestrial	0.510	0.833	0.792	жерден тышкаркы
extravagance	0.531	0.802	0.700	ысырапкорчулук
extravagant	0.720	0.763	0.812	ашыкча
extravaganza	0.646	0.786	0.906	экстраваганза
extreme	0.318	0.800	0.721	экстремалдуу
extreme anticipation	0.551	0.740	0.704	өтө күтүү
extreme disgust	0.052	0.873	0.456	өтө жийиркеничтүү
extreme surprise	0.833	0.935	0.676	өтө таң калуу
extreme trust	0.826	0.713	0.922	өтө ишеним
extremely	0.635	0.827	0.886	абдан
extremely negative	0.030	0.786	0.311	өтө терс
