English Word	Valence	Arousal	Dominance	Persian Word
compensatory	0.589	0.490	0.700	جبرانی
compete	0.573	0.745	0.786	رقابت کنند
competence	0.615	0.802	0.823	صلاحیت
competency	0.768	0.775	0.764	شایستگی
competent	0.865	0.560	0.904	صالح
competition	0.580	0.790	0.798	رقابت
competitive	0.447	0.718	0.908	رقابتی
competitor	0.612	0.959	0.861	رقیب
compilation	0.530	0.512	0.606	تلفیقی
compile	0.600	0.413	0.519	گردآوری
complacency	0.604	0.503	0.519	از خود راضی بودن
complacent	0.625	0.452	0.518	از خود راضی
complain	0.143	0.682	0.360	شكايت كردن
complaint	0.143	0.606	0.281	شکایت
complement	0.760	0.277	0.600	متمم
complementary	0.714	0.320	0.586	مکمل
complete	0.750	0.414	0.809	کامل
completed	0.823	0.357	0.777	تکمیل شد
completely	0.730	0.370	0.690	به صورت کامل
completeness	0.823	0.433	0.769	کامل بودن
completing	0.614	0.500	0.769	در حال تکمیل
completion	0.656	0.470	0.525	تکمیل
complex	0.388	0.608	0.550	مجتمع
complexed	0.312	0.577	0.612	پیچیده
complexion	0.521	0.520	0.380	رنگ چهره
complexity	0.479	0.620	0.595	پیچیدگی
compliance	0.750	0.462	0.750	انطباق
compliant	0.677	0.310	0.519	سازگار
complicate	0.210	0.657	0.404	پیچیده کردن
complicated	0.211	0.660	0.455	بغرنج
complication	0.365	0.726	0.330	عوارض
complicity	0.323	0.684	0.670	همدستی
compliment	0.820	0.490	0.651	تعریف و تمجید
complimentary	0.823	0.413	0.435	تعارفی
comply	0.806	0.370	0.638	رعایت کنند
complying	0.729	0.423	0.590	رعایت کردن
compo	0.500	0.346	0.390	ترکیب
component	0.531	0.382	0.525	جزء
compose	0.639	0.432	0.694	ساختن
composed	0.684	0.385	0.682	تشکیل شده
composer	0.822	0.588	0.691	آهنگساز
composite	0.591	0.459	0.620	کامپوزیت
composition	0.765	0.408	0.652	ترکیب بندی
compost	0.480	0.404	0.441	کمپوست
composure	0.802	0.354	0.717	خونسردی
compound	0.635	0.385	0.735	ترکیب
comprehend	0.875	0.365	0.689	درک کردن
comprehension	0.908	0.387	0.688	درک مطلب
comprehensive	0.796	0.385	0.644	همه جانبه
compress	0.406	0.412	0.460	فشرده کردن
compressed	0.323	0.396	0.388	فشرده شده است
compressible	0.622	0.392	0.585	تراکم پذیر
compression	0.646	0.521	0.579	فشرده سازی
compressor	0.418	0.481	0.630	کمپرسور
comprise	0.839	0.373	0.669	شامل می شود
compromise	0.677	0.520	0.805	به خطر افتادن
comptroller	0.402	0.481	0.866	کنترل کننده
compulsion	0.118	0.760	0.604	اجبار
compulsive	0.347	0.871	0.573	اجباری
compulsory	0.343	0.541	0.791	اجباری
computable	0.570	0.402	0.545	قابل محاسبه
computation	0.583	0.429	0.697	محاسبه
compute	0.531	0.408	0.564	محاسبه کنید
computer	0.802	0.356	0.639	کامپیوتر
computerized	0.677	0.450	0.657	کامپیوتری شده
computing	0.745	0.398	0.695	محاسبه
comrade	0.781	0.412	0.804	رفیق
con	0.255	0.736	0.427	باهم
concatenation	0.480	0.593	0.539	الحاق
concave	0.441	0.349	0.349	مقعر
conceal	0.312	0.436	0.306	پنهان کردن، پوشاندن
concealed	0.344	0.363	0.352	پنهان شده است
concealment	0.302	0.570	0.390	پنهان کاری
concede	0.670	0.324	0.473	قبول کردن
conceit	0.354	0.625	0.309	اعتماد به نفس
conceited	0.194	0.667	0.473	متکبر
conceivable	0.730	0.350	0.613	ممکن
conceive	0.708	0.538	0.700	حامله شدن
concentrate	0.750	0.439	0.743	تمرکز
concentration	0.735	0.500	0.722	تمرکز
concentric	0.730	0.479	0.635	متحدالمرکز
concept	0.573	0.265	0.632	مفهوم
conception	0.694	0.490	0.614	دریافت، آبستنی
concern	0.250	0.734	0.463	نگرانی
concerned	0.292	0.698	0.350	نگران
concert	0.938	0.867	0.718	کنسرت
concerto	0.613	0.759	0.679	کنسرتو
concession	0.588	0.423	0.615	امتیاز
concessional	0.770	0.493	0.657	امتیازی
conch	0.583	0.306	0.339	صدف حلزونی
concierge	0.480	0.343	0.343	دربان
conciliation	0.792	0.475	0.726	آشتی
concise	0.583	0.298	0.620	مختصر
conclave	0.573	0.440	0.611	کنفرانس
conclude	0.530	0.267	0.679	نتیجه گرفتن
concluding	0.531	0.382	0.603	نتیجه گیری
conclusion	0.615	0.377	0.659	نتیجه
conclusive	0.500	0.427	0.745	قطعی
concoction	0.448	0.459	0.417	معجون
concomitant	0.427	0.482	0.727	همزمان
concord	0.677	0.320	0.586	توافق
concordance	0.625	0.358	0.608	هماهنگی
concours	0.500	0.530	0.495	کنکور
concourse	0.740	0.657	0.528	گردهمایی
concrete	0.633	0.420	0.547	بتن
concubine	0.388	0.594	0.476	صیغه
concur	0.459	0.394	0.429	هم رای بودن
concurrence	0.764	0.627	0.613	توافق
concurrent	0.573	0.547	0.741	هم زمان
concurring	0.573	0.600	0.681	موافق
concussion	0.072	0.708	0.482	ضربه مغزی
condemn	0.102	0.793	0.625	محکوم کردن
condemnation	0.133	0.725	0.449	محکومیت
condensation	0.510	0.316	0.538	متراکم شدن
condensed	0.598	0.415	0.623	متراکم شده است
condescending	0.583	0.363	0.593	متواضعانه
condescension	0.521	0.377	0.565	اغماض
condiment	0.520	0.333	0.433	چاشنی
condition	0.500	0.469	0.519	وضعیت
conditional	0.521	0.343	0.556	مشروط
conditionally	0.396	0.419	0.617	مشروط
conditioned	0.490	0.417	0.616	مشروط
conditioner	0.781	0.360	0.538	نرم کننده
conditioning	0.440	0.468	0.617	شرطی سازی
conditions	0.551	0.441	0.593	شرایط
condo	0.439	0.288	0.607	کاندو
condolence	0.260	0.443	0.404	تسلیت
condolences	0.198	0.480	0.288	تسلیت
condom	0.406	0.637	0.500	کاندوم
condone	0.571	0.441	0.619	گذشت
condor	0.573	0.388	0.519	کندور
conducive	0.775	0.479	0.679	مفید
conduct	0.453	0.510	0.750	هدایت
conduction	0.530	0.557	0.717	هدایت
conductivity	0.583	0.575	0.642	هدایت
conductor	0.677	0.663	0.621	رهبر ارکستر
conduit	0.470	0.302	0.413	مجرا
cone	0.417	0.208	0.343	مخروط
confederacy	0.590	0.541	0.736	کنفدراسیون
confederate	0.551	0.546	0.792	کنفدراسیون
confederation	0.663	0.404	0.830	کنفدراسیون
confer	0.573	0.482	0.583	اهدا کردن
conference	0.688	0.615	0.606	کنفرانس
confess	0.360	0.712	0.431	اعتراف کردن
confession	0.469	0.642	0.460	اعتراف
confessional	0.458	0.392	0.629	اعتراف کننده
confessions	0.325	0.538	0.658	اعترافات
confetti	0.781	0.573	0.250	کانفتی
confidant	0.837	0.633	0.631	قابل اعتماد
confide	0.669	0.472	0.595	رام کن
confidence	0.959	0.276	0.943	اعتماد به نفس
confident	0.765	0.324	0.723	مطمئن
confidential	0.643	0.471	0.761	محرمانه
confidentiality	0.667	0.431	0.718	محرمانه بودن
confidentially	0.633	0.469	0.558	به صورت محرمانه
configuration	0.540	0.443	0.591	پیکربندی
confine	0.327	0.551	0.538	محدود کردن
confined	0.286	0.472	0.444	محدود
confinement	0.333	0.656	0.520	حصر
confines	0.396	0.386	0.542	محدود می کند
confirm	0.802	0.439	0.806	تایید
confirmation	0.812	0.480	0.692	تائیدیه
confirmatory	0.656	0.500	0.683	تاییدی
confirmed	0.760	0.490	0.764	تایید شده
confiscate	0.250	0.625	0.482	مصادره کند
confiscation	0.208	0.706	0.586	مصادره
conflagration	0.344	0.721	0.594	آتش سوزی
conflict	0.335	0.906	0.471	تعارض
conflicting	0.173	0.738	0.553	متناقض
confluence	0.677	0.598	0.565	تلاقی
conform	0.479	0.380	0.375	مطابقت داشته باشد
conformance	0.608	0.278	0.254	انطباق
conformation	0.622	0.435	0.711	ترکیب
conformity	0.645	0.363	0.579	مطابقت
confound	0.347	0.529	0.333	گیج کردن
confounded	0.333	0.528	0.264	گیج شده
confront	0.281	0.760	0.746	مواجه شدن
confrontation	0.177	0.870	0.658	تقابل
confuse	0.100	0.580	0.270	گیج کردن
confused	0.220	0.650	0.179	سردرگم
confusing	0.229	0.690	0.222	گیج کننده
confusion	0.255	0.667	0.277	گیجی
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	خوشایند
congenital	0.448	0.434	0.427	مادرزادی
congestion	0.271	0.654	0.491	تراکم، شلوغی
conglomerate	0.500	0.500	0.838	گروه تولیدی
conglomeration	0.541	0.720	0.670	کنگلومرا
congrats	0.930	0.726	0.775	تبریک
congratulate	0.927	0.724	0.784	تبریک گفتن
congratulation	0.948	0.780	0.717	تبریک
congratulations	0.960	0.755	0.719	تبریک می گویم
congratulatory	0.959	0.616	0.689	تبریک می گویم
congregate	0.653	0.530	0.733	جمع شدن
congregation	0.561	0.490	0.700	جماعت
congress	0.449	0.444	0.857	کنگره
congressional	0.552	0.491	0.848	کنگره
congressman	0.438	0.471	0.877	نماینده کنگره
congruence	0.656	0.472	0.577	تجانس
conic	0.510	0.368	0.379	مخروطی
conical	0.490	0.422	0.471	مخروطی
conjecture	0.396	0.398	0.534	حدس
conjugal	0.698	0.510	0.688	زناشویی
conjugate	0.583	0.420	0.467	مزدوج
conjugation	0.479	0.429	0.582	صرف
conjunction	0.520	0.472	0.509	پیوستگی
conjunctive	0.487	0.444	0.639	پیوندی
conjure	0.385	0.679	0.645	التماس کردن
conjuring	0.224	0.653	0.694	احضار کردن
conk	0.340	0.469	0.404	مخدوش کردن
connect	0.724	0.299	0.536	اتصال
connected	0.816	0.550	0.612	متصل
connection	0.729	0.560	0.655	ارتباط
connective	0.719	0.491	0.764	پیوند دهنده
connoisseur	0.760	0.461	0.769	خبره
conquer	0.694	0.873	0.971	تسخیر
conquering	0.760	0.873	0.936	فتح
conqueror	0.604	0.809	0.930	فاتح
conquest	0.710	0.702	0.833	فتح
conscience	0.663	0.375	0.721	وجدان
conscientious	0.688	0.404	0.688	با وجدان
conscious	0.740	0.333	0.705	هوشیار، آگاه
consciousness	0.840	0.483	0.755	آگاهی
conscription	0.396	0.775	0.642	سربازی اجباری
consecrated	0.663	0.500	0.800	تقدیس کرد
consecration	0.771	0.418	0.804	تقدیس
consecutive	0.663	0.418	0.643	متوالی
consensual	0.663	0.417	0.655	توافقی
consensus	0.627	0.358	0.625	اجماع، وفاق
consent	0.750	0.500	0.620	رضایت
consenting	0.727	0.406	0.693	رضایت دادن
consequence	0.240	0.721	0.593	نتیجه
consequent	0.663	0.471	0.625	در نتیجه
conservation	0.832	0.401	0.606	حفاظت
conservatism	0.406	0.369	0.633	محافظه کاری
conservative	0.615	0.316	0.788	محافظه کار
conservatory	0.635	0.240	0.729	هنرستان هنری
conserve	0.690	0.347	0.573	کنسرو
consider	0.677	0.368	0.579	در نظر گرفتن
considerable	0.653	0.314	0.683	قابل توجه
considerate	0.781	0.380	0.633	با ملاحظه
consideration	0.589	0.380	0.687	توجه
consignee	0.635	0.385	0.602	گیرنده
consignment	0.490	0.440	0.500	محموله
consist	0.823	0.386	0.580	تشکیل شده است از
consistency	0.714	0.500	0.887	ثبات
consistent	0.786	0.431	0.726	استوار
consolation	0.408	0.250	0.304	تسلی
console	0.625	0.398	0.415	کنسول
consoled	0.700	0.343	0.452	دلداری داد
consolidate	0.880	0.440	0.870	تحکیم
consolidated	0.700	0.366	0.784	تلفیقی
consolidation	0.604	0.445	0.776	تثبیت
consonant	0.500	0.347	0.417	همخوان
consort	0.632	0.509	0.630	همسر
conspicuous	0.479	0.520	0.596	قابل توجه
conspiracy	0.125	0.787	0.652	توطئه
conspirator	0.271	0.786	0.707	توطئه گر
conspire	0.206	0.740	0.520	توطئه کنند
constable	0.573	0.667	0.764	پاسبان
constancy	0.786	0.443	0.763	ثبات
constant	0.740	0.296	0.686	مقدار ثابت
constantly	0.663	0.561	0.700	دائما
constellation	0.719	0.533	0.775	صورت فلکی
consternation	0.167	0.680	0.469	حیرت
constipation	0.079	0.612	0.231	یبوست
constituency	0.500	0.480	0.696	حوزه انتخابیه
constituent	0.573	0.500	0.827	تشکیل دهنده
constituents	0.573	0.414	0.833	اجزای تشکیل دهنده
constitute	0.812	0.349	0.906	تشکیل می دهند
constitution	0.590	0.380	0.889	قانون اساسي
constitutional	0.633	0.418	0.827	مشروطه
constitutionality	0.612	0.439	0.853	قانون اساسی
constrain	0.261	0.500	0.500	محدود کردن
constrained	0.135	0.537	0.357	محدود شده
constraint	0.323	0.550	0.481	محدودیت
construct	0.750	0.648	0.792	ساختن
construction	0.848	0.612	0.759	ساخت و ساز
constructive	0.860	0.570	0.812	سازنده
construe	0.602	0.519	0.553	تعبیر کردن
consul	0.573	0.354	0.688	کنسول
consulate	0.561	0.453	0.694	کنسولگری
consult	0.755	0.370	0.441	مشورت کردن
consultant	0.770	0.344	0.808	مشاور
consultation	0.660	0.463	0.625	مشاوره
consume	0.427	0.620	0.509	مصرف کردن
consumer	0.507	0.551	0.677	مصرف كننده
consuming	0.573	0.541	0.536	مصرف کننده
consummate	0.551	0.540	0.558	کامل
consummation	0.583	0.676	0.661	به کمال رساندن
consumption	0.390	0.531	0.538	مصرف
contact	0.719	0.424	0.526	مخاطب
contagion	0.208	0.630	0.535	سرایت
contagious	0.184	0.725	0.400	مسری
contain	0.542	0.490	0.658	حاوی
container	0.551	0.396	0.561	ظرف
containment	0.411	0.491	0.618	مهار
contaminate	0.140	0.611	0.426	آلوده کردن
contaminated	0.040	0.500	0.368	آلوده
contamination	0.125	0.610	0.375	آلودگی
contemplate	0.740	0.347	0.642	اندیشیدن
contemplation	0.552	0.324	0.627	تفکر
contemplative	0.729	0.308	0.739	متفکر
contemporaneous	0.640	0.373	0.591	همزمان
contemporary	0.720	0.365	0.569	امروزی
contempt	0.206	0.635	0.396	تحقیر
contemptible	0.146	0.657	0.471	حقیر
contemptuous	0.204	0.500	0.375	تحقیرآمیز
contend	0.510	0.657	0.731	مبارزه کردن
contender	0.480	0.790	0.681	مدعی
contending	0.490	0.698	0.716	متخاصم
content	0.764	0.296	0.559	محتوا
contented	0.857	0.612	0.746	راضی
contention	0.375	0.510	0.738	مشاجره
contentious	0.422	0.573	0.637	مناقشه برانگیز
contentment	0.875	0.610	0.782	قناعت
contents	0.656	0.375	0.550	فهرست
contest	0.667	0.698	0.717	مسابقه
contestant	0.760	0.530	0.602	شرکت کننده
context	0.531	0.300	0.553	متن نوشته
contiguous	0.375	0.450	0.500	به هم پیوسته
continence	0.450	0.396	0.469	خودداری
continent	0.551	0.373	0.833	قاره
continental	0.486	0.350	0.755	قاره
contingency	0.396	0.500	0.670	احتمالی
contingent	0.470	0.531	0.659	مشروط
continual	0.500	0.423	0.685	مستمر
continually	0.646	0.438	0.698	به طور پیوسته
continuance	0.729	0.510	0.652	استمرار
continuation	0.615	0.470	0.566	ادامه
continue	0.630	0.427	0.612	ادامه هید
continued	0.635	0.440	0.500	ادامه داد
continuing	0.667	0.500	0.520	ادامه دارد
continuity	0.781	0.439	0.684	تداوم
continuous	0.625	0.509	0.580	مداوم
continuously	0.719	0.417	0.702	به طور مداوم
continuum	0.677	0.390	0.491	پیوستگی
contour	0.589	0.265	0.414	کانتور
contraband	0.177	0.875	0.670	قاچاق
contraception	0.296	0.518	0.525	پیشگیری از بارداری
contract	0.594	0.412	0.636	قرارداد
contracted	0.344	0.557	0.449	قرارداد
contractile	0.480	0.586	0.569	انقباضی
contracting	0.594	0.490	0.769	قرارداد
contraction	0.292	0.755	0.603	اختصار
contractor	0.592	0.479	0.727	پیمانکار
contradict	0.160	0.598	0.482	تناقض دارند
contradiction	0.250	0.660	0.377	تناقض
contradictory	0.365	0.651	0.421	متناقض
contraption	0.448	0.590	0.491	ساخت و ساز
contrary	0.327	0.449	0.338	مخالف
contrast	0.480	0.406	0.520	تضاد
contrasted	0.521	0.538	0.491	متضاد شد
contravene	0.357	0.618	0.472	مخالفت کردن
contravention	0.344	0.627	0.593	تخلف
contribute	0.806	0.350	0.795	مشارکت
contribution	0.854	0.452	0.760	مشارکت
contributor	0.844	0.510	0.760	مشارکت کننده
contrite	0.347	0.363	0.473	پشیمان
contrition	0.347	0.583	0.463	پشیمانی
contrived	0.408	0.530	0.458	ساختگی
control	0.729	0.352	0.808	کنترل
controller	0.469	0.712	0.868	کنترل کننده
controlling	0.490	0.441	0.885	کنترل کردن
controversial	0.271	0.858	0.538	بحث برانگیز
controversy	0.250	0.819	0.600	جنجال - جدال سرسختانه
contusion	0.167	0.565	0.509	کوفتگی
conundrum	0.354	0.524	0.408	معمای
convalescent	0.458	0.480	0.269	دوران نقاهت
convection	0.521	0.494	0.526	همرفت
convene	0.583	0.676	0.636	دور هم جمع شدن
convenience	0.781	0.448	0.613	راحتی
conveniences	0.802	0.412	0.693	راحتی
convenient	0.846	0.491	0.574	راحت
convent	0.480	0.217	0.594	صومعه
convention	0.622	0.622	0.704	قرارداد
conventional	0.594	0.292	0.634	مرسوم
converge	0.635	0.471	0.539	همگرا شوند
convergence	0.551	0.491	0.625	همگرایی
convergent	0.781	0.490	0.696	همگرا
conversant	0.724	0.360	0.542	آشنا
conversation	0.750	0.510	0.609	گفتگو
conversational	0.719	0.431	0.596	محاوره ای
conversationalist	0.719	0.467	0.667	اهل گفتگو
converse	0.594	0.406	0.598	صحبت کردن
conversing	0.755	0.409	0.442	صحبت کردن
conversion	0.480	0.605	0.736	تبدیل
convert	0.551	0.538	0.704	تبدیل
converted	0.663	0.418	0.686	تبدیل شده است
convertible	0.542	0.529	0.717	قابل تبدیل
convex	0.438	0.427	0.445	محدب
convexity	0.449	0.354	0.484	تحدب
convey	0.719	0.633	0.708	انتقال
conveyance	0.615	0.520	0.455	انتقال
conveyancing	0.375	0.479	0.663	انتقال
convict	0.177	0.840	0.477	محکوم
conviction	0.615	0.704	0.826	محکومیت
convince	0.708	0.539	0.763	متقاعد کردن
convinced	0.750	0.500	0.630	متقاعد
convincing	0.760	0.527	0.900	متقاعد کننده
convocation	0.538	0.611	0.663	تشکیل جلسه
convoluted	0.323	0.614	0.433	پیچیده
convolution	0.417	0.559	0.527	پیچیدگی
convoy	0.500	0.671	0.639	کاروان
coo	0.490	0.439	0.500	کوو
cook	0.847	0.500	0.412	پختن
cookbook	0.602	0.346	0.398	کتاب آشپزی
cooker	0.592	0.373	0.407	اجاق گاز
cookery	0.633	0.368	0.345	آشپزی
cookie	0.792	0.306	0.250	کوکی
cookies	0.823	0.451	0.316	بیسکویت ها
cooking	0.694	0.510	0.434	پخت و پز
cookout	0.680	0.406	0.482	آشپزی
cool	0.885	0.540	0.781	سرد
coolant	0.720	0.412	0.456	خنک کننده
cooler	0.664	0.375	0.460	خنک کننده
cooling	0.469	0.324	0.392	خنک کننده
coolness	0.490	0.307	0.548	خنکی
coon	0.490	0.460	0.400	کون
coop	0.612	0.445	0.650	قفس
cooperate	0.898	0.451	0.582	همکاری کردن
cooperating	0.760	0.390	0.693	در حال همکاری
cooperation	0.847	0.473	0.686	مشارکت
cooperative	0.816	0.461	0.670	تعاونی
coordinate	0.698	0.429	0.694	هماهنگ كردن
coordination	0.677	0.454	0.789	هماهنگی
coordinator	0.750	0.510	0.850	هماهنگ کننده
cop	0.327	0.770	0.836	پلیس
copacetic	0.510	0.471	0.453	همنشین
cope	0.592	0.647	0.709	کنار آمدن
copier	0.459	0.345	0.390	دستگاه کپی
copilot	0.640	0.538	0.573	کمک خلبان
coping	0.562	0.630	0.613	مقابله
copious	0.427	0.462	0.527	فراوان
copper	0.580	0.260	0.500	فلز مس
copter	0.571	0.704	0.569	هلی کوپتر
copy	0.460	0.240	0.263	کپی 🀄
copycat	0.449	0.580	0.443	کپی
copying	0.448	0.315	0.404	کپی برداری
copyright	0.458	0.402	0.663	کپی رایت
coral	0.802	0.231	0.425	مرجان
coral snake	0.276	0.712	0.607	مار مرجانی
cord	0.388	0.378	0.358	طناب
cordial	0.823	0.312	0.482	صمیمی
cordless	0.667	0.441	0.528	بی سیم
cordon	0.469	0.317	0.380	حلقه
