English Word	Valence	Arousal	Dominance	Turkish Word
classic rock	0.729	0.571	0.588	klasik rock
classical	0.643	0.198	0.536	klasik
classics	0.750	0.333	0.510	klasikler
classification	0.583	0.423	0.613	sınıflandırma
classified	0.571	0.460	0.663	sınıflandırılmış
classify	0.646	0.411	0.720	sınıflandırmak
classmate	0.781	0.400	0.593	sınıf arkadaşı
classroom	0.539	0.292	0.363	sınıf
classy	0.917	0.410	0.649	şık
clatter	0.418	0.820	0.387	takırtı
clause	0.480	0.409	0.528	cümle
clauses	0.449	0.429	0.545	maddeleri
claustrophobia	0.125	0.840	0.333	klostrofobi
claustrophobic	0.092	0.755	0.400	klostrofobik
clavicle	0.398	0.400	0.452	köprücük kemiği
claw	0.260	0.600	0.598	pençe
claws	0.281	0.698	0.562	pençeler
clay	0.542	0.250	0.267	kil
clean	0.827	0.170	0.500	temiz
cleaner	0.604	0.556	0.375	temizleyici
cleaning	0.595	0.396	0.427	temizlik
cleanliness	0.816	0.363	0.609	temizlik
cleanly	0.823	0.352	0.583	temiz
cleanse	0.625	0.310	0.660	temizlemek
cleanser	0.604	0.353	0.433	temizleyici
cleansing	0.729	0.298	0.472	temizlik
cleanup	0.729	0.314	0.451	Temizlemek
clear	0.857	0.327	0.573	açık
clearance	0.542	0.459	0.473	Boşluk
clearing	0.680	0.333	0.509	temizleme
clearness	0.875	0.316	0.689	açıklık
cleat	0.486	0.260	0.361	kama
cleavage	0.542	0.602	0.454	bölünme
cleave	0.296	0.545	0.389	bölmek
cleaver	0.240	0.627	0.434	satır
clef	0.615	0.360	0.595	nota anahtarı
cleft	0.306	0.442	0.360	yarık
clemency	0.594	0.417	0.397	merhamet
clench	0.438	0.618	0.580	sıkmak
clergy	0.531	0.312	0.575	din adamları
clergyman	0.594	0.330	0.556	din adamı
cleric	0.521	0.324	0.589	din adamı
clerical	0.520	0.396	0.491	din adamı
clerk	0.500	0.579	0.509	katip
clerkship	0.582	0.380	0.596	katiplik
clever	0.896	0.353	0.729	akıllı
cleverness	0.878	0.509	0.921	zeka
click	0.536	0.365	0.268	Tıklayın
clicker	0.418	0.490	0.463	tıklayıcı
client	0.583	0.450	0.618	müşteri
clientele	0.625	0.577	0.508	müşteri
cliff	0.361	0.620	0.509	uçurum
climate	0.635	0.240	0.483	iklim
climatology	0.531	0.367	0.541	iklimbilim
climax	0.735	0.853	0.667	doruk
climb	0.615	0.660	0.604	tırmanmak
climber	0.573	0.716	0.735	tırmanıcı
clinch	0.469	0.538	0.430	perçinlemek
cling	0.417	0.620	0.588	sarılmak
clingy	0.224	0.460	0.370	yapışkan
clinic	0.469	0.439	0.600	klinik
clinical	0.337	0.412	0.640	klinik
clink	0.458	0.462	0.319	tıkırtı
clip	0.438	0.310	0.381	klips
clipboard	0.594	0.255	0.423	pano
clipper	0.293	0.422	0.383	kesme makinesi
clipping	0.460	0.500	0.405	kırpma
clique	0.427	0.430	0.391	klik
clitoris	0.625	0.844	0.464	klitoris
cloak	0.469	0.188	0.333	pelerin
cloaking	0.521	0.595	0.389	gizleme
cloakroom	0.690	0.254	0.397	vestiyer
clobber	0.396	0.578	0.464	palyaço
clock	0.677	0.173	0.407	saat
clockwork	0.490	0.373	0.528	saat çalışması
clod	0.375	0.404	0.365	parça
clog	0.104	0.618	0.454	tıkamak
cloister	0.438	0.413	0.475	manastır
clone	0.406	0.471	0.524	klon
cloning	0.216	0.696	0.679	klonlama
close	0.292	0.260	0.263	kapat
closed	0.240	0.164	0.318	kapalı
closeness	0.796	0.237	0.450	yakınlık
closet	0.531	0.204	0.330	dolap
closure	0.229	0.220	0.412	kapatma
clot	0.150	0.558	0.275	pıhtı
cloth	0.510	0.190	0.287	kumaş
clothe	0.797	0.330	0.481	giydirmek
clothes	0.833	0.270	0.414	çamaşırlar
clothesline	0.582	0.324	0.366	çamaşır ipi
clothing	0.750	0.343	0.407	Giyim
cloud	0.740	0.133	0.342	bulut
clouded	0.240	0.213	0.302	bulutlu
cloudiness	0.469	0.250	0.343	bulutluluk
clouds	0.735	0.195	0.324	bulutlar
cloudy	0.281	0.280	0.202	bulutlu
clout	0.584	0.636	0.704	nüfuz
clove	0.439	0.296	0.315	karanfil
clover	0.605	0.340	0.364	yonca
cloves	0.427	0.218	0.396	karanfiller
clown	0.650	0.598	0.300	palyaço
clowns	0.600	0.673	0.391	palyaçolar
club	0.646	0.618	0.393	kulüp
clubhouse	0.694	0.571	0.493	kulüp binası
clubs	0.723	0.530	0.591	kulüpler
cluck	0.390	0.490	0.353	gıcırtı
clue	0.653	0.380	0.412	ipucu
clueless	0.350	0.333	0.161	habersiz
clump	0.551	0.480	0.582	Tortu
clumsy	0.125	0.420	0.144	sakar
clunk	0.448	0.472	0.407	tıkırtı
cluster	0.490	0.458	0.446	küme
clutch	0.383	0.500	0.491	debriyaj
clutches	0.542	0.373	0.528	kavramalar
clutter	0.135	0.598	0.400	dağınıklık
coach	0.633	0.823	0.735	koç
coachman	0.479	0.394	0.509	arabacı
coagulation	0.381	0.558	0.436	pıhtılaşma
coal	0.360	0.241	0.340	kömür
coalesce	0.479	0.434	0.529	birleşmek
coalition	0.490	0.730	0.673	koalisyon
coarse	0.333	0.481	0.481	kaba
coast	0.719	0.396	0.458	sahil
coastal	0.604	0.370	0.510	kıyı
coaster	0.612	0.788	0.627	bardak altlığı
coastline	0.745	0.282	0.441	kıyı şeridi
coat	0.677	0.256	0.464	ceket
coating	0.620	0.440	0.596	kaplama
coax	0.367	0.400	0.447	koaksiyel
cobalt	0.408	0.325	0.441	kobalt
cobble	0.448	0.385	0.368	Arnavut kaldırımı
cobbler	0.510	0.415	0.318	ayakkabıcı
cobra	0.312	0.712	0.600	kobra
cocaine	0.156	0.840	0.373	kokain
cock	0.418	0.562	0.392	horoz
cockamamie	0.450	0.500	0.382	ahmak
cockeyed	0.459	0.460	0.423	çarpık
cockpit	0.520	0.424	0.343	kokpit
cockroach	0.188	0.667	0.196	hamamböceği
cocksucker	0.083	0.764	0.339	saksocu
cocktail	0.740	0.480	0.381	kokteyl
cocky	0.260	0.784	0.519	kendini beğenmiş
cocoa	0.776	0.255	0.322	kakao
coconut	0.622	0.265	0.227	Hindistan cevizi
cocoon	0.470	0.280	0.290	koza
cod	0.510	0.321	0.304	Morina
code	0.583	0.308	0.491	kod
codeine	0.375	0.582	0.436	kodein
codex	0.531	0.488	0.524	kodeks
codfish	0.490	0.245	0.300	morina
codification	0.448	0.400	0.698	kodlama
codify	0.448	0.410	0.679	sistemleştirmek
coding	0.442	0.344	0.667	kodlama
coed	0.469	0.531	0.481	karma eğitim yapan
coefficient	0.677	0.415	0.702	katsayı
coerce	0.260	0.741	0.517	zorlamak
coercion	0.330	0.708	0.577	zorlama
coercive	0.479	0.670	0.506	zorlayıcı
coexist	0.708	0.460	0.536	bir arada var olmak
coexistence	0.588	0.472	0.638	bir arada yaşama
coexisting	0.551	0.349	0.648	bir arada var olan
coffee	0.823	0.418	0.309	Kahve
coffee table	0.720	0.339	0.295	kahve masası
coffeehouse	0.694	0.357	0.307	Kahve Evi
coffeepot	0.760	0.333	0.312	kahve demliği
coffin	0.073	0.432	0.343	tabut
cog	0.427	0.343	0.363	çark dişi
cogent	0.765	0.479	0.836	inandırıcı
cognac	0.615	0.510	0.430	Konyak
cognate	0.615	0.350	0.398	soydaş
cognition	0.635	0.344	0.706	biliş
cognitive	0.513	0.401	0.634	bilişsel
cohabitation	0.646	0.526	0.598	birlikte yaşama
coherence	0.720	0.406	0.788	tutarlılık
coherent	0.698	0.281	0.500	tutarlı
cohesion	0.604	0.536	0.555	uyum
cohesive	0.531	0.470	0.603	bağlı
cohort	0.459	0.551	0.566	grup
coil	0.448	0.343	0.298	bobin
coiled	0.378	0.518	0.389	sarmal
coin	0.677	0.574	0.445	madeni para
coinage	0.500	0.400	0.545	madeni para
coincide	0.635	0.490	0.593	çakışmak
coincidence	0.612	0.450	0.518	tesadüf
coincident	0.562	0.385	0.602	tesadüf
coincidental	0.646	0.481	0.337	tesadüfi
coinciding	0.673	0.373	0.623	çakışan
coke	0.404	0.461	0.397	kok
cola	0.469	0.325	0.240	Kola
cold	0.398	0.538	0.348	soğuk
coldly	0.365	0.358	0.407	soğukkanlılıkla
coldness	0.093	0.470	0.427	soğukluk
coldsweat	0.427	0.491	0.327	Soğuk ter
coleslaw	0.707	0.312	0.336	Lâhana salatası
colic	0.135	0.736	0.361	kolik
coliseum	0.612	0.663	0.704	kolezyum
collaborate	0.816	0.449	0.559	işbirliği yapmak
collaboration	0.885	0.628	0.741	işbirliği
collaborator	0.729	0.320	0.769	işbirlikçi
collage	0.680	0.321	0.375	kolaj
collagen	0.541	0.245	0.450	kolajen
collapse	0.208	0.689	0.342	çöküş
collar	0.656	0.442	0.446	yaka
collarbone	0.420	0.427	0.306	köprücük kemiği
collate	0.438	0.448	0.580	harmanlamak
collateral	0.531	0.422	0.717	teminat
collation	0.520	0.333	0.508	harmanlama
colleague	0.740	0.413	0.600	iş arkadaşı
collect	0.635	0.481	0.491	toplamak
collected	0.570	0.402	0.588	toplanmış
collection	0.725	0.311	0.588	Toplamak
collective	0.583	0.458	0.698	toplu
collectively	0.817	0.573	0.533	topluca
collector	0.552	0.481	0.648	kolektör
college	0.700	0.467	0.746	kolej
collegiate	0.592	0.461	0.678	üniversite
collide	0.271	0.892	0.557	çarpışmak
collie	0.562	0.308	0.328	kömür ocağı
collision	0.245	0.848	0.585	çarpışma
collocation	0.637	0.360	0.594	kollokasyon
colloquial	0.604	0.363	0.368	konuşma dili
collusion	0.365	0.510	0.400	gizli anlaşma
cologne	0.677	0.413	0.552	kolonya
colon	0.449	0.394	0.384	kolon
colonel	0.459	0.592	0.890	albay
colonial	0.553	0.327	0.613	sömürge
colonic	0.333	0.420	0.430	kolonik
colonoscopy	0.208	0.524	0.466	kolonoskopi
colony	0.716	0.353	0.593	koloni
colophon	0.500	0.408	0.385	kolofon
color	0.786	0.280	0.402	renk
coloration	0.541	0.520	0.443	renklenme
colored	0.806	0.317	0.275	renkli
colorful	0.850	0.520	0.519	renkli
coloring	0.781	0.469	0.353	boyama
colorless	0.354	0.340	0.250	renksiz
colors	0.875	0.349	0.340	renkler
colossal	0.698	0.692	0.900	devasa
colt	0.561	0.587	0.543	tay
columbine	0.520	0.521	0.407	kolombin
column	0.480	0.250	0.670	kolon
columnar	0.448	0.340	0.491	sütunlu
columnist	0.646	0.365	0.648	köşe yazarı
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	koma
comatose	0.143	0.438	0.433	komada
comb	0.490	0.123	0.268	tarak
combat	0.302	0.846	0.833	savaş
combatant	0.531	0.853	0.780	savaşçı
combative	0.381	0.690	0.816	mücadeleci
combination	0.708	0.480	0.726	kombinasyon
combinatorial	0.561	0.436	0.428	kombinatoryal
combine	0.663	0.442	0.533	birleştirmek
combined	0.622	0.370	0.500	kombine
combo	0.698	0.439	0.453	kombo
combustible	0.386	0.650	0.750	yanıcı
combustion	0.457	0.807	0.591	yanma
come	0.529	0.269	0.558	gelmek
comeback	0.580	0.409	0.555	geri gel
comedian	0.812	0.735	0.598	komedyen
comedy	0.918	0.555	0.490	komedi
comet	0.704	0.679	0.471	kuyruklu yıldız
comfort	0.863	0.231	0.670	konfor
comfortable	0.927	0.163	0.473	rahat
comforter	0.618	0.275	0.302	yorgan
comforting	0.906	0.337	0.620	rahatlatıcı
comfy	0.930	0.241	0.625	rahat
comic	0.917	0.459	0.387	komik
comical	0.844	0.737	0.327	komik
comics	0.690	0.556	0.384	çizgi roman
coming	0.653	0.417	0.500	gelen
comma	0.344	0.269	0.242	virgül
command	0.427	0.790	0.849	emretmek
commandant	0.622	0.700	0.943	komutan
commandeer	0.552	0.639	0.931	komutan
commander	0.531	0.615	0.906	komutan
commanding	0.562	0.664	0.925	komuta etmek
commandment	0.656	0.490	0.876	emir
commando	0.323	0.710	0.817	komando
commemorate	0.812	0.602	0.636	anmak
commemoration	0.719	0.615	0.754	anma
commemorative	0.750	0.438	0.754	hatıra
commence	0.760	0.585	0.741	başlamak
commend	0.906	0.694	0.711	övmek
commendable	0.786	0.570	0.555	övgüye değer
commendation	0.911	0.500	0.639	övgü
commensurate	0.610	0.304	0.550	orantılı
comment	0.667	0.417	0.379	yorum
commentary	0.602	0.402	0.446	yorum
commentator	0.492	0.510	0.607	yorumcu
commerce	0.646	0.500	0.788	ticaret
commercial	0.806	0.490	0.528	reklam
commie	0.385	0.519	0.454	komünist
commissary	0.385	0.500	0.788	komiser
commission	0.677	0.480	0.571	komisyon
commissioner	0.602	0.449	0.949	komiser
commit	0.365	0.529	0.491	işlemek
commitment	0.714	0.710	0.843	bağlılık
committal	0.472	0.519	0.582	taahhüt
committed	0.710	0.542	0.712	bağlılık
committee	0.592	0.392	0.721	Kurul
commodity	0.615	0.394	0.537	emtia
commodore	0.427	0.530	0.636	komodor
common	0.600	0.127	0.318	yaygın
commoner	0.448	0.365	0.327	sıradan
commonly	0.604	0.170	0.574	yaygın olarak
commonplace	0.520	0.337	0.442	sıradan
commons	0.633	0.396	0.623	müşterekler
commonwealth	0.630	0.406	0.702	devlet
commotion	0.490	0.700	0.646	kargaşa
communal	0.592	0.321	0.556	ortak
commune	0.500	0.488	0.655	komün
communicable	0.796	0.491	0.623	bulaşıcı
communicate	0.823	0.410	0.696	iletişim kurmak
communication	0.837	0.400	0.649	iletişim
communicative	0.847	0.560	0.637	iletişimsel
communicator	0.573	0.509	0.796	iletişimci
communion	0.765	0.357	0.607	cemaat
communism	0.264	0.570	0.623	komünizm
communist	0.265	0.702	0.632	komünist
community	0.750	0.350	0.659	toplum
commutation	0.469	0.431	0.652	komütasyon
commutative	0.667	0.442	0.569	değişmeli
commute	0.622	0.582	0.565	işe gidip gelmek
commuter	0.646	0.520	0.512	banliyö
comp	0.573	0.450	0.371	kompozisyon
compact	0.458	0.417	0.673	kompakt
compaction	0.531	0.471	0.582	sıkıştırma
compactness	0.582	0.352	0.454	kompaktlık
companion	0.770	0.377	0.618	Arkadaş
companionless	0.271	0.259	0.200	refakatsiz
companionship	0.833	0.438	0.792	arkadaşlık
company	0.906	0.425	0.798	şirket
comparable	0.562	0.443	0.458	karşılaştırılabilir
comparative	0.470	0.273	0.562	karşılaştırmalı
comparatively	0.604	0.391	0.538	karşılaştırmalı olarak
compare	0.552	0.408	0.524	karşılaştırmak
comparison	0.583	0.456	0.492	karşılaştırmak
compartment	0.500	0.389	0.607	bölme
compass	0.541	0.307	0.529	pusula
compassion	0.735	0.258	0.509	merhamet
compassionate	0.857	0.404	0.411	şefkatli
compatibility	0.816	0.450	0.673	uyumluluk
compatible	0.892	0.387	0.638	uyumlu
compel	0.200	0.847	0.625	zorlamak
compelled	0.333	0.654	0.347	mecbur
compelling	0.698	0.570	0.870	zorlayıcı
compendium	0.610	0.461	0.537	özet
compensate	0.612	0.429	0.762	tazmin etmek
compensation	0.775	0.469	0.598	tazminat
compensatory	0.589	0.490	0.700	telafi edici
compete	0.573	0.745	0.786	rekabet etmek
competence	0.615	0.802	0.823	yeterlilik
competency	0.768	0.775	0.764	Yeterlilik
competent	0.865	0.560	0.904	yetkili
competition	0.580	0.790	0.798	yarışma
competitive	0.447	0.718	0.908	rekabetçi
competitor	0.612	0.959	0.861	yarışmacı
compilation	0.530	0.512	0.606	derleme
compile	0.600	0.413	0.519	derlemek
complacency	0.604	0.503	0.519	gönül rahatlığı
complacent	0.625	0.452	0.518	kendini beğenmiş
complain	0.143	0.682	0.360	şikayet
complaint	0.143	0.606	0.281	şikayet
complement	0.760	0.277	0.600	Tamamlayıcı
complementary	0.714	0.320	0.586	tamamlayıcı
complete	0.750	0.414	0.809	tamamlamak
completed	0.823	0.357	0.777	Tamamlandı
completely	0.730	0.370	0.690	tamamen
completeness	0.823	0.433	0.769	tamlık
completing	0.614	0.500	0.769	tamamlama
completion	0.656	0.470	0.525	tamamlama
complex	0.388	0.608	0.550	karmaşık
complexed	0.312	0.577	0.612	karmaşık
complexion	0.521	0.520	0.380	ten
complexity	0.479	0.620	0.595	karmaşıklık
compliance	0.750	0.462	0.750	uyma
compliant	0.677	0.310	0.519	Uysal
complicate	0.210	0.657	0.404	karmaşık
complicated	0.211	0.660	0.455	karmaşık
complication	0.365	0.726	0.330	komplikasyon
complicity	0.323	0.684	0.670	suç ortaklığı
compliment	0.820	0.490	0.651	iltifat
complimentary	0.823	0.413	0.435	övgü olarak verilen
comply	0.806	0.370	0.638	uymak
complying	0.729	0.423	0.590	uymak
compo	0.500	0.346	0.390	alçı
component	0.531	0.382	0.525	bileşen
compose	0.639	0.432	0.694	bestelemek
composed	0.684	0.385	0.682	oluşan
composer	0.822	0.588	0.691	besteci
composite	0.591	0.459	0.620	bileşik
composition	0.765	0.408	0.652	kompozisyon
compost	0.480	0.404	0.441	organik gübre
composure	0.802	0.354	0.717	soğukkanlılık
compound	0.635	0.385	0.735	birleştirmek
comprehend	0.875	0.365	0.689	anlamak
comprehension	0.908	0.387	0.688	anlama
comprehensive	0.796	0.385	0.644	kapsamlı
compress	0.406	0.412	0.460	kompres
compressed	0.323	0.396	0.388	sıkıştırılmış
compressible	0.622	0.392	0.585	sıkıştırılabilir
compression	0.646	0.521	0.579	sıkıştırma
compressor	0.418	0.481	0.630	kompresör
comprise	0.839	0.373	0.669	içermek
compromise	0.677	0.520	0.805	anlaşmak
comptroller	0.402	0.481	0.866	denetçi
compulsion	0.118	0.760	0.604	mecburiyet
compulsive	0.347	0.871	0.573	zorlayıcı
compulsory	0.343	0.541	0.791	zorunlu
computable	0.570	0.402	0.545	hesaplanabilir
computation	0.583	0.429	0.697	hesaplama
compute	0.531	0.408	0.564	hesaplamak
computer	0.802	0.356	0.639	bilgisayar
computerized	0.677	0.450	0.657	bilgisayarlı
computing	0.745	0.398	0.695	bilgi işlem
comrade	0.781	0.412	0.804	yoldaş
con	0.255	0.736	0.427	con
concatenation	0.480	0.593	0.539	birleştirme
concave	0.441	0.349	0.349	içbükey
conceal	0.312	0.436	0.306	gizlemek
concealed	0.344	0.363	0.352	gizli
concealment	0.302	0.570	0.390	gizleme
concede	0.670	0.324	0.473	kabul etmek
conceit	0.354	0.625	0.309	kibir
conceited	0.194	0.667	0.473	kendini beğenmiş
conceivable	0.730	0.350	0.613	makul
conceive	0.708	0.538	0.700	gebe kalmak
concentrate	0.750	0.439	0.743	yoğunlaşmak
concentration	0.735	0.500	0.722	konsantrasyon
concentric	0.730	0.479	0.635	eş merkezli
concept	0.573	0.265	0.632	kavram
conception	0.694	0.490	0.614	gebe kalma
concern	0.250	0.734	0.463	ilgilendirmek
concerned	0.292	0.698	0.350	endişeli
concert	0.938	0.867	0.718	konser
concerto	0.613	0.759	0.679	konçerto
concession	0.588	0.423	0.615	taviz
concessional	0.770	0.493	0.657	ayrıcalıklı
conch	0.583	0.306	0.339	deniz kabuğu
concierge	0.480	0.343	0.343	kapıcı
conciliation	0.792	0.475	0.726	uzlaşma
concise	0.583	0.298	0.620	Özlü
conclave	0.573	0.440	0.611	toplantı
conclude	0.530	0.267	0.679	sonuçlandırmak
concluding	0.531	0.382	0.603	sonuçlandırma
conclusion	0.615	0.377	0.659	çözüm
conclusive	0.500	0.427	0.745	kesin
concoction	0.448	0.459	0.417	karışım
concomitant	0.427	0.482	0.727	eşlik eden
concord	0.677	0.320	0.586	uyum
concordance	0.625	0.358	0.608	uyum
concours	0.500	0.530	0.495	concours
concourse	0.740	0.657	0.528	izdiham
concrete	0.633	0.420	0.547	Somut
concubine	0.388	0.594	0.476	cariye
concur	0.459	0.394	0.429	hemfikir olmak
concurrence	0.764	0.627	0.613	fikir birliği
concurrent	0.573	0.547	0.741	eşzamanlı
concurring	0.573	0.600	0.681	hemfikir
concussion	0.072	0.708	0.482	sarsıntı
condemn	0.102	0.793	0.625	kınamak
condemnation	0.133	0.725	0.449	kınama
condensation	0.510	0.316	0.538	yoğunlaşma
condensed	0.598	0.415	0.623	yoğun
condescending	0.583	0.363	0.593	küçümseyen
condescension	0.521	0.377	0.565	küçümseme
condiment	0.520	0.333	0.433	çeşni
condition	0.500	0.469	0.519	şart
conditional	0.521	0.343	0.556	koşullu
conditionally	0.396	0.419	0.617	şartlı olarak
conditioned	0.490	0.417	0.616	şartlandırılmış
conditioner	0.781	0.360	0.538	Saç Kremi
conditioning	0.440	0.468	0.617	şartlandırma
conditions	0.551	0.441	0.593	koşullar
condo	0.439	0.288	0.607	apartman
condolence	0.260	0.443	0.404	taziye
condolences	0.198	0.480	0.288	başsağlığı
condom	0.406	0.637	0.500	prezervatif
condone	0.571	0.441	0.619	göz yummak
condor	0.573	0.388	0.519	akbaba
conducive	0.775	0.479	0.679	elverişli
conduct	0.453	0.510	0.750	yönetmek
conduction	0.530	0.557	0.717	iletim
conductivity	0.583	0.575	0.642	iletkenlik
conductor	0.677	0.663	0.621	orkestra şefi
conduit	0.470	0.302	0.413	kanal
cone	0.417	0.208	0.343	koni
confederacy	0.590	0.541	0.736	konfederasyon
confederate	0.551	0.546	0.792	müttefik
confederation	0.663	0.404	0.830	konfederasyon
confer	0.573	0.482	0.583	görüşmek
conference	0.688	0.615	0.606	konferans
confess	0.360	0.712	0.431	itiraf etmek
confession	0.469	0.642	0.460	itiraf
confessional	0.458	0.392	0.629	günah çıkarma
confessions	0.325	0.538	0.658	itiraflar
confetti	0.781	0.573	0.250	konfeti
confidant	0.837	0.633	0.631	sırdaş
confide	0.669	0.472	0.595	güvenmek
confidence	0.959	0.276	0.943	kendinden emin
confident	0.765	0.324	0.723	kendinden emin
confidential	0.643	0.471	0.761	gizli
confidentiality	0.667	0.431	0.718	gizlilik
confidentially	0.633	0.469	0.558	gizlice
configuration	0.540	0.443	0.591	yapılandırma
confine	0.327	0.551	0.538	sınırlamak
confined	0.286	0.472	0.444	izole edilip saklanmış
confinement	0.333	0.656	0.520	kapatılma
confines	0.396	0.386	0.542	sınırlar
confirm	0.802	0.439	0.806	onaylamak
confirmation	0.812	0.480	0.692	Onayla
confirmatory	0.656	0.500	0.683	doğrulayıcı
confirmed	0.760	0.490	0.764	onaylanmış
confiscate	0.250	0.625	0.482	el koymak
confiscation	0.208	0.706	0.586	müsadere
conflagration	0.344	0.721	0.594	yangın
conflict	0.335	0.906	0.471	fikir ayrılığı
conflicting	0.173	0.738	0.553	çelişkili
confluence	0.677	0.598	0.565	izdiham
conform	0.479	0.380	0.375	uymak
conformance	0.608	0.278	0.254	uygunluk
conformation	0.622	0.435	0.711	konformasyon
conformity	0.645	0.363	0.579	uygunluk
confound	0.347	0.529	0.333	şaşırtmak
confounded	0.333	0.528	0.264	şaşkın
confront	0.281	0.760	0.746	karşısına çıkmak
confrontation	0.177	0.870	0.658	yüzleşme
confuse	0.100	0.580	0.270	şaşırtmak
confused	0.220	0.650	0.179	Şaşkın
confusing	0.229	0.690	0.222	kafa karıştırıcı
confusion	0.255	0.667	0.277	bilinç bulanıklığı, konfüzyon
conga	0.469	0.529	0.440	konga
congenial	0.820	0.412	0.620	cana yakın
congenital	0.448	0.434	0.427	doğuştan
congestion	0.271	0.654	0.491	tıkanıklık
conglomerate	0.500	0.500	0.838	holding
conglomeration	0.541	0.720	0.670	kümelenme
congrats	0.930	0.726	0.775	tebrikler
congratulate	0.927	0.724	0.784	tebrik etmek
congratulation	0.948	0.780	0.717	tebrik
congratulations	0.960	0.755	0.719	Tebrikler
congratulatory	0.959	0.616	0.689	tebrik
congregate	0.653	0.530	0.733	toplanmak
congregation	0.561	0.490	0.700	cemaat
congress	0.449	0.444	0.857	kongre
congressional	0.552	0.491	0.848	kongre
congressman	0.438	0.471	0.877	kongre üyesi
congruence	0.656	0.472	0.577	uyum
conic	0.510	0.368	0.379	konik
conical	0.490	0.422	0.471	konik
conjecture	0.396	0.398	0.534	varsayım
conjugal	0.698	0.510	0.688	evlilik
conjugate	0.583	0.420	0.467	eşlenik
conjugation	0.479	0.429	0.582	birleşme
conjunction	0.520	0.472	0.509	bağlaç
conjunctive	0.487	0.444	0.639	bağlaç
conjure	0.385	0.679	0.645	çağrı yapmak
conjuring	0.224	0.653	0.694	sihirbazlık
conk	0.340	0.469	0.404	conk
connect	0.724	0.299	0.536	bağlamak
connected	0.816	0.550	0.612	bağlı
connection	0.729	0.560	0.655	bağ
connective	0.719	0.491	0.764	bağlayıcı
connoisseur	0.760	0.461	0.769	uzman
conquer	0.694	0.873	0.971	fethetmek
conquering	0.760	0.873	0.936	fethetmek
conqueror	0.604	0.809	0.930	fatih
conquest	0.710	0.702	0.833	fetih
conscience	0.663	0.375	0.721	vicdan
conscientious	0.688	0.404	0.688	vicdanlı
conscious	0.740	0.333	0.705	bilinçli
consciousness	0.840	0.483	0.755	bilinç
