English Word	Valence	Arousal	Dominance	French Word
clock	0.677	0.173	0.407	l'horloge
clockwork	0.490	0.373	0.528	mouvement d'horlogerie
clod	0.375	0.404	0.365	motte de terre
clog	0.104	0.618	0.454	sabot
cloister	0.438	0.413	0.475	cloître
clone	0.406	0.471	0.524	cloner
cloning	0.216	0.696	0.679	clonage
close	0.292	0.260	0.263	proche
closed	0.240	0.164	0.318	fermé
closeness	0.796	0.237	0.450	proximité
closet	0.531	0.204	0.330	placard
closure	0.229	0.220	0.412	fermeture
clot	0.150	0.558	0.275	caillot
cloth	0.510	0.190	0.287	chiffon
clothe	0.797	0.330	0.481	vêtir
clothes	0.833	0.270	0.414	vêtements
clothesline	0.582	0.324	0.366	corde à linge
clothing	0.750	0.343	0.407	Vêtements
cloud	0.740	0.133	0.342	nuage
clouded	0.240	0.213	0.302	assombri
cloudiness	0.469	0.250	0.343	nébulosité
clouds	0.735	0.195	0.324	des nuages
cloudy	0.281	0.280	0.202	nuageux
clout	0.584	0.636	0.704	poids
clove	0.439	0.296	0.315	Clou de girofle
clover	0.605	0.340	0.364	trèfle
cloves	0.427	0.218	0.396	clous de girofle
clown	0.650	0.598	0.300	clown
clowns	0.600	0.673	0.391	clowns
club	0.646	0.618	0.393	club
clubhouse	0.694	0.571	0.493	club-house
clubs	0.723	0.530	0.591	clubs
cluck	0.390	0.490	0.353	glousser
clue	0.653	0.380	0.412	indice
clueless	0.350	0.333	0.161	Aucune idée
clump	0.551	0.480	0.582	touffe
clumsy	0.125	0.420	0.144	maladroit
clunk	0.448	0.472	0.407	claquement
cluster	0.490	0.458	0.446	groupe
clutch	0.383	0.500	0.491	Embrayage
clutches	0.542	0.373	0.528	embrayages
clutter	0.135	0.598	0.400	désordre
coach	0.633	0.823	0.735	entraîneur
coachman	0.479	0.394	0.509	cocher
coagulation	0.381	0.558	0.436	coagulation
coal	0.360	0.241	0.340	charbon
coalesce	0.479	0.434	0.529	se fondre
coalition	0.490	0.730	0.673	coalition
coarse	0.333	0.481	0.481	grossier
coast	0.719	0.396	0.458	côte
coastal	0.604	0.370	0.510	côtier
coaster	0.612	0.788	0.627	Coaster
coastline	0.745	0.282	0.441	littoral
coat	0.677	0.256	0.464	manteau
coating	0.620	0.440	0.596	enrobage
coax	0.367	0.400	0.447	amadouer
cobalt	0.408	0.325	0.441	cobalt
cobble	0.448	0.385	0.368	bricoler
cobbler	0.510	0.415	0.318	cordonnier
cobra	0.312	0.712	0.600	cobra
cocaine	0.156	0.840	0.373	cocaïne
cock	0.418	0.562	0.392	coq
cockamamie	0.450	0.500	0.382	coquine
cockeyed	0.459	0.460	0.423	qui louche
cockpit	0.520	0.424	0.343	poste de pilotage
cockroach	0.188	0.667	0.196	cafard
cocksucker	0.083	0.764	0.339	enculé
cocktail	0.740	0.480	0.381	cocktail
cocky	0.260	0.784	0.519	arrogant
cocoa	0.776	0.255	0.322	cacao
coconut	0.622	0.265	0.227	noix de coco
cocoon	0.470	0.280	0.290	cocon
cod	0.510	0.321	0.304	la morue
code	0.583	0.308	0.491	code
codeine	0.375	0.582	0.436	codéine
codex	0.531	0.488	0.524	manuscrit
codfish	0.490	0.245	0.300	morue
codification	0.448	0.400	0.698	codification
codify	0.448	0.410	0.679	codifier
coding	0.442	0.344	0.667	codage
coed	0.469	0.531	0.481	étudiante
coefficient	0.677	0.415	0.702	coefficient
coerce	0.260	0.741	0.517	contraindre
coercion	0.330	0.708	0.577	coercition
coercive	0.479	0.670	0.506	coercitif
coexist	0.708	0.460	0.536	coexister
coexistence	0.588	0.472	0.638	coexistence
coexisting	0.551	0.349	0.648	coexister
coffee	0.823	0.418	0.309	café
coffee table	0.720	0.339	0.295	table basse
coffeehouse	0.694	0.357	0.307	café
coffeepot	0.760	0.333	0.312	cafetière
coffin	0.073	0.432	0.343	cercueil
cog	0.427	0.343	0.363	dent
cogent	0.765	0.479	0.836	convaincant
cognac	0.615	0.510	0.430	Cognac
cognate	0.615	0.350	0.398	apparenté
cognition	0.635	0.344	0.706	cognition
cognitive	0.513	0.401	0.634	cognitif
cohabitation	0.646	0.526	0.598	cohabitation
coherence	0.720	0.406	0.788	la cohérence
coherent	0.698	0.281	0.500	cohérent
cohesion	0.604	0.536	0.555	cohésion
cohesive	0.531	0.470	0.603	cohésif
cohort	0.459	0.551	0.566	cohorte
coil	0.448	0.343	0.298	bobine
coiled	0.378	0.518	0.389	enroulé
coin	0.677	0.574	0.445	pièce de monnaie
coinage	0.500	0.400	0.545	monnaie
coincide	0.635	0.490	0.593	coïncider
coincidence	0.612	0.450	0.518	hasard
coincident	0.562	0.385	0.602	coïncident
coincidental	0.646	0.481	0.337	coïncidence
coinciding	0.673	0.373	0.623	coïncidant
coke	0.404	0.461	0.397	du Coca
cola	0.469	0.325	0.240	Cola
cold	0.398	0.538	0.348	froid
coldly	0.365	0.358	0.407	froidement
coldness	0.093	0.470	0.427	froideur
coldsweat	0.427	0.491	0.327	sueur froide
coleslaw	0.707	0.312	0.336	Salade De Chou
colic	0.135	0.736	0.361	coliques
coliseum	0.612	0.663	0.704	Colisée
collaborate	0.816	0.449	0.559	collaborer
collaboration	0.885	0.628	0.741	collaboration
collaborator	0.729	0.320	0.769	collaborateur
collage	0.680	0.321	0.375	collage
collagen	0.541	0.245	0.450	collagène
collapse	0.208	0.689	0.342	effondrement
collar	0.656	0.442	0.446	collier
collarbone	0.420	0.427	0.306	clavicule
collate	0.438	0.448	0.580	collationner
collateral	0.531	0.422	0.717	collatéral
collation	0.520	0.333	0.508	collation
colleague	0.740	0.413	0.600	collègue
collect	0.635	0.481	0.491	recueillir
collected	0.570	0.402	0.588	collecté
collection	0.725	0.311	0.588	le recueil
collective	0.583	0.458	0.698	collectif
collectively	0.817	0.573	0.533	collectivement
collector	0.552	0.481	0.648	collectionneur
college	0.700	0.467	0.746	collège
collegiate	0.592	0.461	0.678	collégial
collide	0.271	0.892	0.557	entrer en collision
collie	0.562	0.308	0.328	colley
collision	0.245	0.848	0.585	collision
collocation	0.637	0.360	0.594	collocation
colloquial	0.604	0.363	0.368	familier
collusion	0.365	0.510	0.400	connivence
cologne	0.677	0.413	0.552	eau de Cologne
colon	0.449	0.394	0.384	côlon
colonel	0.459	0.592	0.890	colonel
colonial	0.553	0.327	0.613	colonial
colonic	0.333	0.420	0.430	colique
colonoscopy	0.208	0.524	0.466	coloscopie
colony	0.716	0.353	0.593	colonie
colophon	0.500	0.408	0.385	colophon
color	0.786	0.280	0.402	Couleur
coloration	0.541	0.520	0.443	coloration
colored	0.806	0.317	0.275	coloré
colorful	0.850	0.520	0.519	coloré
coloring	0.781	0.469	0.353	coloration
colorless	0.354	0.340	0.250	incolore
colors	0.875	0.349	0.340	couleurs
colossal	0.698	0.692	0.900	colossal
colt	0.561	0.587	0.543	poulain
columbine	0.520	0.521	0.407	ancolie
column	0.480	0.250	0.670	colonne
columnar	0.448	0.340	0.491	de colonne
columnist	0.646	0.365	0.648	journaliste
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	coma
comatose	0.143	0.438	0.433	comateux
comb	0.490	0.123	0.268	peigne
combat	0.302	0.846	0.833	combat
combatant	0.531	0.853	0.780	combattant
combative	0.381	0.690	0.816	combatif
combination	0.708	0.480	0.726	combinaison
combinatorial	0.561	0.436	0.428	combinatoire
combine	0.663	0.442	0.533	combiner
combined	0.622	0.370	0.500	combiné
combo	0.698	0.439	0.453	combiné
combustible	0.386	0.650	0.750	combustible
combustion	0.457	0.807	0.591	la combustion
come	0.529	0.269	0.558	viens
comeback	0.580	0.409	0.555	revenir
comedian	0.812	0.735	0.598	comédien
comedy	0.918	0.555	0.490	la comédie
comet	0.704	0.679	0.471	comète
comfort	0.863	0.231	0.670	confort
comfortable	0.927	0.163	0.473	à l'aise
comforter	0.618	0.275	0.302	consolateur
comforting	0.906	0.337	0.620	réconfortant
comfy	0.930	0.241	0.625	confortable
comic	0.917	0.459	0.387	bande dessinée
comical	0.844	0.737	0.327	comique
comics	0.690	0.556	0.384	des bandes dessinées
coming	0.653	0.417	0.500	à venir
comma	0.344	0.269	0.242	virgule
command	0.427	0.790	0.849	commande
commandant	0.622	0.700	0.943	commandant
commandeer	0.552	0.639	0.931	réquisitionner
commander	0.531	0.615	0.906	le commandant
commanding	0.562	0.664	0.925	commandant
commandment	0.656	0.490	0.876	commandement
commando	0.323	0.710	0.817	commando
commemorate	0.812	0.602	0.636	commémorer
commemoration	0.719	0.615	0.754	commémoration
commemorative	0.750	0.438	0.754	commémoratif
commence	0.760	0.585	0.741	commencer
commend	0.906	0.694	0.711	saluer
commendable	0.786	0.570	0.555	louable
commendation	0.911	0.500	0.639	recommandation
commensurate	0.610	0.304	0.550	commensurable
comment	0.667	0.417	0.379	commentaire
commentary	0.602	0.402	0.446	commentaire
commentator	0.492	0.510	0.607	commentateur
commerce	0.646	0.500	0.788	Commerce
commercial	0.806	0.490	0.528	commercial
commie	0.385	0.519	0.454	coco
commissary	0.385	0.500	0.788	commissaire
commission	0.677	0.480	0.571	commission
commissioner	0.602	0.449	0.949	le commissaire
commit	0.365	0.529	0.491	commettre
commitment	0.714	0.710	0.843	engagement
committal	0.472	0.519	0.582	engagement
committed	0.710	0.542	0.712	engagé
committee	0.592	0.392	0.721	Comité
commodity	0.615	0.394	0.537	produit de base
commodore	0.427	0.530	0.636	commodore
common	0.600	0.127	0.318	commun
commoner	0.448	0.365	0.327	roturier
commonly	0.604	0.170	0.574	communément
commonplace	0.520	0.337	0.442	banal
commons	0.633	0.396	0.623	Chambre des communes
commonwealth	0.630	0.406	0.702	Commonwealth
commotion	0.490	0.700	0.646	agitation
communal	0.592	0.321	0.556	communautaire
commune	0.500	0.488	0.655	communes
communicable	0.796	0.491	0.623	transmissible
communicate	0.823	0.410	0.696	communiquer
communication	0.837	0.400	0.649	la communication
communicative	0.847	0.560	0.637	communicatif
communicator	0.573	0.509	0.796	communicateur
communion	0.765	0.357	0.607	communion
communism	0.264	0.570	0.623	communisme
communist	0.265	0.702	0.632	communiste
community	0.750	0.350	0.659	communauté
commutation	0.469	0.431	0.652	commutation
commutative	0.667	0.442	0.569	commutatif
commute	0.622	0.582	0.565	navette
commuter	0.646	0.520	0.512	banlieusard
comp	0.573	0.450	0.371	composition
compact	0.458	0.417	0.673	compact
compaction	0.531	0.471	0.582	compactage
compactness	0.582	0.352	0.454	compacité
companion	0.770	0.377	0.618	un compagnon
companionless	0.271	0.259	0.200	sans compagnie
companionship	0.833	0.438	0.792	camaraderie
company	0.906	0.425	0.798	compagnie
comparable	0.562	0.443	0.458	comparable
comparative	0.470	0.273	0.562	comparatif
comparatively	0.604	0.391	0.538	relativement
compare	0.552	0.408	0.524	comparer
comparison	0.583	0.456	0.492	comparaison
compartment	0.500	0.389	0.607	compartiment
compass	0.541	0.307	0.529	boussole
compassion	0.735	0.258	0.509	compassion
compassionate	0.857	0.404	0.411	compatissant
compatibility	0.816	0.450	0.673	compatibilité
compatible	0.892	0.387	0.638	compatibles
compel	0.200	0.847	0.625	contraindre
compelled	0.333	0.654	0.347	contraint
compelling	0.698	0.570	0.870	irrésistible
compendium	0.610	0.461	0.537	compendium
compensate	0.612	0.429	0.762	compenser
compensation	0.775	0.469	0.598	compensation
compensatory	0.589	0.490	0.700	compensatoire
compete	0.573	0.745	0.786	rivaliser
competence	0.615	0.802	0.823	compétence
competency	0.768	0.775	0.764	compétence
competent	0.865	0.560	0.904	compétent
competition	0.580	0.790	0.798	concurrence
competitive	0.447	0.718	0.908	compétitif
competitor	0.612	0.959	0.861	concurrent
compilation	0.530	0.512	0.606	compilation
compile	0.600	0.413	0.519	compiler
complacency	0.604	0.503	0.519	complaisance
complacent	0.625	0.452	0.518	complaisant
complain	0.143	0.682	0.360	se plaindre
complaint	0.143	0.606	0.281	plainte
complement	0.760	0.277	0.600	complément
complementary	0.714	0.320	0.586	complémentaire
complete	0.750	0.414	0.809	Achevée
completed	0.823	0.357	0.777	complété
completely	0.730	0.370	0.690	totalement
completeness	0.823	0.433	0.769	complétude
completing	0.614	0.500	0.769	achever
completion	0.656	0.470	0.525	achèvement
complex	0.388	0.608	0.550	complexe
complexed	0.312	0.577	0.612	complexé
complexion	0.521	0.520	0.380	complexion
complexity	0.479	0.620	0.595	complexité
compliance	0.750	0.462	0.750	conformité
compliant	0.677	0.310	0.519	conforme
complicate	0.210	0.657	0.404	compliquer
complicated	0.211	0.660	0.455	compliqué
complication	0.365	0.726	0.330	complication
complicity	0.323	0.684	0.670	complicité
compliment	0.820	0.490	0.651	compliment
complimentary	0.823	0.413	0.435	gratuit
comply	0.806	0.370	0.638	conformer
complying	0.729	0.423	0.590	se conformer
compo	0.500	0.346	0.390	composition
component	0.531	0.382	0.525	composant
compose	0.639	0.432	0.694	composer
composed	0.684	0.385	0.682	composé
composer	0.822	0.588	0.691	compositeur
composite	0.591	0.459	0.620	composite
composition	0.765	0.408	0.652	composition
compost	0.480	0.404	0.441	compost
composure	0.802	0.354	0.717	calme
compound	0.635	0.385	0.735	composé
comprehend	0.875	0.365	0.689	comprendre
comprehension	0.908	0.387	0.688	compréhension
comprehensive	0.796	0.385	0.644	complet
compress	0.406	0.412	0.460	compresse
compressed	0.323	0.396	0.388	comprimé
compressible	0.622	0.392	0.585	compressible
compression	0.646	0.521	0.579	compression
compressor	0.418	0.481	0.630	compresseur
comprise	0.839	0.373	0.669	comprendre
compromise	0.677	0.520	0.805	faire des compromis
comptroller	0.402	0.481	0.866	contrôleur
compulsion	0.118	0.760	0.604	compulsion
compulsive	0.347	0.871	0.573	compulsif
compulsory	0.343	0.541	0.791	obligatoire
computable	0.570	0.402	0.545	calculable
computation	0.583	0.429	0.697	calcul
compute	0.531	0.408	0.564	calculer
computer	0.802	0.356	0.639	l'ordinateur
computerized	0.677	0.450	0.657	informatisé
computing	0.745	0.398	0.695	l'informatique
comrade	0.781	0.412	0.804	camarade
con	0.255	0.736	0.427	con
concatenation	0.480	0.593	0.539	enchaînement
concave	0.441	0.349	0.349	concave
conceal	0.312	0.436	0.306	cacher
concealed	0.344	0.363	0.352	caché
concealment	0.302	0.570	0.390	dissimulation
concede	0.670	0.324	0.473	concéder
conceit	0.354	0.625	0.309	vanité
conceited	0.194	0.667	0.473	vaniteux
conceivable	0.730	0.350	0.613	concevable
conceive	0.708	0.538	0.700	concevoir
concentrate	0.750	0.439	0.743	concentré
concentration	0.735	0.500	0.722	concentration
concentric	0.730	0.479	0.635	concentrique
concept	0.573	0.265	0.632	concept
conception	0.694	0.490	0.614	conception
concern	0.250	0.734	0.463	préoccuper
concerned	0.292	0.698	0.350	concerné
concert	0.938	0.867	0.718	concert
concerto	0.613	0.759	0.679	concerto
concession	0.588	0.423	0.615	Concession
concessional	0.770	0.493	0.657	concessionnel
conch	0.583	0.306	0.339	conque
concierge	0.480	0.343	0.343	la conciergerie
conciliation	0.792	0.475	0.726	conciliation
concise	0.583	0.298	0.620	concis
conclave	0.573	0.440	0.611	conclave
conclude	0.530	0.267	0.679	conclure
concluding	0.531	0.382	0.603	final
conclusion	0.615	0.377	0.659	conclusion
conclusive	0.500	0.427	0.745	concluant
concoction	0.448	0.459	0.417	mélange
concomitant	0.427	0.482	0.727	concomitant
concord	0.677	0.320	0.586	concorde
concordance	0.625	0.358	0.608	concordance
concours	0.500	0.530	0.495	concours
concourse	0.740	0.657	0.528	foule
concrete	0.633	0.420	0.547	béton
concubine	0.388	0.594	0.476	concubine
concur	0.459	0.394	0.429	d'accord
concurrence	0.764	0.627	0.613	concours
concurrent	0.573	0.547	0.741	concurrent
concurring	0.573	0.600	0.681	d'accord
concussion	0.072	0.708	0.482	commotion cérébrale
condemn	0.102	0.793	0.625	condamner
condemnation	0.133	0.725	0.449	condamnation
condensation	0.510	0.316	0.538	condensation
condensed	0.598	0.415	0.623	condensé
condescending	0.583	0.363	0.593	condescendant
condescension	0.521	0.377	0.565	condescendance
condiment	0.520	0.333	0.433	condiment
condition	0.500	0.469	0.519	condition
conditional	0.521	0.343	0.556	conditionnel
conditionally	0.396	0.419	0.617	conditionnellement
conditioned	0.490	0.417	0.616	conditionné
conditioner	0.781	0.360	0.538	Conditionneur
conditioning	0.440	0.468	0.617	conditionnement
conditions	0.551	0.441	0.593	les conditions
condo	0.439	0.288	0.607	copropriété
condolence	0.260	0.443	0.404	condoléances
condolences	0.198	0.480	0.288	condoléances
condom	0.406	0.637	0.500	préservatif
condone	0.571	0.441	0.619	fermer les yeux sur
condor	0.573	0.388	0.519	condor
conducive	0.775	0.479	0.679	propice
conduct	0.453	0.510	0.750	conduire
conduction	0.530	0.557	0.717	conduction
conductivity	0.583	0.575	0.642	conductivité
conductor	0.677	0.663	0.621	conducteur
conduit	0.470	0.302	0.413	conduit
cone	0.417	0.208	0.343	cône
confederacy	0.590	0.541	0.736	confédération
confederate	0.551	0.546	0.792	confédéré
confederation	0.663	0.404	0.830	confédération
confer	0.573	0.482	0.583	conférer
conference	0.688	0.615	0.606	conférence
confess	0.360	0.712	0.431	avouer
confession	0.469	0.642	0.460	confession
confessional	0.458	0.392	0.629	confessionnal
confessions	0.325	0.538	0.658	aveux
confetti	0.781	0.573	0.250	confettis
confidant	0.837	0.633	0.631	confident
confide	0.669	0.472	0.595	confier
confidence	0.959	0.276	0.943	confiance
confident	0.765	0.324	0.723	sur de soi
confidential	0.643	0.471	0.761	confidentiel
confidentiality	0.667	0.431	0.718	confidentialité
confidentially	0.633	0.469	0.558	confidentiellement
configuration	0.540	0.443	0.591	configuration
confine	0.327	0.551	0.538	confiner
confined	0.286	0.472	0.444	confiné
confinement	0.333	0.656	0.520	confinement
confines	0.396	0.386	0.542	limites
confirm	0.802	0.439	0.806	confirmer
confirmation	0.812	0.480	0.692	confirmation
confirmatory	0.656	0.500	0.683	confirmatif
confirmed	0.760	0.490	0.764	confirmé
confiscate	0.250	0.625	0.482	confisquer
confiscation	0.208	0.706	0.586	confiscation
conflagration	0.344	0.721	0.594	incendie
conflict	0.335	0.906	0.471	conflit
conflicting	0.173	0.738	0.553	contradictoire
confluence	0.677	0.598	0.565	confluence
conform	0.479	0.380	0.375	se conformer
conformance	0.608	0.278	0.254	conformité
conformation	0.622	0.435	0.711	conformation
conformity	0.645	0.363	0.579	conformité
confound	0.347	0.529	0.333	confondre
confounded	0.333	0.528	0.264	confondu
confront	0.281	0.760	0.746	affronter
confrontation	0.177	0.870	0.658	affrontement
confuse	0.100	0.580	0.270	embrouiller
confused	0.220	0.650	0.179	confus
confusing	0.229	0.690	0.222	déroutant
confusion	0.255	0.667	0.277	confusion
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	agréable
congenital	0.448	0.434	0.427	congénital
congestion	0.271	0.654	0.491	congestion
conglomerate	0.500	0.500	0.838	conglomérat
conglomeration	0.541	0.720	0.670	agglomération
congrats	0.930	0.726	0.775	félicitations
congratulate	0.927	0.724	0.784	féliciter
congratulation	0.948	0.780	0.717	félicitation
congratulations	0.960	0.755	0.719	toutes nos félicitations
congratulatory	0.959	0.616	0.689	de félicitations
congregate	0.653	0.530	0.733	se rassembler
congregation	0.561	0.490	0.700	congrégation
congress	0.449	0.444	0.857	congrès
congressional	0.552	0.491	0.848	du congrès
congressman	0.438	0.471	0.877	membre du Congrès
congruence	0.656	0.472	0.577	congruence
conic	0.510	0.368	0.379	conique
conical	0.490	0.422	0.471	conique
conjecture	0.396	0.398	0.534	conjecture
conjugal	0.698	0.510	0.688	conjugal
conjugate	0.583	0.420	0.467	conjuguer
conjugation	0.479	0.429	0.582	conjugaison
conjunction	0.520	0.472	0.509	conjonction
conjunctive	0.487	0.444	0.639	conjonctif
conjure	0.385	0.679	0.645	conjurer
conjuring	0.224	0.653	0.694	prestidigitation
conk	0.340	0.469	0.404	pif
connect	0.724	0.299	0.536	relier
connected	0.816	0.550	0.612	lié
connection	0.729	0.560	0.655	lien
connective	0.719	0.491	0.764	conjonctif
connoisseur	0.760	0.461	0.769	connaisseur
conquer	0.694	0.873	0.971	conquérir
conquering	0.760	0.873	0.936	conquête
conqueror	0.604	0.809	0.930	conquérant
conquest	0.710	0.702	0.833	conquête
conscience	0.663	0.375	0.721	conscience
conscientious	0.688	0.404	0.688	consciencieux
conscious	0.740	0.333	0.705	conscient
consciousness	0.840	0.483	0.755	conscience
conscription	0.396	0.775	0.642	service militaire
consecrated	0.663	0.500	0.800	consacré
consecration	0.771	0.418	0.804	consécration
consecutive	0.663	0.418	0.643	consécutif
consensual	0.663	0.417	0.655	consensuel
consensus	0.627	0.358	0.625	consensus
consent	0.750	0.500	0.620	consentement
consenting	0.727	0.406	0.693	consentant
consequence	0.240	0.721	0.593	conséquence
consequent	0.663	0.471	0.625	conséquent
conservation	0.832	0.401	0.606	conservation
conservatism	0.406	0.369	0.633	conservatisme
conservative	0.615	0.316	0.788	conservateur
conservatory	0.635	0.240	0.729	conservatoire
conserve	0.690	0.347	0.573	conserver
consider	0.677	0.368	0.579	envisager
considerable	0.653	0.314	0.683	considérable
considerate	0.781	0.380	0.633	prévenant
consideration	0.589	0.380	0.687	considération
consignee	0.635	0.385	0.602	destinataire
consignment	0.490	0.440	0.500	consignation
consist	0.823	0.386	0.580	consister
consistency	0.714	0.500	0.887	cohérence
consistent	0.786	0.431	0.726	cohérent
consolation	0.408	0.250	0.304	consolation
console	0.625	0.398	0.415	console
consoled	0.700	0.343	0.452	consolé
consolidate	0.880	0.440	0.870	consolider
consolidated	0.700	0.366	0.784	consolidée
consolidation	0.604	0.445	0.776	consolidation
consonant	0.500	0.347	0.417	consonne
