English Word	Valence	Arousal	Dominance	Slovak Word
faithful	0.888	0.333	0.627	verný
faithfulness	0.833	0.426	0.602	vernosť
faithless	0.102	0.683	0.304	neverný
fake	0.073	0.554	0.268	falošný
faker	0.245	0.630	0.480	falšovateľ
falafel	0.560	0.402	0.351	falafel
falcon	0.557	0.580	0.678	sokol
fall	0.177	0.657	0.221	pád
fallacious	0.271	0.587	0.390	klamný
fallacy	0.112	0.561	0.430	omyl
fallback	0.458	0.358	0.508	záložný
fallible	0.365	0.537	0.402	omylný
falling	0.202	0.716	0.306	padajúce
fallopian	0.297	0.390	0.464	vajcovod
fallout	0.428	0.356	0.373	spad
fallow	0.375	0.368	0.464	úhor
false	0.120	0.404	0.240	falošný
falsehood	0.031	0.625	0.384	klamstvo
falsely	0.083	0.480	0.265	falošne
falsification	0.173	0.720	0.490	falšovanie
falsified	0.042	0.630	0.306	sfalšované
falsify	0.115	0.657	0.409	falšovať
falsity	0.120	0.689	0.186	nepravdivosť
falter	0.421	0.650	0.346	zakolísať
fame	0.896	0.755	0.852	slávu
famed	0.878	0.750	0.819	preslávený
familiar	0.906	0.330	0.615	známy
familiarity	0.854	0.346	0.616	známosť
familiarize	0.760	0.365	0.654	zoznámiť sa
family	0.968	0.383	0.643	rodina
familytime	0.939	0.420	0.679	rodinný čas
famine	0.163	0.679	0.310	hladomor
famished	0.177	0.654	0.282	vyhladovaný
famous	0.916	0.775	0.882	slávny
famously	0.856	0.765	0.787	slávne
fan	0.781	0.429	0.357	ventilátor
fanatic	0.573	0.780	0.629	fanatik
fanatical	0.555	0.830	0.714	fanatický
fanaticism	0.292	0.896	0.566	fanatizmus
fanciful	0.677	0.592	0.342	fantazijný
fancy	0.854	0.673	0.534	fantázia
fandango	0.490	0.591	0.429	fandango
fanfare	0.656	0.640	0.437	fanfáry
fang	0.175	0.491	0.455	tesák
fangs	0.286	0.598	0.434	tesáky
fanning	0.615	0.330	0.236	ovievanie
fantasia	0.898	0.694	0.436	fantázie
fantasize	0.771	0.660	0.356	fantazírovať
fantastic	0.969	0.696	0.831	fantastický
fantasy	0.880	0.627	0.474	fantázie
faraway	0.365	0.356	0.285	ďaleko
farce	0.265	0.667	0.246	fraška
farcical	0.406	0.481	0.259	fraška
fare	0.490	0.425	0.645	cestovné
farewell	0.130	0.500	0.591	rozlúčka
farm	0.781	0.327	0.297	farma
farmer	0.677	0.432	0.464	farmár
farmhouse	0.690	0.330	0.444	statok
farming	0.580	0.414	0.568	poľnohospodárstvo
farmland	0.729	0.363	0.509	poľnohospodárskej pôdy
faro	0.544	0.349	0.357	faro
fart	0.194	0.439	0.264	prd
farther	0.418	0.500	0.430	ďalej
fascia	0.480	0.366	0.356	fascia
fascinate	0.854	0.683	0.802	fascinovať
fascinated	0.812	0.714	0.788	fascinovaný
fascinating	0.979	0.817	0.784	fascinujúce
fascination	0.885	0.773	0.835	fascinácia
fascism	0.104	0.740	0.695	fašizmu
fascist	0.200	0.755	0.527	fašista
fashion	0.827	0.616	0.589	móda
fashionable	0.750	0.510	0.605	módne
fastball	0.688	0.679	0.575	rýchla loptička
fasten	0.458	0.585	0.529	upevniť
fastener	0.577	0.377	0.491	spojovací materiál
fastening	0.594	0.473	0.554	zapínanie
fasting	0.388	0.370	0.394	pôst
fat	0.198	0.353	0.237	tuku
fatal	0.061	0.775	0.509	smrteľné
fatalism	0.208	0.694	0.631	fatalizmus
fatality	0.062	0.798	0.595	smrteľnosť
fate	0.571	0.479	0.712	osud
fated	0.582	0.472	0.692	osudný
fateful	0.290	0.583	0.402	osudové
fathead	0.296	0.527	0.463	tulák
father	0.812	0.333	0.824	otec
fatherhood	0.885	0.519	0.682	otcovstvo
fatherland	0.729	0.469	0.778	vlasť
fatherly	0.865	0.363	0.712	otcovsky
fathom	0.520	0.410	0.523	pochopiť
fatigue	0.173	0.378	0.265	únava
fatigued	0.146	0.433	0.245	unavený
fatso	0.286	0.394	0.336	fatso
fatten	0.375	0.549	0.363	vykrmovať
fatty	0.286	0.361	0.325	mastný
faucet	0.427	0.278	0.356	kohútik
fault	0.188	0.558	0.184	chyba
faultless	0.792	0.500	0.741	bezchybný
faulty	0.184	0.520	0.378	chybný
faun	0.490	0.303	0.376	faun
fauna	0.646	0.346	0.404	fauna
faux	0.291	0.490	0.204	faux
favor	0.812	0.308	0.519	priazeň
favorable	0.952	0.380	0.788	priaznivý
favorite	0.885	0.590	0.691	obľúbené
favoriteholiday	0.867	0.618	0.582	obľúbený sviatok
favoritism	0.582	0.559	0.658	zvýhodňovanie
fawn	0.626	0.360	0.284	plavá
fax	0.406	0.368	0.304	fax
faze	0.417	0.515	0.382	faze
fear	0.073	0.840	0.293	strach
feared	0.240	0.733	0.509	obávaný
fearful	0.083	0.482	0.278	strašný
fearfully	0.112	0.567	0.271	bojazlivo
fearing	0.125	0.566	0.256	báť sa
fearless	0.810	0.806	0.760	Nebojácny
fears	0.061	0.821	0.306	obavy
fearsome	0.115	0.900	0.586	hrôzostrašný
feasibility	0.653	0.490	0.741	realizovateľnosť
feasible	0.694	0.388	0.611	uskutočniteľné
feast	0.979	0.724	0.680	hostina
feat	0.750	0.706	0.849	feat
feather	0.677	0.208	0.144	pierko
feathered	0.438	0.288	0.214	operený
feature	0.667	0.314	0.679	vlastnosť
features	0.667	0.433	0.509	Vlastnosti
febrile	0.429	0.578	0.414	febrilné
fecal	0.255	0.528	0.213	fekálne
feces	0.240	0.407	0.307	výkaly
fecundity	0.688	0.591	0.683	plodnosť
fed	0.602	0.370	0.482	kŕmené
federal	0.530	0.459	0.859	federálny
federation	0.633	0.354	0.763	federácie
fedup	0.327	0.500	0.352	presýtení
fee	0.354	0.386	0.556	poplatok
feeble	0.157	0.280	0.109	slabý
feed	0.812	0.429	0.739	krmivo
feedback	0.622	0.557	0.645	spätná väzba
feeder	0.604	0.452	0.713	podávač
feel	0.802	0.602	0.596	cítiť
feelgood	0.990	0.441	0.621	cítiť sa dobre
feeling	0.806	0.329	0.531	pocit
feelingdown	0.490	0.457	0.567	cítiť sa zle
feelinggood	0.940	0.449	0.655	cítiť sa dobre
feet	0.510	0.240	0.292	nohy
feign	0.340	0.394	0.356	predstierať
feigned	0.173	0.602	0.333	predstieraný
feisty	0.592	0.853	0.789	divoký
felicity	0.913	0.704	0.793	šťastie
feline	0.615	0.745	0.509	mačkovitá
fell	0.255	0.462	0.250	spadol
feller	0.406	0.622	0.617	rúbanec
fellow	0.745	0.298	0.570	kolega
fellowship	0.900	0.429	0.778	spoločenstvo
felon	0.111	0.898	0.455	zločinec
felony	0.206	0.808	0.472	zločin
felt	0.643	0.417	0.566	cítil
feminine	0.802	0.520	0.394	ženský
femininity	0.750	0.479	0.451	ženskosť
feminism	0.541	0.570	0.636	feminizmus
femme	0.551	0.529	0.398	femme
femoral	0.417	0.324	0.566	stehenný
femur	0.408	0.289	0.413	stehenná kosť
fen	0.490	0.276	0.379	fen
fence	0.500	0.198	0.398	plot
fenced	0.323	0.430	0.429	oplotený
fencing	0.542	0.654	0.539	oplotenie
fend	0.646	0.731	0.537	brániť
fender	0.369	0.459	0.476	blatník
fennel	0.573	0.277	0.389	fenikel
ferment	0.375	0.531	0.418	kvasiť
fermentation	0.420	0.567	0.473	fermentácia
fern	0.602	0.240	0.290	papraď
ferocious	0.167	0.915	0.776	zúrivý
ferocity	0.235	0.906	0.746	dravosť
ferret	0.385	0.391	0.398	fretka
ferry	0.604	0.509	0.389	trajekt
ferryboat	0.594	0.452	0.553	trajekt
fertile	0.888	0.408	0.704	úrodný
fertility	0.885	0.529	0.726	plodnosť
fertilize	0.708	0.443	0.542	oplodniť
fertilizer	0.438	0.463	0.565	hnojivo
fervent	0.646	0.632	0.773	vrúcny
fervor	0.573	0.769	0.651	horlivosť
fess	0.395	0.420	0.370	fess
fest	0.704	0.574	0.402	fest
festival	0.870	0.706	0.714	festival
festive	0.854	0.740	0.764	slávnostné
fetal	0.388	0.308	0.364	fetálny
fetch	0.479	0.363	0.491	aport
fete	0.580	0.551	0.465	slávnosť
fetish	0.307	0.706	0.500	fetiš
fetus	0.479	0.519	0.395	plod
feud	0.146	0.796	0.312	spor
feudal	0.367	0.370	0.610	feudálny
feudalism	0.229	0.465	0.607	feudalizmu
fever	0.194	0.674	0.364	horúčka
feverish	0.385	0.696	0.436	horúčkovitý
fiancee	0.959	0.626	0.556	snúbenica
fiasco	0.167	0.600	0.200	fiasko
fiat	0.520	0.418	0.446	fiat
fib	0.438	0.510	0.361	fib
fiber	0.719	0.284	0.390	vláknina
fiberglass	0.451	0.451	0.443	sklolaminát
fibrosis	0.160	0.469	0.546	fibróza
fibrous	0.480	0.441	0.464	vláknité
fickle	0.406	0.481	0.346	nestály
fiction	0.438	0.657	0.441	fikcia
fictional	0.430	0.490	0.340	vymyslený
fictitious	0.224	0.444	0.293	fiktívne
fiddle	0.571	0.449	0.391	husle
fiddler	0.615	0.580	0.500	huslista
fidelity	0.765	0.580	0.709	vernosť
fidgety	0.229	0.786	0.351	nervózny
fiduciary	0.375	0.400	0.509	zverenec
field	0.640	0.380	0.336	lúka
field hockey	0.602	0.786	0.518	pozemný hokej
fielder	0.583	0.378	0.415	hráč v poli
fiend	0.146	0.903	0.608	diabol
fiendish	0.167	0.846	0.591	diabolský
fierce	0.281	0.877	0.759	divoký
fiery	0.418	0.850	0.721	ohnivý
fiesta	0.927	0.779	0.655	fiesta
fiesty	0.571	0.663	0.472	fiesty
fifteen	0.490	0.290	0.443	pätnásť
fifty	0.571	0.368	0.439	päťdesiat
fig	0.573	0.390	0.339	obr
fight	0.531	0.868	0.809	boj
fighter	0.637	0.760	0.898	bojovník
fighting	0.292	0.885	0.783	bojovanie
fights	0.070	0.920	0.712	bitky
figment	0.552	0.316	0.533	výmysel
figurative	0.479	0.450	0.634	obrazný
figure	0.688	0.328	0.509	obrázok
figurine	0.760	0.283	0.258	figurína
filament	0.510	0.452	0.377	vlákno
filamentous	0.531	0.480	0.516	vláknitý
file	0.480	0.316	0.463	súbor
filet	0.615	0.392	0.291	filet
filibuster	0.271	0.714	0.508	filibuster
filigree	0.576	0.408	0.514	filigránsky
filing	0.620	0.420	0.700	podania
filings	0.323	0.412	0.340	podania
fill	0.729	0.449	0.637	vyplniť
filler	0.531	0.347	0.529	plnivo
fillet	0.745	0.415	0.378	filé
filling	0.510	0.382	0.525	plnenie
filly	0.479	0.564	0.519	klisnička
film	0.823	0.491	0.566	film
filmmaker	0.704	0.510	0.635	filmár
filmy	0.583	0.510	0.425	filmový
filter	0.440	0.296	0.260	filter
filth	0.194	0.592	0.319	špina
filthy	0.115	0.714	0.321	špinavý
filtration	0.407	0.520	0.255	filtrácia
fin	0.333	0.340	0.377	fin
final	0.276	0.575	0.508	finálny, konečný
finale	0.406	0.330	0.468	finále
finalist	0.833	0.686	0.736	finalista
finality	0.615	0.368	0.627	konečnosť
finalize	0.556	0.550	0.578	dokončiť
finalized	0.245	0.210	0.608	dokončené
finally	0.583	0.433	0.465	konečne
finance	0.753	0.431	0.843	financií
financial	0.667	0.500	0.722	finančné
financier	0.602	0.500	0.778	finančník
finch	0.438	0.444	0.358	pinka
find	0.774	0.555	0.580	Nájsť
finder	0.360	0.550	0.630	nálezca
finding	0.796	0.469	0.664	nález
fine	0.823	0.240	0.647	dobre
finery	0.562	0.479	0.636	nádhera
finesse	0.740	0.387	0.412	jemnosť
finger	0.321	0.264	0.291	prstom
fingernail	0.418	0.415	0.153	necht
fingerprint	0.583	0.404	0.570	odtlačok prsta
fingerscrossed	0.573	0.540	0.356	držím palce
finish	0.471	0.429	0.545	skončiť
finished	0.510	0.387	0.570	hotový
finite	0.384	0.347	0.293	konečný
fink	0.410	0.514	0.439	Fink
fir	0.521	0.275	0.306	jedľa
fire	0.380	0.804	0.635	oheň
firearm	0.086	0.943	0.864	strelná zbraň
firearms	0.220	0.943	0.821	strelné zbrane
fireball	0.302	0.777	0.664	ohnivá guľa
firecracker	0.474	0.741	0.434	petarda
firefight	0.153	0.920	0.664	prestrelka
firefighter	0.637	0.770	0.773	hasič
firefly	0.622	0.410	0.363	svetluška
firehouse	0.594	0.689	0.627	horáreň
firelight	0.677	0.504	0.639	svetlo ohňa
fireman	0.583	0.745	0.755	hasič
fireplace	0.667	0.380	0.417	krb
firepower	0.375	0.941	0.810	palebná sila
fireproof	0.684	0.679	0.723	ohňovzdorné
fireside	0.684	0.377	0.394	ohnisko
firestorm	0.180	0.929	0.766	ohnivá búrka
firewall	0.485	0.602	0.629	POŽARNE DVERE
firewood	0.520	0.348	0.263	palivové drevo
firework	0.786	0.904	0.593	ohňostroj
fireworks	0.735	0.863	0.579	ohňostroje
firing	0.188	0.931	0.803	streľba
firm	0.635	0.380	0.728	firma
firmament	0.750	0.407	0.660	nebeská klenba
firmly	0.786	0.510	0.777	pevne
firmness	0.823	0.479	0.939	pevnosť
first	0.625	0.500	0.788	najprv
firstborn	0.786	0.490	0.695	prvorodený
firstworldprobs	0.458	0.612	0.483	firstworldprobs
fiscal	0.500	0.582	0.845	fiškálna
fish	0.510	0.280	0.250	ryby
fisherman	0.656	0.461	0.546	rybár
fishery	0.574	0.503	0.519	rybolovu
fishing	0.677	0.283	0.405	rybolov
fishing boat	0.521	0.403	0.627	rybarska lod
fishy	0.224	0.601	0.471	rybí
fissile	0.333	0.490	0.380	štiepne
fission	0.386	0.500	0.567	štiepenie
fissure	0.333	0.510	0.431	puklina
fist	0.333	0.686	0.481	päsť
fistfight	0.208	0.902	0.543	päsťový súboj
fistful	0.500	0.509	0.500	päsť
fistula	0.312	0.481	0.330	fistula
fit	0.604	0.450	0.632	fit
fitness	0.875	0.529	0.810	fitness
fits	0.571	0.363	0.580	pasuje
fitted	0.507	0.404	0.673	vybavené
fitting	0.612	0.441	0.638	montáž
fittings	0.531	0.404	0.409	armatúry
five	0.510	0.221	0.298	päť
fiver	0.458	0.469	0.517	päťka
fix	0.760	0.538	0.519	opraviť
fixable	0.724	0.470	0.645	opraviteľné
fixation	0.562	0.459	0.655	fixácia
fixed	0.684	0.167	0.509	pevné
fixer	0.633	0.375	0.606	ustaľovač
fixture	0.663	0.216	0.409	príslušenstvo
fixtures	0.643	0.330	0.370	zariadenia
fizz	0.459	0.708	0.349	šumieť
fjord	0.510	0.404	0.463	fjord
flabbergast	0.480	0.679	0.547	flabbergast
flabbergasted	0.312	0.802	0.342	ohromený
flabby	0.292	0.358	0.250	ochabnutý
flaccid	0.156	0.400	0.151	ochabnutý
flag	0.592	0.378	0.536	vlajka
flagging	0.521	0.519	0.509	označovanie
flagpole	0.500	0.394	0.458	stožiar
flagrant	0.286	0.673	0.455	flagrantný
flagship	0.592	0.587	0.703	vlajková loď
flagstaff	0.520	0.517	0.500	stožiar
flair	0.775	0.471	0.676	vkus
flak	0.390	0.600	0.600	flak
flake	0.385	0.388	0.289	vločka
flaky	0.363	0.509	0.279	šupinatá
flamboyant	0.615	0.794	0.705	okázalý
flame	0.448	0.574	0.615	plameň
flamethrower	0.160	0.882	0.683	plameňomet
flaming	0.406	0.645	0.558	horiace
flamingo	0.667	0.451	0.482	plameniak
flammable	0.216	0.800	0.715	horľavý
flan	0.604	0.304	0.198	flan
flange	0.500	0.306	0.390	príruba
flank	0.448	0.458	0.443	bok
flanked	0.333	0.431	0.368	lemovaný
flanking	0.490	0.622	0.519	lemujúce
flannel	0.490	0.250	0.327	flanel
flap	0.275	0.385	0.344	klapka
flapping	0.458	0.728	0.404	mávanie
flare	0.558	0.823	0.508	vzplanúť
flares	0.580	0.642	0.556	svetlice
flaring	0.625	0.771	0.509	vzplanutie
flash	0.571	0.590	0.657	blesk
flashback	0.265	0.400	0.485	flashback
flashing	0.604	0.574	0.438	blikanie
flashlight	0.653	0.414	0.356	baterka
flashy	0.704	0.600	0.827	okázalý
flask	0.418	0.412	0.454	banke
flat	0.408	0.236	0.303	plochý
flatbed	0.490	0.250	0.380	valník
flatfoot	0.265	0.333	0.330	plochá noha
flatness	0.479	0.280	0.527	plochosť
flatten	0.286	0.469	0.442	sploštiť
flatter	0.521	0.418	0.302	plochejšie
flattered	0.865	0.608	0.708	polichotený
flattering	0.755	0.686	0.500	lichotivé
flattery	0.470	0.575	0.404	lichôtky
flatulence	0.210	0.632	0.343	plynatosť
flaunt	0.438	0.611	0.525	chváliť sa
flavor	0.885	0.479	0.392	príchuť
flaw	0.319	0.491	0.175	chyba
flawed	0.133	0.490	0.194	chybný
flawless	0.729	0.420	0.741	bezchybný
flea	0.286	0.353	0.218	blcha
fleabag	0.271	0.557	0.348	blší vak
fled	0.224	0.639	0.322	utiekol
flee	0.292	0.796	0.232	utiecť
fleece	0.561	0.250	0.381	rúno
fleet	0.547	0.430	0.623	flotila
fleeting	0.439	0.650	0.387	pominuteľné
flesh	0.604	0.390	0.475	mäso
fleshy	0.500	0.518	0.406	mäsitý
flex	0.604	0.378	0.330	flex
flexibility	0.867	0.402	0.472	flexibilita
flexible	0.719	0.460	0.465	flexibilný
flexin	0.552	0.559	0.366	flexín
flexion	0.449	0.551	0.418	flexia
flick	0.688	0.541	0.515	švihnúť
flicker	0.635	0.321	0.333	blikať
flickering	0.490	0.444	0.289	blikanie
flier	0.541	0.490	0.652	leták
flight	0.646	0.630	0.587	let
flighty	0.219	0.602	0.436	prchký
flimsy	0.302	0.396	0.189	chatrný
flinch	0.350	0.804	0.555	cúvnuť
fling	0.439	0.696	0.534	hodiť
flint	0.521	0.439	0.536	pazúrik
flip	0.281	0.529	0.435	prevrátiť
flip flop	0.417	0.519	0.321	žabky
flipper	0.677	0.420	0.415	plutva
flipping	0.553	0.551	0.345	prevracanie
flirt	0.792	0.790	0.538	flirtovať
flirtation	0.653	0.719	0.482	flirtovanie
flirting	0.590	0.773	0.491	flirtovanie
flirty	0.714	0.721	0.491	koketný
float	0.688	0.394	0.344	plavák
floater	0.480	0.433	0.370	plavák
flock	0.500	0.546	0.543	kŕdeľ
flog	0.408	0.520	0.382	bičovať
flood	0.208	0.778	0.608	povodeň
floor	0.430	0.230	0.250	poschodie
flooring	0.562	0.235	0.346	podlahy
floozy	0.410	0.477	0.430	hmlistý
flop	0.081	0.642	0.196	prepadnúť
floppy	0.549	0.300	0.333	disketa
flora	0.833	0.324	0.567	flóry
floral	0.833	0.235	0.264	kvetinový
florist	0.771	0.410	0.388	kvetinárstvo
floss	0.500	0.280	0.278	niť
flotation	0.510	0.353	0.333	flotácia
flounder	0.711	0.333	0.345	platýz
flour	0.530	0.235	0.239	múky
flourish	0.939	0.573	0.601	prekvitať
flow	0.696	0.316	0.464	tok
flower	0.802	0.189	0.254	kvetina
flowering	0.906	0.627	0.500	kvitnúce
flowers	0.875	0.324	0.330	kvety
flowery	0.792	0.332	0.446	kvetnatá
flows	0.571	0.480	0.434	tečie
flu	0.230	0.547	0.250	chrípka
fluctuate	0.285	0.617	0.480	kolísať
fluctuating	0.292	0.591	0.395	kolísavý
fluctuation	0.347	0.750	0.519	kolísanie
flue	0.354	0.688	0.451	dymovodu
fluency	0.776	0.504	0.718	plynulosť
fluent	0.760	0.500	0.614	plynulé
fluff	0.520	0.264	0.172	páperie
fluffy	0.781	0.431	0.356	našuchorený
fluid	0.673	0.407	0.589	tekutina
fluidity	0.729	0.510	0.576	plynulosť
fluke	0.446	0.450	0.432	náhoda
flunk	0.104	0.548	0.170	prepadnúť
flunky	0.205	0.452	0.216	flunky
fluorescence	0.667	0.490	0.500	fluorescencia
fluorescent	0.602	0.595	0.500	fluorescenčné
flurries	0.422	0.760	0.517	návaly
flurry	0.302	0.760	0.559	nával
flush	0.408	0.755	0.589	spláchnuť
flustered	0.316	0.903	0.283	znepokojený
flute	0.635	0.330	0.363	flauta
fluted	0.438	0.438	0.389	kanelovaný
flutter	0.479	0.548	0.330	trepotanie
fluvial	0.571	0.363	0.588	riečny
flux	0.473	0.472	0.451	tok
fly	0.760	0.775	0.676	lietať
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	leták
flying	0.877	0.606	0.696	lietanie
flywheel	0.667	0.480	0.442	zotrvačník
foal	0.542	0.578	0.482	žriebätko
foam	0.698	0.230	0.204	pena
foaming	0.643	0.240	0.198	penenie
foamy	0.663	0.306	0.291	penivý
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	ohniskové
focus	0.690	0.382	0.648	zameranie
fodder	0.316	0.358	0.430	krmivo
foe	0.071	0.827	0.459	nepriateľ
fog	0.510	0.213	0.260	hmla
foggy	0.354	0.337	0.302	hmla
foil	0.312	0.204	0.342	fólie
foiled	0.235	0.470	0.144	zmarený
fold	0.385	0.412	0.330	zložiť
folded	0.179	0.373	0.327	zložené
folder	0.490	0.279	0.375	priečinok
foliage	0.620	0.373	0.237	lístie
folio	0.513	0.265	0.435	fóliu
folk	0.663	0.433	0.432	ľudový
folklore	0.755	0.585	0.449	folklór
follicle	0.406	0.331	0.436	folikul
follicular	0.401	0.305	0.391	folikulárne
follow	0.667	0.509	0.600	sledovať
follower	0.646	0.488	0.461	nasledovník
folly	0.184	0.833	0.363	hlúposť
fond	0.885	0.602	0.518	fond
fondle	0.823	0.485	0.355	maznať sa
fondling	0.794	0.564	0.500	maznanie
fondness	0.885	0.391	0.503	náklonnosť
fondue	0.656	0.363	0.350	fondue
font	0.615	0.336	0.576	písmo
food	0.888	0.324	0.527	jedlo
foodie	0.781	0.465	0.484	gurmán
fool	0.160	0.560	0.148	blázon
fooled	0.051	0.692	0.241	oklamaný
foolhardy	0.541	0.816	0.596	hlupák
fooling	0.167	0.755	0.384	ohlupovanie
foolish	0.316	0.255	0.109	hlúpy
foolishness	0.235	0.472	0.173	hlúposť
foolproof	0.479	0.484	0.500	spoľahlivý
foot	0.490	0.290	0.254	chodidlo
foot stool	0.469	0.317	0.355	stolička na nohy
footage	0.625	0.235	0.364	zábery
football	0.755	0.760	0.582	futbal
footbridge	0.582	0.375	0.440	lávka
foothold	0.673	0.336	0.582	opora
footing	0.760	0.346	0.464	základ
footlocker	0.500	0.417	0.393	footlocker
footloose	0.549	0.595	0.447	voľne na nohách
footpath	0.677	0.321	0.473	chodník
footprint	0.592	0.292	0.336	stopa
footwear	0.643	0.337	0.275	obuv
footwork	0.448	0.540	0.352	práce nôh
fop	0.281	0.561	0.328	fop
forage	0.583	0.389	0.370	krmovina
foray	0.418	0.618	0.676	nájazd
forbearance	0.520	0.471	0.549	zhovievavosť
forbid	0.115	0.686	0.598	zakázať
forbidding	0.198	0.781	0.500	zakazujúce
force	0.612	0.750	0.905	sila
forced	0.180	0.721	0.458	nútený
forceful	0.533	0.673	0.898	rázny
forceps	0.354	0.615	0.436	kliešte
forces	0.551	0.686	0.886	sily
forcibly	0.365	0.704	0.647	násilne
ford	0.521	0.340	0.382	brod
fore	0.667	0.417	0.654	popredia
forearm	0.469	0.304	0.509	predlaktie
foreboding	0.439	0.706	0.636	predtuchu
forecast	0.783	0.419	0.698	predpoveď
forecaster	0.635	0.611	0.846	prognostik
foreclose	0.220	0.582	0.560	zabaviť
foreclosure	0.167	0.651	0.500	exekúcie
forefathers	0.690	0.412	0.627	predkov
forefinger	0.510	0.254	0.370	ukazovák
forefront	0.573	0.559	0.811	popredia
forego	0.396	0.661	0.291	vzdať sa
foregoing	0.420	0.346	0.324	predchádzajúce
foregone	0.271	0.567	0.235	ušlý
foreground	0.708	0.491	0.590	popredia
forehead	0.470	0.308	0.556	čelo
foreign	0.573	0.681	0.385	cudzie
foreigner	0.500	0.519	0.480	cudzinec
foreman	0.458	0.612	0.750	predák
foremost	0.735	0.593	0.907	predovšetkým
forensic	0.439	0.627	0.436	forenzný
forensics	0.235	0.545	0.679	forenznú
foreplay	0.724	0.627	0.474	predohra
forerunner	0.694	0.540	0.843	predchodca
foresee	0.583	0.452	0.522	predvídať
foreseen	0.566	0.361	0.562	predpokladané
foresight	0.680	0.482	0.640	predvídavosť
forest	0.729	0.270	0.435	les
forestall	0.540	0.550	0.606	predísť
forethought	0.765	0.491	0.580	predvídavosť
foreveralone	0.296	0.375	0.343	navždy sám
forevermore	0.843	0.425	0.614	navždy
forewarned	0.480	0.618	0.606	vopred varovaný
foreword	0.590	0.314	0.551	predslov
forfeit	0.083	0.635	0.245	prepadnúť
forfeited	0.156	0.650	0.352	prepadol
forfeiture	0.184	0.588	0.368	prepadnutie
forge	0.520	0.424	0.686	kováčske dielo
forger	0.156	0.673	0.518	falšovateľ
forgery	0.235	0.654	0.481	falšovanie
forget	0.312	0.382	0.209	zabudnúť
forgetful	0.240	0.343	0.264	zábudlivý
forgetfulness	0.271	0.385	0.302	zábudlivosť
forgive	0.781	0.408	0.562	odpustiť
