English Word	Valence	Arousal	Dominance	Kurdish-Kurmanji Word
doorway	0.573	0.304	0.496	deriyê deriyê
dopamine	0.548	0.469	0.426	dopamine
dope	0.295	0.855	0.425	dope
dopey	0.320	0.380	0.365	dopey
dork	0.272	0.519	0.361	dork
dorky	0.302	0.480	0.390	dorky
dorm	0.719	0.194	0.327	razanê
dormant	0.385	0.245	0.245	razayî
dormitory	0.633	0.204	0.382	jûra razanê
dorsal	0.449	0.360	0.445	dorsal
dosage	0.344	0.450	0.490	pîvanîk
dose	0.458	0.490	0.427	doz
dossier	0.357	0.380	0.544	dossier
dot	0.434	0.290	0.391	xal
doting	0.888	0.415	0.426	doting
dotted	0.480	0.347	0.426	xalîkirî
dotty	0.375	0.402	0.393	xalî
double	0.677	0.378	0.569	dûcar
doubled	0.427	0.536	0.560	ducar kirin
doublet	0.420	0.431	0.500	doublet
doubling	0.459	0.452	0.464	duqat kirin
doubt	0.395	0.351	0.231	şik
doubtful	0.250	0.465	0.241	şikî
doubting	0.224	0.560	0.189	guman kirin
doubtless	0.688	0.415	0.689	bê guman
doubts	0.306	0.448	0.305	guman dike
douche	0.490	0.413	0.397	douche
douchebags	0.327	0.587	0.366	douchebags
dough	0.588	0.229	0.391	hevîr
doughboy	0.365	0.443	0.396	doughboy
doughnut	0.663	0.380	0.279	donut
dour	0.360	0.404	0.325	dour
douse	0.365	0.453	0.412	douse
dove	0.729	0.235	0.437	kew
down	0.208	0.330	0.264	jêr
downcast	0.071	0.500	0.222	downcast
downer	0.120	0.594	0.226	downer
downfall	0.200	0.717	0.182	hilweşînî
downfield	0.521	0.330	0.380	downfield
downhearted	0.119	0.461	0.255	dilşikestî
downhill	0.292	0.573	0.279	xwarê
download	0.602	0.490	0.503	download
downpour	0.328	0.602	0.481	barîna baranê
downright	0.625	0.454	0.679	rasterast
downriver	0.542	0.469	0.279	xwarê çem
downside	0.190	0.400	0.246	downside
downtime	0.240	0.226	0.324	daketinê
downward	0.188	0.347	0.255	xwarê
downy	0.630	0.170	0.255	downy
dowry	0.604	0.453	0.544	cihêz
doze	0.592	0.200	0.405	doze
dozen	0.583	0.343	0.425	deste
drab	0.327	0.300	0.242	drab
draft	0.438	0.360	0.351	draft
drafty	0.458	0.500	0.518	drafty
drag	0.388	0.606	0.348	xwêrvekişandin
dragon	0.541	0.821	0.712	zîha
dragonfly	0.571	0.373	0.357	firroke
drain	0.277	0.470	0.222	mezrîb
drainage	0.219	0.354	0.307	drainage
drained	0.310	0.441	0.352	rijandin
draining	0.337	0.396	0.304	rijandin
drainpipe	0.417	0.413	0.277	drainpipe
drake	0.467	0.411	0.452	drake
drama	0.430	0.755	0.481	dilşewatî
dramaqueen	0.337	0.682	0.482	dramaqueen
dramatic	0.367	0.780	0.443	dramatîk
drape	0.417	0.439	0.404	drape
drapery	0.479	0.220	0.223	drapery
drastic	0.194	0.839	0.657	teskepir
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	draft
draw	0.704	0.449	0.481	xetkirin
drawback	0.302	0.422	0.148	kêmasî
drawbridge	0.551	0.557	0.438	pira vekêşanê
drawer	0.429	0.196	0.292	berkêşk
drawers	0.539	0.260	0.236	kêşan
drawing	0.698	0.216	0.333	xet
dread	0.153	0.792	0.368	ditirsin
dreaded	0.122	0.706	0.460	ditirsiyan
dreadful	0.092	0.786	0.348	tirsnak
dreadfully	0.246	0.806	0.306	tirsnak
dreading	0.125	0.760	0.377	ditirsin
dream	0.844	0.157	0.328	xewn
dreamboat	0.776	0.491	0.458	dreamboat
dreamer	0.820	0.394	0.455	xeyalperest
dreaming	0.854	0.320	0.336	xewn dîtin
dreamland	0.844	0.471	0.566	dreamland
dreams	0.865	0.415	0.530	xeyalan
dreamt	0.812	0.380	0.518	xewn dîtin
dreamy	0.837	0.350	0.500	xeyalî
dreary	0.260	0.490	0.324	xedar
dredge	0.427	0.445	0.444	dredge
drenched	0.302	0.361	0.388	avjenî kirin
dress	0.760	0.300	0.345	lebas
dresser	0.604	0.398	0.473	dresser
dressmaker	0.698	0.460	0.483	cilfiroş
dressy	0.800	0.570	0.696	dressy
dribble	0.417	0.551	0.465	dribble
dried	0.427	0.260	0.385	ziwa kirin
drier	0.306	0.347	0.392	hişktir
drift	0.316	0.520	0.375	drift
drifted	0.312	0.542	0.310	rijandin
drifter	0.449	0.512	0.391	drifter
driftwood	0.321	0.283	0.439	driftwood
drill	0.250	0.602	0.573	qûlker
drink	0.650	0.552	0.474	vexwarin
drinker	0.365	0.735	0.441	vexwar
drinking	0.562	0.459	0.317	vexwarin
drinks	0.729	0.656	0.412	vedixwe
drip	0.392	0.193	0.175	dilop
dripping	0.302	0.257	0.267	rijandin
drive	0.625	0.689	0.713	ajotin
drivel	0.398	0.469	0.463	drivel
driver	0.553	0.538	0.637	ajotvan
driveway	0.612	0.392	0.689	driveway
drizzle	0.521	0.353	0.319	rijandin
droll	0.459	0.573	0.422	rijandin
drone	0.429	0.686	0.596	drone
drones	0.398	0.577	0.588	drone
drool	0.385	0.398	0.204	drool
drooping	0.245	0.558	0.353	daketin
droopy	0.438	0.350	0.297	droopy
drop	0.479	0.321	0.291	dilopkirin
droplet	0.625	0.208	0.194	dilopek
dropout	0.253	0.550	0.481	xizmetên mişterîyan
dropper	0.333	0.216	0.236	dropper
drought	0.133	0.353	0.267	bêavî
drove	0.541	0.528	0.623	ajot
drown	0.071	0.860	0.270	fetisîn
drowsiness	0.260	0.194	0.303	xewbûn
drowsy	0.375	0.180	0.240	drowsy
drudgery	0.094	0.522	0.241	zehmetî
drug	0.214	0.790	0.453	tevazok
drug dealing	0.042	0.843	0.500	bazirganiya narkotîkê
drugged	0.102	0.750	0.321	tiryak kirin
druggist	0.240	0.561	0.417	tevazokevan
drugs	0.167	0.750	0.368	derman
drugstore	0.490	0.343	0.518	dermanxane
druid	0.517	0.445	0.481	druid
drum	0.615	0.679	0.339	defik
drummer	0.646	0.700	0.564	devikvan
drumming	0.594	0.750	0.426	drumming
drunk	0.194	0.800	0.250	serxweş
drunk driving	0.073	0.900	0.306	ajotina serxweş
drunkard	0.240	0.873	0.250	serxweş
drunken	0.155	0.849	0.250	serxweş
drunkenness	0.214	0.774	0.336	serxweşî
dry	0.363	0.169	0.311	zûha
dryer	0.479	0.343	0.277	dryer
dryness	0.292	0.296	0.263	zûhatî
dual	0.573	0.330	0.384	dual
dualism	0.490	0.406	0.536	dualîzm
duality	0.438	0.520	0.503	dualîbûn
dub	0.510	0.480	0.387	dub
dubious	0.414	0.480	0.198	dubious
duchess	0.656	0.548	0.711	duchess
duck	0.594	0.337	0.236	werdek
ducking	0.344	0.573	0.294	ducking
duckling	0.602	0.353	0.263	duckling
ducky	0.520	0.430	0.368	ducky
duct	0.449	0.435	0.430	duct
ductile	0.508	0.420	0.433	ductile
dud	0.167	0.455	0.246	dud
dude	0.809	0.356	0.615	heval
duds	0.347	0.311	0.339	duds
due	0.562	0.340	0.467	ber
duel	0.271	0.696	0.589	duel
dues	0.367	0.461	0.288	deynên
duet	0.694	0.693	0.527	duet
duffel	0.500	0.400	0.384	duffel
dugout	0.490	0.370	0.463	dugout
duh	0.357	0.461	0.364	duh
duke	0.667	0.440	0.669	duke
dull	0.194	0.120	0.185	dull
dullard	0.450	0.480	0.365	dullard
dumb	0.188	0.330	0.151	bêdeng
dumbasses	0.316	0.590	0.363	dumbasses
dumbbell	0.302	0.469	0.364	dumbbell
dumbbitch	0.281	0.636	0.393	dumbbitch
dumfound	0.271	0.551	0.295	dumfound
dumfounder	0.406	0.481	0.400	dumfounder
dummy	0.440	0.144	0.250	dummy
dump	0.345	0.500	0.370	avêtin
dumpling	0.580	0.321	0.360	dumpling
dumps	0.302	0.583	0.365	avêtin
dumpster	0.229	0.418	0.101	dumpster
dun	0.458	0.431	0.339	dun
dunce	0.188	0.327	0.146	dunce
dune	0.459	0.173	0.414	girik
dung	0.104	0.549	0.149	dung
dungeon	0.276	0.608	0.440	binerd
dunk	0.406	0.333	0.475	dunk
duo	0.510	0.500	0.447	duo
dupe	0.184	0.760	0.327	dupe
duplex	0.592	0.452	0.467	duplex
duplicate	0.521	0.490	0.338	cote
duplication	0.480	0.564	0.577	zêdejimarkirin
duplicity	0.406	0.500	0.578	dubendî
durability	0.750	0.398	0.813	xweparêzî
durable	0.740	0.294	0.688	herdemîn
duration	0.656	0.370	0.536	demajok
duress	0.302	0.569	0.612	zordarî
dusk	0.532	0.276	0.519	êvartarî
dusky	0.229	0.528	0.324	dusky
dust	0.344	0.246	0.241	toz
duster	0.408	0.265	0.296	duster
dustpan	0.609	0.466	0.371	dustpan
dusty	0.406	0.294	0.255	tozîn
dutiful	0.724	0.245	0.585	dutiful
duty	0.583	0.579	0.651	wezîfe
dwarf	0.370	0.340	0.288	dwarf
dwarfed	0.365	0.265	0.293	dwarfed
dweeb	0.354	0.446	0.327	dweeb
dwell	0.698	0.245	0.611	rûniştin
dweller	0.615	0.304	0.500	niştecîh
dwelling	0.765	0.330	0.481	niştecîh
dye	0.479	0.314	0.371	malê rengan
dying	0.040	0.664	0.422	dimirin
dyke	0.438	0.396	0.566	dyke
dynamic	0.724	0.750	0.836	dînamîk
dynamical	0.786	0.730	0.827	dînamîk
dynamics	0.745	0.682	0.774	dînamîkên
dynamite	0.344	0.860	0.783	dînamît
dynamo	0.531	0.650	0.593	dînemo
dynasty	0.725	0.588	0.936	xanedana
dysentery	0.260	0.528	0.345	dîzenterî
dysfunction	0.156	0.410	0.386	disfunction
dysfunctional	0.125	0.558	0.307	nefunctional
dyspepsia	0.212	0.470	0.460	dîspepsî
eager	0.521	0.812	0.306	jîrane
eagerness	0.406	0.621	0.443	dilxwazî
eagle	0.604	0.594	0.679	qertel
ear	0.469	0.216	0.231	gûh
earful	0.533	0.462	0.443	earful
earl	0.582	0.461	0.794	earl
earlier	0.562	0.352	0.339	berê
early	0.633	0.373	0.426	zû
earn	0.865	0.769	0.817	qezenckirin
earnest	0.653	0.380	0.670	jidil
earnestly	0.847	0.490	0.717	bi dilgermî
earnestness	0.812	0.373	0.615	jidilbûn
earnings	0.938	0.650	0.875	hatinên
earpiece	0.583	0.286	0.452	earpiece
earring	0.583	0.520	0.500	gûhar
earrings	0.676	0.346	0.517	guhar
earshot	0.552	0.332	0.408	earshot
earth	0.750	0.225	0.614	erd
earthenware	0.552	0.210	0.320	erdenware
earthling	0.531	0.412	0.570	erdnigarî
earthly	0.625	0.318	0.518	erdî
earthquake	0.073	0.930	0.812	erdhejî
earthy	0.375	0.413	0.404	erdî
ease	0.796	0.385	0.491	sivikî
easel	0.694	0.340	0.527	easel
easement	0.479	0.345	0.302	easement
easily	0.885	0.279	0.453	bi hêsanî
east	0.510	0.250	0.317	rohilat
eastbound	0.541	0.408	0.402	li rojhilat
eastern	0.521	0.420	0.480	rohilatî
easy	0.865	0.194	0.373	sivik
easygoing	0.823	0.276	0.538	hêsangir
eat	0.731	0.500	0.464	xwarin
eater	0.459	0.337	0.510	dixwar
eating	0.847	0.491	0.615	xwarin
eatingdisorders	0.365	0.608	0.508	nexweşiyên xwarinê
eavesdrop	0.375	0.710	0.368	guhdarî kirin
eavesdropping	0.490	0.380	0.441	guhdarî kirin
ebb	0.354	0.451	0.404	ebb
ebony	0.490	0.317	0.400	ebony
ebullient	0.659	0.856	0.746	ebullient
eccentric	0.531	0.806	0.721	eccentric
eccentricity	0.408	0.735	0.745	eccentricity
ecclesiastical	0.673	0.270	0.660	ecclesiastical
echelon	0.490	0.404	0.425	echelon
echinacea	0.592	0.418	0.454	echinacea
echo	0.573	0.373	0.345	dengvegerîn
eclectic	0.646	0.542	0.508	eklektîk
eclipse	0.541	0.469	0.616	tarîreş
ecliptic	0.531	0.520	0.556	ecliptic
ecological	0.885	0.290	0.607	ekolojîk
economic	0.561	0.408	0.639	aborîn
economical	0.667	0.564	0.673	aborî
economics	0.625	0.481	0.632	aborî
economy	0.583	0.434	0.771	abor
ecosystem	0.729	0.259	0.633	ekosîstema
ecstasy	0.796	0.922	0.655	ecstasy
ecstatic	0.875	0.769	0.742	ecstatic
ecumenical	0.561	0.450	0.547	ekumenîk
eddy	0.500	0.394	0.350	eddy
edema	0.250	0.519	0.318	edema
edge	0.439	0.470	0.468	qerax
edging	0.479	0.394	0.370	xêzkirin
edgy	0.281	0.895	0.306	edgy
edible	0.750	0.425	0.497	xwarinê
edict	0.316	0.547	0.560	edict
edification	0.625	0.481	0.697	edification
edifice	0.551	0.403	0.610	avahî
edit	0.510	0.410	0.544	weşandin
editing	0.604	0.404	0.493	editing
edition	0.542	0.455	0.564	edition
editor	0.772	0.431	0.673	weşanvan
editorial	0.583	0.330	0.570	edîtorî
educate	0.760	0.380	0.728	gîhandin
educated	0.816	0.297	0.625	xwendiye
education	0.896	0.275	0.840	zanyarî
educational	0.745	0.457	0.764	perwerdeyî
educator	0.827	0.317	0.845	perwerdekar
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	marmasî
eerie	0.265	0.771	0.442	eerie
effect	0.570	0.518	0.608	tesîr
effective	0.844	0.632	0.891	tesîrane
effectiveness	0.640	0.654	0.812	bandorkerî
effects	0.470	0.578	0.379	bandorên
effectual	0.776	0.559	0.820	bandorker
effectually	0.724	0.500	0.594	bi bandor
effectuate	0.510	0.602	0.679	bandor kirin
effeminate	0.337	0.619	0.291	efendî
efficacious	0.823	0.698	0.845	bi bandor
efficacy	0.802	0.490	0.906	karîgerî
efficiency	0.802	0.509	0.892	kêrhatîya bicîanîn
efficient	0.959	0.604	0.830	kêrhatê bicîanîn
effigy	0.510	0.440	0.401	effigy
effort	0.698	0.778	0.858	berxwedanî
effortless	0.626	0.090	0.352	bê hewldan
effusion	0.344	0.730	0.472	effusion
effyou	0.354	0.529	0.490	effyou
egg	0.684	0.241	0.293	hêk
egghead	0.316	0.492	0.284	egghead
eggnog	0.635	0.360	0.259	eggnog
eggplant	0.592	0.152	0.323	eggplant
eggshell	0.408	0.269	0.212	eggshell
ego	0.328	0.576	0.593	ego
egomaniac	0.133	0.708	0.596	egomaniac
egotistical	0.156	0.667	0.363	egoîstîk
egregious	0.150	0.716	0.442	egregious
egress	0.490	0.429	0.287	derketin
eight	0.540	0.199	0.315	heşt
eighteen	0.523	0.340	0.404	hejdeh
eighth	0.531	0.226	0.380	heştem
eighty	0.500	0.300	0.453	heştê
ejaculate	0.604	0.896	0.604	ejaculate
ejaculation	0.615	0.893	0.547	ejaculation
eject	0.434	0.656	0.559	derveavêtin
ejection	0.188	0.836	0.554	derxistin
elaborate	0.561	0.367	0.680	dûrûdirîj
elaboration	0.708	0.500	0.598	berfirehkirin
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	derbasbûn
elapsed	0.583	0.451	0.493	derbas bû
elastic	0.656	0.518	0.385	elastîk
elasticity	0.635	0.452	0.582	elasticity
elated	0.792	0.960	0.725	dilgeş
elation	0.740	0.853	0.623	elation
elbow	0.448	0.133	0.254	enîşk
eld	0.471	0.292	0.451	eld
elder	0.448	0.153	0.462	gewretir
elders	0.602	0.260	0.441	mezinan
eldest	0.625	0.471	0.741	mezin
elect	0.667	0.554	0.661	hilbijartin
election	0.625	0.519	0.651	hilbajartinî
elective	0.612	0.380	0.623	hilbijartî
elector	0.479	0.520	0.766	hilbijêr
electoral	0.490	0.631	0.602	hilbijartinê
electorate	0.560	0.380	0.696	hilbijêr
electric	0.458	0.708	0.512	elatrîkî
electric slide	0.542	0.660	0.536	slide elektrîkê
electrical	0.531	0.620	0.688	elektrîkê
electrician	0.449	0.590	0.620	elektrîkê
electricity	0.698	0.810	0.733	elatrîk
electrify	0.520	0.769	0.737	elektrîk kirin
electrocute	0.271	0.731	0.555	elektrîkê
electrocution	0.177	0.844	0.692	elektrîkê
electromagnetic	0.531	0.632	0.683	elektromagnetîk
electron	0.520	0.455	0.560	elektron
electronic	0.571	0.490	0.704	elektronîk
electronics	0.708	0.545	0.574	elektronîk
elegance	0.918	0.396	0.824	çelengî
elegant	0.865	0.500	0.685	çeleng
element	0.531	0.259	0.481	pêve
elemental	0.627	0.306	0.711	elementar
elementary	0.594	0.286	0.686	seretayî
elements	0.510	0.312	0.462	hêmanên
elephant	0.531	0.510	0.615	fîl
elevate	0.812	0.500	0.804	bilind kirin
elevated	0.704	0.594	0.620	bilind kirin
elevation	0.760	0.759	0.711	girik
elevator	0.562	0.604	0.676	esansor
eleven	0.449	0.250	0.430	yanzdeh
eleventh	0.594	0.329	0.357	yanzdehem
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	derxistin
eligible	0.750	0.400	0.518	heqdar
eliminate	0.265	0.670	0.324	jiberrakirin
elimination	0.052	0.667	0.431	tasfiyekirin
elite	0.688	0.704	0.737	elît
elitist	0.500	0.606	0.656	elîtîst
elixir	0.708	0.587	0.604	elixir
elk	0.439	0.337	0.340	elk
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	elipse
ellipsis	0.653	0.358	0.314	elipsis
ellipsoid	0.500	0.440	0.419	elipsoid
elliptic	0.500	0.431	0.528	eliptîk
elliptical	0.338	0.385	0.490	elîptîkî
elm	0.510	0.345	0.321	elm
elongate	0.583	0.385	0.540	dirêjkirin
elongation	0.561	0.500	0.500	dirêjbûn
elope	0.396	0.694	0.528	elope
eloquence	0.729	0.490	0.804	eloquence
eloquent	0.870	0.680	0.741	eloquent
elucidate	0.583	0.509	0.518	ronî kirin
elucidation	0.650	0.574	0.586	ronîkirin
elude	0.438	0.521	0.464	jiberçûn
elusive	0.229	0.615	0.466	jidestrevî
emaciated	0.103	0.541	0.151	zirav kirin
email	0.698	0.230	0.456	email
emanate	0.653	0.464	0.554	emanate
emancipation	0.704	0.684	0.763	emancipation
embankment	0.677	0.438	0.436	embankment
embargo	0.229	0.564	0.443	embargo
embark	0.541	0.550	0.619	gemîkirin
embarrass	0.082	0.667	0.364	şermezarkirin
embarrassed	0.184	0.560	0.246	şerm kirin
embarrassing	0.226	0.809	0.225	fedîkarî
embarrassment	0.143	0.685	0.226	fedî
embassy	0.622	0.333	0.758	sefaret
embattled	0.235	0.724	0.421	şer kirin
embed	0.417	0.554	0.670	embed
embellish	0.842	0.500	0.769	xemilandin
embellishment	0.673	0.449	0.405	xemilandin
embers	0.490	0.481	0.508	embers
embezzlement	0.143	0.827	0.435	xespkirin
embezzler	0.146	0.823	0.491	ebezzler
emblem	0.640	0.330	0.754	nîşan
emblematic	0.771	0.459	0.798	sembolîk
embodiment	0.562	0.690	0.663	embodiment
embolism	0.104	0.660	0.302	embolî
embossed	0.531	0.481	0.500	embossed
embrace	0.949	0.490	0.452	himbêzkirin
embroidered	0.677	0.279	0.407	embroidered
embroidery	0.781	0.358	0.280	embroidery
embroiled	0.337	0.721	0.420	tevlihev kirin
embryo	0.673	0.469	0.453	limik
embryonic	0.573	0.453	0.598	embryonîk
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	zimrûd
emerge	0.602	0.594	0.731	derketina meydanê
emergence	0.276	0.857	0.676	derketina holê
emergency	0.200	0.900	0.571	acîlîyet
emeritus	0.633	0.402	0.735	emeritus
emery	0.469	0.583	0.472	emerî
emetophobia	0.243	0.620	0.403	emetofobiya
emigrate	0.356	0.812	0.508	welatberdan
emigration	0.564	0.664	0.432	welatberdanî
eminence	0.816	0.644	0.837	eminence
eminent	0.740	0.620	0.830	eminent
eminently	0.694	0.607	0.773	eminently
emir	0.510	0.396	0.621	emir
emissary	0.562	0.462	0.636	şandî
emission	0.510	0.453	0.591	emission
emit	0.638	0.445	0.510	emit
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	his
emotional	0.779	0.714	0.526	hisî
emotive	0.917	0.741	0.525	hestyar
empathic	0.760	0.570	0.558	empathic
empathize	0.802	0.591	0.660	empatî kirin
empathy	0.729	0.349	0.545	empatî
emperor	0.651	0.704	0.962	keyser
emphasis	0.653	0.745	0.816	bidengî
emphasize	0.510	0.605	0.769	bidengkirin
emphatic	0.615	0.707	0.732	emphatic
emphysema	0.156	0.556	0.336	emfizema
empire	0.688	0.730	0.944	qiralîyet
empirical	0.500	0.510	0.574	ampîrîk
empiricism	0.583	0.460	0.547	empirîzm
employ	0.729	0.481	0.702	kardayin
employee	0.582	0.361	0.481	karker
employer	0.663	0.518	0.767	karda
employment	0.750	0.594	0.611	kar
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	bi hêz bike
empress	0.716	0.669	0.855	empress
emptiness	0.177	0.173	0.184	valahiya
emption	0.570	0.406	0.458	emption
empty	0.188	0.183	0.081	vala
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	emilandin
emulsion	0.562	0.431	0.453	emulsion
enable	0.760	0.491	0.782	bikêrkirin
enablement	0.600	0.451	0.750	enablement
enact	0.680	0.564	0.598	pêk anîn
enactment	0.667	0.612	0.769	qanûnîkirin
enamel	0.594	0.280	0.306	emel
encampment	0.677	0.573	0.605	encampment
enchant	0.873	0.650	0.643	efsûn
enchanted	0.917	0.633	0.687	efsûnî kirin
enchanting	0.917	0.681	0.708	efsûnî
enchantment	0.816	0.775	0.647	efsûnî
enchantress	0.398	0.663	0.479	efsûnkar
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	çemberkirin
encircling	0.510	0.368	0.557	dorpêçkirin
enclave	0.531	0.333	0.580	enclave
enclose	0.531	0.477	0.473	dorgirtin
enclosure	0.417	0.375	0.490	dorçîtkişanî
encode	0.490	0.500	0.734	encode
encomiastic	0.541	0.500	0.670	encomiastic
encomium	0.541	0.451	0.519	encomium
encompass	0.520	0.298	0.661	dihewîne
encore	0.510	0.423	0.500	encore
encounter	0.865	0.702	0.689	lihevrasthatinî
encourage	0.896	0.580	0.704	cisaretdan
encouraged	0.953	0.702	0.657	teşwîq kirin
encouragement	0.865	0.700	0.759	cisaretdanî
encouraging	0.823	0.583	0.755	teşwîqkirin
encroach	0.302	0.742	0.702	destdirêjî kirin
encroachment	0.255	0.736	0.620	destdirêjî
encrypt	0.500	0.387	0.500	şîfrekirin
encryption	0.547	0.415	0.474	şîfrekirin
encumbrance	0.300	0.521	0.480	encumbrance
encyclopedia	0.679	0.320	0.645	ensîklopediya
end	0.198	0.349	0.298	dawî
end table	0.541	0.480	0.482	tabloya dawî
endanger	0.115	0.885	0.404	talûkekirin
endangered	0.083	0.885	0.430	ketine xetereyê
endangerment	0.167	0.873	0.519	xeternak
endearing	0.663	0.434	0.604	delal
endeavor	0.677	0.755	0.765	hewldanî
ended	0.302	0.500	0.500	qediya
endemic	0.406	0.480	0.483	endemîk
endgame	0.449	0.538	0.526	dawiya lîstikê
ending	0.344	0.365	0.492	diqede
endless	0.347	0.462	0.472	bêdawî
endocarditis	0.235	0.587	0.412	endocarditis
endorse	0.592	0.392	0.472	destnîşankirin
endorsement	0.834	0.360	0.611	destûrdanî
endow	0.684	0.398	0.609	endow
endowed	0.755	0.510	0.769	bexşandin
endowment	0.685	0.578	0.647	weqfê
endpapers	0.542	0.400	0.339	endpapers
endpoint	0.311	0.410	0.448	xala dawî
endurance	0.592	0.745	0.760	berdewamî
endure	0.320	0.610	0.574	debirandin
enduring	0.633	0.459	0.768	domdar
enema	0.281	0.673	0.268	enema
enemy	0.135	0.794	0.591	dijmin
energetic	0.847	0.868	0.902	enerjîk
energize	0.792	0.810	0.875	enerjî kirin
energy	0.944	0.725	0.868	înercî
enforce	0.583	0.644	0.836	dan qebûlkirin
enforcement	0.594	0.571	0.736	bicihkirina
enforcer	0.398	0.612	0.639	îcrakar
engage	0.771	0.796	0.713	tevlî bibin
engaged	0.837	0.596	0.849	mijûl kirin
engagement	0.906	0.587	0.807	destgirî
engaging	0.948	0.612	0.862	mijûlkirin
engender	0.561	0.741	0.688	çêdibe
engine	0.615	0.644	0.676	makîne
engineer	0.719	0.500	0.875	hendese
engineering	0.735	0.471	0.836	endezyariyê
engrave	0.486	0.442	0.517	bingehkirin
engraved	0.542	0.375	0.473	gravur kirin
engraver	0.552	0.417	0.500	gravurkar
engraving	0.604	0.430	0.442	gravurkirin
engrossed	0.541	0.471	0.304	gêjbûn
engrossing	0.698	0.702	0.750	balkêş
engulf	0.398	0.573	0.500	dihelînin
enhance	0.802	0.578	0.814	zêde bike
enhancement	0.877	0.490	0.741	zêdekirina
enigma	0.513	0.700	0.500	enigma
enigmatic	0.469	0.589	0.679	enigmatîk
enjoin	0.594	0.454	0.732	emir kirin
enjoy	0.959	0.725	0.750	hizkirin
enjoyable	1.000	0.481	0.605	dilfirehkirane
enjoying	0.908	0.759	0.759	kêf kirin
enjoyment	0.930	0.612	0.716	xweşî
enlarge	0.735	0.606	0.688	mezinkirin
enlarged	0.673	0.490	0.518	mezin kirin
enlargement	0.677	0.577	0.616	mezinkirinî
enlighten	0.729	0.549	0.667	ronî kirin
enlightened	0.956	0.566	0.700	ronî kirin
enlightening	0.825	0.729	0.727	ronîkirin
enlightenment	0.837	0.549	0.619	ronakbîrî
enlist	0.510	0.370	0.483	enlist
enliven	0.833	0.683	0.702	zindî kirin
enmity	0.094	0.706	0.382	dijminatî
ennui	0.406	0.461	0.316	ennui
enormity	0.594	0.648	0.848	enormity
enormous	0.677	0.665	0.886	pirr mezin
enormously	0.760	0.694	0.872	pir mezin
enraged	0.083	0.962	0.636	hêrs kirin
enrich	0.896	0.731	0.705	dewlemend bike
