English Word	Valence	Arousal	Dominance	Chinese-Simplified Word
breeding	0.667	0.481	0.610	配种
breeze	0.837	0.284	0.370	微风
breezy	0.531	0.472	0.482	微风轻拂
brethren	0.917	0.380	0.641	弟兄们
breve	0.535	0.365	0.191	简短
brevity	0.459	0.434	0.375	简洁
brew	0.740	0.538	0.758	酿造
brewery	0.710	0.622	0.510	啤酒厂
brewing	0.740	0.593	0.609	酿造
briar	0.493	0.375	0.407	野蔷薇
bribe	0.112	0.690	0.472	贿赂
bribery	0.135	0.775	0.585	受贿
brick	0.217	0.418	0.368	砖
bridal	0.823	0.655	0.596	新娘
bride	0.840	0.708	0.579	新娘
bridegroom	0.809	0.736	0.527	新郎
bridesmaid	0.748	0.519	0.618	伴娘
bridge	0.625	0.324	0.519	桥
bridle	0.427	0.367	0.386	辔
brief	0.469	0.300	0.279	简短的
briefcase	0.542	0.206	0.442	公文包
briefing	0.612	0.333	0.702	简报
briefly	0.686	0.314	0.330	简要地
brig	0.573	0.539	0.500	双桅船
brigade	0.604	0.710	0.828	旅
bright	0.890	0.527	0.812	明亮的
brighten	0.760	0.547	0.649	提亮
brightens	0.771	0.611	0.613	提亮
brighter	0.918	0.698	0.833	更亮
brightness	0.938	0.623	0.660	亮度
brilliance	0.990	0.673	0.830	光彩
brilliant	0.939	0.575	0.923	杰出的
brim	0.469	0.333	0.330	边缘
brimming	0.656	0.690	0.758	充满
brimstone	0.357	0.520	0.440	硫磺
brine	0.333	0.481	0.361	盐水
bring	0.635	0.460	0.462	带来
brink	0.375	0.413	0.356	边缘
brisk	0.719	0.745	0.742	轻快
brisket	0.552	0.378	0.222	胸部
bristle	0.375	0.375	0.326	鬃
brittle	0.276	0.490	0.272	脆
bro	0.794	0.349	0.684	兄弟
broach	0.438	0.439	0.675	拉刀
broad	0.762	0.365	0.637	广阔
broadcast	0.615	0.587	0.355	播送
broadcasting	0.542	0.700	0.706	广播
broaden	0.678	0.602	0.610	扩大
broadside	0.459	0.316	0.462	宽边
broadsword	0.469	0.573	0.615	大刀
brocade	0.500	0.327	0.464	锦缎
broccoli	0.469	0.200	0.283	西兰花
brochure	0.552	0.226	0.391	宣传册
broil	0.510	0.404	0.330	烤
broke	0.245	0.590	0.370	坏了
broken	0.062	0.500	0.293	破碎的
brokenheart	0.115	0.577	0.343	伤心
brokenhearted	0.130	0.598	0.227	心碎了
broker	0.582	0.462	0.600	经纪人
brokerage	0.479	0.500	0.500	经纪
bromide	0.347	0.425	0.411	溴化物
bronco	0.500	0.510	0.473	野马
bronze	0.622	0.333	0.526	青铜
brooch	0.531	0.260	0.380	胸针
brood	0.633	0.519	0.434	育雏
brooding	0.327	0.367	0.333	沉思
brook	0.594	0.347	0.412	溪
broom	0.385	0.154	0.302	扫帚
broomstick	0.410	0.265	0.227	扫帚
broth	0.500	0.245	0.168	肉汤
brothel	0.255	0.886	0.418	妓院
brother	0.823	0.361	0.546	兄弟
brotherhood	0.990	0.471	0.760	兄弟情谊
brotherly	0.865	0.306	0.596	兄弟般的
brow	0.562	0.311	0.481	眉头
brown	0.396	0.202	0.293	棕色的
brownstone	0.559	0.423	0.439	褐砂石
browse	0.635	0.750	0.592	浏览
brrr	0.373	0.540	0.282	brrr
bruise	0.133	0.640	0.474	挫伤
bruising	0.084	0.520	0.422	瘀血
brunch	0.406	0.363	0.343	早午餐
brunette	0.802	0.528	0.529	黑发
brunt	0.204	0.750	0.349	首当其冲
brush	0.490	0.265	0.186	刷子
brutal	0.122	0.882	0.643	野蛮
brutality	0.122	0.832	0.571	残酷
brute	0.115	0.547	0.379	蛮横的
brutish	0.270	0.837	0.588	野蛮的
bubble	0.774	0.213	0.364	气泡
bubbling	0.500	0.438	0.384	冒泡
bubbly	0.698	0.608	0.462	起泡的
bubonic	0.280	0.530	0.394	腺鼠疫
buck	0.677	0.577	0.720	降压
buckaroo	0.448	0.469	0.479	巴卡鲁
bucket	0.408	0.167	0.336	桶
buckle	0.416	0.373	0.361	扣上
buckled	0.427	0.358	0.439	扣
bucko	0.439	0.455	0.465	巴科
buckshot	0.255	0.740	0.322	铅弹
buckwheat	0.490	0.471	0.434	荞麦
bud	0.460	0.402	0.333	芽
buddha	0.690	0.198	0.604	佛
buddhism	0.510	0.115	0.673	佛教
budding	0.490	0.500	0.355	萌芽
buddy	0.884	0.585	0.655	伙伴
budge	0.719	0.755	0.543	预算
budget	0.643	0.396	0.731	预算
buff	0.561	0.425	0.361	浅黄色
buffalo	0.469	0.528	0.527	水牛
buffer	0.520	0.474	0.350	缓冲
buffering	0.479	0.468	0.381	缓冲
buffet	0.656	0.546	0.519	自助餐
buffoon	0.344	0.651	0.290	丑角
bug	0.286	0.500	0.246	漏洞
bugaboo	0.439	0.491	0.441	bugaboo
bugged	0.561	0.439	0.500	窃听
bugger	0.312	0.627	0.474	臭虫
buggy	0.500	0.509	0.327	越野车
bugle	0.479	0.588	0.391	号角
bugler	0.542	0.540	0.393	司号员
build	0.771	0.546	0.806	建造
builder	0.660	0.642	0.701	建设者
building	0.705	0.288	0.673	建造
buildings	0.582	0.380	0.552	建筑物
buildup	0.490	0.509	0.623	积聚
bulb	0.562	0.208	0.300	电灯泡
bulbous	0.390	0.442	0.430	球根状
bulge	0.260	0.487	0.400	凸
bulimic	0.092	0.570	0.373	暴食症
bulk	0.469	0.413	0.509	块
bulkhead	0.312	0.425	0.402	舱壁
bulky	0.427	0.591	0.750	笨重
bull	0.521	0.640	0.644	公牛
bulldog	0.494	0.650	0.530	斗牛犬
bulldozer	0.459	0.549	0.643	推土机
bullet	0.408	0.794	0.634	子弹
bulletin	0.573	0.294	0.361	公告
bulletproof	0.750	0.721	0.779	防弹
bullfighter	0.448	0.794	0.664	斗牛士
bullfrog	0.344	0.481	0.422	牛蛙
bullheaded	0.229	0.740	0.516	公牛当家
bullhorn	0.510	0.653	0.736	扩音器
bullion	0.693	0.558	0.729	金条
bullock	0.281	0.402	0.375	犍
bullpen	0.480	0.549	0.500	牛棚
bullshit	0.042	0.676	0.183	废话
bully	0.257	0.755	0.564	欺负
bulwark	0.551	0.552	0.675	堡垒
bum	0.281	0.451	0.155	屁股
bumblebee	0.469	0.493	0.321	熊蜂
bummed	0.296	0.430	0.227	闷闷不乐
bummer	0.163	0.500	0.267	无赖
bump	0.286	0.458	0.368	撞
bumper	0.385	0.573	0.518	保险杠
bumpy	0.306	0.683	0.419	起疙瘩的
bun	0.424	0.306	0.268	包子
bunch	0.552	0.358	0.473	束
bundle	0.510	0.343	0.434	捆
bungalow	0.562	0.352	0.406	平房
bungee	0.637	0.545	0.327	蹦极
bunghole	0.286	0.426	0.396	坑洞
bunion	0.276	0.340	0.290	拇囊炎
bunk	0.438	0.332	0.339	假寐
bunker	0.375	0.673	0.773	掩体
bunkhouse	0.470	0.414	0.407	工房
bunny	0.740	0.325	0.194	兔子
bunt	0.417	0.422	0.349	短打
buoy	0.562	0.280	0.284	浮标
buoyancy	0.625	0.373	0.538	浮力
buoyant	0.625	0.441	0.497	浮力
bur	0.385	0.353	0.314	车针
burden	0.367	0.583	0.697	负担
burdened	0.429	0.519	0.565	负担沉重
burdensome	0.229	0.696	0.419	繁重的
bureau	0.562	0.373	0.618	局
bureaucracy	0.380	0.578	0.740	官僚
bureaucrat	0.208	0.519	0.598	官僚
bureaucratic	0.280	0.630	0.573	官僚的
burger	0.688	0.568	0.398	汉堡包
burglar	0.050	0.769	0.404	窃贼
burglary	0.146	0.918	0.543	入室盗窃
burial	0.203	0.577	0.333	葬礼
buried	0.133	0.530	0.370	埋没
burke	0.466	0.441	0.451	伯克
burlap	0.429	0.462	0.411	粗麻布
burlesque	0.327	0.615	0.343	滑稽的
burly	0.562	0.650	0.750	魁梧
burn	0.219	0.783	0.509	烧伤
burned	0.163	0.603	0.347	烧毁
burner	0.296	0.816	0.446	刻录机
burning	0.229	0.760	0.412	燃烧
burnished	0.520	0.580	0.464	抛光
burnout	0.219	0.445	0.240	燃尽
burnt	0.082	0.713	0.356	烧焦
burp	0.219	0.594	0.432	打嗝
burr	0.390	0.426	0.308	毛刺
burrito	0.688	0.294	0.166	墨西哥卷饼
burro	0.400	0.356	0.318	驴子
burrow	0.438	0.280	0.355	挖洞
bursary	0.729	0.462	0.571	助学金
burst	0.156	0.894	0.845	爆裂
bury	0.077	0.571	0.346	埋葬
bus	0.407	0.411	0.400	公共汽车
busboy	0.510	0.453	0.441	服务生
bush	0.413	0.220	0.315	衬套
bushel	0.417	0.387	0.368	蒲式耳
bushy	0.562	0.321	0.427	浓密的
business	0.688	0.569	0.755	商业
business man	0.530	0.598	0.933	商人
businessman	0.653	0.510	0.802	商人
businesswoman	0.719	0.500	0.764	女商人
busload	0.561	0.481	0.492	总线负载
buss	0.469	0.500	0.391	巴士
bust	0.520	0.500	0.420	摔碎
busted	0.204	0.676	0.345	破获
buster	0.469	0.491	0.483	克星
bustle	0.347	0.814	0.445	忙碌
bustling	0.490	0.850	0.528	繁华
busy	0.402	0.500	0.474	忙碌的
busybody	0.255	0.634	0.472	好管闲事
butane	0.442	0.483	0.380	丁烷
butcher	0.500	0.575	0.608	屠夫
butler	0.469	0.225	0.438	管家
butt	0.347	0.725	0.336	屁股
butter	0.650	0.292	0.202	牛油
buttercup	0.562	0.482	0.422	毛茛
butterfly	0.892	0.327	0.314	蝴蝶
buttermilk	0.633	0.311	0.304	酪
butterscotch	0.708	0.510	0.356	奶油糖果
buttery	0.625	0.318	0.303	黄油
buttock	0.429	0.600	0.288	臀部
buttocks	0.458	0.677	0.365	臀部
button	0.520	0.220	0.343	按钮
buttress	0.438	0.684	0.721	支持
buxom	0.562	0.719	0.547	丰满
buy	0.771	0.769	0.612	买
buyer	0.613	0.519	0.649	买方
buying	0.665	0.784	0.589	购买
buzz	0.333	0.686	0.375	嗡嗡声
buzzard	0.350	0.500	0.225	秃鹰
buzzed	0.583	0.549	0.448	嗡嗡声
buzzer	0.549	0.716	0.480	蜂鸣器
buzzing	0.430	0.588	0.370	嗡嗡声
bye	0.375	0.398	0.321	再见
bygone	0.229	0.310	0.315	过去的
bylaw	0.469	0.373	0.725	章程
byline	0.469	0.450	0.435	署名
bypass	0.429	0.418	0.353	旁路
bystander	0.480	0.462	0.491	旁观者
byte	0.490	0.380	0.407	字节
byzantine	0.546	0.443	0.492	拜占庭式
cab	0.438	0.490	0.421	出租车
cabal	0.500	0.406	0.573	阴谋
cabana	0.698	0.296	0.407	小屋
cabaret	0.677	0.656	0.482	歌舞表演
cabbage	0.398	0.225	0.264	卷心菜
cabbie	0.521	0.417	0.429	出租车司机
cabernet	0.543	0.420	0.480	赤霞珠
cabin	0.643	0.292	0.430	舱
cabinet	0.552	0.306	0.465	内阁
cable	0.583	0.245	0.434	电缆
caboodle	0.529	0.521	0.325	一堆堆
caboose	0.440	0.453	0.438	守车
cabriolet	0.667	0.525	0.472	敞篷车
cache	0.552	0.348	0.389	缓存
cacophony	0.408	0.562	0.440	杂音
cactus	0.439	0.412	0.284	仙人掌
cad	0.447	0.406	0.404	cad
cadaver	0.030	0.690	0.260	尸体
caddie	0.521	0.435	0.259	球童
caddy	0.580	0.470	0.380	球童
cadence	0.427	0.473	0.355	节奏
cadet	0.504	0.393	0.664	学员
cafe	0.781	0.392	0.358	咖啡店
cafeteria	0.757	0.400	0.382	自助餐厅
caffeine	0.562	0.759	0.500	咖啡因
cage	0.316	0.333	0.352	笼
cagey	0.542	0.363	0.582	谨慎
cahoots	0.312	0.696	0.474	勾结
cairn	0.260	0.435	0.254	凯恩
cake	0.810	0.375	0.287	蛋糕
cakewalk	0.719	0.510	0.447	蛋糕步道
calamari	0.521	0.312	0.406	鱿鱼
calamitous	0.219	0.685	0.500	灾难性的
calamity	0.122	0.795	0.343	灾害
calcareous	0.490	0.368	0.462	钙质
calcium	0.600	0.346	0.479	钙
calculate	0.490	0.452	0.440	计算
calculated	0.633	0.425	0.683	计算出来的
calculating	0.458	0.430	0.625	计算
calculation	0.646	0.453	0.606	计算
calculator	0.513	0.283	0.588	计算器
calculus	0.360	0.360	0.562	结石
calendar	0.480	0.212	0.473	日历
calender	0.531	0.275	0.451	压延机
calf	0.531	0.366	0.336	小牛
caliber	0.429	0.551	0.606	口径
calibrate	0.552	0.460	0.623	校准
calico	0.406	0.338	0.491	印花布
calipers	0.480	0.510	0.481	卡尺
calisthenics	0.562	0.663	0.545	健美操
call	0.594	0.627	0.558	称呼
callback	0.524	0.529	0.434	打回来
caller	0.646	0.615	0.472	呼叫者
calligraphy	0.620	0.216	0.500	书法
calling	0.646	0.590	0.483	打电话
callous	0.245	0.500	0.386	冷酷
calls	0.608	0.431	0.551	来电
calm	0.875	0.100	0.282	冷静的
calming	0.885	0.105	0.360	镇定
calmness	0.934	0.105	0.394	冷静
caloric	0.327	0.483	0.448	热量
calorie	0.333	0.540	0.427	卡路里
calorimeter	0.406	0.560	0.414	热量计
cam	0.448	0.363	0.355	凸轮
camaraderie	0.833	0.510	0.648	友情
camber	0.430	0.382	0.439	外倾角
camcorder	0.556	0.422	0.454	摄像机
camel	0.540	0.282	0.314	骆驼
cameo	0.573	0.457	0.509	客串
camera	0.640	0.288	0.379	相机
cameraman	0.542	0.452	0.542	摄影师
camisole	0.497	0.250	0.375	吊带背心
camouflage	0.438	0.585	0.450	伪装
camouflaged	0.350	0.422	0.562	伪装的
camp	0.622	0.617	0.594	营
campaign	0.602	0.730	0.823	活动
campaigner	0.592	0.698	0.821	活动家
campaigning	0.531	0.663	0.741	竞选活动
camper	0.573	0.529	0.482	露营车
campfire	0.677	0.509	0.436	营火
camping	0.653	0.529	0.480	野营
campsite	0.680	0.490	0.547	营地
campus	0.604	0.388	0.519	校园
can	0.662	0.360	0.454	能够
can opener	0.444	0.491	0.308	开罐器
canal	0.673	0.259	0.321	运河
canary	0.582	0.276	0.265	金丝雀
cancel	0.214	0.306	0.368	取消
canceling	0.229	0.470	0.349	取消
cancellation	0.224	0.431	0.389	消除
cancer	0.052	0.694	0.529	癌症
candid	0.667	0.349	0.458	坦率
candidacy	0.490	0.657	0.696	候选资格
candidate	0.596	0.490	0.804	候选人
candied	0.713	0.330	0.360	脯
candle	0.602	0.221	0.344	蜡烛
candlelight	0.789	0.294	0.417	烛光
candles	0.615	0.206	0.268	蜡烛
candlestick	0.448	0.531	0.534	烛台
candor	0.740	0.389	0.607	坦率
candy	0.930	0.425	0.384	糖果
cane	0.459	0.298	0.398	甘蔗
canine	0.573	0.569	0.425	犬类
canister	0.553	0.271	0.403	罐
canker	0.262	0.469	0.427	溃疡
cannabis	0.271	0.500	0.564	大麻
canned	0.398	0.357	0.298	罐头
cannibal	0.122	0.824	0.480	食人族
cannibalism	0.094	0.890	0.583	自相残杀
canning	0.490	0.392	0.259	罐头
cannon	0.529	0.676	0.811	大炮
cannonball	0.344	0.840	0.759	炮弹
canoe	0.542	0.300	0.418	独木舟
canon	0.385	0.519	0.541	佳能
canonical	0.542	0.410	0.620	典范
canons	0.385	0.588	0.593	大炮
canopy	0.615	0.264	0.398	天篷
cantaloupe	0.592	0.212	0.276	哈密瓜
cantbreathe	0.284	0.667	0.375	无法呼吸
canteen	0.688	0.600	0.514	食堂
canterbury	0.582	0.438	0.510	坎特伯雷
canthandleit	0.354	0.613	0.354	烛光
cantilever	0.357	0.618	0.421	悬臂
cantina	0.646	0.612	0.380	小酒馆
canto	0.776	0.461	0.554	唱法
canton	0.542	0.472	0.536	广州
cantstandit	0.418	0.546	0.343	无法忍受
cantwin	0.260	0.509	0.298	孪生
canvas	0.719	0.090	0.364	帆布
canvass	0.675	0.356	0.397	帆布
canyon	0.468	0.731	0.634	峡谷
cap	0.612	0.240	0.375	帽
capability	0.833	0.571	0.730	能力
capable	0.765	0.587	0.547	有能力的
capacity	0.719	0.411	0.806	容量
cape	0.531	0.235	0.357	岬
caper	0.510	0.370	0.326	跳跃
capillary	0.469	0.365	0.395	毛细管
capital	0.520	0.500	0.798	首都
capitalism	0.448	0.686	0.848	资本主义
capitalist	0.352	0.577	0.821	资本家
capitalize	0.771	0.601	0.885	大写
capitals	0.755	0.500	0.655	首都
capitation	0.479	0.529	0.589	人头
capitol	0.535	0.375	0.705	国会大厦
capitulation	0.375	0.546	0.615	投降
cappuccino	0.792	0.279	0.384	卡布奇诺
caprice	0.333	0.640	0.430	任性
capricious	0.221	0.650	0.500	任性
caps	0.510	0.221	0.368	盖帽
capslock	0.330	0.394	0.398	大写锁定
capsule	0.583	0.290	0.570	胶囊
captain	0.552	0.653	0.966	队长
caption	0.814	0.292	0.379	标题
captivate	0.698	0.604	0.723	着迷
captivating	0.895	0.594	0.816	迷人的
captive	0.235	0.558	0.411	俘虏
captivity	0.225	0.493	0.387	囚禁
captor	0.347	0.625	0.612	捕捉者
capture	0.357	0.650	0.537	捕获
car	0.776	0.540	0.500	车
caramel	0.901	0.363	0.400	焦糖
carat	0.823	0.604	0.676	克拉
caravan	0.635	0.559	0.455	大篷车
carbon	0.604	0.360	0.350	碳
carburetor	0.469	0.612	0.555	化油器
carcass	0.115	0.529	0.309	胴体
carcinoma	0.153	0.692	0.440	癌
card	0.531	0.269	0.436	卡片
cardboard	0.500	0.173	0.309	纸板
cardiac	0.344	0.765	0.615	心脏
cardigan	0.599	0.324	0.264	开襟衫
cardinal	0.583	0.358	0.712	红衣主教
cardiologist	0.458	0.630	0.814	心脏病专家
cardiology	0.203	0.545	0.605	心脏病学
cardiomyopathy	0.177	0.645	0.537	心肌病
cards	0.568	0.317	0.320	牌
care	0.729	0.370	0.500	关心
career	0.740	0.712	0.606	职业
carefree	0.755	0.220	0.500	畅快
careful	0.625	0.538	0.530	小心
carefully	0.698	0.330	0.544	小心
careless	0.255	0.431	0.125	粗心
carelessness	0.245	0.482	0.330	疏忽
caress	0.833	0.418	0.509	抚摸
caret	0.656	0.402	0.527	插入符号
caretaker	0.714	0.531	0.759	看守人
cargo	0.408	0.444	0.455	货物
caribou	0.562	0.452	0.342	驯鹿
caricature	0.604	0.373	0.383	漫画
caries	0.115	0.569	0.283	龋齿
caring	0.635	0.469	0.500	关怀
carjack	0.438	0.682	0.439	汽车千斤顶
carnage	0.406	0.600	0.558	大屠杀
carnal	0.417	0.679	0.421	肉欲的
carnation	0.653	0.357	0.431	康乃馨
carnival	0.927	0.888	0.555	狂欢
carnivorous	0.224	0.613	0.651	肉食性的
carol	0.673	0.412	0.436	颂歌
carols	0.847	0.420	0.491	颂歌
carousel	0.704	0.500	0.412	旋转木马
carp	0.531	0.324	0.375	鲤鱼
carpal	0.449	0.327	0.420	腕骨
carpenter	0.521	0.550	0.519	木匠
carpentry	0.561	0.459	0.518	木工
carpet	0.520	0.170	0.339	地毯
carpeting	0.542	0.312	0.444	地毯
carpool	0.625	0.509	0.500	停车场
carriage	0.650	0.538	0.491	运输
carried	0.490	0.382	0.534	携带的
carrier	0.533	0.588	0.638	载体
carrot	0.500	0.235	0.279	萝卜
carry	0.635	0.380	0.500	携带
carrying	0.656	0.557	0.443	携带
carsick	0.224	0.574	0.255	晕车
cart	0.520	0.344	0.388	大车
carte	0.592	0.320	0.274	点菜
cartel	0.438	0.394	0.602	卡特尔
carter	0.312	0.480	0.431	卡特
cartilage	0.438	0.370	0.407	软骨
cartographic	0.490	0.348	0.424	制图
cartography	0.520	0.300	0.579	制图
carton	0.286	0.186	0.241	纸盒
cartoon	0.867	0.471	0.387	卡通片
cartouche	0.427	0.458	0.450	旋花
cartridge	0.458	0.500	0.407	墨盒
carve	0.469	0.443	0.598	雕刻
carver	0.418	0.500	0.500	雕刻师
carving	0.541	0.444	0.368	雕刻
cascade	0.735	0.509	0.395	级联
case	0.427	0.275	0.441	案子
casein	0.470	0.436	0.415	酪蛋白
cash	0.867	0.552	0.714	现金
cashier	0.615	0.413	0.484	出纳员
cashmere	0.653	0.452	0.439	羊绒
casing	0.458	0.327	0.328	套管
casino	0.542	0.684	0.568	赌场
cask	0.490	0.398	0.444	木桶
casket	0.125	0.490	0.346	棺材
casserole	0.570	0.360	0.328	沙锅
cassette	0.490	0.334	0.355	盒式磁带
cast	0.558	0.620	0.517	投掷
castaway	0.208	0.646	0.422	抛弃
caste	0.510	0.333	0.374	种姓
caster	0.604	0.670	0.647	脚轮
castle	0.680	0.396	0.718	城堡
castor	0.583	0.337	0.368	脚轮
castrate	0.177	0.485	0.519	阉割
castration	0.198	0.735	0.381	阉割
casual	0.643	0.224	0.385	随意的
casually	0.658	0.290	0.333	随便
casualty	0.235	0.274	0.132	伤亡
cat	0.667	0.260	0.370	猫
catabolism	0.265	0.573	0.605	分解代谢
catalog	0.561	0.221	0.573	目录
catalogue	0.647	0.327	0.533	目录
catalysis	0.385	0.559	0.531	催化
catalyst	0.604	0.509	0.585	催化剂
catalytic	0.562	0.519	0.563	催化
catamaran	0.571	0.566	0.526	双体船
catapult	0.480	0.830	0.649	弹射
cataract	0.406	0.545	0.549	白内障
catastrophe	0.146	0.952	0.670	灾难
catastrophic	0.071	0.934	0.598	灾难性的
catatonic	0.255	0.500	0.509	紧张的
catch	0.531	0.437	0.552	抓住
catcher	0.653	0.413	0.540	捕手
catching	0.490	0.788	0.644	捕捉
catchphrase	0.698	0.423	0.433	口号
catchy	0.677	0.441	0.462	朗朗上口
catechism	0.656	0.236	0.613	教理问答
categorical	0.615	0.442	0.760	分类的
category	0.571	0.264	0.521	类别
cater	0.802	0.500	0.509	迎合
caterer	0.550	0.557	0.644	餐饮业者
caterpillar	0.461	0.286	0.330	毛虫
cates	0.370	0.394	0.407	美食
catfish	0.458	0.337	0.296	鲶鱼
cathartic	0.450	0.510	0.604	泻药
cathedral	0.598	0.330	0.643	大教堂
catheter	0.336	0.491	0.373	导管
cathouse	0.327	0.375	0.363	猫舍
catnip	0.439	0.381	0.296	猫薄荷
cattle	0.622	0.340	0.445	牛
catwalk	0.698	0.436	0.464	猫步
caucus	0.418	0.311	0.491	核心小组
caudal	0.500	0.425	0.583	尾部
cauldron	0.510	0.486	0.418	釜
cauliflower	0.448	0.255	0.231	菜花
caulk	0.367	0.500	0.418	填缝剂
causal	0.562	0.367	0.491	因果
causality	0.500	0.378	0.336	因果关系
causation	0.562	0.480	0.567	因果关系
cause	0.469	0.373	0.486	原因
caused	0.344	0.520	0.382	引起
causeway	0.453	0.382	0.422	堤道
caution	0.552	0.712	0.547	警告
cautionary	0.510	0.541	0.519	警示性的
cautious	0.470	0.445	0.517	谨慎
cautiously	0.510	0.388	0.525	小心翼翼
cavalier	0.735	0.462	0.713	骑士
cavalry	0.667	0.727	0.794	骑兵
cave	0.459	0.333	0.380	洞穴
caveat	0.344	0.629	0.484	警告
caveman	0.235	0.644	0.482	穴居人
cavern	0.323	0.360	0.365	洞穴
cavernous	0.354	0.548	0.462	海绵状的
caviar	0.906	0.394	0.481	鱼子酱
caving	0.378	0.491	0.551	崩落
cavity	0.466	0.385	0.379	空腔
cayenne	0.615	0.306	0.355	辣椒
cease	0.388	0.250	0.420	停止
ceasefire	0.542	0.594	0.567	停火
ceaseless	0.378	0.704	0.658	不断
cedar	0.560	0.267	0.577	雪松
cede	0.275	0.327	0.402	放弃
ceiling	0.520	0.224	0.366	天花板
celebrant	0.865	0.656	0.643	司仪
celebrate	0.917	0.857	0.859	庆祝
celebrated	0.875	0.690	0.763	著名
celebrating	0.927	0.860	0.773	庆祝
celebration	0.939	0.824	0.880	庆典
celebrations	0.958	0.794	0.714	庆祝活动
celebratory	0.857	0.653	0.845	庆祝的
celebrity	0.760	0.619	0.855	名人
celery	0.396	0.147	0.223	芹菜
celestial	0.817	0.360	0.731	天上的
celibacy	0.302	0.276	0.509	独身
celibate	0.419	0.387	0.391	独身
cell	0.541	0.375	0.465	细胞
cellar	0.510	0.277	0.406	地窖
cellblock	0.186	0.570	0.500	电池块
cellist	0.667	0.500	0.486	大提琴手
cellmate	0.167	0.684	0.349	狱友
cello	0.635	0.324	0.528	大提琴
cellophane	0.648	0.282	0.289	玻璃纸
cellular	0.643	0.398	0.517	蜂窝
cellulite	0.200	0.384	0.256	脂肪团
celluloid	0.469	0.440	0.425	赛璐珞
cement	0.544	0.265	0.527	水泥
cemented	0.429	0.382	0.537	胶结的
cemetery	0.051	0.630	0.417	公墓
censor	0.344	0.276	0.538	审查
censorship	0.219	0.698	0.421	审查制度
censure	0.219	0.653	0.417	谴责
census	0.449	0.289	0.553	人口普查
cent	0.439	0.367	0.402	分
centenary	0.604	0.440	0.642	百年纪念
centennial	0.583	0.394	0.700	百年纪念
center	0.643	0.231	0.431	中央
centerfold	0.571	0.407	0.485	对折
centerpiece	0.594	0.208	0.520	核心
centimeter	0.427	0.280	0.380	厘米
centipede	0.296	0.399	0.361	蜈
central	0.640	0.356	0.621	中央
centrality	0.571	0.312	0.709	中心性
centralization	0.521	0.440	0.702	集权
centralize	0.684	0.427	0.802	集中
centrally	0.729	0.280	0.700	居中
centrifugal	0.306	0.651	0.480	离心
centrifuge	0.495	0.622	0.527	离心机
centurion	0.590	0.447	0.696	百夫长
century	0.407	0.347	0.735	世纪
ceramic	0.521	0.255	0.371	陶瓷制品
ceramics	0.573	0.250	0.373	陶瓷
cereal	0.612	0.206	0.316	谷物
cereals	0.719	0.224	0.311	谷物
cerebral	0.408	0.509	0.627	脑
ceremonial	0.771	0.540	0.691	仪式
ceremony	0.760	0.559	0.761	仪式
certain	0.760	0.358	0.673	肯定
certainty	0.781	0.400	0.769	肯定
certifiable	0.714	0.427	0.662	可证明的
certificate	0.786	0.377	0.746	证书
certified	0.781	0.422	0.806	认证
certify	0.866	0.400	0.746	证明
cervical	0.375	0.413	0.445	宫颈
cervix	0.429	0.360	0.340	宫颈
cess	0.427	0.375	0.406	过程
cessation	0.414	0.385	0.358	停止
cesspool	0.167	0.460	0.409	污水池
cha cha	0.714	0.546	0.324	嗬嗬
chaff	0.333	0.327	0.188	糠
chafing	0.430	0.415	0.368	摩擦
chagrin	0.104	0.704	0.472	懊恼
chagrined	0.112	0.745	0.361	懊恼
chai	0.500	0.375	0.363	柴
chain	0.378	0.500	0.547	链
