English Word	Valence	Arousal	Dominance	Malayalam Word
bluff	0.418	0.286	0.377	ബ്ലഫ്
bluish	0.604	0.245	0.382	നീലകലർന്ന
blunder	0.135	0.635	0.145	മണ്ടത്തരം
blunt	0.551	0.680	0.925	മൂർച്ചയുള്ള
blur	0.268	0.471	0.205	മങ്ങിക്കുക
blurred	0.320	0.367	0.231	മങ്ങിച്ചു
blurry	0.059	0.385	0.218	മങ്ങിയ
blurt	0.408	0.439	0.441	മങ്ങിക്കുക
blush	0.698	0.610	0.445	നാണം
blushing	0.510	0.789	0.288	നാണംകെട്ട്
boa	0.255	0.569	0.542	ബോവ
boa constrictor	0.198	0.784	0.609	ബോവ കൺസ്ട്രക്റ്റർ
boar	0.406	0.500	0.351	പന്നി
board	0.592	0.255	0.385	ബോർഡ്
board game	0.711	0.490	0.349	ബോർഡ് ഗെയിം
boarder	0.604	0.440	0.475	ബോർഡർ
boarding	0.531	0.402	0.534	ബോർഡിംഗ്
boardroom	0.555	0.566	0.661	ബോർഡ് റൂം
boards	0.469	0.270	0.524	ബോർഡുകൾ
boardwalk	0.643	0.481	0.549	ബോർഡ്വാക്ക്
boast	0.520	0.586	0.569	പൊങ്ങച്ചം
boastful	0.490	0.806	0.695	പൊങ്ങച്ചം
boasting	0.417	0.620	0.602	പൊങ്ങച്ചം
boat	0.516	0.420	0.554	ബോട്ട്
boathouse	0.592	0.380	0.404	ബോട്ട്ഹൗസ്
boating	0.638	0.613	0.557	ബോട്ടിംഗ്
boatload	0.365	0.415	0.485	ബോട്ട് ലോഡ്
boatman	0.592	0.573	0.562	തോണിക്കാരൻ
bobbin	0.429	0.472	0.353	ബോബിൻ
bobcat	0.562	0.490	0.529	ബോബ്കാറ്റ്
bobsled	0.667	0.613	0.325	ബോബ്സ്ലെഡ്
bode	0.344	0.406	0.411	ബോഡ്
bodega	0.573	0.307	0.398	ബോഡേഗ
bodice	0.390	0.471	0.386	ബോഡിസ്
bodily	0.594	0.481	0.557	ശാരീരികമായ
body	0.694	0.461	0.571	ശരീരം
bodyguard	0.510	0.710	0.754	അംഗരക്ഷകൻ
bog	0.302	0.361	0.365	ചതുപ്പുനിലം
bogey	0.380	0.519	0.368	ബോഗി
bogeyman	0.388	0.708	0.517	ബോഗിമാൻ
bogus	0.219	0.353	0.144	വ്യാജം
bohemian	0.622	0.500	0.407	ബൊഹീമിയൻ
boil	0.417	0.684	0.433	തിളപ്പിക്കുക
boiler	0.561	0.590	0.509	ബോയിലർ
boilerplate	0.398	0.519	0.387	ബോയിലർപ്ലേറ്റ്
boiling	0.302	0.690	0.526	തിളച്ചുമറിയുന്നു
boisterous	0.385	0.806	0.565	ബഹളമയമായ
bold	0.490	0.271	0.483	ധീരമായ
boldness	0.806	0.684	0.814	ധൈര്യം
bollocks	0.448	0.471	0.327	ബോൾക്കുകൾ
bolster	0.708	0.471	0.569	ബലപ്പെടുത്തുക
bolt	0.354	0.363	0.426	ബോൾട്
bolus	0.426	0.491	0.352	ബോലസ്
bomb	0.167	0.912	0.750	ബോംബ്
bombard	0.156	0.961	0.777	ബോംബേറ്
bombardier	0.240	0.863	0.787	ബോംബർഡിയർ
bombardment	0.146	0.959	0.742	ബോംബാക്രമണം
bombed	0.051	0.851	0.627	ബോംബെറിഞ്ഞു
bomber	0.125	0.837	0.810	ബോംബർ
bombers	0.173	0.920	0.787	ബോംബർമാർ
bombing	0.167	0.963	0.732	ബോംബിംഗ്
bombshell	0.327	0.868	0.693	ബോംബ്
bonanza	0.875	0.410	0.683	ബോനാൻസ
bonbon	0.865	0.551	0.446	ബോൺബോൺ
bond	0.667	0.519	0.630	ബോണ്ട്
bondage	0.146	0.705	0.355	അടിമത്തം
bonding	0.594	0.442	0.509	ബന്ധനം
bonds	0.740	0.472	0.583	ബോണ്ടുകൾ
bondsman	0.469	0.497	0.675	ബോണ്ട്മാൻ
bone	0.337	0.370	0.413	അസ്ഥി
bonehead	0.337	0.521	0.518	എല്ലിൻറെ തല
boner	0.344	0.612	0.393	ബോണർ
bones	0.281	0.343	0.358	അസ്ഥികൾ
bonfire	0.480	0.719	0.473	അഗ്നിജ്വാല
bong	0.333	0.566	0.375	ബോംഗ്
bonkers	0.306	0.847	0.278	ബോങ്കർമാർ
bonne	0.448	0.395	0.362	അസ്ഥി
bonnet	0.406	0.509	0.473	ബോണറ്റ്
bonny	0.561	0.404	0.444	ബോണി
bonsai	0.714	0.235	0.375	ബോൺസായ്
bonus	0.857	0.620	0.682	ബോണസ്
bony	0.445	0.462	0.330	അസ്ഥികൂടം
boo	0.153	0.676	0.309	ബൂ
boob	0.694	0.600	0.392	മുല
booby	0.396	0.423	0.185	ബോബി
booger	0.399	0.537	0.427	ബൂഗർ
boogeyman	0.292	0.559	0.567	ബോഗിമാൻ
boogie	0.590	0.543	0.400	ബോഗി
book	0.802	0.210	0.606	പുസ്തകം
bookcase	0.553	0.221	0.490	പുസ്തക അലമാര
bookie	0.344	0.633	0.618	വാതുവെപ്പുകാരൻ
booking	0.708	0.503	0.583	ബുക്കിംഗ്
bookish	0.604	0.236	0.430	പുസ്തകരൂപത്തിലുള്ള
bookkeeper	0.480	0.363	0.468	ബുക്ക് കീപ്പർ
bookkeeping	0.520	0.214	0.592	ബുക്ക് കീപ്പിംഗ്
booklet	0.510	0.270	0.351	ലഘുലേഖ
bookmaker	0.583	0.804	0.633	വാതുവെപ്പുകാരൻ
bookmark	0.543	0.441	0.415	ബുക്ക്മാർക്ക്
books	0.729	0.115	0.430	പുസ്തകങ്ങൾ
bookseller	0.583	0.317	0.456	പുസ്തകവ്യാപാരി
bookshop	0.688	0.291	0.389	പുസ്തകശാല
bookstore	0.771	0.180	0.503	പുസ്തകശാല
bookworm	0.563	0.337	0.316	പുസ്തകപ്പുഴു
boom	0.604	0.655	0.731	കുതിച്ചുചാട്ടം
boomer	0.480	0.539	0.441	ബൂമർ
boomerang	0.531	0.625	0.500	ബൂമറാംഗ്
booming	0.688	0.554	0.661	കുതിച്ചുയരുന്നു
boon	0.878	0.294	0.642	അനുഗ്രഹം
boooo	0.271	0.549	0.255	booooo
boost	0.865	0.730	0.750	ബൂസ്റ്റ്
booster	0.755	0.600	0.800	ബൂസ്റ്റർ
boot	0.438	0.650	0.625	ബൂട്ട്
booth	0.531	0.400	0.310	ബൂത്ത്
bootleg	0.357	0.519	0.466	ബൂട്ട്ലെഗ്
bootlegger	0.354	0.649	0.541	കള്ളക്കടക്കാരൻ
boots	0.602	0.255	0.350	ബൂട്ടുകൾ
booty	0.663	0.587	0.784	കൊള്ള
booze	0.265	0.745	0.431	മദ്യം
bop	0.429	0.490	0.426	bop
bopper	0.398	0.530	0.385	ബോപ്പർ
border	0.406	0.382	0.424	അതിർത്തി
bordering	0.643	0.382	0.438	അതിരുകൾ
borderline	0.449	0.520	0.490	അതിർത്തിരേഖ
bore	0.417	0.440	0.455	വിരസത
boreal	0.582	0.348	0.400	ബോറിയൽ
bored	0.153	0.167	0.196	ബോറടിക്കുന്നു
boredom	0.167	0.139	0.255	വിരസത
borer	0.302	0.549	0.578	തുരപ്പൻ
boring	0.194	0.217	0.125	വിരസമായ
born	0.865	0.509	0.591	ജനിച്ചത്
boron	0.441	0.370	0.375	ബോറോൺ
borough	0.429	0.343	0.380	ബറോ
borrow	0.398	0.573	0.282	കടം വാങ്ങുക
borrower	0.439	0.423	0.763	കടം വാങ്ങുന്നയാൾ
bosom	0.612	0.588	0.404	മാർവ്വിടം
boss	0.310	0.627	0.954	മുതലാളി
bossy	0.240	0.824	0.750	മേലധികാരി
boston	0.643	0.380	0.580	ബോസ്റ്റൺ
botanical	0.660	0.259	0.491	ബൊട്ടാണിക്കൽ
botanist	0.651	0.240	0.456	സസ്യശാസ്ത്രജ്ഞൻ
botany	0.604	0.201	0.500	സസ്യശാസ്ത്രം
bother	0.208	0.780	0.370	ശല്യപ്പെടുത്തുന്നു
bothering	0.208	0.764	0.449	ശല്യപ്പെടുത്തുന്നു
bottle	0.469	0.236	0.336	കുപ്പി
bottleneck	0.284	0.471	0.287	തടസ്സം
bottling	0.365	0.333	0.370	ബോട്ടിലിംഗ്
bottom	0.417	0.370	0.291	താഴെ
bottomless	0.310	0.470	0.368	അടിത്തറയില്ലാത്ത
botulism	0.292	0.575	0.386	ബോട്ടുലിസം
boulder	0.461	0.309	0.531	പാറക്കല്ല്
bounce	0.375	0.633	0.386	കുതിച്ചുയരുക
bouncer	0.490	0.653	0.655	ബൗൺസർ
bouncy	0.562	0.565	0.429	കുതിച്ചുചാട്ടം
bound	0.417	0.667	0.310	ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
boundary	0.561	0.427	0.518	അതിർത്തി
boundless	0.684	0.642	0.652	അതിരുകളില്ലാത്ത
bounds	0.378	0.426	0.604	അതിരുകൾ
bountiful	0.854	0.596	0.759	ഔദാര്യമുള്ള
bounty	0.760	0.755	0.833	ഔദാര്യം
bouquet	0.724	0.352	0.306	പൂച്ചെണ്ട്
bourbon	0.602	0.490	0.517	ബർബൺ
bourgeois	0.439	0.593	0.682	ബൂർഷ്വാ
bourgeoisie	0.357	0.417	0.767	ബൂർഷ്വാസി
bourse	0.530	0.230	0.336	ഓഹരി
bout	0.208	0.808	0.679	ബൗട്ട്
boutique	0.745	0.490	0.441	ബോട്ടിക്
bouttime	0.588	0.373	0.410	യുദ്ധസമയം
bovine	0.449	0.255	0.353	പശു
bow	0.530	0.306	0.408	വില്ല്
bowed	0.410	0.418	0.368	വണങ്ങി
bowel	0.306	0.417	0.391	കുടൽ
bowels	0.194	0.448	0.362	കുടൽ
bowl	0.625	0.377	0.358	പാത്രം
bowler	0.552	0.633	0.481	ബൗളര്
bowling	0.656	0.431	0.309	ബൗളിംഗ്
bowls	0.551	0.280	0.277	പാത്രങ്ങൾ
box	0.500	0.179	0.312	പെട്ടി
boxcar	0.420	0.469	0.421	പെട്ടിക്കട
boxer	0.490	0.810	0.802	ബോക്സർ
boxers	0.375	0.880	0.654	ബോക്സർമാർ
boxing	0.427	0.854	0.645	ബോക്സിംഗ്
boycott	0.112	0.690	0.505	ബഹിഷ്കരിക്കുക
boyfriend	0.781	0.604	0.547	കാമുകൻ
boyhood	0.729	0.745	0.500	ബാല്യകാലം
boyish	0.698	0.562	0.462	ബാലിശമായ
boysenberry	0.646	0.409	0.475	ബോയ്സെൻബെറി
bozo	0.388	0.364	0.298	ബോസോ
bra	0.672	0.529	0.509	ബ്രാ
brace	0.610	0.385	0.364	ബ്രേസ്
bracelet	0.776	0.340	0.322	വള
braces	0.500	0.337	0.568	ബ്രേസുകൾ
brachial	0.388	0.363	0.464	ബ്രാച്ചിയൽ
bracket	0.490	0.350	0.682	ബ്രാക്കറ്റ്
brackets	0.573	0.281	0.435	ആവരണചിഹ്നം
brackish	0.469	0.368	0.421	ഉപ്പുവെള്ളം
brad	0.490	0.385	0.402	ബ്രാഡ്
brag	0.347	0.545	0.578	പൊങ്ങച്ചം
braid	0.427	0.222	0.216	ബ്രെയ്ഡ്
brain	0.667	0.441	0.823	തലച്ചോറ്
brainless	0.138	0.310	0.224	മസ്തിഷ്കമില്ലാത്ത
brains	0.663	0.557	0.722	തലച്ചോറുകൾ
brainstorm	0.794	0.784	0.636	മസ്തിഷ്കമരണം
brainwash	0.198	0.647	0.481	മസ്തിഷ്ക പ്രക്ഷാളനം
brainy	0.708	0.520	0.648	ബുദ്ധിയുള്ള
brake	0.312	0.481	0.310	ബ്രേക്ക്
bran	0.688	0.433	0.483	തവിട്
branch	0.538	0.206	0.250	ശാഖ
branching	0.520	0.422	0.472	ശാഖകൾ
brand	0.562	0.284	0.547	ബ്രാൻഡ്
brandy	0.600	0.590	0.487	ബ്രാണ്ടി മദ്യം
brash	0.360	0.814	0.552	ധിക്കാരം
brass	0.500	0.320	0.490	പിച്ചള
brass knuckle	0.406	0.449	0.518	പിച്ചള മുട്ട്
brassiere	0.510	0.469	0.336	ബ്രസിയർ
brat	0.312	0.440	0.231	ബ്രാറ്റ്
bratwurst	0.510	0.490	0.464	ബ്രാറ്റ്വർസ്റ്റ്
bravado	0.479	0.510	0.527	ധീരത
brave	0.837	0.750	0.917	ധീരൻ
bravery	0.898	0.745	0.868	ധീരത
brawl	0.104	0.938	0.603	ബഹളം
brawn	0.438	0.402	0.544	തവിട്ട്
brazen	0.292	0.640	0.518	താമ്രജാലം
breach	0.177	0.745	0.423	ലംഘനം
bread	0.660	0.314	0.342	അപ്പം
breadth	0.667	0.490	0.644	വീതിയും
break	0.610	0.265	0.370	ബ്രേക്ക്
breakable	0.194	0.667	0.408	പൊട്ടാവുന്ന
breakaway	0.479	0.802	0.519	ബ്രേക്ക് എവേ
breakdown	0.365	0.423	0.361	ബ്രേക്ക് ഡൗൺ
breaker	0.323	0.527	0.520	ബ്രേക്കർ
breakers	0.469	0.588	0.439	ബ്രേക്കറുകൾ
breakfast	0.885	0.330	0.429	പ്രാതൽ
breaking and entering	0.418	0.729	0.500	തകർത്ത് പ്രവേശിക്കുന്നു
breakingnews	0.500	0.552	0.607	ബ്രേക്കിംഗ് ന്യൂസ്
breakneck	0.254	0.833	0.604	തകർച്ച
breakthrough	0.680	0.525	0.718	മുന്നേറ്റം
breakup	0.250	0.720	0.357	പിരിഞ്ഞുപോകുക
breast	0.753	0.429	0.500	മുലപ്പാൽ
breath	0.684	0.392	0.451	ശ്വാസം
breathe	0.833	0.373	0.518	ശ്വസിക്കുക
breather	0.624	0.471	0.388	ശ്വസനം
breathless	0.323	0.490	0.222	ശ്വാസം മുട്ടി
breathtaking	0.936	0.792	0.921	ആശ്വാസകരമായ
breech	0.500	0.637	0.422	ബ്രീച്ച്
breeches	0.365	0.457	0.333	ബ്രീച്ചുകൾ
breed	0.490	0.441	0.578	ഇനം
breeder	0.645	0.481	0.605	ബ്രീഡർ
breeding	0.667	0.481	0.610	പ്രജനനം
breeze	0.837	0.284	0.370	കാറ്റ്
breezy	0.531	0.472	0.482	കാറ്റുള്ള
brethren	0.917	0.380	0.641	സഹോദരങ്ങളെ
breve	0.535	0.365	0.191	ബ്രീവ്
brevity	0.459	0.434	0.375	സംക്ഷിപ്തത
brew	0.740	0.538	0.758	brew
brewery	0.710	0.622	0.510	മദ്യനിർമ്മാണം
brewing	0.740	0.593	0.609	മദ്യപാനം
briar	0.493	0.375	0.407	ബ്രിയാർ
bribe	0.112	0.690	0.472	കൈക്കൂലി
bribery	0.135	0.775	0.585	കൈക്കൂലി
brick	0.217	0.418	0.368	ഇഷ്ടിക
bridal	0.823	0.655	0.596	വധു
bride	0.840	0.708	0.579	വധു
bridegroom	0.809	0.736	0.527	മണവാളൻ
bridesmaid	0.748	0.519	0.618	വധു
bridge	0.625	0.324	0.519	പാലം
bridle	0.427	0.367	0.386	കടിഞ്ഞാൺ
brief	0.469	0.300	0.279	ചുരുക്കത്തിലുള്ള
briefcase	0.542	0.206	0.442	ബ്രീഫ്കേസ്
briefing	0.612	0.333	0.702	ബ്രീഫിംഗ്
briefly	0.686	0.314	0.330	ചുരുക്കത്തിൽ
brig	0.573	0.539	0.500	ബ്രിഗ്
brigade	0.604	0.710	0.828	ബ്രിഗേഡ്
bright	0.890	0.527	0.812	ശോഭയുള്ള
brighten	0.760	0.547	0.649	പ്രകാശിപ്പിക്കുക
brightens	0.771	0.611	0.613	തിളങ്ങുന്നു
brighter	0.918	0.698	0.833	തെളിച്ചമുള്ളത്
brightness	0.938	0.623	0.660	തെളിച്ചം
brilliance	0.990	0.673	0.830	ദീപ്തി
brilliant	0.939	0.575	0.923	മിടുക്കൻ
brim	0.469	0.333	0.330	ബ്രൈം
brimming	0.656	0.690	0.758	നിറഞ്ഞുനിൽക്കുന്നു
brimstone	0.357	0.520	0.440	ഗന്ധകം
brine	0.333	0.481	0.361	ഉപ്പുവെള്ളം
bring	0.635	0.460	0.462	കൊണ്ടുവരിക
brink	0.375	0.413	0.356	വക്കിൽ
brisk	0.719	0.745	0.742	ചടുലമായ
brisket	0.552	0.378	0.222	ബ്രസ്കറ്റ്
bristle	0.375	0.375	0.326	കുറ്റിരോമങ്ങൾ
brittle	0.276	0.490	0.272	പൊട്ടുന്ന
bro	0.794	0.349	0.684	ബ്രോ
broach	0.438	0.439	0.675	ബ്രോച്ച്
broad	0.762	0.365	0.637	വിശാലമായ
broadcast	0.615	0.587	0.355	പ്രക്ഷേപണം
broadcasting	0.542	0.700	0.706	ബ്രോഡ്കാസ്റ്റിംഗ്
broaden	0.678	0.602	0.610	വിശാലമാക്കുക
broadside	0.459	0.316	0.462	വിശാലമായ
broadsword	0.469	0.573	0.615	വിശാലമായ വാൾ
brocade	0.500	0.327	0.464	ബ്രോക്കേഡ്
broccoli	0.469	0.200	0.283	ബ്രോക്കോളി
brochure	0.552	0.226	0.391	ലഘുപത്രിക
broil	0.510	0.404	0.330	ബ്രോയിൽ
broke	0.245	0.590	0.370	തകർത്തു
broken	0.062	0.500	0.293	തകർന്നു
brokenheart	0.115	0.577	0.343	തകർന്ന ഹൃദയം
brokenhearted	0.130	0.598	0.227	തകർന്ന ഹൃദയം
broker	0.582	0.462	0.600	ബ്രോക്കർ
brokerage	0.479	0.500	0.500	ബ്രോക്കറേജ്
bromide	0.347	0.425	0.411	ബ്രോമൈഡ്
bronco	0.500	0.510	0.473	ബ്രോങ്കോ
bronze	0.622	0.333	0.526	വെങ്കലം
brooch	0.531	0.260	0.380	ബ്രൂച്ച്
brood	0.633	0.519	0.434	കുഞ്ഞുങ്ങൾ
brooding	0.327	0.367	0.333	ബ്രൂഡിംഗ്
brook	0.594	0.347	0.412	തോട്
broom	0.385	0.154	0.302	ചൂല്
broomstick	0.410	0.265	0.227	ചൂല്
broth	0.500	0.245	0.168	ചാറു
brothel	0.255	0.886	0.418	വേശ്യാലയം
brother	0.823	0.361	0.546	സഹോദരൻ
brotherhood	0.990	0.471	0.760	സാഹോദര്യം
brotherly	0.865	0.306	0.596	സഹോദരൻ
brow	0.562	0.311	0.481	പുരികം
brown	0.396	0.202	0.293	തവിട്ട്
brownstone	0.559	0.423	0.439	ബ്രൗൺസ്റ്റോൺ
browse	0.635	0.750	0.592	ബ്രൗസ് ചെയ്യുക
brrr	0.373	0.540	0.282	brrr
bruise	0.133	0.640	0.474	ചതവ്
bruising	0.084	0.520	0.422	ചതവ്
brunch	0.406	0.363	0.343	ബ്രഞ്ച്
brunette	0.802	0.528	0.529	സുന്ദരി
brunt	0.204	0.750	0.349	ബ്രണ്ട്
brush	0.490	0.265	0.186	ബ്രഷ്
brutal	0.122	0.882	0.643	മൃഗീയമായ
brutality	0.122	0.832	0.571	ക്രൂരത
brute	0.115	0.547	0.379	ക്രൂരൻ
brutish	0.270	0.837	0.588	മൃഗീയമായ
bubble	0.774	0.213	0.364	കുമിള
bubbling	0.500	0.438	0.384	കുമിളകൾ
bubbly	0.698	0.608	0.462	കുമിളകളുള്ള
bubonic	0.280	0.530	0.394	ബ്യൂബോണിക്
buck	0.677	0.577	0.720	രൂപ
buckaroo	0.448	0.469	0.479	ബക്കറോ
bucket	0.408	0.167	0.336	ബക്കറ്റ്
buckle	0.416	0.373	0.361	ബക്കിൾ
buckled	0.427	0.358	0.439	ബക്കിൾഡ്
bucko	0.439	0.455	0.465	ബക്കോ
buckshot	0.255	0.740	0.322	ബക്ക്ഷോട്ട്
buckwheat	0.490	0.471	0.434	താനിന്നു
bud	0.460	0.402	0.333	മൊട്ട്
buddha	0.690	0.198	0.604	ബുദ്ധൻ
buddhism	0.510	0.115	0.673	ബുദ്ധമതം
budding	0.490	0.500	0.355	വളർന്നുവരുന്ന
buddy	0.884	0.585	0.655	തോഴന്
budge	0.719	0.755	0.543	ബഡ്ജ്
budget	0.643	0.396	0.731	ബജറ്റ്
buff	0.561	0.425	0.361	ബഫ്
buffalo	0.469	0.528	0.527	പോത്ത്
buffer	0.520	0.474	0.350	ബഫർ
buffering	0.479	0.468	0.381	ബഫറിംഗ്
buffet	0.656	0.546	0.519	ബുഫേ
buffoon	0.344	0.651	0.290	ബഫൂൺ
bug	0.286	0.500	0.246	ബഗ്
bugaboo	0.439	0.491	0.441	ബുഗാബൂ
bugged	0.561	0.439	0.500	ബഗ്ഗ് ചെയ്തു
bugger	0.312	0.627	0.474	ബഗ്ഗർ
buggy	0.500	0.509	0.327	ബഗ്ഗി
bugle	0.479	0.588	0.391	ബ്യൂഗിൾ
bugler	0.542	0.540	0.393	ബഗ്ലർ
