English Word	Valence	Arousal	Dominance	Slovenian Word
elevated	0.704	0.594	0.620	povišan
elevation	0.760	0.759	0.711	višina
elevator	0.562	0.604	0.676	dvigalo
eleven	0.449	0.250	0.430	enajst
eleventh	0.594	0.329	0.357	enajsti
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	izvabiti
eligible	0.750	0.400	0.518	upravičeni
eliminate	0.265	0.670	0.324	odpraviti
elimination	0.052	0.667	0.431	izločanje
elite	0.688	0.704	0.737	elita
elitist	0.500	0.606	0.656	elitističen
elixir	0.708	0.587	0.604	eliksir
elk	0.439	0.337	0.340	los
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	elipsa
ellipsis	0.653	0.358	0.314	elipsa
ellipsoid	0.500	0.440	0.419	elipsoid
elliptic	0.500	0.431	0.528	eliptični
elliptical	0.338	0.385	0.490	eliptične
elm	0.510	0.345	0.321	brest
elongate	0.583	0.385	0.540	podaljšati
elongation	0.561	0.500	0.500	raztezek
elope	0.396	0.694	0.528	pobegniti
eloquence	0.729	0.490	0.804	zgovornost
eloquent	0.870	0.680	0.741	zgovoren
elucidate	0.583	0.509	0.518	razjasniti
elucidation	0.650	0.574	0.586	razjasnitev
elude	0.438	0.521	0.464	izmikati se
elusive	0.229	0.615	0.466	izmuzljivo
emaciated	0.103	0.541	0.151	shujšana
email	0.698	0.230	0.456	E-naslov
emanate	0.653	0.464	0.554	izhajati
emancipation	0.704	0.684	0.763	emancipacija
embankment	0.677	0.438	0.436	nasip
embargo	0.229	0.564	0.443	embargo
embark	0.541	0.550	0.619	vkrcati se
embarrass	0.082	0.667	0.364	spraviti v zadrego
embarrassed	0.184	0.560	0.246	osramočen
embarrassing	0.226	0.809	0.225	nerodno
embarrassment	0.143	0.685	0.226	zadrega
embassy	0.622	0.333	0.758	veleposlaništvo
embattled	0.235	0.724	0.421	v boju
embed	0.417	0.554	0.670	vdelati
embellish	0.842	0.500	0.769	olepšati
embellishment	0.673	0.449	0.405	olepševanje
embers	0.490	0.481	0.508	žerjavica
embezzlement	0.143	0.827	0.435	poneverba
embezzler	0.146	0.823	0.491	poneveritelj
emblem	0.640	0.330	0.754	emblem
emblematic	0.771	0.459	0.798	emblematski
embodiment	0.562	0.690	0.663	utelešenje
embolism	0.104	0.660	0.302	embolija
embossed	0.531	0.481	0.500	reliefno
embrace	0.949	0.490	0.452	objem
embroidered	0.677	0.279	0.407	vezene
embroidery	0.781	0.358	0.280	vezenje
embroiled	0.337	0.721	0.420	zapleten
embryo	0.673	0.469	0.453	zarodek
embryonic	0.573	0.453	0.598	embrionalni
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	smaragdno
emerge	0.602	0.594	0.731	pojavijo se
emergence	0.276	0.857	0.676	nastanek
emergency	0.200	0.900	0.571	nujnost
emeritus	0.633	0.402	0.735	zaslužni
emery	0.469	0.583	0.472	smirkov
emetophobia	0.243	0.620	0.403	emetofobija
emigrate	0.356	0.812	0.508	izseliti se
emigration	0.564	0.664	0.432	izseljenstvo
eminence	0.816	0.644	0.837	imenitnost
eminent	0.740	0.620	0.830	ugleden
eminently	0.694	0.607	0.773	izjemno
emir	0.510	0.396	0.621	emir
emissary	0.562	0.462	0.636	odposlanec
emission	0.510	0.453	0.591	emisija
emit	0.638	0.445	0.510	oddajajo
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	čustva
emotional	0.779	0.714	0.526	čustveno
emotive	0.917	0.741	0.525	čustveno
empathic	0.760	0.570	0.558	empatičen
empathize	0.802	0.591	0.660	sočustvovati
empathy	0.729	0.349	0.545	sočutje
emperor	0.651	0.704	0.962	cesar
emphasis	0.653	0.745	0.816	poudarek
emphasize	0.510	0.605	0.769	poudariti
emphatic	0.615	0.707	0.732	poudarjen
emphysema	0.156	0.556	0.336	emfizem
empire	0.688	0.730	0.944	cesarstvo
empirical	0.500	0.510	0.574	empirično
empiricism	0.583	0.460	0.547	empirizem
employ	0.729	0.481	0.702	zaposliti
employee	0.582	0.361	0.481	zaposleni
employer	0.663	0.518	0.767	delodajalec
employment	0.750	0.594	0.611	zaposlitev
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	opolnomočiti
empress	0.716	0.669	0.855	cesarica
emptiness	0.177	0.173	0.184	praznina
emption	0.570	0.406	0.458	izpraznitev
empty	0.188	0.183	0.081	prazno
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	posnemati
emulsion	0.562	0.431	0.453	emulzija
enable	0.760	0.491	0.782	omogočiti
enablement	0.600	0.451	0.750	omogočanje
enact	0.680	0.564	0.598	uveljaviti
enactment	0.667	0.612	0.769	uzakonitev
enamel	0.594	0.280	0.306	emajl
encampment	0.677	0.573	0.605	taborjenje
enchant	0.873	0.650	0.643	očarati
enchanted	0.917	0.633	0.687	očaran
enchanting	0.917	0.681	0.708	očarljivo
enchantment	0.816	0.775	0.647	očaranost
enchantress	0.398	0.663	0.479	čarovnica
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	obkrožiti
encircling	0.510	0.368	0.557	obkrožanje
enclave	0.531	0.333	0.580	enklava
enclose	0.531	0.477	0.473	priložiti
enclosure	0.417	0.375	0.490	ograjen prostor
encode	0.490	0.500	0.734	kodirati
encomiastic	0.541	0.500	0.670	encomiastic
encomium	0.541	0.451	0.519	pohvala
encompass	0.520	0.298	0.661	zajemati
encore	0.510	0.423	0.500	bis
encounter	0.865	0.702	0.689	srečanje
encourage	0.896	0.580	0.704	spodbujati
encouraged	0.953	0.702	0.657	spodbujal
encouragement	0.865	0.700	0.759	spodbuda
encouraging	0.823	0.583	0.755	spodbudno
encroach	0.302	0.742	0.702	posegati
encroachment	0.255	0.736	0.620	poseganje
encrypt	0.500	0.387	0.500	šifrirati
encryption	0.547	0.415	0.474	šifriranje
encumbrance	0.300	0.521	0.480	obremenitev
encyclopedia	0.679	0.320	0.645	enciklopedija
end	0.198	0.349	0.298	konec
end table	0.541	0.480	0.482	konec mize
endanger	0.115	0.885	0.404	ogrožati
endangered	0.083	0.885	0.430	ogrožena
endangerment	0.167	0.873	0.519	ogroženost
endearing	0.663	0.434	0.604	ljubek
endeavor	0.677	0.755	0.765	prizadevanje
ended	0.302	0.500	0.500	končalo
endemic	0.406	0.480	0.483	endemična
endgame	0.449	0.538	0.526	konec igre
ending	0.344	0.365	0.492	konec
endless	0.347	0.462	0.472	neskončno
endocarditis	0.235	0.587	0.412	endokarditis
endorse	0.592	0.392	0.472	potrditi
endorsement	0.834	0.360	0.611	indosament
endow	0.684	0.398	0.609	obdariti
endowed	0.755	0.510	0.769	obdarjen
endowment	0.685	0.578	0.647	obdarjenost
endpapers	0.542	0.400	0.339	končni papirji
endpoint	0.311	0.410	0.448	končna točka
endurance	0.592	0.745	0.760	vzdržljivost
endure	0.320	0.610	0.574	potrpeti
enduring	0.633	0.459	0.768	vzdržljiv
enema	0.281	0.673	0.268	klistir
enemy	0.135	0.794	0.591	sovražnik
energetic	0.847	0.868	0.902	energičen
energize	0.792	0.810	0.875	energizirati
energy	0.944	0.725	0.868	energija
enforce	0.583	0.644	0.836	uveljaviti
enforcement	0.594	0.571	0.736	uveljavljanje
enforcer	0.398	0.612	0.639	izvršitelj
engage	0.771	0.796	0.713	angažirati
engaged	0.837	0.596	0.849	angažiran
engagement	0.906	0.587	0.807	zaroka
engaging	0.948	0.612	0.862	privlačen
engender	0.561	0.741	0.688	roditi
engine	0.615	0.644	0.676	motor
engineer	0.719	0.500	0.875	inženir
engineering	0.735	0.471	0.836	inženiring
engrave	0.486	0.442	0.517	gravirati
engraved	0.542	0.375	0.473	vgravirano
engraver	0.552	0.417	0.500	graver
engraving	0.604	0.430	0.442	graviranje
engrossed	0.541	0.471	0.304	zatopljen
engrossing	0.698	0.702	0.750	navdušujoče
engulf	0.398	0.573	0.500	zajeti
enhance	0.802	0.578	0.814	izboljšati
enhancement	0.877	0.490	0.741	izboljšanje
enigma	0.513	0.700	0.500	enigma
enigmatic	0.469	0.589	0.679	zagoneten
enjoin	0.594	0.454	0.732	zapovedati
enjoy	0.959	0.725	0.750	uživajte
enjoyable	1.000	0.481	0.605	prijetno
enjoying	0.908	0.759	0.759	uživanje
enjoyment	0.930	0.612	0.716	uživanje
enlarge	0.735	0.606	0.688	povečati
enlarged	0.673	0.490	0.518	povečan
enlargement	0.677	0.577	0.616	širitev
enlighten	0.729	0.549	0.667	razsvetliti
enlightened	0.956	0.566	0.700	razsvetljen
enlightening	0.825	0.729	0.727	razsvetljujoče
enlightenment	0.837	0.549	0.619	razsvetljenje
enlist	0.510	0.370	0.483	prijaviti
enliven	0.833	0.683	0.702	poživiti
enmity	0.094	0.706	0.382	sovraštvo
ennui	0.406	0.461	0.316	dolgočasnost
enormity	0.594	0.648	0.848	ogromnost
enormous	0.677	0.665	0.886	ogromen
enormously	0.760	0.694	0.872	ogromno
enraged	0.083	0.962	0.636	razjarjen
enrich	0.896	0.731	0.705	obogatiti
enroll	0.696	0.530	0.611	vpisati
enrollment	0.667	0.391	0.698	vpis
ensemble	0.697	0.418	0.586	ansambel
ensign	0.663	0.270	0.545	praporščak
enslave	0.073	0.800	0.481	zasužnjiti
enslaved	0.104	0.720	0.321	zasužnjen
enslavement	0.086	0.635	0.302	zasužnjevanje
ensue	0.698	0.363	0.332	sledijo
ensure	0.737	0.406	0.759	zagotoviti
entail	0.484	0.630	0.645	povzročiti
entangled	0.319	0.578	0.357	zapletena
entanglement	0.302	0.765	0.248	zapletanje
enter	0.708	0.470	0.500	vstopiti
enterprise	0.760	0.392	0.754	podjetje
enterprising	0.865	0.784	0.875	podjeten
entertain	0.918	0.684	0.598	zabavati
entertained	0.902	0.644	0.712	zabaval
entertainer	0.888	0.709	0.759	zabavljač
entertaining	0.833	0.658	0.660	zabaven
entertainment	0.847	0.750	0.569	zabava
enthralled	0.745	0.602	0.615	očarana
enthusiasm	0.938	0.816	0.798	navdušenje
enthusiast	0.867	0.810	0.875	navdušenec
enthusiastic	0.885	0.868	0.848	navdušena
entice	0.521	0.887	0.518	privabiti
entire	0.689	0.462	0.698	celotno
entirety	0.854	0.460	0.804	celota
entitle	0.729	0.333	0.827	nasloviti
entity	0.542	0.402	0.670	entiteta
entomology	0.438	0.396	0.545	entomologija
entourage	0.491	0.567	0.467	spremstvo
entrails	0.365	0.538	0.387	drobovje
entrance	0.698	0.393	0.526	vhod
entrapment	0.177	0.604	0.441	ujetost
entreat	0.304	0.560	0.462	prositi
entree	0.615	0.477	0.624	predjed
entrepreneur	0.885	0.704	0.920	podjetnik
entrust	0.693	0.310	0.630	zaupati
entry	0.552	0.353	0.602	vstop
enumerate	0.521	0.390	0.491	našteti
enumeration	0.548	0.327	0.534	naštevanje
envelope	0.604	0.275	0.377	ovojnica
envious	0.110	0.754	0.341	zavisten
environ	0.724	0.221	0.433	okolje
environment	0.646	0.194	0.528	okolju
environmental	0.633	0.313	0.664	okolje
environs	0.561	0.288	0.345	okolica
envision	0.625	0.449	0.483	zamisliti
envoy	0.531	0.375	0.586	odposlanec
envy	0.240	0.704	0.427	zavist
enzyme	0.562	0.277	0.481	encim
ephemeral	0.500	0.312	0.377	minljivo
ephemeris	0.640	0.380	0.528	efemeride
epic	0.857	0.713	0.830	epski
epidemic	0.092	0.830	0.611	epidemija
epidermis	0.418	0.490	0.426	povrhnjica
epidural	0.347	0.452	0.525	epiduralno
epilepsy	0.061	0.854	0.250	epilepsija
epileptic	0.146	0.794	0.340	epileptik
epilogue	0.582	0.353	0.466	epilog
epiphany	0.625	0.596	0.526	Razodetje
episcopal	0.542	0.314	0.750	škofovskega
episode	0.719	0.367	0.509	Epizoda
episodic	0.531	0.542	0.462	epizodno
epistle	0.604	0.417	0.535	poslanica
epitaph	0.276	0.323	0.442	epitaf
epithet	0.530	0.394	0.524	epitet
epitome	0.510	0.500	0.667	epitome
epoch	0.553	0.343	0.797	epoha
equal	0.781	0.178	0.407	enaka
equality	0.898	0.305	0.716	enakost
equalization	0.625	0.422	0.423	izravnavanje
equalize	0.738	0.281	0.574	izenačiti
equalizer	0.604	0.451	0.586	izenačevalnik
equally	0.625	0.264	0.436	enako
equate	0.724	0.382	0.624	enačiti
equation	0.479	0.384	0.608	enačba
equator	0.550	0.302	0.462	ekvator
equatorial	0.550	0.271	0.593	ekvatorialni
equestrian	0.633	0.519	0.417	konjeniški
equidistant	0.375	0.406	0.509	enako oddaljena
equilibration	0.724	0.317	0.593	uravnoteženje
equilibrium	0.676	0.235	0.620	ravnovesje
equip	0.650	0.519	0.713	opremiti
equipment	0.745	0.495	0.700	opremo
equitable	0.714	0.286	0.750	pravično
equity	0.792	0.304	0.614	pravičnost
equivalence	0.663	0.250	0.582	enakovrednost
equivalent	0.646	0.347	0.500	enakovreden
equivocal	0.327	0.482	0.257	dvoumno
era	0.615	0.407	0.449	era
eradicate	0.260	0.690	0.686	izkoreniniti
eradication	0.208	0.788	0.685	izkoreninjenje
erase	0.240	0.260	0.321	izbrisati
eraser	0.458	0.209	0.311	radirka
erasure	0.281	0.360	0.265	izbris
ere	0.479	0.312	0.377	ere
erect	0.643	0.885	0.627	pokončna
erectile	0.542	0.796	0.625	erektilna
erection	0.640	0.856	0.695	erekcija
ergo	0.385	0.400	0.385	ergo
erode	0.208	0.643	0.580	razjedati
erosion	0.312	0.770	0.465	erozija
erotic	0.625	0.946	0.683	erotično
erotica	0.781	0.870	0.579	erotika
err	0.146	0.660	0.236	napaka
errand	0.385	0.519	0.482	opravek
errant	0.205	0.602	0.375	pogrešljiv
erratic	0.271	0.503	0.217	nereden
erratum	0.327	0.528	0.436	napaka
erroneous	0.057	0.561	0.245	zmotno
error	0.094	0.559	0.198	napaka
erst	0.277	0.422	0.357	erst
erudite	0.719	0.434	0.774	erudit
erupt	0.188	0.820	0.818	izbruhniti
eruption	0.156	0.913	0.733	izbruh
escalade	0.480	0.724	0.442	escalade
escalate	0.653	0.714	0.728	stopnjevati
escalating	0.646	0.724	0.518	stopnjujejo
escalation	0.571	0.807	0.582	stopnjevanje
escalator	0.500	0.530	0.518	tekoče stopnice
escape	0.367	0.765	0.448	pobegniti
escaped	0.365	0.755	0.518	pobegnil
escarpment	0.406	0.553	0.470	pobočje
eschew	0.184	0.438	0.370	izogibati se
escort	0.729	0.480	0.608	spremstvo
escrow	0.449	0.520	0.613	hramba
esophagus	0.429	0.454	0.464	požiralnik
esoteric	0.500	0.676	0.545	ezoterično
especial	0.827	0.419	0.794	posebno
espionage	0.312	0.750	0.620	vohunstvo
espouse	0.802	0.529	0.598	zaročiti
espresso	0.677	0.620	0.508	espresso
esprit	0.552	0.431	0.407	esprit
esquire	0.604	0.542	0.518	esquire
essay	0.559	0.411	0.530	esej
essayist	0.656	0.460	0.462	esejist
essence	0.663	0.369	0.575	bistvo
essential	0.812	0.405	0.759	bistveno
essentially	0.750	0.373	0.802	v bistvu
establish	0.708	0.500	0.688	vzpostaviti
established	0.796	0.394	0.694	ustanovljena
establishment	0.690	0.398	0.631	ustanovitev
estate	0.653	0.385	0.647	posestvo
esteem	0.745	0.380	0.679	spoštovanje
esteemed	0.694	0.418	0.531	cenjeni
esthetic	0.635	0.360	0.558	estetsko
estimable	0.796	0.408	0.630	ocenljivo
estimate	0.719	0.469	0.517	ocena
estimation	0.740	0.480	0.589	ocena
estoppel	0.354	0.459	0.482	estoppel
estranged	0.156	0.382	0.377	odtujen
estrogen	0.580	0.500	0.425	estrogen
estuary	0.469	0.278	0.482	estuarij
etch	0.510	0.367	0.598	jedkati
etching	0.567	0.491	0.575	jedkanica
eternal	0.854	0.409	0.843	večna
eternity	0.765	0.520	0.911	večnost
ethanol	0.333	0.410	0.534	etanol
ether	0.490	0.306	0.412	eter
ethereal	0.520	0.419	0.518	eterično
ethic	0.786	0.260	0.791	etika
ethical	0.854	0.324	0.634	etično
ethics	0.658	0.296	0.731	etika
ethnic	0.583	0.373	0.555	etničen
ethnography	0.571	0.373	0.549	narodopisje
etiology	0.500	0.385	0.639	etiologija
etiquette	0.604	0.350	0.421	bonton
etymology	0.531	0.370	0.529	etimologija
eucalyptus	0.602	0.308	0.418	evkaliptus
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	evgenika
eulogistic	0.740	0.623	0.694	hvalnico
eulogium	0.542	0.482	0.655	eulogij
eulogize	0.850	0.518	0.679	hvaliti
eulogy	0.625	0.443	0.667	hvalnica
euphemism	0.418	0.453	0.491	evfemizem
euphoria	0.769	0.955	0.648	evforija
euphoric	0.745	0.904	0.588	evforično
euro	0.680	0.441	0.521	evro
euthanasia	0.229	0.716	0.325	evtanazija
evacuate	0.354	0.792	0.314	evakuiram
evacuation	0.160	0.755	0.582	evakuacija
evade	0.304	0.490	0.342	izogniti se
evaluate	0.663	0.640	0.649	oceniti
evaluation	0.542	0.667	0.764	vrednotenje
evanescence	0.527	0.519	0.458	evanescence
evangelical	0.602	0.389	0.602	evangeličanski
evangelist	0.582	0.464	0.702	evangelist
evangelistic	0.660	0.375	0.612	evangelizacijski
evaporate	0.357	0.469	0.402	izhlapi
evaporation	0.556	0.346	0.388	izhlapevanje
evasion	0.229	0.510	0.418	utajo
evasive	0.117	0.596	0.425	izmikajoče se
eve	0.612	0.378	0.440	predvečer
evening	0.458	0.185	0.318	zvečer
evens	0.592	0.430	0.457	sodi
event	0.745	0.673	0.664	dogodek
eventful	0.543	0.837	0.510	razgibano
eventual	0.633	0.459	0.413	morebitni
eventuality	0.469	0.627	0.527	morebitnost
evergreen	0.729	0.471	0.546	zimzeleno
everlasting	0.740	0.413	0.809	večno
evermore	0.677	0.450	0.403	vedno več
everyday	0.740	0.392	0.472	vsak dan
everyman	0.522	0.333	0.535	vsak moški
evict	0.042	0.632	0.377	izseliti
eviction	0.185	0.731	0.455	izselitev
evidence	0.500	0.500	0.778	dokazi
evident	0.633	0.444	0.664	očitno
evidentiary	0.448	0.541	0.717	dokazni material
evil	0.040	0.827	0.545	zlo
evoke	0.438	0.341	0.500	izzvati
evolution	0.781	0.657	0.854	evolucija
evolutionary	0.796	0.673	0.825	evolucijski
evolve	0.655	0.692	0.896	razvijati
ewe	0.429	0.216	0.277	ovca
ex	0.250	0.520	0.306	npr
exacerbate	0.323	0.776	0.580	poslabšati
exacerbation	0.344	0.810	0.480	poslabšanje
exact	0.719	0.354	0.685	natančen
exacting	0.448	0.673	0.767	zahteven
exaggerate	0.193	0.760	0.529	pretiravati
exaggerated	0.224	0.885	0.732	pretirano
exaggeration	0.312	0.775	0.582	pretiravanje
exalt	0.656	0.750	0.745	povzdigniti
exaltation	0.594	0.892	0.673	vzvišenost
exalted	0.676	0.845	0.696	vzvišen
exam	0.479	0.663	0.577	izpit
examination	0.378	0.657	0.679	pregled
examine	0.615	0.623	0.786	pregledati
examiner	0.406	0.575	0.812	izpraševalec
example	0.542	0.337	0.510	primer
exasperated	0.229	0.816	0.377	razburjen
exasperation	0.214	0.833	0.483	ogorčenje
excavate	0.583	0.613	0.635	izkopati
excavation	0.540	0.644	0.527	izkopavanje
excavator	0.427	0.673	0.649	bager
exceed	0.500	0.827	0.586	preseči
exceeding	0.500	0.802	0.668	preseganje
excel	0.561	0.363	0.466	excel
excellence	0.958	0.620	0.907	odličnost
excellent	0.970	0.587	0.870	odlično
excelsior	0.700	0.625	0.611	excelsior
excepting	0.408	0.413	0.526	razen
exception	0.469	0.600	0.544	izjema
exceptional	0.806	0.740	0.933	izjemno
excerpt	0.437	0.367	0.543	izvleček
excess	0.385	0.889	0.712	presežek
excessive	0.417	0.731	0.601	pretirana
excessively	0.449	0.882	0.716	pretirano
exchange	0.740	0.569	0.491	izmenjava
excise	0.448	0.561	0.577	trošarina
excision	0.260	0.480	0.519	ekscizija
excitability	0.906	0.910	0.724	razdražljivost
excitable	0.803	0.939	0.629	vznemirljiv
excitation	0.792	0.958	0.750	vzbujanje
excite	0.823	0.950	0.668	vznemiriti
excited	0.908	0.931	0.709	navdušen
excitement	0.896	0.684	0.731	vznemirjenje
exciting	0.950	0.792	0.789	razburljivo
exclaim	0.635	0.711	0.639	vzklikniti
exclamation	0.612	0.745	0.598	vzklik
exclude	0.292	0.500	0.530	izključiti
excluded	0.061	0.540	0.134	izključena
excluding	0.271	0.550	0.324	izključujoč
exclusion	0.240	0.530	0.389	izključitev
exclusive	0.792	0.630	0.653	ekskluzivno
excrement	0.041	0.558	0.221	iztrebki
excretion	0.285	0.650	0.457	izločanje
excruciating	0.083	0.837	0.345	boleče
excursion	0.625	0.714	0.627	ekskurzija
excuse	0.240	0.696	0.318	izgovor
exec	0.640	0.352	0.769	izv
execute	0.327	0.708	0.769	izvršiti
execution	0.160	0.811	0.713	izvedba
executioner	0.235	0.816	0.676	krvnik
executive	0.704	0.449	0.894	izvršilni
executor	0.365	0.755	0.759	izvršitelj
exegesis	0.458	0.472	0.491	eksegeza
exemplar	0.844	0.537	0.625	vzornik
exemplary	0.833	0.343	0.729	zgleden
exemplify	0.735	0.506	0.783	ponazarjati
exempt	0.588	0.455	0.664	izvzeti
exemption	0.531	0.578	0.627	oprostitev
exercise	0.750	0.789	0.625	telovadba
exert	0.694	0.735	0.806	naprezati
exertion	0.663	0.755	0.717	napor
exhale	0.542	0.490	0.411	izdihniti
exhaust	0.546	0.710	0.337	izpuh
exhausted	0.123	0.423	0.202	izčrpan
exhaustion	0.366	0.633	0.269	izčrpanost
exhaustive	0.388	0.635	0.604	izčrpen
exhibit	0.688	0.633	0.708	razstava
exhibition	0.698	0.590	0.531	razstava
exhilarated	0.890	0.963	0.759	vzhičeno
exhilarating	0.917	0.823	0.810	vznemirljivo
exhilaration	0.792	0.868	0.783	vzhičenje
exhort	0.378	0.660	0.745	spodbujati
exhortation	0.531	0.624	0.580	spodbuda
exhumation	0.177	0.586	0.473	ekshumacijo
exhume	0.184	0.627	0.452	ekshumirati
exigent	0.385	0.611	0.792	zahteven
exile	0.184	0.630	0.483	izgnanstvo
exist	0.857	0.421	0.788	obstajajo
existence	0.760	0.513	0.771	obstoj
existent	0.635	0.490	0.635	obstoječe
existential	0.583	0.510	0.638	eksistencialni
existing	0.802	0.344	0.750	obstoječih
exit	0.370	0.353	0.399	izhod
exodus	0.286	0.663	0.567	eksodus
exonerate	0.592	0.500	0.538	oprostiti
exorbitant	0.398	0.865	0.825	pretirano
exorcism	0.163	0.980	0.557	eksorcizem
exorcist	0.219	0.906	0.716	eksorcist
exotic	0.840	0.711	0.727	eksotična
expand	0.792	0.559	0.686	razširiti
expanded	0.760	0.406	0.689	razširjeno
expanse	0.594	0.529	0.689	prostranstvo
expansion	0.776	0.618	0.787	širitev
expansive	0.708	0.650	0.778	ekspanziven
expatriate	0.265	0.764	0.391	izseljenec
expect	0.469	0.327	0.377	pričakovati
expectance	0.552	0.724	0.660	pričakovanje
expectancy	0.581	0.622	0.558	pričakovana življenjska doba
expectant	0.708	0.650	0.474	pričakovano
expectation	0.771	0.690	0.707	pričakovanje
expected	0.729	0.412	0.545	pričakovano
expecting	0.561	0.450	0.302	pričakujem
expediency	0.604	0.443	0.703	smotrnost
expedient	0.885	0.461	0.454	smotrno
expedite	0.571	0.858	0.798	pospešiti
expedition	0.735	0.802	0.620	odprava
expeditious	0.602	0.645	0.773	ekspeditivno
expel	0.281	0.725	0.452	izgnati
expendable	0.479	0.490	0.423	potrošni material
expenditure	0.250	0.608	0.603	izdatki
expense	0.317	0.451	0.377	strošek
expenses	0.240	0.633	0.396	stroški
expensive	0.323	0.540	0.530	drago
experience	0.827	0.618	0.905	izkušnje
experienced	0.771	0.613	0.914	izkušena
experiences	0.793	0.647	0.795	izkušnje
experiment	0.479	0.720	0.675	poskus
experimental	0.417	0.764	0.396	eksperimentalno
experimentation	0.637	0.769	0.767	eksperimentiranje
experimenter	0.708	0.710	0.700	eksperimentator
expert	0.776	0.646	0.911	strokovnjak
expertise	0.792	0.589	0.925	strokovnost
expiration	0.265	0.539	0.463	iztek
expire	0.573	0.745	0.702	poteče
expired	0.198	0.394	0.200	potekel
expiry	0.194	0.434	0.382	iztek
explain	0.719	0.517	0.736	pojasni
explanation	0.615	0.610	0.825	razlaga
explanatory	0.573	0.433	0.688	razlagalni
expletive	0.357	0.567	0.536	psovka
explication	0.510	0.445	0.602	razlaga
explicit	0.562	0.694	0.734	eksplicitno
explode	0.277	0.885	0.773	eksplodirati
exploit	0.312	0.878	0.660	izkoriščanje
exploitation	0.156	0.920	0.718	izkoriščanje
exploration	0.594	0.650	0.773	raziskovanje
exploratory	0.653	0.690	0.698	raziskovalno
explore	0.776	0.660	0.727	raziskati
explorer	0.729	0.663	0.714	raziskovalec
explosion	0.167	0.960	0.767	eksplozija
explosions	0.123	0.860	0.594	eksplozije
explosive	0.156	0.943	0.663	eksplozivno
