English Word	Valence	Arousal	Dominance	Finnish Word
fart	0.194	0.439	0.264	pieru
farther	0.418	0.500	0.430	kauemmas
fascia	0.480	0.366	0.356	kojelauta
fascinate	0.854	0.683	0.802	kiehtoa
fascinated	0.812	0.714	0.788	kiehtoi
fascinating	0.979	0.817	0.784	kiehtova
fascination	0.885	0.773	0.835	lumoa
fascism	0.104	0.740	0.695	fasismi
fascist	0.200	0.755	0.527	fasistinen
fashion	0.827	0.616	0.589	muoti
fashionable	0.750	0.510	0.605	muodikas
fastball	0.688	0.679	0.575	pikapallo
fasten	0.458	0.585	0.529	kiinnitä
fastener	0.577	0.377	0.491	kiinnike
fastening	0.594	0.473	0.554	kiinnitys
fasting	0.388	0.370	0.394	paasto
fat	0.198	0.353	0.237	rasvaa
fatal	0.061	0.775	0.509	kohtalokas
fatalism	0.208	0.694	0.631	fatalismia
fatality	0.062	0.798	0.595	kuolemantapaus
fate	0.571	0.479	0.712	kohtalo
fated	0.582	0.472	0.692	-onninen
fateful	0.290	0.583	0.402	kohtalokas
fathead	0.296	0.527	0.463	lihavapää
father	0.812	0.333	0.824	isä
fatherhood	0.885	0.519	0.682	isyys
fatherland	0.729	0.469	0.778	isänmaa
fatherly	0.865	0.363	0.712	isällinen
fathom	0.520	0.410	0.523	ymmärtää
fatigue	0.173	0.378	0.265	väsymys
fatigued	0.146	0.433	0.245	väsynyt
fatso	0.286	0.394	0.336	fatso
fatten	0.375	0.549	0.363	lihottaa
fatty	0.286	0.361	0.325	rasvainen
faucet	0.427	0.278	0.356	hana
fault	0.188	0.558	0.184	vika
faultless	0.792	0.500	0.741	virheetön
faulty	0.184	0.520	0.378	viallinen
faun	0.490	0.303	0.376	faun
fauna	0.646	0.346	0.404	eläimistö
faux	0.291	0.490	0.204	faux
favor	0.812	0.308	0.519	suosi
favorable	0.952	0.380	0.788	suotuisa
favorite	0.885	0.590	0.691	suosikki-
favoriteholiday	0.867	0.618	0.582	suosikkiloma
favoritism	0.582	0.559	0.658	suosiminen
fawn	0.626	0.360	0.284	kellanruskea
fax	0.406	0.368	0.304	faksi
faze	0.417	0.515	0.382	faze
fear	0.073	0.840	0.293	pelko
feared	0.240	0.733	0.509	pelätty
fearful	0.083	0.482	0.278	pelottava
fearfully	0.112	0.567	0.271	peloissaan
fearing	0.125	0.566	0.256	peläten
fearless	0.810	0.806	0.760	peloton
fears	0.061	0.821	0.306	pelot
fearsome	0.115	0.900	0.586	pelottavaa
feasibility	0.653	0.490	0.741	toteutettavuus
feasible	0.694	0.388	0.611	mahdollinen
feast	0.979	0.724	0.680	juhla
feat	0.750	0.706	0.849	feat
feather	0.677	0.208	0.144	sulka
feathered	0.438	0.288	0.214	höyheneninen
feature	0.667	0.314	0.679	ominaisuus
features	0.667	0.433	0.509	ominaisuudet
febrile	0.429	0.578	0.414	kuumeinen
fecal	0.255	0.528	0.213	uloste
feces	0.240	0.407	0.307	ulosteet
fecundity	0.688	0.591	0.683	hedelmällisyys
fed	0.602	0.370	0.482	ruokittu
federal	0.530	0.459	0.859	liittovaltion-
federation	0.633	0.354	0.763	liitto
fedup	0.327	0.500	0.352	kyllästynyt
fee	0.354	0.386	0.556	maksu
feeble	0.157	0.280	0.109	heikko
feed	0.812	0.429	0.739	syöttää
feedback	0.622	0.557	0.645	palautetta
feeder	0.604	0.452	0.713	syöttölaite
feel	0.802	0.602	0.596	tuntea
feelgood	0.990	0.441	0.621	tuntua hyvältä
feeling	0.806	0.329	0.531	tunne
feelingdown	0.490	0.457	0.567	olla surullinen
feelinggood	0.940	0.449	0.655	hyvä olo
feet	0.510	0.240	0.292	jalat
feign	0.340	0.394	0.356	teeskennellä
feigned	0.173	0.602	0.333	teeskennelty
feisty	0.592	0.853	0.789	hurjaa
felicity	0.913	0.704	0.793	onni
feline	0.615	0.745	0.509	kissan-
fell	0.255	0.462	0.250	putosi
feller	0.406	0.622	0.617	kaatoilija
fellow	0.745	0.298	0.570	kaveri
fellowship	0.900	0.429	0.778	toveruus
felon	0.111	0.898	0.455	rikollinen
felony	0.206	0.808	0.472	rikos
felt	0.643	0.417	0.566	tunsi olonsa
feminine	0.802	0.520	0.394	naisellinen
femininity	0.750	0.479	0.451	naisellisuus
feminism	0.541	0.570	0.636	feminismi
femme	0.551	0.529	0.398	femme
femoral	0.417	0.324	0.566	reisiluun
femur	0.408	0.289	0.413	reisiluu
fen	0.490	0.276	0.379	letto
fence	0.500	0.198	0.398	aita
fenced	0.323	0.430	0.429	aidattu
fencing	0.542	0.654	0.539	miekkailu
fend	0.646	0.731	0.537	torjua
fender	0.369	0.459	0.476	lokasuoja
fennel	0.573	0.277	0.389	fenkoli
ferment	0.375	0.531	0.418	käydä
fermentation	0.420	0.567	0.473	käyminen
fern	0.602	0.240	0.290	saniainen
ferocious	0.167	0.915	0.776	hurja
ferocity	0.235	0.906	0.746	julmuus
ferret	0.385	0.391	0.398	fretti
ferry	0.604	0.509	0.389	lautta
ferryboat	0.594	0.452	0.553	lautta
fertile	0.888	0.408	0.704	hedelmällinen
fertility	0.885	0.529	0.726	hedelmällisyyttä
fertilize	0.708	0.443	0.542	lannoittaa
fertilizer	0.438	0.463	0.565	lannoite
fervent	0.646	0.632	0.773	kiihkeä
fervor	0.573	0.769	0.651	kiihkeys
fess	0.395	0.420	0.370	fess
fest	0.704	0.574	0.402	fest
festival	0.870	0.706	0.714	festivaali
festive	0.854	0.740	0.764	juhlava
fetal	0.388	0.308	0.364	sikiö
fetch	0.479	0.363	0.491	hakea
fete	0.580	0.551	0.465	juhla
fetish	0.307	0.706	0.500	fetissi
fetus	0.479	0.519	0.395	sikiö
feud	0.146	0.796	0.312	vihanpito
feudal	0.367	0.370	0.610	feodaalinen
feudalism	0.229	0.465	0.607	feodalismi
fever	0.194	0.674	0.364	kuume
feverish	0.385	0.696	0.436	kuumeinen
fiancee	0.959	0.626	0.556	morsian
fiasco	0.167	0.600	0.200	fiasko
fiat	0.520	0.418	0.446	fiat
fib	0.438	0.510	0.361	fib
fiber	0.719	0.284	0.390	kuitua
fiberglass	0.451	0.451	0.443	lasikuitu
fibrosis	0.160	0.469	0.546	fibroosi
fibrous	0.480	0.441	0.464	kuitumainen
fickle	0.406	0.481	0.346	oikullinen
fiction	0.438	0.657	0.441	fiktiota
fictional	0.430	0.490	0.340	fiktiivinen
fictitious	0.224	0.444	0.293	fiktiivinen
fiddle	0.571	0.449	0.391	viulu
fiddler	0.615	0.580	0.500	pelimanni
fidelity	0.765	0.580	0.709	uskollisuus
fidgety	0.229	0.786	0.351	hermostunut
fiduciary	0.375	0.400	0.509	luottamusmies
field	0.640	0.380	0.336	ala
field hockey	0.602	0.786	0.518	maahockey
fielder	0.583	0.378	0.415	ulkopelaaja
fiend	0.146	0.903	0.608	piru
fiendish	0.167	0.846	0.591	pirullinen
fierce	0.281	0.877	0.759	kovaa
fiery	0.418	0.850	0.721	tulinen
fiesta	0.927	0.779	0.655	fiesta
fiesty	0.571	0.663	0.472	fiestinen
fifteen	0.490	0.290	0.443	viisitoista
fifty	0.571	0.368	0.439	viisikymmentä
fig	0.573	0.390	0.339	kuva
fight	0.531	0.868	0.809	taistella
fighter	0.637	0.760	0.898	taistelija
fighting	0.292	0.885	0.783	taistelevat
fights	0.070	0.920	0.712	tappelee
figment	0.552	0.316	0.533	juttu
figurative	0.479	0.450	0.634	kuvaannollinen
figure	0.688	0.328	0.509	kuva
figurine	0.760	0.283	0.258	hahmo
filament	0.510	0.452	0.377	säie
filamentous	0.531	0.480	0.516	filamenttinen
file	0.480	0.316	0.463	tiedosto
filet	0.615	0.392	0.291	filee
filibuster	0.271	0.714	0.508	filibuster
filigree	0.576	0.408	0.514	filigraanityö
filing	0.620	0.420	0.700	arkistointi
filings	0.323	0.412	0.340	viiltoja
fill	0.729	0.449	0.637	täyttää
filler	0.531	0.347	0.529	täyteaine
fillet	0.745	0.415	0.378	filee
filling	0.510	0.382	0.525	täyte
filly	0.479	0.564	0.519	tammavarsa
film	0.823	0.491	0.566	elokuva
filmmaker	0.704	0.510	0.635	elokuvantekijä
filmy	0.583	0.510	0.425	ohut
filter	0.440	0.296	0.260	suodattaa
filth	0.194	0.592	0.319	saasta
filthy	0.115	0.714	0.321	likainen
filtration	0.407	0.520	0.255	suodatus
fin	0.333	0.340	0.377	fin
final	0.276	0.575	0.508	lopullinen
finale	0.406	0.330	0.468	finaali
finalist	0.833	0.686	0.736	finalisti
finality	0.615	0.368	0.627	lopullisuus
finalize	0.556	0.550	0.578	viimeistellä
finalized	0.245	0.210	0.608	viimeistelty
finally	0.583	0.433	0.465	vihdoinkin
finance	0.753	0.431	0.843	Rahoittaa
financial	0.667	0.500	0.722	taloudellinen
financier	0.602	0.500	0.778	rahoittaja
finch	0.438	0.444	0.358	peippo
find	0.774	0.555	0.580	löytö
finder	0.360	0.550	0.630	etsijä
finding	0.796	0.469	0.664	löytäminen
fine	0.823	0.240	0.647	hieno
finery	0.562	0.479	0.636	hienoudet
finesse	0.740	0.387	0.412	hienous
finger	0.321	0.264	0.291	sormi
fingernail	0.418	0.415	0.153	kynsi
fingerprint	0.583	0.404	0.570	sormenjälki
fingerscrossed	0.573	0.540	0.356	sormet ristissä
finish	0.471	0.429	0.545	suorittaa loppuun
finished	0.510	0.387	0.570	valmis
finite	0.384	0.347	0.293	rajallinen
fink	0.410	0.514	0.439	Fink
fir	0.521	0.275	0.306	kuusi
fire	0.380	0.804	0.635	antaa potkut
firearm	0.086	0.943	0.864	tuliase
firearms	0.220	0.943	0.821	tuliaseita
fireball	0.302	0.777	0.664	tulipallo
firecracker	0.474	0.741	0.434	sähikäinen
firefight	0.153	0.920	0.664	tulitaistelu
firefighter	0.637	0.770	0.773	palomies
firefly	0.622	0.410	0.363	tulikärpänen
firehouse	0.594	0.689	0.627	palohuone
firelight	0.677	0.504	0.639	takanloiste
fireman	0.583	0.745	0.755	palomies
fireplace	0.667	0.380	0.417	takka
firepower	0.375	0.941	0.810	tulivoima
fireproof	0.684	0.679	0.723	tulenkestävä
fireside	0.684	0.377	0.394	takka
firestorm	0.180	0.929	0.766	tulimyrsky
firewall	0.485	0.602	0.629	palomuuri
firewood	0.520	0.348	0.263	polttopuut
firework	0.786	0.904	0.593	ilotulitus
fireworks	0.735	0.863	0.579	ilotulitus
firing	0.188	0.931	0.803	ampuminen
firm	0.635	0.380	0.728	yritys
firmament	0.750	0.407	0.660	taivaankansi
firmly	0.786	0.510	0.777	lujasti
firmness	0.823	0.479	0.939	lujuutta
first	0.625	0.500	0.788	ensimmäinen
firstborn	0.786	0.490	0.695	esikoinen
firstworldprobs	0.458	0.612	0.483	ensimmäisen maailman ongelmat
fiscal	0.500	0.582	0.845	verotuksellinen
fish	0.510	0.280	0.250	kalastaa
fisherman	0.656	0.461	0.546	kalastaja
fishery	0.574	0.503	0.519	kalastusta
fishing	0.677	0.283	0.405	kalastus
fishing boat	0.521	0.403	0.627	kalastusvene
fishy	0.224	0.601	0.471	hämärä
fissile	0.333	0.490	0.380	halkeavaa
fission	0.386	0.500	0.567	fissio
fissure	0.333	0.510	0.431	halkeama
fist	0.333	0.686	0.481	nyrkki
fistfight	0.208	0.902	0.543	nyrkkitappelu
fistful	0.500	0.509	0.500	nyrkkillinen
fistula	0.312	0.481	0.330	fisteli
fit	0.604	0.450	0.632	sovi
fitness	0.875	0.529	0.810	kunto
fits	0.571	0.363	0.580	sopii
fitted	0.507	0.404	0.673	asennettu
fitting	0.612	0.441	0.638	asennus
fittings	0.531	0.404	0.409	varusteet
five	0.510	0.221	0.298	viisi
fiver	0.458	0.469	0.517	vitonen
fix	0.760	0.538	0.519	korjata
fixable	0.724	0.470	0.645	korjattavissa
fixation	0.562	0.459	0.655	kiinnitys
fixed	0.684	0.167	0.509	korjattu
fixer	0.633	0.375	0.606	kiinnitin
fixture	0.663	0.216	0.409	kiinnitys
fixtures	0.643	0.330	0.370	kalusteet
fizz	0.459	0.708	0.349	kuohua
fjord	0.510	0.404	0.463	vuono
flabbergast	0.480	0.679	0.547	ällistyttää
flabbergasted	0.312	0.802	0.342	ällikällä lyöty
flabby	0.292	0.358	0.250	vetelä
flaccid	0.156	0.400	0.151	veltto
flag	0.592	0.378	0.536	lippu
flagging	0.521	0.519	0.509	liputus
flagpole	0.500	0.394	0.458	lipputanko
flagrant	0.286	0.673	0.455	räikeä
flagship	0.592	0.587	0.703	lippulaiva
flagstaff	0.520	0.517	0.500	lipputanko
flair	0.775	0.471	0.676	hohto
flak	0.390	0.600	0.600	flak
flake	0.385	0.388	0.289	hiutale
flaky	0.363	0.509	0.279	hilseilevä
flamboyant	0.615	0.794	0.705	mahtipontinen
flame	0.448	0.574	0.615	liekki
flamethrower	0.160	0.882	0.683	liekinheitin
flaming	0.406	0.645	0.558	liekeissä
flamingo	0.667	0.451	0.482	flamingo
flammable	0.216	0.800	0.715	syttyvä
flan	0.604	0.304	0.198	flan
flange	0.500	0.306	0.390	laippa
flank	0.448	0.458	0.443	kylki
flanked	0.333	0.431	0.368	viereinen
flanking	0.490	0.622	0.519	viereinen
flannel	0.490	0.250	0.327	flanelli
flap	0.275	0.385	0.344	läppä
flapping	0.458	0.728	0.404	räpyttely
flare	0.558	0.823	0.508	leimahdus
flares	0.580	0.642	0.556	soihdut
flaring	0.625	0.771	0.509	leimahtaa
flash	0.571	0.590	0.657	salama
flashback	0.265	0.400	0.485	takauma
flashing	0.604	0.574	0.438	vilkkuu
flashlight	0.653	0.414	0.356	taskulamppu
flashy	0.704	0.600	0.827	räikeä
flask	0.418	0.412	0.454	pullo
flat	0.408	0.236	0.303	tasainen
flatbed	0.490	0.250	0.380	tasosänky
flatfoot	0.265	0.333	0.330	lättäjalka
flatness	0.479	0.280	0.527	tasaisuus
flatten	0.286	0.469	0.442	litistää
flatter	0.521	0.418	0.302	tasaisempi
flattered	0.865	0.608	0.708	imarreltu
flattering	0.755	0.686	0.500	mairitteleva
flattery	0.470	0.575	0.404	imartelu
flatulence	0.210	0.632	0.343	ilmavaivat
flaunt	0.438	0.611	0.525	pöyhistellä
flavor	0.885	0.479	0.392	maku
flaw	0.319	0.491	0.175	virhe
flawed	0.133	0.490	0.194	virheellinen
flawless	0.729	0.420	0.741	virheetön
flea	0.286	0.353	0.218	kirppu
fleabag	0.271	0.557	0.348	kirppukassi
fled	0.224	0.639	0.322	pakeni
flee	0.292	0.796	0.232	paeta
fleece	0.561	0.250	0.381	fleece
fleet	0.547	0.430	0.623	laivasto
fleeting	0.439	0.650	0.387	ohikiitävä
flesh	0.604	0.390	0.475	lihaa
fleshy	0.500	0.518	0.406	mehevä
flex	0.604	0.378	0.330	flex
flexibility	0.867	0.402	0.472	joustavuus
flexible	0.719	0.460	0.465	joustava
flexin	0.552	0.559	0.366	flexin
flexion	0.449	0.551	0.418	taipuminen
flick	0.688	0.541	0.515	leffa
flicker	0.635	0.321	0.333	välkkyä
flickering	0.490	0.444	0.289	välkkyminen
flier	0.541	0.490	0.652	lentäjä
flight	0.646	0.630	0.587	lento
flighty	0.219	0.602	0.436	häilyväinen
flimsy	0.302	0.396	0.189	hatara
flinch	0.350	0.804	0.555	säpsähtää
fling	0.439	0.696	0.534	sinkauttaa
flint	0.521	0.439	0.536	piikivi
flip	0.281	0.529	0.435	voltti
flip flop	0.417	0.519	0.321	varvastossu
flipper	0.677	0.420	0.415	räpylä
flipping	0.553	0.551	0.345	kääntäminen
flirt	0.792	0.790	0.538	flirttailla
flirtation	0.653	0.719	0.482	flirtti
flirting	0.590	0.773	0.491	flirttailu
flirty	0.714	0.721	0.491	flirttaileva
float	0.688	0.394	0.344	kellua
floater	0.480	0.433	0.370	kelluja
flock	0.500	0.546	0.543	parvi
flog	0.408	0.520	0.382	ruoskia
flood	0.208	0.778	0.608	tulva
floor	0.430	0.230	0.250	lattia
flooring	0.562	0.235	0.346	lattia
floozy	0.410	0.477	0.430	lutka
flop	0.081	0.642	0.196	floppi
floppy	0.549	0.300	0.333	levyke
flora	0.833	0.324	0.567	kasvisto
floral	0.833	0.235	0.264	kukka-
florist	0.771	0.410	0.388	kukkakauppias
floss	0.500	0.280	0.278	hammaslanka
flotation	0.510	0.353	0.333	kellunta
flounder	0.711	0.333	0.345	kampela
flour	0.530	0.235	0.239	jauhot
flourish	0.939	0.573	0.601	kukoistaa
flow	0.696	0.316	0.464	virtaus
flower	0.802	0.189	0.254	kukka
flowering	0.906	0.627	0.500	kukinta
flowers	0.875	0.324	0.330	kukat
flowery	0.792	0.332	0.446	kukkainen
flows	0.571	0.480	0.434	virtaa
flu	0.230	0.547	0.250	flunssa
fluctuate	0.285	0.617	0.480	vaihdella
fluctuating	0.292	0.591	0.395	vaihteleva
fluctuation	0.347	0.750	0.519	vaihtelu
flue	0.354	0.688	0.451	savupiippu
fluency	0.776	0.504	0.718	sujuvuus
fluent	0.760	0.500	0.614	sujuva
fluff	0.520	0.264	0.172	nukka
fluffy	0.781	0.431	0.356	pörröinen
fluid	0.673	0.407	0.589	nestettä
fluidity	0.729	0.510	0.576	juoksevuus
fluke	0.446	0.450	0.432	onnea
flunk	0.104	0.548	0.170	reputtaa
flunky	0.205	0.452	0.216	lakeija
fluorescence	0.667	0.490	0.500	fluoresenssi
fluorescent	0.602	0.595	0.500	fluoresoiva
flurries	0.422	0.760	0.517	myrskyjä
flurry	0.302	0.760	0.559	tuulenpuuska
flush	0.408	0.755	0.589	huuhtele
flustered	0.316	0.903	0.283	hämmentynyt
flute	0.635	0.330	0.363	huilu
fluted	0.438	0.438	0.389	uurrettu
flutter	0.479	0.548	0.330	lepattaa
fluvial	0.571	0.363	0.588	virtaava
flux	0.473	0.472	0.451	virtaus
fly	0.760	0.775	0.676	lentää
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	lentolehtinen
flying	0.877	0.606	0.696	lentäminen
flywheel	0.667	0.480	0.442	vauhtipyörä
foal	0.542	0.578	0.482	varsa
foam	0.698	0.230	0.204	vaahto
foaming	0.643	0.240	0.198	vaahtoaminen
foamy	0.663	0.306	0.291	vaahtoava
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	polttopiste
focus	0.690	0.382	0.648	keskittyä
fodder	0.316	0.358	0.430	rehu
foe	0.071	0.827	0.459	vihollinen
fog	0.510	0.213	0.260	sumu
foggy	0.354	0.337	0.302	sumuinen
foil	0.312	0.204	0.342	folio
foiled	0.235	0.470	0.144	folioitunut
fold	0.385	0.412	0.330	taita
folded	0.179	0.373	0.327	taitettuna
folder	0.490	0.279	0.375	kansio
foliage	0.620	0.373	0.237	lehvistö
folio	0.513	0.265	0.435	folio
folk	0.663	0.433	0.432	kansan
folklore	0.755	0.585	0.449	kansanperinne
follicle	0.406	0.331	0.436	follikkelia
follicular	0.401	0.305	0.391	follikulaarinen
follow	0.667	0.509	0.600	seuraa
follower	0.646	0.488	0.461	seuraaja
folly	0.184	0.833	0.363	hulluutta
fond	0.885	0.602	0.518	ihastunut
fondle	0.823	0.485	0.355	hyväillä
fondling	0.794	0.564	0.500	hyväily
fondness	0.885	0.391	0.503	rakkaus
fondue	0.656	0.363	0.350	fondue
font	0.615	0.336	0.576	fontti
food	0.888	0.324	0.527	ruokaa
foodie	0.781	0.465	0.484	herkkusuu
fool	0.160	0.560	0.148	typerys
fooled	0.051	0.692	0.241	huijattu
foolhardy	0.541	0.816	0.596	tyhmä
fooling	0.167	0.755	0.384	huijaaminen
foolish	0.316	0.255	0.109	typerää
foolishness	0.235	0.472	0.173	typeryyttä
foolproof	0.479	0.484	0.500	idioottivarma
foot	0.490	0.290	0.254	jalka
foot stool	0.469	0.317	0.355	jakkara
footage	0.625	0.235	0.364	materiaalia
football	0.755	0.760	0.582	jalkapallo
footbridge	0.582	0.375	0.440	kävelysilta
foothold	0.673	0.336	0.582	jalansijaa
footing	0.760	0.346	0.464	jalansijalle
footlocker	0.500	0.417	0.393	varustelaatikko
footloose	0.549	0.595	0.447	jalka löysä
footpath	0.677	0.321	0.473	kävelytie
footprint	0.592	0.292	0.336	jalanjälki
footwear	0.643	0.337	0.275	jalkineet
footwork	0.448	0.540	0.352	jalkatyö
fop	0.281	0.561	0.328	fop
forage	0.583	0.389	0.370	rehu
foray	0.418	0.618	0.676	kokeilu
forbearance	0.520	0.471	0.549	kärsivällisyyttä
forbid	0.115	0.686	0.598	kieltää
forbidding	0.198	0.781	0.500	kieltää
force	0.612	0.750	0.905	pakottaa
forced	0.180	0.721	0.458	pakko
forceful	0.533	0.673	0.898	voimakas
forceps	0.354	0.615	0.436	pihdit
forces	0.551	0.686	0.886	voimat
forcibly	0.365	0.704	0.647	väkisin
ford	0.521	0.340	0.382	ford
fore	0.667	0.417	0.654	eteen
forearm	0.469	0.304	0.509	kyynärvarsi
foreboding	0.439	0.706	0.636	aavistus
forecast	0.783	0.419	0.698	ennuste
forecaster	0.635	0.611	0.846	ennustaja
foreclose	0.220	0.582	0.560	sulkea pois
foreclosure	0.167	0.651	0.500	sulkeminen
forefathers	0.690	0.412	0.627	esi-isät
forefinger	0.510	0.254	0.370	etusormi
forefront	0.573	0.559	0.811	eturintamassa
forego	0.396	0.661	0.291	hylätä
foregoing	0.420	0.346	0.324	edellä oleva
foregone	0.271	0.567	0.235	mennyt
foreground	0.708	0.491	0.590	etualalla
forehead	0.470	0.308	0.556	otsa
foreign	0.573	0.681	0.385	ulkomaalainen
foreigner	0.500	0.519	0.480	ulkomaalainen
foreman	0.458	0.612	0.750	työnjohtaja
foremost	0.735	0.593	0.907	ennen kaikkea
forensic	0.439	0.627	0.436	oikeuslääketieteen
forensics	0.235	0.545	0.679	oikeuslääketieteen
foreplay	0.724	0.627	0.474	esileikki
forerunner	0.694	0.540	0.843	edelläkävijä
foresee	0.583	0.452	0.522	ennakoida
foreseen	0.566	0.361	0.562	ennakoitu
foresight	0.680	0.482	0.640	ennakointi
forest	0.729	0.270	0.435	metsä
forestall	0.540	0.550	0.606	estää
forethought	0.765	0.491	0.580	ennakoitua
foreveralone	0.296	0.375	0.343	ikuisesti yksin
forevermore	0.843	0.425	0.614	ikuisesti enemmän
forewarned	0.480	0.618	0.606	varoitettu etukäteen
foreword	0.590	0.314	0.551	esipuhe
forfeit	0.083	0.635	0.245	menettää
forfeited	0.156	0.650	0.352	menetetty
forfeiture	0.184	0.588	0.368	menettämistä
forge	0.520	0.424	0.686	takoa
forger	0.156	0.673	0.518	väärentäjä
forgery	0.235	0.654	0.481	väärennös
forget	0.312	0.382	0.209	unohtaa
forgetful	0.240	0.343	0.264	huonomuistinen
forgetfulness	0.271	0.385	0.302	unohtaminen
forgive	0.781	0.408	0.562	anteeksi
forgiven	0.750	0.302	0.510	anteeksi
forgiveness	0.667	0.430	0.471	anteeksianto
forgiving	0.885	0.317	0.556	anteeksiantava
forgotten	0.235	0.280	0.184	unohdettu
fork	0.406	0.300	0.529	haarukka
forked	0.333	0.585	0.365	haaroittunut
forking	0.327	0.596	0.490	haarukka
forklift	0.480	0.537	0.526	trukki
forlorn	0.316	0.571	0.217	surkea
form	0.510	0.302	0.436	muodossa
formal	0.735	0.250	0.625	muodollinen
formaldehyde	0.296	0.415	0.443	formaldehydi
formalism	0.838	0.289	0.689	formalismi
formality	0.594	0.353	0.750	muodollisuus
format	0.562	0.308	0.438	muoto
formation	0.615	0.453	0.731	muodostus
formative	0.688	0.442	0.800	muodostava
formed	0.656	0.272	0.696	muodostettu
formidable	0.708	0.709	0.857	mahtava
forming	0.729	0.343	0.800	muodostumista
formless	0.398	0.201	0.163	muodoton
formula	0.521	0.450	0.585	kaava
formulary	0.531	0.470	0.500	kaava
formulate	0.851	0.456	0.673	muotoilla
fornicate	0.396	0.933	0.565	haureuttaa
fornication	0.365	0.951	0.457	haureutta
forsake	0.102	0.567	0.223	hylätä
forsaken	0.050	0.490	0.192	hylätty
forsooth	0.490	0.450	0.406	suoraan sanoen
fort	0.780	0.673	0.860	linnake
forte	0.829	0.737	0.800	forte
forthcoming	0.660	0.509	0.600	tulossa
forthright	0.663	0.411	0.546	suoraan
forthwith	0.688	0.606	0.650	viipymättä
fortification	0.652	0.769	0.817	linnoitus
fortify	0.745	0.824	0.911	vahvistaa
fortitude	0.823	0.608	0.897	rohkeus
fortnight	0.770	0.650	0.397	kaksi viikkoa
fortnightly	0.592	0.337	0.398	kahden viikon välein
fortress	0.816	0.500	0.933	linnoitus
fortuitous	0.625	0.469	0.546	sattumanvaraista
fortunate	0.927	0.639	0.836	onnekas
fortune	0.926	0.731	0.873	onni
fortunes	0.824	0.706	0.789	omaisuuksia
forty	0.458	0.367	0.482	neljäkymmentä
forum	0.556	0.490	0.632	foorumi
forward	0.873	0.412	0.750	eteenpäin
forwarding	0.583	0.537	0.510	edelleenlähetys
fossil	0.480	0.292	0.380	fossiili
fossils	0.520	0.314	0.422	fossiileja
foul	0.224	0.460	0.355	virheellinen
found	0.833	0.446	0.490	löytyi
foundation	0.771	0.385	0.730	perusta
founder	0.760	0.465	0.891	perustaja
founding	0.698	0.404	0.898	perustamisesta
foundry	0.531	0.491	0.594	valimo
fountain	0.704	0.292	0.559	suihkulähde
four	0.552	0.280	0.383	neljä
fourfold	0.530	0.408	0.510	nelinkertainen
foursome	0.615	0.497	0.518	nelinpeli
fourteen	0.552	0.279	0.308	neljätoista
fourth	0.559	0.280	0.398	neljäs
fowl	0.510	0.388	0.364	linnut
fox	0.323	0.555	0.491	kettu
foxhole	0.312	0.539	0.389	potero
foxtrot	0.562	0.520	0.505	fokstrotti
foxy	0.552	0.642	0.679	kettu
foyer	0.552	0.370	0.443	eteinen
fraction	0.417	0.330	0.400	murto-osa
fractional	0.306	0.360	0.509	murto-osa
