English Word	Valence	Arousal	Dominance	Arabic Word
dissatisfied	0.042	0.561	0.291	غير راض
dissect	0.367	0.750	0.595	تشريح
dissection	0.276	0.632	0.462	تشريح
disseminate	0.562	0.608	0.750	ينشر
dissemination	0.476	0.551	0.583	النشر
dissension	0.250	0.618	0.414	الخلاف
dissent	0.300	0.655	0.407	معارضة
dissenting	0.208	0.552	0.366	معارضة
dissertation	0.312	0.575	0.575	أطروحة
disservice	0.250	0.794	0.480	ضرر
dissident	0.350	0.582	0.413	المنشق
dissimilar	0.276	0.461	0.472	غير متشابه
dissipate	0.385	0.368	0.355	تبدد
dissipated	0.281	0.421	0.231	تتبدد
dissociation	0.135	0.555	0.471	التفكك
dissociative	0.281	0.615	0.397	فصامي
dissolution	0.204	0.464	0.349	تحلل
dissolve	0.271	0.490	0.410	تذوب
dissonance	0.173	0.471	0.336	التنافر
dissuade	0.482	0.500	0.350	ثني
distal	0.410	0.401	0.438	القاصي
distance	0.233	0.317	0.418	مسافه: بعد
distant	0.229	0.324	0.269	بعيد
distaste	0.184	0.625	0.370	كراهيه
distasteful	0.264	0.676	0.222	مقيت
distillate	0.500	0.347	0.382	نواتج التقطير
distillation	0.396	0.436	0.575	التقطير
distilled	0.427	0.573	0.500	مقطر
distinct	0.542	0.578	0.509	خامد
distinction	0.584	0.571	0.750	امتياز
distinctive	0.885	0.520	0.604	متميز
distinguish	0.675	0.471	0.600	تميز
distinguishable	0.635	0.530	0.727	مميز
distinguished	0.823	0.593	0.759	مميز
distinguishing	0.622	0.363	0.640	مميز
distort	0.100	0.740	0.366	التشوه
distorted	0.250	0.521	0.280	المحرفة
distortion	0.299	0.570	0.380	تشوه
distract	0.241	0.609	0.336	يصرف
distracted	0.194	0.392	0.213	مشتت الذهن
distracting	0.445	0.583	0.400	تشتيت الانتباه
distraction	0.402	0.557	0.390	إلهاء
distraught	0.115	0.903	0.264	مضطرب
distress	0.073	0.840	0.396	محنة
distressed	0.143	0.771	0.324	محزن
distressing	0.075	0.750	0.375	مؤلم
distribute	0.643	0.596	0.709	نشر
distribution	0.635	0.548	0.788	توزيع
distributor	0.702	0.447	0.718	موزع
district	0.438	0.327	0.660	منطقة
distrust	0.060	0.670	0.276	عدم الثقة
disturb	0.175	0.760	0.481	إزعاج
disturbance	0.146	0.907	0.404	إزعاج
disturbed	0.125	0.870	0.305	مختل
disturbing	0.146	0.792	0.439	مزعج
disuse	0.229	0.229	0.202	إهمال
disused	0.250	0.302	0.186	مهجور
ditch	0.357	0.364	0.322	يتخلص من
ditto	0.449	0.418	0.411	نفس الشيء
ditty	0.470	0.433	0.334	ديتي
diurnal	0.714	0.296	0.443	نهاري
diva	0.660	0.657	0.596	ديفا
divan	0.750	0.202	0.262	ديوان
dive	0.583	0.531	0.500	يغوص
diver	0.594	0.520	0.564	غواص
diverge	0.375	0.657	0.520	تشعب
divergence	0.429	0.615	0.687	تشعب
divergent	0.449	0.660	0.587	متشعب
diverging	0.417	0.613	0.573	متشعب
divers	0.583	0.580	0.602	الغواصين
diverse	0.562	0.519	0.604	متنوع
diversified	0.602	0.538	0.549	متنوع
diversify	0.656	0.588	0.464	تنويع
diversion	0.740	0.821	0.714	تحويل
diversionary	0.551	0.587	0.300	تسريب
diversity	0.806	0.472	0.711	تنوع
divert	0.344	0.622	0.407	تحويل
diverting	0.396	0.571	0.537	التحويل
divest	0.365	0.547	0.424	تجريد
divested	0.333	0.449	0.311	جرد
divestment	0.302	0.509	0.382	تصفية
divide	0.333	0.520	0.417	يقسم
divided	0.271	0.623	0.391	منقسم
dividend	0.583	0.491	0.566	توزيعات ارباح
divination	0.500	0.650	0.545	عرافة
divine	0.918	0.571	0.885	إلهي
divinity	0.896	0.559	0.774	ألوهية
divisible	0.323	0.462	0.411	قابل للقسمة
division	0.370	0.481	0.472	قطاع
divisor	0.344	0.517	0.455	المقسوم عليه
divorce	0.042	0.700	0.385	الطلاق
divorcee	0.153	0.610	0.481	مطلقة
divulge	0.531	0.718	0.467	إفشاء
divvy	0.351	0.462	0.429	divvy
dizziness	0.229	0.555	0.254	دوخة
dizzy	0.199	0.582	0.193	دائِخ
do	0.670	0.548	0.536	فعل
doable	0.760	0.404	0.675	ممكن
doc	0.458	0.317	0.392	وثيقة
docile	0.604	0.259	0.264	منصاع
dock	0.490	0.409	0.481	الرصيف
docked	0.281	0.754	0.398	رست
docket	0.505	0.509	0.607	جدول
docking	0.354	0.596	0.587	لرسو السفن
doctor	0.700	0.531	0.861	طبيب
doctorate	0.776	0.479	0.841	دكتوراه
doctrinal	0.510	0.373	0.673	مذهبي
doctrine	0.500	0.394	0.769	عقيدة
document	0.594	0.240	0.667	وثيقة
documentary	0.622	0.213	0.596	وثائقي
documentation	0.719	0.290	0.667	توثيق
documents	0.530	0.250	0.587	مستندات
dodge	0.333	0.760	0.509	يتملص
dodger	0.427	0.454	0.490	المراوغ
dodging	0.396	0.654	0.382	المراوغة
dodgy	0.281	0.510	0.254	المراوغة
dodo	0.438	0.306	0.353	طائر الدودو
doe	0.550	0.336	0.336	ظبية
doer	0.724	0.550	0.728	الفاعل
dog	0.704	0.500	0.407	كلب
dogface	0.219	0.470	0.264	وجه الكلب
dogged	0.255	0.750	0.594	عنيد
doggy	0.646	0.491	0.404	هزلي
doghouse	0.438	0.417	0.340	بيت الكلب
dogma	0.530	0.460	0.719	العقيدة
dogmatic	0.448	0.520	0.654	متزمت
dogsick	0.571	0.490	0.377	كلاب
doings	0.604	0.491	0.705	أفعال
doit	0.500	0.519	0.392	افعلها
dojo	0.500	0.435	0.455	دوجو
doldrums	0.229	0.425	0.266	ركود
dole	0.448	0.402	0.348	إعانة
doll	0.729	0.321	0.330	لعبة
dollar	0.755	0.632	0.694	دولار
dollhouse	0.643	0.245	0.363	دمية
dolor	0.167	0.635	0.375	دولور
dolphin	0.776	0.350	0.414	دولفين
domain	0.573	0.549	0.828	نطاق
dome	0.620	0.398	0.509	قبة
domestic	0.729	0.327	0.500	المنزلي
domesticated	0.635	0.360	0.294	مستأنسة
domestication	0.594	0.390	0.435	تدجين
domicile	0.604	0.292	0.529	موطن
domiciled	0.542	0.340	0.516	موطن
dominance	0.542	0.775	0.839	هيمنة
dominant	0.406	0.854	0.893	مهيمن
dominate	0.439	0.814	0.953	تسيطر
dominating	0.427	0.769	0.902	تهيمن
domination	0.505	0.786	0.959	هيمنة
dominatrix	0.390	0.727	0.709	دوميناتريكس
dominion	0.542	0.704	0.890	السيادة
domino	0.594	0.510	0.473	الدومينو
don	0.646	0.454	0.702	اِتَّشَح
donate	0.774	0.462	0.577	يتبرع
donation	0.792	0.398	0.602	هبة
donkey	0.406	0.367	0.245	حمار
donor	0.714	0.490	0.653	جهات مانحة
dontlikeyou	0.055	0.500	0.282	dontlikeyou
dontmess	0.396	0.482	0.440	لا تفوت
dontmesswithme	0.312	0.635	0.440	لا تفارقني
dontpanic	0.469	0.465	0.425	لا تُصب بالذعر
dontunderstand	0.219	0.357	0.271	لا تفهم
doodle	0.604	0.402	0.376	خربش
doom	0.073	0.750	0.442	الموت
doomed	0.041	0.755	0.301	محكوم
doomsday	0.125	0.861	0.670	يوم القيامة
door	0.549	0.189	0.421	باب
doorbell	0.564	0.500	0.307	جرس الباب
doorknob	0.406	0.553	0.462	مقبض الباب
doorman	0.570	0.371	0.491	بواب
doormat	0.458	0.269	0.267	ممسحة
doornail	0.459	0.370	0.423	ظرف الباب
doorstep	0.531	0.274	0.391	عتبة الباب
doorway	0.573	0.304	0.496	مدخل
dopamine	0.548	0.469	0.426	الدوبامين
dope	0.295	0.855	0.425	مخدر
dopey	0.320	0.380	0.365	بليد
dork	0.272	0.519	0.361	أحمق
dorky	0.302	0.480	0.390	دوركي
dorm	0.719	0.194	0.327	المسكن
dormant	0.385	0.245	0.245	في سبات عميق
dormitory	0.633	0.204	0.382	مسكن
dorsal	0.449	0.360	0.445	ظهري
dosage	0.344	0.450	0.490	جرعة
dose	0.458	0.490	0.427	جرعة
dossier	0.357	0.380	0.544	ملف
dot	0.434	0.290	0.391	نقطة
doting	0.888	0.415	0.426	شغوف ب
dotted	0.480	0.347	0.426	منقط
dotty	0.375	0.402	0.393	منقط
double	0.677	0.378	0.569	مزدوج
doubled	0.427	0.536	0.560	تضاعف
doublet	0.420	0.431	0.500	صدرة ضيقة
doubling	0.459	0.452	0.464	مضاعفة
doubt	0.395	0.351	0.231	شك
doubtful	0.250	0.465	0.241	مشكوك فيه
doubting	0.224	0.560	0.189	شك
doubtless	0.688	0.415	0.689	بلا شك
doubts	0.306	0.448	0.305	شكوك
douche	0.490	0.413	0.397	نضح
douchebags	0.327	0.587	0.366	أكياس دوش
dough	0.588	0.229	0.391	عجينة
doughboy	0.365	0.443	0.396	جندي من المشاة
doughnut	0.663	0.380	0.279	الدونات
dour	0.360	0.404	0.325	عنيد
douse	0.365	0.453	0.412	غمس
dove	0.729	0.235	0.437	حمامة
down	0.208	0.330	0.264	أسفل
downcast	0.071	0.500	0.222	مسبل
downer	0.120	0.594	0.226	مهدئ
downfall	0.200	0.717	0.182	سقوط
downfield	0.521	0.330	0.380	داونفيلد
downhearted	0.119	0.461	0.255	مكتئب
downhill	0.292	0.573	0.279	انحدار
download	0.602	0.490	0.503	تحميل
downpour	0.328	0.602	0.481	هطول الامطار
downright	0.625	0.454	0.679	بصراحة
downriver	0.542	0.469	0.279	أسفل النهر
downside	0.190	0.400	0.246	الجانب السلبي
downtime	0.240	0.226	0.324	التوقف
downward	0.188	0.347	0.255	إلى أسفل
downy	0.630	0.170	0.255	ناعم
dowry	0.604	0.453	0.544	مهر
doze	0.592	0.200	0.405	نعس
dozen	0.583	0.343	0.425	دزينة
drab	0.327	0.300	0.242	مومس
draft	0.438	0.360	0.351	مسودة
drafty	0.458	0.500	0.518	جريء
drag	0.388	0.606	0.348	يجر
dragon	0.541	0.821	0.712	تنين
dragonfly	0.571	0.373	0.357	اليعسوب
drain	0.277	0.470	0.222	بالُوعَة
drainage	0.219	0.354	0.307	تصريف المياه
drained	0.310	0.441	0.352	ينضب
draining	0.337	0.396	0.304	استنزاف
drainpipe	0.417	0.413	0.277	أنبوب الصرف
drake	0.467	0.411	0.452	دريك
drama	0.430	0.755	0.481	دراما
dramaqueen	0.337	0.682	0.482	ملكة الدراما
dramatic	0.367	0.780	0.443	دراماتيكي
drape	0.417	0.439	0.404	ثنى
drapery	0.479	0.220	0.223	ستائر
drastic	0.194	0.839	0.657	عنيف
drat	0.302	0.516	0.409	درات
draught	0.465	0.245	0.316	غاطس السفينة
draw	0.704	0.449	0.481	سحب
drawback	0.302	0.422	0.148	عائق
drawbridge	0.551	0.557	0.438	الجسر المتحرك
drawer	0.429	0.196	0.292	الدرج
drawers	0.539	0.260	0.236	أدراج
drawing	0.698	0.216	0.333	رسم
dread	0.153	0.792	0.368	الرهبة
dreaded	0.122	0.706	0.460	فزع
dreadful	0.092	0.786	0.348	مروع
dreadfully	0.246	0.806	0.306	بشكل مخيف
dreading	0.125	0.760	0.377	مخيف
dream	0.844	0.157	0.328	حلم
dreamboat	0.776	0.491	0.458	دريم بوت
dreamer	0.820	0.394	0.455	حالم
dreaming	0.854	0.320	0.336	يحلم
dreamland	0.844	0.471	0.566	ارض الاحلام
dreams	0.865	0.415	0.530	أحلام
dreamt	0.812	0.380	0.518	حلمت
dreamy	0.837	0.350	0.500	حالمة
dreary	0.260	0.490	0.324	كئيب
dredge	0.427	0.445	0.444	نعرات
drenched	0.302	0.361	0.388	منقوع
dress	0.760	0.300	0.345	فستان
dresser	0.604	0.398	0.473	مضمد
dressmaker	0.698	0.460	0.483	خياطة
dressy	0.800	0.570	0.696	متأنق
dribble	0.417	0.551	0.465	التقطر
dried	0.427	0.260	0.385	جافة
drier	0.306	0.347	0.392	أكثر جفافا
drift	0.316	0.520	0.375	المغزى
drifted	0.312	0.542	0.310	انجرفت
drifter	0.449	0.512	0.391	التائه
driftwood	0.321	0.283	0.439	الطافية
drill	0.250	0.602	0.573	تدريبات
drink	0.650	0.552	0.474	يشرب
drinker	0.365	0.735	0.441	شارب
drinking	0.562	0.459	0.317	الشرب
drinks	0.729	0.656	0.412	مشروبات
drip	0.392	0.193	0.175	تقطر
dripping	0.302	0.257	0.267	يقطر
drive	0.625	0.689	0.713	قطع
drivel	0.398	0.469	0.463	الهراء
driver	0.553	0.538	0.637	سائق
driveway	0.612	0.392	0.689	طريق خاص
drizzle	0.521	0.353	0.319	رذاذ
droll	0.459	0.573	0.422	مهرج
drone	0.429	0.686	0.596	طائرة بدون طيار
drones	0.398	0.577	0.588	طائرات بدون طيار
drool	0.385	0.398	0.204	سال لعابه
drooping	0.245	0.558	0.353	تدلى
droopy	0.438	0.350	0.297	متخاذل
drop	0.479	0.321	0.291	يسقط
droplet	0.625	0.208	0.194	قطيرة
dropout	0.253	0.550	0.481	أوقع
dropper	0.333	0.216	0.236	قطارة
drought	0.133	0.353	0.267	جفاف
drove	0.541	0.528	0.623	قاد
drown	0.071	0.860	0.270	يغرق
drowsiness	0.260	0.194	0.303	النعاس
drowsy	0.375	0.180	0.240	نعسان
drudgery	0.094	0.522	0.241	الكدح
drug	0.214	0.790	0.453	دواء
drug dealing	0.042	0.843	0.500	تجارة المخدرات
drugged	0.102	0.750	0.321	مخدر
druggist	0.240	0.561	0.417	صيدلي
drugs	0.167	0.750	0.368	المخدرات
drugstore	0.490	0.343	0.518	صيدلية
druid	0.517	0.445	0.481	الكاهن
drum	0.615	0.679	0.339	طبل
drummer	0.646	0.700	0.564	الطبال
drumming	0.594	0.750	0.426	قرع الطبول
drunk	0.194	0.800	0.250	سكران
drunk driving	0.073	0.900	0.306	قياده تحت تاثير الخمر
drunkard	0.240	0.873	0.250	سكير
drunken	0.155	0.849	0.250	سكران
drunkenness	0.214	0.774	0.336	السكر
dry	0.363	0.169	0.311	جاف
dryer	0.479	0.343	0.277	مجفف
dryness	0.292	0.296	0.263	جفاف
dual	0.573	0.330	0.384	مزدوج
dualism	0.490	0.406	0.536	ثنائية
duality	0.438	0.520	0.503	ازدواجية
dub	0.510	0.480	0.387	يصفه
dubious	0.414	0.480	0.198	متردد
duchess	0.656	0.548	0.711	دوقة
duck	0.594	0.337	0.236	بطة
ducking	0.344	0.573	0.294	البط
duckling	0.602	0.353	0.263	البطيطة
ducky	0.520	0.430	0.368	الحبيب
duct	0.449	0.435	0.430	قناة
ductile	0.508	0.420	0.433	مطيل
dud	0.167	0.455	0.246	الفاشلة
dude	0.809	0.356	0.615	يا صاحبي
duds	0.347	0.311	0.339	الفاشلة
due	0.562	0.340	0.467	بسبب
duel	0.271	0.696	0.589	مبارزة
dues	0.367	0.461	0.288	المستحقات
duet	0.694	0.693	0.527	دويتو
duffel	0.500	0.400	0.384	القماش الخشن
dugout	0.490	0.370	0.463	مخبأ
duh	0.357	0.461	0.364	دوه
duke	0.667	0.440	0.669	دوق
dull	0.194	0.120	0.185	ممل
dullard	0.450	0.480	0.365	باهت
dumb	0.188	0.330	0.151	غبي
dumbasses	0.316	0.590	0.363	أغبياء
dumbbell	0.302	0.469	0.364	الدمبل
dumbbitch	0.281	0.636	0.393	دمبل
dumfound	0.271	0.551	0.295	دومفاوند
dumfounder	0.406	0.481	0.400	دومفاوندر
dummy	0.440	0.144	0.250	غبي
dump	0.345	0.500	0.370	أحمق
dumpling	0.580	0.321	0.360	زلابية
dumps	0.302	0.583	0.365	مقالب
dumpster	0.229	0.418	0.101	القمامة
dun	0.458	0.431	0.339	كميت
dunce	0.188	0.327	0.146	غبي
dune	0.459	0.173	0.414	الكثبان الرملية
dung	0.104	0.549	0.149	روث
dungeon	0.276	0.608	0.440	زنزانة
dunk	0.406	0.333	0.475	غمس
duo	0.510	0.500	0.447	الثنائي
dupe	0.184	0.760	0.327	مغفل
duplex	0.592	0.452	0.467	مزدوج
duplicate	0.521	0.490	0.338	مكرر
duplication	0.480	0.564	0.577	الازدواجية
duplicity	0.406	0.500	0.578	الازدواجية
durability	0.750	0.398	0.813	متانة
durable	0.740	0.294	0.688	متين
duration	0.656	0.370	0.536	المدة الزمنية
duress	0.302	0.569	0.612	إكراه
dusk	0.532	0.276	0.519	الغسق
dusky	0.229	0.528	0.324	داكن
dust	0.344	0.246	0.241	تراب
duster	0.408	0.265	0.296	منفضة الغبار
dustpan	0.609	0.466	0.371	مجرود
dusty	0.406	0.294	0.255	مغبر
dutiful	0.724	0.245	0.585	مطيع
duty	0.583	0.579	0.651	واجب
dwarf	0.370	0.340	0.288	قزم
dwarfed	0.365	0.265	0.293	قزم
dweeb	0.354	0.446	0.327	مجد
dwell	0.698	0.245	0.611	يسكن
dweller	0.615	0.304	0.500	ساكن
dwelling	0.765	0.330	0.481	مسكن
dye	0.479	0.314	0.371	صبغ
dying	0.040	0.664	0.422	الموت
dyke	0.438	0.396	0.566	سد
dynamic	0.724	0.750	0.836	متحرك
dynamical	0.786	0.730	0.827	ديناميكي
dynamics	0.745	0.682	0.774	ديناميات
dynamite	0.344	0.860	0.783	ديناميت
dynamo	0.531	0.650	0.593	دينامو
dynasty	0.725	0.588	0.936	سلالة حاكمة
dysentery	0.260	0.528	0.345	الزحار
dysfunction	0.156	0.410	0.386	اختلال وظيفي
dysfunctional	0.125	0.558	0.307	مختلة وظيفيا
dyspepsia	0.212	0.470	0.460	سوء الهضم
eager	0.521	0.812	0.306	حريص
eagerness	0.406	0.621	0.443	رغبه قويه
eagle	0.604	0.594	0.679	نسر
ear	0.469	0.216	0.231	أذن
earful	0.533	0.462	0.443	توبيخ قاس
earl	0.582	0.461	0.794	الايرل لقب انكليزي
earlier	0.562	0.352	0.339	ابكر
early	0.633	0.373	0.426	مبكر
earn	0.865	0.769	0.817	يكسب
earnest	0.653	0.380	0.670	جدي
earnestly	0.847	0.490	0.717	بجدية
earnestness	0.812	0.373	0.615	الجدية
earnings	0.938	0.650	0.875	الأرباح
earpiece	0.583	0.286	0.452	سماعة الأذن
earring	0.583	0.520	0.500	حلق الاذن
earrings	0.676	0.346	0.517	الأقراط
earshot	0.552	0.332	0.408	طلق الأذن
earth	0.750	0.225	0.614	الارض
earthenware	0.552	0.210	0.320	خزف
earthling	0.531	0.412	0.570	الأرض
earthly	0.625	0.318	0.518	أرضي
earthquake	0.073	0.930	0.812	هزة أرضية
earthy	0.375	0.413	0.404	ترابي
ease	0.796	0.385	0.491	يُسَهّل
easel	0.694	0.340	0.527	الحامل
easement	0.479	0.345	0.302	الارتفاق
easily	0.885	0.279	0.453	بسهولة
east	0.510	0.250	0.317	الشرق
eastbound	0.541	0.408	0.402	شرقا
eastern	0.521	0.420	0.480	الشرقية
easy	0.865	0.194	0.373	سهل
easygoing	0.823	0.276	0.538	عيشة رغيدة
eat	0.731	0.500	0.464	تأكل
eater	0.459	0.337	0.510	الآكل
eating	0.847	0.491	0.615	يتناول الطعام
eatingdisorders	0.365	0.608	0.508	اضطرابات الاكل
eavesdrop	0.375	0.710	0.368	التنصت
eavesdropping	0.490	0.380	0.441	التنصت
ebb	0.354	0.451	0.404	جزر
ebony	0.490	0.317	0.400	خشب الأبنوس
ebullient	0.659	0.856	0.746	نشيط
eccentric	0.531	0.806	0.721	غريبة الاطوار
eccentricity	0.408	0.735	0.745	شذوذ
ecclesiastical	0.673	0.270	0.660	كنسي
echelon	0.490	0.404	0.425	القيادة
echinacea	0.592	0.418	0.454	إشنسا
echo	0.573	0.373	0.345	صدى صوت
eclectic	0.646	0.542	0.508	انتقائي
eclipse	0.541	0.469	0.616	كسوف
ecliptic	0.531	0.520	0.556	مسير الشمس
ecological	0.885	0.290	0.607	بيئي
economic	0.561	0.408	0.639	اقتصادي
economical	0.667	0.564	0.673	اقتصادية
economics	0.625	0.481	0.632	اقتصاديات
economy	0.583	0.434	0.771	اقتصاد
ecosystem	0.729	0.259	0.633	النظام البيئي
ecstasy	0.796	0.922	0.655	نشوة
ecstatic	0.875	0.769	0.742	شاطح
ecumenical	0.561	0.450	0.547	مسكوني
eddy	0.500	0.394	0.350	إيدي
edema	0.250	0.519	0.318	الوذمة
edge	0.439	0.470	0.468	حافة
edging	0.479	0.394	0.370	متفوقا
edgy	0.281	0.895	0.306	منفعل
edible	0.750	0.425	0.497	صالح للأكل
edict	0.316	0.547	0.560	مرسوم
edification	0.625	0.481	0.697	التنوير
edifice	0.551	0.403	0.610	صرح
edit	0.510	0.410	0.544	تعديل
editing	0.604	0.404	0.493	التحرير
edition	0.542	0.455	0.564	الإصدار
editor	0.772	0.431	0.673	محرر
editorial	0.583	0.330	0.570	افتتاحية
educate	0.760	0.380	0.728	تعليم
educated	0.816	0.297	0.625	متعلم
education	0.896	0.275	0.840	التعليم
educational	0.745	0.457	0.764	التعليمية
educator	0.827	0.317	0.845	مربي
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	الجريث
eerie	0.265	0.771	0.442	غريب
effect	0.570	0.518	0.608	تأثير
effective	0.844	0.632	0.891	فعال
effectiveness	0.640	0.654	0.812	فعالية
effects	0.470	0.578	0.379	تأثيرات
effectual	0.776	0.559	0.820	فعال
effectually	0.724	0.500	0.594	في الواقع
effectuate	0.510	0.602	0.679	يضع حيز التنفيذ
effeminate	0.337	0.619	0.291	مخنث
efficacious	0.823	0.698	0.845	فعال
efficacy	0.802	0.490	0.906	فعالية
efficiency	0.802	0.509	0.892	نجاعة
efficient	0.959	0.604	0.830	فعالة
