English Word	Valence	Arousal	Dominance	Pashto Word
extermination	0.190	0.860	0.616	له منځه وړل
exterminator	0.344	0.804	0.887	تباه کونکی
external	0.479	0.341	0.509	بهرنۍ
externally	0.643	0.521	0.568	بهرنۍ
extinct	0.112	0.491	0.412	ورک شوی
extinction	0.104	0.750	0.611	ورکیدل
extinguish	0.240	0.576	0.482	اور غورځول
extinguisher	0.707	0.379	0.543	اور وژونکی
extol	0.582	0.667	0.456	ستایل
extort	0.052	0.827	0.570	زورول
extortion	0.112	0.868	0.630	غصب
extra	0.656	0.551	0.745	اضافي
extract	0.565	0.402	0.519	استخراج
extracting	0.521	0.709	0.689	استخراج
extraction	0.418	0.740	0.526	استخراج
extractor	0.302	0.536	0.519	استخراج
extracurricular	0.457	0.471	0.743	غیر نصابي
extradition	0.229	0.627	0.554	سپارل
extrajudicial	0.365	0.686	0.667	بې عدالتي
extramural	0.336	0.559	0.537	بهرنۍ
extraneous	0.276	0.625	0.478	خارجي
extraordinaire	0.847	0.864	0.898	غیر معمولي
extraordinary	0.969	0.728	0.860	غیر معمولي
extraterrestrial	0.510	0.833	0.792	بهرنی
extravagance	0.531	0.802	0.700	اسراف
extravagant	0.720	0.763	0.812	اسراف
extravaganza	0.646	0.786	0.906	اسراف
extreme	0.318	0.800	0.721	ډیر
extreme anticipation	0.551	0.740	0.704	ډیره تمه
extreme disgust	0.052	0.873	0.456	ډیره کرکه
extreme surprise	0.833	0.935	0.676	خورا حیرانتیا
extreme trust	0.826	0.713	0.922	ډیر باور
extremely	0.635	0.827	0.886	ډیر
extremely negative	0.030	0.786	0.311	خورا منفي
extremely positive	0.993	0.730	0.839	ډیر مثبت
extremity	0.408	0.588	0.583	افراطیت
extricate	0.542	0.510	0.543	ایستل
extrinsic	0.510	0.479	0.636	خارجي
extrusion	0.229	0.660	0.545	اخراج
exuberance	0.698	0.816	0.787	خوشالۍ
exude	0.375	0.519	0.411	بهر کول
eye	0.531	0.265	0.425	سترګې
eyeball	0.526	0.422	0.420	د سترګو ګولۍ
eyebrow	0.510	0.198	0.222	ابرو
eyeful	0.802	0.500	0.676	سترګې
eyeglass	0.531	0.236	0.286	عینکه
eyeglasses	0.561	0.269	0.306	عینکې
eyelash	0.480	0.250	0.278	محرم
eyelet	0.632	0.298	0.346	سترګې
eyeliner	0.688	0.349	0.347	eyeliner
eyepiece	0.418	0.347	0.480	سترګې
eyes	0.760	0.279	0.432	سترګې
eyesight	0.750	0.226	0.343	سترګې
eyewitness	0.541	0.686	0.698	عیني شاهد
fab	0.490	0.380	0.406	fab
fable	0.663	0.387	0.389	افسانه
fabled	0.625	0.538	0.545	دروغجن
fabric	0.635	0.190	0.345	ټوکر
fabricate	0.636	0.491	0.779	جوړول
fabricated	0.418	0.427	0.555	جوړ شوی
fabrication	0.573	0.587	0.705	جوړول
fabulous	0.979	0.660	0.797	په زړه پورې
facade	0.520	0.333	0.518	مخ
face	0.571	0.173	0.453	مخ
faceless	0.230	0.406	0.173	بې مخینه
facet	0.667	0.324	0.382	اړخ
facial	0.594	0.429	0.433	مخ
facile	0.740	0.264	0.307	اسانه
facilitate	0.812	0.333	0.509	اسانتیاوي
facility	0.625	0.500	0.654	اسانتیا
facing	0.604	0.406	0.550	مخامخ
facsimile	0.490	0.500	0.543	facsimile
fact	0.683	0.333	0.618	حقیقت
faction	0.469	0.430	0.448	ډله
factor	0.635	0.365	0.678	عامل
factory	0.500	0.500	0.683	فابریکه
facts	0.688	0.471	0.693	حقایق
factual	0.656	0.440	0.545	حقیقتي
faculties	0.643	0.431	0.760	پوهنځی
faculty	0.615	0.412	0.732	پوهنځی
fad	0.663	0.520	0.570	فد
fade	0.354	0.333	0.245	تیاره
faded	0.302	0.275	0.194	تیاره
faeces	0.184	0.476	0.175	پاخه
fag	0.122	0.653	0.331	fag
faggot	0.219	0.643	0.292	fagot
fail	0.177	0.578	0.154	ناکام
failing	0.125	0.490	0.268	ناکامي
failure	0.167	0.575	0.139	ناکامي
fain	0.479	0.417	0.426	ستړی
faint	0.063	0.429	0.167	بې هوښه
fainting	0.333	0.510	0.214	بې هوښه کېدل
fair	0.812	0.557	0.643	عادلانه
fairly	0.790	0.406	0.750	عادلانه
fairness	0.740	0.317	0.552	انصاف
fairway	0.541	0.510	0.500	عادلانه لاره
fairy	0.776	0.408	0.413	پری
faith	0.833	0.220	0.763	باور
faithful	0.888	0.333	0.627	وفادار
faithfulness	0.833	0.426	0.602	وفاداري
faithless	0.102	0.683	0.304	بې ایمانه
fake	0.073	0.554	0.268	جعلي
faker	0.245	0.630	0.480	جعلي
falafel	0.560	0.402	0.351	falafel
falcon	0.557	0.580	0.678	فالکن
fall	0.177	0.657	0.221	سقوط
fallacious	0.271	0.587	0.390	دروغجن
fallacy	0.112	0.561	0.430	دروغ
fallback	0.458	0.358	0.508	بېرته لوېدل
fallible	0.365	0.537	0.402	غلط
falling	0.202	0.716	0.306	غورځېدل
fallopian	0.297	0.390	0.464	فیلوپین
fallout	0.428	0.356	0.373	پیښه کیدل
fallow	0.375	0.368	0.464	زوال
false	0.120	0.404	0.240	دروغ
falsehood	0.031	0.625	0.384	دروغ
falsely	0.083	0.480	0.265	دروغ
falsification	0.173	0.720	0.490	جعل کول
falsified	0.042	0.630	0.306	جعل شوی
falsify	0.115	0.657	0.409	جعل کول
falsity	0.120	0.689	0.186	دروغ
falter	0.421	0.650	0.346	ډوبېدل
fame	0.896	0.755	0.852	شهرت
famed	0.878	0.750	0.819	مشهور
familiar	0.906	0.330	0.615	آشنا
familiarity	0.854	0.346	0.616	پیژندنه
familiarize	0.760	0.365	0.654	آشنا کول
family	0.968	0.383	0.643	کورنۍ
familytime	0.939	0.420	0.679	کورنۍ وخت
famine	0.163	0.679	0.310	قحط
famished	0.177	0.654	0.282	لوږه
famous	0.916	0.775	0.882	مشهور
famously	0.856	0.765	0.787	په مشهوره توګه
fan	0.781	0.429	0.357	فین
fanatic	0.573	0.780	0.629	جنونی
fanatical	0.555	0.830	0.714	جنونی
fanaticism	0.292	0.896	0.566	جنون
fanciful	0.677	0.592	0.342	خیالي
fancy	0.854	0.673	0.534	په زړه پورې
fandango	0.490	0.591	0.429	fandango
fanfare	0.656	0.640	0.437	مینه
fang	0.175	0.491	0.455	فنګ
fangs	0.286	0.598	0.434	فنګسونه
fanning	0.615	0.330	0.236	فیننګ
fantasia	0.898	0.694	0.436	تصور
fantasize	0.771	0.660	0.356	تصور کول
fantastic	0.969	0.696	0.831	په زړه پوری
fantasy	0.880	0.627	0.474	تصور
faraway	0.365	0.356	0.285	لرې
farce	0.265	0.667	0.246	طنز
farcical	0.406	0.481	0.259	طنزيه
fare	0.490	0.425	0.645	کرایه
farewell	0.130	0.500	0.591	الوداع
farm	0.781	0.327	0.297	فارم
farmer	0.677	0.432	0.464	بزګر
farmhouse	0.690	0.330	0.444	فارم هاؤس
farming	0.580	0.414	0.568	کرنه
farmland	0.729	0.363	0.509	کرنيزه ځمکه
faro	0.544	0.349	0.357	faro
fart	0.194	0.439	0.264	غوښه
farther	0.418	0.500	0.430	لرې
fascia	0.480	0.366	0.356	fascia
fascinate	0.854	0.683	0.802	په زړه پورې
fascinated	0.812	0.714	0.788	متوجه شوی
fascinating	0.979	0.817	0.784	په زړه پورې
fascination	0.885	0.773	0.835	جذبه
fascism	0.104	0.740	0.695	فاشیزم
fascist	0.200	0.755	0.527	فاشیست
fashion	0.827	0.616	0.589	فیشن
fashionable	0.750	0.510	0.605	فیشني
fastball	0.688	0.679	0.575	تیزبال
fasten	0.458	0.585	0.529	ټینګول
fastener	0.577	0.377	0.491	بندونکی
fastening	0.594	0.473	0.554	تړل
fasting	0.388	0.370	0.394	روژه
fat	0.198	0.353	0.237	غوړ
fatal	0.061	0.775	0.509	وژونکی
fatalism	0.208	0.694	0.631	فتنه
fatality	0.062	0.798	0.595	مرګ ژوبله
fate	0.571	0.479	0.712	برخلیک
fated	0.582	0.472	0.692	قسمت
fateful	0.290	0.583	0.402	بختور
fathead	0.296	0.527	0.463	غوړ سر
father	0.812	0.333	0.824	پلار
fatherhood	0.885	0.519	0.682	پلارتوب
fatherland	0.729	0.469	0.778	وطن
fatherly	0.865	0.363	0.712	پلارنی
fathom	0.520	0.410	0.523	پوهیدل
fatigue	0.173	0.378	0.265	ستړیا
fatigued	0.146	0.433	0.245	ستړی شوی
fatso	0.286	0.394	0.336	غوړ
fatten	0.375	0.549	0.363	غوړول
fatty	0.286	0.361	0.325	غوړ
faucet	0.427	0.278	0.356	نل
fault	0.188	0.558	0.184	خطا
faultless	0.792	0.500	0.741	بې ګناه
faulty	0.184	0.520	0.378	ناقص
faun	0.490	0.303	0.376	faun
fauna	0.646	0.346	0.404	حیوانات
faux	0.291	0.490	0.204	غلط
favor	0.812	0.308	0.519	احسان
favorable	0.952	0.380	0.788	د خوښې وړ
favorite	0.885	0.590	0.691	غوره
favoriteholiday	0.867	0.618	0.582	د خوښې رخصتۍ
favoritism	0.582	0.559	0.658	طرفداري
fawn	0.626	0.360	0.284	چرګ
fax	0.406	0.368	0.304	فکس
faze	0.417	0.515	0.382	faze
fear	0.073	0.840	0.293	ډار
feared	0.240	0.733	0.509	وېرېده
fearful	0.083	0.482	0.278	ډارونکی
fearfully	0.112	0.567	0.271	په ډار سره
fearing	0.125	0.566	0.256	ډارېدل
fearless	0.810	0.806	0.760	بې ډاره
fears	0.061	0.821	0.306	ویره
fearsome	0.115	0.900	0.586	ډارونکی
feasibility	0.653	0.490	0.741	امکان
feasible	0.694	0.388	0.611	د امکان وړ
feast	0.979	0.724	0.680	اختر
feat	0.750	0.706	0.849	کارنامې
feather	0.677	0.208	0.144	بڼ
feathered	0.438	0.288	0.214	وږی
feature	0.667	0.314	0.679	ځانګړتیا
features	0.667	0.433	0.509	برخی
febrile	0.429	0.578	0.414	تبه
fecal	0.255	0.528	0.213	پاخه
feces	0.240	0.407	0.307	ملا
fecundity	0.688	0.591	0.683	فضیلت
fed	0.602	0.370	0.482	تغذیه شوی
federal	0.530	0.459	0.859	فدرالي
federation	0.633	0.354	0.763	فدراسیون
fedup	0.327	0.500	0.352	تنګ شوی
fee	0.354	0.386	0.556	فیس
feeble	0.157	0.280	0.109	کمزوری
feed	0.812	0.429	0.739	خواړه
feedback	0.622	0.557	0.645	نظر
feeder	0.604	0.452	0.713	تغذیه کونکی
feel	0.802	0.602	0.596	احساس
feelgood	0.990	0.441	0.621	ښه احساس
feeling	0.806	0.329	0.531	احساس
feelingdown	0.490	0.457	0.567	احساس
feelinggood	0.940	0.449	0.655	ښه احساس
feet	0.510	0.240	0.292	پښې
feign	0.340	0.394	0.356	دروغ ویل
feigned	0.173	0.602	0.333	فریب شوی
feisty	0.592	0.853	0.789	خندا وړ
felicity	0.913	0.704	0.793	خوشحالي
feline	0.615	0.745	0.509	فیلین
fell	0.255	0.462	0.250	سقوط
feller	0.406	0.622	0.617	ښکته کوونکی
fellow	0.745	0.298	0.570	ملګری
fellowship	0.900	0.429	0.778	ملګرتیا
felon	0.111	0.898	0.455	مجرم
felony	0.206	0.808	0.472	جرم
felt	0.643	0.417	0.566	احساس
feminine	0.802	0.520	0.394	ښځینه
femininity	0.750	0.479	0.451	ښځینهتوب
feminism	0.541	0.570	0.636	فیمینیزم
femme	0.551	0.529	0.398	femme
femoral	0.417	0.324	0.566	فیمورل
femur	0.408	0.289	0.413	فیمر
fen	0.490	0.276	0.379	فین
fence	0.500	0.198	0.398	کټ
fenced	0.323	0.430	0.429	کټ
fencing	0.542	0.654	0.539	کټاره
fend	0.646	0.731	0.537	مخنیوی
fender	0.369	0.459	0.476	مخنیوی
fennel	0.573	0.277	0.389	سونف
ferment	0.375	0.531	0.418	خمیر
fermentation	0.420	0.567	0.473	خمیر
fern	0.602	0.240	0.290	فرن
ferocious	0.167	0.915	0.776	وحشي
ferocity	0.235	0.906	0.746	وحشت
ferret	0.385	0.391	0.398	فیریټ
ferry	0.604	0.509	0.389	بېړۍ
ferryboat	0.594	0.452	0.553	بېړۍ
fertile	0.888	0.408	0.704	زرخیز
fertility	0.885	0.529	0.726	زرغونتیا
fertilize	0.708	0.443	0.542	سرې ورکول
fertilizer	0.438	0.463	0.565	سرې
fervent	0.646	0.632	0.773	زړور
fervor	0.573	0.769	0.651	لیوالتیا
fess	0.395	0.420	0.370	fess
fest	0.704	0.574	0.402	جشن
festival	0.870	0.706	0.714	فستیوال
festive	0.854	0.740	0.764	جشن
fetal	0.388	0.308	0.364	جنین
fetch	0.479	0.363	0.491	راوړل
fete	0.580	0.551	0.465	جشن
fetish	0.307	0.706	0.500	فیتیش
fetus	0.479	0.519	0.395	جنین
feud	0.146	0.796	0.312	شخړه
feudal	0.367	0.370	0.610	فیوډال
feudalism	0.229	0.465	0.607	فیوډالیزم
fever	0.194	0.674	0.364	تبه
feverish	0.385	0.696	0.436	تبه
fiancee	0.959	0.626	0.556	کوژده
fiasco	0.167	0.600	0.200	ناکامه
fiat	0.520	0.418	0.446	fiat
fib	0.438	0.510	0.361	fib
fiber	0.719	0.284	0.390	فایبر
fiberglass	0.451	0.451	0.443	فایبر ګلاس
fibrosis	0.160	0.469	0.546	fibrosis
fibrous	0.480	0.441	0.464	فایبر
fickle	0.406	0.481	0.346	ځیرک
fiction	0.438	0.657	0.441	افسانه
fictional	0.430	0.490	0.340	افسانوي
fictitious	0.224	0.444	0.293	جعلي
fiddle	0.571	0.449	0.391	سرې
fiddler	0.615	0.580	0.500	غږ کوونکی
fidelity	0.765	0.580	0.709	وفاداري
fidgety	0.229	0.786	0.351	ستړیا
fiduciary	0.375	0.400	0.509	باوري
field	0.640	0.380	0.336	میدان
field hockey	0.602	0.786	0.518	میدان هاکي
fielder	0.583	0.378	0.415	فیلډر
fiend	0.146	0.903	0.608	شیطان
fiendish	0.167	0.846	0.591	شیطاني
fierce	0.281	0.877	0.759	سخت
fiery	0.418	0.850	0.721	اور
fiesta	0.927	0.779	0.655	جشن
fiesty	0.571	0.663	0.472	خوندور
fifteen	0.490	0.290	0.443	پنځلس
fifty	0.571	0.368	0.439	پنځوس
fig	0.573	0.390	0.339	اينځر
fight	0.531	0.868	0.809	جګړه
fighter	0.637	0.760	0.898	جنګیالی
fighting	0.292	0.885	0.783	جګړه
fights	0.070	0.920	0.712	جنګونه
figment	0.552	0.316	0.533	انځور
figurative	0.479	0.450	0.634	انځوریزه
figure	0.688	0.328	0.509	څېره
figurine	0.760	0.283	0.258	مجسمه
filament	0.510	0.452	0.377	فیلامینټ
filamentous	0.531	0.480	0.516	فلیمینټ
file	0.480	0.316	0.463	دوتنه
filet	0.615	0.392	0.291	فایل
filibuster	0.271	0.714	0.508	فلیبستر
filigree	0.576	0.408	0.514	filigree
filing	0.620	0.420	0.700	دوسیه کول
filings	0.323	0.412	0.340	دوسیه
fill	0.729	0.449	0.637	ډکول
filler	0.531	0.347	0.529	ډکونکی
fillet	0.745	0.415	0.378	ډکول
filling	0.510	0.382	0.525	ډکول
filly	0.479	0.564	0.519	ډک
film	0.823	0.491	0.566	فلم
filmmaker	0.704	0.510	0.635	فلم جوړونکی
filmy	0.583	0.510	0.425	فلمي
filter	0.440	0.296	0.260	فلټر
filth	0.194	0.592	0.319	کثافات
filthy	0.115	0.714	0.321	ناپاک
filtration	0.407	0.520	0.255	فلټریشن
fin	0.333	0.340	0.377	فن
final	0.276	0.575	0.508	وروستی
finale	0.406	0.330	0.468	پای
finalist	0.833	0.686	0.736	فائنلسټ
finality	0.615	0.368	0.627	نهایی
finalize	0.556	0.550	0.578	نهایی کول
finalized	0.245	0.210	0.608	نهایی شوی
finally	0.583	0.433	0.465	بالاخره
finance	0.753	0.431	0.843	مالي
financial	0.667	0.500	0.722	مالي
financier	0.602	0.500	0.778	تمویل کونکی
finch	0.438	0.444	0.358	فنچ
find	0.774	0.555	0.580	موندل
finder	0.360	0.550	0.630	موندونکی
finding	0.796	0.469	0.664	موندنه
fine	0.823	0.240	0.647	ښه
finery	0.562	0.479	0.636	ښایسته
finesse	0.740	0.387	0.412	ښه والی
finger	0.321	0.264	0.291	ګوتې
fingernail	0.418	0.415	0.153	نوکان
fingerprint	0.583	0.404	0.570	د ګوتو نښان
fingerscrossed	0.573	0.540	0.356	د ګوتو کراس شوی
finish	0.471	0.429	0.545	ختم
finished	0.510	0.387	0.570	ختم شوی
finite	0.384	0.347	0.293	محدود
fink	0.410	0.514	0.439	فنک
fir	0.521	0.275	0.306	fir
fire	0.380	0.804	0.635	اور
firearm	0.086	0.943	0.864	وسله
firearms	0.220	0.943	0.821	اور وژونکي
fireball	0.302	0.777	0.664	د اور بال
firecracker	0.474	0.741	0.434	اور اچوونکی
firefight	0.153	0.920	0.664	اور وژنه
firefighter	0.637	0.770	0.773	اور وژونکی
firefly	0.622	0.410	0.363	اوروژونکی
firehouse	0.594	0.689	0.627	اور خونه
firelight	0.677	0.504	0.639	د اور څراغ
fireman	0.583	0.745	0.755	اور وژونکی
fireplace	0.667	0.380	0.417	د اور ځای
firepower	0.375	0.941	0.810	د اور ځواک
fireproof	0.684	0.679	0.723	اور وژونکی
fireside	0.684	0.377	0.394	اور
firestorm	0.180	0.929	0.766	اور
firewall	0.485	0.602	0.629	فایروال
firewood	0.520	0.348	0.263	لرګي
firework	0.786	0.904	0.593	اور وژنې
fireworks	0.735	0.863	0.579	اور وژنې
firing	0.188	0.931	0.803	ډزې
firm	0.635	0.380	0.728	فرم
firmament	0.750	0.407	0.660	فضا
firmly	0.786	0.510	0.777	په ټینګه
firmness	0.823	0.479	0.939	ټینګښت
first	0.625	0.500	0.788	لومړی
firstborn	0.786	0.490	0.695	لومړی زیږیدلی
firstworldprobs	0.458	0.612	0.483	د نړۍ لومړنۍ ستونزې
fiscal	0.500	0.582	0.845	مالي
fish	0.510	0.280	0.250	کب
fisherman	0.656	0.461	0.546	کب نیونکی
fishery	0.574	0.503	0.519	کب نیولو
fishing	0.677	0.283	0.405	کب نیولو
fishing boat	0.521	0.403	0.627	د کب نیولو کښتۍ
fishy	0.224	0.601	0.471	ماهي
fissile	0.333	0.490	0.380	فاسیل
fission	0.386	0.500	0.567	ټوټه ټوټه
fissure	0.333	0.510	0.431	فشر
fist	0.333	0.686	0.481	لاس
fistfight	0.208	0.902	0.543	مخامخ جګړه
fistful	0.500	0.509	0.500	خوله ډک
fistula	0.312	0.481	0.330	فستولا
fit	0.604	0.450	0.632	مناسب
fitness	0.875	0.529	0.810	فټنس
fits	0.571	0.363	0.580	مناسب
fitted	0.507	0.404	0.673	نصب شوی
fitting	0.612	0.441	0.638	مناسب
fittings	0.531	0.404	0.409	سامانونه
five	0.510	0.221	0.298	پنځه
fiver	0.458	0.469	0.517	پنځم
fix	0.760	0.538	0.519	اصلاح
fixable	0.724	0.470	0.645	د حل وړ
fixation	0.562	0.459	0.655	تثبیت
fixed	0.684	0.167	0.509	ثابت
fixer	0.633	0.375	0.606	اصلاح کونکی
fixture	0.663	0.216	0.409	فکسچر
fixtures	0.643	0.330	0.370	فکسچر
fizz	0.459	0.708	0.349	فز
fjord	0.510	0.404	0.463	fjord
flabbergast	0.480	0.679	0.547	حیرانونکی
flabbergasted	0.312	0.802	0.342	حیران
flabby	0.292	0.358	0.250	سپک
flaccid	0.156	0.400	0.151	لوڅ
flag	0.592	0.378	0.536	بیرغ
flagging	0.521	0.519	0.509	بیرغ وهل
flagpole	0.500	0.394	0.458	بیرغ
flagrant	0.286	0.673	0.455	روښانه
flagship	0.592	0.587	0.703	پرچم بردار
flagstaff	0.520	0.517	0.500	پرچمیانو
flair	0.775	0.471	0.676	مزاج
flak	0.390	0.600	0.600	فلک
flake	0.385	0.388	0.289	فلیک
flaky	0.363	0.509	0.279	فلکي
flamboyant	0.615	0.794	0.705	روښانه
flame	0.448	0.574	0.615	اور
flamethrower	0.160	0.882	0.683	اور اچوونکی
flaming	0.406	0.645	0.558	اورېدل
flamingo	0.667	0.451	0.482	فلیمینګو
flammable	0.216	0.800	0.715	سوځیدونکی
flan	0.604	0.304	0.198	فلان
flange	0.500	0.306	0.390	flange
flank	0.448	0.458	0.443	څنډه
flanked	0.333	0.431	0.368	څنډه
flanking	0.490	0.622	0.519	څنډې وهل
flannel	0.490	0.250	0.327	فلالین
flap	0.275	0.385	0.344	فلیپ
flapping	0.458	0.728	0.404	وهل
flare	0.558	0.823	0.508	اورېدل
flares	0.580	0.642	0.556	اورونه
flaring	0.625	0.771	0.509	سوځیدنه
flash	0.571	0.590	0.657	فلش
flashback	0.265	0.400	0.485	فلش بیک
flashing	0.604	0.574	0.438	چمکۍ
flashlight	0.653	0.414	0.356	فلش لائټ
flashy	0.704	0.600	0.827	روښانه
flask	0.418	0.412	0.454	فلاسک
flat	0.408	0.236	0.303	فلیټ
flatbed	0.490	0.250	0.380	تخته
flatfoot	0.265	0.333	0.330	فلیټ فوټ
flatness	0.479	0.280	0.527	نرموالی
flatten	0.286	0.469	0.442	چپه کول
flatter	0.521	0.418	0.302	چاپلوسي
flattered	0.865	0.608	0.708	خوشاله
flattering	0.755	0.686	0.500	خوشاله کول
flattery	0.470	0.575	0.404	خوشالۍ
flatulence	0.210	0.632	0.343	معدې
flaunt	0.438	0.611	0.525	وهل
flavor	0.885	0.479	0.392	خوند
flaw	0.319	0.491	0.175	نیمګړتیا
flawed	0.133	0.490	0.194	نیمګړتیا
flawless	0.729	0.420	0.741	بې عیب
flea	0.286	0.353	0.218	پسه
fleabag	0.271	0.557	0.348	فلیباګ
fled	0.224	0.639	0.322	تښتېدلی
flee	0.292	0.796	0.232	تېښته
fleece	0.561	0.250	0.381	اونې
fleet	0.547	0.430	0.623	بیړۍ
fleeting	0.439	0.650	0.387	لنډمهاله
flesh	0.604	0.390	0.475	غوښه
fleshy	0.500	0.518	0.406	غوښه
flex	0.604	0.378	0.330	فلیکس
flexibility	0.867	0.402	0.472	انعطاف
flexible	0.719	0.460	0.465	انعطاف وړ
flexin	0.552	0.559	0.366	فلیکسین
flexion	0.449	0.551	0.418	انعطاف
flick	0.688	0.541	0.515	فلک
flicker	0.635	0.321	0.333	ټوخی
flickering	0.490	0.444	0.289	ټوخی
flier	0.541	0.490	0.652	الوتونکی
flight	0.646	0.630	0.587	الوتنه
flighty	0.219	0.602	0.436	الوتونکی
flimsy	0.302	0.396	0.189	کمزوری
flinch	0.350	0.804	0.555	ټوخی
fling	0.439	0.696	0.534	وهل
flint	0.521	0.439	0.536	چکچک
