English Word	Valence	Arousal	Dominance	Belarusian Word
distracting	0.445	0.583	0.400	адцягваючы
distraction	0.402	0.557	0.390	адцягненне ўвагі
distraught	0.115	0.903	0.264	збянтэжаны
distress	0.073	0.840	0.396	пакуты
distressed	0.143	0.771	0.324	засмучаны
distressing	0.075	0.750	0.375	засмучае
distribute	0.643	0.596	0.709	распаўсюджваць
distribution	0.635	0.548	0.788	размеркаванне
distributor	0.702	0.447	0.718	дыстрыбутар
district	0.438	0.327	0.660	раёна
distrust	0.060	0.670	0.276	недавер
disturb	0.175	0.760	0.481	турбаваць
disturbance	0.146	0.907	0.404	парушэнне
disturbed	0.125	0.870	0.305	парушаны
disturbing	0.146	0.792	0.439	трывожны
disuse	0.229	0.229	0.202	неўжыванне
disused	0.250	0.302	0.186	выйшлі з ужытку
ditch	0.357	0.364	0.322	канава
ditto	0.449	0.418	0.411	гэтак жа
ditty	0.470	0.433	0.334	частоўка
diurnal	0.714	0.296	0.443	сутачны
diva	0.660	0.657	0.596	дзіва
divan	0.750	0.202	0.262	дыван
dive	0.583	0.531	0.500	нырнуць
diver	0.594	0.520	0.564	вадалаз
diverge	0.375	0.657	0.520	разыходзяцца
divergence	0.429	0.615	0.687	разыходжанне
divergent	0.449	0.660	0.587	разыходзяцца
diverging	0.417	0.613	0.573	разбежныя
divers	0.583	0.580	0.602	вадалазы
diverse	0.562	0.519	0.604	разнастайныя
diversified	0.602	0.538	0.549	разнастайны
diversify	0.656	0.588	0.464	разнастаіць
diversion	0.740	0.821	0.714	дыверсія
diversionary	0.551	0.587	0.300	дыверсійны
diversity	0.806	0.472	0.711	разнастайнасць
divert	0.344	0.622	0.407	адвесці
diverting	0.396	0.571	0.537	адцягваючы
divest	0.365	0.547	0.424	пазбавіцца
divested	0.333	0.449	0.311	пазбаўлены
divestment	0.302	0.509	0.382	пазбаўленне інвестыцый
divide	0.333	0.520	0.417	падзяліць
divided	0.271	0.623	0.391	падзелены
dividend	0.583	0.491	0.566	дывідэнды
divination	0.500	0.650	0.545	варажба
divine	0.918	0.571	0.885	чароўны
divinity	0.896	0.559	0.774	боскасць
divisible	0.323	0.462	0.411	дзеліма
division	0.370	0.481	0.472	дывізія
divisor	0.344	0.517	0.455	дзельнік
divorce	0.042	0.700	0.385	развод
divorcee	0.153	0.610	0.481	разлучніца
divulge	0.531	0.718	0.467	раскрываць
divvy	0.351	0.462	0.429	дзяліцца
dizziness	0.229	0.555	0.254	галавакружэнне
dizzy	0.199	0.582	0.193	кружыцца галава
do	0.670	0.548	0.536	рабіць
doable	0.760	0.404	0.675	выканальна
doc	0.458	0.317	0.392	дак
docile	0.604	0.259	0.264	паслухмяны
dock	0.490	0.409	0.481	док
docked	0.281	0.754	0.398	прыстыкаваны
docket	0.505	0.509	0.607	рэестр
docking	0.354	0.596	0.587	стыкоўка
doctor	0.700	0.531	0.861	доктар
doctorate	0.776	0.479	0.841	доктарская ступень
doctrinal	0.510	0.373	0.673	дактрынальны
doctrine	0.500	0.394	0.769	дактрына
document	0.594	0.240	0.667	дакумент
documentary	0.622	0.213	0.596	дакументальны
documentation	0.719	0.290	0.667	дакументацыя
documents	0.530	0.250	0.587	дакументаў
dodge	0.333	0.760	0.509	ухіляцца
dodger	0.427	0.454	0.490	хітрун
dodging	0.396	0.654	0.382	ухіленне
dodgy	0.281	0.510	0.254	хітры
dodo	0.438	0.306	0.353	додо
doe	0.550	0.336	0.336	лань
doer	0.724	0.550	0.728	выканаўца
dog	0.704	0.500	0.407	сабака
dogface	0.219	0.470	0.264	сабака
dogged	0.255	0.750	0.594	упарты
doggy	0.646	0.491	0.404	сабачка
doghouse	0.438	0.417	0.340	сабачая будка
dogma	0.530	0.460	0.719	догма
dogmatic	0.448	0.520	0.654	дагматычны
dogsick	0.571	0.490	0.377	сабачая хвароба
doings	0.604	0.491	0.705	справы
doit	0.500	0.519	0.392	рабіць
dojo	0.500	0.435	0.455	додзе
doldrums	0.229	0.425	0.266	заняпаду
dole	0.448	0.402	0.348	дапамога
doll	0.729	0.321	0.330	лялька
dollar	0.755	0.632	0.694	даляр
dollhouse	0.643	0.245	0.363	лялечны домік
dolor	0.167	0.635	0.375	долар
dolphin	0.776	0.350	0.414	дэльфін
domain	0.573	0.549	0.828	дамен
dome	0.620	0.398	0.509	купал
domestic	0.729	0.327	0.500	унутраны
domesticated	0.635	0.360	0.294	прыручылі
domestication	0.594	0.390	0.435	прыручэнне
domicile	0.604	0.292	0.529	месца жыхарства
domiciled	0.542	0.340	0.516	па месцы жыхарства
dominance	0.542	0.775	0.839	дамінаванне
dominant	0.406	0.854	0.893	дамінанта
dominate	0.439	0.814	0.953	дамінаваць
dominating	0.427	0.769	0.902	дамінуючы
domination	0.505	0.786	0.959	панаванне
dominatrix	0.390	0.727	0.709	дамінатрыкс
dominion	0.542	0.704	0.890	панаванне
domino	0.594	0.510	0.473	даміно
don	0.646	0.454	0.702	Дон
donate	0.774	0.462	0.577	ахвяраваць
donation	0.792	0.398	0.602	ахвяраванне
donkey	0.406	0.367	0.245	асёл
donor	0.714	0.490	0.653	донар
dontlikeyou	0.055	0.500	0.282	не люблю цябе
dontmess	0.396	0.482	0.440	не беспарадак
dontmesswithme	0.312	0.635	0.440	не важдайся са мной
dontpanic	0.469	0.465	0.425	не панікуйце
dontunderstand	0.219	0.357	0.271	не разумею
doodle	0.604	0.402	0.376	дудл
doom	0.073	0.750	0.442	пагібель
doomed	0.041	0.755	0.301	асуджаны
doomsday	0.125	0.861	0.670	судны дзень
door	0.549	0.189	0.421	дзверы
doorbell	0.564	0.500	0.307	званок у дзверы
doorknob	0.406	0.553	0.462	дзвярная ручка
doorman	0.570	0.371	0.491	швейцар
doormat	0.458	0.269	0.267	дыванок
doornail	0.459	0.370	0.423	дзвярны цвік
doorstep	0.531	0.274	0.391	парог
doorway	0.573	0.304	0.496	дзвярны праём
dopamine	0.548	0.469	0.426	дофаміна
dope	0.295	0.855	0.425	дурман
dopey	0.320	0.380	0.365	прыдуркаваты
dork	0.272	0.519	0.361	дурань
dorky	0.302	0.480	0.390	дурны
dorm	0.719	0.194	0.327	інтэрнат
dormant	0.385	0.245	0.245	спячы
dormitory	0.633	0.204	0.382	інтэрнат
dorsal	0.449	0.360	0.445	спінны
dosage	0.344	0.450	0.490	дазавання
dose	0.458	0.490	0.427	доза
dossier	0.357	0.380	0.544	дасье
dot	0.434	0.290	0.391	кропка
doting	0.888	0.415	0.426	захапляючыся
dotted	0.480	0.347	0.426	пункцірам
dotty	0.375	0.402	0.393	кропкавы
double	0.677	0.378	0.569	двайны
doubled	0.427	0.536	0.560	падвоены
doublet	0.420	0.431	0.500	дублет
doubling	0.459	0.452	0.464	падваенне
doubt	0.395	0.351	0.231	сумнявацца
doubtful	0.250	0.465	0.241	сумнеўна
doubting	0.224	0.560	0.189	сумняваючыся
doubtless	0.688	0.415	0.689	несумненна
doubts	0.306	0.448	0.305	сумневы
douche	0.490	0.413	0.397	спрынцавацца
douchebags	0.327	0.587	0.366	прыдуркі
dough	0.588	0.229	0.391	цеста
doughboy	0.365	0.443	0.396	цестабой
doughnut	0.663	0.380	0.279	пончык
dour	0.360	0.404	0.325	суровы
douse	0.365	0.453	0.412	абліць
dove	0.729	0.235	0.437	голуб
down	0.208	0.330	0.264	ўніз
downcast	0.071	0.500	0.222	паніжаны
downer	0.120	0.594	0.226	даунер
downfall	0.200	0.717	0.182	падзенне
downfield	0.521	0.330	0.380	унізе поля
downhearted	0.119	0.461	0.255	прыгнечаны
downhill	0.292	0.573	0.279	спуск
download	0.602	0.490	0.503	спампаваць
downpour	0.328	0.602	0.481	лівень
downright	0.625	0.454	0.679	наўпрост
downriver	0.542	0.469	0.279	уніз па рацэ
downside	0.190	0.400	0.246	мінус
downtime	0.240	0.226	0.324	час прастою
downward	0.188	0.347	0.255	уніз
downy	0.630	0.170	0.255	пуховая
dowry	0.604	0.453	0.544	пасаг
doze	0.592	0.200	0.405	драмаць
dozen	0.583	0.343	0.425	тузін
drab	0.327	0.300	0.242	аднатонны
draft	0.438	0.360	0.351	праект
drafty	0.458	0.500	0.518	скразняковы
drag	0.388	0.606	0.348	перацягнуць
dragon	0.541	0.821	0.712	цмок
dragonfly	0.571	0.373	0.357	страказа
drain	0.277	0.470	0.222	зліць
drainage	0.219	0.354	0.307	дрэнаж
drained	0.310	0.441	0.352	асушаны
draining	0.337	0.396	0.304	зліўны
drainpipe	0.417	0.413	0.277	вадасцёкавая труба
drake	0.467	0.411	0.452	селезень
drama	0.430	0.755	0.481	драма
dramaqueen	0.337	0.682	0.482	каралева драмы
dramatic	0.367	0.780	0.443	драматычны
drape	0.417	0.439	0.404	драпіроўка
drapery	0.479	0.220	0.223	драпіроўкі
drastic	0.194	0.839	0.657	рэзкае
drat	0.302	0.516	0.409	драт
draught	0.465	0.245	0.316	праект
draw	0.704	0.449	0.481	маляваць
drawback	0.302	0.422	0.148	недахоп
drawbridge	0.551	0.557	0.438	пад'ёмны мост
drawer	0.429	0.196	0.292	шуфляда
drawers	0.539	0.260	0.236	высоўныя скрыні
drawing	0.698	0.216	0.333	малюнак
dread	0.153	0.792	0.368	страх
dreaded	0.122	0.706	0.460	баяўся
dreadful	0.092	0.786	0.348	жудасны
dreadfully	0.246	0.806	0.306	жудасна
dreading	0.125	0.760	0.377	баючыся
dream	0.844	0.157	0.328	мара
dreamboat	0.776	0.491	0.458	мара
dreamer	0.820	0.394	0.455	летуценнік
dreaming	0.854	0.320	0.336	марыць
dreamland	0.844	0.471	0.566	краіна мараў
dreams	0.865	0.415	0.530	мары
dreamt	0.812	0.380	0.518	марыў
dreamy	0.837	0.350	0.500	летуценны
dreary	0.260	0.490	0.324	маркотны
dredge	0.427	0.445	0.444	земснарад
drenched	0.302	0.361	0.388	абліты
dress	0.760	0.300	0.345	сукенка
dresser	0.604	0.398	0.473	камода
dressmaker	0.698	0.460	0.483	краўчыха
dressy	0.800	0.570	0.696	прыбраная
dribble	0.417	0.551	0.465	дрыблінг
dried	0.427	0.260	0.385	высушаныя
drier	0.306	0.347	0.392	сушылка
drift	0.316	0.520	0.375	дрэйф
drifted	0.312	0.542	0.310	дрэйфаваў
drifter	0.449	0.512	0.391	валацуга
driftwood	0.321	0.283	0.439	карчакі
drill	0.250	0.602	0.573	дрыль
drink	0.650	0.552	0.474	піць
drinker	0.365	0.735	0.441	які п'е
drinking	0.562	0.459	0.317	піць
drinks	0.729	0.656	0.412	напоі
drip	0.392	0.193	0.175	капаць
dripping	0.302	0.257	0.267	капае
drive	0.625	0.689	0.713	дыск
drivel	0.398	0.469	0.463	дурань
driver	0.553	0.538	0.637	кіроўца
driveway	0.612	0.392	0.689	пад'язная дарога
drizzle	0.521	0.353	0.319	дожджык
droll	0.459	0.573	0.422	дурань
drone	0.429	0.686	0.596	беспілотнік
drones	0.398	0.577	0.588	беспілотнікі
drool	0.385	0.398	0.204	слінацёк
drooping	0.245	0.558	0.353	панікшым
droopy	0.438	0.350	0.297	абвіслы
drop	0.479	0.321	0.291	падзенне
droplet	0.625	0.208	0.194	кропелька
dropout	0.253	0.550	0.481	адсеў
dropper	0.333	0.216	0.236	кропельніца
drought	0.133	0.353	0.267	засуха
drove	0.541	0.528	0.623	ехаў
drown	0.071	0.860	0.270	патануць
drowsiness	0.260	0.194	0.303	дрымотнасць
drowsy	0.375	0.180	0.240	дрымотнасць
drudgery	0.094	0.522	0.241	катарга
drug	0.214	0.790	0.453	наркотык
drug dealing	0.042	0.843	0.500	гандаль наркотыкамі
drugged	0.102	0.750	0.321	наркатычны
druggist	0.240	0.561	0.417	аптэкар
drugs	0.167	0.750	0.368	наркотыкі
drugstore	0.490	0.343	0.518	аптэка
druid	0.517	0.445	0.481	друід
drum	0.615	0.679	0.339	барабан
drummer	0.646	0.700	0.564	бубнач
drumming	0.594	0.750	0.426	барабанная гульня
drunk	0.194	0.800	0.250	п'яны
drunk driving	0.073	0.900	0.306	п'яны за рулём
drunkard	0.240	0.873	0.250	п'яніца
drunken	0.155	0.849	0.250	п'яны
drunkenness	0.214	0.774	0.336	п'янства
dry	0.363	0.169	0.311	сухія
dryer	0.479	0.343	0.277	сушылка
dryness	0.292	0.296	0.263	сухасць
dual	0.573	0.330	0.384	двайны
dualism	0.490	0.406	0.536	дуалізм
duality	0.438	0.520	0.503	дваістасць
dub	0.510	0.480	0.387	дубляж
dubious	0.414	0.480	0.198	сумніўны
duchess	0.656	0.548	0.711	герцагіня
duck	0.594	0.337	0.236	качка
ducking	0.344	0.573	0.294	качка
duckling	0.602	0.353	0.263	качаня
ducky	0.520	0.430	0.368	качыная
duct	0.449	0.435	0.430	пратока
ductile	0.508	0.420	0.433	пластычны
dud	0.167	0.455	0.246	дурань
dude	0.809	0.356	0.615	чувак
duds	0.347	0.311	0.339	дурань
due	0.562	0.340	0.467	з-за
duel	0.271	0.696	0.589	дуэль
dues	0.367	0.461	0.288	зборы
duet	0.694	0.693	0.527	дуэт
duffel	0.500	0.400	0.384	рэчавы
dugout	0.490	0.370	0.463	зямлянка
duh	0.357	0.461	0.364	ах
duke	0.667	0.440	0.669	герцаг
dull	0.194	0.120	0.185	сумны
dullard	0.450	0.480	0.365	тупы
dumb	0.188	0.330	0.151	нямы
dumbasses	0.316	0.590	0.363	тупыя
dumbbell	0.302	0.469	0.364	гантэля
dumbbitch	0.281	0.636	0.393	тупая
dumfound	0.271	0.551	0.295	абалдзены
dumfounder	0.406	0.481	0.400	дурань
dummy	0.440	0.144	0.250	манекен
dump	0.345	0.500	0.370	звалка
dumpling	0.580	0.321	0.360	пельмені
dumps	0.302	0.583	0.365	звалкі
dumpster	0.229	0.418	0.101	сметнік
dun	0.458	0.431	0.339	Дун
dunce	0.188	0.327	0.146	дурань
dune	0.459	0.173	0.414	дзюна
dung	0.104	0.549	0.149	гной
dungeon	0.276	0.608	0.440	падзямелле
dunk	0.406	0.333	0.475	замачыць
duo	0.510	0.500	0.447	дуэт
dupe	0.184	0.760	0.327	падмануць
duplex	0.592	0.452	0.467	дуплекс
duplicate	0.521	0.490	0.338	дублікат
duplication	0.480	0.564	0.577	дубляванне
duplicity	0.406	0.500	0.578	двудушнасць
durability	0.750	0.398	0.813	даўгавечнасць
durable	0.740	0.294	0.688	трывалы
duration	0.656	0.370	0.536	працягласць
duress	0.302	0.569	0.612	прымус
dusk	0.532	0.276	0.519	змярканне
dusky	0.229	0.528	0.324	змрочна
dust	0.344	0.246	0.241	пыл
duster	0.408	0.265	0.296	пылавік
dustpan	0.609	0.466	0.371	саўка
dusty	0.406	0.294	0.255	пыльны
dutiful	0.724	0.245	0.585	паслухмяны
duty	0.583	0.579	0.651	абавязак
dwarf	0.370	0.340	0.288	карлікавы
dwarfed	0.365	0.265	0.293	карлікавы
dweeb	0.354	0.446	0.327	слабая
dwell	0.698	0.245	0.611	пражываць
dweller	0.615	0.304	0.500	жыхар
dwelling	0.765	0.330	0.481	жыллё
dye	0.479	0.314	0.371	фарбавальнік
dying	0.040	0.664	0.422	паміраючы
dyke	0.438	0.396	0.566	дамба
dynamic	0.724	0.750	0.836	дынамічны
dynamical	0.786	0.730	0.827	дынамічны
dynamics	0.745	0.682	0.774	дынаміка
dynamite	0.344	0.860	0.783	дынаміт
dynamo	0.531	0.650	0.593	дынама
dynasty	0.725	0.588	0.936	дынастыя
dysentery	0.260	0.528	0.345	дызентэрыя
dysfunction	0.156	0.410	0.386	дысфункцыя
dysfunctional	0.125	0.558	0.307	дысфункцыянальны
dyspepsia	0.212	0.470	0.460	дыспенсія
eager	0.521	0.812	0.306	нецярплівы
eagerness	0.406	0.621	0.443	ахвота
eagle	0.604	0.594	0.679	арол
ear	0.469	0.216	0.231	вуха
earful	0.533	0.462	0.443	вушасты
earl	0.582	0.461	0.794	ярл
earlier	0.562	0.352	0.339	раней
early	0.633	0.373	0.426	рана
