English Word	Valence	Arousal	Dominance	Urdu Word
blackbird	0.520	0.340	0.405	بلیک برڈ
blackboard	0.469	0.255	0.287	تختہ سیاہ
blacken	0.208	0.500	0.228	سیاہ کرنا
blackface	0.302	0.490	0.441	سیاہ چہرہ
blackjack	0.419	0.679	0.452	بلیک جیک
blacklist	0.133	0.750	0.396	بلیک لسٹ
blackmail	0.094	0.802	0.482	بلیک میل
blackmailer	0.092	0.780	0.472	بلیک میلر
blackness	0.260	0.480	0.406	سیاہی
blackout	0.126	0.530	0.349	بلیک آؤٹ
blacksmith	0.480	0.531	0.702	لوہار
bladder	0.406	0.412	0.330	مثانہ
blade	0.378	0.602	0.594	بلیڈ
blame	0.115	0.640	0.309	الزام
blameless	0.759	0.196	0.343	بے قصور
bland	0.300	0.226	0.157	نرم
blank	0.531	0.229	0.250	خالی
blanket	0.740	0.132	0.391	کمبل
blare	0.439	0.561	0.519	بلیر
blase	0.420	0.310	0.412	الزام
blasphemous	0.210	0.755	0.491	توہین آمیز
blasphemy	0.146	0.794	0.406	توہین
blast	0.167	0.929	0.777	دھماکے
blaster	0.459	0.538	0.554	دھماکے کرنے والا
blastoff	0.357	0.865	0.736	پھٹ پڑنا
blatant	0.327	0.677	0.675	صریح
blather	0.344	0.481	0.382	ملامت کرنا
blaze	0.698	0.467	0.658	بلیز
blazer	0.635	0.385	0.417	بلیزر
blazing	0.594	0.896	0.735	چمکتا ہوا
bleach	0.336	0.282	0.337	بلیچ
bleak	0.204	0.427	0.272	تاریک
bleed	0.041	0.843	0.346	خون بہنا
bleeder	0.260	0.852	0.356	خون بہانے والا
bleeding	0.135	0.817	0.408	خون بہنا
bleep	0.479	0.667	0.345	بلیپ
blemish	0.219	0.558	0.272	داغ
blemished	0.173	0.469	0.370	داغ دار
blend	0.469	0.452	0.463	ملاوٹ
blender	0.602	0.534	0.351	بلینڈر
blending	0.560	0.418	0.637	ملاوٹ
bless	0.929	0.269	0.588	برکت
blessed	0.910	0.279	0.696	مبارک
blessing	0.929	0.264	0.800	برکت
blessings	0.929	0.361	0.623	برکتیں
bleu	0.460	0.354	0.379	بلیو
blight	0.271	0.771	0.429	بلائیٹ
blighted	0.146	0.615	0.296	دکھی
blimp	0.600	0.410	0.532	بلمپ
blinded	0.245	0.471	0.231	اندھا
blindfold	0.448	0.684	0.337	آنکھوں پر پٹی
blindfolded	0.208	0.564	0.209	آنکھوں پر پٹی
blinding	0.304	0.596	0.406	اندھا کرنا
blindly	0.439	0.598	0.278	آنکھ بند کر کے
blindness	0.245	0.480	0.196	اندھا پن
blink	0.552	0.316	0.324	پلک جھپکنا
blip	0.529	0.461	0.418	بلپ
bliss	0.816	0.500	0.782	نعمتوں
blissful	0.885	0.639	0.676	خوشگوار
blister	0.407	0.538	0.402	آبلہ
blistering	0.344	0.569	0.390	چھالے
blitz	0.417	0.722	0.789	بلٹز
blizzard	0.375	0.726	0.417	برفانی طوفان
bloat	0.229	0.694	0.298	پھولنا
bloated	0.167	0.593	0.424	پھولا ہوا
blob	0.500	0.376	0.298	بلاب
block	0.286	0.350	0.402	بلاک
blockade	0.380	0.519	0.510	ناکہ بندی
blockage	0.250	0.608	0.444	رکاوٹ
blockbuster	0.730	0.676	0.883	بلاک بسٹر
blockhead	0.163	0.333	0.148	بلاک ہیڈ
blog	0.639	0.390	0.432	بلاگ
bloke	0.450	0.479	0.545	لڑکا
blond	0.590	0.490	0.490	سنہرے بالوں والی
blonde	0.698	0.545	0.412	سنہرے بالوں والی
blood	0.219	0.684	0.585	خون
bloodbath	0.060	0.971	0.475	خون کی ہولی
bloodhound	0.327	0.462	0.538	بلڈ ہاؤنڈ
bloodless	0.292	0.390	0.212	بے خون
bloodline	0.510	0.657	0.604	خون کی لکیر
bloodshed	0.048	0.942	0.525	خونریزی
bloodshot	0.188	0.810	0.482	خون کی گولی
bloodstream	0.552	0.530	0.528	خون کا دھارا
bloodthirsty	0.052	0.804	0.644	خون کے پیاسے
bloody	0.031	0.910	0.518	خونی
bloom	0.816	0.453	0.587	کھلنا
bloomers	0.521	0.587	0.395	بلومرز
blooming	0.860	0.452	0.593	کھلنا
blossom	0.792	0.275	0.309	کھلنا
blot	0.365	0.304	0.223	دھبہ
blotched	0.133	0.562	0.264	داغ دار
blotter	0.360	0.298	0.280	بلاٹر
blouse	0.580	0.190	0.302	بلاؤز
blow	0.316	0.750	0.570	دھچکا
blower	0.564	0.550	0.536	بنانے والا
blowfish	0.344	0.420	0.389	بلو فش
blowing	0.521	0.472	0.434	اڑانا
blowjob	0.460	0.784	0.387	blowjob
blown	0.333	0.548	0.412	اڑا دیا
blowout	0.398	0.792	0.616	باہر اڑا
blowtorch	0.520	0.730	0.510	بلو ٹارچ
blubber	0.388	0.260	0.360	بلبر
bluddy	0.312	0.528	0.442	بلڈی
blue	0.646	0.137	0.291	نیلا
blue spruce	0.559	0.335	0.364	نیلے سپروس
blueberry	0.656	0.185	0.365	بلیو بیری
bluebird	0.573	0.350	0.450	بلیو برڈ
bluegrass	0.573	0.441	0.395	بلیو گراس
bluejay	0.635	0.520	0.310	بلیوجے
blueprint	0.490	0.173	0.425	بلیو پرنٹ
blues	0.469	0.220	0.287	بلیوز
bluff	0.418	0.286	0.377	بلف
bluish	0.604	0.245	0.382	نیلا
blunder	0.135	0.635	0.145	غلطی
blunt	0.551	0.680	0.925	کند
blur	0.268	0.471	0.205	دھندلا
blurred	0.320	0.367	0.231	دھندلا ہوا
blurry	0.059	0.385	0.218	دھندلا
blurt	0.408	0.439	0.441	بلٹ
blush	0.698	0.610	0.445	شرمانا
blushing	0.510	0.789	0.288	شرمانا
boa	0.255	0.569	0.542	بوا
boa constrictor	0.198	0.784	0.609	boa constrictor
boar	0.406	0.500	0.351	سؤر
board	0.592	0.255	0.385	بورڈ
board game	0.711	0.490	0.349	بورڈ کھیل
boarder	0.604	0.440	0.475	بورڈر
boarding	0.531	0.402	0.534	بورڈنگ
boardroom	0.555	0.566	0.661	بورڈ روم
boards	0.469	0.270	0.524	بورڈز
boardwalk	0.643	0.481	0.549	بورڈ واک
boast	0.520	0.586	0.569	فخر کرنا
boastful	0.490	0.806	0.695	گھمنڈ کرنے والا
boasting	0.417	0.620	0.602	گھمنڈ
boat	0.516	0.420	0.554	کشتی
boathouse	0.592	0.380	0.404	کشتی خانہ
boating	0.638	0.613	0.557	کشتی رانی
boatload	0.365	0.415	0.485	کشتی کا بوجھ
boatman	0.592	0.573	0.562	کشتی والا
bobbin	0.429	0.472	0.353	بوبن
bobcat	0.562	0.490	0.529	بوبکیٹ
bobsled	0.667	0.613	0.325	bobsled
bode	0.344	0.406	0.411	بوڈ
bodega	0.573	0.307	0.398	bodega
bodice	0.390	0.471	0.386	چولی
bodily	0.594	0.481	0.557	جسمانی
body	0.694	0.461	0.571	جسم
bodyguard	0.510	0.710	0.754	محافظ
bog	0.302	0.361	0.365	دلدل
bogey	0.380	0.519	0.368	دلدل
bogeyman	0.388	0.708	0.517	بوگی مین
bogus	0.219	0.353	0.144	جعلی
bohemian	0.622	0.500	0.407	بوہیمین
boil	0.417	0.684	0.433	ابال
boiler	0.561	0.590	0.509	بوائلر
boilerplate	0.398	0.519	0.387	بوائلر پلیٹ
boiling	0.302	0.690	0.526	ابلتے ہوئے
boisterous	0.385	0.806	0.565	شوخ
bold	0.490	0.271	0.483	بولڈ
boldness	0.806	0.684	0.814	دلیری
bollocks	0.448	0.471	0.327	بولکس
bolster	0.708	0.471	0.569	تقویت دینے والا
bolt	0.354	0.363	0.426	بولٹ
bolus	0.426	0.491	0.352	بولس
bomb	0.167	0.912	0.750	بم
bombard	0.156	0.961	0.777	بمباری
bombardier	0.240	0.863	0.787	بمبار
bombardment	0.146	0.959	0.742	بمباری
bombed	0.051	0.851	0.627	بمباری
bomber	0.125	0.837	0.810	بمبار
bombers	0.173	0.920	0.787	بمبار
bombing	0.167	0.963	0.732	بمباری
bombshell	0.327	0.868	0.693	بم شیل
bonanza	0.875	0.410	0.683	بونانزا
bonbon	0.865	0.551	0.446	بونبون
bond	0.667	0.519	0.630	بانڈ
bondage	0.146	0.705	0.355	غلامی
bonding	0.594	0.442	0.509	بانڈنگ
bonds	0.740	0.472	0.583	بانڈز
bondsman	0.469	0.497	0.675	بندہ
bone	0.337	0.370	0.413	ہڈی
bonehead	0.337	0.521	0.518	ہڈی کا سر
boner	0.344	0.612	0.393	نقصان دہ
bones	0.281	0.343	0.358	ہڈیوں
bonfire	0.480	0.719	0.473	الاؤ
bong	0.333	0.566	0.375	بونگ
bonkers	0.306	0.847	0.278	بونکر
bonne	0.448	0.395	0.362	بون
bonnet	0.406	0.509	0.473	بونٹ
bonny	0.561	0.404	0.444	بونی
bonsai	0.714	0.235	0.375	بونسائی
bonus	0.857	0.620	0.682	اضافی انعام
bony	0.445	0.462	0.330	ہڈی
boo	0.153	0.676	0.309	بو
boob	0.694	0.600	0.392	چھاتی
booby	0.396	0.423	0.185	بوبی
booger	0.399	0.537	0.427	بوجر
boogeyman	0.292	0.559	0.567	بوگی مین
boogie	0.590	0.543	0.400	بوگی
book	0.802	0.210	0.606	کتاب
bookcase	0.553	0.221	0.490	کتابوں کی الماری
bookie	0.344	0.633	0.618	بکی
booking	0.708	0.503	0.583	بکنگ
bookish	0.604	0.236	0.430	کتابی
bookkeeper	0.480	0.363	0.468	بک کیپر
bookkeeping	0.520	0.214	0.592	بک کیپنگ
booklet	0.510	0.270	0.351	کتابچہ
bookmaker	0.583	0.804	0.633	کتاب ساز
bookmark	0.543	0.441	0.415	بک مارک
books	0.729	0.115	0.430	کتابیں
bookseller	0.583	0.317	0.456	کتاب فروش
bookshop	0.688	0.291	0.389	کتابوں کی دکان
bookstore	0.771	0.180	0.503	کتابوں کی دکان
bookworm	0.563	0.337	0.316	کتابی کیڑا
boom	0.604	0.655	0.731	تیزی
boomer	0.480	0.539	0.441	بومر
boomerang	0.531	0.625	0.500	بومرانگ
booming	0.688	0.554	0.661	عروج پر
boon	0.878	0.294	0.642	نعمت
boooo	0.271	0.549	0.255	boooo
boost	0.865	0.730	0.750	فروغ
booster	0.755	0.600	0.800	بوسٹر
boot	0.438	0.650	0.625	بوٹ
booth	0.531	0.400	0.310	بوتھ
bootleg	0.357	0.519	0.466	بدمعاش
bootlegger	0.354	0.649	0.541	بوٹلیگر
boots	0.602	0.255	0.350	جوتے
booty	0.663	0.587	0.784	مال غنیمت
booze	0.265	0.745	0.431	شراب
bop	0.429	0.490	0.426	bop
bopper	0.398	0.530	0.385	بوپر
border	0.406	0.382	0.424	سرحد
bordering	0.643	0.382	0.438	سرحدی
borderline	0.449	0.520	0.490	سرحد
bore	0.417	0.440	0.455	بور
boreal	0.582	0.348	0.400	بوریل
bored	0.153	0.167	0.196	بور
boredom	0.167	0.139	0.255	بوریت
borer	0.302	0.549	0.578	بورر
boring	0.194	0.217	0.125	بورنگ
born	0.865	0.509	0.591	پیدا ہونا
boron	0.441	0.370	0.375	بورون
borough	0.429	0.343	0.380	بورو
borrow	0.398	0.573	0.282	ادھار لینا
borrower	0.439	0.423	0.763	قرض لینے والا
bosom	0.612	0.588	0.404	سینہ
boss	0.310	0.627	0.954	باس
bossy	0.240	0.824	0.750	باسی
boston	0.643	0.380	0.580	بوسٹن
botanical	0.660	0.259	0.491	نباتاتی
botanist	0.651	0.240	0.456	ماہر نباتات
botany	0.604	0.201	0.500	نباتیات
bother	0.208	0.780	0.370	پریشان
bothering	0.208	0.764	0.449	پریشان کن
bottle	0.469	0.236	0.336	بوتل
bottleneck	0.284	0.471	0.287	رکاوٹ
bottling	0.365	0.333	0.370	بوتلنگ
bottom	0.417	0.370	0.291	نیچے
bottomless	0.310	0.470	0.368	بے تہہ
botulism	0.292	0.575	0.386	بوٹولزم
boulder	0.461	0.309	0.531	پتھر
bounce	0.375	0.633	0.386	اچھال
bouncer	0.490	0.653	0.655	باؤنسر
bouncy	0.562	0.565	0.429	اچھال
bound	0.417	0.667	0.310	پابند
boundary	0.561	0.427	0.518	حد
boundless	0.684	0.642	0.652	بے حد
bounds	0.378	0.426	0.604	حدود
bountiful	0.854	0.596	0.759	وافر
bounty	0.760	0.755	0.833	فضل
bouquet	0.724	0.352	0.306	گلدستہ
bourbon	0.602	0.490	0.517	بوربن
bourgeois	0.439	0.593	0.682	بورژوا
bourgeoisie	0.357	0.417	0.767	بورژوازی
bourse	0.530	0.230	0.336	بورس
bout	0.208	0.808	0.679	مککیبازی
boutique	0.745	0.490	0.441	دکان
bouttime	0.588	0.373	0.410	bouttime
bovine	0.449	0.255	0.353	بوائین
bow	0.530	0.306	0.408	جھکنا
bowed	0.410	0.418	0.368	جھک گیا
bowel	0.306	0.417	0.391	آنت
bowels	0.194	0.448	0.362	آنتیں
bowl	0.625	0.377	0.358	کٹورا
bowler	0.552	0.633	0.481	گیند باز
bowling	0.656	0.431	0.309	بولنگ
bowls	0.551	0.280	0.277	پیالے
box	0.500	0.179	0.312	ڈبہ
boxcar	0.420	0.469	0.421	باکس کار
boxer	0.490	0.810	0.802	باکسر
boxers	0.375	0.880	0.654	باکسرز
boxing	0.427	0.854	0.645	باکسنگ
boycott	0.112	0.690	0.505	بائیکاٹ
boyfriend	0.781	0.604	0.547	بوائے فرینڈ
boyhood	0.729	0.745	0.500	لڑکپن
boyish	0.698	0.562	0.462	لڑکوں والا
boysenberry	0.646	0.409	0.475	بوائزن بیری
bozo	0.388	0.364	0.298	بوزو
bra	0.672	0.529	0.509	چولی
brace	0.610	0.385	0.364	تسمہ
bracelet	0.776	0.340	0.322	کڑا
braces	0.500	0.337	0.568	منحنی خطوط وحدانی
brachial	0.388	0.363	0.464	بریکیل
bracket	0.490	0.350	0.682	بریکٹ
brackets	0.573	0.281	0.435	بریکٹ
brackish	0.469	0.368	0.421	کھارا پانی
brad	0.490	0.385	0.402	بریڈ
brag	0.347	0.545	0.578	شیخی مارنا
braid	0.427	0.222	0.216	چوٹی
brain	0.667	0.441	0.823	دماغ
brainless	0.138	0.310	0.224	بے دماغ
brains	0.663	0.557	0.722	دماغ
brainstorm	0.794	0.784	0.636	دماغی طوفان
brainwash	0.198	0.647	0.481	برین واش
brainy	0.708	0.520	0.648	دماغی
brake	0.312	0.481	0.310	بریک
bran	0.688	0.433	0.483	چوکر
branch	0.538	0.206	0.250	شاخ
branching	0.520	0.422	0.472	برانچنگ
brand	0.562	0.284	0.547	برانڈ
brandy	0.600	0.590	0.487	برانڈی
brash	0.360	0.814	0.552	بیڑی
brass	0.500	0.320	0.490	پیتل
brass knuckle	0.406	0.449	0.518	پیتل کی ہڈی
brassiere	0.510	0.469	0.336	بریزیئر
brat	0.312	0.440	0.231	چھوکری
bratwurst	0.510	0.490	0.464	بریٹورسٹ
bravado	0.479	0.510	0.527	بہادری
brave	0.837	0.750	0.917	بہادر
bravery	0.898	0.745	0.868	بہادری
brawl	0.104	0.938	0.603	جھگڑا
brawn	0.438	0.402	0.544	بھورا
brazen	0.292	0.640	0.518	ڈھٹائی
breach	0.177	0.745	0.423	خلاف ورزی
bread	0.660	0.314	0.342	روٹی
breadth	0.667	0.490	0.644	چوڑائی
break	0.610	0.265	0.370	توڑنا
breakable	0.194	0.667	0.408	ٹوٹنے والا
breakaway	0.479	0.802	0.519	بھاگنا
breakdown	0.365	0.423	0.361	خرابی
breaker	0.323	0.527	0.520	توڑنے والا
breakers	0.469	0.588	0.439	توڑنے والے
breakfast	0.885	0.330	0.429	ناشتہ
breaking and entering	0.418	0.729	0.500	توڑنا اور گھسنا
breakingnews	0.500	0.552	0.607	تازہ ترین خبر
breakneck	0.254	0.833	0.604	خوفناک
breakthrough	0.680	0.525	0.718	پیش رفت
breakup	0.250	0.720	0.357	علیحدگی
breast	0.753	0.429	0.500	چھاتی
breath	0.684	0.392	0.451	سانس
breathe	0.833	0.373	0.518	سانس لینا
breather	0.624	0.471	0.388	سانس
breathless	0.323	0.490	0.222	بے سانس
breathtaking	0.936	0.792	0.921	سانس لینے والا
breech	0.500	0.637	0.422	بریچ
breeches	0.365	0.457	0.333	بریچز
breed	0.490	0.441	0.578	نسل
breeder	0.645	0.481	0.605	بریڈر
breeding	0.667	0.481	0.610	افزائش
breeze	0.837	0.284	0.370	ہوا
breezy	0.531	0.472	0.482	ہوا دار
brethren	0.917	0.380	0.641	بھائیوں
breve	0.535	0.365	0.191	بریو
brevity	0.459	0.434	0.375	اختصار
brew	0.740	0.538	0.758	مرکب
brewery	0.710	0.622	0.510	شراب خانہ
brewing	0.740	0.593	0.609	پینا
briar	0.493	0.375	0.407	briar
bribe	0.112	0.690	0.472	رشوت
bribery	0.135	0.775	0.585	رشوت
brick	0.217	0.418	0.368	اینٹ
bridal	0.823	0.655	0.596	دلہن
bride	0.840	0.708	0.579	دلہن
bridegroom	0.809	0.736	0.527	دولہا
bridesmaid	0.748	0.519	0.618	دلہن
bridge	0.625	0.324	0.519	پل
bridle	0.427	0.367	0.386	لگام
brief	0.469	0.300	0.279	مختصر
briefcase	0.542	0.206	0.442	بریف کیس
briefing	0.612	0.333	0.702	بریفنگ
briefly	0.686	0.314	0.330	مختصر طور پر
brig	0.573	0.539	0.500	بریگیڈیئر
brigade	0.604	0.710	0.828	بریگیڈ
bright	0.890	0.527	0.812	روشن
brighten	0.760	0.547	0.649	روشن
brightens	0.771	0.611	0.613	چمکتا ہے
brighter	0.918	0.698	0.833	روشن
brightness	0.938	0.623	0.660	چمک
brilliance	0.990	0.673	0.830	پرتیبھا
brilliant	0.939	0.575	0.923	شاندار
brim	0.469	0.333	0.330	کنارا
brimming	0.656	0.690	0.758	بھرا ہوا
brimstone	0.357	0.520	0.440	گندھک
brine	0.333	0.481	0.361	نمکین پانی
bring	0.635	0.460	0.462	لانے
brink	0.375	0.413	0.356	کنارہ، دہانہ
brisk	0.719	0.745	0.742	تیز
brisket	0.552	0.378	0.222	برسکٹ
bristle	0.375	0.375	0.326	برسل
brittle	0.276	0.490	0.272	ٹوٹنے والا
bro	0.794	0.349	0.684	بھائی
broach	0.438	0.439	0.675	بروچ
broad	0.762	0.365	0.637	وسیع
broadcast	0.615	0.587	0.355	نشر
broadcasting	0.542	0.700	0.706	براڈ کاسٹننگ
broaden	0.678	0.602	0.610	وسیع کرنا
broadside	0.459	0.316	0.462	چوڑائی
broadsword	0.469	0.573	0.615	براڈ ورڈ
brocade	0.500	0.327	0.464	بروکیڈ
broccoli	0.469	0.200	0.283	بروکولی
brochure	0.552	0.226	0.391	بروشر
broil	0.510	0.404	0.330	جھگڑا
broke	0.245	0.590	0.370	ٹوٹ گیا
broken	0.062	0.500	0.293	ٹوٹاھوا
brokenheart	0.115	0.577	0.343	ٹو ٹاہوا دل
brokenhearted	0.130	0.598	0.227	ٹوٹے دل سے
broker	0.582	0.462	0.600	بروکر
brokerage	0.479	0.500	0.500	دلالی
bromide	0.347	0.425	0.411	برومائڈ
bronco	0.500	0.510	0.473	برونکو
bronze	0.622	0.333	0.526	کانسی
brooch	0.531	0.260	0.380	بروچ
brood	0.633	0.519	0.434	بچے
brooding	0.327	0.367	0.333	بروڈنگ
brook	0.594	0.347	0.412	نالہ
broom	0.385	0.154	0.302	جھاڑو
broomstick	0.410	0.265	0.227	جھاڑو
broth	0.500	0.245	0.168	شوربہ
brothel	0.255	0.886	0.418	کوٹھے
brother	0.823	0.361	0.546	بھائی
brotherhood	0.990	0.471	0.760	بھائی چارہ
brotherly	0.865	0.306	0.596	برادرانہ
brow	0.562	0.311	0.481	پیشانی
brown	0.396	0.202	0.293	براؤن
brownstone	0.559	0.423	0.439	بھورا پتھر
browse	0.635	0.750	0.592	براؤز کریں
brrr	0.373	0.540	0.282	brrr
bruise	0.133	0.640	0.474	زخم
bruising	0.084	0.520	0.422	زخم
brunch	0.406	0.363	0.343	برنچ
brunette	0.802	0.528	0.529	brunette
brunt	0.204	0.750	0.349	جھٹکا
brush	0.490	0.265	0.186	برش
brutal	0.122	0.882	0.643	ظالمانہ
brutality	0.122	0.832	0.571	سفاکیت
brute	0.115	0.547	0.379	جانور
brutish	0.270	0.837	0.588	وحشیانہ
bubble	0.774	0.213	0.364	بلبلا
bubbling	0.500	0.438	0.384	بلبلا
bubbly	0.698	0.608	0.462	بلبلا
bubonic	0.280	0.530	0.394	بوبونک
buck	0.677	0.577	0.720	ہرن
buckaroo	0.448	0.469	0.479	بکارو
bucket	0.408	0.167	0.336	بالٹی
buckle	0.416	0.373	0.361	بکسوا
buckled	0.427	0.358	0.439	بکسوا
bucko	0.439	0.455	0.465	بکو
buckshot	0.255	0.740	0.322	بک شاٹ
buckwheat	0.490	0.471	0.434	buckwheat
bud	0.460	0.402	0.333	شگوفہ
buddha	0.690	0.198	0.604	بدھ
buddhism	0.510	0.115	0.673	بدھ مت
budding	0.490	0.500	0.355	ابھرتے ہوئے
buddy	0.884	0.585	0.655	دوست
budge	0.719	0.755	0.543	ہلچل
budget	0.643	0.396	0.731	بجٹ
buff	0.561	0.425	0.361	چمڑا
buffalo	0.469	0.528	0.527	بھینس
buffer	0.520	0.474	0.350	بفر
buffering	0.479	0.468	0.381	بفرنگ
buffet	0.656	0.546	0.519	بوفے
buffoon	0.344	0.651	0.290	بفون
bug	0.286	0.500	0.246	بگ
bugaboo	0.439	0.491	0.441	بگابو
bugged	0.561	0.439	0.500	bugged
bugger	0.312	0.627	0.474	بگر
buggy	0.500	0.509	0.327	چھوٹی گاڑی
bugle	0.479	0.588	0.391	بگل
bugler	0.542	0.540	0.393	بگلر
build	0.771	0.546	0.806	تعمیر
builder	0.660	0.642	0.701	بلڈر
building	0.705	0.288	0.673	عمارت
buildings	0.582	0.380	0.552	عمارتیں
buildup	0.490	0.509	0.623	تعمیر
bulb	0.562	0.208	0.300	بلب
bulbous	0.390	0.442	0.430	بلبس
bulge	0.260	0.487	0.400	بلج
bulimic	0.092	0.570	0.373	بلیمک
bulk	0.469	0.413	0.509	بلک
bulkhead	0.312	0.425	0.402	بلک ہیڈ
bulky	0.427	0.591	0.750	بھاری
bull	0.521	0.640	0.644	بیل
bulldog	0.494	0.650	0.530	بلڈاگ
bulldozer	0.459	0.549	0.643	بلڈوزر
bullet	0.408	0.794	0.634	گولی
bulletin	0.573	0.294	0.361	بلیٹن
bulletproof	0.750	0.721	0.779	بلٹ پروف
bullfighter	0.448	0.794	0.664	بیل فائٹر
bullfrog	0.344	0.481	0.422	بیل میڑک
bullheaded	0.229	0.740	0.516	بیل سر والا
bullhorn	0.510	0.653	0.736	بلہورن
bullion	0.693	0.558	0.729	بلین
bullock	0.281	0.402	0.375	بیل
bullpen	0.480	0.549	0.500	بلپین
bullshit	0.042	0.676	0.183	بکواس
bully	0.257	0.755	0.564	بدمعاش
bulwark	0.551	0.552	0.675	بلوارک
bum	0.281	0.451	0.155	جاہل
bumblebee	0.469	0.493	0.321	بھوملی
bummed	0.296	0.430	0.227	جھنجلا ہوا
bummer	0.163	0.500	0.267	بومر
bump	0.286	0.458	0.368	ٹکرانا
bumper	0.385	0.573	0.518	بمپر
bumpy	0.306	0.683	0.419	ناہموار
bun	0.424	0.306	0.268	روٹی
bunch	0.552	0.358	0.473	گچھا
bundle	0.510	0.343	0.434	بنڈل
bungalow	0.562	0.352	0.406	بنگلہ
bungee	0.637	0.545	0.327	بنجی
bunghole	0.286	0.426	0.396	bunghole
bunion	0.276	0.340	0.290	خرگوش
bunk	0.438	0.332	0.339	bunk
bunker	0.375	0.673	0.773	بنکر
bunkhouse	0.470	0.414	0.407	بنک ہاؤس
bunny	0.740	0.325	0.194	خرگوش
bunt	0.417	0.422	0.349	bunt
buoy	0.562	0.280	0.284	بوائے
buoyancy	0.625	0.373	0.538	خوشحالی
buoyant	0.625	0.441	0.497	خوش کن
bur	0.385	0.353	0.314	bur
burden	0.367	0.583	0.697	بوجھ
burdened	0.429	0.519	0.565	بوجھ
burdensome	0.229	0.696	0.419	بوجھل
bureau	0.562	0.373	0.618	بیورو
bureaucracy	0.380	0.578	0.740	بیوروکریسی
bureaucrat	0.208	0.519	0.598	بیوروکریٹ
bureaucratic	0.280	0.630	0.573	بیوروکریٹک
burger	0.688	0.568	0.398	برگر
burglar	0.050	0.769	0.404	چور
burglary	0.146	0.918	0.543	چوری
burial	0.203	0.577	0.333	کفن دفن
