English Word	Valence	Arousal	Dominance	Swahili Word
contaminated	0.040	0.500	0.368	iliyochafuliwa
contamination	0.125	0.610	0.375	uchafuzi
contemplate	0.740	0.347	0.642	tafakari
contemplation	0.552	0.324	0.627	tafakuri
contemplative	0.729	0.308	0.739	kutafakari
contemporaneous	0.640	0.373	0.591	za wakati mmoja
contemporary	0.720	0.365	0.569	kisasa
contempt	0.206	0.635	0.396	dharau
contemptible	0.146	0.657	0.471	dharau
contemptuous	0.204	0.500	0.375	mwenye dharau
contend	0.510	0.657	0.731	shindana
contender	0.480	0.790	0.681	mshindani
contending	0.490	0.698	0.716	wakishindana
content	0.764	0.296	0.559	maudhui
contented	0.857	0.612	0.746	kuridhika
contention	0.375	0.510	0.738	ubishi
contentious	0.422	0.573	0.637	mwenye ubishi
contentment	0.875	0.610	0.782	kuridhika
contents	0.656	0.375	0.550	yaliyomo
contest	0.667	0.698	0.717	kugombea
contestant	0.760	0.530	0.602	mshindani
context	0.531	0.300	0.553	muktadha
contiguous	0.375	0.450	0.500	inayopakana
continence	0.450	0.396	0.469	kujizuia
continent	0.551	0.373	0.833	bara
continental	0.486	0.350	0.755	bara
contingency	0.396	0.500	0.670	dharura
contingent	0.470	0.531	0.659	ya kutegemewa
continual	0.500	0.423	0.685	daima
continually	0.646	0.438	0.698	daima
continuance	0.729	0.510	0.652	mwendelezo
continuation	0.615	0.470	0.566	muendelezo
continue	0.630	0.427	0.612	endelea
continued	0.635	0.440	0.500	iliendelea
continuing	0.667	0.500	0.520	kuendelea
continuity	0.781	0.439	0.684	mwendelezo
continuous	0.625	0.509	0.580	kuendelea
continuously	0.719	0.417	0.702	mfululizo
continuum	0.677	0.390	0.491	kuendelea
contour	0.589	0.265	0.414	contour
contraband	0.177	0.875	0.670	magendo
contraception	0.296	0.518	0.525	kuzuia mimba
contract	0.594	0.412	0.636	mkataba
contracted	0.344	0.557	0.449	kandarasi
contractile	0.480	0.586	0.569	mkataba
contracting	0.594	0.490	0.769	kuambukizwa
contraction	0.292	0.755	0.603	mnyweo
contractor	0.592	0.479	0.727	Mkandarasi
contradict	0.160	0.598	0.482	kupingana
contradiction	0.250	0.660	0.377	utata
contradictory	0.365	0.651	0.421	kinzani
contraption	0.448	0.590	0.491	ukandamizaji
contrary	0.327	0.449	0.338	kinyume
contrast	0.480	0.406	0.520	tofauti
contrasted	0.521	0.538	0.491	tofauti
contravene	0.357	0.618	0.472	kinyume
contravention	0.344	0.627	0.593	ukiukaji
contribute	0.806	0.350	0.795	kuchangia
contribution	0.854	0.452	0.760	mchango
contributor	0.844	0.510	0.760	mchangiaji
contrite	0.347	0.363	0.473	majuto
contrition	0.347	0.583	0.463	majuto
contrived	0.408	0.530	0.458	iliyobuniwa
control	0.729	0.352	0.808	kudhibiti
controller	0.469	0.712	0.868	mtawala
controlling	0.490	0.441	0.885	kudhibiti
controversial	0.271	0.858	0.538	utata
controversy	0.250	0.819	0.600	mabishano
contusion	0.167	0.565	0.509	mshtuko
conundrum	0.354	0.524	0.408	kitendawili
convalescent	0.458	0.480	0.269	kupona
convection	0.521	0.494	0.526	convection
convene	0.583	0.676	0.636	kuitisha
convenience	0.781	0.448	0.613	urahisi
conveniences	0.802	0.412	0.693	manufaa
convenient	0.846	0.491	0.574	rahisi
convent	0.480	0.217	0.594	nyumba ya watawa
convention	0.622	0.622	0.704	mkataba
conventional	0.594	0.292	0.634	kawaida
converge	0.635	0.471	0.539	kuungana
convergence	0.551	0.491	0.625	muunganiko
convergent	0.781	0.490	0.696	kuungana
conversant	0.724	0.360	0.542	mzungumzaji
conversation	0.750	0.510	0.609	mazungumzo
conversational	0.719	0.431	0.596	mazungumzo
conversationalist	0.719	0.467	0.667	mzungumzaji
converse	0.594	0.406	0.598	kuzungumza
conversing	0.755	0.409	0.442	mazungumzo
conversion	0.480	0.605	0.736	uongofu
convert	0.551	0.538	0.704	kubadilisha
converted	0.663	0.418	0.686	kubadilishwa
convertible	0.542	0.529	0.717	inayoweza kugeuzwa
convex	0.438	0.427	0.445	mbonyeo
convexity	0.449	0.354	0.484	convexity
convey	0.719	0.633	0.708	kufikisha
conveyance	0.615	0.520	0.455	usafirishaji
conveyancing	0.375	0.479	0.663	kufikisha
convict	0.177	0.840	0.477	hatia
conviction	0.615	0.704	0.826	hatia
convince	0.708	0.539	0.763	kushawishi
convinced	0.750	0.500	0.630	kushawishika
convincing	0.760	0.527	0.900	kushawishi
convocation	0.538	0.611	0.663	kusanyiko
convoluted	0.323	0.614	0.433	iliyochanganyikiwa
convolution	0.417	0.559	0.527	convolution
convoy	0.500	0.671	0.639	msafara
coo	0.490	0.439	0.500	coo
cook	0.847	0.500	0.412	kupika
cookbook	0.602	0.346	0.398	kitabu cha upishi
cooker	0.592	0.373	0.407	jiko
cookery	0.633	0.368	0.345	upishi
cookie	0.792	0.306	0.250	kuki
cookies	0.823	0.451	0.316	vidakuzi
cooking	0.694	0.510	0.434	kupika
cookout	0.680	0.406	0.482	mpishi
cool	0.885	0.540	0.781	baridi
coolant	0.720	0.412	0.456	baridi
cooler	0.664	0.375	0.460	baridi zaidi
cooling	0.469	0.324	0.392	kupoa
coolness	0.490	0.307	0.548	ubaridi
coon	0.490	0.460	0.400	koni
coop	0.612	0.445	0.650	coop
cooperate	0.898	0.451	0.582	shirikiana
cooperating	0.760	0.390	0.693	kushirikiana
cooperation	0.847	0.473	0.686	ushirikiano
cooperative	0.816	0.461	0.670	ushirika
coordinate	0.698	0.429	0.694	kuratibu
coordination	0.677	0.454	0.789	uratibu
coordinator	0.750	0.510	0.850	mratibu
cop	0.327	0.770	0.836	polisi
copacetic	0.510	0.471	0.453	copacetic
cope	0.592	0.647	0.709	kukabiliana
copier	0.459	0.345	0.390	mwiga
copilot	0.640	0.538	0.573	rubani
coping	0.562	0.630	0.613	kukabiliana
copious	0.427	0.462	0.527	nyingi
copper	0.580	0.260	0.500	shaba
copter	0.571	0.704	0.569	copter
copy	0.460	0.240	0.263	nakala
copycat	0.449	0.580	0.443	nakala
copying	0.448	0.315	0.404	kunakili
copyright	0.458	0.402	0.663	hakimiliki
coral	0.802	0.231	0.425	matumbawe
coral snake	0.276	0.712	0.607	nyoka ya matumbawe
cord	0.388	0.378	0.358	kamba
cordial	0.823	0.312	0.482	mwenye moyo mkunjufu
cordless	0.667	0.441	0.528	isiyo na waya
cordon	0.469	0.317	0.380	kamba
corduroy	0.570	0.324	0.357	corduroy
core	0.721	0.378	0.540	msingi
cork	0.347	0.250	0.281	kizibo
corkscrew	0.427	0.443	0.445	kizibao
corn	0.594	0.196	0.292	mahindi
cornball	0.479	0.378	0.325	mpira wa mahindi
cornbread	0.643	0.304	0.302	mkate wa mahindi
cornea	0.521	0.346	0.443	konea
corned	0.459	0.441	0.425	corned
corner	0.400	0.296	0.366	kona
cornerstone	0.550	0.388	0.596	Jiwe la pembeni
cornet	0.507	0.520	0.415	kona
cornfield	0.719	0.310	0.349	shamba la mahindi
cornflakes	0.729	0.346	0.355	cornflakes
cornice	0.458	0.441	0.295	cornice
cornstarch	0.643	0.299	0.337	wanga wa mahindi
corny	0.448	0.370	0.221	corny
corollary	0.458	0.469	0.366	mfululizo
corona	0.818	0.439	0.745	corona
coronary	0.567	0.613	0.509	moyo
coronation	0.792	0.592	0.836	kutawazwa
coroner	0.323	0.558	0.526	mchunguzi wa maiti
corporal	0.582	0.490	0.596	koplo
corporate	0.592	0.454	0.745	ushirika
corporation	0.429	0.332	0.873	shirika
corporeal	0.520	0.350	0.461	mwili
corps	0.551	0.453	0.483	maiti
corpse	0.094	0.657	0.232	maiti
corpsman	0.439	0.469	0.651	maiti
corpus	0.543	0.340	0.490	corpus
corral	0.606	0.662	0.422	koral
correct	0.857	0.306	0.723	sahihi
correction	0.448	0.485	0.558	marekebisho
correctional	0.292	0.713	0.602	urekebishaji
corrective	0.448	0.528	0.613	kurekebisha
correctness	0.796	0.450	0.649	usahihi
correlation	0.596	0.462	0.571	uwiano
correlative	0.510	0.402	0.571	uhusiano
correspond	0.710	0.452	0.545	yanahusiana
correspondence	0.663	0.423	0.491	mawasiliano
correspondent	0.573	0.565	0.712	mwandishi wa habari
corresponding	0.740	0.423	0.618	sambamba
corridor	0.604	0.589	0.592	ukanda
corroborate	0.671	0.471	0.616	thibitisha
corroboration	0.625	0.431	0.733	uthibitisho
corrosion	0.156	0.610	0.348	kutu
corrosive	0.140	0.618	0.570	ya kutu
corrupt	0.020	0.806	0.500	fisadi
corrupting	0.062	0.804	0.380	kufisadi
corruption	0.052	0.830	0.549	rushwa
corsage	0.510	0.294	0.397	corsage
corse	0.448	0.451	0.382	kozi
corset	0.490	0.520	0.381	corset
cortex	0.594	0.439	0.529	gamba
cortical	0.380	0.423	0.536	gamba
cortisone	0.427	0.395	0.456	kotisoni
corvette	0.551	0.520	0.598	corvette
cosmetic	0.625	0.304	0.308	vipodozi
cosmetics	0.765	0.464	0.472	vipodozi
cosmic	0.663	0.538	0.692	ulimwengu
cosmology	0.651	0.438	0.637	kosmolojia
cosmopolitan	0.823	0.510	0.760	ulimwengu wote
cosmos	0.860	0.478	0.664	ulimwengu
cost	0.365	0.420	0.439	gharama
costly	0.316	0.650	0.642	gharama kubwa
costume	0.548	0.510	0.374	vazi
cosy	0.847	0.255	0.518	starehe
cot	0.625	0.230	0.278	kitanda
cote	0.439	0.344	0.324	cote
cottage	0.600	0.279	0.361	nyumba ndogo
cotton	0.639	0.071	0.240	pamba
couch	0.594	0.082	0.198	kitanda
cougar	0.438	0.588	0.538	cougar
cough	0.255	0.627	0.241	kikohozi
council	0.875	0.279	0.635	baraza
councilman	0.531	0.367	0.793	diwani
counsel	0.594	0.519	0.730	shauri
counseling	0.667	0.480	0.704	ushauri
counsellor	0.823	0.327	0.740	mshauri
counselor	0.873	0.365	0.706	mshauri
count	0.594	0.389	0.492	hesabu
countdown	0.438	0.692	0.490	kuhesabu
countenance	0.635	0.440	0.690	usoni
counter	0.439	0.478	0.750	kaunta
counteract	0.378	0.542	0.688	kupinga
counterattack	0.281	0.951	0.764	kushambulia
counterbalance	0.520	0.480	0.627	usawa
counterclaim	0.398	0.760	0.651	kupinga madai
counterfeit	0.094	0.694	0.451	bandia
counterpart	0.448	0.608	0.577	mwenzake
counterpoint	0.438	0.509	0.538	counterpoint
countess	0.562	0.440	0.670	hesabu
countless	0.520	0.566	0.534	isitoshe
country	0.698	0.394	0.693	nchi
countryman	0.673	0.441	0.789	mwananchi
countrymusic	0.795	0.451	0.438	muziki wa nchi
countryside	0.732	0.288	0.327	mashambani
counts	0.343	0.373	0.500	hesabu
county	0.479	0.368	0.545	kata
coup	0.275	0.815	0.607	mapinduzi
coupe	0.479	0.460	0.482	coupe
couple	0.806	0.605	0.607	wanandoa
coupled	0.612	0.286	0.650	pamoja
coupling	0.594	0.479	0.555	kuunganisha
coupon	0.704	0.300	0.421	kuponi
courage	0.830	0.728	0.849	ujasiri
courageous	0.918	0.587	0.879	jasiri
courier	0.551	0.383	0.441	mjumbe
courses	0.735	0.412	0.534	kozi
coursing	0.542	0.472	0.546	kozi
court	0.479	0.769	0.827	mahakama
courteous	0.937	0.396	0.529	mwenye adabu
courtesy	0.927	0.287	0.431	heshima
courthouse	0.571	0.503	0.818	mahakama
courtroom	0.385	0.670	0.887	chumba cha mahakama
courts	0.367	0.710	0.816	mahakama
courtship	0.667	0.490	0.654	uchumba
courtside	0.592	0.391	0.434	mahakama
courtyard	0.503	0.365	0.355	ua
cousin	0.675	0.394	0.427	binamu
cousins	0.760	0.409	0.464	binamu
cove	0.500	0.304	0.370	kutamani
coven	0.458	0.578	0.591	makubaliano
covenant	0.594	0.462	0.667	agano
cover	0.365	0.240	0.471	kifuniko
coverage	0.767	0.413	0.629	chanjo
covered	0.562	0.340	0.644	kufunikwa
covering	0.615	0.382	0.583	kufunika
covert	0.500	0.570	0.508	siri
covet	0.302	0.779	0.524	kutamani
coveted	0.661	0.730	0.625	kutamaniwa
cow	0.449	0.230	0.300	ng'ombe
coward	0.102	0.490	0.149	mwoga
cowardice	0.133	0.621	0.167	woga
cowardly	0.102	0.385	0.127	mwoga
cowboy	0.594	0.625	0.695	mchunga ng'ombe
cowgirl	0.541	0.566	0.554	mchumba
cowhand	0.438	0.480	0.596	mkono wa ng'ombe
cowhide	0.458	0.324	0.333	ngozi ya ng'ombe
cowl	0.427	0.450	0.232	ng'ombe
coworker	0.667	0.490	0.625	mfanyakazi mwenzako
coy	0.347	0.330	0.213	coy
coyote	0.459	0.471	0.387	coyote
cozy	0.910	0.356	0.545	starehe
crab	0.421	0.396	0.330	kaa
crabby	0.198	0.812	0.370	kaa
crack	0.302	0.625	0.400	ufa
cracked	0.224	0.520	0.228	kupasuka
cracker	0.604	0.343	0.346	cracker
crackerjack	0.567	0.509	0.426	crackerjack
cracking	0.327	0.557	0.286	kupasuka
crackle	0.327	0.643	0.481	kupasuka
crackpot	0.260	0.602	0.245	crackpot
cradle	0.776	0.194	0.333	utoto
craft	0.760	0.321	0.539	ufundi
crafts	0.667	0.380	0.391	ufundi
craftsman	0.719	0.310	0.583	fundi
craftsmanship	0.823	0.373	0.571	ufundi
crafty	0.589	0.679	0.783	mjanja
craig	0.448	0.449	0.490	mwamba
cram	0.354	0.730	0.598	cram
crammed	0.406	0.740	0.466	iliyojaa
cramp	0.194	0.796	0.340	tumbo
cramped	0.240	0.567	0.360	iliyobanwa
cranberry	0.793	0.330	0.363	Cranberry
cranberry juice	0.622	0.321	0.281	juisi ya cranberry
crane	0.396	0.417	0.589	kreni
cranial	0.354	0.510	0.583	fuvu
cranium	0.439	0.491	0.725	cranium
crank	0.448	0.275	0.417	kishindo
cranky	0.194	0.776	0.396	mwepesi
cranny	0.194	0.471	0.250	mbwembwe
crap	0.083	0.644	0.167	ujinga
crappy	0.039	0.582	0.208	kichaa
craps	0.375	0.420	0.273	craps
crash	0.194	0.906	0.355	ajali
crass	0.223	0.490	0.466	crass
crate	0.427	0.173	0.274	kreti
crater	0.450	0.647	0.529	crater
crave	0.625	0.510	0.731	tamaa
craving	0.510	0.755	0.636	tamaa
crawfish	0.510	0.427	0.342	samaki wa kamba
crawl	0.479	0.519	0.467	kutambaa
crayon	0.604	0.260	0.185	crayoni
crayons	0.684	0.366	0.405	kalamu za rangi
craze	0.255	0.657	0.435	kichaa
crazed	0.153	0.877	0.417	mwenye kichaa
craziness	0.238	0.908	0.255	kichaa
crazy	0.156	0.843	0.321	kichaa
creak	0.344	0.670	0.411	mkunjo
creaking	0.302	0.743	0.415	creaking
cream	0.688	0.259	0.220	cream
creamed	0.723	0.273	0.288	iliyotiwa cream
creamer	0.594	0.192	0.269	creamer
creamy	0.823	0.337	0.345	creamy
crease	0.440	0.286	0.300	mkunjo
create	0.786	0.588	0.789	kuunda
creation	0.927	0.575	0.868	uumbaji
creative	0.917	0.518	0.788	ubunifu
creativity	0.938	0.684	0.815	ubunifu
creator	0.865	0.592	0.856	muumba
creature	0.669	0.625	0.620	kiumbe
credence	0.760	0.460	0.737	sifa
credential	0.735	0.337	0.597	sifa
credentials	0.708	0.373	0.675	sifa
credibility	0.875	0.427	0.809	uaminifu
credible	0.917	0.441	0.750	kuaminika
credit	0.673	0.549	0.648	mkopo
credit card	0.670	0.550	0.640	kadi ya mkopo
creditable	0.802	0.510	0.742	ya kukopeshwa
credited	0.781	0.390	0.691	imepewa sifa
crediting	0.673	0.550	0.741	kutoa mikopo
creditor	0.479	0.594	0.689	mdai
creed	0.573	0.245	0.544	imani
creek	0.552	0.392	0.330	mkondo
creep	0.354	0.647	0.361	kutambaa
creeper	0.429	0.558	0.366	mtamba
creeping	0.292	0.613	0.282	kutambaa
creepy	0.125	0.861	0.373	ya kutisha
cremation	0.084	0.620	0.420	kuchoma maiti
creole	0.667	0.357	0.523	Krioli
crepe	0.562	0.224	0.349	crepe
crescendo	0.760	0.575	0.594	crescendo
crescent	0.698	0.382	0.407	mpevu
crest	0.458	0.333	0.333	kiumbe
crestfallen	0.235	0.346	0.175	crestfallen
cretin	0.265	0.583	0.312	cretin
cretins	0.094	0.741	0.328	kretini
crevice	0.361	0.471	0.275	mwanya
crew	0.604	0.598	0.735	wafanyakazi
crewman	0.602	0.580	0.548	mfanyakazi
crib	0.653	0.240	0.407	kitanda cha kulala
cricket	0.423	0.539	0.370	kriketi
cried	0.167	0.612	0.254	akalia
crime	0.071	0.943	0.630	uhalifu
criminal	0.021	0.830	0.529	jinai
criminality	0.122	0.863	0.580	uhalifu
crimp	0.260	0.557	0.396	crimp
crimson	0.667	0.385	0.370	nyekundu
cringe	0.245	0.840	0.377	chechemea
cripple	0.094	0.392	0.161	kilema
crippled	0.035	0.358	0.236	vilema
crippling	0.156	0.598	0.391	vilema
crisis	0.208	0.811	0.431	mgogoro
crisp	0.776	0.692	0.508	mkali
crispy	0.656	0.550	0.509	crispy
criterion	0.396	0.410	0.736	kigezo
critic	0.264	0.604	0.686	mkosoaji
critical	0.312	0.802	0.545	muhimu
criticise	0.073	0.700	0.452	kukosoa
criticism	0.115	0.563	0.505	ukosoaji
criticize	0.143	0.708	0.473	kukosoa
criticized	0.240	0.600	0.311	kukosolewa
critique	0.302	0.760	0.537	kukosoa
critter	0.542	0.539	0.482	critter
croak	0.337	0.346	0.298	kelele
croc	0.327	0.452	0.451	croc
crock	0.385	0.412	0.421	mwamba
crockery	0.552	0.216	0.327	vyombo
crocodile	0.344	0.708	0.610	mamba
croft	0.531	0.429	0.421	croft
croissant	0.745	0.330	0.430	croissant
crook	0.171	0.765	0.550	mhalifu
crooked	0.146	0.594	0.305	potofu
crop	0.615	0.260	0.500	mazao
croquet	0.551	0.519	0.407	croquet
cross	0.448	0.321	0.569	msalaba
cross country	0.531	0.441	0.529	nchi nzima
crossbow	0.344	0.598	0.560	msalaba
crossed	0.431	0.490	0.508	vuka
crossfire	0.316	0.896	0.722	mapigano makali
crossing	0.549	0.349	0.451	kuvuka
crossover	0.559	0.550	0.500	msalaba
crosswalk	0.557	0.441	0.380	njia panda
crossword	0.611	0.423	0.455	neno mtambuka
crotch	0.521	0.637	0.447	gongo
crouch	0.281	0.606	0.312	chechemea
crouched	0.333	0.363	0.279	iliyoinama
crouching	0.261	0.429	0.345	kuinama
croupier	0.531	0.519	0.404	croupier
crow	0.224	0.439	0.363	kunguru
crowbar	0.406	0.531	0.386	mtaro
crowd	0.350	0.827	0.731	umati wa watu
crowded	0.694	0.286	0.585	iliyojaa watu
crowds	0.469	0.723	0.806	umati wa watu
crown	0.708	0.572	0.737	taji
crowning	0.773	0.594	0.831	kuvikwa taji
crucial	0.541	0.657	0.777	muhimu
cruciate	0.429	0.435	0.585	sulubisha
crucifix	0.469	0.480	0.510	sulubisha
crucifixion	0.135	0.857	0.541	kusulubishwa
crucify	0.146	0.878	0.573	sulubisha
crud	0.312	0.330	0.444	crud
crude	0.198	0.402	0.357	ghafi
cruel	0.122	0.866	0.391	mkatili
cruelly	0.146	0.790	0.471	kikatili
cruelty	0.092	0.836	0.536	ukatili
cruise	0.740	0.442	0.683	safiri
cruise ship	0.878	0.650	0.500	meli ya safari
cruiser	0.737	0.490	0.608	cruiser
cruising	0.886	0.580	0.560	kusafiri kwa meli
crumb	0.417	0.255	0.216	chembe
crumble	0.333	0.480	0.423	kubomoka
crumbling	0.167	0.696	0.308	inayobomoka
crummy	0.125	0.531	0.224	crummy
crunch	0.292	0.630	0.406	ponda
crunchy	0.625	0.560	0.539	crunchy
crusade	0.592	0.720	0.709	vita vya msalaba
crusader	0.439	0.588	0.548	mpambanaji
crush	0.271	0.676	0.582	kuponda
crushed	0.167	0.647	0.300	kupondwa
crusher	0.271	0.709	0.598	kipondaji
crushing	0.219	0.755	0.411	kusagwa
crust	0.542	0.337	0.456	ukoko
crusty	0.625	0.531	0.473	ukoko
crutch	0.302	0.294	0.302	mkongojo
crux	0.469	0.558	0.519	crux
cry	0.133	0.627	0.255	kulia
crybaby	0.375	0.702	0.311	mtoto wa kulia
crying	0.153	0.704	0.208	kulia
crypt	0.156	0.431	0.386	ficha
cryptic	0.296	0.516	0.474	ya siri
cryptography	0.490	0.415	0.650	kriptografia
crystal	0.618	0.270	0.508	kioo
crystalline	0.765	0.235	0.534	fuwele
crystallization	0.600	0.449	0.565	fuwele
cub	0.646	0.382	0.284	mtoto
cubby	0.354	0.385	0.360	mtoto mchanga
cube	0.469	0.226	0.274	mchemraba
cubic	0.458	0.306	0.407	ujazo
cubicle	0.479	0.343	0.417	cubicle
cuckold	0.210	0.573	0.230	cuckold
cuckoo	0.420	0.459	0.284	kuku
cucumber	0.490	0.235	0.237	tango
cuddle	0.885	0.559	0.475	kubembeleza
cuddled	0.906	0.547	0.567	kubembelezwa
cuddles	0.847	0.382	0.500	kubembeleza
cuddling	0.917	0.562	0.433	kubembelezana
cue	0.521	0.433	0.484	ishara
cuff	0.469	0.453	0.387	cuff
cuisine	0.714	0.365	0.390	vyakula
culinary	0.654	0.443	0.519	upishi
cull	0.365	0.702	0.464	chuki
culminate	0.667	0.550	0.602	kilele
culmination	0.656	0.586	0.695	kilele
culpability	0.112	0.745	0.368	hatia
culpable	0.140	0.700	0.319	mwenye hatia
culprit	0.062	0.676	0.333	mkosaji
cult	0.448	0.535	0.648	ibada
cultivate	0.708	0.410	0.598	kulima
cultivated	0.837	0.343	0.564	kulimwa
cultivation	0.625	0.324	0.462	ukulima
cultural	0.802	0.390	0.623	kiutamaduni
culture	0.753	0.304	0.675	utamaduni
cultured	0.635	0.429	0.625	utamaduni
culvert	0.337	0.324	0.343	kalvati
cumbersome	0.259	0.623	0.292	mzito
cumulus	0.570	0.433	0.432	kalamu
cunning	0.604	0.685	0.683	ujanja
cunt	0.135	0.673	0.377	chupi
cup	0.615	0.167	0.231	kikombe
cupboard	0.553	0.200	0.304	kabati
cupcake	0.656	0.333	0.344	keki
cupping	0.490	0.610	0.402	kikombe
cur	0.440	0.519	0.460	cur
curable	0.823	0.292	0.574	kutibika
curate	0.726	0.418	0.526	curate
curative	0.667	0.318	0.613	tiba
curator	0.688	0.389	0.688	mtunzaji
curb	0.472	0.371	0.402	ukingo
curd	0.542	0.442	0.278	chachu
cure	0.719	0.377	0.623	tiba
curfew	0.219	0.618	0.623	amri ya kutotoka nje
curiosity	0.750	0.755	0.463	udadisi
curious	0.635	0.600	0.483	kutaka kujua
curl	0.385	0.452	0.351	pinda
curling	0.583	0.592	0.400	kujikunja
currency	0.583	0.418	0.592	sarafu
current	0.625	0.312	0.612	sasa
curriculum	0.708	0.306	0.620	mtaala
curry	0.633	0.345	0.302	kari
curse	0.033	0.720	0.375	laana
cursed	0.083	0.783	0.393	kulaaniwa
cursing	0.112	0.860	0.446	laana
cursory	0.423	0.451	0.431	haraka haraka
curt	0.245	0.610	0.452	mkato
curtail	0.306	0.439	0.497	kupunguza
curtailment	0.230	0.578	0.431	kupunguza
curtain	0.698	0.278	0.304	pazia
curtains	0.615	0.123	0.342	mapazia
curtsy	0.635	0.412	0.598	mkato
curvature	0.417	0.367	0.447	mkunjo
curve	0.480	0.375	0.307	mkunjo
curved	0.542	0.407	0.337	iliyopinda
curvilinear	0.480	0.575	0.411	curvilinear
cushion	0.653	0.221	0.292	mto
cushy	0.823	0.283	0.395	mtupu
cusp	0.667	0.710	0.700	cusp
cuss	0.354	0.538	0.443	kutukana
cussed	0.156	0.625	0.454	kutukanwa
custard	0.618	0.260	0.293	custard
custodial	0.418	0.462	0.718	ulezi
custodian	0.594	0.625	0.528	mlinzi
custody	0.494	0.472	0.675	chini ya ulinzi
custom	0.552	0.382	0.688	desturi
customary	0.700	0.253	0.561	kimila
customer	0.562	0.430	0.673	mteja
customized	0.625	0.504	0.590	umeboreshwa
cut	0.490	0.490	0.393	kata
cutaneous	0.365	0.370	0.328	ngozi
cute	0.920	0.528	0.579	mzuri
cuticle	0.340	0.320	0.377	cuticle
cutie	0.638	0.528	0.464	mrembo
cutlass	0.173	0.648	0.528	mkasi
cutlery	0.552	0.300	0.345	vipandikizi
cutoff	0.432	0.510	0.518	kukatwa
cutter	0.427	0.731	0.583	mkataji
cutters	0.197	0.653	0.491	wakataji
cutthroat	0.110	0.823	0.663	kichefuchefu
cutting	0.448	0.375	0.536	kukata
cutting board	0.337	0.540	0.342	bodi ya kukata
cuttings	0.479	0.392	0.433	vipandikizi
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	sianidi
cyberspace	0.677	0.594	0.611	mtandao
cycle	0.635	0.400	0.533	mzunguko
cyclical	0.380	0.450	0.554	mzunguko
cyclist	0.684	0.582	0.576	mwendesha baiskeli
cyclone	0.416	0.796	0.673	kimbunga
cylinder	0.459	0.324	0.447	silinda
cylindrical	0.458	0.294	0.414	silinda
cymbal	0.542	0.363	0.362	upatu
cynic	0.135	0.632	0.473	mbishi
cynical	0.156	0.760	0.474	mbishi
cynicism	0.104	0.780	0.454	wasiwasi
cyst	0.173	0.578	0.312	uvimbe
cystic	0.314	0.481	0.400	cystic
cytomegalovirus	0.186	0.657	0.443	cytomegalovirus
cytoplasm	0.378	0.442	0.474	saitoplazimu
czar	0.480	0.348	0.643	czar
dab	0.510	0.337	0.340	dabu
dabble	0.550	0.530	0.491	cheza
dabbling	0.562	0.726	0.676	kucheza
dad	0.857	0.412	0.786	baba
daddy	0.795	0.400	0.736	baba
