English Word	Valence	Arousal	Dominance	Malay Word
falsity	0.120	0.689	0.186	kepalsuan
falter	0.421	0.650	0.346	goyah
fame	0.896	0.755	0.852	kemasyhuran
famed	0.878	0.750	0.819	terkenal
familiar	0.906	0.330	0.615	biasa
familiarity	0.854	0.346	0.616	kebiasaan
familiarize	0.760	0.365	0.654	membiasakan diri
family	0.968	0.383	0.643	keluarga
familytime	0.939	0.420	0.679	masa bersama keluarga
famine	0.163	0.679	0.310	kebuluran
famished	0.177	0.654	0.282	kelaparan
famous	0.916	0.775	0.882	terkenal
famously	0.856	0.765	0.787	terkenal
fan	0.781	0.429	0.357	kipas
fanatic	0.573	0.780	0.629	fanatik
fanatical	0.555	0.830	0.714	fanatik
fanaticism	0.292	0.896	0.566	fanatik
fanciful	0.677	0.592	0.342	khayalan
fancy	0.854	0.673	0.534	mewah
fandango	0.490	0.591	0.429	fandango
fanfare	0.656	0.640	0.437	kemeriahan
fang	0.175	0.491	0.455	taring
fangs	0.286	0.598	0.434	taring
fanning	0.615	0.330	0.236	mengipas
fantasia	0.898	0.694	0.436	fantasia
fantasize	0.771	0.660	0.356	berfantasi
fantastic	0.969	0.696	0.831	hebat
fantasy	0.880	0.627	0.474	fantasi
faraway	0.365	0.356	0.285	jauh
farce	0.265	0.667	0.246	sandiwara
farcical	0.406	0.481	0.259	lawak
fare	0.490	0.425	0.645	tambang
farewell	0.130	0.500	0.591	perpisahan
farm	0.781	0.327	0.297	ladang
farmer	0.677	0.432	0.464	petani
farmhouse	0.690	0.330	0.444	rumah ladang
farming	0.580	0.414	0.568	berkebun
farmland	0.729	0.363	0.509	tanah ladang
faro	0.544	0.349	0.357	faro
fart	0.194	0.439	0.264	kentut
farther	0.418	0.500	0.430	lebih jauh
fascia	0.480	0.366	0.356	fasia
fascinate	0.854	0.683	0.802	mempesona
fascinated	0.812	0.714	0.788	terpesona
fascinating	0.979	0.817	0.784	menarik
fascination	0.885	0.773	0.835	daya tarikan
fascism	0.104	0.740	0.695	fasisme
fascist	0.200	0.755	0.527	fasis
fashion	0.827	0.616	0.589	fesyen
fashionable	0.750	0.510	0.605	bergaya
fastball	0.688	0.679	0.575	bola cepat
fasten	0.458	0.585	0.529	mengikat
fastener	0.577	0.377	0.491	pengikat
fastening	0.594	0.473	0.554	pengancing
fasting	0.388	0.370	0.394	berpuasa
fat	0.198	0.353	0.237	gemuk
fatal	0.061	0.775	0.509	maut
fatalism	0.208	0.694	0.631	fatalisme
fatality	0.062	0.798	0.595	kematian
fate	0.571	0.479	0.712	nasib
fated	0.582	0.472	0.692	ditakdirkan
fateful	0.290	0.583	0.402	malang
fathead	0.296	0.527	0.463	fathead
father	0.812	0.333	0.824	ayah
fatherhood	0.885	0.519	0.682	sifat bapa
fatherland	0.729	0.469	0.778	tanahair
fatherly	0.865	0.363	0.712	bersifat bapa
fathom	0.520	0.410	0.523	memahami
fatigue	0.173	0.378	0.265	keletihan
fatigued	0.146	0.433	0.245	penat
fatso	0.286	0.394	0.336	gemuk
fatten	0.375	0.549	0.363	menggemukkan
fatty	0.286	0.361	0.325	berlemak
faucet	0.427	0.278	0.356	keran
fault	0.188	0.558	0.184	kesalahan
faultless	0.792	0.500	0.741	tanpa cela
faulty	0.184	0.520	0.378	rosak
faun	0.490	0.303	0.376	faun
fauna	0.646	0.346	0.404	fauna
faux	0.291	0.490	0.204	palsu
favor	0.812	0.308	0.519	nikmat
favorable	0.952	0.380	0.788	menguntungkan
favorite	0.885	0.590	0.691	kegemaran
favoriteholiday	0.867	0.618	0.582	percutian kegemaran
favoritism	0.582	0.559	0.658	pilih kasih
fawn	0.626	0.360	0.284	anak rusa
fax	0.406	0.368	0.304	faks
faze	0.417	0.515	0.382	faze
fear	0.073	0.840	0.293	rasa takut
feared	0.240	0.733	0.509	ditakuti
fearful	0.083	0.482	0.278	takut
fearfully	0.112	0.567	0.271	dengan ketakutan
fearing	0.125	0.566	0.256	takut
fearless	0.810	0.806	0.760	tanpa rasa takut
fears	0.061	0.821	0.306	ketakutan
fearsome	0.115	0.900	0.586	menakutkan
feasibility	0.653	0.490	0.741	kebolehlaksanaan
feasible	0.694	0.388	0.611	boleh dilaksanakan
feast	0.979	0.724	0.680	kenduri
feat	0.750	0.706	0.849	feat
feather	0.677	0.208	0.144	bulu
feathered	0.438	0.288	0.214	berbulu
feature	0.667	0.314	0.679	ciri
features	0.667	0.433	0.509	ciri-ciri
febrile	0.429	0.578	0.414	demam
fecal	0.255	0.528	0.213	berak
feces	0.240	0.407	0.307	najis
fecundity	0.688	0.591	0.683	kesuburan
fed	0.602	0.370	0.482	diberi makan
federal	0.530	0.459	0.859	persekutuan
federation	0.633	0.354	0.763	persekutuan
fedup	0.327	0.500	0.352	menyampah
fee	0.354	0.386	0.556	Bayaran
feeble	0.157	0.280	0.109	lemah
feed	0.812	0.429	0.739	suapan
feedback	0.622	0.557	0.645	maklum balas
feeder	0.604	0.452	0.713	penyuap
feel	0.802	0.602	0.596	rasa
feelgood	0.990	0.441	0.621	berasa baik
feeling	0.806	0.329	0.531	perasaan
feelingdown	0.490	0.457	0.567	rasa sedih
feelinggood	0.940	0.449	0.655	berasa baik
feet	0.510	0.240	0.292	kaki
feign	0.340	0.394	0.356	berpura-pura
feigned	0.173	0.602	0.333	berpura-pura
feisty	0.592	0.853	0.789	penuh semangat
felicity	0.913	0.704	0.793	kegembiraan
feline	0.615	0.745	0.509	kucing
fell	0.255	0.462	0.250	jatuh
feller	0.406	0.622	0.617	penebang
fellow	0.745	0.298	0.570	sesama
fellowship	0.900	0.429	0.778	persekutuan
felon	0.111	0.898	0.455	penjenayah
felony	0.206	0.808	0.472	jenayah jenayah
felt	0.643	0.417	0.566	terasa
feminine	0.802	0.520	0.394	keperempuanan
femininity	0.750	0.479	0.451	kewanitaan
feminism	0.541	0.570	0.636	feminisme
femme	0.551	0.529	0.398	femme
femoral	0.417	0.324	0.566	femoral
femur	0.408	0.289	0.413	femur
fen	0.490	0.276	0.379	fen
fence	0.500	0.198	0.398	pagar
fenced	0.323	0.430	0.429	berpagar
fencing	0.542	0.654	0.539	pagar
fend	0.646	0.731	0.537	menangkis
fender	0.369	0.459	0.476	fender
fennel	0.573	0.277	0.389	adas
ferment	0.375	0.531	0.418	menapai
fermentation	0.420	0.567	0.473	penapaian
fern	0.602	0.240	0.290	pakis
ferocious	0.167	0.915	0.776	ganas
ferocity	0.235	0.906	0.746	keganasan
ferret	0.385	0.391	0.398	ferret
ferry	0.604	0.509	0.389	feri
ferryboat	0.594	0.452	0.553	bot feri
fertile	0.888	0.408	0.704	subur
fertility	0.885	0.529	0.726	kesuburan
fertilize	0.708	0.443	0.542	membaja
fertilizer	0.438	0.463	0.565	baja
fervent	0.646	0.632	0.773	bersungguh-sungguh
fervor	0.573	0.769	0.651	semangat
fess	0.395	0.420	0.370	fess
fest	0.704	0.574	0.402	pesta
festival	0.870	0.706	0.714	perayaan
festive	0.854	0.740	0.764	beraya
fetal	0.388	0.308	0.364	janin
fetch	0.479	0.363	0.491	ambil
fete	0.580	0.551	0.465	pesta
fetish	0.307	0.706	0.500	jimat
fetus	0.479	0.519	0.395	janin
feud	0.146	0.796	0.312	perselisihan
feudal	0.367	0.370	0.610	feudal
feudalism	0.229	0.465	0.607	feudalisme
fever	0.194	0.674	0.364	demam
feverish	0.385	0.696	0.436	demam panas
fiancee	0.959	0.626	0.556	tunang
fiasco	0.167	0.600	0.200	kegagalan
fiat	0.520	0.418	0.446	fiat
fib	0.438	0.510	0.361	fib
fiber	0.719	0.284	0.390	serat
fiberglass	0.451	0.451	0.443	gentian kaca
fibrosis	0.160	0.469	0.546	fibrosis
fibrous	0.480	0.441	0.464	berserabut
fickle	0.406	0.481	0.346	berubah-ubah
fiction	0.438	0.657	0.441	fiksyen
fictional	0.430	0.490	0.340	rekaan
fictitious	0.224	0.444	0.293	rekaan
fiddle	0.571	0.449	0.391	rebab
fiddler	0.615	0.580	0.500	pemain biola
fidelity	0.765	0.580	0.709	kesetiaan
fidgety	0.229	0.786	0.351	gelisah
fiduciary	0.375	0.400	0.509	fidusiari
field	0.640	0.380	0.336	padang
field hockey	0.602	0.786	0.518	Padang hoki
fielder	0.583	0.378	0.415	pemadang
fiend	0.146	0.903	0.608	iblis
fiendish	0.167	0.846	0.591	jahat
fierce	0.281	0.877	0.759	garang
fiery	0.418	0.850	0.721	berapi-api
fiesta	0.927	0.779	0.655	hari raya
fiesty	0.571	0.663	0.472	garang
fifteen	0.490	0.290	0.443	lima belas
fifty	0.571	0.368	0.439	lima puluh
fig	0.573	0.390	0.339	ara
fight	0.531	0.868	0.809	bergaduh
fighter	0.637	0.760	0.898	pejuang
fighting	0.292	0.885	0.783	bergaduh
fights	0.070	0.920	0.712	pergaduhan
figment	0.552	0.316	0.533	khayalan
figurative	0.479	0.450	0.634	kiasan
figure	0.688	0.328	0.509	angka
figurine	0.760	0.283	0.258	patung
filament	0.510	0.452	0.377	filamen
filamentous	0.531	0.480	0.516	berfilamen
file	0.480	0.316	0.463	fail
filet	0.615	0.392	0.291	filet
filibuster	0.271	0.714	0.508	filibuster
filigree	0.576	0.408	0.514	kerawang
filing	0.620	0.420	0.700	pemfailan
filings	0.323	0.412	0.340	pemfailan
fill	0.729	0.449	0.637	isi
filler	0.531	0.347	0.529	pengisi
fillet	0.745	0.415	0.378	fillet
filling	0.510	0.382	0.525	pengisian
filly	0.479	0.564	0.519	anak ikan
film	0.823	0.491	0.566	filem
filmmaker	0.704	0.510	0.635	pembuat filem
filmy	0.583	0.510	0.425	berfilem
filter	0.440	0.296	0.260	penapis
filth	0.194	0.592	0.319	kekotoran
filthy	0.115	0.714	0.321	kotor
filtration	0.407	0.520	0.255	penapisan
fin	0.333	0.340	0.377	sirip
final	0.276	0.575	0.508	muktamad
finale	0.406	0.330	0.468	akhir
finalist	0.833	0.686	0.736	finalis
finality	0.615	0.368	0.627	muktamad
finalize	0.556	0.550	0.578	memuktamadkan
finalized	0.245	0.210	0.608	dimuktamadkan
finally	0.583	0.433	0.465	akhirnya
finance	0.753	0.431	0.843	kewangan
financial	0.667	0.500	0.722	kewangan
financier	0.602	0.500	0.778	pembiaya
finch	0.438	0.444	0.358	burung finch
find	0.774	0.555	0.580	cari
finder	0.360	0.550	0.630	pencari
finding	0.796	0.469	0.664	mencari
fine	0.823	0.240	0.647	baiklah
finery	0.562	0.479	0.636	barang kemas
finesse	0.740	0.387	0.412	kehalusan
finger	0.321	0.264	0.291	jari
fingernail	0.418	0.415	0.153	kuku jari
fingerprint	0.583	0.404	0.570	cap jari
fingerscrossed	0.573	0.540	0.356	menyilang jari
finish	0.471	0.429	0.545	selesai
finished	0.510	0.387	0.570	selesai
finite	0.384	0.347	0.293	terhingga
fink	0.410	0.514	0.439	fink
fir	0.521	0.275	0.306	cemara
fire	0.380	0.804	0.635	kebakaran
firearm	0.086	0.943	0.864	senjata api
firearms	0.220	0.943	0.821	senjata api
fireball	0.302	0.777	0.664	bebola api
firecracker	0.474	0.741	0.434	mercun
firefight	0.153	0.920	0.664	kebakaran
firefighter	0.637	0.770	0.773	bomba
firefly	0.622	0.410	0.363	kelip-kelip
firehouse	0.594	0.689	0.627	rumah api
firelight	0.677	0.504	0.639	cahaya api
fireman	0.583	0.745	0.755	bomba
fireplace	0.667	0.380	0.417	perapian
firepower	0.375	0.941	0.810	kuasa api
fireproof	0.684	0.679	0.723	tahan api
fireside	0.684	0.377	0.394	tempat perapian
firestorm	0.180	0.929	0.766	ribut api
firewall	0.485	0.602	0.629	tembok api
firewood	0.520	0.348	0.263	kayu api
firework	0.786	0.904	0.593	bunga api
fireworks	0.735	0.863	0.579	bunga api
firing	0.188	0.931	0.803	menembak
firm	0.635	0.380	0.728	tegas
firmament	0.750	0.407	0.660	cakrawala
firmly	0.786	0.510	0.777	dengan tegas
firmness	0.823	0.479	0.939	ketegasan
first	0.625	0.500	0.788	pertama
firstborn	0.786	0.490	0.695	anak sulung
firstworldprobs	0.458	0.612	0.483	firstworldprobs
fiscal	0.500	0.582	0.845	fiskal
fish	0.510	0.280	0.250	ikan
fisherman	0.656	0.461	0.546	nelayan
fishery	0.574	0.503	0.519	perikanan
fishing	0.677	0.283	0.405	memancing
fishing boat	0.521	0.403	0.627	bot memancing
fishy	0.224	0.601	0.471	hanyir
fissile	0.333	0.490	0.380	fisil
fission	0.386	0.500	0.567	pembelahan
fissure	0.333	0.510	0.431	rekahan
fist	0.333	0.686	0.481	penumbuk
fistfight	0.208	0.902	0.543	gaduh bertumbuk
fistful	0.500	0.509	0.500	penumbuk
fistula	0.312	0.481	0.330	fistula
fit	0.604	0.450	0.632	sesuai
fitness	0.875	0.529	0.810	kecergasan
fits	0.571	0.363	0.580	sesuai
fitted	0.507	0.404	0.673	dipasang
fitting	0.612	0.441	0.638	sesuai
fittings	0.531	0.404	0.409	kelengkapan
five	0.510	0.221	0.298	lima
fiver	0.458	0.469	0.517	lima
fix	0.760	0.538	0.519	menetapkan
fixable	0.724	0.470	0.645	boleh diperbaiki
fixation	0.562	0.459	0.655	penetapan
fixed	0.684	0.167	0.509	tetap
fixer	0.633	0.375	0.606	tukang betul
fixture	0.663	0.216	0.409	lekapan
fixtures	0.643	0.330	0.370	lekapan
fizz	0.459	0.708	0.349	berdesing
fjord	0.510	0.404	0.463	fjord
flabbergast	0.480	0.679	0.547	terharu
flabbergasted	0.312	0.802	0.342	tergamam
flabby	0.292	0.358	0.250	lembik
flaccid	0.156	0.400	0.151	lembik
flag	0.592	0.378	0.536	bendera
flagging	0.521	0.519	0.509	menandai
flagpole	0.500	0.394	0.458	tiang bendera
flagrant	0.286	0.673	0.455	terang-terang
flagship	0.592	0.587	0.703	perdana
flagstaff	0.520	0.517	0.500	tiang bendera
flair	0.775	0.471	0.676	bakat
flak	0.390	0.600	0.600	mengelupas
flake	0.385	0.388	0.289	serpihan
flaky	0.363	0.509	0.279	mengelupas
flamboyant	0.615	0.794	0.705	flamboyan
flame	0.448	0.574	0.615	nyala api
flamethrower	0.160	0.882	0.683	penyembur api
flaming	0.406	0.645	0.558	menyala
flamingo	0.667	0.451	0.482	flamingo
flammable	0.216	0.800	0.715	mudah terbakar
flan	0.604	0.304	0.198	flan
flange	0.500	0.306	0.390	bebibir
flank	0.448	0.458	0.443	rusuk
flanked	0.333	0.431	0.368	diapit
flanking	0.490	0.622	0.519	mengapit
flannel	0.490	0.250	0.327	kain flanel
flap	0.275	0.385	0.344	kepak
flapping	0.458	0.728	0.404	mengepak
flare	0.558	0.823	0.508	suar
flares	0.580	0.642	0.556	suar
flaring	0.625	0.771	0.509	menyala
flash	0.571	0.590	0.657	kilat
flashback	0.265	0.400	0.485	imbas kembali
flashing	0.604	0.574	0.438	berkelip-kelip
flashlight	0.653	0.414	0.356	lampu suluh
flashy	0.704	0.600	0.827	mencolok
flask	0.418	0.412	0.454	kelalang
flat	0.408	0.236	0.303	rata
flatbed	0.490	0.250	0.380	katil rata
flatfoot	0.265	0.333	0.330	kaki rata
flatness	0.479	0.280	0.527	kerataan
flatten	0.286	0.469	0.442	ratakan
flatter	0.521	0.418	0.302	lebih menyanjung
flattered	0.865	0.608	0.708	tersanjung
flattering	0.755	0.686	0.500	menyanjung
flattery	0.470	0.575	0.404	sanjungan
flatulence	0.210	0.632	0.343	kembung perut
flaunt	0.438	0.611	0.525	berlagak
flavor	0.885	0.479	0.392	rasa
flaw	0.319	0.491	0.175	kecacatan
flawed	0.133	0.490	0.194	cacat
flawless	0.729	0.420	0.741	sempurna
flea	0.286	0.353	0.218	kutu
fleabag	0.271	0.557	0.348	beg kutu
fled	0.224	0.639	0.322	melarikan diri
flee	0.292	0.796	0.232	melarikan diri
fleece	0.561	0.250	0.381	bulu bulu
fleet	0.547	0.430	0.623	armada
fleeting	0.439	0.650	0.387	sekejap
flesh	0.604	0.390	0.475	daging
fleshy	0.500	0.518	0.406	berdaging
flex	0.604	0.378	0.330	lentur
flexibility	0.867	0.402	0.472	fleksibiliti
flexible	0.719	0.460	0.465	fleksibel
flexin	0.552	0.559	0.366	lentur
flexion	0.449	0.551	0.418	lenturan
flick	0.688	0.541	0.515	jentik
flicker	0.635	0.321	0.333	berkelip-kelip
flickering	0.490	0.444	0.289	kelipan
flier	0.541	0.490	0.652	risalah
flight	0.646	0.630	0.587	penerbangan
flighty	0.219	0.602	0.436	melayang
flimsy	0.302	0.396	0.189	rapuh
flinch	0.350	0.804	0.555	tersentak
fling	0.439	0.696	0.534	bergayut
flint	0.521	0.439	0.536	batu api
flip	0.281	0.529	0.435	flip
flip flop	0.417	0.519	0.321	flip flop
flipper	0.677	0.420	0.415	sirip
flipping	0.553	0.551	0.345	membelek
flirt	0.792	0.790	0.538	bercumbu
flirtation	0.653	0.719	0.482	permainan mata
flirting	0.590	0.773	0.491	bercumbuan
flirty	0.714	0.721	0.491	genit
float	0.688	0.394	0.344	terapung
floater	0.480	0.433	0.370	pelampung
flock	0.500	0.546	0.543	kawanan
flog	0.408	0.520	0.382	sebat
flood	0.208	0.778	0.608	banjir
floor	0.430	0.230	0.250	lantai
flooring	0.562	0.235	0.346	lantai
floozy	0.410	0.477	0.430	kalut
flop	0.081	0.642	0.196	gagal
floppy	0.549	0.300	0.333	liut
flora	0.833	0.324	0.567	flora
floral	0.833	0.235	0.264	bunga
florist	0.771	0.410	0.388	kedai bunga
floss	0.500	0.280	0.278	flos
flotation	0.510	0.353	0.333	pengapungan
flounder	0.711	0.333	0.345	menggelepar
flour	0.530	0.235	0.239	tepung
flourish	0.939	0.573	0.601	berkembang
flow	0.696	0.316	0.464	aliran
flower	0.802	0.189	0.254	bunga
flowering	0.906	0.627	0.500	berbunga
flowers	0.875	0.324	0.330	bunga
flowery	0.792	0.332	0.446	berbunga-bunga
flows	0.571	0.480	0.434	mengalir
flu	0.230	0.547	0.250	selesema
fluctuate	0.285	0.617	0.480	turun naik
fluctuating	0.292	0.591	0.395	turun naik
fluctuation	0.347	0.750	0.519	turun naik
flue	0.354	0.688	0.451	serombong
fluency	0.776	0.504	0.718	kefasihan
fluent	0.760	0.500	0.614	fasih
fluff	0.520	0.264	0.172	gebu
fluffy	0.781	0.431	0.356	gebu
fluid	0.673	0.407	0.589	bendalir
fluidity	0.729	0.510	0.576	kecairan
fluke	0.446	0.450	0.432	kebetulan
flunk	0.104	0.548	0.170	terkedek-kedek
flunky	0.205	0.452	0.216	lembik
fluorescence	0.667	0.490	0.500	pendarfluor
fluorescent	0.602	0.595	0.500	pendarfluor
flurries	0.422	0.760	0.517	bergelora
flurry	0.302	0.760	0.559	gelojoh
flush	0.408	0.755	0.589	siram
flustered	0.316	0.903	0.283	terkebil-kebil
flute	0.635	0.330	0.363	seruling
fluted	0.438	0.438	0.389	bergalur
flutter	0.479	0.548	0.330	berkibar
fluvial	0.571	0.363	0.588	fluvial
flux	0.473	0.472	0.451	fluks
fly	0.760	0.775	0.676	terbang
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	risalah
flying	0.877	0.606	0.696	terbang
flywheel	0.667	0.480	0.442	roda tenaga
foal	0.542	0.578	0.482	anak kuda
foam	0.698	0.230	0.204	buih
foaming	0.643	0.240	0.198	berbuih
foamy	0.663	0.306	0.291	berbuih
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	tumpuan
focus	0.690	0.382	0.648	fokus
fodder	0.316	0.358	0.430	makanan ternakan
foe	0.071	0.827	0.459	musuh
fog	0.510	0.213	0.260	kabut
foggy	0.354	0.337	0.302	berkabus
foil	0.312	0.204	0.342	kerajang
foiled	0.235	0.470	0.144	digagalkan
fold	0.385	0.412	0.330	lipat
folded	0.179	0.373	0.327	dilipat
folder	0.490	0.279	0.375	folder
foliage	0.620	0.373	0.237	dedaunan
folio	0.513	0.265	0.435	folio
folk	0.663	0.433	0.432	rakyat
folklore	0.755	0.585	0.449	cerita rakyat
follicle	0.406	0.331	0.436	folikel
follicular	0.401	0.305	0.391	folikel
follow	0.667	0.509	0.600	ikut
follower	0.646	0.488	0.461	pengikut
folly	0.184	0.833	0.363	kebodohan
fond	0.885	0.602	0.518	gemar
fondle	0.823	0.485	0.355	sayang
fondling	0.794	0.564	0.500	membelai
fondness	0.885	0.391	0.503	kesukaan
fondue	0.656	0.363	0.350	fondue
font	0.615	0.336	0.576	fon
food	0.888	0.324	0.527	makanan
foodie	0.781	0.465	0.484	penggemar makanan
fool	0.160	0.560	0.148	bodoh
fooled	0.051	0.692	0.241	tertipu
foolhardy	0.541	0.816	0.596	bodoh
fooling	0.167	0.755	0.384	memperbodohkan
foolish	0.316	0.255	0.109	bodoh
foolishness	0.235	0.472	0.173	kebodohan
foolproof	0.479	0.484	0.500	mudah sekali
foot	0.490	0.290	0.254	kaki
foot stool	0.469	0.317	0.355	najis kaki
footage	0.625	0.235	0.364	rakaman
football	0.755	0.760	0.582	bola sepak
footbridge	0.582	0.375	0.440	jejantas
foothold	0.673	0.336	0.582	pijakan
footing	0.760	0.346	0.464	pijakan
footlocker	0.500	0.417	0.393	pengunci kaki
footloose	0.549	0.595	0.447	longgar
footpath	0.677	0.321	0.473	laluan pejalan kaki
footprint	0.592	0.292	0.336	jejak kaki
footwear	0.643	0.337	0.275	alas kaki
footwork	0.448	0.540	0.352	gerak kaki
fop	0.281	0.561	0.328	fop
forage	0.583	0.389	0.370	makanan ternakan
foray	0.418	0.618	0.676	perampasan
forbearance	0.520	0.471	0.549	sabar
forbid	0.115	0.686	0.598	melarang
forbidding	0.198	0.781	0.500	melarang
force	0.612	0.750	0.905	memaksa
forced	0.180	0.721	0.458	terpaksa
forceful	0.533	0.673	0.898	memaksa
forceps	0.354	0.615	0.436	forsep
forces	0.551	0.686	0.886	angkatan
forcibly	0.365	0.704	0.647	secara paksa
ford	0.521	0.340	0.382	ford
fore	0.667	0.417	0.654	hadapan
forearm	0.469	0.304	0.509	lengan
foreboding	0.439	0.706	0.636	firasat
forecast	0.783	0.419	0.698	ramalan
forecaster	0.635	0.611	0.846	peramal
foreclose	0.220	0.582	0.560	merampas
foreclosure	0.167	0.651	0.500	perampasan
forefathers	0.690	0.412	0.627	nenek moyang
forefinger	0.510	0.254	0.370	jari telunjuk
forefront	0.573	0.559	0.811	barisan hadapan
forego	0.396	0.661	0.291	lepaskan
foregoing	0.420	0.346	0.324	sebelum ini
foregone	0.271	0.567	0.235	terlepas
foreground	0.708	0.491	0.590	latar depan
forehead	0.470	0.308	0.556	dahi
foreign	0.573	0.681	0.385	asing
foreigner	0.500	0.519	0.480	warga asing
foreman	0.458	0.612	0.750	mandor
foremost	0.735	0.593	0.907	terulung
forensic	0.439	0.627	0.436	forensik
forensics	0.235	0.545	0.679	forensik
foreplay	0.724	0.627	0.474	foreplay
forerunner	0.694	0.540	0.843	pendahulu
foresee	0.583	0.452	0.522	meramalkan
foreseen	0.566	0.361	0.562	diramalkan
foresight	0.680	0.482	0.640	berpandangan jauh
forest	0.729	0.270	0.435	hutan
forestall	0.540	0.550	0.606	menghalang
forethought	0.765	0.491	0.580	difikirkan terlebih dahulu
foreveralone	0.296	0.375	0.343	selama-lamanya
forevermore	0.843	0.425	0.614	selama-lamanya
forewarned	0.480	0.618	0.606	diberi amaran dahulu
foreword	0.590	0.314	0.551	kata pengantar
forfeit	0.083	0.635	0.245	rugi
forfeited	0.156	0.650	0.352	dilucuthakkan
forfeiture	0.184	0.588	0.368	rampasan
forge	0.520	0.424	0.686	menjalin
forger	0.156	0.673	0.518	pemalsu
forgery	0.235	0.654	0.481	pemalsuan
forget	0.312	0.382	0.209	lupa
forgetful	0.240	0.343	0.264	pelupa
forgetfulness	0.271	0.385	0.302	kealpaan
forgive	0.781	0.408	0.562	maafkan
forgiven	0.750	0.302	0.510	dimaafkan
forgiveness	0.667	0.430	0.471	pengampunan
forgiving	0.885	0.317	0.556	pemaaf
forgotten	0.235	0.280	0.184	terlupa
fork	0.406	0.300	0.529	garpu
forked	0.333	0.585	0.365	bercabang
forking	0.327	0.596	0.490	bercabang
forklift	0.480	0.537	0.526	forklift
forlorn	0.316	0.571	0.217	kesian
form	0.510	0.302	0.436	bentuk
formal	0.735	0.250	0.625	rasmi
formaldehyde	0.296	0.415	0.443	formaldehid
formalism	0.838	0.289	0.689	formalisme
formality	0.594	0.353	0.750	formaliti
format	0.562	0.308	0.438	format
formation	0.615	0.453	0.731	pembentukan
formative	0.688	0.442	0.800	formatif
formed	0.656	0.272	0.696	terbentuk
formidable	0.708	0.709	0.857	menggerunkan
forming	0.729	0.343	0.800	membentuk
formless	0.398	0.201	0.163	tidak berbentuk
formula	0.521	0.450	0.585	formula
formulary	0.531	0.470	0.500	formulari
formulate	0.851	0.456	0.673	merumus
fornicate	0.396	0.933	0.565	berzina
fornication	0.365	0.951	0.457	perzinaan
forsake	0.102	0.567	0.223	tinggalkan
forsaken	0.050	0.490	0.192	ditinggalkan
forsooth	0.490	0.450	0.406	forsooth
fort	0.780	0.673	0.860	kubu
forte	0.829	0.737	0.800	forte
forthcoming	0.660	0.509	0.600	akan datang
forthright	0.663	0.411	0.546	terus terang
