English Word	Valence	Arousal	Dominance	Polish Word
crackle	0.327	0.643	0.481	trzask
crackpot	0.260	0.602	0.245	głupek
cradle	0.776	0.194	0.333	kolebka
craft	0.760	0.321	0.539	rękodzieło
crafts	0.667	0.380	0.391	rzemieślnictwo
craftsman	0.719	0.310	0.583	rzemieślnik
craftsmanship	0.823	0.373	0.571	rzemiosło
crafty	0.589	0.679	0.783	podstępny
craig	0.448	0.449	0.490	Craig
cram	0.354	0.730	0.598	dopchać
crammed	0.406	0.740	0.466	zatłoczone
cramp	0.194	0.796	0.340	skurcz
cramped	0.240	0.567	0.360	zbity
cranberry	0.793	0.330	0.363	żurawina
cranberry juice	0.622	0.321	0.281	sok żurawinowy
crane	0.396	0.417	0.589	dźwig
cranial	0.354	0.510	0.583	czaszkowy
cranium	0.439	0.491	0.725	czaszka
crank	0.448	0.275	0.417	korba
cranky	0.194	0.776	0.396	zepsuty
cranny	0.194	0.471	0.250	rysa
crap	0.083	0.644	0.167	bzdury
crappy	0.039	0.582	0.208	gówniany
craps	0.375	0.420	0.273	kości
crash	0.194	0.906	0.355	rozbić się
crass	0.223	0.490	0.466	tępy
crate	0.427	0.173	0.274	skrzynia
crater	0.450	0.647	0.529	krater
crave	0.625	0.510	0.731	pragnąć
craving	0.510	0.755	0.636	pragnienie
crawfish	0.510	0.427	0.342	langusta
crawl	0.479	0.519	0.467	czołgać się
crayon	0.604	0.260	0.185	pastel
crayons	0.684	0.366	0.405	kredki
craze	0.255	0.657	0.435	szał
crazed	0.153	0.877	0.417	zwariowany
craziness	0.238	0.908	0.255	szaleństwo
crazy	0.156	0.843	0.321	zwariowany
creak	0.344	0.670	0.411	skrzypienie
creaking	0.302	0.743	0.415	skrzypienie
cream	0.688	0.259	0.220	krem
creamed	0.723	0.273	0.288	kremowany
creamer	0.594	0.192	0.269	wirówka
creamy	0.823	0.337	0.345	kremowy
crease	0.440	0.286	0.300	marszczyć
create	0.786	0.588	0.789	Stwórz
creation	0.927	0.575	0.868	kreacja
creative	0.917	0.518	0.788	twórczy
creativity	0.938	0.684	0.815	kreatywność
creator	0.865	0.592	0.856	twórca
creature	0.669	0.625	0.620	kreatura
credence	0.760	0.460	0.737	wiara
credential	0.735	0.337	0.597	poświadczenie
credentials	0.708	0.373	0.675	kwalifikacje
credibility	0.875	0.427	0.809	wiarygodność
credible	0.917	0.441	0.750	wiarygodny
credit	0.673	0.549	0.648	kredyt
credit card	0.670	0.550	0.640	karta kredytowa
creditable	0.802	0.510	0.742	chlubny
credited	0.781	0.390	0.691	zapisane
crediting	0.673	0.550	0.741	kredytowanie
creditor	0.479	0.594	0.689	wierzyciel
creed	0.573	0.245	0.544	kredo
creek	0.552	0.392	0.330	zatoczka
creep	0.354	0.647	0.361	skradać się
creeper	0.429	0.558	0.366	pnącze
creeping	0.292	0.613	0.282	pnący
creepy	0.125	0.861	0.373	dziwny
cremation	0.084	0.620	0.420	kremacja
creole	0.667	0.357	0.523	kreolski
crepe	0.562	0.224	0.349	krepa
crescendo	0.760	0.575	0.594	crescendo
crescent	0.698	0.382	0.407	półksiężyc
crest	0.458	0.333	0.333	herb
crestfallen	0.235	0.346	0.175	zbity z tropu
cretin	0.265	0.583	0.312	kretyn
cretins	0.094	0.741	0.328	kretyni
crevice	0.361	0.471	0.275	szpara
crew	0.604	0.598	0.735	załoga
crewman	0.602	0.580	0.548	członek załogi
crib	0.653	0.240	0.407	kołyska
cricket	0.423	0.539	0.370	krykiet
cried	0.167	0.612	0.254	płakał
crime	0.071	0.943	0.630	przestępczość
criminal	0.021	0.830	0.529	kryminalista
criminality	0.122	0.863	0.580	przestępczość
crimp	0.260	0.557	0.396	fałda
crimson	0.667	0.385	0.370	karmazynowy
cringe	0.245	0.840	0.377	wzdrygać się
cripple	0.094	0.392	0.161	kaleka
crippled	0.035	0.358	0.236	kaleka
crippling	0.156	0.598	0.391	kaleka
crisis	0.208	0.811	0.431	kryzys
crisp	0.776	0.692	0.508	chrupiący
crispy	0.656	0.550	0.509	chrupiący
criterion	0.396	0.410	0.736	kryterium
critic	0.264	0.604	0.686	krytyk
critical	0.312	0.802	0.545	krytyczny
criticise	0.073	0.700	0.452	krytykować
criticism	0.115	0.563	0.505	krytyka
criticize	0.143	0.708	0.473	krytykować
criticized	0.240	0.600	0.311	krytykowany
critique	0.302	0.760	0.537	krytyka
critter	0.542	0.539	0.482	zwierzak
croak	0.337	0.346	0.298	rechot
croc	0.327	0.452	0.451	krokodyl
crock	0.385	0.412	0.421	zdechlak
crockery	0.552	0.216	0.327	porcelana
crocodile	0.344	0.708	0.610	krokodyl
croft	0.531	0.429	0.421	zagroda
croissant	0.745	0.330	0.430	rogalik
crook	0.171	0.765	0.550	oszust
crooked	0.146	0.594	0.305	krzywy
crop	0.615	0.260	0.500	przyciąć
croquet	0.551	0.519	0.407	krokiet
cross	0.448	0.321	0.569	krzyż
cross country	0.531	0.441	0.529	przełajowy
crossbow	0.344	0.598	0.560	kusza
crossed	0.431	0.490	0.508	skrzyżowane
crossfire	0.316	0.896	0.722	ogień krzyżowy
crossing	0.549	0.349	0.451	przejście
crossover	0.559	0.550	0.500	krzyżowanie
crosswalk	0.557	0.441	0.380	przejście dla pieszych
crossword	0.611	0.423	0.455	krzyżówka
crotch	0.521	0.637	0.447	krocze
crouch	0.281	0.606	0.312	kucanie
crouched	0.333	0.363	0.279	przykucnięty
crouching	0.261	0.429	0.345	przyczajony
croupier	0.531	0.519	0.404	krupier
crow	0.224	0.439	0.363	wrona
crowbar	0.406	0.531	0.386	łom
crowd	0.350	0.827	0.731	tłum
crowded	0.694	0.286	0.585	zatłoczony
crowds	0.469	0.723	0.806	tłumy
crown	0.708	0.572	0.737	korona
crowning	0.773	0.594	0.831	koronny
crucial	0.541	0.657	0.777	kluczowy
cruciate	0.429	0.435	0.585	krzyżowy
crucifix	0.469	0.480	0.510	krucyfiks
crucifixion	0.135	0.857	0.541	ukrzyżowanie
crucify	0.146	0.878	0.573	ukrzyżować
crud	0.312	0.330	0.444	surowy
crude	0.198	0.402	0.357	surowy
cruel	0.122	0.866	0.391	okrutny
cruelly	0.146	0.790	0.471	okrutnie
cruelty	0.092	0.836	0.536	okrucieństwo
cruise	0.740	0.442	0.683	rejs
cruise ship	0.878	0.650	0.500	statek wycieczkowy
cruiser	0.737	0.490	0.608	krążownik
cruising	0.886	0.580	0.560	rejs
crumb	0.417	0.255	0.216	miękisz
crumble	0.333	0.480	0.423	kruszyć się
crumbling	0.167	0.696	0.308	kruszenie
crummy	0.125	0.531	0.224	kiepski
crunch	0.292	0.630	0.406	schrupać
crunchy	0.625	0.560	0.539	chrupki
crusade	0.592	0.720	0.709	krucjata
crusader	0.439	0.588	0.548	krzyżowiec
crush	0.271	0.676	0.582	zmiażdżyć
crushed	0.167	0.647	0.300	zgnieciony
crusher	0.271	0.709	0.598	łamacz
crushing	0.219	0.755	0.411	miażdżący
crust	0.542	0.337	0.456	Skorupa
crusty	0.625	0.531	0.473	skorupiasty
crutch	0.302	0.294	0.302	krocze
crux	0.469	0.558	0.519	sedno sprawy
cry	0.133	0.627	0.255	płakać
crybaby	0.375	0.702	0.311	beksa
crying	0.153	0.704	0.208	płacz
crypt	0.156	0.431	0.386	krypta
cryptic	0.296	0.516	0.474	tajny
cryptography	0.490	0.415	0.650	kryptografia
crystal	0.618	0.270	0.508	kryształ
crystalline	0.765	0.235	0.534	krystaliczny
crystallization	0.600	0.449	0.565	krystalizacja
cub	0.646	0.382	0.284	młode
cubby	0.354	0.385	0.360	schowek
cube	0.469	0.226	0.274	sześcian
cubic	0.458	0.306	0.407	sześcienny
cubicle	0.479	0.343	0.417	boks biurowy
cuckold	0.210	0.573	0.230	rogacz
cuckoo	0.420	0.459	0.284	kukułka
cucumber	0.490	0.235	0.237	ogórek
cuddle	0.885	0.559	0.475	przytulić się
cuddled	0.906	0.547	0.567	przytulony
cuddles	0.847	0.382	0.500	przytulanki
cuddling	0.917	0.562	0.433	przytulanie
cue	0.521	0.433	0.484	replika
cuff	0.469	0.453	0.387	mankiet
cuisine	0.714	0.365	0.390	kuchnia jako sposób gotowania
culinary	0.654	0.443	0.519	kulinarny
cull	0.365	0.702	0.464	zerwać
culminate	0.667	0.550	0.602	kulminować
culmination	0.656	0.586	0.695	kulminacja
culpability	0.112	0.745	0.368	wina
culpable	0.140	0.700	0.319	winny
culprit	0.062	0.676	0.333	winowajca
cult	0.448	0.535	0.648	kult
cultivate	0.708	0.410	0.598	kultywować
cultivated	0.837	0.343	0.564	uprawiany
cultivation	0.625	0.324	0.462	uprawa
cultural	0.802	0.390	0.623	kulturalny
culture	0.753	0.304	0.675	kultura
cultured	0.635	0.429	0.625	wykształcony
culvert	0.337	0.324	0.343	przepust
cumbersome	0.259	0.623	0.292	nieporęczny
cumulus	0.570	0.433	0.432	cumulus
cunning	0.604	0.685	0.683	podstępny
cunt	0.135	0.673	0.377	cipa
cup	0.615	0.167	0.231	Puchar
cupboard	0.553	0.200	0.304	kredens
cupcake	0.656	0.333	0.344	babeczka
cupping	0.490	0.610	0.402	bańki
cur	0.440	0.519	0.460	kundel
curable	0.823	0.292	0.574	uleczalny
curate	0.726	0.418	0.526	wikary
curative	0.667	0.318	0.613	leczniczy
curator	0.688	0.389	0.688	kurator
curb	0.472	0.371	0.402	krawężnik
curd	0.542	0.442	0.278	twaróg
cure	0.719	0.377	0.623	lek
curfew	0.219	0.618	0.623	godzina policyjna
curiosity	0.750	0.755	0.463	ciekawość
curious	0.635	0.600	0.483	ciekawski
curl	0.385	0.452	0.351	kędzior
curling	0.583	0.592	0.400	wijący się
currency	0.583	0.418	0.592	waluta
current	0.625	0.312	0.612	obecny
curriculum	0.708	0.306	0.620	program
curry	0.633	0.345	0.302	curry
curse	0.033	0.720	0.375	przekleństwo
cursed	0.083	0.783	0.393	przeklęty
cursing	0.112	0.860	0.446	przeklinanie
cursory	0.423	0.451	0.431	pobieżny
curt	0.245	0.610	0.452	lakoniczny
curtail	0.306	0.439	0.497	skracać
curtailment	0.230	0.578	0.431	ograniczenie
curtain	0.698	0.278	0.304	kurtyna
curtains	0.615	0.123	0.342	zasłony
curtsy	0.635	0.412	0.598	dyg
curvature	0.417	0.367	0.447	krzywizna
curve	0.480	0.375	0.307	krzywa
curved	0.542	0.407	0.337	zakrzywiony
curvilinear	0.480	0.575	0.411	krzywolinijny
cushion	0.653	0.221	0.292	poduszka
cushy	0.823	0.283	0.395	intratny
cusp	0.667	0.710	0.700	szpic
cuss	0.354	0.538	0.443	przekleństwo
cussed	0.156	0.625	0.454	przeklęty
custard	0.618	0.260	0.293	krem
custodial	0.418	0.462	0.718	strażnik
custodian	0.594	0.625	0.528	kustosz
custody	0.494	0.472	0.675	opieka
custom	0.552	0.382	0.688	zwyczaj
customary	0.700	0.253	0.561	zwyczajowy
customer	0.562	0.430	0.673	klient
customized	0.625	0.504	0.590	dostosowane
cut	0.490	0.490	0.393	skaleczenie
cutaneous	0.365	0.370	0.328	skórny
cute	0.920	0.528	0.579	ładny
cuticle	0.340	0.320	0.377	naskórek
cutie	0.638	0.528	0.464	słodziak
cutlass	0.173	0.648	0.528	kordelas
cutlery	0.552	0.300	0.345	sztućce
cutoff	0.432	0.510	0.518	odciąć
cutter	0.427	0.731	0.583	nóż
cutters	0.197	0.653	0.491	noże
cutthroat	0.110	0.823	0.663	nożownik
cutting	0.448	0.375	0.536	ciąć
cutting board	0.337	0.540	0.342	deska do krojenia
cuttings	0.479	0.392	0.433	sadzonki
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	cyjanek
cyberspace	0.677	0.594	0.611	cyberprzestrzeń
cycle	0.635	0.400	0.533	cykl
cyclical	0.380	0.450	0.554	cykliczny
cyclist	0.684	0.582	0.576	rowerzysta
cyclone	0.416	0.796	0.673	cyklon
cylinder	0.459	0.324	0.447	cylinder
cylindrical	0.458	0.294	0.414	cylindryczny
cymbal	0.542	0.363	0.362	talerz
cynic	0.135	0.632	0.473	cynik
cynical	0.156	0.760	0.474	cyniczny
cynicism	0.104	0.780	0.454	cynizm
cyst	0.173	0.578	0.312	torbiel
cystic	0.314	0.481	0.400	torbielowaty
cytomegalovirus	0.186	0.657	0.443	wirus cytomegalii
cytoplasm	0.378	0.442	0.474	cytoplazma
czar	0.480	0.348	0.643	car
dab	0.510	0.337	0.340	zimnica
dabble	0.550	0.530	0.491	pluskać się
dabbling	0.562	0.726	0.676	gadać
dad	0.857	0.412	0.786	tata
daddy	0.795	0.400	0.736	tatuś
dado	0.510	0.240	0.364	boazeria
daemon	0.333	0.490	0.500	demon
daft	0.255	0.436	0.157	stuknięty
dagger	0.224	0.797	0.613	sztylet
daily	0.653	0.347	0.473	codzienny
dainty	0.604	0.284	0.424	delicje
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	mleczarnia
daisy	0.562	0.367	0.333	stokrotka
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	dołek
dam	0.250	0.553	0.394	zapora
damage	0.059	0.726	0.403	szkoda
damaged	0.104	0.635	0.182	uszkodzony
damages	0.082	0.760	0.310	odszkodowanie
dame	0.694	0.480	0.500	dama
damn	0.073	0.784	0.431	cholerny
damnation	0.135	0.750	0.416	potępienie
damned	0.100	0.760	0.465	cholernie
damp	0.360	0.279	0.210	wilgoć
dampened	0.271	0.422	0.336	zwilżony
damper	0.459	0.378	0.473	amortyzator
damsel	0.719	0.475	0.400	panienka
dance	0.894	0.840	0.551	taniec
dancer	0.740	0.768	0.545	tancerz
dancing	0.885	0.868	0.444	taniec
dandruff	0.398	0.298	0.293	łupież
dandy	0.673	0.520	0.630	elegant
danger	0.115	0.923	0.673	zagrożenie
dangerous	0.020	0.941	0.658	niebezpieczny
dangerously	0.082	0.930	0.564	niebezpiecznie
dangit	0.396	0.606	0.358	cholera
dangle	0.362	0.469	0.375	dyndać
dank	0.390	0.381	0.383	wilgotny
dapper	0.770	0.560	0.698	elegancki
dare	0.677	0.788	0.684	odważyć się
daredevil	0.429	0.714	0.653	śmiałek
daresay	0.540	0.451	0.490	śmiem twierdzić
daring	0.583	0.840	0.711	śmiały
dark	0.198	0.398	0.426	ciemny
darken	0.250	0.471	0.382	zaciemniać
darkened	0.135	0.440	0.452	przyciemnione
darkly	0.219	0.548	0.443	mroczno
darkness	0.102	0.602	0.418	ciemność
darkroom	0.188	0.627	0.423	ciemny pokój
darkside	0.102	0.690	0.365	ciemna strona
darling	0.885	0.370	0.608	kochanie
darn	0.115	0.765	0.418	cerować
dart	0.417	0.608	0.500	strzałka
dash	0.574	0.312	0.324	kropla
dashboard	0.510	0.371	0.595	panel
dashed	0.276	0.393	0.338	przerywany
dashing	0.612	0.627	0.799	ozdobny
dastardly	0.208	0.688	0.270	podły
data	0.500	0.250	0.426	dane
database	0.604	0.286	0.644	Baza danych
date	0.604	0.231	0.400	data
datenight	0.708	0.637	0.518	randka
daughter	0.908	0.415	0.455	córka
dawdle	0.479	0.464	0.357	mitrężyć
dawn	0.827	0.235	0.519	świt
dawned	0.694	0.471	0.473	świt
day	0.719	0.269	0.389	dzień
daybreak	0.802	0.358	0.474	brzask
daycare	0.776	0.481	0.360	żłobek
daydream	0.750	0.337	0.456	marzyć
daydreaming	0.776	0.360	0.479	śnić na jawie
daylight	0.865	0.420	0.545	światło dzienne
daymade	0.646	0.450	0.417	Daymade
dayoff	0.760	0.368	0.377	dzień wolny
daytime	0.750	0.324	0.454	dzień
daze	0.245	0.735	0.329	oszołomienie
dazed	0.300	0.697	0.277	oszołomiony
dazzle	0.730	0.782	0.683	oślepiać
dazzling	0.854	0.880	0.767	oślepiający
deacon	0.531	0.430	0.736	diakon
deactivate	0.235	0.447	0.392	dezaktywować
dead	0.052	0.454	0.194	nie żyje
deadbeat	0.229	0.453	0.368	leń
deadline	0.214	0.615	0.460	termin ostateczny
deadlines	0.406	0.769	0.411	terminy
deadlock	0.170	0.418	0.323	impas
deadly	0.143	0.849	0.554	śmiertelnie
deafening	0.281	0.835	0.482	ogłuszający
deafness	0.125	0.413	0.219	głuchota
deal	0.719	0.599	0.543	sprawa
dealer	0.799	0.615	0.683	kupiec
dealership	0.541	0.430	0.629	kupiectwo
dealing	0.724	0.415	0.598	postępowanie
dealings	0.600	0.491	0.480	interesy
dean	0.612	0.469	0.723	dziekan
dear	0.880	0.434	0.629	droga
dearest	0.902	0.427	0.508	Najdroższy
dearth	0.156	0.539	0.255	brak
death	0.031	0.720	0.472	śmierć
deathbed	0.051	0.652	0.311	łoże śmierci
deathly	0.073	0.771	0.682	śmiertelnie
debacle	0.156	0.606	0.266	spadek
debased	0.219	0.529	0.170	upodlony
debatable	0.181	0.610	0.474	sporny
debate	0.408	0.691	0.683	debata
debauchery	0.354	0.901	0.500	rozpusta
debenture	0.417	0.500	0.466	obligacja
debilitating	0.125	0.490	0.308	wyniszczające
debit	0.333	0.400	0.474	obciążyć
debrief	0.247	0.343	0.549	zdać sprawozdanie
debriefing	0.427	0.580	0.456	odprawa
debris	0.135	0.396	0.327	gruz
debt	0.204	0.598	0.336	dług
debtor	0.219	0.546	0.160	dłużnik
debut	0.806	0.606	0.629	debiut
debutante	0.771	0.627	0.454	debiutant
decade	0.531	0.402	0.665	dekada
decadence	0.237	0.455	0.291	dekadencja
decadent	0.290	0.559	0.324	dekadencki
decaf	0.480	0.324	0.353	bezkofeinowa
decanter	0.438	0.567	0.510	karafka
decathlon	0.573	0.753	0.620	dziesięciobój
decay	0.143	0.312	0.170	rozkład
decayed	0.017	0.375	0.169	zepsuty
decaying	0.073	0.510	0.214	gnijące
deceased	0.021	0.538	0.188	zmarły
decedent	0.423	0.481	0.415	zmarły
deceit	0.020	0.696	0.343	oszustwo
deceitful	0.071	0.788	0.371	podstępny
deceive	0.094	0.775	0.414	zwodzić
deceived	0.059	0.673	0.302	oszukany
deceiving	0.099	0.636	0.426	oszukiwać
december	0.740	0.540	0.464	grudzień
decency	0.750	0.235	0.634	przyzwoitość
decent	0.823	0.296	0.653	przyzwoity
deception	0.090	0.745	0.370	oszustwo
deceptive	0.027	0.605	0.294	zwodniczy
decide	0.656	0.540	0.855	zdecydować
decidedly	0.750	0.480	0.843	zdecydowanie
deciduous	0.385	0.353	0.282	opadające zimą
decimal	0.507	0.259	0.305	dziesiętny
decimeter	0.520	0.292	0.377	decymetr
decipher	0.417	0.630	0.652	odszyfrować
decision	0.646	0.510	0.839	decyzja
decisive	0.740	0.509	0.935	decydujący
deck	0.420	0.333	0.394	talia kart
declaration	0.551	0.590	0.714	deklaracja
declaratory	0.635	0.582	0.673	deklarator
declare	0.677	0.623	0.668	ogłosić
declination	0.250	0.549	0.311	deklinacja
decline	0.173	0.491	0.240	spadek
declining	0.328	0.400	0.264	spadkowy
deco	0.625	0.274	0.356	deco
decode	0.551	0.510	0.640	rozszyfrować
decoder	0.562	0.340	0.686	dekoder
decompose	0.194	0.596	0.241	rozkładać się
decomposed	0.073	0.442	0.231	rozłożony
decomposition	0.133	0.600	0.263	rozkład
decompress	0.438	0.430	0.509	rozprężać
decompression	0.208	0.520	0.311	dekompresja
decontamination	0.611	0.538	0.573	odkażenie
decor	0.734	0.311	0.573	dekoracje
decorate	0.954	0.370	0.404	udekorować
decorating	0.863	0.548	0.462	ozdabianie
decoration	0.878	0.553	0.526	dekoracja
decorative	0.908	0.460	0.381	dekoracyjny
decorator	0.840	0.471	0.455	dekorator
decorum	0.802	0.327	0.462	dobre maniery
decoy	0.149	0.460	0.330	maniak
decrease	0.125	0.360	0.267	zmniejszać
decreased	0.224	0.271	0.170	zmniejszyła się
decreasing	0.320	0.346	0.224	malejący
decree	0.552	0.478	0.746	dekret
decrement	0.255	0.427	0.373	dekrementacja
decrepit	0.156	0.490	0.225	zniedołężniały
decry	0.400	0.814	0.548	potępiać
decryption	0.459	0.445	0.600	deszyfrowanie
dedicate	0.823	0.431	0.588	dedykować
dedication	0.867	0.471	0.682	poświęcenie
deduce	0.490	0.510	0.466	wywieść
deduct	0.355	0.330	0.412	odjąć
deductible	0.375	0.286	0.455	podlegający potrąceniu
deduction	0.438	0.462	0.527	odliczenie
deed	0.520	0.320	0.592	czyn
deejay	0.551	0.630	0.473	deejay
deem	0.594	0.529	0.690	sądzić
deep	0.490	0.473	0.657	głęboko
deepen	0.625	0.530	0.776	pogłębiać
deer	0.583	0.375	0.292	jeleń
defamation	0.110	0.670	0.481	zniesławienie
defamatory	0.143	0.688	0.402	oszczerczy
default	0.459	0.343	0.712	domyślna
defeat	0.092	0.500	0.224	Pokonać
defeated	0.104	0.582	0.145	pokonany
defeatist	0.163	0.567	0.315	defetystyczny
defect	0.135	0.561	0.185	wada
defection	0.146	0.594	0.330	zdrada
defective	0.122	0.580	0.274	wadliwy
defector	0.163	0.696	0.286	dezerter
defend	0.698	0.722	0.670	bronić
defendant	0.250	0.710	0.491	pozwany
defended	0.663	0.451	0.582	broniony
defender	0.639	0.708	0.750	obrońca
defending	0.604	0.871	0.812	bronić się
defense	0.652	0.698	0.802	obrona
defenseless	0.143	0.357	0.105	bezbronny
defensible	0.740	0.509	0.593	do obrony
defensive	0.542	0.640	0.678	obronny
defer	0.245	0.459	0.317	odraczać
deference	0.510	0.396	0.447	szacunek
deferral	0.765	0.542	0.327	odroczenie
deferring	0.343	0.500	0.413	odraczanie
defiance	0.333	0.780	0.760	bunt
defiant	0.250	0.792	0.769	wyzywający
defibrillator	0.398	0.663	0.431	defibrylator
deficiency	0.073	0.373	0.179	niedobór
deficient	0.240	0.464	0.132	niepełny
deficit	0.358	0.500	0.269	deficyt
define	0.688	0.415	0.632	definiować
defined	0.670	0.214	0.646	zdefiniowany
definite	0.708	0.292	0.741	określony
definition	0.573	0.375	0.579	definicja
definitive	0.583	0.479	0.787	ostateczny
deflate	0.148	0.404	0.237	siadać
deflation	0.287	0.536	0.407	deflacja
deflect	0.133	0.491	0.482	odwracać
deflection	0.188	0.500	0.382	ugięcie
defloration	0.188	0.690	0.434	defloracja
deform	0.112	0.654	0.284	deformować
deformed	0.198	0.435	0.308	zdeformowany
deformity	0.160	0.569	0.241	zniekształcenie
defraud	0.175	0.635	0.314	oszukać
defray	0.375	0.598	0.653	pokryć koszt
defrost	0.427	0.317	0.389	rozmrażać
deft	0.719	0.575	0.849	zgrabny
defunct	0.112	0.491	0.272	zmarły
defuse	0.167	0.480	0.430	rozbroić
defy	0.353	0.884	0.657	przeciwstawiać się
degeneracy	0.143	0.720	0.298	degeneracja
degenerate	0.069	0.724	0.264	zdegenerowany
degeneration	0.245	0.578	0.371	zwyrodnienie
degradation	0.160	0.608	0.315	degradacja
degrade	0.083	0.500	0.184	degradować
degraded	0.167	0.433	0.205	zdegradowany
degrading	0.031	0.583	0.232	poniżający
degree	0.724	0.365	0.663	stopień
dehydrated	0.310	0.685	0.212	odwodniony
dehydration	0.188	0.472	0.259	odwodnienie
dejected	0.104	0.654	0.347	przygnębiony
delay	0.204	0.510	0.162	opóźnienie
delayed	0.188	0.490	0.216	opóźniony
delectable	0.781	0.642	0.718	przemiły
delegate	0.612	0.491	0.658	delegat
delegation	0.562	0.431	0.609	delegacja
delete	0.292	0.298	0.409	kasować
deleterious	0.297	0.725	0.440	szkodliwy
deletion	0.062	0.506	0.462	usunięcie
deli	0.561	0.448	0.447	garmażeria
deliberate	0.551	0.654	0.682	celowy
deliberation	0.561	0.678	0.596	rozwaga
