English Word	Valence	Arousal	Dominance	Spanish Word
defer	0.245	0.459	0.317	aplazar
deference	0.510	0.396	0.447	deferencia
deferral	0.765	0.542	0.327	aplazamiento
deferring	0.343	0.500	0.413	aplazando
defiance	0.333	0.780	0.760	desafío
defiant	0.250	0.792	0.769	desafiante
defibrillator	0.398	0.663	0.431	desfibrilador
deficiency	0.073	0.373	0.179	deficiencia
deficient	0.240	0.464	0.132	deficiente
deficit	0.358	0.500	0.269	déficit
define	0.688	0.415	0.632	definir
defined	0.670	0.214	0.646	definido
definite	0.708	0.292	0.741	definido
definition	0.573	0.375	0.579	definición
definitive	0.583	0.479	0.787	definitivo
deflate	0.148	0.404	0.237	desinflar
deflation	0.287	0.536	0.407	deflación
deflect	0.133	0.491	0.482	cambiar
deflection	0.188	0.500	0.382	desviación
defloration	0.188	0.690	0.434	desfloración
deform	0.112	0.654	0.284	deformar
deformed	0.198	0.435	0.308	deformado
deformity	0.160	0.569	0.241	deformidad
defraud	0.175	0.635	0.314	defraudar
defray	0.375	0.598	0.653	sufragar
defrost	0.427	0.317	0.389	descongelar
deft	0.719	0.575	0.849	hábil
defunct	0.112	0.491	0.272	difunto
defuse	0.167	0.480	0.430	desactivar
defy	0.353	0.884	0.657	desafiar
degeneracy	0.143	0.720	0.298	degeneración
degenerate	0.069	0.724	0.264	degenerar
degeneration	0.245	0.578	0.371	degeneración
degradation	0.160	0.608	0.315	degradación
degrade	0.083	0.500	0.184	degradar
degraded	0.167	0.433	0.205	degradado
degrading	0.031	0.583	0.232	degradante
degree	0.724	0.365	0.663	la licenciatura
dehydrated	0.310	0.685	0.212	deshidratado
dehydration	0.188	0.472	0.259	deshidración
dejected	0.104	0.654	0.347	abatido
delay	0.204	0.510	0.162	demora
delayed	0.188	0.490	0.216	demorado
delectable	0.781	0.642	0.718	delicioso
delegate	0.612	0.491	0.658	delegar
delegation	0.562	0.431	0.609	delegación
delete	0.292	0.298	0.409	Eliminar
deleterious	0.297	0.725	0.440	perjudicial
deletion	0.062	0.506	0.462	supresión
deli	0.561	0.448	0.447	fiambres
deliberate	0.551	0.654	0.682	adrede
deliberation	0.561	0.678	0.596	deliberación
deliberative	0.392	0.552	0.573	deliberativo
delicacy	0.812	0.279	0.336	delicadeza
delicate	0.583	0.294	0.366	delicado
delicatessen	0.656	0.474	0.400	Tiendas Delicatessen
delicious	0.927	0.650	0.589	delicioso
delight	0.949	0.666	0.647	deleitar
delighted	0.938	0.664	0.685	contento
delightful	0.918	0.735	0.644	encantador
delineate	0.448	0.430	0.445	delinear
delineation	0.521	0.402	0.314	delineación
delinquency	0.135	0.860	0.508	delincuencia
delinquent	0.051	0.904	0.500	delincuente
delirious	0.219	0.774	0.538	delirante
delirium	0.233	0.694	0.484	delirio
deliver	0.583	0.370	0.582	entregar
deliverance	0.750	0.520	0.658	liberación
delivery	0.704	0.461	0.786	entrega
dell	0.458	0.380	0.453	dell
delta	0.551	0.343	0.509	delta
delude	0.143	0.627	0.353	engañar
deluge	0.245	0.714	0.612	diluvio
delusion	0.344	0.647	0.400	engaño
delusional	0.219	0.745	0.327	delirante
deluxe	0.792	0.612	0.755	de lujo
delve	0.469	0.529	0.684	ahondar
demand	0.292	0.673	0.500	pedir
demanding	0.396	0.750	0.828	demandante
demeaned	0.271	0.520	0.212	degradado
demeaning	0.104	0.645	0.308	degradante
demeanor	0.633	0.433	0.657	comportamiento
demented	0.088	0.787	0.309	demente
dementia	0.092	0.779	0.337	demencia
demise	0.104	0.596	0.456	fallecimiento
demo	0.510	0.314	0.423	manifestación
democracy	0.680	0.500	0.840	la democracia
democrat	0.582	0.400	0.755	demócrata
democratic	0.802	0.519	0.798	democrático
demographic	0.459	0.356	0.594	demográfico
demolish	0.125	0.632	0.700	demoler
demolished	0.271	0.647	0.353	demolido
demolition	0.133	0.827	0.541	demolición
demon	0.037	0.908	0.509	demonio
demonic	0.146	0.875	0.600	demoníaco
demonstrable	0.735	0.471	0.749	demostrable
demonstrate	0.771	0.552	0.839	demostrar
demonstrated	0.617	0.500	0.649	demostrado
demonstrating	0.698	0.571	0.693	demostrando
demonstration	0.551	0.676	0.679	demostración
demonstrative	0.656	0.528	0.736	demostrativo
demonstrator	0.520	0.598	0.733	demostrador
demoralized	0.082	0.590	0.149	desmoralizado
demos	0.418	0.370	0.368	población
demure	0.690	0.315	0.417	recatado
den	0.510	0.347	0.398	guarida
deniability	0.230	0.509	0.417	negación
denial	0.194	0.435	0.318	negación
denied	0.188	0.604	0.333	denegado
denim	0.520	0.382	0.327	mezclilla
denomination	0.490	0.363	0.429	denominación
denominational	0.458	0.375	0.679	confesional
denominator	0.450	0.410	0.613	denominador
denote	0.448	0.471	0.534	denotar
denounce	0.083	0.780	0.426	denunciar
dense	0.354	0.343	0.536	denso
density	0.602	0.471	0.561	densidad
dent	0.306	0.606	0.325	mella
dental	0.573	0.404	0.463	dental
dentist	0.479	0.620	0.642	dentista
dentistry	0.429	0.570	0.569	odontología
dentists	0.364	0.600	0.582	dentistas
denunciation	0.146	0.830	0.561	denuncia
deny	0.316	0.667	0.321	negar
denying	0.080	0.542	0.272	negando
deodorant	0.480	0.265	0.269	desodorante
depart	0.398	0.480	0.444	salir
departed	0.245	0.536	0.391	salido
department	0.708	0.358	0.642	Departamento
departmental	0.612	0.422	0.446	departamental
departure	0.573	0.500	0.426	partida
depend	0.388	0.429	0.358	depender
dependable	0.880	0.357	0.741	confiable
dependant	0.357	0.404	0.451	dependiente
dependence	0.250	0.451	0.433	dependencia
dependency	0.429	0.365	0.356	dependencia
dependent	0.354	0.455	0.404	dependiente
depict	0.663	0.529	0.723	representar
depicting	0.490	0.566	0.602	representando
depletion	0.153	0.370	0.236	agotamiento
deplorable	0.135	0.657	0.230	deplorable
deplore	0.135	0.575	0.373	deplorar
deploy	0.500	0.520	0.585	desplegar
deployment	0.510	0.520	0.612	despliegue
deport	0.167	0.667	0.546	deportar
deportation	0.104	0.786	0.450	deportación
depose	0.286	0.420	0.451	deponer
deposit	0.540	0.379	0.483	depósito
depositary	0.604	0.431	0.500	depositario
deposition	0.394	0.510	0.471	declaración
depository	0.551	0.373	0.481	depositario
depot	0.635	0.255	0.471	deposito
depraved	0.031	0.837	0.395	depravado
depravity	0.115	0.854	0.453	depravación
depreciate	0.270	0.623	0.445	depreciar
depreciated	0.135	0.672	0.250	depreciado
depreciation	0.143	0.571	0.386	depreciación
depress	0.219	0.635	0.528	deprimir
depressed	0.024	0.445	0.136	deprimido
depressing	0.146	0.559	0.216	deprimente
depression	0.031	0.520	0.232	depresión
depressive	0.143	0.434	0.202	depresivo
depresson	0.135	0.400	0.308	depresión
deprivation	0.194	0.610	0.413	privación
deprive	0.271	0.591	0.340	privar
deprived	0.354	0.506	0.536	privado
depth	0.708	0.561	0.759	profundidad
deputy	0.429	0.530	0.787	diputado
derail	0.108	0.802	0.375	hacer descarrilar
deranged	0.376	0.868	0.357	trastornado
derelict	0.208	0.470	0.237	abandonado
derision	0.265	0.670	0.292	burla
derivation	0.521	0.519	0.644	derivación
derivative	0.541	0.491	0.508	derivado
derive	0.396	0.324	0.360	derivar
dermal	0.385	0.406	0.443	dérmico
dermatologist	0.531	0.358	0.528	dermatólogo
dermatology	0.422	0.500	0.556	dermatología
derogation	0.208	0.460	0.327	humillación
derogatory	0.122	0.580	0.404	despectivo
descend	0.385	0.535	0.231	descender
descendant	0.684	0.420	0.625	descendiente
descendent	0.391	0.480	0.565	descendiente
descending	0.219	0.493	0.250	descendiendo
descent	0.300	0.402	0.158	descendencia
describe	0.542	0.472	0.555	describir
description	0.582	0.425	0.596	descripción
descriptive	0.667	0.352	0.570	descriptivo
desecrate	0.255	0.806	0.509	profanar
desecration	0.125	0.833	0.564	profanación
desert	0.469	0.279	0.389	Desierto
deserted	0.156	0.480	0.214	abandonado
deserter	0.122	0.710	0.366	desertor
desertion	0.122	0.630	0.289	deserción
deserve	0.802	0.436	0.613	merecer
deserved	0.781	0.582	0.689	merecido
deserving	0.802	0.596	0.858	digno
design	0.796	0.327	0.632	diseño
designate	0.531	0.538	0.683	designado
designated	0.500	0.412	0.616	designado
designation	0.612	0.571	0.675	designacion
designed	0.745	0.380	0.595	diseñado
designer	0.875	0.519	0.670	diseñador
designing	0.792	0.355	0.552	diseño
desirability	0.684	0.550	0.675	atractivo
desirable	0.740	0.735	0.750	deseable
desire	0.896	0.692	0.647	deseo
desiring	0.814	0.821	0.632	deseando
desirous	0.719	0.824	0.562	deseoso
desist	0.220	0.358	0.291	abstenerse
desk	0.510	0.135	0.422	escritorio
desolate	0.104	0.320	0.228	solitario
desolation	0.073	0.481	0.273	soledad
despair	0.115	0.794	0.245	desesperación
despairing	0.073	0.735	0.286	desesperado
despatch	0.448	0.400	0.613	envío
desperado	0.260	0.745	0.361	forajido
desperate	0.083	0.842	0.337	desesperado
desperation	0.125	0.904	0.419	desesperación
despicable	0.146	0.710	0.255	despreciable
despise	0.167	0.745	0.296	despreciar
despondent	0.133	0.378	0.221	abatido
despotic	0.141	0.824	0.592	despótico
despotism	0.255	0.696	0.620	despotismo
dessert	0.755	0.491	0.404	postre
destination	0.708	0.471	0.637	destino
destined	0.698	0.462	0.617	destinado
destiny	0.781	0.413	0.611	destino
destitute	0.130	0.451	0.222	indigente
destroy	0.046	0.935	0.635	destruir
destroyed	0.031	0.696	0.288	destruido
destroyer	0.083	0.830	0.543	destructor
destroying	0.041	0.828	0.660	destruyendo
destruct	0.071	0.868	0.525	destruir
destruction	0.102	0.929	0.613	destrucción
destructive	0.177	0.870	0.713	destructivo
detach	0.357	0.625	0.450	despegar
detached	0.280	0.396	0.216	separado
detachment	0.243	0.700	0.443	desapego
detail	0.514	0.406	0.528	detalle
detailed	0.603	0.314	0.472	detallado
details	0.583	0.367	0.481	detalles
detain	0.351	0.345	0.430	detener
detainee	0.306	0.510	0.321	detenido
detect	0.531	0.520	0.565	detectar
detectable	0.479	0.539	0.649	detectable
detection	0.708	0.567	0.538	detección
detective	0.500	0.764	0.901	detective
detector	0.459	0.630	0.724	detector
detention	0.265	0.698	0.562	detención
deter	0.344	0.537	0.567	desalentar
detergent	0.458	0.304	0.426	detergente
deteriorate	0.083	0.471	0.202	deteriorarse
deteriorated	0.053	0.549	0.237	deteriorado
deteriorating	0.104	0.459	0.112	deteriorandose
deterioration	0.130	0.512	0.283	deterioro
determinable	0.625	0.565	0.723	determinable
determinate	0.630	0.314	0.772	determinado
determination	0.776	0.725	0.795	determinación
determine	0.612	0.368	0.776	determinar
determined	0.760	0.528	0.673	determinado
deterrent	0.292	0.461	0.385	disuasorio
detest	0.083	0.800	0.492	detestar
detestation	0.177	0.637	0.412	detestación
detonate	0.375	0.850	0.696	detonar
detonation	0.167	0.931	0.741	detonación
detonator	0.207	0.875	0.750	detonador
detour	0.398	0.539	0.309	desvío
detract	0.344	0.438	0.368	detraer
detriment	0.281	0.538	0.263	detrimento
detrimental	0.203	0.679	0.387	perjudicial
detritus	0.276	0.353	0.363	detrito
deuce	0.479	0.338	0.425	dos
deutschmark	0.439	0.431	0.509	marco alemán
devalued	0.321	0.462	0.212	devaluado
devastate	0.021	0.796	0.509	devastar
devastated	0.120	0.544	0.264	devastado
devastating	0.104	0.856	0.419	devastador
devastation	0.090	0.904	0.472	devastación
develop	0.771	0.670	0.821	desarrollar
developer	0.844	0.653	0.864	desarrollador
developing	0.833	0.587	0.714	desarrollando
development	0.827	0.500	0.796	desarrollo
deviant	0.094	0.589	0.398	desviado
deviate	0.173	0.562	0.269	desviarse
deviating	0.354	0.634	0.536	desviarse
deviation	0.105	0.513	0.336	desviación
device	0.562	0.404	0.627	dispositivo
devil	0.161	0.900	0.611	demonio
deviled	0.347	0.559	0.358	muy condimentado
devilish	0.073	0.865	0.490	diabólico
devious	0.250	0.519	0.259	tortuoso
devise	0.551	0.557	0.670	idear
devoid	0.219	0.436	0.300	vacío
devolution	0.345	0.434	0.425	devolución
devolve	0.367	0.427	0.596	delegar
devote	0.802	0.490	0.642	dedicar
devoted	0.867	0.320	0.698	dedicado
devotee	0.816	0.461	0.577	devoto
devotion	0.802	0.561	0.673	devoción
devotional	0.740	0.394	0.655	piadoso
devour	0.344	0.888	0.574	devorar
devout	0.620	0.357	0.464	devoto
dew	0.604	0.225	0.464	Rocío
dexter	0.458	0.473	0.444	diestro
dexterity	0.771	0.673	0.864	destreza
dextrose	0.333	0.402	0.323	dextrosa
diabetes	0.051	0.472	0.279	diabetes
diabetic	0.125	0.269	0.237	diabético
diabolical	0.102	0.912	0.456	diabólico
diagnose	0.378	0.520	0.714	diagnosticar
diagnosis	0.571	0.500	0.819	diagnóstico
diagnostic	0.417	0.483	0.635	diagnóstico
diagnostics	0.540	0.440	0.750	diagnóstico
diagonal	0.500	0.343	0.410	diagonal
diagram	0.562	0.357	0.445	diagrama
dial	0.620	0.427	0.596	marcar
dialect	0.635	0.422	0.526	dialecto
dialectic	0.510	0.540	0.638	dialéctico
dialogue	0.599	0.441	0.625	diálogo
dialysis	0.194	0.567	0.407	diálisis
diameter	0.427	0.298	0.483	diámetro
diamond	0.910	0.606	0.769	diamante
diamonds	0.927	0.684	0.917	diamantes
diaper	0.409	0.274	0.155	pañal
diaphragm	0.459	0.337	0.517	diafragma
diarrhea	0.092	0.684	0.143	Diarrea
diarrhoea	0.038	0.692	0.250	Diarrea
diary	0.698	0.292	0.464	diario
diatribe	0.354	0.569	0.409	diatriba
dib	0.479	0.370	0.344	Dib
dibs	0.510	0.410	0.391	parné
dice	0.458	0.441	0.264	dado
dicey	0.290	0.833	0.727	arriesgado
dichotomous	0.365	0.452	0.538	dicotómico
dichotomy	0.323	0.482	0.483	dicotomía
dick	0.208	0.500	0.462	polla
dickhead	0.115	0.608	0.284	gilipollas
dicks	0.310	0.694	0.358	pollas
dictate	0.480	0.423	0.668	dictar
dictation	0.255	0.378	0.627	dictado
dictator	0.073	0.760	0.862	dictador
dictatorial	0.204	0.770	0.840	dictatorial
dictatorship	0.082	0.806	0.784	dictadura
diction	0.439	0.373	0.679	dicción
dictionary	0.620	0.250	0.598	diccionario
dictum	0.385	0.510	0.528	dictamen
didactic	0.645	0.480	0.673	didáctico
diddle	0.429	0.566	0.393	estafar
die	0.031	0.765	0.259	morir
died	0.021	0.650	0.327	murió
diesel	0.490	0.327	0.448	diesel
diet	0.429	0.235	0.398	dieta
dietary	0.551	0.220	0.261	dietético
differ	0.230	0.398	0.396	diferir de
difference	0.474	0.560	0.483	diferencia
differences	0.365	0.582	0.342	diferencias
different	0.612	0.394	0.473	diferente
differential	0.520	0.378	0.535	diferencial
differentiation	0.367	0.561	0.535	diferenciación
differently	0.480	0.431	0.506	diferentemente
differing	0.418	0.410	0.455	diferente
difficult	0.235	0.700	0.508	difícil
difficulties	0.082	0.784	0.357	dificultades
difficulty	0.079	0.740	0.368	dificultad
diffuse	0.430	0.431	0.321	difuso
diffusion	0.356	0.615	0.517	difusión
dig	0.367	0.585	0.637	excavar
digest	0.720	0.413	0.483	digerir
digestion	0.531	0.410	0.455	digestión
digestive	0.542	0.413	0.434	digestivo
digit	0.447	0.286	0.333	dígito
digital	0.740	0.382	0.529	digital
dignified	0.766	0.481	0.635	digno
dignify	0.854	0.588	0.735	dignificar
dignity	0.844	0.391	0.873	dignidad
digress	0.271	0.625	0.411	divagar
digs	0.448	0.670	0.635	alojamiento
dike	0.360	0.384	0.490	dique
dilapidated	0.229	0.618	0.286	arruinado
dilatation	0.385	0.574	0.368	dilatación
dilation	0.347	0.490	0.578	dilatación
dildo	0.536	0.587	0.491	consolador
dilemma	0.153	0.590	0.430	dilema
diligence	0.688	0.423	0.700	diligencia
diligent	0.760	0.426	0.759	diligente
dill	0.427	0.360	0.373	eneldo
diluent	0.417	0.344	0.332	diluente
dilute	0.275	0.192	0.349	diluido
diluted	0.469	0.310	0.229	diluido
dilution	0.445	0.337	0.352	dilución
dim	0.398	0.321	0.273	oscuro
dime	0.653	0.317	0.345	diez centavos
dimension	0.592	0.415	0.627	dimensión
dimensional	0.561	0.484	0.596	dimensional
diminish	0.240	0.357	0.167	disminuir
diminished	0.156	0.269	0.196	disminuido
diminution	0.316	0.296	0.245	disminución
diminutive	0.323	0.200	0.109	diminutivo
dimwit	0.255	0.459	0.175	imbécil
din	0.440	0.417	0.398	estruendo
dine	0.821	0.519	0.478	cenar
diner	0.643	0.302	0.538	cena
dinghy	0.510	0.269	0.325	bote
dingo	0.608	0.472	0.346	dingo
dingy	0.156	0.483	0.343	sucio
dining	0.724	0.350	0.459	comida
dinky	0.357	0.451	0.358	mono
dinner	0.823	0.392	0.379	cena
dinnertime	0.796	0.406	0.341	hora de la cena
dinosaur	0.448	0.630	0.596	dinosaurio
dint	0.378	0.480	0.492	fuerza de
diocesan	0.520	0.283	0.518	diocesano
diocese	0.510	0.288	0.575	diócesis
diorama	0.592	0.441	0.462	diorama
dioxide	0.354	0.433	0.456	dióxido
dip	0.516	0.583	0.397	aderezo
diploma	0.750	0.462	0.731	diploma
diplomacy	0.740	0.396	0.774	diplomacia
diplomat	0.563	0.262	0.868	diplomático
diplomatic	0.653	0.363	0.918	diplomático
dipper	0.548	0.361	0.348	cazo
dippy	0.430	0.402	0.340	tonto
dipstick	0.365	0.312	0.316	varilla graduada
dire	0.214	0.660	0.259	terrible
direct	0.793	0.403	0.650	directo
directed	0.542	0.490	0.541	dirigido
direction	0.719	0.330	0.684	dirección
directive	0.604	0.530	0.918	directiva
directly	0.747	0.400	0.702	directamente
director	0.688	0.580	0.912	director
directory	0.439	0.413	0.538	directorio
dirt	0.112	0.500	0.236	suciedad
dirty	0.153	0.460	0.170	sucio
disability	0.073	0.482	0.173	discapacidad
disable	0.115	0.430	0.269	deshabilitar
disabled	0.308	0.443	0.235	desactivado
disadvantage	0.150	0.377	0.282	desventaja
disaffected	0.176	0.410	0.291	desafecto
disagree	0.133	0.590	0.345	discrepar
disagreeable	0.042	0.643	0.178	desagradable
disagreeing	0.255	0.643	0.350	en desacuerdo
disagreement	0.104	0.618	0.236	desacuerdo
disallow	0.156	0.519	0.424	rechazar
disallowed	0.135	0.500	0.328	no permitido
disapointment	0.104	0.418	0.231	decepción
disappear	0.143	0.441	0.350	desaparecer
disappearance	0.214	0.698	0.367	desaparición
disappearing	0.167	0.427	0.379	desapareciendo
disappoint	0.150	0.633	0.288	decepcionar
disappointed	0.071	0.472	0.241	decepcionado
disappointing	0.073	0.640	0.200	decepcionante
disappointment	0.115	0.490	0.336	decepción
disapproval	0.085	0.551	0.367	desaprobación
disapprove	0.160	0.594	0.445	desaprobar
disapproved	0.104	0.550	0.114	desaprobado
disapproving	0.245	0.625	0.452	desaprobando
disarm	0.292	0.528	0.613	desarmar
disarray	0.198	0.657	0.223	desorden
disaster	0.082	0.892	0.433	desastre
disastrous	0.071	0.741	0.439	desastroso
disband	0.302	0.491	0.417	disolver
disbelief	0.188	0.409	0.373	incredulidad
disbelieve	0.188	0.441	0.352	no creer
disburse	0.418	0.473	0.353	desembolsar
disbursement	0.240	0.443	0.435	desembolso
disc	0.622	0.410	0.426	desct
discard	0.240	0.343	0.337	desechar
discarded	0.229	0.460	0.308	descartado
discards	0.240	0.464	0.391	descartes
discern	0.459	0.566	0.518	discernir
discernible	0.427	0.441	0.481	discernible
discerning	0.542	0.584	0.780	perspicaz
discernment	0.408	0.471	0.694	discernimiento
discharge	0.427	0.538	0.578	descarga
disciple	0.765	0.385	0.462	discípulo
disciplinary	0.562	0.593	0.796	disciplinario
discipline	0.615	0.471	0.806	disciplina
disciplined	0.728	0.450	0.750	disciplinado
disclaim	0.235	0.509	0.321	negar
disclaimer	0.367	0.571	0.542	Descargo de responsabilidad
disclose	0.490	0.570	0.545	revelar
disclosed	0.271	0.575	0.546	revelado
disclosure	0.500	0.615	0.710	divulgación
disco	0.710	0.806	0.575	disco
discoloration	0.224	0.373	0.414	descoloramiento
discolored	0.204	0.340	0.269	descolorado
discomfort	0.153	0.719	0.272	malestar
disconcerted	0.100	0.612	0.288	desconcertado
disconcerting	0.106	0.549	0.269	desconcertante
disconnect	0.438	0.292	0.191	desconectar
disconnected	0.292	0.276	0.173	desconectado
disconnection	0.167	0.283	0.277	desconexión
disconnects	0.256	0.357	0.241	se desconecta
discontent	0.240	0.530	0.263	descontento
discontinuance	0.123	0.741	0.337	discontinuación
discontinue	0.354	0.396	0.349	discontinuar
discontinuity	0.303	0.439	0.250	discontinuidad
discontinuous	0.233	0.409	0.316	discontinuo
discord	0.115	0.882	0.465	discordia
discount	0.724	0.530	0.302	descuento
discounted	0.677	0.471	0.430	con descuento
discourage	0.184	0.443	0.267	desalentar
discouraged	0.220	0.304	0.090	desanimado
discouragement	0.112	0.319	0.206	desánimo
discouraging	0.167	0.469	0.281	desalentador
discourse	0.410	0.550	0.803	discurso
discover	0.771	0.793	0.673	descubrir
discovery	0.823	0.627	0.814	descubrimiento
discredit	0.075	0.529	0.355	descrédito
discredited	0.112	0.491	0.182	desacreditado
discreet	0.552	0.216	0.532	discreto
discrepancy	0.260	0.643	0.417	discrepancia
discrete	0.585	0.231	0.429	discreto
discretion	0.552	0.320	0.685	discreción
discretionary	0.520	0.365	0.446	discrecional
discriminate	0.125	0.761	0.366	discriminar
discriminating	0.160	0.783	0.462	discriminante
discrimination	0.051	0.724	0.379	discriminación
discus	0.542	0.423	0.343	disco
discuss	0.396	0.769	0.509	conversar
discussion	0.333	0.842	0.536	discusión
disdain	0.153	0.446	0.441	desdén
disdainful	0.097	0.480	0.263	desdeñoso
disease	0.041	0.539	0.333	enfermedad
diseased	0.123	0.510	0.134	enfermo
disembodied	0.167	0.620	0.412	incorpóreo
disengage	0.406	0.529	0.304	desacoplar
disengagement	0.327	0.373	0.395	retirada
disfigured	0.153	0.613	0.336	desfigurado
disgrace	0.061	0.531	0.331	desgracia
disgraced	0.071	0.661	0.250	deshonrado
disgraceful	0.082	0.702	0.240	vergonzoso
disgruntled	0.104	0.658	0.442	descontento
disguise	0.573	0.694	0.431	ocultar
disguised	0.500	0.615	0.326	disfrazado
disgust	0.052	0.775	0.317	asco
disgusted	0.051	0.773	0.274	disgustado
disgusting	0.031	0.796	0.245	desagradable
dish	0.552	0.255	0.264	plato
disheartened	0.153	0.343	0.238	desanimado
disheartening	0.010	0.353	0.224	descorazonador
dishonest	0.191	0.491	0.163	deshonesto
dishonesty	0.094	0.592	0.348	deshonestidad
dishonor	0.104	0.620	0.185	deshonra
dishonorable	0.112	0.641	0.280	deshonroso
dishwasher	0.480	0.296	0.324	lavavajillas
disillusionment	0.051	0.519	0.190	desilusión
