English Word	Valence	Arousal	Dominance	Lao Word
disembodied	0.167	0.620	0.412	disembodied
disengage	0.406	0.529	0.304	ປົດ
disengagement	0.327	0.373	0.395	ການ​ປົດ​ປ່ອຍ
disfigured	0.153	0.613	0.336	ເສຍ​ຮູບ
disgrace	0.061	0.531	0.331	ຄວາມອັບອາຍ
disgraced	0.071	0.661	0.250	ອັບອາຍຂາຍໜ້າ
disgraceful	0.082	0.702	0.240	ໜ້າກຽດ
disgruntled	0.104	0.658	0.442	ບໍ່ພໍໃຈ
disguise	0.573	0.694	0.431	ປອມຕົວ
disguised	0.500	0.615	0.326	ປອມຕົວ
disgust	0.052	0.775	0.317	ກຽດຊັງ
disgusted	0.051	0.773	0.274	ກຽດຊັງ
disgusting	0.031	0.796	0.245	ໜ້າກຽດຊັງ
dish	0.552	0.255	0.264	ຈານ
disheartened	0.153	0.343	0.238	ເສົ້າໃຈ
disheartening	0.010	0.353	0.224	ເສົ້າໃຈ
dishonest	0.191	0.491	0.163	ບໍ່ຊື່ສັດ
dishonesty	0.094	0.592	0.348	ຄວາມບໍ່ຊື່ສັດ
dishonor	0.104	0.620	0.185	ກຽດສັກສີ
dishonorable	0.112	0.641	0.280	ກຽດສັກສີ
dishwasher	0.480	0.296	0.324	ເຄື່ອງ​ລ້າງ​ຈານ
disillusionment	0.051	0.519	0.190	ຄວາມຫຼົງໄຫຼ
disinclination	0.125	0.491	0.330	disinclination
disincline	0.458	0.454	0.278	ບໍ່ສົນໃຈ
disinclined	0.385	0.442	0.364	ປະຕິເສດ
disinfect	0.448	0.388	0.648	ຂ້າເຊື້ອ
disinfectant	0.531	0.429	0.460	ຢາຂ້າເຊື້ອໂລກ
disinfection	0.517	0.556	0.473	ການຂ້າເຊື້ອ
disinformation	0.230	0.577	0.260	ຂໍ້ມູນທີ່ບໍ່ຖືກຕ້ອງ
disingenuous	0.194	0.509	0.204	ບໍ່​ສັດ​ຊື່
disintegrate	0.143	0.660	0.364	ແຕກ​ແຍກ
disintegration	0.094	0.551	0.381	ການແຕກແຍກ
disinterested	0.398	0.284	0.392	ບໍ່ສົນໃຈ
disjoint	0.351	0.385	0.322	ບໍ່ຕິດກັນ
disjointed	0.323	0.518	0.365	ບໍ່ຕິດກັນ
disjunctive	0.286	0.481	0.400	ແຕກແຍກ
disk	0.573	0.423	0.412	ແຜ່ນ
diskette	0.531	0.255	0.391	ແຜ່ນດິດ
dislike	0.156	0.406	0.321	ບໍ່ມັກ
disliked	0.062	0.510	0.221	ບໍ່ມັກ
disliking	0.163	0.637	0.366	ບໍ່ມັກ
dislocated	0.125	0.625	0.200	ເຄື່ອນຍ້າຍ
dislocation	0.229	0.565	0.373	ການເຄື່ອນທີ່
dislodge	0.214	0.769	0.356	dislodge
disloyal	0.062	0.582	0.245	ບໍ່ສັດຊື່
disloyalty	0.187	0.716	0.267	ຄວາມບໍ່ສັດຊື່
dismal	0.194	0.450	0.192	ຕົກໃຈ
dismantle	0.347	0.644	0.462	ຮື້
dismay	0.314	0.681	0.459	ຕົກໃຈ
dismayed	0.165	0.735	0.389	ຕົກໃຈ
dismemberment	0.104	0.860	0.470	ການ​ຕັດ​ສະ​ມາ​ຊິກ​
dismiss	0.167	0.541	0.509	ຍົກ​ເລີກ
dismissal	0.153	0.723	0.271	ການໄລ່ອອກ
dismissive	0.188	0.541	0.430	ຍົກເລີກ
dismount	0.361	0.423	0.391	ຫຼຸດ​ລົງ
disobedience	0.051	0.868	0.369	ການບໍ່ເຊື່ອຟັງ
disobedient	0.276	0.706	0.353	ບໍ່ເຊື່ອຟັງ
disobey	0.143	0.556	0.491	ບໍ່ເຊື່ອຟັງ
disorder	0.115	0.816	0.218	ຄວາມບໍ່ເປັນລະບຽບ
disordered	0.210	0.714	0.288	ບໍ່ເປັນລະບຽບ
disorderly	0.188	0.748	0.385	ບໍ່ເປັນລະບຽບ
disorganized	0.052	0.507	0.184	ບໍ່ເປັນລະບຽບ
disorientation	0.163	0.472	0.212	disorientation
disoriented	0.227	0.643	0.227	disoriented
disown	0.153	0.637	0.368	ປະຕິເສດ
disparage	0.092	0.663	0.336	ດູຖູກ
disparaging	0.102	0.626	0.411	ດູຖູກ
disparate	0.438	0.500	0.368	ແຕກຕ່າງກັນ
disparity	0.208	0.482	0.361	ຄວາມ​ແຕກ​ຕ່າງ
dispassionate	0.199	0.217	0.218	ທໍ້ຖອຍໃຈ
dispatch	0.317	0.417	0.555	ຈັດສົ່ງ
dispatcher	0.365	0.704	0.652	ຜູ້ສົ່ງ
dispel	0.388	0.402	0.411	ຂັບໄລ່
dispensary	0.406	0.380	0.606	ຢາ
dispensation	0.388	0.462	0.490	ການ​ໃຊ້​ເວ​ລາ​
dispense	0.561	0.520	0.518	ແຈກຢາຍ
dispenser	0.583	0.392	0.470	ເຄື່ອງແຈກຈ່າຍ
dispersal	0.388	0.507	0.421	ກະແຈກກະຈາຍ
disperse	0.375	0.569	0.434	ກະແຈກກະຈາຍ
dispersed	0.344	0.490	0.274	ກະແຈກກະຈາຍ
dispersion	0.270	0.604	0.350	ກະແຈກກະຈາຍ
dispirited	0.204	0.280	0.142	ວິນ​ຍານ
displace	0.424	0.541	0.454	ຍົກຍ້າຍ
displaced	0.281	0.472	0.291	ຍົກຍ້າຍ
displacement	0.276	0.531	0.481	ການຍົກຍ້າຍ
displacency	0.500	0.528	0.642	ການເຄື່ອນຍ້າຍ
display	0.677	0.325	0.400	ຈໍສະແດງຜົນ
displease	0.021	0.702	0.286	ບໍ່ພໍໃຈ
displeased	0.135	0.690	0.400	ບໍ່ພໍໃຈ
displeasure	0.115	0.559	0.250	ຄວາມບໍ່ພໍໃຈ
disposable	0.271	0.439	0.250	ຖິ້ມ
disposal	0.135	0.608	0.396	ການກໍາຈັດ
dispose	0.548	0.538	0.559	ຖິ້ມ
disposed	0.688	0.441	0.625	ກຳຈັດ
disposition	0.663	0.542	0.734	ທ່າທາງ
dispossessed	0.354	0.577	0.331	ຂັບໄລ່
disprove	0.375	0.625	0.613	ປະຕິເສດ
dispute	0.219	0.750	0.585	ຂໍ້ຂັດແຍ່ງ
disqualification	0.066	0.677	0.330	ຂາດຄຸນສົມບັດ
disqualified	0.129	0.464	0.232	ຂາດຄຸນສົມບັດ
disqualify	0.208	0.595	0.267	ຕັດສິດ
disquieted	0.229	0.850	0.290	ວຸ້ນວາຍ
disregard	0.177	0.647	0.308	ບໍ່ສົນໃຈ
disregarded	0.260	0.458	0.283	ບໍ່ສົນໃຈ
disrelish	0.375	0.471	0.304	ບໍ່ມັກ
disreputable	0.104	0.688	0.353	ຂາດຊື່ສຽງ
disrepute	0.208	0.630	0.292	ຂັດຂ້ອງ
disrespect	0.062	0.637	0.302	ຄວາມບໍ່ເຄົາລົບ
disrespectful	0.031	0.694	0.273	ບໍ່ເຄົາລົບ
disrupt	0.265	0.640	0.349	ລົບກວນ
disrupting	0.186	0.557	0.339	ລົບກວນ
disruption	0.235	0.735	0.436	ການຂັດຂວາງ
disruptive	0.255	0.755	0.575	ລົບກວນ
dissatisfaction	0.115	0.663	0.202	ຄວາມບໍ່ພໍໃຈ
dissatisfied	0.042	0.561	0.291	ບໍ່ພໍໃຈ
dissect	0.367	0.750	0.595	ຜ່າຕັດ
dissection	0.276	0.632	0.462	ຜ່າຕັດ
disseminate	0.562	0.608	0.750	ເຜີຍແຜ່
dissemination	0.476	0.551	0.583	ການເຜີຍແຜ່
dissension	0.250	0.618	0.414	ຄວາມແຕກແຍກ
dissent	0.300	0.655	0.407	ຄັດຄ້ານ
dissenting	0.208	0.552	0.366	ຄັດຄ້ານ
dissertation	0.312	0.575	0.575	ສາຂາວິຊາ
disservice	0.250	0.794	0.480	ການ​ບໍ​ລິ​ການ​
dissident	0.350	0.582	0.413	ຜູ້ຄັດຄ້ານ
dissimilar	0.276	0.461	0.472	ຄ້າຍຄືກັນ
dissipate	0.385	0.368	0.355	ຫາຍ​ໄປ
dissipated	0.281	0.421	0.231	ຫາຍ​ໄປ
dissociation	0.135	0.555	0.471	ຄວາມແຕກແຍກ
dissociative	0.281	0.615	0.397	dissociative
dissolution	0.204	0.464	0.349	ການລະລາຍ
dissolve	0.271	0.490	0.410	ລະລາຍ
dissonance	0.173	0.471	0.336	ຄວາມແຕກແຍກ
dissuade	0.482	0.500	0.350	ຫ້າມ
distal	0.410	0.401	0.438	ປາຍ
distance	0.233	0.317	0.418	ໄລຍະທາງ
distant	0.229	0.324	0.269	ຫ່າງໄກ
distaste	0.184	0.625	0.370	ຄວາມບໍ່ພໍໃຈ
distasteful	0.264	0.676	0.222	ຮ້າຍ​ແຮງ
distillate	0.500	0.347	0.382	ກັ່ນ
distillation	0.396	0.436	0.575	ການກັ່ນ
distilled	0.427	0.573	0.500	ກັ່ນ
distinct	0.542	0.578	0.509	ແຕກຕ່າງ
distinction	0.584	0.571	0.750	ຄວາມແຕກຕ່າງ
distinctive	0.885	0.520	0.604	ໂດດເດັ່ນ
distinguish	0.675	0.471	0.600	ຈໍາ​ແນກ
distinguishable	0.635	0.530	0.727	ແຍກໄດ້
distinguished	0.823	0.593	0.759	ໂດດເດັ່ນ
distinguishing	0.622	0.363	0.640	ຈໍາ​ແນກ
distort	0.100	0.740	0.366	ບິດເບືອນ
distorted	0.250	0.521	0.280	ບິດເບືອນ
distortion	0.299	0.570	0.380	ການບິດເບືອນ
distract	0.241	0.609	0.336	ລົບກວນ
distracted	0.194	0.392	0.213	ລົບກວນ
distracting	0.445	0.583	0.400	ລົບກວນ
distraction	0.402	0.557	0.390	ສິ່ງລົບກວນ
distraught	0.115	0.903	0.264	ທໍ້ຖອຍໃຈ
distress	0.073	0.840	0.396	ຄວາມ​ຫຍຸ້ງ​ຍາກ
distressed	0.143	0.771	0.324	ທຸກ​ຍາກ
distressing	0.075	0.750	0.375	ໂສກເສົ້າ
distribute	0.643	0.596	0.709	ແຈກ​ຢາຍ
distribution	0.635	0.548	0.788	ການ​ແຜ່​ກະ​ຈາຍ​
distributor	0.702	0.447	0.718	ຕົວແທນຈໍາຫນ່າຍ
district	0.438	0.327	0.660	ເມືອງ
distrust	0.060	0.670	0.276	ຄວາມບໍ່ໄວ້ວາງໃຈ
disturb	0.175	0.760	0.481	ລົບກວນ
disturbance	0.146	0.907	0.404	ລົບກວນ
disturbed	0.125	0.870	0.305	ຖືກລົບກວນ
disturbing	0.146	0.792	0.439	ລົບກວນ
disuse	0.229	0.229	0.202	ຫ້າມໃຊ້
disused	0.250	0.302	0.186	disused
ditch	0.357	0.364	0.322	ຮ່ອງ
ditto	0.449	0.418	0.411	ເຊັ່ນດຽວກັນ
ditty	0.470	0.433	0.334	ບິດ
diurnal	0.714	0.296	0.443	ວັນເວລາ
diva	0.660	0.657	0.596	diva
divan	0.750	0.202	0.262	ສະຫວັນ
dive	0.583	0.531	0.500	ດຳນ້ຳ
diver	0.594	0.520	0.564	ນັກດຳນ້ຳ
diverge	0.375	0.657	0.520	ແຍກ
divergence	0.429	0.615	0.687	ຄວາມແຕກຕ່າງ
divergent	0.449	0.660	0.587	ຄວາມແຕກຕ່າງ
diverging	0.417	0.613	0.573	ຄວາມແຕກຕ່າງ
divers	0.583	0.580	0.602	ນັກດຳນ້ຳ
diverse	0.562	0.519	0.604	ຫຼາກຫຼາຍຊະນິດ
diversified	0.602	0.538	0.549	ມີຄວາມຫຼາກຫຼາຍ
diversify	0.656	0.588	0.464	ຫຼາກຫຼາຍ
diversion	0.740	0.821	0.714	ການຫັນປ່ຽນ
diversionary	0.551	0.587	0.300	ຕົວແຍກ
diversity	0.806	0.472	0.711	ຄວາມຫຼາກຫຼາຍ
divert	0.344	0.622	0.407	ຫັນ
diverting	0.396	0.571	0.537	ການຫັນປ່ຽນ
divest	0.365	0.547	0.424	ຖອນ
divested	0.333	0.449	0.311	ຖອນ
divestment	0.302	0.509	0.382	ການຖອນເງິນ
divide	0.333	0.520	0.417	ແບ່ງ
divided	0.271	0.623	0.391	ແບ່ງ
dividend	0.583	0.491	0.566	ເງິນປັນຜົນ
divination	0.500	0.650	0.545	ທຳນາຍ
divine	0.918	0.571	0.885	ສະຫວັນ
divinity	0.896	0.559	0.774	ສະຫວັນ
divisible	0.323	0.462	0.411	ແບ່ງ​ປັນ
division	0.370	0.481	0.472	ພະແນກ
divisor	0.344	0.517	0.455	ຕົວຫານ
divorce	0.042	0.700	0.385	ການຢ່າຮ້າງ
divorcee	0.153	0.610	0.481	ຢ່າຮ້າງ
divulge	0.531	0.718	0.467	ເປີດເຜີຍ
divvy	0.351	0.462	0.429	divvy
dizziness	0.229	0.555	0.254	ວິນຫົວ
dizzy	0.199	0.582	0.193	ວິນຫົວ
do	0.670	0.548	0.536	ເຮັດ
doable	0.760	0.404	0.675	ສາມາດເຮັດໄດ້
doc	0.458	0.317	0.392	doc
docile	0.604	0.259	0.264	ສະດວກ
dock	0.490	0.409	0.481	ທ່າເຮືອ
docked	0.281	0.754	0.398	ຈອດແລ້ວ
docket	0.505	0.509	0.607	ເອກະສານ
docking	0.354	0.596	0.587	ບ່ອນຈອດລົດ
doctor	0.700	0.531	0.861	ທ່ານໝໍ
doctorate	0.776	0.479	0.841	ປະລິນຍາເອກ
doctrinal	0.510	0.373	0.673	ຄຳສອນ
doctrine	0.500	0.394	0.769	ຄຳສອນ
document	0.594	0.240	0.667	ເອກະສານ
documentary	0.622	0.213	0.596	ສາລະຄະດີ
documentation	0.719	0.290	0.667	ເອກະສານ
documents	0.530	0.250	0.587	ເອກະສານ
dodge	0.333	0.760	0.509	ຫຼີກ
dodger	0.427	0.454	0.490	dodger
dodging	0.396	0.654	0.382	dodging
dodgy	0.281	0.510	0.254	ຂີ້ຄ້ານ
dodo	0.438	0.306	0.353	ໂດໂດ
doe	0.550	0.336	0.336	doe
doer	0.724	0.550	0.728	ຜູ້ເຮັດ
dog	0.704	0.500	0.407	ໝາ
dogface	0.219	0.470	0.264	ໜ້າໝາ
dogged	0.255	0.750	0.594	dogged
doggy	0.646	0.491	0.404	doggy
doghouse	0.438	0.417	0.340	ເຮືອນໝາ
dogma	0.530	0.460	0.719	dogma
dogmatic	0.448	0.520	0.654	dogmatic
dogsick	0.571	0.490	0.377	ເຈັບໝາ
doings	0.604	0.491	0.705	ການເຮັດ
doit	0.500	0.519	0.392	ເຮັດ​ເລີຍ
dojo	0.500	0.435	0.455	ໂດໂຈ
doldrums	0.229	0.425	0.266	ເຈັບຫົວ
dole	0.448	0.402	0.348	dole
doll	0.729	0.321	0.330	doll
dollar	0.755	0.632	0.694	ໂດລາ
dollhouse	0.643	0.245	0.363	dollhouse
dolor	0.167	0.635	0.375	ສີ
dolphin	0.776	0.350	0.414	ປາ​ໂລ​ມາ
domain	0.573	0.549	0.828	ໂດເມນ
dome	0.620	0.398	0.509	ຫໍ
domestic	0.729	0.327	0.500	ພາຍໃນ
domesticated	0.635	0.360	0.294	ພາຍໃນປະເທດ
domestication	0.594	0.390	0.435	ພາຍໃນປະເທດ
domicile	0.604	0.292	0.529	ທີ່ຢູ່ອາໄສ
domiciled	0.542	0.340	0.516	ທີ່ຢູ່ອາໄສ
dominance	0.542	0.775	0.839	ການປົກຄອງ
dominant	0.406	0.854	0.893	ເດັ່ນ
dominate	0.439	0.814	0.953	ຄອບຄອງ
dominating	0.427	0.769	0.902	ຄອບຄອງ
domination	0.505	0.786	0.959	ການປົກຄອງ
dominatrix	0.390	0.727	0.709	dominatrix
dominion	0.542	0.704	0.890	ການປົກຄອງ
domino	0.594	0.510	0.473	ໂດມິໂນ
don	0.646	0.454	0.702	ດອນ
donate	0.774	0.462	0.577	ບໍ​ລິ​ຈາກ
donation	0.792	0.398	0.602	ການບໍລິຈາກ
donkey	0.406	0.367	0.245	ລາ
donor	0.714	0.490	0.653	ຜູ້ໃຫ້ທຶນ
dontlikeyou	0.055	0.500	0.282	ບໍ່ມັກເຈົ້າ
dontmess	0.396	0.482	0.440	dontmes
dontmesswithme	0.312	0.635	0.440	dontmess ກັບຂ້ອຍ
dontpanic	0.469	0.465	0.425	​ຢ່າ​ຕື່ນ​ຕົກ​ໃຈ
dontunderstand	0.219	0.357	0.271	ບໍ່ເຂົ້າໃຈ
doodle	0.604	0.402	0.376	doodle
doom	0.073	0.750	0.442	ໂທດ
doomed	0.041	0.755	0.301	ສິ້ນ​ສຸດ​ລົງ
doomsday	0.125	0.861	0.670	ມື້ໂລກາພິວັດ
door	0.549	0.189	0.421	ປະຕູ
doorbell	0.564	0.500	0.307	ກະດິ່ງປະຕູ
doorknob	0.406	0.553	0.462	ປະຕູ
doorman	0.570	0.371	0.491	ຄົນປະຕູ
doormat	0.458	0.269	0.267	ຜ້າພົມ
doornail	0.459	0.370	0.423	ຕະປູ
doorstep	0.531	0.274	0.391	ປະຕູ
doorway	0.573	0.304	0.496	ປະຕູ
dopamine	0.548	0.469	0.426	dopamine
dope	0.295	0.855	0.425	ຢາບ້າ
dopey	0.320	0.380	0.365	ຢາບ້າ
dork	0.272	0.519	0.361	ດັກ
dorky	0.302	0.480	0.390	dorky
dorm	0.719	0.194	0.327	ຫໍພັກ
dormant	0.385	0.245	0.245	ເຊົາຢູ່
dormitory	0.633	0.204	0.382	ຫໍພັກ
dorsal	0.449	0.360	0.445	ຫຼັງ
dosage	0.344	0.450	0.490	ປະລິມານ
dose	0.458	0.490	0.427	ປະລິມານ
dossier	0.357	0.380	0.544	ເອກະສານ
dot	0.434	0.290	0.391	ຈຸດ
doting	0.888	0.415	0.426	doting
dotted	0.480	0.347	0.426	ຈຸດໆ
dotty	0.375	0.402	0.393	ຈຸດໆ
double	0.677	0.378	0.569	ສອງເທົ່າ
doubled	0.427	0.536	0.560	ເພີ່ມຂຶ້ນສອງເທົ່າ
doublet	0.420	0.431	0.500	ສອງເທົ່າ
doubling	0.459	0.452	0.464	ສອງເທົ່າ
doubt	0.395	0.351	0.231	ສົງ​ໄສ
doubtful	0.250	0.465	0.241	ສົງໃສ
doubting	0.224	0.560	0.189	ສົງໄສ
doubtless	0.688	0.415	0.689	ບໍ່ຕ້ອງສົງໃສ
doubts	0.306	0.448	0.305	ສົງໃສ
douche	0.490	0.413	0.397	douche
douchebags	0.327	0.587	0.366	douchebags
dough	0.588	0.229	0.391	ແປ້ງ
doughboy	0.365	0.443	0.396	doughboy
doughnut	0.663	0.380	0.279	ໂດ​ນັດ
dour	0.360	0.404	0.325	ເກືອ
douse	0.365	0.453	0.412	douse
dove	0.729	0.235	0.437	ນົກເຂົາ
down	0.208	0.330	0.264	ລົງ
downcast	0.071	0.500	0.222	downcast
downer	0.120	0.594	0.226	ລົງລຸ່ມ
downfall	0.200	0.717	0.182	ຕົກ
downfield	0.521	0.330	0.380	downfield
downhearted	0.119	0.461	0.255	ໃຈ​ຮ້າຍ
downhill	0.292	0.573	0.279	ລົງຄ້ອຍ
download	0.602	0.490	0.503	ດາວໂຫຼດ
downpour	0.328	0.602	0.481	ຝົນ
downright	0.625	0.454	0.679	ກົງໆ
downriver	0.542	0.469	0.279	ແມ່ນ້ຳຂອງ
downside	0.190	0.400	0.246	ຂໍ້ເສຍ
downtime	0.240	0.226	0.324	ເວລາຢຸດເຮັດວຽກ
downward	0.188	0.347	0.255	ລົງ
downy	0.630	0.170	0.255	downy
dowry	0.604	0.453	0.544	ເງິນສິນ
doze	0.592	0.200	0.405	ງອກ
dozen	0.583	0.343	0.425	ອາຍແກັສ
drab	0.327	0.300	0.242	ວຸ້ນວາຍ
draft	0.438	0.360	0.351	ຮ່າງ
drafty	0.458	0.500	0.518	ຮ່າງ
drag	0.388	0.606	0.348	ລາກ
dragon	0.541	0.821	0.712	ມັງກອນ
dragonfly	0.571	0.373	0.357	ແມງມັງກອນ
drain	0.277	0.470	0.222	ລະບາຍ
drainage	0.219	0.354	0.307	ການລະບາຍນ້ໍາ
drained	0.310	0.441	0.352	ລະບາຍ
draining	0.337	0.396	0.304	ລະບາຍນ້ຳ
drainpipe	0.417	0.413	0.277	ທໍ່ລະບາຍນໍ້າ
drake	0.467	0.411	0.452	Drake
drama	0.430	0.755	0.481	ລະຄອນ
dramaqueen	0.337	0.682	0.482	ລະຄອນຜູ້ຍິງ
dramatic	0.367	0.780	0.443	ລະຄອນ
drape	0.417	0.439	0.404	ຜ້າແພ
drapery	0.479	0.220	0.223	ຜ້າເຕັ້ນ
drastic	0.194	0.839	0.657	ຮຸນແຮງ
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	ຮ່າງ
draw	0.704	0.449	0.481	ແຕ້ມ
drawback	0.302	0.422	0.148	ຂໍ້ເສຍ
drawbridge	0.551	0.557	0.438	ຂົວລອຍ
drawer	0.429	0.196	0.292	ລີ້ນຊັກ
drawers	0.539	0.260	0.236	ລີ້ນຊັກ
drawing	0.698	0.216	0.333	ແຕ້ມ
dread	0.153	0.792	0.368	ຢ້ານ
dreaded	0.122	0.706	0.460	ຢ້ານ
dreadful	0.092	0.786	0.348	ເປັນຕາຢ້ານ
dreadfully	0.246	0.806	0.306	ເປັນຕາຢ້ານ
dreading	0.125	0.760	0.377	ຢ້ານ
dream	0.844	0.157	0.328	ຝັນ
dreamboat	0.776	0.491	0.458	ເຮືອຝັນ
dreamer	0.820	0.394	0.455	ຄົນຝັນ
dreaming	0.854	0.320	0.336	ຝັນ
dreamland	0.844	0.471	0.566	ດິນແດນຝັນ
dreams	0.865	0.415	0.530	ຄວາມ​ຝັນ
dreamt	0.812	0.380	0.518	ຝັນ
dreamy	0.837	0.350	0.500	ຝັນດີ
dreary	0.260	0.490	0.324	ຢ້ານ
dredge	0.427	0.445	0.444	ຂຸດ
drenched	0.302	0.361	0.388	ປຽກ
dress	0.760	0.300	0.345	ນຸ່ງ
dresser	0.604	0.398	0.473	ເຄື່ອງແຕ່ງກາຍ
dressmaker	0.698	0.460	0.483	ຊ່າງແຕ່ງກາຍ
dressy	0.800	0.570	0.696	ນຸ່ງເຄື່ອງ
dribble	0.417	0.551	0.465	dribble
dried	0.427	0.260	0.385	ຕາກໃຫ້ແຫ້ງ
drier	0.306	0.347	0.392	ແຫ້ງ
drift	0.316	0.520	0.375	ລອຍ
drifted	0.312	0.542	0.310	ລອຍ
drifter	0.449	0.512	0.391	ນັກລອຍນໍ້າ
driftwood	0.321	0.283	0.439	ໄມ້ລອຍ
drill	0.250	0.602	0.573	ເຈາະ
drink	0.650	0.552	0.474	ດື່ມ
drinker	0.365	0.735	0.441	ຜູ້ດື່ມ
drinking	0.562	0.459	0.317	ດື່ມ
drinks	0.729	0.656	0.412	ເຄື່ອງດື່ມ
drip	0.392	0.193	0.175	ຢອດ
dripping	0.302	0.257	0.267	ຢອດ
drive	0.625	0.689	0.713	ຂັບ
drivel	0.398	0.469	0.463	ຂັບ
driver	0.553	0.538	0.637	ຄົນຂັບ
driveway	0.612	0.392	0.689	ທາງຍ່າງ
drizzle	0.521	0.353	0.319	ຝົນ
droll	0.459	0.573	0.422	ມ້ວນ
drone	0.429	0.686	0.596	drone
drones	0.398	0.577	0.588	drones
drool	0.385	0.398	0.204	drool
drooping	0.245	0.558	0.353	ຫຼົ່ນລົງ
droopy	0.438	0.350	0.297	ເຫງົານອນ
drop	0.479	0.321	0.291	ລຸດລົງ
