English Word	Valence	Arousal	Dominance	Korean Word
eyeliner	0.688	0.349	0.347	아이라이너
eyepiece	0.418	0.347	0.480	접안 렌즈
eyes	0.760	0.279	0.432	눈
eyesight	0.750	0.226	0.343	시력
eyewitness	0.541	0.686	0.698	목격자
fab	0.490	0.380	0.406	팹
fable	0.663	0.387	0.389	우화
fabled	0.625	0.538	0.545	전설적인
fabric	0.635	0.190	0.345	구조
fabricate	0.636	0.491	0.779	만들다
fabricated	0.418	0.427	0.555	만드는
fabrication	0.573	0.587	0.705	제작
fabulous	0.979	0.660	0.797	굉장한
facade	0.520	0.333	0.518	정면
face	0.571	0.173	0.453	얼굴
faceless	0.230	0.406	0.173	얼굴이 없는
facet	0.667	0.324	0.382	한 면
facial	0.594	0.429	0.433	얼굴 마사지
facile	0.740	0.264	0.307	손쉬운
facilitate	0.812	0.333	0.509	가능하게 하다
facility	0.625	0.500	0.654	시설
facing	0.604	0.406	0.550	면함
facsimile	0.490	0.500	0.543	복사
fact	0.683	0.333	0.618	사실
faction	0.469	0.430	0.448	파벌
factor	0.635	0.365	0.678	요인
factory	0.500	0.500	0.683	공장
facts	0.688	0.471	0.693	사리
factual	0.656	0.440	0.545	사실적
faculties	0.643	0.431	0.760	학부
faculty	0.615	0.412	0.732	학부
fad	0.663	0.520	0.570	일시적 유행
fade	0.354	0.333	0.245	바래다
faded	0.302	0.275	0.194	시든
faeces	0.184	0.476	0.175	대변
fag	0.122	0.653	0.331	궐련
faggot	0.219	0.643	0.292	동성애자
fail	0.177	0.578	0.154	불합격
failing	0.125	0.490	0.268	실패
failure	0.167	0.575	0.139	실패
fain	0.479	0.417	0.426	기꺼이
faint	0.063	0.429	0.167	희미한
fainting	0.333	0.510	0.214	기절
fair	0.812	0.557	0.643	공정한
fairly	0.790	0.406	0.750	꽤
fairness	0.740	0.317	0.552	공평
fairway	0.541	0.510	0.500	페어웨이
fairy	0.776	0.408	0.413	요정
faith	0.833	0.220	0.763	믿음
faithful	0.888	0.333	0.627	충실한
faithfulness	0.833	0.426	0.602	충실
faithless	0.102	0.683	0.304	부정한
fake	0.073	0.554	0.268	가짜
faker	0.245	0.630	0.480	위조자
falafel	0.560	0.402	0.351	팔라 펠
falcon	0.557	0.580	0.678	매
fall	0.177	0.657	0.221	떨어지다
fallacious	0.271	0.587	0.390	그릇된
fallacy	0.112	0.561	0.430	그릇된 생각
fallback	0.458	0.358	0.508	대체
fallible	0.365	0.537	0.402	실수할 수 있는
falling	0.202	0.716	0.306	떨어지는
fallopian	0.297	0.390	0.464	나팔관
fallout	0.428	0.356	0.373	낙진
fallow	0.375	0.368	0.464	휴경지
false	0.120	0.404	0.240	거짓
falsehood	0.031	0.625	0.384	거짓말
falsely	0.083	0.480	0.265	거짓으로
falsification	0.173	0.720	0.490	위조
falsified	0.042	0.630	0.306	위조
falsify	0.115	0.657	0.409	위조하다
falsity	0.120	0.689	0.186	거짓
falter	0.421	0.650	0.346	흔들리다
fame	0.896	0.755	0.852	명성
famed	0.878	0.750	0.819	유명한
familiar	0.906	0.330	0.615	친숙한
familiarity	0.854	0.346	0.616	정통
familiarize	0.760	0.365	0.654	친하게 하다
family	0.968	0.383	0.643	가족
familytime	0.939	0.420	0.679	가족 시간
famine	0.163	0.679	0.310	기근
famished	0.177	0.654	0.282	굶주린
famous	0.916	0.775	0.882	유명한
famously	0.856	0.765	0.787	뛰어나게
fan	0.781	0.429	0.357	팬
fanatic	0.573	0.780	0.629	광신도
fanatical	0.555	0.830	0.714	광신적인
fanaticism	0.292	0.896	0.566	열광
fanciful	0.677	0.592	0.342	공상
fancy	0.854	0.673	0.534	팬시한
fandango	0.490	0.591	0.429	판당고
fanfare	0.656	0.640	0.437	과시
fang	0.175	0.491	0.455	송곳니
fangs	0.286	0.598	0.434	송곳니
fanning	0.615	0.330	0.236	패닝
fantasia	0.898	0.694	0.436	환상곡
fantasize	0.771	0.660	0.356	상상하다
fantastic	0.969	0.696	0.831	환상적인
fantasy	0.880	0.627	0.474	공상
faraway	0.365	0.356	0.285	멀리
farce	0.265	0.667	0.246	소극
farcical	0.406	0.481	0.259	익살스러운
fare	0.490	0.425	0.645	요금
farewell	0.130	0.500	0.591	작별
farm	0.781	0.327	0.297	농장
farmer	0.677	0.432	0.464	농장주
farmhouse	0.690	0.330	0.444	농가
farming	0.580	0.414	0.568	농업
farmland	0.729	0.363	0.509	농토
faro	0.544	0.349	0.357	놀이
fart	0.194	0.439	0.264	방귀
farther	0.418	0.500	0.430	더 멀리
fascia	0.480	0.366	0.356	근막
fascinate	0.854	0.683	0.802	홀리다
fascinated	0.812	0.714	0.788	매료
fascinating	0.979	0.817	0.784	매력적인
fascination	0.885	0.773	0.835	매혹
fascism	0.104	0.740	0.695	파시즘
fascist	0.200	0.755	0.527	파시스트 당원
fashion	0.827	0.616	0.589	패션
fashionable	0.750	0.510	0.605	유행
fastball	0.688	0.679	0.575	패스트볼
fasten	0.458	0.585	0.529	묶다
fastener	0.577	0.377	0.491	잠그는 물건
fastening	0.594	0.473	0.554	죔
fasting	0.388	0.370	0.394	단식
fat	0.198	0.353	0.237	지방
fatal	0.061	0.775	0.509	치명적인
fatalism	0.208	0.694	0.631	운명론
fatality	0.062	0.798	0.595	숙명
fate	0.571	0.479	0.712	운명
fated	0.582	0.472	0.692	운명
fateful	0.290	0.583	0.402	중대한
fathead	0.296	0.527	0.463	등신
father	0.812	0.333	0.824	아버지
fatherhood	0.885	0.519	0.682	아버지
fatherland	0.729	0.469	0.778	조국
fatherly	0.865	0.363	0.712	아버지 같은
fathom	0.520	0.410	0.523	길
fatigue	0.173	0.378	0.265	피로
fatigued	0.146	0.433	0.245	피곤
fatso	0.286	0.394	0.336	뚱뚱보
fatten	0.375	0.549	0.363	살찌다
fatty	0.286	0.361	0.325	지방이 많은
faucet	0.427	0.278	0.356	수도꼭지
fault	0.188	0.558	0.184	잘못
faultless	0.792	0.500	0.741	흠이 없는
faulty	0.184	0.520	0.378	불완전한
faun	0.490	0.303	0.376	목신
fauna	0.646	0.346	0.404	동물군
faux	0.291	0.490	0.204	가짜
favor	0.812	0.308	0.519	호의
favorable	0.952	0.380	0.788	유리한
favorite	0.885	0.590	0.691	가장 좋아하는
favoriteholiday	0.867	0.618	0.582	좋아하는 휴일
favoritism	0.582	0.559	0.658	편애
fawn	0.626	0.360	0.284	엷은 황갈색
fax	0.406	0.368	0.304	팩스
faze	0.417	0.515	0.382	멍하니
fear	0.073	0.840	0.293	두려움
feared	0.240	0.733	0.509	두려워
fearful	0.083	0.482	0.278	두려워
fearfully	0.112	0.567	0.271	몹시
fearing	0.125	0.566	0.256	두려워
fearless	0.810	0.806	0.760	두려움 없는
fears	0.061	0.821	0.306	두려움
fearsome	0.115	0.900	0.586	무시무시한
feasibility	0.653	0.490	0.741	실행할 수 있음
feasible	0.694	0.388	0.611	실현 가능 한
feast	0.979	0.724	0.680	잔치
feat	0.750	0.706	0.849	위업
feather	0.677	0.208	0.144	깃털
feathered	0.438	0.288	0.214	깃털이 달린
feature	0.667	0.314	0.679	특징
features	0.667	0.433	0.509	특징
febrile	0.429	0.578	0.414	열이 나는
fecal	0.255	0.528	0.213	대변
feces	0.240	0.407	0.307	대변
fecundity	0.688	0.591	0.683	생산력
fed	0.602	0.370	0.482	먹인
federal	0.530	0.459	0.859	연방
federation	0.633	0.354	0.763	연합
fedup	0.327	0.500	0.352	지겹다
fee	0.354	0.386	0.556	회비
feeble	0.157	0.280	0.109	희미한
feed	0.812	0.429	0.739	밥을 먹이다
feedback	0.622	0.557	0.645	피드백
feeder	0.604	0.452	0.713	공급기
feel	0.802	0.602	0.596	느끼다
feelgood	0.990	0.441	0.621	기분 좋은
feeling	0.806	0.329	0.531	감정
feelingdown	0.490	0.457	0.567	기분 다운
feelinggood	0.940	0.449	0.655	기분 좋은
feet	0.510	0.240	0.292	피트
feign	0.340	0.394	0.356	가장하다
feigned	0.173	0.602	0.333	가장한
feisty	0.592	0.853	0.789	화끈한
felicity	0.913	0.704	0.793	지복
feline	0.615	0.745	0.509	고양이 같은
fell	0.255	0.462	0.250	쓰러뜨리다
feller	0.406	0.622	0.617	펠러
fellow	0.745	0.298	0.570	사람
fellowship	0.900	0.429	0.778	친교
felon	0.111	0.898	0.455	표저
felony	0.206	0.808	0.472	중죄
felt	0.643	0.417	0.566	느꼈다
feminine	0.802	0.520	0.394	여자 같은
femininity	0.750	0.479	0.451	여성
feminism	0.541	0.570	0.636	페미니즘
femme	0.551	0.529	0.398	여자
femoral	0.417	0.324	0.566	대퇴골
femur	0.408	0.289	0.413	대퇴골
fen	0.490	0.276	0.379	펜
fence	0.500	0.198	0.398	울타리
fenced	0.323	0.430	0.429	울타리
fencing	0.542	0.654	0.539	펜싱
fend	0.646	0.731	0.537	밀어 내다
fender	0.369	0.459	0.476	펜더
fennel	0.573	0.277	0.389	회향
ferment	0.375	0.531	0.418	효소
fermentation	0.420	0.567	0.473	발효
fern	0.602	0.240	0.290	양치류
ferocious	0.167	0.915	0.776	사나운
ferocity	0.235	0.906	0.746	사나움
ferret	0.385	0.391	0.398	가는 리본
ferry	0.604	0.509	0.389	나룻배
ferryboat	0.594	0.452	0.553	나룻배
fertile	0.888	0.408	0.704	비옥한
fertility	0.885	0.529	0.726	비옥
fertilize	0.708	0.443	0.542	비옥하게 하다
fertilizer	0.438	0.463	0.565	비료
fervent	0.646	0.632	0.773	열렬한
fervor	0.573	0.769	0.651	열렬
fess	0.395	0.420	0.370	페스
fest	0.704	0.574	0.402	축제
festival	0.870	0.706	0.714	제전
festive	0.854	0.740	0.764	축제
fetal	0.388	0.308	0.364	유쾌한
fetch	0.479	0.363	0.491	술책
fete	0.580	0.551	0.465	축제
fetish	0.307	0.706	0.500	주물
fetus	0.479	0.519	0.395	태아
feud	0.146	0.796	0.312	불화
feudal	0.367	0.370	0.610	봉건
feudalism	0.229	0.465	0.607	봉건 제도
fever	0.194	0.674	0.364	열
feverish	0.385	0.696	0.436	열이 나는
fiancee	0.959	0.626	0.556	약혼녀
fiasco	0.167	0.600	0.200	큰 실수
fiat	0.520	0.418	0.446	명령
fib	0.438	0.510	0.361	악의 없는 거짓말
fiber	0.719	0.284	0.390	섬유
fiberglass	0.451	0.451	0.443	유리 섬유
fibrosis	0.160	0.469	0.546	섬유증
fibrous	0.480	0.441	0.464	섬유질
fickle	0.406	0.481	0.346	변하기 쉬운
fiction	0.438	0.657	0.441	소설
fictional	0.430	0.490	0.340	꾸며낸
fictitious	0.224	0.444	0.293	가상의
fiddle	0.571	0.449	0.391	깡깡이
fiddler	0.615	0.580	0.500	바이올리니스트
fidelity	0.765	0.580	0.709	충실도
fidgety	0.229	0.786	0.351	안절부절 못하는
fiduciary	0.375	0.400	0.509	수탁자
field	0.640	0.380	0.336	필드
field hockey	0.602	0.786	0.518	필드 하키
fielder	0.583	0.378	0.415	야수
fiend	0.146	0.903	0.608	악마
fiendish	0.167	0.846	0.591	악마 같은
fierce	0.281	0.877	0.759	사나운
fiery	0.418	0.850	0.721	불 같은
fiesta	0.927	0.779	0.655	축제
fiesty	0.571	0.663	0.472	흥겨운
fifteen	0.490	0.290	0.443	열 다섯
fifty	0.571	0.368	0.439	오십
fig	0.573	0.390	0.339	무화과
fight	0.531	0.868	0.809	싸움
fighter	0.637	0.760	0.898	전투기
fighting	0.292	0.885	0.783	화이팅
fights	0.070	0.920	0.712	싸움
figment	0.552	0.316	0.533	꾸며낸 것
figurative	0.479	0.450	0.634	비유적인
figure	0.688	0.328	0.509	수치
figurine	0.760	0.283	0.258	작은 입상
filament	0.510	0.452	0.377	필라멘트
filamentous	0.531	0.480	0.516	사상
file	0.480	0.316	0.463	파일
filet	0.615	0.392	0.291	필레
filibuster	0.271	0.714	0.508	해적
filigree	0.576	0.408	0.514	선조
filing	0.620	0.420	0.700	줄질
filings	0.323	0.412	0.340	줄밥
fill	0.729	0.449	0.637	채우다
filler	0.531	0.347	0.529	필러
fillet	0.745	0.415	0.378	나사
filling	0.510	0.382	0.525	충전재
filly	0.479	0.564	0.519	말괄량이
film	0.823	0.491	0.566	영화
filmmaker	0.704	0.510	0.635	영화 제작자
filmy	0.583	0.510	0.425	엷은 안개 같은
filter	0.440	0.296	0.260	필터
filth	0.194	0.592	0.319	오물
filthy	0.115	0.714	0.321	불결한
filtration	0.407	0.520	0.255	여과법
fin	0.333	0.340	0.377	지느러미
final	0.276	0.575	0.508	결정적인
finale	0.406	0.330	0.468	종악장
finalist	0.833	0.686	0.736	결선 진출자
finality	0.615	0.368	0.627	완결성
finalize	0.556	0.550	0.578	마무리하다
finalized	0.245	0.210	0.608	확정
finally	0.583	0.433	0.465	마지막으로
finance	0.753	0.431	0.843	재원
financial	0.667	0.500	0.722	재정적인
financier	0.602	0.500	0.778	재정가
finch	0.438	0.444	0.358	핀치
find	0.774	0.555	0.580	찾기
finder	0.360	0.550	0.630	파인더
finding	0.796	0.469	0.664	발견
fine	0.823	0.240	0.647	좋아
finery	0.562	0.479	0.636	미복
finesse	0.740	0.387	0.412	피네스
finger	0.321	0.264	0.291	손가락
fingernail	0.418	0.415	0.153	손톱
fingerprint	0.583	0.404	0.570	지문
fingerscrossed	0.573	0.540	0.356	손가락 엇갈린
finish	0.471	0.429	0.545	마치다
finished	0.510	0.387	0.570	완성된
finite	0.384	0.347	0.293	한정된
fink	0.410	0.514	0.439	핑크
fir	0.521	0.275	0.306	전나무
fire	0.380	0.804	0.635	불
firearm	0.086	0.943	0.864	총기
firearms	0.220	0.943	0.821	총기류
fireball	0.302	0.777	0.664	화구
firecracker	0.474	0.741	0.434	폭죽
firefight	0.153	0.920	0.664	소방
firefighter	0.637	0.770	0.773	소방관
firefly	0.622	0.410	0.363	반딧불이
firehouse	0.594	0.689	0.627	소방서
firelight	0.677	0.504	0.639	불빛
fireman	0.583	0.745	0.755	소방수
fireplace	0.667	0.380	0.417	난로
firepower	0.375	0.941	0.810	화력
fireproof	0.684	0.679	0.723	내화성이 있는
fireside	0.684	0.377	0.394	노변
firestorm	0.180	0.929	0.766	화염 폭풍
firewall	0.485	0.602	0.629	방화벽
firewood	0.520	0.348	0.263	장작
firework	0.786	0.904	0.593	불꽃
fireworks	0.735	0.863	0.579	불꽃
firing	0.188	0.931	0.803	발사
firm	0.635	0.380	0.728	단단한
firmament	0.750	0.407	0.660	창공
firmly	0.786	0.510	0.777	단단히
firmness	0.823	0.479	0.939	견고
first	0.625	0.500	0.788	첫 번째
firstborn	0.786	0.490	0.695	맏아들
firstworldprobs	0.458	0.612	0.483	퍼스트월드프롭스
fiscal	0.500	0.582	0.845	재정
fish	0.510	0.280	0.250	생선
fisherman	0.656	0.461	0.546	어부
fishery	0.574	0.503	0.519	어업
fishing	0.677	0.283	0.405	어업
fishing boat	0.521	0.403	0.627	낚시 배
fishy	0.224	0.601	0.471	수상한
fissile	0.333	0.490	0.380	핵분열
fission	0.386	0.500	0.567	분열
fissure	0.333	0.510	0.431	열구
fist	0.333	0.686	0.481	주먹
fistfight	0.208	0.902	0.543	주먹 싸움
fistful	0.500	0.509	0.500	주먹을 쥔
fistula	0.312	0.481	0.330	누
fit	0.604	0.450	0.632	맞다
fitness	0.875	0.529	0.810	적합
fits	0.571	0.363	0.580	맞다
fitted	0.507	0.404	0.673	장착
fitting	0.612	0.441	0.638	장착
fittings	0.531	0.404	0.409	피팅
five	0.510	0.221	0.298	다섯
fiver	0.458	0.469	0.517	오점 득점자
fix	0.760	0.538	0.519	고치다
fixable	0.724	0.470	0.645	고칠 수 있는
fixation	0.562	0.459	0.655	정착
fixed	0.684	0.167	0.509	결정된
fixer	0.633	0.375	0.606	중개인
fixture	0.663	0.216	0.409	고정물
fixtures	0.643	0.330	0.370	비품
fizz	0.459	0.708	0.349	활기
fjord	0.510	0.404	0.463	협만
flabbergast	0.480	0.679	0.547	깜짝 놀라게 하다
flabbergasted	0.312	0.802	0.342	깜짝 놀라게 하는
flabby	0.292	0.358	0.250	연약한
flaccid	0.156	0.400	0.151	나른한
flag	0.592	0.378	0.536	깃발
flagging	0.521	0.519	0.509	포석 포장
flagpole	0.500	0.394	0.458	깃대
flagrant	0.286	0.673	0.455	악명 높은
flagship	0.592	0.587	0.703	기함
flagstaff	0.520	0.517	0.500	깃대
flair	0.775	0.471	0.676	예민한 후각
flak	0.390	0.600	0.600	대공포
flake	0.385	0.388	0.289	플레이크
flaky	0.363	0.509	0.279	색다른
flamboyant	0.615	0.794	0.705	화려한
flame	0.448	0.574	0.615	불꽃
flamethrower	0.160	0.882	0.683	화염 방사기
flaming	0.406	0.645	0.558	불타는
flamingo	0.667	0.451	0.482	플라밍고
flammable	0.216	0.800	0.715	가연성
flan	0.604	0.304	0.198	플랜
flange	0.500	0.306	0.390	플랜지
flank	0.448	0.458	0.443	측면
flanked	0.333	0.431	0.368	측면
flanking	0.490	0.622	0.519	측면
flannel	0.490	0.250	0.327	플란넬
flap	0.275	0.385	0.344	플랩
flapping	0.458	0.728	0.404	펄럭이는
flare	0.558	0.823	0.508	플레어
flares	0.580	0.642	0.556	플레어
flaring	0.625	0.771	0.509	활활 타는
flash	0.571	0.590	0.657	플래시
flashback	0.265	0.400	0.485	플래시백
flashing	0.604	0.574	0.438	섬광
flashlight	0.653	0.414	0.356	플래시
flashy	0.704	0.600	0.827	불 같은
flask	0.418	0.412	0.454	플라스크
flat	0.408	0.236	0.303	평평한
flatbed	0.490	0.250	0.380	평판
flatfoot	0.265	0.333	0.330	평발
flatness	0.479	0.280	0.527	평탄
flatten	0.286	0.469	0.442	단조롭게 하다
flatter	0.521	0.418	0.302	즐겁게 하다
flattered	0.865	0.608	0.708	아첨
flattering	0.755	0.686	0.500	유망한
flattery	0.470	0.575	0.404	아첨
flatulence	0.210	0.632	0.343	공허
flaunt	0.438	0.611	0.525	과시
flavor	0.885	0.479	0.392	맛
flaw	0.319	0.491	0.175	결함
flawed	0.133	0.490	0.194	결함이 있는
flawless	0.729	0.420	0.741	흠잡을데 없는
flea	0.286	0.353	0.218	벼룩
fleabag	0.271	0.557	0.348	싸구려 여관
fled	0.224	0.639	0.322	도망쳤다
flee	0.292	0.796	0.232	서두르다
fleece	0.561	0.250	0.381	양털
fleet	0.547	0.430	0.623	함대
fleeting	0.439	0.650	0.387	덧없는
flesh	0.604	0.390	0.475	육체
fleshy	0.500	0.518	0.406	살의
flex	0.604	0.378	0.330	몸을 풀다
flexibility	0.867	0.402	0.472	유연성
flexible	0.719	0.460	0.465	유연한
flexin	0.552	0.559	0.366	플렉신
flexion	0.449	0.551	0.418	굴곡
flick	0.688	0.541	0.515	영화
flicker	0.635	0.321	0.333	깜박임
flickering	0.490	0.444	0.289	꺼질 것 같은
flier	0.541	0.490	0.652	전단
flight	0.646	0.630	0.587	비행
flighty	0.219	0.602	0.436	들뜬
flimsy	0.302	0.396	0.189	얇은
flinch	0.350	0.804	0.555	주춤하다
fling	0.439	0.696	0.534	시도
flint	0.521	0.439	0.536	부싯돌
flip	0.281	0.529	0.435	튀기다
flip flop	0.417	0.519	0.321	플립플롭
flipper	0.677	0.420	0.415	팔
flipping	0.553	0.551	0.345	뒤집기
flirt	0.792	0.790	0.538	바람둥이
flirtation	0.653	0.719	0.482	희롱
flirting	0.590	0.773	0.491	유혹
flirty	0.714	0.721	0.491	바람둥이
float	0.688	0.394	0.344	뜨다
floater	0.480	0.433	0.370	뜨는 사람
flock	0.500	0.546	0.543	대군
flog	0.408	0.520	0.382	팔다
flood	0.208	0.778	0.608	홍수
floor	0.430	0.230	0.250	바닥
flooring	0.562	0.235	0.346	바닥
floozy	0.410	0.477	0.430	창녀
flop	0.081	0.642	0.196	실패
floppy	0.549	0.300	0.333	기운 없는
flora	0.833	0.324	0.567	플로라
floral	0.833	0.235	0.264	꽃무늬
florist	0.771	0.410	0.388	꽃집
floss	0.500	0.280	0.278	풀솜
flotation	0.510	0.353	0.333	주식 상장
flounder	0.711	0.333	0.345	가자미
flour	0.530	0.235	0.239	밀가루
flourish	0.939	0.573	0.601	융성
flow	0.696	0.316	0.464	흐름
flower	0.802	0.189	0.254	꽃
flowering	0.906	0.627	0.500	개화
flowers	0.875	0.324	0.330	꽃들
flowery	0.792	0.332	0.446	화려한
flows	0.571	0.480	0.434	흐름
flu	0.230	0.547	0.250	독감
fluctuate	0.285	0.617	0.480	변동
fluctuating	0.292	0.591	0.395	변동
fluctuation	0.347	0.750	0.519	파동
flue	0.354	0.688	0.451	독감
fluency	0.776	0.504	0.718	유창
fluent	0.760	0.500	0.614	유창한
fluff	0.520	0.264	0.172	보풀
fluffy	0.781	0.431	0.356	푹신한
fluid	0.673	0.407	0.589	체액
fluidity	0.729	0.510	0.576	유동성
fluke	0.446	0.450	0.432	흡충
flunk	0.104	0.548	0.170	플랭크
flunky	0.205	0.452	0.216	엉뚱한
fluorescence	0.667	0.490	0.500	형광
fluorescent	0.602	0.595	0.500	형광등
flurries	0.422	0.760	0.517	돌풍
flurry	0.302	0.760	0.559	단말마
flush	0.408	0.755	0.589	플러시
flustered	0.316	0.903	0.283	당황
flute	0.635	0.330	0.363	플루트
fluted	0.438	0.438	0.389	플루트
flutter	0.479	0.548	0.330	실룩 거리다
fluvial	0.571	0.363	0.588	하천
flux	0.473	0.472	0.451	유량
fly	0.760	0.775	0.676	파리
flyboy	0.541	0.647	0.573	플라이보이
flyer	0.480	0.300	0.362	전단
flying	0.877	0.606	0.696	나는
flywheel	0.667	0.480	0.442	플라이휠
foal	0.542	0.578	0.482	낳다
foam	0.698	0.230	0.204	거품
foaming	0.643	0.240	0.198	발포
foamy	0.663	0.306	0.291	거품이 많은
fob	0.327	0.402	0.396	본선 인도
focal	0.367	0.365	0.482	초점
focus	0.690	0.382	0.648	집중하다
fodder	0.316	0.358	0.430	마초
foe	0.071	0.827	0.459	적
fog	0.510	0.213	0.260	안개
foggy	0.354	0.337	0.302	흐린
foil	0.312	0.204	0.342	박
foiled	0.235	0.470	0.144	포일
fold	0.385	0.412	0.330	겹
folded	0.179	0.373	0.327	접힌
folder	0.490	0.279	0.375	폴더
foliage	0.620	0.373	0.237	잎
folio	0.513	0.265	0.435	이판
folk	0.663	0.433	0.432	사람들
folklore	0.755	0.585	0.449	민속학
follicle	0.406	0.331	0.436	소낭
follicular	0.401	0.305	0.391	여포
follow	0.667	0.509	0.600	따르다
follower	0.646	0.488	0.461	수행원
folly	0.184	0.833	0.363	어리석은 행동
fond	0.885	0.602	0.518	다정한
fondle	0.823	0.485	0.355	만지다
fondling	0.794	0.564	0.500	애무
fondness	0.885	0.391	0.503	기호
fondue	0.656	0.363	0.350	폰듀
