English Word	Valence	Arousal	Dominance	Ukrainian Word
deranged	0.376	0.868	0.357	божевільний
derelict	0.208	0.470	0.237	занедбаний
derision	0.265	0.670	0.292	глузування
derivation	0.521	0.519	0.644	виведення
derivative	0.541	0.491	0.508	похідна
derive	0.396	0.324	0.360	вивести
dermal	0.385	0.406	0.443	дермальний
dermatologist	0.531	0.358	0.528	дерматолог
dermatology	0.422	0.500	0.556	дерматології
derogation	0.208	0.460	0.327	відступ
derogatory	0.122	0.580	0.404	принизливий
descend	0.385	0.535	0.231	спускатися
descendant	0.684	0.420	0.625	нащадок
descendent	0.391	0.480	0.565	нащадок
descending	0.219	0.493	0.250	спадання
descent	0.300	0.402	0.158	спуск
describe	0.542	0.472	0.555	описати
description	0.582	0.425	0.596	опис
descriptive	0.667	0.352	0.570	описовий
desecrate	0.255	0.806	0.509	оскверняти
desecration	0.125	0.833	0.564	осквернення
desert	0.469	0.279	0.389	пустеля
deserted	0.156	0.480	0.214	безлюдний
deserter	0.122	0.710	0.366	дезертир
desertion	0.122	0.630	0.289	дезертирство
deserve	0.802	0.436	0.613	заслуговують
deserved	0.781	0.582	0.689	заслужений
deserving	0.802	0.596	0.858	заслуговують
design	0.796	0.327	0.632	дизайн
designate	0.531	0.538	0.683	призначати
designated	0.500	0.412	0.616	призначений
designation	0.612	0.571	0.675	позначення
designed	0.745	0.380	0.595	розроблений
designer	0.875	0.519	0.670	дизайнер
designing	0.792	0.355	0.552	проектування
desirability	0.684	0.550	0.675	бажаність
desirable	0.740	0.735	0.750	бажано
desire	0.896	0.692	0.647	бажання
desiring	0.814	0.821	0.632	бажаючи
desirous	0.719	0.824	0.562	бажаючий
desist	0.220	0.358	0.291	припинити
desk	0.510	0.135	0.422	письмовий стіл
desolate	0.104	0.320	0.228	спустошений
desolation	0.073	0.481	0.273	запустіння
despair	0.115	0.794	0.245	відчай
despairing	0.073	0.735	0.286	зневірений
despatch	0.448	0.400	0.613	відправлення
desperado	0.260	0.745	0.361	відчайдушний
desperate	0.083	0.842	0.337	відчайдушний
desperation	0.125	0.904	0.419	відчай
despicable	0.146	0.710	0.255	підлий
despise	0.167	0.745	0.296	зневажати
despondent	0.133	0.378	0.221	зневірений
despotic	0.141	0.824	0.592	деспотичний
despotism	0.255	0.696	0.620	деспотизм
dessert	0.755	0.491	0.404	десерт
destination	0.708	0.471	0.637	призначення
destined	0.698	0.462	0.617	судилося
destiny	0.781	0.413	0.611	доля
destitute	0.130	0.451	0.222	знедолений
destroy	0.046	0.935	0.635	знищити
destroyed	0.031	0.696	0.288	зруйновано
destroyer	0.083	0.830	0.543	руйнівник
destroying	0.041	0.828	0.660	знищуючи
destruct	0.071	0.868	0.525	знищити
destruction	0.102	0.929	0.613	руйнування
destructive	0.177	0.870	0.713	руйнівний
detach	0.357	0.625	0.450	від'єднати
detached	0.280	0.396	0.216	відокремлений
detachment	0.243	0.700	0.443	загін
detail	0.514	0.406	0.528	деталь
detailed	0.603	0.314	0.472	докладно
details	0.583	0.367	0.481	деталі
detain	0.351	0.345	0.430	затримувати
detainee	0.306	0.510	0.321	затриманий
detect	0.531	0.520	0.565	виявити
detectable	0.479	0.539	0.649	виявляється
detection	0.708	0.567	0.538	виявлення
detective	0.500	0.764	0.901	детектив
detector	0.459	0.630	0.724	детектор
detention	0.265	0.698	0.562	затримання
deter	0.344	0.537	0.567	стримувати
detergent	0.458	0.304	0.426	миючий засіб
deteriorate	0.083	0.471	0.202	погіршуватися
deteriorated	0.053	0.549	0.237	погіршився
deteriorating	0.104	0.459	0.112	погіршується
deterioration	0.130	0.512	0.283	погіршення
determinable	0.625	0.565	0.723	визначуваний
determinate	0.630	0.314	0.772	визначати
determination	0.776	0.725	0.795	рішучість
determine	0.612	0.368	0.776	визначити
determined	0.760	0.528	0.673	визначається
deterrent	0.292	0.461	0.385	стримуючий засіб
detest	0.083	0.800	0.492	ненавиджу
detestation	0.177	0.637	0.412	огида
detonate	0.375	0.850	0.696	детонувати
detonation	0.167	0.931	0.741	детонація
detonator	0.207	0.875	0.750	детонатор
detour	0.398	0.539	0.309	Об’їзд
detract	0.344	0.438	0.368	применшувати
detriment	0.281	0.538	0.263	збиток
detrimental	0.203	0.679	0.387	згубний
detritus	0.276	0.353	0.363	детрит
deuce	0.479	0.338	0.425	двійка
deutschmark	0.439	0.431	0.509	німецька марка
devalued	0.321	0.462	0.212	девальвований
devastate	0.021	0.796	0.509	спустошити
devastated	0.120	0.544	0.264	спустошений
devastating	0.104	0.856	0.419	руйнівний
devastation	0.090	0.904	0.472	спустошення
develop	0.771	0.670	0.821	розвиватися
developer	0.844	0.653	0.864	розробник
developing	0.833	0.587	0.714	розвиваються
development	0.827	0.500	0.796	розвитку
deviant	0.094	0.589	0.398	девіантний
deviate	0.173	0.562	0.269	відхилятися
deviating	0.354	0.634	0.536	відхиляючись
deviation	0.105	0.513	0.336	відхилення
device	0.562	0.404	0.627	пристрій
devil	0.161	0.900	0.611	диявол
deviled	0.347	0.559	0.358	чортів
devilish	0.073	0.865	0.490	диявольський
devious	0.250	0.519	0.259	хитрий
devise	0.551	0.557	0.670	придумати
devoid	0.219	0.436	0.300	позбавлений
devolution	0.345	0.434	0.425	деволюція
devolve	0.367	0.427	0.596	передаватися
devote	0.802	0.490	0.642	присвятити
devoted	0.867	0.320	0.698	відданий
devotee	0.816	0.461	0.577	відданий
devotion	0.802	0.561	0.673	відданість
devotional	0.740	0.394	0.655	відданий
devour	0.344	0.888	0.574	пожирати
devout	0.620	0.357	0.464	набожний
dew	0.604	0.225	0.464	роса
dexter	0.458	0.473	0.444	декстер
dexterity	0.771	0.673	0.864	спритність
dextrose	0.333	0.402	0.323	декстроза
diabetes	0.051	0.472	0.279	діабет
diabetic	0.125	0.269	0.237	діабетичний
diabolical	0.102	0.912	0.456	диявольський
diagnose	0.378	0.520	0.714	діагностувати
diagnosis	0.571	0.500	0.819	діагностика
diagnostic	0.417	0.483	0.635	діагностичний
diagnostics	0.540	0.440	0.750	діагностика
diagonal	0.500	0.343	0.410	діагональ
diagram	0.562	0.357	0.445	діаграма
dial	0.620	0.427	0.596	циферблат
dialect	0.635	0.422	0.526	діалект
dialectic	0.510	0.540	0.638	діалектика
dialogue	0.599	0.441	0.625	діалог
dialysis	0.194	0.567	0.407	діаліз
diameter	0.427	0.298	0.483	діаметр
diamond	0.910	0.606	0.769	діамант
diamonds	0.927	0.684	0.917	діаманти
diaper	0.409	0.274	0.155	підгузник
diaphragm	0.459	0.337	0.517	діафрагма
diarrhea	0.092	0.684	0.143	діарея
diarrhoea	0.038	0.692	0.250	діарея
diary	0.698	0.292	0.464	щоденник
diatribe	0.354	0.569	0.409	діатриба
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	кубики
dicey	0.290	0.833	0.727	ризикований
dichotomous	0.365	0.452	0.538	дихотомічний
dichotomy	0.323	0.482	0.483	дихотомія
dick	0.208	0.500	0.462	хуй
dickhead	0.115	0.608	0.284	придурок
dicks	0.310	0.694	0.358	члени
dictate	0.480	0.423	0.668	диктувати
dictation	0.255	0.378	0.627	диктант
dictator	0.073	0.760	0.862	диктатор
dictatorial	0.204	0.770	0.840	диктаторський
dictatorship	0.082	0.806	0.784	диктатура
diction	0.439	0.373	0.679	дикція
dictionary	0.620	0.250	0.598	словник
dictum	0.385	0.510	0.528	вислів
didactic	0.645	0.480	0.673	дидактичний
diddle	0.429	0.566	0.393	балакати
die	0.031	0.765	0.259	померти
died	0.021	0.650	0.327	померла
diesel	0.490	0.327	0.448	дизель
diet	0.429	0.235	0.398	дієта
dietary	0.551	0.220	0.261	дієтичний
differ	0.230	0.398	0.396	відрізняються
difference	0.474	0.560	0.483	різниця
differences	0.365	0.582	0.342	відмінності
different	0.612	0.394	0.473	інший
differential	0.520	0.378	0.535	диференціал
differentiation	0.367	0.561	0.535	диференціація
differently	0.480	0.431	0.506	інакше
differing	0.418	0.410	0.455	відрізняються
difficult	0.235	0.700	0.508	важко
difficulties	0.082	0.784	0.357	ускладнення
difficulty	0.079	0.740	0.368	труднощі
diffuse	0.430	0.431	0.321	дифузний
diffusion	0.356	0.615	0.517	дифузія
dig	0.367	0.585	0.637	копати
digest	0.720	0.413	0.483	дайджест
digestion	0.531	0.410	0.455	травлення
digestive	0.542	0.413	0.434	травний
digit	0.447	0.286	0.333	цифра
digital	0.740	0.382	0.529	цифровий
dignified	0.766	0.481	0.635	гідно
dignify	0.854	0.588	0.735	гідність
dignity	0.844	0.391	0.873	гідність
digress	0.271	0.625	0.411	відступ
digs	0.448	0.670	0.635	копає
dike	0.360	0.384	0.490	дамба
dilapidated	0.229	0.618	0.286	напівзруйнований
dilatation	0.385	0.574	0.368	розширення
dilation	0.347	0.490	0.578	розширення
dildo	0.536	0.587	0.491	фалоімітатор
dilemma	0.153	0.590	0.430	дилема
diligence	0.688	0.423	0.700	старанність
diligent	0.760	0.426	0.759	старанний
dill	0.427	0.360	0.373	кріп
diluent	0.417	0.344	0.332	розріджувач
dilute	0.275	0.192	0.349	розбавити
diluted	0.469	0.310	0.229	розведений
dilution	0.445	0.337	0.352	розведення
dim	0.398	0.321	0.273	тьмяний
dime	0.653	0.317	0.345	копійки
dimension	0.592	0.415	0.627	вимір
dimensional	0.561	0.484	0.596	габаритний
diminish	0.240	0.357	0.167	зменшуватися
diminished	0.156	0.269	0.196	зменшився
diminution	0.316	0.296	0.245	зменшення
diminutive	0.323	0.200	0.109	зменшувальний
dimwit	0.255	0.459	0.175	тупік
din	0.440	0.417	0.398	дин
dine	0.821	0.519	0.478	обідати
diner	0.643	0.302	0.538	їдальня
dinghy	0.510	0.269	0.325	шлюпка
dingo	0.608	0.472	0.346	дінго
dingy	0.156	0.483	0.343	брудний
dining	0.724	0.350	0.459	їдальня
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	вечеря
dinnertime	0.796	0.406	0.341	час обідати
dinosaur	0.448	0.630	0.596	динозавр
dint	0.378	0.480	0.492	вм'ятина
diocesan	0.520	0.283	0.518	єпархіальний
diocese	0.510	0.288	0.575	єпархія
diorama	0.592	0.441	0.462	діорама
dioxide	0.354	0.433	0.456	двоокис
dip	0.516	0.583	0.397	окунути
diploma	0.750	0.462	0.731	диплом
diplomacy	0.740	0.396	0.774	дипломатія
diplomat	0.563	0.262	0.868	дипломат
diplomatic	0.653	0.363	0.918	дипломатичний
dipper	0.548	0.361	0.348	ковш
dippy	0.430	0.402	0.340	диппі
dipstick	0.365	0.312	0.316	щуп
dire	0.214	0.660	0.259	страшний
direct	0.793	0.403	0.650	прямий
directed	0.542	0.490	0.541	спрямований
direction	0.719	0.330	0.684	напрямок
directive	0.604	0.530	0.918	директива
directly	0.747	0.400	0.702	безпосередньо
director	0.688	0.580	0.912	директор
directory	0.439	0.413	0.538	каталог
dirt	0.112	0.500	0.236	бруд
dirty	0.153	0.460	0.170	брудний
disability	0.073	0.482	0.173	інвалідність
disable	0.115	0.430	0.269	відключити
disabled	0.308	0.443	0.235	вимкнено
disadvantage	0.150	0.377	0.282	недолік
disaffected	0.176	0.410	0.291	незадоволений
disagree	0.133	0.590	0.345	не згоден
disagreeable	0.042	0.643	0.178	неприємний
disagreeing	0.255	0.643	0.350	не погоджуючись
disagreement	0.104	0.618	0.236	незгода
disallow	0.156	0.519	0.424	заборонити
disallowed	0.135	0.500	0.328	заборонено
disapointment	0.104	0.418	0.231	розчарування
disappear	0.143	0.441	0.350	зникнути
disappearance	0.214	0.698	0.367	зникнення
disappearing	0.167	0.427	0.379	зникнення
disappoint	0.150	0.633	0.288	розчарувати
disappointed	0.071	0.472	0.241	розчарований
disappointing	0.073	0.640	0.200	розчаровує
disappointment	0.115	0.490	0.336	розчарування
disapproval	0.085	0.551	0.367	несхвалення
disapprove	0.160	0.594	0.445	не схвалюють
disapproved	0.104	0.550	0.114	відхилено
disapproving	0.245	0.625	0.452	несхвально
disarm	0.292	0.528	0.613	роззброїти
disarray	0.198	0.657	0.223	безладдя
disaster	0.082	0.892	0.433	катастрофа
disastrous	0.071	0.741	0.439	катастрофічним
disband	0.302	0.491	0.417	розформувати
disbelief	0.188	0.409	0.373	недовіра
disbelieve	0.188	0.441	0.352	не вірити
disburse	0.418	0.473	0.353	виплачувати
disbursement	0.240	0.443	0.435	виплата
disc	0.622	0.410	0.426	диск
discard	0.240	0.343	0.337	відкинути
discarded	0.229	0.460	0.308	відкинуто
discards	0.240	0.464	0.391	відкидає
discern	0.459	0.566	0.518	розрізняти
discernible	0.427	0.441	0.481	помітний
discerning	0.542	0.584	0.780	розбірливий
discernment	0.408	0.471	0.694	проникливість
discharge	0.427	0.538	0.578	розрядка
disciple	0.765	0.385	0.462	учень
disciplinary	0.562	0.593	0.796	дисциплінарний
discipline	0.615	0.471	0.806	дисциплінованість
disciplined	0.728	0.450	0.750	дисциплінований
disclaim	0.235	0.509	0.321	відмовитися від відповідальності
disclaimer	0.367	0.571	0.542	застереження
disclose	0.490	0.570	0.545	розкривати
disclosed	0.271	0.575	0.546	розкрито
disclosure	0.500	0.615	0.710	розкриття
disco	0.710	0.806	0.575	дискотека
discoloration	0.224	0.373	0.414	зміна кольору
discolored	0.204	0.340	0.269	знебарвлений
discomfort	0.153	0.719	0.272	дискомфорт
disconcerted	0.100	0.612	0.288	збентежений
disconcerting	0.106	0.549	0.269	бентежить
disconnect	0.438	0.292	0.191	відключити
disconnected	0.292	0.276	0.173	відключений
disconnection	0.167	0.283	0.277	відключення
