English Word	Valence	Arousal	Dominance	Hausa Word
collarbone	0.420	0.427	0.306	kashin wuya
collate	0.438	0.448	0.580	tattara
collateral	0.531	0.422	0.717	jingina
collation	0.520	0.333	0.508	tattara
colleague	0.740	0.413	0.600	abokin aiki
collect	0.635	0.481	0.491	tara
collected	0.570	0.402	0.588	tattara
collection	0.725	0.311	0.588	tarin
collective	0.583	0.458	0.698	gamayya
collectively	0.817	0.573	0.533	tare
collector	0.552	0.481	0.648	mai tarawa
college	0.700	0.467	0.746	kwalejin
collegiate	0.592	0.461	0.678	jami'a
collide	0.271	0.892	0.557	yi karo
collie	0.562	0.308	0.328	kolli
collision	0.245	0.848	0.585	karo
collocation	0.637	0.360	0.594	haduwa
colloquial	0.604	0.363	0.368	na magana
collusion	0.365	0.510	0.400	hada baki
cologne	0.677	0.413	0.552	cologne
colon	0.449	0.394	0.384	hanji
colonel	0.459	0.592	0.890	kanar
colonial	0.553	0.327	0.613	mulkin mallaka
colonic	0.333	0.420	0.430	mai mulkin mallaka
colonoscopy	0.208	0.524	0.466	colonoscopy
colony	0.716	0.353	0.593	mulkin mallaka
colophon	0.500	0.408	0.385	colophon
color	0.786	0.280	0.402	launi
coloration	0.541	0.520	0.443	launi
colored	0.806	0.317	0.275	masu launi
colorful	0.850	0.520	0.519	m
coloring	0.781	0.469	0.353	canza launi
colorless	0.354	0.340	0.250	mara launi
colors	0.875	0.349	0.340	launuka
colossal	0.698	0.692	0.900	m
colt	0.561	0.587	0.543	maraƙi
columbine	0.520	0.521	0.407	kolumbi
column	0.480	0.250	0.670	shafi
columnar	0.448	0.340	0.491	columnar
columnist	0.646	0.365	0.648	marubuci
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	suma
comatose	0.143	0.438	0.433	koma baya
comb	0.490	0.123	0.268	tsefe
combat	0.302	0.846	0.833	fada
combatant	0.531	0.853	0.780	m
combative	0.381	0.690	0.816	m
combination	0.708	0.480	0.726	hade
combinatorial	0.561	0.436	0.428	hadawa
combine	0.663	0.442	0.533	hada
combined	0.622	0.370	0.500	hade
combo	0.698	0.439	0.453	haduwa
combustible	0.386	0.650	0.750	m
combustion	0.457	0.807	0.591	konewa
come	0.529	0.269	0.558	zo
comeback	0.580	0.409	0.555	dawo
comedian	0.812	0.735	0.598	ɗan wasan barkwanci
comedy	0.918	0.555	0.490	wasan ban dariya
comet	0.704	0.679	0.471	tauraro mai wutsiya
comfort	0.863	0.231	0.670	ta'aziyya
comfortable	0.927	0.163	0.473	dadi
comforter	0.618	0.275	0.302	mai ta'aziyya
comforting	0.906	0.337	0.620	ta'aziyya
comfy	0.930	0.241	0.625	dadi
comic	0.917	0.459	0.387	ban dariya
comical	0.844	0.737	0.327	ban dariya
comics	0.690	0.556	0.384	ban dariya
coming	0.653	0.417	0.500	zuwa
comma	0.344	0.269	0.242	waƙafi
command	0.427	0.790	0.849	umarni
commandant	0.622	0.700	0.943	kwamandan
commandeer	0.552	0.639	0.931	kwamanda
commander	0.531	0.615	0.906	kwamanda
commanding	0.562	0.664	0.925	umarni
commandment	0.656	0.490	0.876	umarni
commando	0.323	0.710	0.817	umurnin
commemorate	0.812	0.602	0.636	tunawa
commemoration	0.719	0.615	0.754	tunawa
commemorative	0.750	0.438	0.754	abin tunawa
commence	0.760	0.585	0.741	fara
commend	0.906	0.694	0.711	yabawa
commendable	0.786	0.570	0.555	abin yabawa
commendation	0.911	0.500	0.639	yabawa
commensurate	0.610	0.304	0.550	m
comment	0.667	0.417	0.379	sharhi
commentary	0.602	0.402	0.446	sharhi
commentator	0.492	0.510	0.607	mai sharhi
commerce	0.646	0.500	0.788	kasuwanci
commercial	0.806	0.490	0.528	kasuwanci
commie	0.385	0.519	0.454	komi
commissary	0.385	0.500	0.788	kwamishina
commission	0.677	0.480	0.571	hukumar
commissioner	0.602	0.449	0.949	kwamishinan
commit	0.365	0.529	0.491	aikata
commitment	0.714	0.710	0.843	sadaukarwa
committal	0.472	0.519	0.582	sadaukarwa
committed	0.710	0.542	0.712	aikata
committee	0.592	0.392	0.721	kwamitin
commodity	0.615	0.394	0.537	kayayyaki
commodore	0.427	0.530	0.636	commodore
common	0.600	0.127	0.318	gama gari
commoner	0.448	0.365	0.327	na kowa
commonly	0.604	0.170	0.574	yawanci
commonplace	0.520	0.337	0.442	gama gari
commons	0.633	0.396	0.623	gama gari
commonwealth	0.630	0.406	0.702	mulkin mallaka
commotion	0.490	0.700	0.646	tashin hankali
communal	0.592	0.321	0.556	na jama'a
commune	0.500	0.488	0.655	gama gari
communicable	0.796	0.491	0.623	m
communicate	0.823	0.410	0.696	sadarwa
communication	0.837	0.400	0.649	sadarwa
communicative	0.847	0.560	0.637	sadarwa
communicator	0.573	0.509	0.796	mai sadarwa
communion	0.765	0.357	0.607	tarayya
communism	0.264	0.570	0.623	kwaminisanci
communist	0.265	0.702	0.632	kwaminisanci
community	0.750	0.350	0.659	al'umma
commutation	0.469	0.431	0.652	motsi
commutative	0.667	0.442	0.569	m
commute	0.622	0.582	0.565	tafiya
commuter	0.646	0.520	0.512	matafiya
comp	0.573	0.450	0.371	comp
compact	0.458	0.417	0.673	m
compaction	0.531	0.471	0.582	m
compactness	0.582	0.352	0.454	m
companion	0.770	0.377	0.618	abokin tafiya
companionless	0.271	0.259	0.200	maras aboki
companionship	0.833	0.438	0.792	zumunci
company	0.906	0.425	0.798	kamfani
comparable	0.562	0.443	0.458	m
comparative	0.470	0.273	0.562	m
comparatively	0.604	0.391	0.538	kwatankwacinsa
compare	0.552	0.408	0.524	kwatanta
comparison	0.583	0.456	0.492	kwatanta
compartment	0.500	0.389	0.607	daki
compass	0.541	0.307	0.529	kamfas
compassion	0.735	0.258	0.509	tausayi
compassionate	0.857	0.404	0.411	mai tausayi
compatibility	0.816	0.450	0.673	dacewa
compatible	0.892	0.387	0.638	m
compel	0.200	0.847	0.625	tilastawa
compelled	0.333	0.654	0.347	dole
compelling	0.698	0.570	0.870	tursasawa
compendium	0.610	0.461	0.537	compendium
compensate	0.612	0.429	0.762	rama
compensation	0.775	0.469	0.598	diyya
compensatory	0.589	0.490	0.700	diyya
compete	0.573	0.745	0.786	gasa
competence	0.615	0.802	0.823	iyawa
competency	0.768	0.775	0.764	iyawa
competent	0.865	0.560	0.904	m
competition	0.580	0.790	0.798	gasar
competitive	0.447	0.718	0.908	m
competitor	0.612	0.959	0.861	dan takara
compilation	0.530	0.512	0.606	tari
compile	0.600	0.413	0.519	tattara
complacency	0.604	0.503	0.519	gamsuwa
complacent	0.625	0.452	0.518	m
complain	0.143	0.682	0.360	korafi
complaint	0.143	0.606	0.281	korafi
complement	0.760	0.277	0.600	cika
complementary	0.714	0.320	0.586	m
complete	0.750	0.414	0.809	cikakke
completed	0.823	0.357	0.777	kammala
completely	0.730	0.370	0.690	gaba daya
completeness	0.823	0.433	0.769	cikakkiya
completing	0.614	0.500	0.769	kammalawa
completion	0.656	0.470	0.525	kammalawa
complex	0.388	0.608	0.550	hadaddun
complexed	0.312	0.577	0.612	hadaddun
complexion	0.521	0.520	0.380	launin fata
complexity	0.479	0.620	0.595	hadaddun
compliance	0.750	0.462	0.750	yarda
compliant	0.677	0.310	0.519	m
complicate	0.210	0.657	0.404	rikitarwa
complicated	0.211	0.660	0.455	rikitarwa
complication	0.365	0.726	0.330	rikitarwa
complicity	0.323	0.684	0.670	wahala
compliment	0.820	0.490	0.651	yabo
complimentary	0.823	0.413	0.435	m
comply	0.806	0.370	0.638	bi
complying	0.729	0.423	0.590	biyayya
compo	0.500	0.346	0.390	compo
component	0.531	0.382	0.525	bangaren
compose	0.639	0.432	0.694	rubuta
composed	0.684	0.385	0.682	hada
composer	0.822	0.588	0.691	mawaki
composite	0.591	0.459	0.620	hadawa
composition	0.765	0.408	0.652	abun da ke ciki
compost	0.480	0.404	0.441	taki
composure	0.802	0.354	0.717	nutsuwa
compound	0.635	0.385	0.735	fili
comprehend	0.875	0.365	0.689	fahimta
comprehension	0.908	0.387	0.688	fahimta
comprehensive	0.796	0.385	0.644	m
compress	0.406	0.412	0.460	damfara
compressed	0.323	0.396	0.388	matsa
compressible	0.622	0.392	0.585	m
compression	0.646	0.521	0.579	matsawa
compressor	0.418	0.481	0.630	compressor
comprise	0.839	0.373	0.669	kunshi
compromise	0.677	0.520	0.805	sasantawa
comptroller	0.402	0.481	0.866	kwanturola
compulsion	0.118	0.760	0.604	tilas
compulsive	0.347	0.871	0.573	tilas
compulsory	0.343	0.541	0.791	wajibi
computable	0.570	0.402	0.545	m
computation	0.583	0.429	0.697	lissafi
compute	0.531	0.408	0.564	lissafta
computer	0.802	0.356	0.639	kwamfuta
computerized	0.677	0.450	0.657	kwamfuta
computing	0.745	0.398	0.695	kwamfuta
comrade	0.781	0.412	0.804	abokin aiki
con	0.255	0.736	0.427	con
concatenation	0.480	0.593	0.539	concatenation
concave	0.441	0.349	0.349	concave
conceal	0.312	0.436	0.306	boye
concealed	0.344	0.363	0.352	boye
concealment	0.302	0.570	0.390	boyewa
concede	0.670	0.324	0.473	yarda
conceit	0.354	0.625	0.309	girman kai
conceited	0.194	0.667	0.473	girman kai
conceivable	0.730	0.350	0.613	m
conceive	0.708	0.538	0.700	daukar ciki
concentrate	0.750	0.439	0.743	maida hankali
concentration	0.735	0.500	0.722	maida hankali
concentric	0.730	0.479	0.635	mai da hankali
concept	0.573	0.265	0.632	ra'ayi
conception	0.694	0.490	0.614	tunani
concern	0.250	0.734	0.463	damuwa
concerned	0.292	0.698	0.350	damuwa
concert	0.938	0.867	0.718	wasan kwaikwayo
concerto	0.613	0.759	0.679	concerto
concession	0.588	0.423	0.615	rangwame
concessional	0.770	0.493	0.657	m
conch	0.583	0.306	0.339	kwankwaso
concierge	0.480	0.343	0.343	concierge
conciliation	0.792	0.475	0.726	sulhu
concise	0.583	0.298	0.620	a takaice
conclave	0.573	0.440	0.611	conclave
conclude	0.530	0.267	0.679	kammala
concluding	0.531	0.382	0.603	kammalawa
conclusion	0.615	0.377	0.659	ƙarshe
conclusive	0.500	0.427	0.745	m
concoction	0.448	0.459	0.417	concoction
concomitant	0.427	0.482	0.727	m
concord	0.677	0.320	0.586	yarjejeniya
concordance	0.625	0.358	0.608	concordance
concours	0.500	0.530	0.495	concours
concourse	0.740	0.657	0.528	taro
concrete	0.633	0.420	0.547	kankare
concubine	0.388	0.594	0.476	ƙwarƙwara
concur	0.459	0.394	0.429	yarda
concurrence	0.764	0.627	0.613	daidaituwa
concurrent	0.573	0.547	0.741	lokaci guda
concurring	0.573	0.600	0.681	m
concussion	0.072	0.708	0.482	tashin hankali
condemn	0.102	0.793	0.625	hukunta
condemnation	0.133	0.725	0.449	hukunci
condensation	0.510	0.316	0.538	kumburi
condensed	0.598	0.415	0.623	m
condescending	0.583	0.363	0.593	tawali'u
condescension	0.521	0.377	0.565	tawali'u
condiment	0.520	0.333	0.433	kayan yaji
condition	0.500	0.469	0.519	yanayi
conditional	0.521	0.343	0.556	na sharadi
conditionally	0.396	0.419	0.617	bisa sharadi
conditioned	0.490	0.417	0.616	sharadi
conditioner	0.781	0.360	0.538	kwandishan
conditioning	0.440	0.468	0.617	kwantar da hankali
conditions	0.551	0.441	0.593	yanayi
condo	0.439	0.288	0.607	condo
condolence	0.260	0.443	0.404	ta'aziyya
condolences	0.198	0.480	0.288	ta'aziyya
condom	0.406	0.637	0.500	kwaroron roba
condone	0.571	0.441	0.619	yi hakuri
condor	0.573	0.388	0.519	condor
conducive	0.775	0.479	0.679	m
conduct	0.453	0.510	0.750	hali
conduction	0.530	0.557	0.717	gudanarwa
conductivity	0.583	0.575	0.642	rashin daidaituwa
conductor	0.677	0.663	0.621	madugu
conduit	0.470	0.302	0.413	magudanar ruwa
cone	0.417	0.208	0.343	mazugi
confederacy	0.590	0.541	0.736	tarayya
confederate	0.551	0.546	0.792	tarayya
confederation	0.663	0.404	0.830	tarayya
confer	0.573	0.482	0.583	bayar da
conference	0.688	0.615	0.606	taro
confess	0.360	0.712	0.431	furta
confession	0.469	0.642	0.460	ikirari
confessional	0.458	0.392	0.629	m
confessions	0.325	0.538	0.658	ikirari
confetti	0.781	0.573	0.250	confetti
confidant	0.837	0.633	0.631	m
confide	0.669	0.472	0.595	amincewa
confidence	0.959	0.276	0.943	amincewa
confident	0.765	0.324	0.723	m
confidential	0.643	0.471	0.761	sirri
confidentiality	0.667	0.431	0.718	sirri
confidentially	0.633	0.469	0.558	a boye
configuration	0.540	0.443	0.591	daidaitawa
confine	0.327	0.551	0.538	tsare
confined	0.286	0.472	0.444	tsare
confinement	0.333	0.656	0.520	tsare
confines	0.396	0.386	0.542	tsare
confirm	0.802	0.439	0.806	tabbatar
confirmation	0.812	0.480	0.692	tabbatarwa
confirmatory	0.656	0.500	0.683	mai tabbatarwa
confirmed	0.760	0.490	0.764	tabbatar
confiscate	0.250	0.625	0.482	kwace
confiscation	0.208	0.706	0.586	kwace
conflagration	0.344	0.721	0.594	tashin hankali
conflict	0.335	0.906	0.471	rikici
conflicting	0.173	0.738	0.553	rikice-rikice
confluence	0.677	0.598	0.565	haduwa
conform	0.479	0.380	0.375	daidaita
conformance	0.608	0.278	0.254	yarda
conformation	0.622	0.435	0.711	daidaituwa
conformity	0.645	0.363	0.579	daidaituwa
confound	0.347	0.529	0.333	rikice
confounded	0.333	0.528	0.264	a rude
confront	0.281	0.760	0.746	fuskantar
confrontation	0.177	0.870	0.658	adawa
confuse	0.100	0.580	0.270	rude
confused	0.220	0.650	0.179	rude
confusing	0.229	0.690	0.222	m
confusion	0.255	0.667	0.277	rudani
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	m
congenital	0.448	0.434	0.427	haihuwa
congestion	0.271	0.654	0.491	cunkoso
conglomerate	0.500	0.500	0.838	conglomerate
conglomeration	0.541	0.720	0.670	taro
congrats	0.930	0.726	0.775	taya murna
congratulate	0.927	0.724	0.784	taya murna
congratulation	0.948	0.780	0.717	taya murna
congratulations	0.960	0.755	0.719	ina tayaka murna
congratulatory	0.959	0.616	0.689	taya murna
congregate	0.653	0.530	0.733	taro
congregation	0.561	0.490	0.700	ikilisiya
congress	0.449	0.444	0.857	majalisa
congressional	0.552	0.491	0.848	majalisa
congressman	0.438	0.471	0.877	dan majalisa
congruence	0.656	0.472	0.577	haduwa
conic	0.510	0.368	0.379	conik
conical	0.490	0.422	0.471	conical
conjecture	0.396	0.398	0.534	zato
conjugal	0.698	0.510	0.688	conjugal
conjugate	0.583	0.420	0.467	conjugate
conjugation	0.479	0.429	0.582	conjugation
conjunction	0.520	0.472	0.509	haɗin gwiwa
conjunctive	0.487	0.444	0.639	hadewa
conjure	0.385	0.679	0.645	conjure
conjuring	0.224	0.653	0.694	conjuring
conk	0.340	0.469	0.404	tsinke
connect	0.724	0.299	0.536	haɗi
connected	0.816	0.550	0.612	hade
connection	0.729	0.560	0.655	haɗi
connective	0.719	0.491	0.764	haɗi
connoisseur	0.760	0.461	0.769	masani
conquer	0.694	0.873	0.971	nasara
conquering	0.760	0.873	0.936	cin nasara
conqueror	0.604	0.809	0.930	mai nasara
conquest	0.710	0.702	0.833	cin nasara
conscience	0.663	0.375	0.721	lamiri
conscientious	0.688	0.404	0.688	m
conscious	0.740	0.333	0.705	m
consciousness	0.840	0.483	0.755	sani
conscription	0.396	0.775	0.642	shiga aikin yi
consecrated	0.663	0.500	0.800	tsarkakewa
consecration	0.771	0.418	0.804	tsarkakewa
consecutive	0.663	0.418	0.643	a jere
consensual	0.663	0.417	0.655	yarda
consensus	0.627	0.358	0.625	yarjejeniya
consent	0.750	0.500	0.620	yarda
consenting	0.727	0.406	0.693	yarda
consequence	0.240	0.721	0.593	sakamako
consequent	0.663	0.471	0.625	sakamakon haka
conservation	0.832	0.401	0.606	kiyayewa
conservatism	0.406	0.369	0.633	ra'ayin mazan jiya
conservative	0.615	0.316	0.788	masu ra'ayin mazan jiya
conservatory	0.635	0.240	0.729	ɗakin ajiya
conserve	0.690	0.347	0.573	kiyayewa
consider	0.677	0.368	0.579	la'akari
considerable	0.653	0.314	0.683	babba
considerate	0.781	0.380	0.633	m
consideration	0.589	0.380	0.687	la'akari
consignee	0.635	0.385	0.602	manzo
consignment	0.490	0.440	0.500	kaya
consist	0.823	0.386	0.580	kunshi
consistency	0.714	0.500	0.887	daidaito
consistent	0.786	0.431	0.726	m
consolation	0.408	0.250	0.304	ta'aziyya
console	0.625	0.398	0.415	wasan bidiyo
consoled	0.700	0.343	0.452	ta'aziyya
consolidate	0.880	0.440	0.870	ƙarfafa
consolidated	0.700	0.366	0.784	ƙarfafa
consolidation	0.604	0.445	0.776	ƙarfafawa
consonant	0.500	0.347	0.417	baki
consort	0.632	0.509	0.630	abokin tarayya
conspicuous	0.479	0.520	0.596	m
conspiracy	0.125	0.787	0.652	makirci
conspirator	0.271	0.786	0.707	maƙarƙashiya
conspire	0.206	0.740	0.520	makirci
constable	0.573	0.667	0.764	dan sanda
constancy	0.786	0.443	0.763	dindindin
constant	0.740	0.296	0.686	m
constantly	0.663	0.561	0.700	akai-akai
constellation	0.719	0.533	0.775	ƙungiyar taurari
consternation	0.167	0.680	0.469	mamaki
constipation	0.079	0.612	0.231	maƙarƙashiya
constituency	0.500	0.480	0.696	mazabar
constituent	0.573	0.500	0.827	abun ciki
constituents	0.573	0.414	0.833	abubuwa
constitute	0.812	0.349	0.906	kunshi
constitution	0.590	0.380	0.889	tsarin mulki
constitutional	0.633	0.418	0.827	tsarin mulki
constitutionality	0.612	0.439	0.853	tsarin mulki
constrain	0.261	0.500	0.500	takura
constrained	0.135	0.537	0.357	takura
constraint	0.323	0.550	0.481	takura
construct	0.750	0.648	0.792	gina
construction	0.848	0.612	0.759	gini
constructive	0.860	0.570	0.812	m
construe	0.602	0.519	0.553	fassara
consul	0.573	0.354	0.688	consul
consulate	0.561	0.453	0.694	ofishin jakadancin
consult	0.755	0.370	0.441	tuntuba
consultant	0.770	0.344	0.808	mai ba da shawara
consultation	0.660	0.463	0.625	shawara
consume	0.427	0.620	0.509	cinye
consumer	0.507	0.551	0.677	mabukaci
consuming	0.573	0.541	0.536	cinyewa
consummate	0.551	0.540	0.558	cinyewa
consummation	0.583	0.676	0.661	cikawa
consumption	0.390	0.531	0.538	cin abinci
contact	0.719	0.424	0.526	tuntuɓar
contagion	0.208	0.630	0.535	kamuwa da cuta
contagious	0.184	0.725	0.400	mai yaɗuwa
contain	0.542	0.490	0.658	ƙunshi
container	0.551	0.396	0.561	ganga
containment	0.411	0.491	0.618	tsarewa
contaminate	0.140	0.611	0.426	gurbata
contaminated	0.040	0.500	0.368	gurbatacce
contamination	0.125	0.610	0.375	gurbacewa
contemplate	0.740	0.347	0.642	yi la'akari
contemplation	0.552	0.324	0.627	tunani
contemplative	0.729	0.308	0.739	m
contemporaneous	0.640	0.373	0.591	na zamani
contemporary	0.720	0.365	0.569	na zamani
contempt	0.206	0.635	0.396	raini
contemptible	0.146	0.657	0.471	m
contemptuous	0.204	0.500	0.375	m
contend	0.510	0.657	0.731	jayayya
contender	0.480	0.790	0.681	dan takara
contending	0.490	0.698	0.716	jayayya
content	0.764	0.296	0.559	abun ciki
contented	0.857	0.612	0.746	gamsu
contention	0.375	0.510	0.738	jayayya
contentious	0.422	0.573	0.637	m
contentment	0.875	0.610	0.782	gamsuwa
contents	0.656	0.375	0.550	abun ciki
contest	0.667	0.698	0.717	takara
contestant	0.760	0.530	0.602	dan takara
context	0.531	0.300	0.553	mahallin
contiguous	0.375	0.450	0.500	m
continence	0.450	0.396	0.469	ci gaba
continent	0.551	0.373	0.833	nahiyar
continental	0.486	0.350	0.755	nahiya
contingency	0.396	0.500	0.670	rashin tabbas
contingent	0.470	0.531	0.659	abun ciki
continual	0.500	0.423	0.685	ci gaba
continually	0.646	0.438	0.698	ci gaba da
continuance	0.729	0.510	0.652	ci gaba
continuation	0.615	0.470	0.566	ci gaba
continue	0.630	0.427	0.612	ci gaba
continued	0.635	0.440	0.500	ya ci gaba
continuing	0.667	0.500	0.520	ci gaba
continuity	0.781	0.439	0.684	ci gaba
continuous	0.625	0.509	0.580	ci gaba
continuously	0.719	0.417	0.702	ci gaba
continuum	0.677	0.390	0.491	ci gaba
contour	0.589	0.265	0.414	kwane-kwane
contraband	0.177	0.875	0.670	haramtacciyar hanya
contraception	0.296	0.518	0.525	hana daukar ciki
contract	0.594	0.412	0.636	kwangila
contracted	0.344	0.557	0.449	kwangila
contractile	0.480	0.586	0.569	kwangila
contracting	0.594	0.490	0.769	kwangila
contraction	0.292	0.755	0.603	ƙanƙancewa
contractor	0.592	0.479	0.727	dan kwangila
contradict	0.160	0.598	0.482	sabani
contradiction	0.250	0.660	0.377	sabani
contradictory	0.365	0.651	0.421	sabani
contraption	0.448	0.590	0.491	hanawa
contrary	0.327	0.449	0.338	akasin haka
contrast	0.480	0.406	0.520	bambanci
contrasted	0.521	0.538	0.491	bambanta
contravene	0.357	0.618	0.472	sabani
contravention	0.344	0.627	0.593	sabani
contribute	0.806	0.350	0.795	ba da gudummawa
contribution	0.854	0.452	0.760	gudunmawa
contributor	0.844	0.510	0.760	mai ba da gudummawa
contrite	0.347	0.363	0.473	mai da hankali
contrition	0.347	0.583	0.463	taimako
contrived	0.408	0.530	0.458	controd
control	0.729	0.352	0.808	sarrafawa
controller	0.469	0.712	0.868	mai sarrafawa
controlling	0.490	0.441	0.885	sarrafawa
controversial	0.271	0.858	0.538	m
controversy	0.250	0.819	0.600	jayayya
contusion	0.167	0.565	0.509	tashin hankali
conundrum	0.354	0.524	0.408	rikice
convalescent	0.458	0.480	0.269	convalescent
convection	0.521	0.494	0.526	convection
convene	0.583	0.676	0.636	taro
convenience	0.781	0.448	0.613	saukaka
conveniences	0.802	0.412	0.693	saukaka
convenient	0.846	0.491	0.574	dace
convent	0.480	0.217	0.594	zuhudu
convention	0.622	0.622	0.704	al'ada
conventional	0.594	0.292	0.634	na al'ada
converge	0.635	0.471	0.539	haduwa
convergence	0.551	0.491	0.625	haduwa
convergent	0.781	0.490	0.696	convergent
conversant	0.724	0.360	0.542	mai magana
conversation	0.750	0.510	0.609	zance
conversational	0.719	0.431	0.596	tattaunawa
conversationalist	0.719	0.467	0.667	mai magana
converse	0.594	0.406	0.598	tattaunawa
conversing	0.755	0.409	0.442	tattaunawa
conversion	0.480	0.605	0.736	tuba
convert	0.551	0.538	0.704	tuba
converted	0.663	0.418	0.686	tuba
convertible	0.542	0.529	0.717	mai iya canzawa
convex	0.438	0.427	0.445	convex
convexity	0.449	0.354	0.484	convexity
convey	0.719	0.633	0.708	isarwa
conveyance	0.615	0.520	0.455	isarwa
conveyancing	0.375	0.479	0.663	isarwa
convict	0.177	0.840	0.477	mai laifi
conviction	0.615	0.704	0.826	hukunci
convince	0.708	0.539	0.763	shawo kan
convinced	0.750	0.500	0.630	gamsuwa
convincing	0.760	0.527	0.900	gamsarwa
convocation	0.538	0.611	0.663	taro
convoluted	0.323	0.614	0.433	m
convolution	0.417	0.559	0.527	rikice-rikice
convoy	0.500	0.671	0.639	ayarin motocin
coo	0.490	0.439	0.500	ku
cook	0.847	0.500	0.412	dafa abinci
cookbook	0.602	0.346	0.398	littafin dafa abinci
cooker	0.592	0.373	0.407	mai dafa abinci
cookery	0.633	0.368	0.345	dafa abinci
cookie	0.792	0.306	0.250	kuki
cookies	0.823	0.451	0.316	kukis
cooking	0.694	0.510	0.434	dafa abinci
cookout	0.680	0.406	0.482	dafa abinci
cool	0.885	0.540	0.781	sanyi
coolant	0.720	0.412	0.456	mai sanyaya
cooler	0.664	0.375	0.460	mai sanyaya
cooling	0.469	0.324	0.392	sanyaya
coolness	0.490	0.307	0.548	sanyi
coon	0.490	0.460	0.400	ku
coop	0.612	0.445	0.650	coop
cooperate	0.898	0.451	0.582	hada kai
cooperating	0.760	0.390	0.693	hadin kai
cooperation	0.847	0.473	0.686	hadin gwiwa
cooperative	0.816	0.461	0.670	hadin kai
coordinate	0.698	0.429	0.694	daidaitawa
coordination	0.677	0.454	0.789	daidaitawa
coordinator	0.750	0.510	0.850	mai gudanarwa
cop	0.327	0.770	0.836	dan sanda
copacetic	0.510	0.471	0.453	copacetic
cope	0.592	0.647	0.709	jimre
copier	0.459	0.345	0.390	mai kwafi
copilot	0.640	0.538	0.573	matukin jirgi
coping	0.562	0.630	0.613	jimre wa
copious	0.427	0.462	0.527	m
copper	0.580	0.260	0.500	jan karfe
copter	0.571	0.704	0.569	dan kwafsa
copy	0.460	0.240	0.263	kwafi
copycat	0.449	0.580	0.443	kwafi
copying	0.448	0.315	0.404	yin kwafi
copyright	0.458	0.402	0.663	haƙƙin mallaka
coral	0.802	0.231	0.425	murjani
coral snake	0.276	0.712	0.607	murjani maciji
cord	0.388	0.378	0.358	igiya
cordial	0.823	0.312	0.482	m
cordless	0.667	0.441	0.528	mara igiya
cordon	0.469	0.317	0.380	igiyar ruwa
corduroy	0.570	0.324	0.357	corduroy
