English Word	Valence	Arousal	Dominance	Nepali Word
cease	0.388	0.250	0.420	बन्द
ceasefire	0.542	0.594	0.567	युद्धविराम
ceaseless	0.378	0.704	0.658	निरन्तर
cedar	0.560	0.267	0.577	देवदार
cede	0.275	0.327	0.402	सुम्पनु
ceiling	0.520	0.224	0.366	छत
celebrant	0.865	0.656	0.643	उत्सव मनाउने
celebrate	0.917	0.857	0.859	मनाउने
celebrated	0.875	0.690	0.763	मनाइयो
celebrating	0.927	0.860	0.773	मनाउँदै
celebration	0.939	0.824	0.880	उत्सव
celebrations	0.958	0.794	0.714	उत्सवहरू
celebratory	0.857	0.653	0.845	उत्सव मनाउने
celebrity	0.760	0.619	0.855	सेलिब्रिटी
celery	0.396	0.147	0.223	अजवाइन
celestial	0.817	0.360	0.731	आकाशीय
celibacy	0.302	0.276	0.509	ब्रह्मचर्य
celibate	0.419	0.387	0.391	ब्रह्मचारी
cell	0.541	0.375	0.465	सेल
cellar	0.510	0.277	0.406	तहखाने
cellblock	0.186	0.570	0.500	सेलब्लक
cellist	0.667	0.500	0.486	सेलिस्ट
cellmate	0.167	0.684	0.349	सेलमेट
cello	0.635	0.324	0.528	सेलो
cellophane	0.648	0.282	0.289	सेलोफेन
cellular	0.643	0.398	0.517	सेलुलर
cellulite	0.200	0.384	0.256	सेल्युलाईट
celluloid	0.469	0.440	0.425	सेल्युलोइड
cement	0.544	0.265	0.527	सिमेन्ट
cemented	0.429	0.382	0.537	सिमेन्ट गरिएको
cemetery	0.051	0.630	0.417	चिहान
censor	0.344	0.276	0.538	सेन्सर
censorship	0.219	0.698	0.421	सेन्सरशिप
censure	0.219	0.653	0.417	निन्दा
census	0.449	0.289	0.553	जनगणना
cent	0.439	0.367	0.402	सेन्ट
centenary	0.604	0.440	0.642	शताब्दी
centennial	0.583	0.394	0.700	शताब्दी
center	0.643	0.231	0.431	केन्द्र
centerfold	0.571	0.407	0.485	केन्द्रफोल्ड
centerpiece	0.594	0.208	0.520	केन्द्रविन्दु
centimeter	0.427	0.280	0.380	सेन्टिमिटर
centipede	0.296	0.399	0.361	centipede
central	0.640	0.356	0.621	केन्द्रीय
centrality	0.571	0.312	0.709	केन्द्रीयता
centralization	0.521	0.440	0.702	केन्द्रीकरण
centralize	0.684	0.427	0.802	केन्द्रीकृत
centrally	0.729	0.280	0.700	केन्द्रीय रूपमा
centrifugal	0.306	0.651	0.480	केन्द्रापसारक
centrifuge	0.495	0.622	0.527	सेन्ट्रीफ्यूज
centurion	0.590	0.447	0.696	सेन्चुरियन
century	0.407	0.347	0.735	शताब्दी
ceramic	0.521	0.255	0.371	सिरेमिक
ceramics	0.573	0.250	0.373	सिरेमिक
cereal	0.612	0.206	0.316	अनाज
cereals	0.719	0.224	0.311	अनाज
cerebral	0.408	0.509	0.627	मस्तिष्क
ceremonial	0.771	0.540	0.691	औपचारिक
ceremony	0.760	0.559	0.761	समारोह
certain	0.760	0.358	0.673	निश्चित
certainty	0.781	0.400	0.769	निश्चितता
certifiable	0.714	0.427	0.662	प्रमाणित गर्न सकिने
certificate	0.786	0.377	0.746	प्रमाणपत्र
certified	0.781	0.422	0.806	प्रमाणित
certify	0.866	0.400	0.746	प्रमाणित गर्ने
cervical	0.375	0.413	0.445	ग्रीवा
cervix	0.429	0.360	0.340	ग्रीवा
cess	0.427	0.375	0.406	उपकर
cessation	0.414	0.385	0.358	समाप्ति
cesspool	0.167	0.460	0.409	सेसपूल
cha cha	0.714	0.546	0.324	चा चा
chaff	0.333	0.327	0.188	भुस
chafing	0.430	0.415	0.368	च्याफिङ
chagrin	0.104	0.704	0.472	चिन्तित
chagrined	0.112	0.745	0.361	चिन्तित
chai	0.500	0.375	0.363	चाइ
chain	0.378	0.500	0.547	चेन
chainsaw	0.367	0.804	0.636	चेनसा
chair	0.562	0.082	0.276	कुर्सी
chairman	0.656	0.567	0.933	अध्यक्ष
chairperson	0.730	0.657	0.966	अध्यक्ष
chairwoman	0.719	0.664	0.953	अध्यक्ष महिला
chaise	0.406	0.349	0.327	कुर्सी
chalet	0.653	0.349	0.278	च्यालेट
chalice	0.633	0.286	0.529	प्याला
chalk	0.385	0.185	0.121	चक
challenge	0.469	0.922	0.713	चुनौती
challenger	0.417	0.755	0.652	चुनौती दिने
chamber	0.583	0.373	0.455	कक्ष
chambermaid	0.594	0.375	0.336	चेम्बरमेड
chambers	0.542	0.442	0.388	कक्षहरू
chameleon	0.490	0.580	0.345	गिरगिट
champ	0.854	0.754	0.896	च्याम्प
champagne	0.760	0.600	0.454	स्याम्पेन
champion	0.890	0.880	0.945	च्याम्पियन
championship	0.833	0.800	0.880	च्याम्पियनशिप
chance	0.833	0.551	0.525	मौका
chancellor	0.646	0.500	0.887	कुलपति
chandelier	0.615	0.542	0.366	झूमर
chandler	0.510	0.452	0.454	chandler
change	0.625	0.575	0.606	परिवर्तन
changeable	0.490	0.480	0.528	परिवर्तनीय
changed	0.594	0.375	0.491	परिवर्तन भयो
changer	0.583	0.519	0.567	परिवर्तक
changing	0.571	0.569	0.461	फेर्दै
channel	0.490	0.287	0.405	च्यानल
chant	0.771	0.698	0.650	जप
chaos	0.016	0.923	0.373	अराजकता
chaotic	0.115	0.847	0.442	अराजक
chap	0.550	0.410	0.345	chap
chapel	0.573	0.240	0.440	चैपल
chaperon	0.500	0.520	0.404	चेपरन
chaplain	0.582	0.370	0.577	धर्मगुरु
chapman	0.562	0.529	0.465	च्यापम्यान
chaps	0.350	0.462	0.350	chaps
chapter	0.580	0.308	0.461	अध्याय
char	0.554	0.361	0.404	चार
character	0.667	0.373	0.686	चरित्र
characteristic	0.583	0.328	0.538	विशेषता
characterize	0.729	0.471	0.735	विशेषता
charade	0.458	0.550	0.346	चारैड
charcoal	0.302	0.186	0.342	चारकोल
chardonnay	0.677	0.567	0.492	chardonnay
charge	0.510	0.633	0.785	चार्ज
chargeable	0.551	0.550	0.453	शुल्क लाग्ने
charger	0.531	0.418	0.545	चार्जर
chariot	0.684	0.550	0.491	रथ
charisma	0.938	0.591	0.759	करिश्मा
charismatic	0.938	0.684	0.849	क्यारिज्म्याटिक
charitable	0.865	0.380	0.593	परोपकारी
charity	0.920	0.284	0.551	परोपकार
charlatan	0.200	0.640	0.352	charlatan
charm	0.833	0.363	0.649	आकर्षण
charmed	0.938	0.570	0.769	मोहित
charmer	0.882	0.683	0.782	आकर्षक
charming	0.917	0.660	0.764	आकर्षक
charred	0.208	0.676	0.373	जलेको
chart	0.469	0.317	0.330	चार्ट
charter	0.677	0.382	0.518	बडापत्र
chartered	0.569	0.460	0.490	चार्टर्ड
chase	0.396	0.878	0.623	पीछा
chased	0.188	0.830	0.287	पीछा गरे
chaser	0.375	0.830	0.645	चेजर
chasm	0.265	0.579	0.500	खाडल
chassis	0.406	0.342	0.444	चेसिस
chaste	0.408	0.248	0.453	पवित्र
chastened	0.156	0.580	0.345	शिक्षा दियो
chastisement	0.156	0.852	0.462	सजाय
chastity	0.469	0.392	0.509	पवित्रता
chat	0.729	0.400	0.346	कुराकानी
chateau	0.615	0.464	0.702	Chateau
chatter	0.560	0.450	0.347	बकबक
chatterbox	0.459	0.548	0.482	च्याटरबक्स
chattering	0.460	0.663	0.304	बकबक गर्दै
chatty	0.594	0.548	0.345	कुराकानी
chauffeur	0.500	0.353	0.471	चालक
chauvinist	0.310	0.539	0.527	अराजकतावादी
cheap	0.612	0.471	0.272	सस्तो
cheapened	0.471	0.611	0.282	सस्तो
cheapskate	0.148	0.482	0.327	सस्तो स्केट
cheat	0.125	0.776	0.400	धोखा
cheater	0.104	0.920	0.333	धोखेबाज
check	0.523	0.552	0.602	जाँच गर्नुहोस्
checkbook	0.552	0.284	0.364	चेकबुक
checker	0.330	0.417	0.553	परीक्षक
checkered	0.459	0.316	0.336	चेकर्ड
checkers	0.676	0.451	0.437	चेकर्स
checklist	0.561	0.521	0.552	चेकलिस्ट
checkmate	0.667	0.708	0.750	चेकमेट
checkout	0.597	0.510	0.670	चेकआउट
checkpoint	0.571	0.323	0.812	चेकपोइन्ट
checkup	0.500	0.435	0.491	चेकअप
cheek	0.670	0.314	0.421	गाल
cheeks	0.708	0.324	0.282	गालाहरू
cheeky	0.434	0.679	0.410	गाली
cheep	0.367	0.380	0.373	चिप
cheer	0.938	0.784	0.845	जय हो
cheered	0.875	0.648	0.790	खुशी भयो
cheerful	0.990	0.720	0.696	हँसमुख
cheerfulness	0.969	0.802	0.675	प्रफुल्लता
cheering	0.815	0.824	0.642	जयजयकार गर्दै
cheerleader	0.923	0.746	0.657	जयजयकार
cheerleading	0.698	0.769	0.404	जयकार
cheerless	0.204	0.373	0.167	हँसिलो
cheers	0.948	0.770	0.702	जय हो
cheery	0.949	0.657	0.486	हर्षित
cheese	0.740	0.280	0.281	चीज
cheeseburger	0.802	0.529	0.336	चीजबर्गर
cheesecake	0.860	0.276	0.238	चीजकेक
cheesy	0.470	0.471	0.179	पनीर
cheetah	0.469	0.770	0.667	चित्ता
chef	0.854	0.411	0.570	शेफ
chemical	0.337	0.560	0.508	रासायनिक
chemise	0.530	0.275	0.364	रसायन
chemist	0.408	0.575	0.610	रसायनज्ञ
chemistry	0.625	0.520	0.694	रसायन विज्ञान
chemo	0.214	0.686	0.444	केमो
chemotherapy	0.163	0.689	0.517	केमोथेरापी
cheque	0.698	0.529	0.660	जाँच गर्नुहोस्
cherish	0.896	0.491	0.652	कदर
cherishing	0.836	0.380	0.625	कदर गर्दै
cherry	0.688	0.186	0.250	चेरी
cherub	0.663	0.340	0.455	करूब
chess	0.656	0.363	0.518	चेस
chest	0.520	0.429	0.481	छाती
chestnut	0.714	0.210	0.294	चेस्टनट
chevron	0.469	0.469	0.598	शेभरन
chew	0.520	0.490	0.404	चपाउनु
chewy	0.625	0.418	0.390	चपाउने
chic	0.870	0.624	0.380	ठाडो
chicane	0.357	0.460	0.481	चिकेन
chick	0.771	0.602	0.387	कुकुर
chicken	0.594	0.306	0.394	कुखुरा
chicken pox	0.194	0.510	0.415	चिकन पोक्स
chickenpox	0.173	0.562	0.357	चिकनपक्स
chief	0.520	0.544	0.869	प्रमुख
chiefly	0.600	0.587	0.764	मुख्य रूपमा
chieftain	0.343	0.529	0.860	प्रमुख
chiffon	0.406	0.230	0.250	शिफन
child	0.912	0.460	0.413	बच्चा
childbirth	0.604	0.861	0.673	प्रसव
childhood	0.865	0.413	0.307	बाल्यकाल
childish	0.573	0.442	0.230	बालिश
childless	0.310	0.400	0.396	नि:संतान
childlike	0.656	0.372	0.293	बच्चा जस्तो
childloss	0.240	0.571	0.421	बाल हानि
children	0.857	0.538	0.435	बच्चाहरु
chili	0.592	0.566	0.433	खुर्सानी
chill	0.837	0.206	0.482	चिल
chilled	0.521	0.340	0.482	चिसो
chilling	0.208	0.850	0.358	चिसो
chilly	0.329	0.459	0.408	चिसो
chime	0.573	0.541	0.464	घण्टी
chimera	0.292	0.582	0.372	काइमेरा
chimes	0.625	0.490	0.402	झंकार
chimney	0.583	0.286	0.225	चिमनी
chimp	0.394	0.588	0.345	chimp
chimpanzee	0.500	0.633	0.387	चिम्पान्जी
chin	0.571	0.310	0.269	चिन
china	0.561	0.443	0.556	चीन
chinchilla	0.480	0.450	0.286	चिन्चिला
chine	0.561	0.360	0.352	चिन
chinook	0.408	0.497	0.491	चिनूक
chip	0.479	0.382	0.452	चिप
chipmunk	0.573	0.562	0.409	chipmunk
chipper	0.418	0.588	0.500	चिपर
chipping	0.354	0.452	0.353	चिपिङ
chiropractor	0.420	0.549	0.651	chiropractor
chirp	0.469	0.602	0.365	चिप्प
chirping	0.500	0.463	0.360	चिचिराउँदै
chisel	0.469	0.404	0.452	छेनी
chiseler	0.429	0.606	0.464	छेनी
chit	0.490	0.352	0.321	चिट
chitchat	0.673	0.455	0.403	कुराकानी
chivalry	0.857	0.380	0.848	वीरता
chloride	0.265	0.387	0.474	क्लोराइड
chlorine	0.306	0.327	0.332	क्लोरीन
chloroform	0.281	0.370	0.393	क्लोरोफर्म
chocolate	0.885	0.480	0.418	चकलेट
choice	0.745	0.520	0.664	छनौट
choir	0.704	0.298	0.473	गायक
choke	0.167	0.788	0.676	चोक
cholera	0.020	0.867	0.507	हैजा
cholesterol	0.198	0.583	0.398	कोलेस्ट्रोल
choose	0.615	0.542	0.648	छान्नुहोस्
choosing	0.719	0.529	0.689	छनौट गर्दै
choosy	0.280	0.760	0.712	छनौट गर्ने
chop	0.250	0.655	0.467	काट्नु
chopper	0.594	0.560	0.509	हेलिकप्टर
choppers	0.469	0.745	0.691	हेलिकप्टरहरू
chopping	0.560	0.625	0.362	काट्ने
chops	0.612	0.420	0.269	चप्स
choral	0.852	0.290	0.421	कोरल
chord	0.729	0.394	0.539	तार
chords	0.639	0.406	0.388	तारहरू
chore	0.406	0.462	0.500	काम
choreographer	0.646	0.639	0.625	कोरियोग्राफर
choreography	0.812	0.750	0.547	कोरियोग्राफी
chorus	0.620	0.417	0.500	कोरस
chosen	0.865	0.449	0.833	छानिएको
chow	0.573	0.490	0.390	चाउ
chowder	0.510	0.324	0.241	चाउडर
christ	0.781	0.510	0.750	ख्रीष्ट
christen	0.673	0.356	0.588	ख्रीष्टन
christening	0.725	0.382	0.650	नामकरण
christmas	0.959	0.520	0.741	क्रिसमस
christmasbreak	0.842	0.640	0.548	क्रिसमस ब्रेक
christmaseve	0.812	0.491	0.463	क्रिशमस साँझ
christmasspirit	0.867	0.602	0.575	क्रिसमस आत्मा
christmassy	0.875	0.698	0.602	क्रिसमस
christmastime	0.837	0.588	0.515	क्रिसमसको समय
chromatic	0.407	0.413	0.435	रंगीन
chromatography	0.480	0.537	0.535	क्रोमेटोग्राफी
chrome	0.582	0.373	0.421	क्रोम
chromium	0.458	0.404	0.447	क्रोमियम
chromosome	0.500	0.296	0.548	क्रोमोजोम
chronic	0.255	0.615	0.464	पुरानो
chronicle	0.427	0.571	0.586	क्रोनिकल
chronograph	0.500	0.392	0.529	क्रोनोग्राफ
chronological	0.594	0.445	0.600	कालानुक्रमिक
chubby	0.531	0.427	0.304	मोटो
chuck	0.542	0.509	0.413	चक
chuckle	0.844	0.736	0.481	हास्नु
chug	0.401	0.413	0.358	चुग
chum	0.911	0.347	0.518	चुम
chummy	0.760	0.420	0.610	चुम्मी
chump	0.375	0.451	0.304	चम्प
chunk	0.365	0.287	0.214	टुक्रा
chunky	0.520	0.517	0.509	chunky
church	0.708	0.198	0.610	चर्च
churchyard	0.296	0.444	0.347	गिर्जाघर
churn	0.316	0.491	0.407	मथन
chute	0.580	0.745	0.455	चुट
chutney	0.459	0.370	0.400	चटनी
ciao	0.542	0.426	0.409	ciao
cider	0.530	0.346	0.398	साइडर
cigar	0.306	0.463	0.346	चुरोट
cigarette	0.219	0.528	0.304	चुरोट
cilantro	0.469	0.260	0.208	सिलिन्ट्रो
cinch	0.450	0.490	0.387	cinch
cinder	0.350	0.260	0.157	सिन्डर
cinema	0.698	0.538	0.500	सिनेमा
cinematic	0.663	0.490	0.600	सिनेमागत
cinematographer	0.792	0.455	0.711	सिनेमेटोग्राफर
cinematography	0.781	0.571	0.625	छायांकन
cinnamon	0.600	0.250	0.292	दालचीनी
cipher	0.490	0.414	0.500	सिफर
circle	0.480	0.290	0.343	गोलाकार
circling	0.510	0.654	0.336	परिक्रमा गर्दै
circuit	0.586	0.461	0.707	सर्किट
circuitry	0.596	0.615	0.536	सर्किटरी
circular	0.562	0.342	0.417	गोलाकार
circulate	0.612	0.388	0.320	परिसंचरण
circulation	0.735	0.520	0.657	परिसंचरण
circulatory	0.592	0.575	0.545	परिसंचरण
circumcision	0.327	0.657	0.528	खतना
circumference	0.458	0.255	0.488	परिधि
circumferential	0.551	0.422	0.509	परिधित्मक
circumscribed	0.365	0.539	0.569	परिक्रमा गरिएको
circumstance	0.520	0.565	0.596	परिस्थिति
circumstances	0.562	0.527	0.464	परिस्थितिहरू
circumstantial	0.500	0.538	0.519	परिस्थितिजन्य
circumvent	0.316	0.642	0.383	छल्नु
circumvention	0.531	0.571	0.473	छल
circus	0.724	0.637	0.432	सर्कस
cirque	0.604	0.647	0.467	घेरा
cirrhosis	0.079	0.602	0.370	सिरोसिस
cirrus	0.470	0.451	0.348	सिरस
cistern	0.541	0.413	0.432	कुण्ड
citadel	0.585	0.464	0.602	किल्ला
citation	0.570	0.549	0.508	उद्धरण
cite	0.625	0.454	0.532	उद्धृत गर्नुहोस्
citizen	0.631	0.250	0.586	नागरिक
citizenship	0.786	0.404	0.723	नागरिकता
