English Word	Valence	Arousal	Dominance	Myanmar-Burmese Word
firearm	0.086	0.943	0.864	သေနတ်
firearms	0.220	0.943	0.821	သေနတ်များ
fireball	0.302	0.777	0.664	မီးလုံး
firecracker	0.474	0.741	0.434	မီးရှူးမီးပန်း
firefight	0.153	0.920	0.664	မီးသတ်
firefighter	0.637	0.770	0.773	မီးသတ်သမား
firefly	0.622	0.410	0.363	ပိုးစုန်းကြူး
firehouse	0.594	0.689	0.627	မီးအိမ်
firelight	0.677	0.504	0.639	မီး
fireman	0.583	0.745	0.755	မီးသတ်သမား
fireplace	0.667	0.380	0.417	မီးဖို
firepower	0.375	0.941	0.810	မီးစွမ်းအား
fireproof	0.684	0.679	0.723	မီးခံ
fireside	0.684	0.377	0.394	မီးဘေး
firestorm	0.180	0.929	0.766	မီးမုန်တိုင်း
firewall	0.485	0.602	0.629	firewall
firewood	0.520	0.348	0.263	ထင်း
firework	0.786	0.904	0.593	မီးပန်း
fireworks	0.735	0.863	0.579	မီးရှူးမီးပန်းများ
firing	0.188	0.931	0.803	ပစ်ခတ်ခြင်း။
firm	0.635	0.380	0.728	ကြည်
firmament	0.750	0.407	0.660	ကောင်းကင်ယံ
firmly	0.786	0.510	0.777	အခိုင်အမာ
firmness	0.823	0.479	0.939	ခိုင်မာမှု
first	0.625	0.500	0.788	ပထမ
firstborn	0.786	0.490	0.695	သားဦး
firstworldprobs	0.458	0.612	0.483	ပထမကမ္ဘာပြဿနာများ
fiscal	0.500	0.582	0.845	ဘဏ္ဍာရေး
fish	0.510	0.280	0.250	ငါး
fisherman	0.656	0.461	0.546	တံငါသည်
fishery	0.574	0.503	0.519	ရေလုပ်ငန်း
fishing	0.677	0.283	0.405	ငါးဖမ်း
fishing boat	0.521	0.403	0.627	ငါးဖမ်းလှေ
fishy	0.224	0.601	0.471	ငါးခြောက်
fissile	0.333	0.490	0.380	fissile
fission	0.386	0.500	0.567	ကွဲကွဲပြားပြား
fissure	0.333	0.510	0.431	ပပ်ကြားအက်
fist	0.333	0.686	0.481	လက်သီး
fistfight	0.208	0.902	0.543	လက်သီးချက်
fistful	0.500	0.509	0.500	လက်သီးဆုပ်
fistula	0.312	0.481	0.330	ဂရင်ဂျီနာ
fit	0.604	0.450	0.632	အံ
fitness	0.875	0.529	0.810	ကြံ့ခိုင်ရေး
fits	0.571	0.363	0.580	တော်ပါတယ်။
fitted	0.507	0.404	0.673	တပ်ဆင်ထားသည်။
fitting	0.612	0.441	0.638	လျောက်ပတ်သည်။
fittings	0.531	0.404	0.409	အသုံးအဆောင်များ
five	0.510	0.221	0.298	ငါး
fiver	0.458	0.469	0.517	ငါး
fix	0.760	0.538	0.519	ပြင်ဆင်ပါ။
fixable	0.724	0.470	0.645	ပြုပြင်နိုင်သော
fixation	0.562	0.459	0.655	fixation
fixed	0.684	0.167	0.509	သတ်မှတ်ထားတဲ့
fixer	0.633	0.375	0.606	ပြုပြင်ပေးသူ
fixture	0.663	0.216	0.409	ခံစစ်မှူး
fixtures	0.643	0.330	0.370	တန်ဆာပလာများ
fizz	0.459	0.708	0.349	ဖီးဇ်
fjord	0.510	0.404	0.463	fjord
flabbergast	0.480	0.679	0.547	flabbergast
flabbergasted	0.312	0.802	0.342	ဝမ်းပန်းတသာ
flabby	0.292	0.358	0.250	ပျော့ညံ့သော
flaccid	0.156	0.400	0.151	ပျော့ပျောင်းသော
flag	0.592	0.378	0.536	အလံ
flagging	0.521	0.519	0.509	အလံပြခြင်း။
flagpole	0.500	0.394	0.458	အလံတိုင်
flagrant	0.286	0.673	0.455	ထင်ရှားသော
flagship	0.592	0.587	0.703	flagship
flagstaff	0.520	0.517	0.500	တံခွန်တိုင်
flair	0.775	0.471	0.676	အသွင်
flak	0.390	0.600	0.600	flak
flake	0.385	0.388	0.289	flake
flaky	0.363	0.509	0.279	မမြဲသော
flamboyant	0.615	0.794	0.705	ထက်မြက်သော
flame	0.448	0.574	0.615	မီးတောက်
flamethrower	0.160	0.882	0.683	မီးခိုးငွေ့
flaming	0.406	0.645	0.558	မီးတောက်
flamingo	0.667	0.451	0.482	Flamingo
flammable	0.216	0.800	0.715	မီးလောင်လွယ်သည်။
flan	0.604	0.304	0.198	ဖလန်
flange	0.500	0.306	0.390	အနားကွပ်
flank	0.448	0.458	0.443	အလံ
flanked	0.333	0.431	0.368	နံဘေး
flanking	0.490	0.622	0.519	ဘေးတိုက်
flannel	0.490	0.250	0.327	ဖလန်နယ်
flap	0.275	0.385	0.344	နေတတ်တဲ့
flapping	0.458	0.728	0.404	ခတ်ခြင်း။
flare	0.558	0.823	0.508	မီးတောက်
flares	0.580	0.642	0.556	မီးတောက်များ
flaring	0.625	0.771	0.509	မီးတောက်
flash	0.571	0.590	0.657	flash
flashback	0.265	0.400	0.485	နောက်ကြောင်းပြန်သတိရခြင်း
flashing	0.604	0.574	0.438	မှိတ်တုတ်မှိတ်တုတ်
flashlight	0.653	0.414	0.356	ဓာတ်မီး
flashy	0.704	0.600	0.827	တောက်ပြောင်သော
flask	0.418	0.412	0.454	ဘူး
flat	0.408	0.236	0.303	ပြားချပ်
flatbed	0.490	0.250	0.380	ပြားချပ်ချပ်
flatfoot	0.265	0.333	0.330	flatfoot
flatness	0.479	0.280	0.527	ပြားချပ်ချပ်
flatten	0.286	0.469	0.442	ပြား
flatter	0.521	0.418	0.302	မြှောက်ပင့်
flattered	0.865	0.608	0.708	ချော့မော့သည်။
flattering	0.755	0.686	0.500	မော့
flattery	0.470	0.575	0.404	မြှောက်ပင့်ခြင်း။
flatulence	0.210	0.632	0.343	လေပွခြင်း။
flaunt	0.438	0.611	0.525	တောက်ပြောင်သည်။
flavor	0.885	0.479	0.392	အရသာ
flaw	0.319	0.491	0.175	ချို့ယွင်းချက်
flawed	0.133	0.490	0.194	ချို့ယွင်းချက်
flawless	0.729	0.420	0.741	စင်းလုံးချော
flea	0.286	0.353	0.218	လှေး၊
fleabag	0.271	0.557	0.348	သိုးမွှေးအိတ်
fled	0.224	0.639	0.322	ထွက်ပြေး
flee	0.292	0.796	0.232	ပြေး
fleece	0.561	0.250	0.381	လည်လှီး
fleet	0.547	0.430	0.623	ရေတပ်
fleeting	0.439	0.650	0.387	ခဏတာ။
flesh	0.604	0.390	0.475	အသား
fleshy	0.500	0.518	0.406	အသားပို
flex	0.604	0.378	0.330	flex
flexibility	0.867	0.402	0.472	ပြောင်းလွယ်ပြင်လွယ်
flexible	0.719	0.460	0.465	ပြောင်းလွယ်ပြင်လွယ်
flexin	0.552	0.559	0.366	flexin
flexion	0.449	0.551	0.418	flexion
flick	0.688	0.541	0.515	လှန်လိုက်ပါ။
flicker	0.635	0.321	0.333	တုန်ခါနေသည်။
flickering	0.490	0.444	0.289	တုန်ခါနေသည်။
flier	0.541	0.490	0.652	လေယာဉ်ပျံ
flight	0.646	0.630	0.587	လေယာဉ်
flighty	0.219	0.602	0.436	လေယာဉ်ပျံ
flimsy	0.302	0.396	0.189	ပျော့ညံ့သော
flinch	0.350	0.804	0.555	တုန်လှုပ်ခြင်း။
fling	0.439	0.696	0.534	ပြေး
flint	0.521	0.439	0.536	မီးကျောက်
flip	0.281	0.529	0.435	လှန်
flip flop	0.417	0.519	0.321	ညှပ်ဖိနပ်
flipper	0.677	0.420	0.415	ခေါက်ဆွဲ
flipping	0.553	0.551	0.345	လှန်သည်။
flirt	0.792	0.790	0.538	ပရောပရည်
flirtation	0.653	0.719	0.482	ပရောပတေး
flirting	0.590	0.773	0.491	ပရောပရည်
flirty	0.714	0.721	0.491	ပရောပရည်
float	0.688	0.394	0.344	မျှော
floater	0.480	0.433	0.370	floater
flock	0.500	0.546	0.543	သိုးစု
flog	0.408	0.520	0.382	လှိုင်းတံပိုး
flood	0.208	0.778	0.608	ရေလွှမ်းမိုး
floor	0.430	0.230	0.250	ကြမ်းပြင်
flooring	0.562	0.235	0.346	အခင်း
floozy	0.410	0.477	0.430	အမိုက်စား
flop	0.081	0.642	0.196	ညှပ်
floppy	0.549	0.300	0.333	ဖလိုပီ
flora	0.833	0.324	0.567	သစ်ပင်ပန်းမန်
floral	0.833	0.235	0.264	ပန်း
florist	0.771	0.410	0.388	ပန်းဆရာ
floss	0.500	0.280	0.278	ပွတ်ကြိုး
flotation	0.510	0.353	0.333	flotation
flounder	0.711	0.333	0.345	ငါးခွေးလျှာ
flour	0.530	0.235	0.239	မုန့်ညက်
flourish	0.939	0.573	0.601	လန်းသည်။
flow	0.696	0.316	0.464	စီးဆင်းမှု
flower	0.802	0.189	0.254	ပန်း
flowering	0.906	0.627	0.500	ပန်းပွင့်
flowers	0.875	0.324	0.330	ပန်းပွင့်
flowery	0.792	0.332	0.446	ပန်းပွင့်
flows	0.571	0.480	0.434	စီးဆင်းသည်။
flu	0.230	0.547	0.250	တုပ်ကွေး
fluctuate	0.285	0.617	0.480	အတက်အကျ
fluctuating	0.292	0.591	0.395	အတက်အကျ
fluctuation	0.347	0.750	0.519	အတက်အကျ
flue	0.354	0.688	0.451	flue
fluency	0.776	0.504	0.718	သွက်လက်သည်။
fluent	0.760	0.500	0.614	ကျွမ်းကျင်စွာ
fluff	0.520	0.264	0.172	fluff
fluffy	0.781	0.431	0.356	fluffy
fluid	0.673	0.407	0.589	အရည်
fluidity	0.729	0.510	0.576	အရည်ပျော်ခြင်း။
fluke	0.446	0.450	0.432	fluke
flunk	0.104	0.548	0.170	flunk
flunky	0.205	0.452	0.216	flunky
fluorescence	0.667	0.490	0.500	ချောင်း
fluorescent	0.602	0.595	0.500	ချောင်း
flurries	0.422	0.760	0.517	ပျာယာခတ်
flurry	0.302	0.760	0.559	ပျာယာခတ်
flush	0.408	0.755	0.589	flush
flustered	0.316	0.903	0.283	ပျာယာခတ်
flute	0.635	0.330	0.363	ပုလွေ
fluted	0.438	0.438	0.389	ပလွေ
flutter	0.479	0.548	0.330	လေလွင့်ခြင်း။
fluvial	0.571	0.363	0.588	fluvial
flux	0.473	0.472	0.451	flux
fly	0.760	0.775	0.676	ပျံသန်း
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	လက်ကမ်းကြော်ငြာ
flying	0.877	0.606	0.696	ပျံသန်း
flywheel	0.667	0.480	0.442	flywheel
foal	0.542	0.578	0.482	ခွေး
foam	0.698	0.230	0.204	အမြှုပ်
foaming	0.643	0.240	0.198	အမြှုပ်ထွက်ခြင်း။
foamy	0.663	0.306	0.291	အမြှုပ်များ
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	ဆုံချက်
focus	0.690	0.382	0.648	အာရုံစူးစိုက်မှု
fodder	0.316	0.358	0.430	အစားအစာ
foe	0.071	0.827	0.459	ရန်သူ
fog	0.510	0.213	0.260	မြူ
foggy	0.354	0.337	0.302	မှိုင်း
foil	0.312	0.204	0.342	သတ္တုပါး
foiled	0.235	0.470	0.144	foiled
fold	0.385	0.412	0.330	ခေါက်
folded	0.179	0.373	0.327	ခေါက်
folder	0.490	0.279	0.375	ဖိုလ်ဒါ
foliage	0.620	0.373	0.237	သစ်ရွက်
folio	0.513	0.265	0.435	folio
folk	0.663	0.433	0.432	ကျေးလက်
folklore	0.755	0.585	0.449	ရိုးရာပုံပြင်
follicle	0.406	0.331	0.436	မွေးညင်းပေါက်
follicular	0.401	0.305	0.391	follicular
follow	0.667	0.509	0.600	လိုက်နာပါ။
follower	0.646	0.488	0.461	နောက်လိုက်
folly	0.184	0.833	0.363	မိုက်မဲမှု
fond	0.885	0.602	0.518	မြတ်နိုးတယ်
fondle	0.823	0.485	0.355	သဘောကျသည်။
fondling	0.794	0.564	0.500	သဘောကျသည်။
fondness	0.885	0.391	0.503	အရိပ်တကြည့်ကြည့်
fondue	0.656	0.363	0.350	ဖော့ဒူး
font	0.615	0.336	0.576	ဖောင့်
food	0.888	0.324	0.527	အစားအသောက်
foodie	0.781	0.465	0.484	အစားသောင်းကြမ်းသူ
fool	0.160	0.560	0.148	လူမိုက်
fooled	0.051	0.692	0.241	အရူး
foolhardy	0.541	0.816	0.596	မိုက်ရူးရဲ
fooling	0.167	0.755	0.384	လှည့်စားသည်။
foolish	0.316	0.255	0.109	မိုက်မဲသော
foolishness	0.235	0.472	0.173	မိုက်မဲခြင်း
foolproof	0.479	0.484	0.500	လူမိုက်
foot	0.490	0.290	0.254	ခြေ
foot stool	0.469	0.317	0.355	ခြေမစင်
footage	0.625	0.235	0.364	ဗီဒီယိုဖိုင်
football	0.755	0.760	0.582	ဘောလုံး
footbridge	0.582	0.375	0.440	တံတား
foothold	0.673	0.336	0.582	ခြေကုပ်
footing	0.760	0.346	0.464	ခြေရာ
footlocker	0.500	0.417	0.393	ခြေရာခံ
footloose	0.549	0.595	0.447	ခြေကုပ်ကုပ်
footpath	0.677	0.321	0.473	ခြေကျင်
footprint	0.592	0.292	0.336	ခြေရာ
footwear	0.643	0.337	0.275	ဖိနပ်
footwork	0.448	0.540	0.352	ခြေရာလက်ရာ
fop	0.281	0.561	0.328	fop
forage	0.583	0.389	0.370	အစားအစာ
foray	0.418	0.618	0.676	ဖေါက်သည်
forbearance	0.520	0.471	0.549	သည်းခံခြင်း။
forbid	0.115	0.686	0.598	တားမြစ်သည်။
forbidding	0.198	0.781	0.500	တားမြစ်သည်။
force	0.612	0.750	0.905	အင်အား
forced	0.180	0.721	0.458	အတင်းအကြပ်
forceful	0.533	0.673	0.898	အတင်းအကြပ်
forceps	0.354	0.615	0.436	အတင်းအကျပ်
forces	0.551	0.686	0.886	တပ်ဖွဲ့များ
forcibly	0.365	0.704	0.647	အတင်းအကျပ်
ford	0.521	0.340	0.382	ဖို့ဒ်
fore	0.667	0.417	0.654	ရှေ့
forearm	0.469	0.304	0.509	လက်ဖျံ
foreboding	0.439	0.706	0.636	တားမြစ်ခြင်း။
forecast	0.783	0.419	0.698	ခန့်မှန်းချက်
forecaster	0.635	0.611	0.846	ခန့်မှန်းသူ
foreclose	0.220	0.582	0.560	အနီးကပ်
foreclosure	0.167	0.651	0.500	သိမ်းဆည်းခြင်း
forefathers	0.690	0.412	0.627	ဘိုးဘေးများ
forefinger	0.510	0.254	0.370	လက်ညှိုး
forefront	0.573	0.559	0.811	ရှေ့တန်း
forego	0.396	0.661	0.291	အတ္တ
foregoing	0.420	0.346	0.324	အထက်က
foregone	0.271	0.567	0.235	ကြိုသည်။
foreground	0.708	0.491	0.590	ရှေ့ဘက်
forehead	0.470	0.308	0.556	နဖူး
foreign	0.573	0.681	0.385	နိုင်ငံခြား
foreigner	0.500	0.519	0.480	နိုင်ငံခြားသား
foreman	0.458	0.612	0.750	ဖိုမင်
foremost	0.735	0.593	0.907	ဗွေဆော်ဦး
forensic	0.439	0.627	0.436	ငြင်းမရ
forensics	0.235	0.545	0.679	မှုခင်းဆေးပညာ
foreplay	0.724	0.627	0.474	ကြိုတင်ကစားခြင်း။
forerunner	0.694	0.540	0.843	ရှေ့ပြေး
foresee	0.583	0.452	0.522	ကြိုသိသည်။
foreseen	0.566	0.361	0.562	ကြိုမြင်သည်။
foresight	0.680	0.482	0.640	အမြော်အမြင်
forest	0.729	0.270	0.435	တော
forestall	0.540	0.550	0.606	သစ်တော
forethought	0.765	0.491	0.580	ကြိုတွေး
foreveralone	0.296	0.375	0.343	အထီးကျန်
forevermore	0.843	0.425	0.614	ထာဝရ
forewarned	0.480	0.618	0.606	ကြိုတင်သတိပေးထားသည်။
foreword	0.590	0.314	0.551	ရှေ့စကား
forfeit	0.083	0.635	0.245	လက်လွှတ်ဆုံးရှုံး
forfeited	0.156	0.650	0.352	ဆုံးရှုံးခဲ့သည်။
forfeiture	0.184	0.588	0.368	ဆုံးရှုံးခြင်း
forge	0.520	0.424	0.686	ဖောက်လုပ်ခြင်း။
forger	0.156	0.673	0.518	အတုပြုလုပ်ခြင်း။
forgery	0.235	0.654	0.481	အတုအပ
forget	0.312	0.382	0.209	မေ့
forgetful	0.240	0.343	0.264	မေ့တတ်သော
forgetfulness	0.271	0.385	0.302	မေ့လျော့ခြင်း
forgive	0.781	0.408	0.562	ခွင့်လွှတ်ပါ။
forgiven	0.750	0.302	0.510	ခွင့်လွှတ်သည်။
forgiveness	0.667	0.430	0.471	ခွင့်လွှတ်ခြင်း
forgiving	0.885	0.317	0.556	ခွင့်လွှတ်ခြင်း။
forgotten	0.235	0.280	0.184	မေ့သွားတယ်။
fork	0.406	0.300	0.529	အမဲချိတ်တွင်
forked	0.333	0.585	0.365	ဆံခြည်မျှင်
forking	0.327	0.596	0.490	လမ်းဆုံလမ်းခွ
forklift	0.480	0.537	0.526	forklift
forlorn	0.316	0.571	0.217	စိတ်ပျက်စရာ
form	0.510	0.302	0.436	ပုံစံ
formal	0.735	0.250	0.625	တရားဝင်
formaldehyde	0.296	0.415	0.443	ဖော်မြူလာဒီဟိုက်
formalism	0.838	0.289	0.689	တရားဝင်ဝါဒ
formality	0.594	0.353	0.750	တရားဝင်မှု
format	0.562	0.308	0.438	ပုံစံ
formation	0.615	0.453	0.731	ဖွဲ့စည်းခြင်း။
formative	0.688	0.442	0.800	အသွင်အပြင်
formed	0.656	0.272	0.696	ဖွဲ့စည်းခဲ့သည်။
formidable	0.708	0.709	0.857	ကြောက်ခမန်းလိလိ
forming	0.729	0.343	0.800	များခြင်း။
formless	0.398	0.201	0.163	ပုံစံမဲ့
formula	0.521	0.450	0.585	ဖော်မြူလာ
formulary	0.531	0.470	0.500	ဖော်မြူလာ
formulate	0.851	0.456	0.673	ပုံသေနည်း
fornicate	0.396	0.933	0.565	မတရားသောမေထုန်
